Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Deyonta Davis,21.9,ATL,Big,117,1,8.9%,99,138.5,19,6.3%,76,0.71,64,11.8%
Ed Davis,29.4,BKN,Big,1443,8,12.1%,84,126.5,20,6.4%,43,0.53,25,15.1%
DeMar DeRozan,29.2,SAS,Wing,2687,99,30.7%,57,109.6,99,27.7%,89,0.90,51,10.8%
Dewayne Dedmon,29.2,ATL,Big,1603,38,15.3%,71,121.4,41,8.0%,40,0.52,38,14.3%
Sam Dekker,24.5,WAS,Forward,578,42,15.0%,31,104.4,55,8.2%,62,0.54,89,8.4%
Sam Dekker,24.5,CLE,Big,155,24,13.8%,12,104.1,28,7.1%,39,0.51,94,8.0%
Matthew Dellavedova,28.1,CLE,Wing,697,82,21.7%,66,112.4,100,31.8%,99,1.47,6,16.4%
Luol Deng,33.5,MIN,Forward,350,31,13.7%,93,126.4,31,6.0%,32,0.44,51,10.9%
Donte DiVincenzo,21.7,MIL,Wing,390,29,14.1%,32,102.5,45,9.7%,57,0.69,23,12.8%
Cheick Diallo,22.1,NOP,Big,850,23,13.7%,92,130.6,7,4.9%,12,0.36,13,17.1%
Hamidou Diallo,20.3,OKC,Wing,484,42,14.9%,44,107.0,4,4.4%,3,0.30,34,11.8%
Gorgui Dieng,28.8,MIN,Big,961,65,18.5%,48,114.1,62,10.3%,50,0.55,43,13.8%
Spencer Dinwiddie,25.6,BKN,Combo,1913,81,27.1%,92,117.9,78,27.2%,51,1.00,46,12.3%
Luka Doncic,19.7,DAL,Wing,2327,100,32.9%,60,110.5,99,31.7%,91,0.96,16,13.9%
Tyler Dorsey,22.7,ATL,Combo,195,8,15.1%,3,86.6,2,8.7%,7,0.58,61,11.1%
Tyler Dorsey,22.7,MEM,Wing,432,72,19.5%,49,108.1,74,13.8%,62,0.71,89,7.6%
Damyean Dotson,24.5,NYK,Wing,1957,57,16.3%,37,104.3,50,10.2%,50,0.63,71,9.4%
Goran Dragic,32.5,MIA,Point,990,59,24.8%,35,104.5,56,26.0%,39,1.05,65,12.0%
Andre Drummond,25.2,DET,Big,2640,81,21.3%,31,111.2,22,6.7%,8,0.32,48,13.3%
Jared Dudley,33.3,BKN,Forward,1199,4,10.6%,55,111.2,63,9.0%,94,0.85,13,14.7%
Kris Dunn,24.6,CHI,Combo,1389,71,23.8%,17,96.8,86,29.0%,81,1.22,22,13.8%
Kevin Durant,30.1,GSW,Forward,2698,96,29.8%,94,126.4,97,25.2%,92,0.85,38,11.9%
Henry Ellenson,21.8,NYK,Forward,176,59,17.0%,8,92.1,61,8.8%,49,0.52,59,10.4%
Wayne Ellington,30.9,MIA,Wing,508,38,14.8%,43,106.7,38,8.7%,47,0.59,87,7.8%
Wayne Ellington,30.9,DET,Wing,760,53,16.1%,88,117.7,35,8.4%,35,0.52,76,9.2%
Joel Embiid,24.6,PHI,Big,2155,100,33.0%,60,117.9,92,18.4%,50,0.56,46,13.5%
James Ennis,28.3,PHI,Wing,268,34,14.3%,30,102.2,26,7.3%,29,0.51,33,11.8%
James Ennis,28.3,HOU,Wing,916,5,10.7%,95,122.9,3,4.1%,7,0.38,60,10.4%
Jacob Evans,21.4,GSW,Wing,117,25,13.3%,11,92.9,70,12.9%,93,0.97,13,14.1%
Tyreke Evans,29.1,IND,Wing,1371,96,27.3%,16,95.9,88,17.6%,51,0.64,18,13.6%
Dante Exum,23.3,UTA,Combo,593,68,22.9%,20,99.2,69,24.6%,59,1.07,29,13.6%
Kenneth Faried,29.0,HOU,Big,577,53,17.0%,83,126.0,3,4.2%,2,0.25,76,10.9%
Derrick Favors,27.3,UTA,Big,1757,54,17.1%,82,125.4,40,8.0%,31,0.47,65,11.6%
Cristiano Felicio,26.3,CHI,Big,606,23,13.7%,35,112.0,29,7.3%,45,0.53,15,16.4%
Raymond Felton,34.3,OKC,Combo,368,36,18.5%,27,100.8,59,20.9%,73,1.13,93,8.7%
Terrance Ferguson,20.5,OKC,Wing,1923,0,9.6%,71,113.5,5,4.5%,22,0.47,60,10.3%
Yogi Ferrell,25.5,SAC,Combo,972,31,18.2%,76,112.4,44,18.8%,54,1.03,90,9.2%
Dorian Finney-Smith,25.5,DAL,Forward,1933,23,13.0%,32,107.1,38,6.7%,48,0.52,39,11.8%
Bryn Forbes,25.3,SAS,Combo,2282,20,16.8%,93,119.0,5,10.4%,8,0.62,88,9.3%
Evan Fournier,26.0,ORL,Wing,2545,85,22.2%,52,108.5,86,17.1%,71,0.77,31,12.0%
De'Aaron Fox,20.9,SAC,Point,2556,81,28.0%,59,108.9,81,32.3%,50,1.15,48,13.0%
Tim Frazier,28.0,NOP,Point,880,4,16.0%,70,111.9,70,28.7%,100,1.79,7,16.6%
Tim Frazier,28.0,MIL,Point,201,22,19.6%,50,107.4,61,26.8%,78,1.37,22,15.3%
Channing Frye,35.5,CLE,Big,297,51,16.8%,6,100.0,56,9.6%,54,0.57,89,9.0%
Markelle Fultz,20.4,PHI,Point,414,37,20.7%,4,90.1,17,19.9%,30,0.96,69,11.8%
Danilo Gallinari,30.2,LAC,Big,2059,90,23.3%,88,127.9,80,13.4%,55,0.58,91,8.8%
Langston Galloway,26.9,DET,Wing,1693,31,14.2%,55,109.3,21,6.9%,26,0.49,99,4.1%
Marc Gasol,33.8,MEM,Big,1788,91,23.3%,22,108.2,98,23.1%,94,0.99,49,13.2%
Marc Gasol,33.8,TOR,Big,643,61,17.9%,47,113.9,95,20.3%,97,1.13,42,13.9%
Pau Gasol,38.3,SAS,Big,330,58,17.5%,18,106.5,98,21.8%,99,1.25,82,10.0%
Rudy Gay,32.2,SAS,Forward,1853,87,22.0%,76,117.4,87,14.5%,79,0.66,37,12.2%
Paul George,28.5,OKC,Wing,2852,97,29.0%,91,118.8,87,17.3%,48,0.60,64,10.1%
Taj Gibson,33.4,MIN,Big,1685,40,15.6%,73,122.2,29,7.2%,29,0.46,66,11.5%
Harry Giles,20.5,SAC,Big,757,86,22.6%,9,102.0,86,15.4%,72,0.68,17,16.0%
Shai Gilgeous-Alexander,20.3,LAC,Point,2122,30,20.0%,61,110.3,9,17.8%,17,0.89,37,14.0%
Rudy Gobert,26.3,UTA,Big,2568,47,16.3%,95,134.9,53,9.4%,55,0.58,50,13.1%
Aaron Gordon,23.1,ORL,Forward,2614,86,21.9%,39,108.8,92,16.4%,86,0.75,32,12.4%
Eric Gordon,29.9,HOU,Wing,2151,79,20.6%,59,110.4,40,8.9%,15,0.43,81,8.8%
Marcin Gortat,34.7,LAC,Big,749,31,14.6%,36,112.0,77,12.3%,87,0.84,5,20.0%
Devonte' Graham,23.7,CHA,Combo,581,49,19.3%,14,95.5,75,26.5%,93,1.37,85,9.7%
Treveon Graham,25.0,BKN,Forward,706,10,12.0%,7,90.8,34,6.2%,51,0.52,90,8.4%
Jerami Grant,24.6,OKC,Big,2615,18,13.1%,65,119.1,2,4.0%,6,0.31,94,8.0%
Jerian Grant,26.1,ORL,Point,840,0,15.2%,52,107.4,44,24.5%,98,1.62,17,15.7%
Danny Green,31.4,TOR,Wing,2215,22,13.0%,98,126.9,26,7.3%,41,0.56,43,11.3%
Draymond Green,28.7,GSW,Big,2064,49,16.4%,16,105.7,99,26.1%,100,1.59,2,21.6%
Gerald Green,32.8,HOU,Forward,1396,55,16.6%,62,112.4,6,3.8%,3,0.23,75,9.2%
JaMychal Green,28.4,LAC,Big,467,38,15.3%,70,120.9,1,3.9%,3,0.25,51,13.1%
JaMychal Green,28.4,MEM,Big,898,64,18.4%,52,115.5,23,6.8%,16,0.37,13,16.7%
Jeff Green,32.2,WAS,Big,2082,50,16.7%,75,123.0,52,9.3%,51,0.56,57,12.3%
Blake Griffin,29.6,DET,Big,2618,99,31.4%,55,116.4,99,26.9%,89,0.86,49,13.2%
Daniel Hamilton,23.2,ATL,Wing,172,52,16.0%,13,94.2,83,15.5%,92,0.97,2,19.0%
Tim Hardaway Jr.,26.6,NYK,Wing,1498,94,25.2%,48,107.6,72,13.2%,34,0.52,78,9.1%
Tim Hardaway Jr.,26.6,DAL,Wing,557,87,22.7%,37,104.3,57,10.8%,23,0.48,83,8.4%
James Harden,29.2,HOU,Combo,2862,100,43.9%,100,125.9,98,39.4%,34,0.90,32,13.4%
Maurice Harkless,25.5,POR,Forward,1415,18,12.7%,48,109.8,39,6.8%,56,0.54,58,10.4%
Montrezl Harrell,24.8,LAC,Big,2140,80,21.2%,91,129.6,78,12.4%,56,0.59,55,12.4%
Devin Harris,35.7,DAL,Combo,1063,46,19.1%,51,107.3,31,17.2%,36,0.90,53,11.6%
Gary Harris,24.1,DEN,Wing,1637,70,19.1%,39,105.3,59,11.0%,43,0.58,79,9.1%
Joe Harris,27.2,BKN,Wing,2291,47,15.6%,99,129.3,62,11.4%,65,0.73,11,14.2%
Tobias Harris,26.3,PHI,Forward,943,77,20.5%,65,112.6,80,12.3%,73,0.60,77,9.0%
Tobias Harris,26.3,LAC,Forward,1903,93,23.3%,86,122.0,82,12.8%,63,0.55,55,10.6%
Andrew Harrison,24.0,CLE,Wing,129,69,19.1%,3,80.0,89,17.9%,89,0.94,10,14.8%
Shaquille Harrison,25.1,CHI,Combo,1310,15,16.3%,25,100.7,12,12.9%,22,0.79,69,10.7%
Josh Hart,23.7,LAL,Wing,1689,16,12.5%,43,106.6,22,7.0%,43,0.56,41,11.4%
Isaiah Hartenstein,20.5,HOU,Big,185,6,11.5%,49,114.6,43,8.2%,75,0.71,3,20.8%
Gordon Hayward,28.6,BOS,Wing,1833,72,19.5%,74,113.9,90,18.3%,90,0.94,26,12.5%
John Henson,27.8,MIL,Big,173,55,17.2%,13,104.5,73,11.7%,71,0.68,29,14.8%
Juan Hernangomez,23.1,DEN,Forward,1275,6,10.9%,82,119.2,23,5.4%,44,0.50,62,10.2%
Willy Hernangomez,24.4,CHA,Big,746,73,19.8%,51,115.4,68,10.9%,48,0.55,29,14.8%
Mario Hezonja,23.7,NYK,Forward,1161,80,20.7%,18,97.7,76,11.1%,61,0.54,17,14.5%
Buddy Hield,25.9,SAC,Wing,2622,89,23.2%,90,118.8,63,11.7%,28,0.50,65,10.0%
Nene Hilario,36.1,HOU,Big,533,3,10.7%,24,108.5,21,6.6%,65,0.62,97,7.1%
George Hill,32.5,CLE,Combo,344,24,17.5%,95,122.8,19,15.2%,32,0.87,20,14.3%
George Hill,32.5,MIL,Combo,940,10,15.2%,64,110.1,17,14.3%,44,0.94,92,8.7%
Solomon Hill,27.6,NOP,Wing,868,4,10.6%,20,98.9,33,8.1%,70,0.77,19,13.3%
Aaron Holiday,22.1,IND,Point,512,39,21.0%,19,98.1,6,16.0%,4,0.76,70,11.7%
Jrue Holiday,28.4,NOP,Combo,2401,85,28.1%,73,112.3,88,30.8%,63,1.10,36,13.0%
Justin Holiday,29.6,CHI,Wing,1324,36,14.6%,46,107.3,45,9.8%,56,0.67,52,10.8%
Justin Holiday,29.6,MEM,Wing,1257,35,14.5%,30,102.3,19,6.7%,20,0.46,17,13.8%
Rondae Hollis-Jefferson,23.8,BKN,Big,1197,79,20.7%,2,92.7,73,11.9%,54,0.57,69,11.3%
Richaun Holmes,25.0,PHX,Big,1142,44,16.1%,91,128.7,38,7.8%,35,0.49,68,11.5%
Rodney Hood,26.0,POR,Wing,655,52,16.1%,57,109.9,27,7.5%,21,0.47,89,7.8%
Rodney Hood,26.0,CLE,Wing,1226,71,19.2%,54,109.2,62,11.6%,48,0.61,95,6.7%
Al Horford,32.4,BOS,Big,1972,68,18.9%,72,122.2,95,20.3%,95,1.07,61,12.1%
Danuel House,25.4,HOU,Forward,905,14,12.2%,96,127.6,28,5.8%,39,0.47,44,11.6%
Dwight Howard,32.9,WAS,Big,229,53,17.1%,87,127.8,0,2.6%,0,0.15,12,17.4%
Kevin Huerter,20.2,ATL,Wing,2007,55,16.2%,40,105.7,75,13.9%,85,0.86,18,13.3%
Chandler Hutchison,22.5,CHI,Forward,811,7,11.0%,28,103.5,27,5.6%,45,0.51,87,8.5%
Serge Ibaka,29.1,TOR,Big,2004,76,20.2%,54,116.1,35,7.6%,18,0.38,61,11.9%
Andre Iguodala,34.8,GSW,Wing,1564,10,11.6%,89,118.3,87,17.2%,100,1.48,38,11.6%
Ersan Ilyasova,31.5,MIL,Big,1199,26,14.0%,32,111.3,12,5.4%,19,0.38,71,11.2%
Joe Ingles,31.1,UTA,Wing,2565,73,19.5%,84,116.9,98,26.2%,99,1.34,6,16.4%
Brandon Ingram,21.2,LAL,Wing,1758,89,23.2%,63,111.3,69,12.8%,38,0.55,21,13.2%
Kyrie Irving,26.6,BOS,Point,2213,93,31.4%,96,119.7,89,33.0%,41,1.05,80,10.6%
Jonathan Isaac,21.1,ORL,Big,1994,36,15.1%,20,106.8,13,5.6%,16,0.37,75,10.9%
Wes Iwundu,23.9,ORL,Wing,1134,14,12.2%,45,107.0,31,7.9%,52,0.65,52,10.7%
Frank Jackson,20.5,NOP,Combo,1117,19,16.7%,37,102.5,0,7.9%,2,0.48,86,9.4%
Jaren Jackson,19.1,MEM,Big,1491,82,21.4%,64,118.9,31,7.4%,11,0.35,40,14.0%
Josh Jackson,21.7,PHX,Forward,1975,94,23.8%,15,97.4,85,14.2%,72,0.60,7,15.4%
Justin Jackson,23.6,SAC,Forward,1040,17,12.4%,35,107.9,51,8.0%,76,0.64,96,7.1%
Justin Jackson,23.6,DAL,Forward,510,44,15.0%,79,117.6,49,7.8%,54,0.52,100,4.0%
Reggie Jackson,28.5,DET,Point,2287,70,25.7%,72,112.1,33,24.1%,24,0.94,76,11.0%
LeBron James,33.8,LAL,Forward,1930,100,34.5%,80,118.5,100,37.4%,99,1.08,35,12.4%
John Jenkins,27.7,NYK,Wing,270,55,16.2%,35,103.2,55,10.8%,55,0.67,91,7.4%
Jonas Jerebko,31.7,GSW,Big,1072,27,14.0%,65,119.2,66,10.7%,82,0.76,71,11.2%
Amir Johnson,31.5,PHI,Big,427,61,18.1%,28,109.5,84,14.9%,85,0.82,0,23.8%
James Johnson,31.7,MIA,Big,1154,67,18.8%,14,105.4,88,16.7%,90,0.89,30,14.8%
Stanley Johnson,22.4,DET,Forward,934,70,18.7%,17,97.5,69,10.1%,58,0.54,25,13.6%
Stanley Johnson,22.4,NOP,Forward,224,76,20.4%,13,95.1,93,16.9%,90,0.83,0,21.8%
Tyler Johnson,26.5,MIA,Point,1099,19,19.1%,54,107.4,2,14.9%,7,0.78,46,13.1%
Tyler Johnson,26.5,PHX,Point,405,11,17.4%,26,100.0,13,18.9%,44,1.08,93,8.2%
Wesley Johnson,31.3,WAS,Wing,156,24,13.3%,2,76.7,11,5.6%,14,0.43,26,12.5%
Wesley Johnson,31.3,NOP,Wing,371,2,10.5%,29,102.2,9,5.4%,31,0.51,55,10.6%
Nikola Jokic,23.7,DEN,Big,2500,99,29.6%,61,118.2,100,36.2%,99,1.22,37,14.3%
Damian Jones,23.3,GSW,Big,398,3,10.3%,100,140.5,46,8.5%,86,0.83,12,17.3%
Jalen Jones,25.4,CLE,Forward,186,52,16.3%,34,107.7,3,3.2%,1,0.20,42,11.6%
Jemerrio Jones,23.6,LAL,Wing,133,6,11.1%,7,87.1,60,11.2%,96,1.01,49,10.8%
Tyus Jones,22.5,MIN,Point,1505,13,18.0%,22,99.1,67,27.9%,94,1.55,96,7.3%
Derrick Jones Jr.,21.7,MIA,Forward,1105,38,14.2%,61,112.1,11,4.8%,11,0.34,45,11.4%
DeAndre Jordan,30.3,DAL,Big,1554,24,13.8%,94,132.8,58,9.8%,75,0.71,1,22.3%
DeAndre Jordan,30.3,NYK,Big,493,57,17.4%,95,135.3,94,19.5%,96,1.12,4,20.4%
Cory Joseph,27.2,IND,Combo,2002,12,15.9%,12,95.2,53,20.6%,88,1.30,68,10.8%
Frank Kaminsky,25.6,CHA,Big,678,77,20.4%,63,118.8,76,12.1%,58,0.59,84,9.8%
Enes Kanter,26.5,POR,Big,511,84,21.9%,77,123.9,62,10.3%,32,0.47,32,14.7%
Enes Kanter,26.5,NYK,Big,1121,82,21.3%,58,117.3,79,12.8%,61,0.60,45,13.7%
Luke Kennard,22.4,DET,Wing,1396,62,17.6%,72,113.6,67,12.4%,62,0.70,67,9.8%
Michael Kidd-Gilchrist,25.1,CHA,Big,1149,35,15.0%,29,109.8,34,7.6%,38,0.51,77,10.6%
Maxi Kleber,26.8,DAL,Big,1462,12,12.6%,51,115.3,25,6.9%,49,0.55,63,11.8%
Brandon Knight,26.9,CLE,Wing,614,67,18.9%,35,103.6,79,14.8%,73,0.78,70,9.5%
Brandon Knight,26.9,HOU,Wing,106,80,21.3%,0,65.2,50,10.2%,24,0.48,96,6.1%
Kevin Knox,19.2,NYK,Forward,2089,82,20.9%,11,94.6,32,6.0%,6,0.29,61,10.3%
Furkan Korkmaz,21.3,PHI,Forward,588,51,15.9%,37,108.3,73,10.8%,80,0.68,66,10.0%
Luke Kornet,23.3,NYK,Big,722,58,17.4%,20,106.8,64,10.4%,59,0.60,95,7.7%
Kyle Korver,37.6,UTA,Wing,1069,57,16.3%,79,114.8,36,8.5%,33,0.52,63,10.2%
Kyle Korver,37.6,CLE,Forward,241,41,15.0%,100,138.5,75,11.0%,85,0.74,1,17.8%
Kosta Koufos,29.7,SAC,Big,467,30,14.6%,1,91.6,60,10.1%,73,0.70,16,16.4%
Rodions Kurucs,20.7,BKN,Forward,1267,54,16.4%,51,110.1,21,5.4%,10,0.33,11,14.9%
Kyle Kuzma,23.3,LAL,Big,2300,84,22.2%,30,110.0,69,11.2%,38,0.51,77,10.7%
Zach LaVine,23.6,CHI,Wing,2170,99,31.0%,81,116.1,95,22.5%,65,0.72,16,13.9%
Jeremy Lamb,26.4,CHA,Wing,2244,84,21.9%,62,111.0,65,11.8%,38,0.54,93,7.0%
Jake Layman,24.7,POR,Forward,1260,35,14.2%,83,119.8,20,5.4%,23,0.38,56,10.5%
Caris LeVert,24.2,BKN,Wing,1051,94,25.8%,34,102.8,96,22.8%,87,0.88,55,10.6%
TJ Leaf,21.5,IND,Big,425,29,14.5%,76,123.5,17,6.2%,23,0.43,98,6.9%
Courtney Lee,33.1,NYK,Wing,157,39,14.8%,50,108.3,84,15.5%,96,1.05,75,9.3%
Courtney Lee,33.1,DAL,Wing,244,48,15.6%,15,95.0,56,10.8%,59,0.69,77,9.2%
Damion Lee,26.0,GSW,Wing,302,35,14.3%,77,114.3,0,3.0%,0,0.21,94,6.9%
Walter Lemon Jr.,26.3,CHI,Point,156,83,28.1%,6,93.0,54,26.0%,22,0.92,89,8.7%
Alex Len,25.4,ATL,Big,1507,74,19.8%,39,112.8,46,8.5%,23,0.43,51,13.0%
Kawhi Leonard,27.3,TOR,Forward,2039,97,30.5%,87,122.2,90,15.9%,52,0.52,82,8.6%
Meyers Leonard,26.7,POR,Big,853,27,14.2%,97,136.2,75,12.1%,88,0.85,35,14.5%
Jon Leuer,29.5,DET,Big,334,21,13.6%,74,122.6,17,6.2%,27,0.45,5,20.1%
Damian Lillard,28.3,POR,Point,2833,91,31.2%,94,118.9,74,29.9%,28,0.96,81,10.0%
Jeremy Lin,30.2,TOR,Combo,402,53,20.0%,5,86.9,27,16.4%,25,0.82,49,11.8%
Jeremy Lin,30.2,ATL,Combo,935,76,24.9%,88,116.5,85,27.7%,66,1.11,7,16.6%
Shaun Livingston,33.1,GSW,Combo,938,0,13.2%,71,112.1,20,15.2%,75,1.15,41,12.7%
Kevon Looney,22.7,GSW,Big,1431,7,12.0%,86,127.2,65,10.6%,90,0.89,58,12.3%
Brook Lopez,30.6,MIL,Big,2308,35,15.1%,66,120.0,12,5.5%,14,0.36,83,9.9%
Robin Lopez,30.6,CHI,Big,1601,59,17.5%,64,118.9,46,8.4%,34,0.48,31,14.7%
Kevin Love,30.1,CLE,Big,597,94,25.4%,40,113.0,79,12.5%,36,0.49,64,11.7%
Kyle Lowry,32.6,TOR,Point,2208,52,23.2%,74,113.3,87,32.9%,83,1.42,26,15.2%
Timothe Luwawu-Cabarrot,23.5,CHI,Wing,498,40,14.9%,22,100.6,10,5.5%,6,0.37,74,9.3%
Timothe Luwawu-Cabarrot,23.5,OKC,Wing,102,44,15.1%,6,86.5,13,6.1%,11,0.40,56,10.5%
Trey Lyles,23.0,DEN,Big,1035,85,22.5%,7,101.0,64,10.6%,33,0.47,65,11.6%
Shelvin Mack,28.5,MEM,Combo,1180,54,20.2%,32,101.2,71,24.7%,85,1.22,54,11.6%
Ian Mahinmi,32.0,WAS,Big,480,14,12.9%,13,104.8,24,6.9%,44,0.53,33,14.6%
Thon Maker,21.7,MIL,Big,339,32,14.7%,50,114.7,24,6.8%,31,0.47,96,7.3%
Thon Maker,21.7,DET,Big,528,16,13.0%,10,103.5,15,6.0%,28,0.46,44,13.7%
Boban Marjanovic,30.2,LAC,Big,324,83,21.5%,97,136.4,72,11.5%,46,0.54,10,17.7%
Boban Marjanovic,30.2,PHI,Big,301,76,20.3%,92,131.3,87,15.8%,83,0.78,25,15.1%
Lauri Markkanen,21.4,CHI,Big,1679,88,22.9%,32,111.5,27,7.0%,7,0.31,84,9.8%
Jarell Martin,24.4,ORL,Big,220,31,14.6%,21,107.4,32,7.5%,39,0.51,54,12.4%
Frank Mason,24.6,SAC,Point,327,57,23.9%,24,99.3,65,27.8%,52,1.16,35,14.1%
Wesley Matthews,32.0,DAL,Combo,1311,29,18.1%,75,112.3,7,11.5%,10,0.64,73,10.4%
Wesley Matthews,32.0,IND,Wing,725,48,15.7%,52,108.7,57,10.8%,60,0.69,29,12.2%
Patrick McCaw,23.0,TOR,Wing,295,1,9.9%,78,114.5,40,9.0%,87,0.90,30,12.1%
CJ McCollum,27.1,POR,Combo,2373,73,24.6%,68,110.9,15,13.2%,3,0.54,98,7.6%
TJ McConnell,26.6,PHI,Point,1403,9,17.3%,78,113.5,43,24.4%,81,1.41,20,15.5%
Doug McDermott,26.8,IND,Wing,1235,28,13.8%,96,123.3,23,7.2%,33,0.52,62,10.2%
JaVale McGee,30.8,LAL,Big,1658,52,17.0%,85,126.8,5,4.7%,5,0.27,19,15.9%
Rodney McGruder,27.3,MIA,Wing,1521,40,14.9%,28,102.1,49,10.1%,57,0.68,40,11.5%
Alfonzo McKinnie,26.1,GSW,Wing,841,16,12.5%,83,116.5,1,3.8%,4,0.31,43,11.2%
