percentile,fp_fanduel_RMSE,fp_fanduel_MAE,fp_fanduel_Bias
top_20,6.310609817504883,4.614089488983154,-0.04807708412408829
top_10,6.7594685554504395,4.952805519104004,-0.07473846524953842
all_pop,5.067066192626953,3.5892014503479004,-0.007724436931312084
