percentile,fp_fanduel_RMSE,fp_fanduel_MAE,fp_fanduel_Bias
top_20,11.690974915804784,9.086920020786645,-2.655769334114954
top_10,12.413346475365646,9.570244368110066,-1.754274680672277
all_pop,9.535129377538393,7.415855276512116,-0.4941016658211117
