percentile,fp_fanduel_RMSE,fp_fanduel_MAE,fp_fanduel_Bias
top_20,7.1869224356136945,5.371500502732436,-1.6905726023704573
top_10,7.20905579046291,5.326563412998054,-0.662089899469873
all_pop,5.200631212850644,3.632552766191683,-0.6065731041218702
