player_name,game_date,y_true,y_pred
Aaron Gordon,2017-11-03,23.4,38.578003
Aaron Gordon,2017-11-05,40.399998,42.74843
Aaron Gordon,2017-11-08,30.3,45.28203
Aaron Gordon,2017-11-10,39.899998,40.852943
Aaron Gordon,2017-11-11,25.1,42.998665
Aaron Gordon,2017-11-20,31.9,45.672585
Aaron Gordon,2017-11-22,43.3,48.910168
Aaron Gordon,2017-11-29,78.0,60.20309
Aaron Gordon,2017-12-01,44.899998,56.95145
Aaron Gordon,2017-12-03,25.8,56.408188
Aaron Gordon,2017-12-04,29.699999,40.575603
Aaron Gordon,2017-12-06,46.0,54.50125
Aaron Gordon,2017-12-08,19.6,38.386948
Aaron Gordon,2017-12-15,23.2,41.98783
Al Horford,2017-12-04,43.8,40.409004
Al Horford,2017-12-06,53.6,46.140255
Al Horford,2017-12-11,27.3,39.122353
Al Horford,2017-12-15,44.7,42.53973
Al Horford,2017-12-16,32.4,43.650185
Andre Drummond,2017-10-29,48.1,51.45559
Andre Drummond,2017-10-31,34.899998,50.010323
Andre Drummond,2017-11-03,49.8,50.965847
Andre Drummond,2017-11-04,54.8,50.20751
Andre Drummond,2017-11-08,44.2,36.094124
Andre Drummond,2017-11-10,50.5,41.80632
Andre Drummond,2017-11-12,34.4,39.658936
Andre Drummond,2017-11-15,38.4,38.875774
Andre Drummond,2017-11-17,43.5,40.090363
Andre Drummond,2017-11-19,48.2,39.095585
Andre Drummond,2017-11-20,19.1,42.666794
Andre Drummond,2017-11-24,38.3,42.144276
Andre Drummond,2017-11-27,70.4,51.373844
Andre Drummond,2017-11-29,35.9,43.31383
Andre Drummond,2017-12-01,56.899998,50.94842
Andre Drummond,2017-12-02,53.2,52.938232
Andre Drummond,2017-12-04,42.0,39.503437
Andre Drummond,2017-12-06,59.0,40.544693
Andre Drummond,2017-12-08,37.4,44.367325
Andre Drummond,2017-12-10,24.5,44.06375
Andre Drummond,2017-12-12,21.5,38.08458
Andre Drummond,2017-12-14,52.8,49.33362
Andre Drummond,2017-12-15,51.100002,45.957397
Andre Drummond,2017-12-17,31.2,44.804413
Anthony Davis,2017-11-03,59.600002,50.097534
Anthony Davis,2017-11-04,53.2,50.27908
Anthony Davis,2017-11-07,66.8,47.69416
Anthony Davis,2017-11-09,41.4,49.265896
Anthony Davis,2017-11-11,55.5,50.74714
Anthony Davis,2017-11-13,48.5,49.29796
Anthony Davis,2017-11-15,36.5,48.371357
Anthony Davis,2017-11-17,29.0,46.47415
Anthony Davis,2017-11-20,57.5,47.821674
Anthony Davis,2017-11-22,50.2,50.5936
