id,site,league,slate,site_id,name,period,max_entries,max_entrants,cost,prizepool,places_paid,total_entrants,winning_score,mincash_score,startdate,winning_payout,mincash_payout,DateTime,Title,game_cnt,winner_cnt,winner,has_lineups
923756236,yahoo,NBA,14917,10377746,NBA Yahoo Cup Round 16,2022-01-28,1,1000000,0.0,50000.0,540,52165,367.7,0.0,1643416200,100.0,1.0,2022-01-28 19:30:00,NBA main 1/28/2022 430 start,10.0,0,,0
923727376,fanduel,NBA,70932,70932-254850075,$10K Fri NBA Piggy Bank Shot (150 Entries Max),2022-01-28,150,239520,0.05,10000.0,72000,234957,427.2,333.4,1643414400,400.0,0.1,2022-01-28 19:00:00,Main,11.0,0,inwsevens,0
923727375,fanduel,NBA,70932,70932-254850272,$400K Fri NBA Legendary Layup ($100K to 1st),2022-01-28,150,52910,9.0,400000.0,12647,49989,421.1,336.1,1643414400,100000.0,15.0,2022-01-28 19:00:00,Main,11.0,0,johnpatr23,0
923727371,fanduel,NBA,70932,70932-254850138,"$10K Fri NBA Fadeaway (Only $0.25 to Enter, 20 Entries Max)",2022-01-28,20,47904,0.25,10000.0,14375,47904,420.9,326.0,1643414400,500.0,0.5,2022-01-28 19:00:00,Main,11.0,0,a_merid,0
923740691,draftkings,NBA,62967,123268201,NBA $30K And-One [20 Entry Max],2022-01-28,20,35671,1.0,30000.0,9625,35671,377.25,291.25,1643414400,1500.0,1.5,2022-01-28 19:00:00,Late Swap,11.0,0,,1
923740673,draftkings,NBA,62967,123268205,NBA $400K Fadeaway [$100K to 1st],2022-01-28,150,31372,15.0,400000.0,6570,30794,376.25,297.75,1643414400,100000.0,25.0,2022-01-28 19:00:00,Late Swap,11.0,0,,1
923637329,draftkings,NBA,62967,123257896,NBA $6K Quarter Jukebox [Just $0.25!],2022-01-28,20,28537,0.25,6000.0,6840,28537,375.75,294.75,1643414400,300.0,0.5,2022-01-28 19:00:00,Late Swap,11.0,0,,1
923821518,fanduel_single,NBA,70947,70947-254850322,$1K Fri NBA Piggy Bank Shot (150 Entries Max),2022-01-28,150,23952,0.05,1000.0,7170,23952,310.58,254.84,1643425200,40.0,0.1,2022-01-28 22:00:00,NY @ MIL,1.0,0,"lukagirl,zip3636,smcc716,satorn",0
924141781,fanduel,NBA,70937,70937-254850151,$1K Fri NBA Piggy Bank Shot,2022-01-28,150,23952,0.05,1000.0,7170,23952,383.8,317.6,1643421600,40.0,0.1,2022-01-28 21:00:00,After Hours,2.0,0,halfoff,0
923637311,draftkings,NBA,62967,123257897,NBA $10K mini-MAX [150 Entry Max],2022-01-28,150,23781,0.5,10000.0,5467,23781,377.0,304.75,1643414400,1000.0,1.0,2022-01-28 19:00:00,Late Swap,11.0,1,earwig,1
923740677,draftkings,NBA,62967,123268202,NBA $80K Four Point Play [20 Entry Max],2022-01-28,20,23781,4.0,80000.0,6181,23781,374.0,294.5,1643414400,7500.0,6.0,2022-01-28 19:00:00,Late Swap,11.0,0,,1
924253922,draftkings,NBA,62967,123285142,NBA $10K mini-MAX [150 Entry Max],2022-01-28,150,23781,0.5,10000.0,5467,23781,374.5,301.75,1643414400,1000.0,1.0,2022-01-28 19:00:00,Late Swap,11.0,0,,1
923638648,draftkings,NBA,62975,123257983,NBA $12.5K And-One (Night),2022-01-28,20,14863,1.0,12500.0,3863,14863,350.5,277.5,1643421600,1000.0,1.5,2022-01-28 21:00:00,Late Swap(Night),2.0,0,,1
923639020,draftkings_showdown,NBA,62978,123258001,NBA Showdown $12.5K And-One (NYK vs MIL),2022-01-28,20,14863,1.0,12500.0,3863,14863,281.88,224.62,1643425200,1000.0,1.5,2022-01-28 22:00:00,(NYK vs MIL),1.0,0,,1
923727372,fanduel,NBA,70932,70932-254850237,$25K Fri NBA Pick 'n Roll ($2.5K to 1st),2022-01-28,25,13406,2.22,25000.0,3350,13406,418.6,339.2,1643414400,2500.0,4.0,2022-01-28 19:00:00,Main,11.0,0,nbot11,0
924141771,fanduel,NBA,70937,70937-254850204,$100K Fri NBA Shot ($20K to 1st),2022-01-28,150,13227,9.0,100000.0,3050,13227,381.6,322.3,1643421600,20000.0,15.0,2022-01-28 21:00:00,After Hours,2.0,0,jdunk37,0
923727384,fanduel,NBA,70932,70932-254850254,$40K Fri NBA Shot ($5K to 1st),2022-01-28,150,10725,4.44,40000.0,2527,10725,414.6,346.3,1643414400,5000.0,8.0,2022-01-28 19:00:00,Main,11.0,0,kshep_killakam,0
923821521,fanduel_single,NBA,70947,70947-254850327,$50K Fri NBA Shot ($10K to 1st),2022-01-28,150,10725,5.55,50000.0,2500,10725,310.58,260.15,1643425200,10000.0,9.0,2022-01-28 22:00:00,NY @ MIL,1.0,0,"ninjasnipr,tomasthewhale",0
923638657,draftkings,NBA,62975,123257979,NBA $2K Quarter Jukebox [Just $0.25!] (Night),2022-01-28,20,9512,0.25,2000.0,2266,9512,352.75,280.0,1643421600,100.0,0.5,2022-01-28 21:00:00,Late Swap(Night),2.0,1,bampy97,1
923639029,draftkings_showdown,NBA,62978,123257996,NBA Showdown $2K Quarter Jukebox [Just $0.25!] (NYK vs MIL),2022-01-28,20,9512,0.25,2000.0,2266,9512,281.88,225.38,1643425200,100.0,0.5,2022-01-28 22:00:00,(NYK vs MIL),1.0,1,Tatianna39,1
923727379,fanduel,NBA,70932,70932-254850153,$7K Fri NBA Dribbler (Single Entry),2022-01-28,1,8333,1.0,7000.0,2080,8333,416.1,322.3,1643414400,350.0,2.0,2022-01-28 19:00:00,Main,11.0,0,peptyson,0
923806662,draftkings,NBA,62975,123272273,NBA $100K Fadeaway [$25K to 1st] (Night),2022-01-28,150,7843,15.0,100000.0,1710,7843,351.0,283.25,1643421600,25000.0,23.0,2022-01-28 21:00:00,Late Swap(Night),2.0,0,,1
923807187,draftkings_showdown,NBA,62978,123272316,NBA Showdown $100K Fadeaway [$25K to 1st] (NYK vs MIL),2022-01-28,150,7843,15.0,100000.0,1710,7843,281.88,230.88,1643425200,25000.0,23.0,2022-01-28 22:00:00,(NYK vs MIL),1.0,0,,0
923637709,draftkings_pickem,NBA,62969,123257937,NBA Tiers $30K Zone [$5K to 1st],2022-01-28,150,7134,5.0,30000.0,1710,7134,362.25,316.25,1643414400,5000.0,8.0,2022-01-28 19:00:00,(NBA Tiers),11.0,3,"COtter22,crcounts,MAMBA2132",1
923637717,draftkings_pickem,NBA,62969,123257936,NBA Tiers $1.5K Quarter Jukebox [Just $0.25!],2022-01-28,20,7134,0.25,1500.0,1706,7134,361.0,314.0,1643414400,100.0,0.5,2022-01-28 19:00:00,(NBA Tiers),11.0,0,,0
923727387,fanduel,NBA,70932,70932-254850434,$12K Fri NBA BIG $2 Double Up (Top 3000 Win),2022-01-28,150,6896,2.0,12000.0,3000,6896,380.0,343.6,1643414400,4.0,4.0,2022-01-28 19:00:00,Main,11.0,0,bigstax47,0
923637309,draftkings,NBA,62967,123257911,NBA $10K mini-MAX [150 Entry Max],2022-01-28,150,5945,2.0,10000.0,1215,5945,369.0,301.25,1643414400,2000.0,4.0,2022-01-28 19:00:00,Late Swap,11.0,1,webthekid,1
923637710,draftkings_pickem,NBA,62969,123257933,NBA Tiers $5K And-One,2022-01-28,20,5945,1.0,5000.0,1543,5945,360.75,312.25,1643414400,500.0,1.5,2022-01-28 19:00:00,(NBA Tiers),11.0,1,Sajohnson98,1
923795472,draftkings,NBA,62967,123271763,NBA $25K Zone [$5K to 1st],2022-01-28,150,5945,5.0,25000.0,1255,5945,369.0,304.25,1643414400,5000.0,8.0,2022-01-28 19:00:00,Late Swap,11.0,0,,1
924446207,draftkings,NBA,62967,123297024,NBA $2.5K mini-MAX [150 Entry Max],2022-01-28,150,5945,0.5,2500.0,1190,5945,378.25,303.75,1643414400,500.0,1.0,2022-01-28 19:00:00,Late Swap,11.0,1,tbrown2204,1
923756185,yahoo,NBA,14917,10378402,NBA $5K Granny Shot [$500 to 1st],2022-01-28,150,5681,1.0,5000.0,1250,5681,361.4,0.0,1643416200,500.0,2.0,2022-01-28 19:30:00,NBA main 1/28/2022 430 start,10.0,0,,0
923756186,yahoo,NBA,14917,10378412,NBA $5K Friday Night 1's [Payouts over 33.3% of entries],2022-01-28,150,5681,1.0,5000.0,1892,5204,361.4,0.0,1643416200,400.0,1.25,2022-01-28 19:30:00,NBA main 1/28/2022 430 start,10.0,0,,0
923727374,fanduel,NBA,70932,70932-254850170,$4K Fri NBA Swat (3 Entries Max),2022-01-28,3,4761,1.0,4000.0,1150,4761,395.3,334.3,1643414400,200.0,2.0,2022-01-28 19:00:00,Main,11.0,0,turftoe233,0
923637331,draftkings,NBA,62967,123257919,NBA $4K Daily Dollar [Single Entry] ,2022-01-28,1,4756,1.0,4000.0,1103,4756,371.5,291.5,1643414400,400.0,1.5,2022-01-28 19:00:00,Late Swap,11.0,1,bridgecp,1
923637351,draftkings,NBA,62967,123259919,NBA $400 Dime Time [Just $0.10!],2022-01-28,20,4756,0.1,400.0,1115,4756,363.0,294.75,1643414400,40.0,0.2,2022-01-28 19:00:00,Late Swap,11.0,1,bacon6966,1
923637880,draftkings_showdown,NBA,62990,123258022,NBA Showdown $1K Quarter Jukebox [Just $0.25!]  (DET vs ORL),2022-01-28,20,4756,0.25,1000.0,1104,4756,207.5,174.88,1643414400,100.0,0.5,2022-01-28 19:00:00,(DET vs ORL),1.0,1,bombkeeper,1
923638035,draftkings_showdown,NBA,62970,123257940,NBA Showdown $1K Quarter Jukebox [Just $0.25!]  (LAL vs CHA),2022-01-28,20,4756,0.25,1000.0,1104,4756,269.25,236.75,1643416200,100.0,0.5,2022-01-28 19:30:00,(LAL vs CHA),1.0,1,millskc,1
