percentile,fp_fanduel_RMSE,fp_fanduel_MAE,fp_fanduel_Bias
top_20,7.2366112760747345,5.403849349116966,-1.7357848683120685
top_10,7.307379765647749,5.37918473526371,-0.7995430272973922
all_pop,5.218553282701741,3.6297144825584273,-0.6152742271451168
