percentile,fp_fanduel_RMSE,fp_fanduel_MAE,fp_fanduel_Bias
top_20,7.22870397567749,5.401088714599609,-0.0017619727877900004
top_10,7.975865364074707,6.009444713592529,-0.029330385848879814
all_pop,5.359774112701416,3.7928662300109863,-0.21189486980438232
