id,site,league,slate,site_id,name,period,max_entries,max_entrants,cost,prizepool,places_paid,total_entrants,winning_score,mincash_score,startdate,winning_payout,mincash_payout,DateTime,Title,game_cnt,winner_cnt,winner,has_lineups
1379654359,fanduel,NBA,96446,96446-267123694,$7K Wed NBA Piggy Bank Shot (150 Entries Max),2023-11-22,150,167664,0.05,7000.0,50000,167664,440.8,337.1,1700697600,350.0,0.1,2023-11-22 19:00:00,Main,14,0,tltgolf,1
1379654362,fanduel,NBA,96446,96446-267123703,$15K Wed NBA Fadeaway (Only $0.25 To Enter),2023-11-22,150,71856,0.25,15000.0,21580,71856,440.8,340.5,1700697600,750.0,0.5,2023-11-22 19:00:00,Main,14,0,tltgolf,0
1379662711,draftkings,NBA,96429,154731176,NBA $35K And-One [20 Entry Max],2023-11-22,20,41617,1.0,35000.0,11230,41617,389.75,298.75,1700697600,1500.0,1.5,2023-11-22 19:00:00,Late Swap,14,1,RobMelDK22,1
1379654357,fanduel,NBA,96446,96446-267123779,$222K Wed NBA Shot ($40K to 1st),2023-11-22,150,29365,9.0,222000.0,7225,29365,440.0,339.1,1700697600,40000.0,16.0,2023-11-22 19:00:00,Main,14,0,ragingphilip,1
1379468440,draftkings,NBA,96429,154710109,NBA $5K Quarter Jukebox [Just $0.25!],2023-11-22,20,23781,0.25,5000.0,5705,23781,396.25,303.75,1700697600,250.0,0.5,2023-11-22 19:00:00,Late Swap,14,1,khay86,1
1379662613,draftkings,NBA,96429,154731179,NBA $80K Four Point Play [20 Entry Max],2023-11-22,20,23781,4.0,80000.0,6181,23781,391.5,304.75,1700697600,7500.0,6.0,2023-11-22 19:00:00,Late Swap,14,1,AaronCosta,1
1379662611,draftkings,NBA,96429,154731181,NBA $300K Fadeaway [$100K to 1st],2023-11-22,150,23529,15.0,300000.0,4808,23529,393.75,314.25,1700697600,100000.0,25.0,2023-11-22 19:00:00,Late Swap,14,1,hishboo,1
1379654363,fanduel,NBA,96446,96446-267123748,$50K Wed NBA Layup ($10K to 1st),2023-11-22,150,19841,3.0,50000.0,4960,19841,435.7,343.2,1700697600,10000.0,6.0,2023-11-22 19:00:00,Main,14,0,giantsquid,0
1380362067,fanduel,NBA,96451,96451-267124348,$600 Wed NBA Piggy Bank Shot (150 Entries Max),2023-11-22,150,14371,0.05,600.0,4320,14371,332.3,274.7,1700708400,25.0,0.1,2023-11-22 22:00:00,After Hours,3,0,djdocrob,1
1379468441,draftkings,NBA,96429,154710110,NBA $5K mini-MAX [150 Entry Max],2023-11-22,150,11890,0.5,5000.0,2732,11890,386.5,313.5,1700697600,500.0,1.0,2023-11-22 19:00:00,Late Swap,14,1,HammerLight,1
