percentile,fp_fanduel_RMSE,fp_fanduel_MAE,fp_fanduel_Bias
top_20,7.255992685272468,5.412436323745847,-1.7423151081931314
top_10,7.311953946696322,5.381320742626464,-0.7406745662434393
all_pop,5.234803389389674,3.6354619674988937,-0.6256725882828553
