percentile,fp_fanduel_RMSE,fp_fanduel_MAE,fp_fanduel_Bias
top_20,8.183666103676721,6.193016200246802,-2.044173355606334
top_10,8.285607038043477,6.116866212522602,-0.9184204032758599
all_pop,5.9543054783806255,4.2520100527490765,-0.6500010904792279
