percentile,fp_fanduel_RMSE,fp_fanduel_MAE,fp_fanduel_Bias
top_20,10.287851333618164,8.198464393615723,-0.6547786593437195
top_10,10.932172775268555,8.685632705688477,-0.6880682706832886
all_pop,8.370963096618652,6.5807719230651855,-0.2386634796857834
