percentile,fp_fanduel_RMSE,fp_fanduel_MAE,fp_fanduel_Bias
top_20,11.70868521258765,9.108282209146575,-2.650566625366481
top_10,12.446536361223059,9.629758319543294,-1.721529310850269
all_pop,9.489520507473928,7.372722503318003,-0.5116470893517132
