GID,"Last, First",First  Last,Date,Team,Opp,H/A,GameID,GTime(ET),Team pts,Opp pts,Start,Minutes,GP,active,FDP,DKP,DDP,YHP,Stats,DoubleD,TripleD,FD Sal,FD Change,DK Sal,DK Change,DD Sal,DD Change,YH Sal,YH Change,FD pos,DK pos,DD pos,YH pos,ADI,VMI
5679,"Eubanks, Drew",Drew Eubanks,20200813,sas,uta,A,20200813-sas-uta,18.5,112,118,0,27.23333333,1,1,31.9,28.75,27,31.9,8pt 7rb 3as 4bl 1to 1-6fg 6-8ft,0,0,4200,0,3700,-100,,,11,0,5,45,,5,66.11,0.34
5679,"Eubanks, Drew",Drew Eubanks,20200811,sas,hou,H,20200811-hou-sas,14,123,105,0,14.85,1,1,13.4,13.75,13,13.4,4pt 7rb 1bl 2to 1-4fg 2-2ft,0,0,4200,400,3800,100,,,11,1,5,45,,5,66.39,0.06
5679,"Eubanks, Drew",Drew Eubanks,20200809,sas,nor,A,20200809-sas-nor,15,122,113,0,23.93333333,1,1,36.7,33.75,33.25,36.7,8pt 11rb 3as 2st 2bl 1to 4-6fg,0,0,3800,100,3700,-200,,,10,0,5,45,,5,66.8,-0.55
5679,"Eubanks, Drew",Drew Eubanks,20200807,sas,uta,H,20200807-uta-sas,13,119,111,0,13.4,1,1,15.5,15.75,15.5,15.5,8pt 5rb 1as 4-5fg,0,0,,,,,,,10,0,,,,5,66.57,-0.32
5679,"Eubanks, Drew",Drew Eubanks,20200805,sas,den,H,20200805-den-sas,16,126,132,0,17.91666667,1,1,21.5,21.25,20.75,21.5,12pt 5rb 1as 1st 1to 6-8fg,0,0,3700,200,3900,100,,,10,0,5,45,,5,66.2,-0.31
5679,"Eubanks, Drew",Drew Eubanks,20200803,sas,phi,A,20200803-sas-phi,20,130,132,0,19.31666667,1,1,24,24,23.5,24,6pt 10rb 2as 2bl 3to 3-5fg,0,0,3500,0,3800,400,,,10,0,5,45,,5,65.61,0.17
5679,"Eubanks, Drew",Drew Eubanks,20200802,sas,mem,A,20200802-sas-mem,16,108,106,0,23.15,1,1,17,16.75,16,17,8pt 5rb 2bl 3to 2-4fg 4-5ft,0,0,3500,0,3400,100,,,10,0,5,45,,5,65.29,0.92
5679,"Eubanks, Drew",Drew Eubanks,20200731,sas,sac,H,20200731-sac-sas,20,129,120,0,2.016666667,1,1,2,2,2,2,2pt 1-1fg,0,0,3500,0,3300,200,,,10,0,5,45,,5,66.07,0.14
5679,"Eubanks, Drew",Drew Eubanks,20200310,sas,dal,H,20200310-dal-sas,20,119,109,0,6.95,1,1,9.2,7.75,7.75,9.2,0pt 1rb 2as 1st 1bl 1to,0,0,3500,0,3100,100,,,10,0,5,45,,5,64.61,0.15
5679,"Eubanks, Drew",Drew Eubanks,20200308,sas,cle,A,20200308-sas-cle,19.5,129,132,1,21.98333333,1,1,21.7,20,19.5,21.7,6pt 6rb 1as 1st 2bl 2to 2-4fg 2-2ft,0,0,3500,0,3000,0,,,10,0,5,5,,5,65.11,-0.78
5679,"Eubanks, Drew",Drew Eubanks,20200306,sas,bkn,A,20200306-sas-bkn,19.5,120,139,0,15.38333333,1,1,10.8,11,11,10.8,6pt 4rb 3-3fg,0,0,3500,0,3000,-100,,,10,0,5,5,,5,65.84,-2.49
5679,"Eubanks, Drew",Drew Eubanks,20200303,sas,cha,A,20200303-sas-cha,19,104,103,1,11.2,1,1,8.4,7.5,7.25,8.4,3pt 2rb 1bl 1-1fg 1-2ft,0,0,3500,0,3100,100,,,10,0,5,45,,5,62.92,1.05
5679,"Eubanks, Drew",Drew Eubanks,20200302,sas,ind,H,20200302-ind-sas,20.5,111,116,1,16.55,1,1,8.4,7.5,7.25,8.4,3pt 2rb 1bl 1-1fg 1-2ft,0,0,3500,0,3000,0,,,10,0,5,45,,5,63.15,0.82
5679,"Eubanks, Drew",Drew Eubanks,20200229,sas,orl,H,20200229-orl-sas,20.5,114,113,0,16.5,1,1,11.6,13.25,13.5,11.6,10pt 3rb 2to 1trey 4-4fg 1-2ft,0,0,3500,0,3000,0,,,10,0,5,45,,5,64.33,0.19
5679,"Eubanks, Drew",Drew Eubanks,20200226,sas,dal,H,20200226-dal-sas,20.5,103,109,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,66.11,-3.55
5679,"Eubanks, Drew",Drew Eubanks,20200223,sas,okc,A,20200223-sas-okc,19,103,131,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,61.59,-5.65
5679,"Eubanks, Drew",Drew Eubanks,20200221,sas,uta,A,20200221-sas-uta,21,113,104,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,48.4,10.46
5679,"Eubanks, Drew",Drew Eubanks,20200211,sas,okc,A,20200211-sas-okc,20,114,106,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,63.83,-5.88
5679,"Eubanks, Drew",Drew Eubanks,20200210,sas,den,A,20200210-sas-den,21,120,127,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,46.34,19.78
5679,"Eubanks, Drew",Drew Eubanks,20200208,sas,sac,A,20200208-sas-sac,22,102,122,0,3.583333333,1,1,2.2,2.75,2.75,2.2,2pt 1rb 1to 1-1fg,0,0,3500,0,3000,0,,,10,0,5,45,,5,66.3,-0.12
5679,"Eubanks, Drew",Drew Eubanks,20200206,sas,por,A,20200206-sas-por,22,117,125,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,67.21,-1.62
5679,"Eubanks, Drew",Drew Eubanks,20200204,sas,lal,A,20200204-sas-lal,22,102,129,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,66.39,-1.34
5679,"Eubanks, Drew",Drew Eubanks,20200203,sas,lac,A,20200203-sas-lac,22.5,105,108,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,65.79,-1.22
5679,"Eubanks, Drew",Drew Eubanks,20200201,sas,cha,H,20200201-cha-sas,21,114,90,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,64.93,-0.36
5679,"Eubanks, Drew",Drew Eubanks,20200129,sas,uta,H,20200129-uta-sas,20.5,127,120,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,64.52,-0.18
5679,"Eubanks, Drew",Drew Eubanks,20200127,sas,chi,A,20200127-sas-chi,20,109,110,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,64.47,0.04
5679,"Eubanks, Drew",Drew Eubanks,20200126,sas,tor,H,20200126-tor-sas,16,106,110,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,63.92,0.59
5679,"Eubanks, Drew",Drew Eubanks,20200124,sas,pho,H,20200124-pho-sas,20.5,99,103,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,64.56,0.61
5679,"Eubanks, Drew",Drew Eubanks,20200122,sas,nor,A,20200122-sas-nor,21.5,121,117,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,67.76,-3.75
5679,"Eubanks, Drew",Drew Eubanks,20200120,sas,pho,A,20200120-sas-pho,21,120,118,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,62.19,3.19
5679,"Eubanks, Drew",Drew Eubanks,20200119,sas,mia,H,20200119-mia-sas,15,107,102,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,66.34,-0.96
5679,"Eubanks, Drew",Drew Eubanks,20200117,sas,atl,H,20200117-atl-sas,20.5,120,121,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,64.29,1.27
5679,"Eubanks, Drew",Drew Eubanks,20200115,sas,mia,A,20200115-sas-mia,19.5,100,106,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,67.57,-1.53
5679,"Eubanks, Drew",Drew Eubanks,20200112,sas,tor,A,20200112-sas-tor,18,105,104,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,67.71,-2.47
5679,"Eubanks, Drew",Drew Eubanks,20200110,sas,mem,A,20200110-sas-mem,20,121,134,0,1.766666667,1,1,2,2,2,2,2pt 2-2ft,0,0,3500,0,3000,0,,,10,0,5,45,,5,65.06,0.25
5679,"Eubanks, Drew",Drew Eubanks,20200108,sas,bos,A,20200108-sas-bos,19,129,114,0,2.266666667,1,1,2,2,2,2,2pt 1-1fg,0,0,3500,0,3000,0,,,10,0,5,45,,5,66.39,-1.99
5679,"Eubanks, Drew",Drew Eubanks,20200106,sas,mil,H,20200106-mil-sas,20.5,126,104,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,64.97,-0.57
5679,"Eubanks, Drew",Drew Eubanks,20200104,sas,mil,A,20200104-sas-mil,20.5,118,127,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,64.65,-1.19
5679,"Eubanks, Drew",Drew Eubanks,20200102,sas,okc,H,20200102-okc-sas,20.5,103,109,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,62.19,1.27
5679,"Eubanks, Drew",Drew Eubanks,20191231,sas,gsw,H,20191231-gsw-sas,19,117,113,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,64.97,-0.85
5679,"Eubanks, Drew",Drew Eubanks,20191228,sas,det,H,20191228-det-sas,20.5,136,109,0,3.116666667,1,1,9.6,9.75,9.75,9.6,6pt 3rb 3-3fg,0,0,3500,0,3000,0,,,10,0,5,45,,5,62.96,0.9
5679,"Eubanks, Drew",Drew Eubanks,20191226,sas,dal,A,20191226-sas-dal,20,98,102,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,64.42,0.85
5679,"Eubanks, Drew",Drew Eubanks,20191223,sas,mem,A,20191223-sas-mem,20,145,115,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,65.52,-0.18
5679,"Eubanks, Drew",Drew Eubanks,20191221,sas,lac,H,20191221-lac-sas,20.5,109,134,0,0,0,0,0,0,0,0,,0,0,3500,-100,3000,0,,,10,0,5,45,,5,65.7,-0.36
5679,"Eubanks, Drew",Drew Eubanks,20191219,sas,bkn,H,20191219-bkn-sas,20.5,118,105,0,0,0,0,0,0,0,0,,0,0,3600,0,3000,0,,,10,0,5,45,,5,65.52,-0.58
5679,"Eubanks, Drew",Drew Eubanks,20191216,sas,hou,A,20191216-sas-hou,20,107,109,0,0,0,0,0,0,0,0,,0,0,3600,0,3000,0,,,10,0,5,45,,5,66.02,-2.76
5679,"Eubanks, Drew",Drew Eubanks,20191214,sas,pho,A,20191214-sas-pho,17,121,119,0,0,0,0,0,0,0,0,,0,0,3600,0,,,,,10,0,5,,,5,61.23,3.5
5679,"Eubanks, Drew",Drew Eubanks,20191212,sas,cle,H,20191212-cle-sas,20.5,109,117,0,0,0,0,0,0,0,0,,0,0,3600,0,3000,0,,,10,0,5,45,,5,64.74,-0.01
5679,"Eubanks, Drew",Drew Eubanks,20191206,sas,sac,H,20191206-sac-sas,20.5,105,104,0,0,0,1,0,0,0,0,,0,0,3600,0,3000,-200,,,10,0,5,45,,5,65.43,-1.13
5679,"Eubanks, Drew",Drew Eubanks,20191203,sas,hou,H,20191203-hou-sas,20.5,135,133,0,6.266666667,1,1,4.9,5.5,5.5,4.9,2pt 2rb 1as 1to 1-1fg,0,0,3600,100,3200,200,,,10,0,5,45,,5,64.01,-0.87
5679,"Eubanks, Drew",Drew Eubanks,20191201,sas,det,A,20191201-sas-det,17,98,132,0,21.81666667,1,1,21.1,21.5,21,21.1,9pt 8rb 1as 1bl 2to 4-6fg 1-1ft,0,0,3500,0,3000,0,,,10,0,5,45,,5,61.27,2.79
5679,"Eubanks, Drew",Drew Eubanks,20191129,sas,lac,H,20191129-lac-sas,20.5,107,97,0,1.066666667,1,1,0,0,-0.25,0,0pt 0-1fg,0,0,3500,0,3000,0,,,10,0,5,45,,5,63.56,0.5
5679,"Eubanks, Drew",Drew Eubanks,20191127,sas,min,H,20191127-min-sas,20.5,101,113,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,65.29,-1.04
5679,"Eubanks, Drew",Drew Eubanks,20191125,sas,lal,H,20191125-lal-sas,20.5,104,114,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,-200,,,10,0,5,45,,5,62.46,1.77
5679,"Eubanks, Drew",Drew Eubanks,20191123,sas,nyk,A,20191123-sas-nyk,19.5,111,104,0,0,0,0,0,0,0,0,,0,0,3500,0,3200,200,,,10,0,5,45,,5,65.98,-0.04
5679,"Eubanks, Drew",Drew Eubanks,20191122,sas,phi,A,20191122-sas-phi,20,104,115,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,66.52,-1.25
5679,"Eubanks, Drew",Drew Eubanks,20191120,sas,was,A,20191120-sas-was,19,132,138,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,67.21,-2.9
5679,"Eubanks, Drew",Drew Eubanks,20191118,sas,dal,A,20191118-sas-dal,20.5,110,117,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,63.74,1.12
5679,"Eubanks, Drew",Drew Eubanks,20191116,sas,por,H,20191116-por-sas,20.5,116,121,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,64.65,0.2
5679,"Eubanks, Drew",Drew Eubanks,20191115,sas,orl,A,20191115-sas-orl,19,109,111,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,66.16,-1.76
5679,"Eubanks, Drew",Drew Eubanks,20191113,sas,min,A,20191113-sas-min,20,114,129,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,63.47,1.64
5679,"Eubanks, Drew",Drew Eubanks,20191111,sas,mem,H,20191111-mem-sas,19.5,109,113,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,65.79,-0.68
5679,"Eubanks, Drew",Drew Eubanks,20191109,sas,bos,H,20191109-bos-sas,17,115,135,0,0,0,0,0,0,0,0,,0,0,3500,0,,,,,10,0,5,,,5,64.7,0.09
5679,"Eubanks, Drew",Drew Eubanks,20191107,sas,okc,H,20191107-okc-sas,20.5,121,112,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,65.84,-1.21
5679,"Eubanks, Drew",Drew Eubanks,20191105,sas,atl,A,20191105-sas-atl,19.5,100,108,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,63.56,1.74
5679,"Eubanks, Drew",Drew Eubanks,20191103,sas,lal,H,20191103-lal-sas,19,96,103,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,64.29,1.01
5679,"Eubanks, Drew",Drew Eubanks,20191101,sas,gsw,A,20191101-sas-gsw,22.5,127,110,0,1.966666667,1,1,2.6,3.25,2.75,2.6,0pt 3rb 1to 0-2fg,0,0,3500,0,3000,0,,,10,0,5,45,,5,67.25,-2.57
5679,"Eubanks, Drew",Drew Eubanks,20191031,sas,lac,A,20191031-sas-lac,22.5,97,103,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,66.07,-2.39
5679,"Eubanks, Drew",Drew Eubanks,20191028,sas,por,H,20191028-por-sas,20.5,113,110,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,63.69,-0.01
5679,"Eubanks, Drew",Drew Eubanks,20191026,sas,was,H,20191026-was-sas,20.5,124,122,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,5,45,,5,63.42,0.14
5679,"Eubanks, Drew",Drew Eubanks,20191023,sas,nyk,H,20191023-nyk-sas,20.5,120,111,0,0,0,0,0,0,0,0,,0,0,3500,,3000,,,,10,,5,45,,5,63.83,-0.46
5684,"Chealey, Joe",Joe Chealey,20200311,cha,mia,A,20200311-cha-mia,19.5,109,98,0,2.183333333,1,1,0,0,0,0,0pt,0,0,3500,0,3000,0,,,10,0,1,12,,1,67.07,-2.4
5684,"Chealey, Joe",Joe Chealey,20200309,cha,atl,A,20200309-cha-atl,19.5,138,143,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,-200,,,10,0,1,12,,1,64.24,0.47
5684,"Chealey, Joe",Joe Chealey,20200307,cha,hou,H,20200307-hou-cha,17,108,99,0,0,0,1,0,0,0,0,,0,0,3500,0,,,,,10,0,1,,,1,65.79,-1.08
5684,"Chealey, Joe",Joe Chealey,20200305,cha,den,H,20200305-den-cha,19,112,114,0,0,0,1,0,0,0,0,,0,0,3500,0,3200,-200,,,10,0,1,12,,1,64.33,-0.38
5684,"Chealey, Joe",Joe Chealey,20200303,cha,sas,H,20200303-sas-cha,19,103,104,0,12.46666667,1,1,3,3,2,3,2pt 1st 2to 0-4fg 2-2ft,0,0,,,3400,400,,,10,0,,1,,1,62.92,1.15
5684,"Chealey, Joe",Joe Chealey,20200301,cha,mil,H,20200301-mil-cha,13,85,93,0,0,0,1,0,0,0,0,,0,0,3500,0,,,,,10,0,1,,,1,65.43,-0.72
5684,"Chealey, Joe",Joe Chealey,20200228,cha,tor,A,20200228-cha-tor,19.5,99,96,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,1,2,,1,64.7,-1.08
5684,"Chealey, Joe",Joe Chealey,20200226,cha,nyk,H,20200226-nyk-cha,19,107,101,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,1,2,,1,63.24,0.38
5684,"Chealey, Joe",Joe Chealey,20200225,cha,ind,A,20200225-cha-ind,19,80,119,0,15.65,1,1,10.5,7.5,7,10.5,0pt 1as 3st 0-2fg,0,0,3500,0,3000,,,,10,0,1,2,,1,63.15,2.64
5684,"Chealey, Joe",Joe Chealey,20200222,cha,bkn,H,20200222-bkn-cha,19,86,115,0,3.15,1,1,0,0,-0.25,0,0pt 0-1fg,0,0,3500,,,,,,10,,1,,,1,65.75,0.04
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20201011,lal,mia,A,20201011-lal-mia,19.5,106,93,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,65.7,0.55
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20201009,lal,mia,H,20201009-mia-lal,21,108,111,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,66.48,-0.23
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20201006,lal,mia,A,20201006-lal-mia,21,102,96,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,66.16,0
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20201004,lal,mia,A,20201004-lal-mia,19.5,104,115,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,66.11,0.09
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20201002,lal,mia,H,20201002-mia-lal,21,124,114,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,66.25,-0.05
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200930,lal,mia,H,20200930-mia-lal,21,116,98,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,66.39,-0.29
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200926,lal,den,H,20200926-den-lal,21,117,107,0,0,0,0,0,0,0,0,,0,0,,,3000,0,,,10,0,,4,,3,66.11,0.06
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200924,lal,den,A,20200924-lal-den,21,114,108,0,0,0,0,0,0,0,0,,0,0,,,3000,0,,,10,0,,4,,3,66.25,0
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200922,lal,den,A,20200922-lal-den,21,106,114,0,0,0,0,0,0,0,0,,0,0,,,3000,0,,,10,0,,4,,3,66.48,-0.48
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200920,lal,den,H,20200920-den-lal,19.5,105,103,0,0,0,0,0,0,0,0,,0,0,,,3000,0,,,10,0,,4,,3,66.3,-0.3
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200918,lal,den,H,20200918-den-lal,21,126,114,0,0,0,0,0,0,0,0,,0,0,,,3000,0,,,10,0,,4,,3,65.7,0.16
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200912,lal,hou,H,20200912-hou-lal,20,119,96,0,0,0,0,0,0,0,0,,0,0,,,,,,,10,0,,,,3,65.75,0.28
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200910,lal,hou,A,20200910-lal-hou,19,110,100,0,0,0,0,0,0,0,0,,0,0,,,,,,,10,0,,,,3,66.52,-0.55
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200908,lal,hou,A,20200908-lal-hou,21,112,102,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,4,4,,3,65.79,0.33
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200906,lal,hou,H,20200906-hou-lal,20.5,117,109,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,4,4,,3,66.07,0.06
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200904,lal,hou,H,20200904-hou-lal,21,97,112,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,4,4,,3,89.96,-14.37
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200829,lal,por,H,20200829-por-lal,21,131,122,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,4,4,,3,,
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200824,lal,por,A,20200824-lal-por,21,135,115,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,4,4,,3,66.25,-0.22
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200822,lal,por,A,20200822-lal-por,20.5,116,108,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,4,4,,3,66.2,-0.28
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200820,lal,por,H,20200820-por-lal,21,111,88,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,4,4,,3,65.93,-0.01
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200818,lal,por,H,20200818-por-lal,21,93,100,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,4,4,,3,65.7,0.35
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200813,lal,sac,H,20200813-sac-lal,13.5,122,136,0,11.4,1,1,9.9,10.5,10.25,9.9,7pt 2rb 1as 1to 3-3fg 1-2ft,0,0,3500,0,3000,0,,,10,0,4,4,,3,66.43,-0.09
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200810,lal,den,H,20200810-den-lal,21,124,121,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,4,4,,3,66.39,-0.04
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200808,lal,ind,A,20200808-lal-ind,18,111,116,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,4,4,,3,66.52,-0.37
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200806,lal,hou,A,20200806-lal-hou,21,97,113,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,4,4,,3,66.34,-0.38
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200805,lal,okc,H,20200805-okc-lal,18.5,86,105,0,3.6,1,1,0,0,0,0,0pt,0,0,3500,0,3000,0,,,10,0,4,4,,3,66.16,-0.2
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200803,lal,uta,A,20200803-lal-uta,21,116,108,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,4,4,,3,65.7,0.37
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200801,lal,tor,A,20200801-lal-tor,20.5,92,107,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,4,4,,3,65.84,0.46
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200730,lal,lac,H,20200730-lac-lal,21,103,101,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,4,4,,3,66.3,0
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200310,lal,bkn,H,20200310-bkn-lal,22.5,102,104,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,4,34,,3,65.79,0.16
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200308,lal,lac,A,20200308-lal-lac,15.5,112,103,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,4,4,,3,66.16,-0.17
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200306,lal,mil,H,20200306-mil-lal,22.5,113,103,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,4,34,,3,65.84,0.15
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200303,lal,phi,H,20200303-phi-lal,22,120,107,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,4,34,,3,65.75,0.55
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200301,lal,nor,A,20200301-lal-nor,20,122,114,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,4,4,,3,67.3,-0.69
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200229,lal,mem,A,20200229-lal-mem,20,88,105,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,4,4,,3,66.11,0.79
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200227,lal,gsw,A,20200227-lal-gsw,22.5,116,86,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,4,4,,3,67.62,-1.28
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200225,lal,nor,H,20200225-nor-lal,22,118,109,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,4,4,,3,66.84,-0.5
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200223,lal,bos,H,20200223-bos-lal,15.5,114,112,0,0,0,0,0,0,0,0,,0,0,3500,0,,,,,10,0,4,,,3,66.02,-1.99
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200221,lal,mem,H,20200221-mem-lal,22.5,117,105,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,4,4,,3,66.02,-6.04
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200212,lal,den,A,20200212-lal-den,22,120,116,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,4,4,,3,46.16,19.83
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200210,lal,pho,H,20200210-pho-lal,22.5,125,100,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,4,4,,3,65.2,0.79
5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20200208,lal,gsw,A,20200208-lal-gsw,20.5,125,120,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,4,4,,3,66.94,-0.61
