player_name,game_date,y_true,y_pred
Al Horford,2017-11-01,26.4,27.930035
Al Horford,2017-11-03,33.6,34.245995
Al Horford,2017-11-05,26.0,27.243748
Al Horford,2017-11-12,34.6,34.826263
Al-Farouq Aminu,2017-10-28,31.0,28.645569
Al-Farouq Aminu,2017-10-30,18.9,20.847832
Al-Farouq Aminu,2017-11-01,18.199999,19.244343
Alex Len,2017-11-10,41.1,40.03164
Alex Len,2017-11-11,17.1,15.490286
Alex Len,2017-11-13,15.699999,18.837727
Alex Len,2017-11-16,24.6,-2.3313813
Allen Crabbe,2017-10-31,11.2,12.578714
Allen Crabbe,2017-11-06,25.800001,24.202501
Allen Crabbe,2017-11-10,26.0,25.255676
Allen Crabbe,2017-11-11,11.999999,13.4314575
Allen Crabbe,2017-11-14,28.1,23.856256
Andrew Wiggins,2017-10-27,27.099998,27.4815
Andrew Wiggins,2017-10-30,34.899998,32.84858
Andrew Wiggins,2017-11-01,25.2,27.041162
Andrew Wiggins,2017-11-04,30.6,30.915142
Andrew Wiggins,2017-11-05,28.6,29.652752
Andrew Wiggins,2017-11-08,37.7,33.341454
Andrew Wiggins,2017-11-11,34.2,33.27647
Andrew Wiggins,2017-11-13,29.800001,29.178787
Andrew Wiggins,2017-11-15,17.9,24.75148
Austin Rivers,2017-11-05,32.9,30.423634
Austin Rivers,2017-11-07,33.899998,34.866653
Austin Rivers,2017-11-10,19.0,18.335352
Austin Rivers,2017-11-11,29.6,29.844301
Austin Rivers,2017-11-13,22.6,25.984514
Avery Bradley,2017-10-28,31.0,30.32537
Avery Bradley,2017-10-29,33.2,28.184893
Avery Bradley,2017-10-31,14.000001,16.436016
Avery Bradley,2017-11-03,37.399998,34.562412
Avery Bradley,2017-11-04,31.9,28.626822
Avery Bradley,2017-11-08,19.6,19.292208
Avery Bradley,2017-11-10,25.8,28.8942
Avery Bradley,2017-11-12,35.699997,34.063587
Avery Bradley,2017-11-15,35.9,35.10337
Bojan Bogdanovic,2017-11-12,13.9,15.633496
Bojan Bogdanovic,2017-11-15,20.1,20.167355
Brandon Ingram,2017-10-28,31.2,33.247272
Brandon Ingram,2017-10-31,38.0,32.59498
Brandon Ingram,2017-11-02,27.1,31.116583
Brandon Ingram,2017-11-03,40.0,35.9939
Brandon Ingram,2017-11-05,28.9,29.362394
Brandon Ingram,2017-11-08,32.9,31.044891
Brandon Ingram,2017-11-09,15.3,16.328445
Brandon Ingram,2017-11-11,18.2,20.406967
Brandon Ingram,2017-11-13,14.6,21.16796
Brandon Ingram,2017-11-15,47.699997,44.158653
Brook Lopez,2017-10-31,20.2,26.718357
Brook Lopez,2017-11-02,33.1,38.311554
Brook Lopez,2017-11-03,55.0,49.573795
Brook Lopez,2017-11-05,35.7,31.961754
Brook Lopez,2017-11-08,19.300001,20.511866
Brook Lopez,2017-11-09,27.8,32.636215
Brook Lopez,2017-11-11,21.9,24.248884
Brook Lopez,2017-11-13,29.499998,28.08581
Brook Lopez,2017-11-15,13.400001,14.517394
Buddy Hield,2017-10-29,11.099999,13.564127
Buddy Hield,2017-11-09,21.8,20.836866
Buddy Hield,2017-11-11,30.400002,31.0593
Buddy Hield,2017-11-13,27.1,26.544762
Buddy Hield,2017-11-15,19.4,19.408909
CJ McCollum,2017-11-15,39.3,39.64486
Caris LeVert,2017-10-29,22.7,22.805275
Caris LeVert,2017-10-31,19.9,20.427185
Caris LeVert,2017-11-03,19.800001,17.969454
Caris LeVert,2017-11-06,20.800001,20.152586
Caris LeVert,2017-11-07,23.6,22.856417
Caris LeVert,2017-11-10,14.700001,16.491875
