percentile,fp_fanduel_RMSE,fp_fanduel_MAE,fp_fanduel_Bias
top_20,8.287076038699684,6.284918303396881,-2.0665153087566472
top_10,8.419755370609984,6.241612025308827,-0.9501729992208959
all_pop,5.99719686163296,4.285860699370447,-0.6630391623506833
