player_name,minutes_played,game_id,game_date,y,y_pred,fanduel_salary,draftkings_salary,yahoo_salary,fanduel_position,draftkings_position,yahoo_position
Chris Paul,20.75,21700216,2017-11-16,35.8,29.470142364501953,8900.0,7100.0,41.0,PG,PG/SG,PG
James Harden,34.61666666666667,21700216,2017-11-16,64.9,52.74698257446289,12500.0,12700.0,57.0,SG,PG/SG,SG
Kyrie Irving,33.78,21700215,2017-11-16,36.0,39.79865264892578,8300.0,8100.0,43.0,PG,PG,PG
Stephen Curry,31.065,21700215,2017-11-16,31.700000000000003,34.272674560546875,9700.0,8700.0,50.0,PG,PG/SG,PG
Devin Booker,30.3,21700216,2017-11-16,30.4,35.37859344482422,7600.0,7500.0,34.0,SG,SG/SF,SG
Al Horford,35.135,21700215,2017-11-16,29.200000000000003,33.6104621887207,7500.0,7600.0,29.0,C,PF/C,C
Kevin Durant,34.971666666666664,21700215,2017-11-16,38.1,40.93217468261719,10500.0,9700.0,50.0,SF,SF/PF,SF
Draymond Green,38.28333333333333,21700215,2017-11-16,36.1,35.75408172607422,8200.0,7300.0,36.0,PF,PF/C,PF
Lou Williams,37.13333333333333,21700220,2017-11-17,24.9,31.129121780395508,7700.0,6600.0,21.0,SG,PG/SG,SG
Paul George,42.13333333333333,21700223,2017-11-17,41.4,28.138208389282227,8500.0,8300.0,38.0,SF,SF,SF
Russell Westbrook,37.833333333333336,21700223,2017-11-17,37.3,36.95774841308594,10000.0,10300.0,58.0,PG,PG,PG
Jimmy Butler,37.333333333333336,21700224,2017-11-17,41.6,27.96450424194336,8000.0,7300.0,31.0,SF,SG,SG
Karl-Anthony Towns,37.473333333333336,21700224,2017-11-17,32.2,33.2255744934082,9900.0,9400.0,47.0,C,C,C
LeBron James,46.13,21700220,2017-11-17,58.8,44.16460418701172,11400.0,11200.0,56.0,SF,SF/PF,SF
Andre Drummond,35.416666666666664,21700217,2017-11-17,43.5,24.954240798950195,9100.0,8900.0,41.0,C,C,C
Kemba Walker,38.083333333333336,21700222,2017-11-17,60.7,50.1262321472168,8000.0,7900.0,39.0,PG,PG,PG
Nikola Jokic,26.516666666666666,21700226,2017-11-17,36.2,39.05234146118164,9300.0,8100.0,45.0,C,C,C
LaMarcus Aldridge,35.65,21700223,2017-11-17,37.3,47.2454833984375,8300.0,8000.0,41.0,PF,PF/C,PF
Blake Griffin,42.03333333333333,21700220,2017-11-17,52.9,48.32426452636719,8600.0,8800.0,42.0,PF,PF/C,PF
John Wall,35.25,21700218,2017-11-17,20.6,32.36616134643555,9700.0,9200.0,47.0,PG,PG,PG
DeMar DeRozan,34.2,21700221,2017-11-17,41.7,42.554168701171875,8000.0,7900.0,35.0,SG,SG/SF,SG
Kyle Lowry,31.966666666666665,21700221,2017-11-17,44.6,31.174367904663086,8000.0,7700.0,32.0,PG,PG,PG
Jusuf Nurkic,27.433333333333337,21700225,2017-11-17,15.899999999999999,25.685970306396484,7700.0,7000.0,31.0,C,C,C
Damian Lillard,36.85,21700225,2017-11-17,41.2,37.80437088012695,9500.0,8900.0,46.0,PG,PG,PG
Devin Booker,33.17333333333333,21700227,2017-11-17,38.6,36.08345031738281,7600.0,7800.0,34.0,SG,SG/SF,SG
DeMarcus Cousins,24.816666666666663,21700226,2017-11-17,24.2,30.19482421875,11600.0,10900.0,58.0,C,PF/C,C
Anthony Davis,21.23333333333333,21700226,2017-11-17,29.0,32.70049285888672,11000.0,10200.0,58.0,PF,PF/C,PF
Kristaps Porzingis,34.81666666666667,21700221,2017-11-17,26.8,26.56666374206543,9000.0,9000.0,49.0,PF,PF/C,PF
Victor Oladipo,39.13333333333333,21700217,2017-11-17,47.0,37.83501434326172,7700.0,7600.0,33.0,SG,PG/SG,SG
Myles Turner,23.666666666666668,21700217,2017-11-17,23.5,28.469663619995117,7800.0,7200.0,31.0,C,C,C
Hassan Whiteside,31.141666666666666,21700218,2017-11-17,46.7,35.05480194091797,8800.0,8400.0,39.0,C,C,C
Bradley Beal,39.53333333333333,21700218,2017-11-17,46.0,37.927589416503906,7700.0,7500.0,37.0,SG,SG,SG
Kyrie Irving,31.425,21700230,2017-11-18,41.3,40.16925048828125,8200.0,8500.0,43.0,PG,PG,PG
Blake Griffin,35.39333333333333,21700228,2017-11-18,34.6,30.749792098999023,8600.0,8900.0,42.0,PF,PF/C,PF
Chris Paul,24.2,21700232,2017-11-18,34.4,43.511863708496094,7600.0,7500.0,41.0,PG,PG/SG,PG
James Harden,35.78333333333333,21700232,2017-11-18,51.5,29.730323791503906,11800.0,11100.0,57.0,SG,PG/SG,SG
Giannis Antetokounmpo,39.71666666666667,21700233,2017-11-18,53.4,38.679779052734375,12100.0,11400.0,60.0,SF,SF/PF,PF
Kemba Walker,35.85,21700228,2017-11-18,37.4,42.75421905517578,7900.0,7700.0,39.0,PG,PG,PG
Dwight Howard,29.683333333333337,21700228,2017-11-18,42.7,51.11319351196289,7500.0,6800.0,29.0,C,C,C
Marc Gasol,32.083333333333336,21700232,2017-11-18,35.8,47.49334716796875,8300.0,8200.0,34.0,C,C,C
Nikola Vucevic,23.85,21700229,2017-11-18,25.9,32.867431640625,7800.0,6800.0,31.0,C,C,C
Stephen Curry,34.65,21700231,2017-11-18,49.5,35.89303970336914,9000.0,9100.0,50.0,PG,PG/SG,PG
Kevin Durant,32.975,21700231,2017-11-18,44.3,30.590856552124023,10300.0,9600.0,50.0,SF,SF/PF,SF
Draymond Green,35.833333333333336,21700231,2017-11-18,37.4,45.010433197021484,7900.0,7600.0,36.0,PF,PF/C,PF
Damian Lillard,33.94166666666667,21700234,2017-11-18,37.4,42.91564178466797,9500.0,8800.0,46.0,PG,PG,PG
Joel Embiid,33.38333333333333,21700231,2017-11-18,33.1,30.458749771118164,11000.0,10000.0,44.0,C,C,C
Ben Simmons,37.73333333333333,21700231,2017-11-18,52.6,39.709537506103516,10200.0,9300.0,48.0,PF,PG/SF,PG
Jusuf Nurkic,24.85,21700234,2017-11-18,33.4,34.64832305908203,7700.0,6900.0,31.0,C,C,C
Lonzo Ball,39.9,21700240,2017-11-19,50.7,44.84697341918945,7600.0,7000.0,29.0,PG,PG,PG
