player_name,game_id,game_date,blk,blk_pred,fanduel_salary,draftkings_salary,yahoo_salary,fanduel_position,draftkings_position,yahoo_position
Aaron Gordon,22200768,2023-01-31,0,0.014516123,6900.0,6900.0,26.0,PF,PF,PF
Victor Oladipo,22200764,2023-01-31,0,0.014516123,5000.0,5000.0,17.0,PG/SG,PG/SG,SG
Alex Caruso,22200766,2023-01-31,2,2.0317953,4000.0,4000.0,13.0,PG/SG,PG/SG,PG
Jalen McDaniels,22200767,2023-01-31,0,0.014516123,4900.0,4900.0,14.0,SF/PF,SF/PF,SF
DeMar DeRozan,22200766,2023-01-31,1,0.98322356,9000.0,9000.0,38.0,SF/PF,SF/PF,SF
Ayo Dosunmu,22200766,2023-01-31,0,0.014516123,3700.0,3700.0,10.0,PG,PG,PG
Luke Kennard,22200766,2023-01-31,0,0.014516123,3300.0,3300.0,10.0,SG,SG,SG
Khris Middleton,22200767,2023-01-31,0,0.014516123,5400.0,5400.0,21.0,SF,SF,SF
Norman Powell,22200766,2023-01-31,0,0.014516123,6300.0,6300.0,18.0,SG/SF,SG/SF,SF
RJ Barrett,22200765,2023-01-31,0,0.014516123,7000.0,7000.0,26.0,SF,SF,SF
Herbert Jones,22200768,2023-01-31,0,0.014516123,4200.0,4200.0,16.0,SF/PF,SF/PF,SF
Brook Lopez,22200767,2023-01-31,5,3.92205,6000.0,6000.0,22.0,C,C,C
Willy Hernangomez,22200768,2023-01-31,0,0.014516123,3000.0,3000.0,10.0,C,C,C
Trey Murphy III,22200768,2023-01-31,0,0.1652892,4700.0,4700.0,14.0,SG/SF,SG/SF,SF
Troy Brown Jr.,22200765,2023-01-31,0,0.014516123,3400.0,3400.0,10.0,SF,SF,SF
Julius Randle,22200765,2023-01-31,0,0.014516123,10100.0,10100.0,45.0,PF/C,PF/C,PF
Kentavious Caldwell-Pope,22200768,2023-01-31,2,1.9199176,4600.0,4600.0,12.0,SG,SG,SG
Rui Hachimura,22200765,2023-01-31,1,0.98621106,5000.0,5000.0,13.0,PF/C,PF/C,PF
Clint Capela,22200777,2023-02-01,0,0.22095996,6200.0,6200.0,22.0,C,C,C
Tyus Jones,22200771,2023-02-01,0,0.014516123,4500.0,4500.0,17.0,PG,PG,PG
Trendon Watford,22200771,2023-02-01,1,0.98621106,3000.0,3000.0,10.0,PF/C,PF/C,PF
Christian Koloko,22200776,2023-02-01,0,0.014516123,3000.0,3000.0,10.0,C,C,C
Jusuf Nurkic,22200771,2023-02-01,0,0.014516123,6600.0,6600.0,22.0,C,C,C
Moritz Wagner,22200770,2023-02-01,0,0.014516123,3900.0,3900.0,13.0,C,C,C
Jaylin Williams,22200773,2023-02-01,1,0.98621106,3300.0,3300.0,10.0,C,C,C
Klay Thompson,22200774,2023-02-01,0,0.014516123,6900.0,6900.0,27.0,SG/SF,SG/SF,SF
Bismack Biyombo,22200777,2023-02-01,0,0.31808096,3300.0,3300.0,10.0,C,C,C
Patty Mills,22200772,2023-02-01,0,0.014516123,3400.0,3400.0,11.0,PG/SG,PG/SG,PG
Luka Garza,22200774,2023-02-01,0,0.014516123,3000.0,3000.0,10.0,C,C,C
Robert Williams III,22200772,2023-02-01,1,1.095979,5500.0,5500.0,19.0,C,C,C
Markieff Morris,22200772,2023-02-01,0,0.014516123,3000.0,3000.0,10.0,PF/C,PF/C,C
Jalen Suggs,22200770,2023-02-01,0,0.014516123,3100.0,3100.0,10.0,PG,PG,PG
Taurean Prince,22200774,2023-02-01,1,0.98621106,3400.0,3400.0,10.0,SF/PF,SF/PF,SF
De'Anthony Melton,22200770,2023-02-01,0,0.014516123,5000.0,5000.0,18.0,SG/SF,SG/SF,SG
Ousmane Dieng,22200773,2023-02-01,2,1.9278724,3000.0,3000.0,10.0,PF,PF,SG
Keegan Murray,22200775,2023-02-01,0,0.014516123,5100.0,5100.0,15.0,PF,PF,PF
Kevin Huerter,22200775,2023-02-01,0,0.014516123,5300.0,5300.0,20.0,SG/SF,SG/SF,SG
Jaylen Nowell,22200774,2023-02-01,0,0.014516123,3300.0,3300.0,10.0,PG/SG,PG/SG,SG
Seth Curry,22200772,2023-02-01,0,0.014516123,5000.0,5000.0,11.0,PG/SG,PG/SG,PG
Justin Jackson,22200772,2023-02-01,0,0.014516123,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
Ochai Agbaji,22200776,2023-02-01,0,0.014516123,3000.0,3000.0,10.0,SF,SF,SF
Grant Williams,22200772,2023-02-01,1,0.98621106,4000.0,4000.0,10.0,SF/PF,SF/PF,PF
Yuta Watanabe,22200772,2023-02-01,0,0.014516123,3700.0,3700.0,10.0,SF/PF,SF/PF,SF
Matisse Thybulle,22200770,2023-02-01,0,0.014516123,3200.0,3200.0,10.0,SG/SF,SG/SF,SF
Darius Bazley,22200773,2023-02-01,0,0.014516123,3200.0,3200.0,10.0,C,C,C
Anthony Lamb,22200774,2023-02-01,0,0.014516123,3600.0,3600.0,10.0,PF,PF,PF
Josh Okogie,22200777,2023-02-01,1,0.98621106,3000.0,3000.0,10.0,SG/SF,SG/SF,PF
Bogdan Bogdanovic,22200777,2023-02-01,0,0.014516123,5800.0,5800.0,19.0,SG/SF,SG/SF,SG
Chimezie Metu,22200775,2023-02-01,0,0.014516123,3100.0,3100.0,10.0,C,C,C
Andrew Wiggins,22200774,2023-02-01,0,0.08638721,5900.0,5900.0,23.0,SF/PF,SF/PF,PF
Franz Wagner,22200770,2023-02-01,0,0.014516123,6200.0,6200.0,23.0,SG/SF,SG/SF,SF
Wendell Carter Jr.,22200770,2023-02-01,0,0.014516123,5900.0,5900.0,20.0,C,C,C
Montrezl Harrell,22200770,2023-02-01,1,0.9849991,3900.0,3900.0,10.0,C,C,C
Jae'Sean Tate,22200773,2023-02-01,0,0.014516123,4200.0,4200.0,10.0,PG/SF,PG/SF,PG
Tre Jones,22200775,2023-02-01,0,0.014516123,5600.0,5600.0,22.0,PG,PG,PG
Frank Kaminsky,22200777,2023-02-01,0,0.014516123,3000.0,3000.0,10.0,PF/C,PF/C,C
Ish Wainright,22200777,2023-02-01,0,0.014516123,3000.0,3000.0,10.0,PF,PF,PF
Jabari Walker,22200771,2023-02-01,0,0.014516123,3000.0,3000.0,10.0,PF/C,PF/C,PF
Jeremy Sochan,22200775,2023-02-01,0,0.014516123,5200.0,5200.0,17.0,PF,PF,PF
Thaddeus Young,22200776,2023-02-01,0,0.014516123,3000.0,3000.0,10.0,PF/C,PF/C,C
Aaron Wiggins,22200773,2023-02-01,0,0.014516123,4100.0,4100.0,10.0,SF,SF,SF
Jalen Williams,22200773,2023-02-01,2,1.9523339,5300.0,5300.0,21.0,SF/PF,SF/PF,PF
Rudy Gay,22200776,2023-02-01,0,0.014516123,3100.0,3100.0,10.0,PF,PF,PF
Luke Kornet,22200772,2023-02-01,1,0.88409066,3000.0,3000.0,10.0,C,C,C
P.J. Tucker,22200770,2023-02-01,0,0.014516123,3100.0,3100.0,10.0,PF/C,PF/C,PF
Doug McDermott,22200775,2023-02-01,0,0.014516123,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
Kevon Looney,22200774,2023-02-01,2,1.9535872,4600.0,4600.0,19.0,C,C,C
Cameron Johnson,22200777,2023-02-01,0,0.014516123,5400.0,5400.0,16.0,SF/PF,SF/PF,PF
Bol Bol,22200770,2023-02-01,2,2.6971028,3500.0,3500.0,10.0,PF/C,PF/C,PF
De'Andre Hunter,22200777,2023-02-01,0,0.014516123,4900.0,4900.0,15.0,SF/PF,SF/PF,SF
Aaron Holiday,22200777,2023-02-01,0,0.014516123,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Ziaire Williams,22200771,2023-02-01,0,0.014516123,3600.0,3600.0,10.0,SF,SF,SF
Tyrese Maxey,22200770,2023-02-01,0,0.014516123,6100.0,6100.0,24.0,PG/SG,PG/SG,SG
AJ Griffin,22200777,2023-02-01,0,0.014516123,3200.0,3200.0,10.0,SF,SF,SF
Terence Davis,22200775,2023-02-01,0,0.014516123,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
Mike Muscala,22200773,2023-02-01,0,0.014516123,3400.0,3400.0,10.0,C,C,C
Josh Hart,22200771,2023-02-01,0,0.014516123,5100.0,5100.0,19.0,SF,SF,SF
Keita Bates-Diop,22200775,2023-02-01,0,0.014516123,4600.0,4600.0,12.0,PF,PF,PF
Blake Griffin,22200772,2023-02-01,0,0.014516123,3000.0,3000.0,10.0,C,C,C
Gary Payton II,22200771,2023-02-01,1,0.98621106,3000.0,3000.0,10.0,PG/SG,PG/SG,SG
Garrison Mathews,22200773,2023-02-01,0,0.014516123,3200.0,3200.0,10.0,SG/SF,SG/SF,SG
Nic Claxton,22200772,2023-02-01,0,0.85006195,8000.0,8000.0,32.0,C,C,C
Chris Paul,22200777,2023-02-01,1,0.9490471,8300.0,8300.0,34.0,PG,PG,PG
Malachi Flynn,22200776,2023-02-01,0,0.014516123,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Damion Lee,22200777,2023-02-01,0,0.014516123,3500.0,3500.0,10.0,PG/SG,PG/SG,SF
Danny Green,22200771,2023-02-01,0,0.014516123,3900.0,3900.0,10.0,SG,SG,SF
Collin Sexton,22200776,2023-02-01,0,0.014516123,4400.0,4400.0,16.0,PG/SG,PG/SG,PG
Santi Aldama,22200771,2023-02-01,0,0.014516123,3200.0,3200.0,10.0,PF,PF,PF
Nassir Little,22200771,2023-02-01,0,0.014516123,3200.0,3200.0,10.0,SF/PF,SF/PF,PF
Jarred Vanderbilt,22200776,2023-02-01,0,0.014516123,4300.0,4300.0,17.0,PF/C,PF/C,PF
Stanley Johnson,22200775,2023-02-01,0,0.014516123,3100.0,3100.0,10.0,SF/PF,SF/PF,PF
Trey Lyles,22200775,2023-02-01,0,0.014516123,3800.0,3800.0,11.0,PF/C,PF/C,PF
Isaiah Joe,22200773,2023-02-01,0,0.014516123,3700.0,3700.0,10.0,SG,SG,SG
Davion Mitchell,22200775,2023-02-01,0,0.014516123,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Edmond Sumner,22200772,2023-02-01,0,0.014516123,3300.0,3300.0,10.0,PG,PG,PG
Joe Harris,22200772,2023-02-01,0,0.014516123,4000.0,4000.0,10.0,SG/SF,SG/SF,SG
Dillon Brooks,22200771,2023-02-01,0,0.014516123,5600.0,5600.0,15.0,SG/SF,SG/SF,SF
Trent Forrest,22200777,2023-02-01,0,0.014516123,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Isaiah Roby,22200775,2023-02-01,0,0.014516123,3000.0,3000.0,10.0,PF/C,PF/C,PF
Sam Hauser,22200772,2023-02-01,0,0.014516123,3000.0,3000.0,10.0,SF/PF,SF/PF,SF
Kyle Anderson,22200774,2023-02-01,1,1.0709082,5600.0,5600.0,25.0,SF/PF,SF/PF,PF
Bruno Fernando,22200773,2023-02-01,4,3.5770028,3400.0,3400.0,10.0,C,C,C
Payton Pritchard,22200772,2023-02-01,0,0.014516123,3700.0,3700.0,10.0,PG,PG,PG
Blake Wesley,22200775,2023-02-01,0,0.014516123,3000.0,3000.0,10.0,PG,PG,PG
De'Aaron Fox,22200775,2023-02-01,1,0.97906506,8200.0,8200.0,35.0,PG,PG,PG
Damian Lillard,22200771,2023-02-01,1,0.98621106,10600.0,10600.0,46.0,PG,PG,PG
James Harden,22200770,2023-02-01,0,0.014516123,9600.0,9600.0,39.0,PG,PG,PG
Tari Eason,22200773,2023-02-01,2,1.9309038,5400.0,5400.0,17.0,PF,PF,PF
Jayson Tatum,22200772,2023-02-01,1,0.98236305,11100.0,11100.0,48.0,SF/PF,SF/PF,SF
John Collins,22200777,2023-02-01,3,2.8301146,5900.0,5900.0,21.0,PF/C,PF/C,PF
Gary Harris,22200770,2023-02-01,0,0.014516123,3200.0,3200.0,10.0,SG,SG,SG
Mike Conley,22200776,2023-02-01,2,1.9524341,5600.0,5600.0,19.0,PG,PG,PG
Drew Eubanks,22200771,2023-02-01,1,0.95072186,3500.0,3500.0,11.0,C,C,C
Tre Mann,22200773,2023-02-01,0,0.014516123,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Day'Ron Sharpe,22200772,2023-02-01,0,0.023107454,3800.0,3800.0,12.0,C,C,C
Anfernee Simons,22200771,2023-02-01,0,0.014516123,6400.0,6400.0,20.0,PG/SG,PG/SG,SG
Markelle Fultz,22200770,2023-02-01,0,0.014516123,5800.0,5800.0,21.0,PG,PG,PG
Deandre Ayton,22200777,2023-02-01,0,0.014516123,7800.0,7800.0,28.0,C,C,C
Georges Niang,22200770,2023-02-01,0,0.014516123,3400.0,3400.0,10.0,PF,PF,PF
Paolo Banchero,22200770,2023-02-01,1,0.98236305,6700.0,6700.0,28.0,SF/PF,SF/PF,PF
Shaedon Sharpe,22200771,2023-02-01,0,0.014516123,3100.0,3100.0,10.0,PG/SG,PG/SG,PG
Jaylen Brown,22200772,2023-02-01,0,0.014516123,9200.0,9200.0,37.0,SG/SF,SG/SF,SG
Ja Morant,22200771,2023-02-01,0,0.014516123,10400.0,10400.0,45.0,PG,PG,PG
Dejounte Murray,22200777,2023-02-01,0,0.014516123,8500.0,8500.0,36.0,PG/SG,PG/SG,SG
Anthony Edwards,22200774,2023-02-01,1,0.7882966,9800.0,9800.0,39.0,SG/SF,SG/SF,SG
Precious Achiuwa,22200776,2023-02-01,1,0.98236305,5700.0,5700.0,19.0,C,C,C
Lauri Markkanen,22200776,2023-02-01,1,0.9159119,8400.0,8400.0,37.0,SF/PF,SF/PF,PF
Fred VanVleet,22200776,2023-02-01,1,1.0090791,8100.0,8100.0,31.0,PG,PG,PG
Jakob Poeltl,22200775,2023-02-01,1,0.77119285,5500.0,5500.0,20.0,C,C,C
Jordan Poole,22200774,2023-02-01,0,0.014516123,6500.0,6500.0,27.0,PG/SG,PG/SG,SG
Malik Monk,22200775,2023-02-01,0,0.014516123,4500.0,4500.0,14.0,SG,SG,SG
Derrick White,22200772,2023-02-01,0,0.2387117,5400.0,5400.0,19.0,PG/SG,PG/SG,SG
Scottie Barnes,22200776,2023-02-01,0,0.21586111,7400.0,7400.0,31.0,SF/PF,SF/PF,PF
Shake Milton,22200770,2023-02-01,0,0.014516123,3500.0,3500.0,10.0,PG,PG,PG
Malaki Branham,22200775,2023-02-01,0,0.014516123,3200.0,3200.0,10.0,PG/SG,PG/SG,SG
Trae Young,22200777,2023-02-01,0,0.014516123,9700.0,9700.0,39.0,PG,PG,PG
Walker Kessler,22200776,2023-02-01,7,3.2820804,5700.0,5700.0,23.0,C,C,C
D'Angelo Russell,22200774,2023-02-01,0,0.014516123,7100.0,7100.0,26.0,PG,PG,PG
Naz Reid,22200774,2023-02-01,1,0.9890863,3800.0,3800.0,10.0,PF/C,PF/C,C
Kyrie Irving,22200772,2023-02-01,1,1.0156214,10800.0,10800.0,44.0,PG,PG,PG
Stephen Curry,22200774,2023-02-01,1,0.98236305,10300.0,10300.0,43.0,PG,PG,PG
Joel Embiid,22200770,2023-02-01,1,0.958105,11200.0,11200.0,54.0,C,C,C
Domantas Sabonis,22200775,2023-02-01,2,1.7788014,9900.0,9900.0,42.0,C,C,C
Jaren Jackson Jr.,22200771,2023-02-01,6,4.1346927,7100.0,7100.0,32.0,PF/C,PF/C,PF
Zach Collins,22200775,2023-02-01,0,0.014516123,4600.0,4600.0,12.0,C,C,C
Eric Gordon,22200773,2023-02-01,0,0.014516123,5300.0,5300.0,14.0,SF,SF,SF
Al Horford,22200772,2023-02-01,0,0.36692527,5200.0,5200.0,18.0,PF/C,PF/C,PF
Josh Giddey,22200773,2023-02-01,1,0.98621106,7700.0,7700.0,30.0,PG/SG,PG/SG,SG
Austin Rivers,22200774,2023-02-01,1,0.98621106,3100.0,3100.0,10.0,PG/SG,PG/SG,PG
Cole Anthony,22200770,2023-02-01,1,1.0380881,4800.0,4800.0,17.0,PG/SG,PG/SG,SG
Daishen Nix,22200773,2023-02-01,2,1.9414479,3500.0,3500.0,10.0,PG/SG,PG/SG,PG
Shai Gilgeous-Alexander,22200773,2023-02-01,0,0.03257528,10200.0,10200.0,47.0,PG,PG,PG
Xavier Tillman,22200771,2023-02-01,0,0.014516123,4200.0,4200.0,10.0,C,C,C
Chris Boucher,22200776,2023-02-01,0,0.22053172,3900.0,3900.0,12.0,PF,PF,PF
Draymond Green,22200774,2023-02-01,0,0.014516123,6400.0,6400.0,25.0,PF/C,PF/C,C
Kenrich Williams,22200773,2023-02-01,0,0.014516123,4600.0,4600.0,14.0,SF/PF,SF/PF,PF
Jabari Smith Jr.,22200773,2023-02-01,1,-0.0106993895,5600.0,5600.0,20.0,PF/C,PF/C,PF
Jerami Grant,22200771,2023-02-01,1,1.0357475,6600.0,6600.0,26.0,PF,PF,PF
Jock Landale,22200777,2023-02-01,0,0.014516123,3000.0,3000.0,10.0,C,C,C
Paul Reed,22200770,2023-02-01,0,0.014516123,3000.0,3000.0,10.0,C,C,C
Dalano Banton,22200776,2023-02-01,0,0.014516123,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Justin Holiday,22200777,2023-02-01,0,0.014516123,3000.0,3000.0,10.0,PF,PF,PF
Malcolm Brogdon,22200772,2023-02-01,0,0.014516123,6500.0,6500.0,21.0,PG/SG,PG/SG,SG
Vit Krejci,22200777,2023-02-01,0,0.014516123,3000.0,3000.0,10.0,PG,PG,SG
Dario Saric,22200777,2023-02-01,1,0.98621106,3600.0,3600.0,10.0,PF/C,PF/C,PF
Alperen Sengun,22200773,2023-02-01,3,2.8958027,8800.0,8800.0,38.0,C,C,C
Brandon Clarke,22200771,2023-02-01,0,0.014516123,6000.0,6000.0,16.0,PF/C,PF/C,C
Kelly Olynyk,22200776,2023-02-01,1,0.98621106,4500.0,4500.0,14.0,PF/C,PF/C,C
Josh Richardson,22200775,2023-02-01,0,0.014516123,4500.0,4500.0,12.0,PG/SG,PG/SG,PG
Gary Trent Jr.,22200776,2023-02-01,0,0.014516123,6300.0,6300.0,24.0,SG/SF,SG/SF,SG
Jonathan Kuminga,22200774,2023-02-01,1,0.98621106,3800.0,3800.0,13.0,PF,PF,PF
Saben Lee,22200777,2023-02-01,0,0.014516123,3000.0,3000.0,,PG,PG,
Josh Christopher,22200773,2023-02-01,0,0.014516123,3300.0,3300.0,10.0,SG,SG,SG
Malik Beasley,22200776,2023-02-01,0,0.014516123,4700.0,4700.0,12.0,SG/SF,SG/SF,SF
Torrey Craig,22200777,2023-02-01,1,0.98621106,4100.0,4100.0,11.0,PF,PF,PF
Jalen Johnson,22200777,2023-02-01,0,0.014516123,3000.0,3000.0,10.0,PF,PF,PF
Royce O'Neale,22200772,2023-02-01,0,0.014516123,5600.0,5600.0,15.0,SG/SF,SG/SF,SG
Jordan Clarkson,22200776,2023-02-01,0,0.014516123,6300.0,6300.0,26.0,PG/SG,PG/SG,SG
Desmond Bane,22200771,2023-02-01,1,0.97906506,7500.0,7500.0,28.0,SG,SG,SG
Cam Thomas,22200772,2023-02-01,0,0.014516123,3100.0,3100.0,10.0,PG/SG,PG/SG,SF
Donte DiVincenzo,22200774,2023-02-01,0,0.014516123,4900.0,4900.0,17.0,SG/SF,SG/SF,SG
Harrison Barnes,22200775,2023-02-01,0,0.014516123,5000.0,5000.0,18.0,SF/PF,SF/PF,SF
Pascal Siakam,22200776,2023-02-01,0,0.46859515,9400.0,9400.0,37.0,C,C,C
Tobias Harris,22200770,2023-02-01,2,2.0475502,6000.0,6000.0,25.0,SF/PF,SF/PF,SF
Jaden McDaniels,22200774,2023-02-01,2,2.0301344,4700.0,4700.0,17.0,SF/PF,SF/PF,SF
Onyeka Okongwu,22200777,2023-02-01,2,2.876597,4400.0,4400.0,18.0,C,C,C
Keldon Johnson,22200775,2023-02-01,0,0.014516123,7200.0,7200.0,28.0,SF,SF,SF
Mikal Bridges,22200777,2023-02-01,0,0.014516123,7000.0,7000.0,30.0,SG/SF,SG/SF,SF
Pat Connaughton,22200784,2023-02-02,0,0.014516123,5200.0,5200.0,15.0,SF,SF,SF
Desmond Bane,22200779,2023-02-02,0,0.014516123,7500.0,7500.0,28.0,SG,SG,SG
Michael Porter Jr.,22200783,2023-02-02,0,0.014516123,5700.0,5700.0,19.0,SF,SF,SF
Gabe Vincent,22200780,2023-02-02,0,0.014516123,3300.0,3300.0,10.0,PG/SG,PG/SG,PG
Brandon Clarke,22200779,2023-02-02,1,0.98621106,5800.0,5800.0,16.0,PF/C,PF/C,C
Christian Braun,22200783,2023-02-02,0,0.014516123,3000.0,3000.0,10.0,SG,SG,SG
Tim Hardaway Jr.,22200782,2023-02-02,0,0.014516123,5600.0,5600.0,18.0,SF,SF,SF
Andrew Wiggins,22200783,2023-02-02,0,-0.020741902,5800.0,5800.0,23.0,SF/PF,SF/PF,PF
Donte DiVincenzo,22200783,2023-02-02,0,0.014516123,5200.0,5200.0,17.0,SG/SF,SG/SF,SG
Isaac Okoro,22200779,2023-02-02,0,0.014516123,3500.0,3500.0,10.0,SG/SF,SG/SF,SF
Vlatko Cancar,22200783,2023-02-02,0,0.014516123,3200.0,3200.0,10.0,SF/PF,SF/PF,PF
Larry Nance Jr.,22200782,2023-02-02,1,0.98621106,4700.0,4700.0,12.0,PF/C,PF/C,C
Dwight Powell,22200782,2023-02-02,0,0.014516123,4100.0,4100.0,13.0,C,C,C
Kevon Looney,22200783,2023-02-02,1,1.0050972,4600.0,4600.0,19.0,C,C,C
LaMelo Ball,22200781,2023-02-02,0,0.014516123,9600.0,9600.0,40.0,PG,PG,PG
Aaron Nesmith,22200778,2023-02-02,1,0.98621106,3600.0,3600.0,10.0,SF/PF,SF/PF,PF
Kawhi Leonard,22200784,2023-02-02,2,1.6222157,9800.0,9800.0,41.0,SF/PF,SF/PF,SF
Brandon Ingram,22200782,2023-02-02,1,0.97906506,7100.0,7100.0,27.0,SG,SG,SG
Rui Hachimura,22200778,2023-02-02,0,0.014516123,5100.0,5100.0,13.0,PF/C,PF/C,PF
Darius Garland,22200779,2023-02-02,0,0.014516123,7800.0,7800.0,36.0,PG,PG,PG
Santi Aldama,22200779,2023-02-02,0,0.014516123,3200.0,3200.0,10.0,PF,PF,PF
Jonas Valanciunas,22200782,2023-02-02,0,0.20121057,5700.0,5700.0,20.0,C,C,C
Bam Adebayo,22200780,2023-02-02,1,0.99142677,7900.0,7900.0,35.0,C,C,C
Anthony Davis,22200778,2023-02-02,2,1.9848632,9900.0,9900.0,42.0,C,C,C
Terry Rozier,22200781,2023-02-02,0,0.014516123,7300.0,7300.0,31.0,PG/SG,PG/SG,SG
Stephen Curry,22200783,2023-02-02,0,0.014516123,10200.0,10200.0,43.0,PG,PG,PG
Luka Doncic,22200782,2023-02-02,0,0.014516123,12300.0,12300.0,59.0,PG,PG,PG
Julius Randle,22200780,2023-02-02,0,0.014516123,10000.0,10000.0,45.0,PF/C,PF/C,PF
Nikola Jokic,22200783,2023-02-02,1,0.97597253,11300.0,11300.0,58.0,C,C,C
Myles Turner,22200778,2023-02-02,2,2.4912865,7300.0,7300.0,27.0,C,C,C
Nikola Vucevic,22200781,2023-02-02,0,0.014516123,8900.0,8900.0,35.0,C,C,C
Tyrese Haliburton,22200778,2023-02-02,0,0.014516123,8800.0,8800.0,36.0,PG,PG,PG
Mason Plumlee,22200781,2023-02-02,0,0.014516123,6500.0,6500.0,24.0,C,C,C
Ricky Rubio,22200779,2023-02-02,1,0.98621106,3800.0,3800.0,10.0,PG,PG,PG
T.J. McConnell,22200778,2023-02-02,0,0.014516123,6800.0,6800.0,29.0,PG,PG,PG
Giannis Antetokounmpo,22200784,2023-02-02,0,0.014516123,11900.0,11900.0,55.0,PF/C,PF/C,PF
Dorian Finney-Smith,22200782,2023-02-02,1,0.98621106,4700.0,4700.0,14.0,SF/PF,SF/PF,PF
RJ Barrett,22200780,2023-02-02,0,0.014516123,6300.0,6300.0,24.0,SF,SF,SF
Jordan Poole,22200783,2023-02-02,0,0.014516123,6500.0,6500.0,27.0,PG/SG,PG/SG,SG
Terance Mann,22200784,2023-02-02,0,0.014516123,4300.0,4300.0,12.0,PG/SF,PG/SF,PG
Paul George,22200784,2023-02-02,0,0.014516123,9000.0,9000.0,37.0,SG/SF,SG/SF,SG
Russell Westbrook,22200778,2023-02-02,0,0.014516123,8000.0,8000.0,27.0,PG,PG,PG
Kentavious Caldwell-Pope,22200783,2023-02-02,1,0.9864466,4900.0,4900.0,15.0,SG,SG,SG
Ivica Zubac,22200784,2023-02-02,1,1.0979264,5300.0,5300.0,19.0,C,C,C
Jonathan Kuminga,22200783,2023-02-02,0,0.014516123,3700.0,3700.0,13.0,PF,PF,PF
Evan Mobley,22200779,2023-02-02,2,1.9816289,7000.0,7000.0,31.0,PF/C,PF/C,PF
Norman Powell,22200784,2023-02-02,0,0.014516123,6000.0,6000.0,18.0,SG/SF,SG/SF,SF
Naji Marshall,22200782,2023-02-02,0,0.014516123,4200.0,4200.0,16.0,SF/PF,SF/PF,PF
Bruce Brown,22200783,2023-02-02,0,0.014516123,4700.0,4700.0,18.0,SG/SF,SG/SF,SF
LeBron James,22200778,2023-02-02,0,0.014516123,10700.0,10700.0,50.0,SF/PF,SF/PF,PF
Jarrett Allen,22200779,2023-02-02,2,2.0042825,6300.0,6300.0,24.0,C,C,C
Ayo Dosunmu,22200781,2023-02-02,0,0.014516123,3800.0,3800.0,10.0,PG,PG,PG
Jrue Holiday,22200784,2023-02-02,0,0.014516123,8300.0,8300.0,34.0,PG,PG,PG
Davis Bertans,22200782,2023-02-02,0,0.014516123,3000.0,3000.0,10.0,PF/C,PF/C,PF
Quentin Grimes,22200780,2023-02-02,0,0.014516123,4800.0,4800.0,15.0,SG/SF,SG/SF,SG
Andre Drummond,22200781,2023-02-02,0,0.014516123,3000.0,3000.0,10.0,C,C,C
Cedi Osman,22200779,2023-02-02,1,0.98621106,3700.0,3700.0,10.0,SF/PF,SF/PF,PF
CJ McCollum,22200782,2023-02-02,1,0.99142677,7600.0,7600.0,33.0,PG,PG,PG
DeMar DeRozan,22200781,2023-02-02,2,1.9333415,8700.0,8700.0,37.0,SF/PF,SF/PF,SF
John Konchar,22200779,2023-02-02,0,0.014516123,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Marcus Morris Sr.,22200784,2023-02-02,0,0.014516123,4700.0,4700.0,12.0,PF,PF,PF
Mark Williams,22200781,2023-02-02,3,3.004723,4000.0,4000.0,10.0,C,C,C
Isaiah Hartenstein,22200780,2023-02-02,0,0.15784307,4000.0,4000.0,11.0,C,C,C
Donovan Mitchell,22200779,2023-02-02,1,0.98621106,8100.0,8100.0,37.0,PG/SG,PG/SG,SG
Jimmy Butler,22200780,2023-02-02,0,0.014516123,7400.0,7400.0,36.0,PF,PF,PF
Coby White,22200781,2023-02-02,0,0.014516123,3300.0,3300.0,10.0,PG/SG,PG/SG,SG
Spencer Dinwiddie,22200782,2023-02-02,2,1.9342015,7200.0,7200.0,29.0,PG/SG,PG/SG,SG
Ja Morant,22200779,2023-02-02,1,0.98621106,10300.0,10300.0,45.0,PG,PG,PG
Tyler Herro,22200780,2023-02-02,1,0.98621106,6700.0,6700.0,27.0,PG/SG,PG/SG,SG
Troy Brown Jr.,22200778,2023-02-02,0,0.014516123,3800.0,3800.0,11.0,SF,SF,SF
Peyton Watson,22200783,2023-02-02,0,0.014516123,3000.0,3000.0,10.0,SG,SG,SG
Jose Alvarado,22200782,2023-02-02,1,0.98621106,4400.0,4400.0,11.0,PG,PG,PG
Jake LaRavia,22200779,2023-02-02,0,0.014516123,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
Moses Moody,22200783,2023-02-02,0,0.014516123,3000.0,3000.0,10.0,SG,SG,SG
Buddy Hield,22200778,2023-02-02,0,0.014516123,6600.0,6600.0,24.0,SG/SF,SG/SF,SF
