player_name,game_id,game_date,y,y_pred,fanduel_salary,draftkings_salary,yahoo_salary,fanduel_position,draftkings_position,yahoo_position
Langston Galloway,22000053,2020-12-29,0,0.04368724,3200.0,3200.0,10.0,PG/SG,PG/SG,SG
Killian Hayes,22000047,2020-12-29,2,3.292964,4300.0,4300.0,10.0,PG,PG,PG
Malcolm Brogdon,22000048,2020-12-29,2,1.3489214,7200.0,7200.0,33.0,PG,PG,PG
Chris Silva,22000051,2020-12-29,1,1.007866,3000.0,3000.0,10.0,C,C,C
Ish Smith,22000050,2020-12-29,0,0.7094788,5100.0,5100.0,13.0,PG,PG,PG
Michael Carter-Williams,22000052,2020-12-29,1,1.3537728,3700.0,3700.0,10.0,PG/SG,PG/SG,SG
Bryn Forbes,22000051,2020-12-29,1,1.007866,3000.0,3000.0,10.0,PG/SG,PG/SG,SG
E'Twaun Moore,22000053,2020-12-29,2,1.8608642,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Robert Williams III,22000048,2020-12-29,1,1.007866,3900.0,3900.0,11.0,C,C,C
Darius Bazley,22000052,2020-12-29,2,1.3650522,5800.0,5800.0,14.0,PF,PF,PF
Eric Paschall,22000047,2020-12-29,0,0.04368724,5000.0,5000.0,17.0,SF/PF,SF/PF,PF
Serge Ibaka,22000054,2020-12-29,1,1.0096079,5500.0,5500.0,21.0,C,C,C
Zion Williamson,22000053,2020-12-29,1,2.0390909,8100.0,8100.0,38.0,PF/C,PF/C,PF
Anthony Gill,22000050,2020-12-29,0,0.1172531,3000.0,3000.0,10.0,PF,PF,SF
Grant Williams,22000048,2020-12-29,1,1.007866,3100.0,3100.0,10.0,SF/PF,SF/PF,PF
Mike Muscala,22000052,2020-12-29,1,1.0452924,3200.0,3200.0,10.0,C,C,C
Precious Achiuwa,22000051,2020-12-29,2,1.8608642,3100.0,3100.0,10.0,PF/C,PF/C,PF
Bobby Portis,22000051,2020-12-29,2,1.0579107,5000.0,5000.0,14.0,PF/C,PF/C,C
Otto Porter Jr.,22000050,2020-12-29,2,1.2766738,5400.0,5400.0,18.0,SF/PF,SF/PF,SF
Meyers Leonard,22000051,2020-12-29,0,0.097497605,3400.0,3400.0,10.0,PF/C,PF/C,PF
Terance Mann,22000054,2020-12-29,1,1.0173221,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Isaiah Hartenstein,22000055,2020-12-29,2,1.9228159,3000.0,3000.0,10.0,C,C,PF
Jake Layman,22000054,2020-12-29,0,0.04368724,3300.0,3300.0,10.0,PF,PF,PF
Frank Ntilikina,22000046,2020-12-29,1,1.4173387,3100.0,3100.0,10.0,PG/SF,PG/SF,PG
Jaden McDaniels,22000054,2020-12-29,2,1.009538,3200.0,3200.0,10.0,PF,PF,PF
Avery Bradley,22000051,2020-12-29,1,1.1652884,4200.0,4200.0,11.0,SG/SF,SG/SF,SG
Luguentz Dort,22000052,2020-12-29,0,0.04368724,4600.0,4600.0,14.0,SG/SF,SG/SF,SF
Daniel Gafford,22000050,2020-12-29,0,0.04368724,3000.0,3000.0,10.0,C,C,C
Mason Plumlee,22000047,2020-12-29,3,2.9145384,5700.0,5700.0,16.0,C,C,C
Matisse Thybulle,22000049,2020-12-29,0,0.04368724,3300.0,3300.0,10.0,SF,SF,SF
Markus Howard,22000055,2020-12-29,0,0.04368724,3000.0,3000.0,10.0,PG,PG,SG
Sindarius Thornwell,22000053,2020-12-29,0,0.04368724,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
Jevon Carter,22000053,2020-12-29,0,0.04368724,3100.0,3100.0,10.0,PG/SG,PG/SG,SG
Maurice Harkless,22000051,2020-12-29,2,1.8608642,3200.0,3200.0,10.0,SF/PF,SF/PF,PF
Cedi Osman,22000046,2020-12-29,1,1.36448,5100.0,5100.0,15.0,SF/PF,SF/PF,PF
Michael Porter Jr.,22000055,2020-12-29,0,0.04368724,6400.0,6400.0,25.0,SF/PF,SF/PF,SF
Deandre Ayton,22000053,2020-12-29,0,0.042844735,7400.0,7400.0,31.0,C,C,C
Khris Middleton,22000051,2020-12-29,5,1.9667494,7700.0,7700.0,33.0,SF,SF,SF
Dwayne Bacon,22000052,2020-12-29,0,0.04368724,3100.0,3100.0,10.0,SF,SF,SG
Deni Avdija,22000050,2020-12-29,1,1.0689781,4600.0,4600.0,12.0,SF/PF,SF/PF,PF
Nikola Jokic,22000055,2020-12-29,10,5.229609,10200.0,10200.0,47.0,C,C,C
Andre Drummond,22000046,2020-12-29,4,3.2929454,8700.0,8700.0,45.0,C,C,C
Isaiah Roby,22000052,2020-12-29,1,1.1817749,3000.0,3000.0,10.0,C,C,C
Nikola Vucevic,22000052,2020-12-29,1,1.7288553,8300.0,8300.0,38.0,C,C,C
