player_name,game_id,game_date,ast,ast_pred,fanduel_salary,draftkings_salary,yahoo_salary,fanduel_position,draftkings_position,yahoo_position
Kyle Lowry,22200599,2023-01-08,4,3.8472378,5400.0,5400.0,22.0,PG,PG,PG
Tre Mann,22200602,2023-01-08,3,2.4513168,3500.0,3500.0,14.0,PG/SG,PG/SG,PG
Landry Shamet,22200603,2023-01-08,3,2.9640992,4600.0,4600.0,13.0,SG/SF,SG/SF,SG
Mark Williams,22200598,2023-01-08,0,0.015756734,3800.0,3800.0,12.0,C,C,C
T.J. McConnell,22200598,2023-01-08,0,0.52948457,3200.0,3200.0,10.0,PG,PG,PG
Keon Johnson,22200597,2023-01-08,0,0.015756734,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Dennis Smith Jr.,22200598,2023-01-08,4,3.4957469,4100.0,4100.0,17.0,PG,PG,PG
Kevin Knox II,22200596,2023-01-08,0,0.015756734,3000.0,3000.0,10.0,SF/PF,SF/PF,SF
Frank Kaminsky,22200604,2023-01-08,1,0.9153007,3000.0,3000.0,10.0,C,C,C
Eugene Omoruyi,22200602,2023-01-08,0,0.015756734,3000.0,3000.0,10.0,PF/C,PF/C,SF
Aaron Holiday,22200604,2023-01-08,0,0.6673685,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Precious Achiuwa,22200597,2023-01-08,0,0.0263706,3300.0,3300.0,10.0,C,C,C
Haywood Highsmith,22200599,2023-01-08,0,0.015756734,3300.0,3300.0,10.0,SF/PF,SF/PF,PF
Chris Duarte,22200598,2023-01-08,1,0.9898832,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
Tim Hardaway Jr.,22200602,2023-01-08,2,1.497361,5800.0,5800.0,18.0,SG/SF,SG/SF,SF
Xavier Tillman,22200600,2023-01-08,3,2.2387712,3200.0,3200.0,10.0,C,C,C
JT Thor,22200598,2023-01-08,0,0.015756734,3100.0,3100.0,10.0,PF,PF,PF
Mike Conley,22200600,2023-01-08,8,7.30563,5900.0,5900.0,19.0,PG,PG,PG
Tobias Harris,22200596,2023-01-08,0,0.772442,6700.0,6700.0,25.0,SF/PF,SF/PF,SF
Thaddeus Young,22200597,2023-01-08,1,0.92364967,3000.0,3000.0,10.0,PF/C,PF/C,C
Royce O'Neale,22200599,2023-01-08,6,4.2794495,4300.0,4300.0,16.0,SG,SG,SG
Danuel House Jr.,22200596,2023-01-08,1,0.95833457,3000.0,3000.0,10.0,SF/PF,SF/PF,SF
Bennedict Mathurin,22200598,2023-01-08,3,2.3578126,4600.0,4600.0,15.0,SG/SF,SG/SF,SG
Nicolas Batum,22200604,2023-01-08,3,2.265737,4700.0,4700.0,10.0,PF/C,PF/C,PF
Tari Eason,22200601,2023-01-08,2,1.8944644,4100.0,4100.0,11.0,PF,PF,PF
John Konchar,22200600,2023-01-08,1,1.2422366,4300.0,4300.0,11.0,SG/SF,SG/SF,SG
Frank Ntilikina,22200602,2023-01-08,0,0.027285831,3000.0,3000.0,10.0,PG/SG,PG/SG,SG
Christian Koloko,22200597,2023-01-08,2,1.3622727,3000.0,3000.0,10.0,C,C,C
Eric Gordon,22200601,2023-01-08,4,2.8405576,3800.0,3800.0,10.0,SF,SF,SF
Gabe Vincent,22200599,2023-01-08,2,0.73502177,3300.0,3300.0,10.0,PG/SG,PG/SG,PG
Kevin Durant,22200599,2023-01-08,2,4.0362496,10200.0,10200.0,46.0,SF/PF,SF/PF,SF
Kennedy Chandler,22200600,2023-01-08,4,2.7129743,3000.0,3000.0,10.0,PG,PG,PG
Cedi Osman,22200603,2023-01-08,0,0.9771396,4000.0,4000.0,10.0,PF,PF,PF
Buddy Hield,22200598,2023-01-08,2,2.4612472,6200.0,6200.0,25.0,SG/SF,SG/SF,SF
Rudy Gay,22200600,2023-01-08,0,0.98570025,3200.0,3200.0,10.0,PF,PF,PF
JaVale McGee,22200602,2023-01-08,1,0.95049465,3000.0,3000.0,10.0,C,C,C
Mike Muscala,22200602,2023-01-08,1,0.66249543,3500.0,3500.0,10.0,C,C,C
Usman Garuba,22200601,2023-01-08,0,0.8832184,3000.0,3000.0,10.0,C,C,C
Malachi Flynn,22200597,2023-01-08,3,1.0635039,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Naz Reid,22200601,2023-01-08,0,0.015756734,5200.0,5200.0,18.0,PF/C,PF/C,C
Furkan Korkmaz,22200596,2023-01-08,0,0.015756734,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Joe Harris,22200599,2023-01-08,0,0.019436236,3100.0,3100.0,10.0,SG/SF,SG/SF,SF
Nerlens Noel,22200596,2023-01-08,0,0.015756734,3000.0,3000.0,10.0,C,C,C
Isaac Okoro,22200603,2023-01-08,0,0.6869829,3100.0,3100.0,10.0,SG/SF,SG/SF,SF
Alec Burks,22200596,2023-01-08,4,2.4256105,5100.0,5100.0,16.0,PG/SG,PG/SG,SG
David Roddy,22200600,2023-01-08,1,0.98541605,3100.0,3100.0,10.0,SG,SG,SG
Matisse Thybulle,22200596,2023-01-08,2,0.98841864,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
Orlando Robinson,22200599,2023-01-08,2,1.3622727,3000.0,3000.0,10.0,C,C,C
McKinley Wright IV,22200602,2023-01-08,0,0.051553525,3000.0,3000.0,10.0,PG,PG,PG
Anfernee Simons,22200597,2023-01-08,2,0.71065485,6600.0,6600.0,24.0,PG/SG,PG/SG,SG
Ish Wainright,22200603,2023-01-08,1,0.9898832,3000.0,3000.0,10.0,PF,PF,PF
Aaron Wiggins,22200602,2023-01-08,5,3.935766,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
Bam Adebayo,22200599,2023-01-08,2,2.239289,9200.0,9200.0,36.0,C,C,C
Jock Landale,22200603,2023-01-08,2,1.3562475,3000.0,3000.0,10.0,C,C,C
Jalen Green,22200601,2023-01-08,5,4.0169673,7200.0,7200.0,25.0,SG,SG,SG
Hamidou Diallo,22200596,2023-01-08,1,0.9153007,3500.0,3500.0,11.0,SG/SF,SG/SF,SF
Jalen Smith,22200598,2023-01-08,2,1.8200778,3600.0,3600.0,12.0,PF/C,PF/C,PF
Jabari Walker,22200597,2023-01-08,1,0.99843675,3300.0,3300.0,10.0,PF,PF,PF
Trendon Watford,22200597,2023-01-08,0,0.015756734,3000.0,3000.0,10.0,PF/C,PF/C,PF
Chris Boucher,22200597,2023-01-08,0,0.015756734,3200.0,3200.0,10.0,PF,PF,PF
Taurean Prince,22200601,2023-01-08,4,3.480613,3200.0,3200.0,10.0,SF/PF,SF/PF,SF
De'Anthony Melton,22200596,2023-01-08,0,0.25901687,5500.0,5500.0,22.0,PG/SG,PG/SG,SG
Isaiah Joe,22200602,2023-01-08,2,1.9738262,3400.0,3400.0,10.0,SG,SG,SG
Jaylen Nowell,22200601,2023-01-08,1,0.7372725,4900.0,4900.0,11.0,PG/SG,PG/SG,SG
Ochai Agbaji,22200600,2023-01-08,0,0.015756734,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Alperen Sengun,22200601,2023-01-08,2,2.9928625,6200.0,6200.0,22.0,C,C,C
Jae'Sean Tate,22200601,2023-01-08,4,2.6025002,3700.0,3700.0,15.0,PG/SF,PG/SF,SF
Shaedon Sharpe,22200597,2023-01-08,1,1.031122,3100.0,3100.0,10.0,PG/SG,PG/SG,PG
Jalen McDaniels,22200598,2023-01-08,1,0.3064774,4700.0,4700.0,17.0,SF/PF,SF/PF,SF
Bojan Bogdanovic,22200596,2023-01-08,5,4.744472,6000.0,6000.0,23.0,SF/PF,SF/PF,SF
Damion Lee,22200603,2023-01-08,0,0.79440886,3300.0,3300.0,10.0,SG/SF,SG/SF,SF
Jarred Vanderbilt,22200600,2023-01-08,4,3.334758,5300.0,5300.0,17.0,PF/C,PF/C,PF
Kevin Love,22200603,2023-01-08,0,0.94711685,5300.0,5300.0,18.0,PF/C,PF/C,C
Kenrich Williams,22200602,2023-01-08,2,1.7286862,3600.0,3600.0,10.0,SF/PF,SF/PF,PF
Ziaire Williams,22200600,2023-01-08,0,0.015756734,3000.0,3000.0,10.0,SF,SF,SF
Austin Rivers,22200601,2023-01-08,0,0.5700251,3600.0,3600.0,10.0,PG/SG,PG/SG,SG
Lamar Stevens,22200603,2023-01-08,0,0.0263706,3000.0,3000.0,10.0,SF,SF,SF
Saddiq Bey,22200596,2023-01-08,1,0.9684238,4200.0,4200.0,18.0,SF,SF,SF
T.J. Warren,22200599,2023-01-08,1,0.98020136,3900.0,3900.0,12.0,SF/PF,SF/PF,PF
Jerami Grant,22200597,2023-01-08,0,0.6256251,7600.0,7600.0,28.0,PF,PF,PF
Mamadi Diakite,22200603,2023-01-08,0,0.015756734,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
Yuta Watanabe,22200599,2023-01-08,0,0.019436236,3200.0,3200.0,10.0,SF/PF,SF/PF,PF
Theo Pinson,22200602,2023-01-08,0,0.015756734,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
Drew Eubanks,22200597,2023-01-08,0,0.022691093,3500.0,3500.0,10.0,C,C,C
Dario Saric,22200603,2023-01-08,2,1.4331942,3000.0,3000.0,10.0,PF/C,PF/C,PF
Dejounte Murray,22200604,2023-01-08,4,4.4618196,8300.0,8300.0,34.0,PG/SG,PG/SG,SG
Raul Neto,22200603,2023-01-08,2,0.957266,3200.0,3200.0,10.0,PG,PG,PG
Reggie Jackson,22200604,2023-01-08,0,0.8414401,4400.0,4400.0,14.0,PG,PG,PG
John Wall,22200604,2023-01-08,5,2.244437,4600.0,4600.0,14.0,PG,PG,PG
Nickeil Alexander-Walker,22200600,2023-01-08,4,2.6838949,3300.0,3300.0,10.0,PG/SG,PG/SG,PG
Josh Okogie,22200603,2023-01-08,1,0.9153007,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
Evan Mobley,22200603,2023-01-08,6,4.5176435,6300.0,6300.0,24.0,PF/C,PF/C,PF
Aaron Nesmith,22200598,2023-01-08,2,2.9661984,4000.0,4000.0,12.0,SF/PF,SF/PF,PF
Darius Garland,22200603,2023-01-08,7,6.462102,7900.0,7900.0,31.0,PG,PG,PG
Gary Trent Jr.,22200597,2023-01-08,1,2.1665683,5900.0,5900.0,22.0,SG/SF,SG/SF,SG
Marcus Morris Sr.,22200604,2023-01-08,2,1.3692861,5000.0,5000.0,16.0,PF,PF,PF
Terance Mann,22200604,2023-01-08,4,2.4656153,3900.0,3900.0,10.0,PG/SG,PG/SG,SG
Andrew Nembhard,22200598,2023-01-08,4,2.984596,3900.0,3900.0,10.0,PG/SG,PG/SG,SG
Jalen Johnson,22200604,2023-01-08,0,0.0405187,3000.0,3000.0,10.0,PF,PF,PF
Lauri Markkanen,22200600,2023-01-08,1,0.63897246,9300.0,9300.0,34.0,SF/PF,SF/PF,SF
Norman Powell,22200604,2023-01-08,4,2.8888295,4900.0,4900.0,16.0,SG/SF,SG/SF,SF
D'Angelo Russell,22200601,2023-01-08,6,5.1498713,7300.0,7300.0,27.0,PG,PG,PG
Torrey Craig,22200603,2023-01-08,1,1.3883985,4200.0,4200.0,14.0,PF/C,PF/C,PF
Jaden McDaniels,22200601,2023-01-08,3,2.3823292,4800.0,4800.0,17.0,SF/PF,SF/PF,SF
LaMelo Ball,22200598,2023-01-08,8,7.329522,9800.0,9800.0,42.0,PG,PG,PG
Shake Milton,22200596,2023-01-08,6,4.6898656,3400.0,3400.0,10.0,PG,PG,PG
Montrezl Harrell,22200596,2023-01-08,1,0.93474275,4400.0,4400.0,12.0,C,C,C
Nic Claxton,22200599,2023-01-08,0,0.6389534,6000.0,6000.0,25.0,C,C,C
Jaden Ivey,22200596,2023-01-08,6,5.0767684,5200.0,5200.0,17.0,PG/SG,PG/SG,SG
Davis Bertans,22200602,2023-01-08,0,0.019436236,3000.0,3000.0,10.0,PF,PF,PF
Jordan Clarkson,22200600,2023-01-08,3,1.6328278,7500.0,7500.0,24.0,PG/SG,PG/SG,SG
Mikal Bridges,22200603,2023-01-08,3,1.3228998,5900.0,5900.0,23.0,SF,SF,SF
Kelly Olynyk,22200600,2023-01-08,5,3.8846045,5400.0,5400.0,17.0,PF/C,PF/C,C
Jarrett Allen,22200603,2023-01-08,5,3.5456164,6400.0,6400.0,25.0,C,C,C
AJ Griffin,22200604,2023-01-08,0,0.015756734,3300.0,3300.0,10.0,SF,SF,SF
Garrison Mathews,22200601,2023-01-08,0,0.015756734,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Jalen Williams,22200602,2023-01-08,2,2.6605918,4900.0,4900.0,18.0,SF/PF,SF/PF,PF
Spencer Dinwiddie,22200602,2023-01-08,8,5.2362323,6600.0,6600.0,23.0,PG/SG,PG/SG,SG
Tyrese Haliburton,22200598,2023-01-08,13,9.834221,9000.0,9000.0,37.0,PG,PG,PG
P.J. Washington,22200598,2023-01-08,3,2.0592773,5300.0,5300.0,24.0,PF,PF,PF
Caris LeVert,22200603,2023-01-08,7,4.692936,6000.0,6000.0,24.0,SG/SF,SG/SF,SG
Rudy Gobert,22200601,2023-01-08,0,0.5839938,6900.0,6900.0,26.0,C,C,C
Bogdan Bogdanovic,22200604,2023-01-08,5,3.5259204,5800.0,5800.0,23.0,SG/SF,SG/SF,SG
Max Strus,22200599,2023-01-08,3,2.7571294,4700.0,4700.0,12.0,SG/SF,SG/SF,SF
Santi Aldama,22200600,2023-01-08,2,1.7734169,3600.0,3600.0,10.0,PF,PF,PF
Seth Curry,22200599,2023-01-08,0,0.6574225,3400.0,3400.0,11.0,SG,SG,SG
Onyeka Okongwu,22200604,2023-01-08,2,1.4948325,5700.0,5700.0,21.0,C,C,C
De'Andre Hunter,22200604,2023-01-08,2,1.7658542,5000.0,5000.0,16.0,SF/PF,SF/PF,SF
Jabari Smith Jr.,22200601,2023-01-08,2,1.4766642,5100.0,5100.0,18.0,PF/C,PF/C,PF
Josh Hart,22200597,2023-01-08,3,3.3799062,6400.0,6400.0,20.0,SF/PF,SF/PF,SF
Ben Simmons,22200599,2023-01-08,7,5.5295553,5600.0,5600.0,23.0,PF/C,PF/C,PF
Dillon Brooks,22200600,2023-01-08,2,0.787292,5700.0,5700.0,17.0,SG/SF,SG/SF,SF
Josh Giddey,22200602,2023-01-08,5,2.6233869,7000.0,7000.0,26.0,PG/SG,PG/SG,SG
Oshae Brissett,22200598,2023-01-08,0,0.015756734,3000.0,3000.0,10.0,PF,PF,PF
Kyle Anderson,22200601,2023-01-08,6,5.6863117,5300.0,5300.0,19.0,SF/PF,SF/PF,PF
Dwight Powell,22200602,2023-01-08,2,1.3622727,3400.0,3400.0,10.0,C,C,C
Tyus Jones,22200600,2023-01-08,6,5.5461297,4600.0,4600.0,16.0,PG,PG,PG
Deandre Ayton,22200603,2023-01-08,6,3.7984884,7400.0,7400.0,27.0,C,C,C
Anthony Edwards,22200601,2023-01-08,3,2.65068,9100.0,9100.0,38.0,SG/SF,SG/SF,SG
Killian Hayes,22200596,2023-01-08,6,9.539879,5600.0,5600.0,21.0,PG,PG,PG
Pascal Siakam,22200597,2023-01-08,6,5.240972,10000.0,10000.0,43.0,C,C,C
Kyrie Irving,22200599,2023-01-08,6,5.1130133,8700.0,8700.0,36.0,PG,PG,PG
James Harden,22200596,2023-01-08,11,10.112483,10200.0,10200.0,45.0,PG/SG,PG/SG,SG
Ivica Zubac,22200604,2023-01-08,3,1.3866174,5100.0,5100.0,17.0,C,C,C
Donovan Mitchell,22200603,2023-01-08,2,5.2608876,9500.0,9500.0,40.0,PG/SG,PG/SG,SG
Jusuf Nurkic,22200597,2023-01-08,4,3.2142978,6100.0,6100.0,26.0,C,C,C
Desmond Bane,22200600,2023-01-08,9,5.986334,6700.0,6700.0,23.0,SG,SG,SG
Myles Turner,22200598,2023-01-08,0,0.4996017,6900.0,6900.0,27.0,C,C,C
Walker Kessler,22200600,2023-01-08,1,0.91368717,4900.0,4900.0,16.0,C,C,C
Jaren Jackson Jr.,22200600,2023-01-08,0,0.8712755,7100.0,7100.0,31.0,PF/C,PF/C,PF
Shai Gilgeous-Alexander,22200602,2023-01-08,5,4.0169673,10000.0,10000.0,46.0,PG,PG,PG
Jimmy Butler,22200599,2023-01-08,1,2.1398726,8900.0,8900.0,37.0,PF,PF,PF
Mason Plumlee,22200598,2023-01-08,2,1.1509638,5800.0,5800.0,22.0,C,C,C
Juancho Hernangomez,22200597,2023-01-08,0,0.015756734,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
Trae Young,22200604,2023-01-08,8,9.081228,9700.0,9700.0,42.0,PG,PG,PG
Kawhi Leonard,22200604,2023-01-08,4,2.1792858,8200.0,8200.0,32.0,SF/PF,SF/PF,SF
Damian Lillard,22200597,2023-01-08,8,7.238727,9400.0,9400.0,39.0,PG,PG,PG
Christian Wood,22200602,2023-01-08,2,1.784149,8000.0,8000.0,30.0,PF/C,PF/C,C
Terry Rozier,22200598,2023-01-08,6,5.0470266,6800.0,6800.0,26.0,PG/SG,PG/SG,SG
Moses Brown,22200604,2023-01-08,0,0.015756734,3200.0,3200.0,10.0,C,C,C
Duane Washington Jr.,22200603,2023-01-08,3,0.90527725,3600.0,3600.0,10.0,PG/SG,PG/SG,SG
Jaden Hardy,22200602,2023-01-08,3,2.7668502,3100.0,3100.0,10.0,PG/SG,PG/SG,SG
Malik Beasley,22200600,2023-01-08,3,0.75600874,5200.0,5200.0,15.0,SG/SF,SG/SF,SG
Luguentz Dort,22200602,2023-01-08,1,1.017656,4800.0,4800.0,17.0,SF,SF,SF
Paul Reed,22200596,2023-01-08,1,0.8706819,3000.0,3000.0,10.0,C,C,C
Tyler Herro,22200599,2023-01-08,2,0.84435636,8400.0,8400.0,31.0,PG/SG,PG/SG,SG
Tyrese Maxey,22200596,2023-01-08,2,1.8367653,7000.0,7000.0,25.0,PG,PG,PG
Cody Martin,22200598,2023-01-08,1,0.69175905,3200.0,3200.0,10.0,SG/SF,SG/SF,SG
Lindy Waters III,22200602,2023-01-08,1,0.9520175,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
John Collins,22200604,2023-01-08,0,0.8809481,6800.0,6800.0,26.0,PF/C,PF/C,PF
Georges Niang,22200596,2023-01-08,0,0.3239173,3700.0,3700.0,11.0,PF,PF,PF
Victor Oladipo,22200599,2023-01-08,6,4.480362,5000.0,5000.0,15.0,PG/SG,PG/SG,SG
Scottie Barnes,22200597,2023-01-08,4,4.2918134,6500.0,6500.0,28.0,SF/PF,SF/PF,SF
Kevin Porter Jr.,22200601,2023-01-08,5,4.7078876,7700.0,7700.0,30.0,PG,PG,PG
Fred VanVleet,22200597,2023-01-08,7,7.9297347,8100.0,8100.0,32.0,PG,PG,PG
Isaiah Stewart,22200596,2023-01-08,2,0.7324825,4900.0,4900.0,18.0,PF/C,PF/C,PF
Jalen Brunson,22200607,2023-01-09,4,3.1201274,8100.0,8100.0,32.0,PG,PG,PG
Jayson Tatum,22200606,2023-01-09,7,6.567455,10700.0,10700.0,48.0,SF/PF,SF/PF,PF
Wendell Carter Jr.,22200610,2023-01-09,3,2.4288423,6400.0,6400.0,24.0,C,C,C
John Konchar,22200608,2023-01-09,1,1.5517007,4300.0,4300.0,11.0,SG/SF,SG/SF,SG
Kristaps Porzingis,22200605,2023-01-09,1,1.4116933,9400.0,9400.0,37.0,PF/C,PF/C,C
Kyle Kuzma,22200605,2023-01-09,2,2.0112867,8400.0,8400.0,34.0,SF/PF,SF/PF,PF
Paolo Banchero,22200610,2023-01-09,4,3.773165,8200.0,8200.0,32.0,SF/PF,SF/PF,SF
Jonas Valanciunas,22200605,2023-01-09,1,0.25901687,6600.0,6600.0,24.0,C,C,C
Jeremy Sochan,22200608,2023-01-09,2,1.9725715,5000.0,5000.0,15.0,PF,PF,PF
Jalen Suggs,22200610,2023-01-09,4,2.5515542,5000.0,5000.0,16.0,PG,PG,PG
Juan Toscano-Anderson,22200609,2023-01-09,3,1.4479482,3100.0,3100.0,10.0,PF,PF,PF
Rui Hachimura,22200605,2023-01-09,1,1.4829663,4700.0,4700.0,13.0,PF,PF,PF
Nikola Vucevic,22200606,2023-01-09,1,2.4899669,8000.0,8000.0,30.0,C,C,C
Domantas Sabonis,22200610,2023-01-09,8,7.6397066,10500.0,10500.0,43.0,C,C,C
Jamal Murray,22200609,2023-01-09,4,3.098472,6800.0,6800.0,26.0,PG,PG,PG
Pat Connaughton,22200607,2023-01-09,4,2.8733912,3600.0,3600.0,10.0,SG/SF,SG/SF,SF
Nikola Jokic,22200609,2023-01-09,16,10.912953,11700.0,11700.0,57.0,C,C,C
Derrick Jones Jr.,22200606,2023-01-09,1,0.91864496,3000.0,3000.0,10.0,PF/C,PF/C,C
Malik Monk,22200610,2023-01-09,6,5.409691,4500.0,4500.0,13.0,SG,SG,SG
Davion Mitchell,22200610,2023-01-09,1,0.9386365,3200.0,3200.0,10.0,PG/SG,PG/SG,PG
Romeo Langford,22200608,2023-01-09,4,2.5758991,3700.0,3700.0,10.0,SG,SG,SG
Stanley Johnson,22200608,2023-01-09,4,2.8867686,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
De'Aaron Fox,22200610,2023-01-09,9,7.0336576,8700.0,8700.0,34.0,PG,PG,PG
Harrison Barnes,22200610,2023-01-09,1,0.93324953,5600.0,5600.0,17.0,SF/PF,SF/PF,SF
DeMar DeRozan,22200606,2023-01-09,3,1.699014,9000.0,9000.0,38.0,SF/PF,SF/PF,SF
Thomas Bryant,22200609,2023-01-09,0,-0.028241746,6300.0,6300.0,23.0,C,C,C
Xavier Tillman,22200608,2023-01-09,2,0.8936549,3600.0,3600.0,10.0,C,C,C
Jaylen Brown,22200606,2023-01-09,3,2.9540236,9500.0,9500.0,39.0,SG/SF,SG/SF,SF
Bruce Brown,22200609,2023-01-09,2,0.7174134,5000.0,5000.0,16.0,SG/SF,SG/SF,SF
Julius Randle,22200607,2023-01-09,5,4.188562,10400.0,10400.0,44.0,PF,PF,PF
CJ McCollum,22200605,2023-01-09,1,1.8466511,8500.0,8500.0,36.0,PG,PG,PG
Jose Alvarado,22200605,2023-01-09,5,2.8577945,4500.0,4500.0,13.0,PG,PG,PG
Coby White,22200606,2023-01-09,1,0.73320574,3400.0,3400.0,10.0,PG/SG,PG/SG,SG
Zach LaVine,22200606,2023-01-09,6,5.59739,7500.0,7500.0,31.0,SG/SF,SG/SF,SG
Mitchell Robinson,22200607,2023-01-09,3,2.5515542,5200.0,5200.0,19.0,C,C,C
Tre Jones,22200608,2023-01-09,7,5.391559,6000.0,6000.0,21.0,PG,PG,PG
Mo Bamba,22200610,2023-01-09,0,0.87241566,3700.0,3700.0,10.0,C,C,C
Bones Hyland,22200609,2023-01-09,1,1.0960418,4900.0,4900.0,16.0,PG/SG,PG/SG,PG
Patrick Beverley,22200609,2023-01-09,0,0.7576423,4100.0,4100.0,10.0,PG/SG,PG/SG,SG
Richaun Holmes,22200610,2023-01-09,0,0.015756734,3000.0,3000.0,10.0,C,C,C
Al Horford,22200606,2023-01-09,5,3.5259204,4800.0,4800.0,16.0,PF/C,PF/C,C
Kira Lewis Jr.,22200605,2023-01-09,0,0.015756734,3000.0,3000.0,10.0,PG,PG,PG
Malaki Branham,22200608,2023-01-09,1,1.0137511,3500.0,3500.0,10.0,PG/SG,PG/SG,SG
Davon Reed,22200609,2023-01-09,0,0.019436236,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
Alex Caruso,22200606,2023-01-09,4,3.5987606,3600.0,3600.0,10.0,PG/SG,PG/SG,PG
Terrence Ross,22200610,2023-01-09,0,0.91500205,3400.0,3400.0,11.0,SG/SF,SG/SF,SF
Zeke Nnaji,22200609,2023-01-09,0,0.015756734,3000.0,3000.0,10.0,C,C,C
Christian Braun,22200609,2023-01-09,1,0.92364967,3000.0,3000.0,10.0,SG,SG,SG
Sam Hauser,22200606,2023-01-09,0,0.015756734,3100.0,3100.0,10.0,SF/PF,SF/PF,SF
Anthony Gill,22200605,2023-01-09,0,0.015756734,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
Monte Morris,22200605,2023-01-09,9,6.955682,4800.0,4800.0,16.0,PG,PG,PG
Ziaire Williams,22200608,2023-01-09,0,0.015756734,3000.0,3000.0,10.0,SF,SF,SF
Dillon Brooks,22200608,2023-01-09,3,2.0471203,5800.0,5800.0,17.0,SG/SF,SG/SF,SF
Garrett Temple,22200605,2023-01-09,0,0.7133297,3000.0,3000.0,10.0,PG/SF,PG/SF,SG
Payton Pritchard,22200606,2023-01-09,0,0.015756734,3300.0,3300.0,10.0,PG,PG,PG
Ish Smith,22200609,2023-01-09,0,0.019436236,3000.0,3000.0,10.0,PG,PG,PG
Herbert Jones,22200605,2023-01-09,0,0.20050257,4900.0,4900.0,18.0,SF,SF,SF
Santi Aldama,22200608,2023-01-09,0,0.93126875,3600.0,3600.0,10.0,PF,PF,PF
Immanuel Quickley,22200607,2023-01-09,0,0.7561665,6200.0,6200.0,25.0,PG/SG,PG/SG,PG
Derrick White,22200606,2023-01-09,4,3.3076158,5100.0,5100.0,15.0,PG/SG,PG/SG,SG
Devonte' Graham,22200605,2023-01-09,6,3.9037457,3100.0,3100.0,10.0,PG/SG,PG/SG,SG
Damian Jones,22200609,2023-01-09,0,0.015756734,3000.0,3000.0,10.0,C,C,C
Vlatko Cancar,22200609,2023-01-09,2,1.0080551,3100.0,3100.0,10.0,SF/PF,SF/PF,PF
Doug McDermott,22200608,2023-01-09,1,0.96797335,3200.0,3200.0,10.0,SG/SF,SG/SF,SF
Dereon Seabron,22200605,2023-01-09,0,0.015756734,3000.0,3000.0,10.0,SF,SF,SG
Corey Kispert,22200605,2023-01-09,1,0.93988144,3900.0,3900.0,10.0,SG,SG,SG
Caleb Houstan,22200610,2023-01-09,1,0.92364967,3000.0,3000.0,10.0,SF/PF,SF/PF,SF
Franz Wagner,22200610,2023-01-09,1,1.0233809,7100.0,7100.0,25.0,SG/SF,SG/SF,SG
Trey Murphy III,22200605,2023-01-09,2,1.2313976,5100.0,5100.0,14.0,SG/SF,SG/SF,SG
Steven Adams,22200608,2023-01-09,4,2.5636077,6000.0,6000.0,26.0,C,C,C
PJ Dozier,22200610,2023-01-09,0,0.015756734,,,10.0,,,SF
Jakob Poeltl,22200608,2023-01-09,2,1.182247,5900.0,5900.0,23.0,C,C,C
Taj Gibson,22200605,2023-01-09,0,0.015756734,3200.0,3200.0,10.0,C,C,C
Delon Wright,22200605,2023-01-09,3,0.79686487,3300.0,3300.0,10.0,PG,PG,PG
Sterling Brown,22200609,2023-01-09,1,0.906144,3100.0,3100.0,10.0,SG,SG,SF
Keita Bates-Diop,22200608,2023-01-09,0,0.015756734,3300.0,3300.0,10.0,PF,PF,PF
Patrick Williams,22200606,2023-01-09,1,1.4858493,4400.0,4400.0,12.0,SF/PF,SF/PF,PF
Isaiah Hartenstein,22200607,2023-01-09,0,0.019436236,3100.0,3100.0,10.0,C,C,C
Malcolm Brogdon,22200606,2023-01-09,3,2.1600258,5300.0,5300.0,18.0,PG/SG,PG/SG,SG
Zach Collins,22200608,2023-01-09,2,1.7830392,4700.0,4700.0,13.0,C,C,C
Dyson Daniels,22200605,2023-01-09,2,1.956279,3200.0,3200.0,10.0,SG/SF,SG/SF,SF
Jevon Carter,22200607,2023-01-09,1,1.7514614,3700.0,3700.0,12.0,PG/SG,PG/SG,SG
KZ Okpala,22200610,2023-01-09,1,0.9380384,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
Jaxson Hayes,22200605,2023-01-09,0,0.935404,3400.0,3400.0,10.0,PF/C,PF/C,C
Trey Lyles,22200610,2023-01-09,2,1.3562475,3300.0,3300.0,10.0,PF/C,PF/C,PF
Gary Harris,22200610,2023-01-09,1,0.6788725,3800.0,3800.0,10.0,SG/SF,SG/SF,SF
