player_name,game_id,game_date,ast,ast_pred,fanduel_salary,draftkings_salary,yahoo_salary,fanduel_position,draftkings_position,yahoo_position
Jonathan Isaac,22200707,2023-01-23,1,0.8109381,4400.0,4400.0,10.0,C,C,PF
Nathan Knight,22200709,2023-01-23,1,0.98620933,3300.0,3300.0,11.0,C,C,C
Rodney McGruder,22200706,2023-01-23,2,1.4975092,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
P.J. Washington,22200710,2023-01-23,1,1.568543,6000.0,6000.0,23.0,PF,PF,PF
Greg Brown III,22200711,2023-01-23,0,0.02496069,3000.0,3000.0,10.0,C,C,PF
Moritz Wagner,22200707,2023-01-23,0,0.5237437,4000.0,4000.0,14.0,PF/C,PF/C,C
Trendon Watford,22200711,2023-01-23,0,0.02496069,3000.0,3000.0,10.0,PF/C,PF/C,PF
Jordan Clarkson,22200710,2023-01-23,2,1.8998516,6800.0,6800.0,27.0,PG/SG,PG/SG,SG
John Konchar,22200712,2023-01-23,0,0.58403754,3300.0,3300.0,10.0,SG/SF,SG/SF,SG
Justin Jackson,22200707,2023-01-23,0,-0.02464994,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
Jake LaRavia,22200712,2023-01-23,0,-0.026084077,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
Kenneth Lofton Jr.,22200712,2023-01-23,0,0.02836731,3000.0,3000.0,10.0,PF/C,PF/C,PF
Pat Connaughton,22200706,2023-01-23,1,1.1412911,4700.0,4700.0,13.0,SF,SF,SF
David Roddy,22200712,2023-01-23,1,1.0631559,3000.0,3000.0,10.0,SG,SG,SG
Dennis Smith Jr.,22200710,2023-01-23,9,6.8431625,4600.0,4600.0,13.0,PG,PG,PG
Santi Aldama,22200712,2023-01-23,2,1.5473647,3600.0,3600.0,10.0,PF,PF,PF
Terence Davis,22200712,2023-01-23,1,0.8720762,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
John Butler Jr.,22200711,2023-01-23,0,0.022755995,3000.0,3000.0,10.0,C,C,C
Nickeil Alexander-Walker,22200710,2023-01-23,1,1.742755,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Jalen Johnson,22200708,2023-01-23,0,0.08593353,3000.0,3000.0,10.0,PF,PF,PF
Xavier Tillman,22200712,2023-01-23,2,1.3605851,3000.0,3000.0,10.0,C,C,C
Alex Len,22200712,2023-01-23,1,0.9856843,3000.0,3000.0,10.0,C,C,C
Stanley Johnson,22200711,2023-01-23,4,3.6711762,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
Walker Kessler,22200710,2023-01-23,0,0.2829854,5800.0,5800.0,22.0,C,C,C
Romeo Langford,22200711,2023-01-23,2,1.9312143,3300.0,3300.0,10.0,SG,SG,SG
MarJon Beauchamp,22200706,2023-01-23,1,1.0796424,3100.0,3100.0,10.0,SG/SF,SG/SF,SF
Rudy Gay,22200710,2023-01-23,0,0.1967746,3000.0,3000.0,10.0,PF,PF,PF
Mark Williams,22200710,2023-01-23,0,0.02496069,3100.0,3100.0,12.0,C,C,C
Damian Lillard,22200711,2023-01-23,12,9.713295,10100.0,10100.0,39.0,PG,PG,PG
Naz Reid,22200709,2023-01-23,0,0.017528174,5300.0,5300.0,12.0,PF/C,PF/C,C
Jalen Duren,22200706,2023-01-23,1,0.76070976,4500.0,4500.0,16.0,C,C,C
Giannis Antetokounmpo,22200706,2023-01-23,4,2.6703103,11800.0,11800.0,54.0,PF/C,PF/C,PF
Jrue Holiday,22200706,2023-01-23,7,6.8941965,9000.0,9000.0,36.0,PG,PG,PG
Jusuf Nurkic,22200711,2023-01-23,7,4.7782454,7000.0,7000.0,25.0,C,C,C
Jevon Carter,22200706,2023-01-23,3,2.5054805,3300.0,3300.0,10.0,PG/SG,PG/SG,SG
Dejounte Murray,22200708,2023-01-23,4,4.972351,8500.0,8500.0,35.0,PG/SG,PG/SG,SG
Jalen Green,22200709,2023-01-23,4,3.709124,7800.0,7800.0,25.0,SG,SG,SG
Lauri Markkanen,22200710,2023-01-23,2,1.7683282,9400.0,9400.0,38.0,SF/PF,SF/PF,SF
Tari Eason,22200709,2023-01-23,3,2.7850149,3800.0,3800.0,10.0,PF,PF,PF
Bojan Bogdanovic,22200706,2023-01-23,0,0.73906714,6400.0,6400.0,24.0,SF/PF,SF/PF,SF
Clint Capela,22200708,2023-01-23,1,1.0437007,5500.0,5500.0,21.0,C,C,C
Wendell Carter Jr.,22200707,2023-01-23,1,1.1562898,6300.0,6300.0,20.0,C,C,C
Rudy Gobert,22200709,2023-01-23,1,0.9761042,6800.0,6800.0,26.0,C,C,C
DeMar DeRozan,22200708,2023-01-23,6,5.225466,8900.0,8900.0,38.0,SF/PF,SF/PF,SF
Mason Plumlee,22200710,2023-01-23,5,3.814217,6700.0,6700.0,25.0,C,C,C
Anthony Edwards,22200709,2023-01-23,5,5.4832006,9300.0,9300.0,36.0,SG/SF,SG/SF,SG
Udoka Azubuike,22200710,2023-01-23,0,0.02836731,3000.0,3000.0,10.0,C,C,C
Trey Lyles,22200712,2023-01-23,0,0.02496069,3700.0,3700.0,10.0,PF/C,PF/C,PF
Alec Burks,22200706,2023-01-23,1,1.3524112,4500.0,4500.0,16.0,PG/SG,PG/SG,SG
D'Angelo Russell,22200709,2023-01-23,7,5.412344,6700.0,6700.0,23.0,PG,PG,PG
Cole Anthony,22200707,2023-01-23,4,4.0515265,5000.0,5000.0,16.0,PG/SG,PG/SG,SG
Tre Jones,22200711,2023-01-23,7,6.2282352,6300.0,6300.0,25.0,PG,PG,PG
Wesley Matthews,22200706,2023-01-23,1,0.9650034,3000.0,3000.0,10.0,SF,SF,SF
Keon Johnson,22200711,2023-01-23,1,1.0025214,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Garrison Mathews,22200709,2023-01-23,0,0.017528174,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Grant Williams,22200707,2023-01-23,2,2.4448736,4800.0,4800.0,11.0,SF/PF,SF/PF,PF
Derrick Jones Jr.,22200708,2023-01-23,1,0.9879607,3300.0,3300.0,10.0,PF/C,PF/C,C
Nick Richards,22200710,2023-01-23,0,0.02496069,3000.0,3000.0,10.0,C,C,C
Vince Williams Jr.,22200712,2023-01-23,0,0.0249655,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Kevin Huerter,22200712,2023-01-23,2,2.7537203,5500.0,5500.0,20.0,SG/SF,SG/SF,SG
Kai Jones,22200710,2023-01-23,0,0.032398015,3000.0,3000.0,10.0,PF/C,PF/C,C
JD Davison,22200707,2023-01-23,0,0.02836731,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Blake Griffin,22200707,2023-01-23,0,-0.0427657,3000.0,3000.0,10.0,C,C,C
Luke Kornet,22200707,2023-01-23,0,0.02496069,4000.0,4000.0,10.0,C,C,C
Drew Eubanks,22200711,2023-01-23,1,0.9735595,3200.0,3200.0,10.0,C,C,C
Jayson Tatum,22200707,2023-01-23,7,6.3610506,10900.0,10900.0,48.0,SF/PF,SF/PF,PF
Jaren Jackson Jr.,22200712,2023-01-23,2,1.8491093,7300.0,7300.0,35.0,PF/C,PF/C,PF
Paolo Banchero,22200707,2023-01-23,2,2.130431,7500.0,7500.0,30.0,SF/PF,SF/PF,PF
Trae Young,22200708,2023-01-23,13,8.724481,9500.0,9500.0,39.0,PG,PG,PG
Sam Hauser,22200707,2023-01-23,1,0.6367433,3000.0,3000.0,10.0,SF/PF,SF/PF,SF
Patrick Williams,22200708,2023-01-23,2,1.206956,4800.0,4800.0,13.0,SF/PF,SF/PF,PF
Frank Kaminsky,22200708,2023-01-23,0,0.017528174,3000.0,3000.0,10.0,PF/C,PF/C,C
Mike Conley,22200710,2023-01-23,3,4.2128277,5300.0,5300.0,19.0,PG,PG,PG
Jeremy Sochan,22200711,2023-01-23,4,4.1255836,4600.0,4600.0,14.0,PF,PF,PF
Dillon Brooks,22200712,2023-01-23,6,4.4026003,4800.0,4800.0,16.0,SG/SF,SG/SF,SF
Markelle Fultz,22200707,2023-01-23,5,5.265299,6100.0,6100.0,23.0,PG,PG,PG
Nikola Vucevic,22200708,2023-01-23,7,6.326339,9100.0,9100.0,36.0,C,C,C
Eric Gordon,22200709,2023-01-23,4,3.586234,4400.0,4400.0,13.0,SF,SF,SF
Jaden Ivey,22200706,2023-01-23,11,9.044839,6000.0,6000.0,20.0,PG/SG,PG/SG,SG
Jakob Poeltl,22200711,2023-01-23,2,1.7077091,6200.0,6200.0,24.0,C,C,C
Harrison Barnes,22200712,2023-01-23,2,1.8596717,5700.0,5700.0,19.0,SF/PF,SF/PF,SF
Brook Lopez,22200706,2023-01-23,1,1.3040819,6000.0,6000.0,24.0,C,C,C
AJ Griffin,22200708,2023-01-23,2,1.6454097,3300.0,3300.0,10.0,SF,SF,SF
Keegan Murray,22200712,2023-01-23,0,0.45300397,4400.0,4400.0,15.0,PF,PF,PF
Jalen McDaniels,22200710,2023-01-23,3,2.3566802,5200.0,5200.0,16.0,SF/PF,SF/PF,SF
Franz Wagner,22200707,2023-01-23,6,6.3659706,6600.0,6600.0,25.0,SG/SF,SG/SF,SF
Tyus Jones,22200712,2023-01-23,8,7.5710382,4300.0,4300.0,18.0,PG,PG,PG
Hamidou Diallo,22200706,2023-01-23,1,1.1067133,4200.0,4200.0,12.0,SG/SF,SG/SF,SF
Alperen Sengun,22200709,2023-01-23,7,6.992819,8400.0,8400.0,33.0,C,C,C
Desmond Bane,22200712,2023-01-23,5,3.5845947,7200.0,7200.0,28.0,SG,SG,SG
Coby White,22200708,2023-01-23,3,3.2616222,4100.0,4100.0,11.0,PG/SG,PG/SG,SG
De'Aaron Fox,22200712,2023-01-23,10,9.149433,8700.0,8700.0,35.0,PG,PG,PG
Domantas Sabonis,22200712,2023-01-23,11,9.029763,10600.0,10600.0,44.0,C,C,C
Anfernee Simons,22200711,2023-01-23,1,2.8734326,6500.0,6500.0,20.0,PG/SG,PG/SG,SG
Grayson Allen,22200706,2023-01-23,5,3.8310654,4800.0,4800.0,14.0,SG,SG,SG
Terry Rozier,22200710,2023-01-23,2,2.8295002,8000.0,8000.0,30.0,PG/SG,PG/SG,SG
Joe Ingles,22200706,2023-01-23,3,3.9725142,4200.0,4200.0,12.0,SG/SF,SG/SF,SF
Isaiah Livers,22200706,2023-01-23,1,0.74820316,3400.0,3400.0,10.0,PF/C,PF/C,PF
Malik Beasley,22200710,2023-01-23,2,2.615463,4900.0,4900.0,12.0,SG/SF,SG/SF,SG
Jerami Grant,22200711,2023-01-23,2,2.0523195,6700.0,6700.0,28.0,PF,PF,PF
Jarred Vanderbilt,22200710,2023-01-23,4,3.8937283,4600.0,4600.0,17.0,PF/C,PF/C,PF
Payton Pritchard,22200707,2023-01-23,4,3.0214868,3300.0,3300.0,10.0,PG,PG,PG
Jordan Nwora,22200706,2023-01-23,4,2.8505023,3200.0,3200.0,10.0,PF,PF,PF
Bobby Portis,22200706,2023-01-23,3,2.887471,7600.0,7600.0,25.0,PF/C,PF/C,C
Austin Rivers,22200709,2023-01-23,3,2.9643633,3200.0,3200.0,10.0,PG/SG,PG/SG,PG
Zach LaVine,22200708,2023-01-23,2,2.177581,9600.0,9600.0,36.0,SG/SF,SG/SF,SG
Zach Collins,22200711,2023-01-23,3,2.5339777,3800.0,3800.0,10.0,C,C,C
Ochai Agbaji,22200710,2023-01-23,2,1.8964893,3000.0,3000.0,10.0,SF,SF,SF
Jaylen Nowell,22200709,2023-01-23,0,0.2512818,3800.0,3800.0,10.0,PG/SG,PG/SG,SG
Cory Joseph,22200706,2023-01-23,7,3.7659402,3000.0,3000.0,10.0,PG,PG,PG
Jaylen Brown,22200707,2023-01-23,3,2.5407684,9200.0,9200.0,38.0,SG/SF,SG/SF,SF
Doug McDermott,22200711,2023-01-23,0,0.30938932,3200.0,3200.0,10.0,SG/SF,SG/SF,SF
Josh Richardson,22200711,2023-01-23,2,3.7222326,4500.0,4500.0,14.0,PG/SG,PG/SG,PG
Keldon Johnson,22200711,2023-01-23,1,1.0183293,7400.0,7400.0,28.0,SF,SF,SF
KZ Okpala,22200712,2023-01-23,0,0.02496069,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
Malaki Branham,22200711,2023-01-23,4,2.7561731,3100.0,3100.0,10.0,PG/SG,PG/SG,SG
Jaden McDaniels,22200709,2023-01-23,1,1.5170304,5000.0,5000.0,17.0,SF/PF,SF/PF,SF
Gary Payton II,22200711,2023-01-23,3,2.7350364,3100.0,3100.0,10.0,PG/SG,PG/SG,SG
Jabari Walker,22200711,2023-01-23,0,0.049930513,3000.0,3000.0,10.0,PF/C,PF/C,PF
Bol Bol,22200707,2023-01-23,0,0.21848331,4700.0,4700.0,15.0,PF/C,PF/C,PF
Shaedon Sharpe,22200711,2023-01-23,0,0.049930513,3400.0,3400.0,10.0,PG/SG,PG/SG,PG
Kennedy Chandler,22200712,2023-01-23,0,0.47896248,3000.0,3000.0,10.0,PG,PG,PG
AJ Green,22200706,2023-01-23,0,0.02496069,3000.0,3000.0,10.0,PG/SG,PG/SG,SG
Matt Ryan,22200709,2023-01-23,0,0.017528174,3000.0,3000.0,10.0,SF,SF,SF
Keita Bates-Diop,22200711,2023-01-23,1,0.98620933,3000.0,3000.0,10.0,PF,PF,PF
PJ Dozier,22200712,2023-01-23,0,0.02496069,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
Gorgui Dieng,22200711,2023-01-23,0,0.19007854,3000.0,3000.0,10.0,C,C,C
Derrick White,22200707,2023-01-23,4,3.4617813,5400.0,5400.0,13.0,PG/SG,PG/SG,SG
Bryce McGowens,22200710,2023-01-23,1,1.0102428,3200.0,3200.0,10.0,SG/SF,SG/SF,SG
Khris Middleton,22200706,2023-01-23,4,3.6940258,6900.0,6900.0,24.0,SF,SF,SF
Malik Monk,22200712,2023-01-23,8,6.4451733,4000.0,4000.0,13.0,SG,SG,SG
Saddiq Bey,22200706,2023-01-23,2,1.6985121,5800.0,5800.0,20.0,SF,SF,SF
Mfiondu Kabengele,22200707,2023-01-23,0,0.022755995,3000.0,3000.0,10.0,PF/C,PF/C,PF
Josh Christopher,22200709,2023-01-23,0,0.017528174,3100.0,3100.0,10.0,SG,SG,SG
Leandro Bolmaro,22200710,2023-01-23,0,0.24245569,3000.0,3000.0,10.0,PG,PG,SG
Isaiah Roby,22200711,2023-01-23,0,0.02496069,3000.0,3000.0,10.0,PF,PF,PF
Nerlens Noel,22200706,2023-01-23,0,0.017528174,3600.0,3600.0,10.0,C,C,C
Alex Caruso,22200708,2023-01-23,2,1.2837093,4000.0,4000.0,14.0,PG/SG,PG/SG,PG
Jalen Suggs,22200707,2023-01-23,2,1.7334285,3900.0,3900.0,10.0,PG,PG,PG
Kevin Knox II,22200706,2023-01-23,0,0.02496069,3000.0,3000.0,10.0,SF/PF,SF/PF,SF
Simone Fontecchio,22200710,2023-01-23,0,0.02496069,3000.0,3000.0,10.0,SF/PF,SF/PF,SF
Jae'Sean Tate,22200709,2023-01-23,1,1.3981142,4100.0,4100.0,10.0,PG/SF,PG/SF,PG
Collin Sexton,22200710,2023-01-23,3,2.7695599,4400.0,4400.0,16.0,PG/SG,PG/SG,PG
Thanasis Antetokounmpo,22200706,2023-01-23,1,0.98620933,3000.0,3000.0,10.0,PF,PF,PF
Nassir Little,22200711,2023-01-23,3,2.7420843,3200.0,3200.0,10.0,SF/PF,SF/PF,SF
Brandon Clarke,22200712,2023-01-23,0,0.1967746,4300.0,4300.0,16.0,PF/C,PF/C,C
TyTy Washington Jr.,22200709,2023-01-23,1,1.1228135,3000.0,3000.0,10.0,PG,PG,PG
Bruno Fernando,22200709,2023-01-23,2,1.7160867,3000.0,3000.0,10.0,C,C,C
Andre Drummond,22200708,2023-01-23,0,0.017528174,3000.0,3000.0,10.0,C,C,C
Aaron Holiday,22200708,2023-01-23,0,-0.017260844,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Matthew Dellavedova,22200712,2023-01-23,1,0.6700021,3000.0,3000.0,10.0,PG,PG,PG
Ziaire Williams,22200712,2023-01-23,2,1.6855673,3000.0,3000.0,10.0,SF,SF,SF
Ayo Dosunmu,22200708,2023-01-23,5,4.5157433,3500.0,3500.0,10.0,PG,PG,PG
James Bouknight,22200718,2023-01-24,0,0.02836731,3000.0,3000.0,10.0,PG/SG,PG/SG,SG
Kai Jones,22200718,2023-01-24,0,0.02496069,3000.0,3000.0,10.0,PF/C,PF/C,C
Andre Drummond,22200713,2023-01-24,0,0.02496069,3000.0,3000.0,10.0,C,C,C
Isaac Okoro,22200715,2023-01-24,5,3.2160168,3700.0,3700.0,10.0,SG/SF,SG/SF,SF
Dyson Daniels,22200716,2023-01-24,0,1.0751,4200.0,4200.0,11.0,SG/SF,SG/SF,SF
Damian Jones,22200719,2023-01-24,0,0.02836731,3000.0,3000.0,10.0,C,C,C
Terance Mann,22200719,2023-01-24,2,1.9105645,4500.0,4500.0,14.0,PG/SF,PG/SF,PG
Tim Hardaway Jr.,22200717,2023-01-24,3,2.7320147,5600.0,5600.0,18.0,SF,SF,SF
Dean Wade,22200715,2023-01-24,0,0.02836731,3000.0,3000.0,10.0,SF/PF,SF/PF,SF
Caleb Martin,22200714,2023-01-24,0,0.21451019,4100.0,4100.0,11.0,SF,SF,SF
Cedi Osman,22200715,2023-01-24,0,0.15789613,3300.0,3300.0,10.0,PF,PF,PF
Moussa Diabate,22200719,2023-01-24,0,0.032398015,3000.0,3000.0,10.0,PF/C,PF/C,PF
Isaiah Hartenstein,22200715,2023-01-24,4,3.3062904,3200.0,3200.0,10.0,C,C,C
Luke Kornet,22200714,2023-01-24,0,0.02496069,3400.0,3400.0,10.0,C,C,C
Aaron Gordon,22200716,2023-01-24,3,2.9589047,6700.0,6700.0,26.0,PF,PF,PF
Scotty Pippen Jr.,22200719,2023-01-24,1,0.96165067,3000.0,3000.0,10.0,PG,PG,PG
Victor Oladipo,22200714,2023-01-24,1,2.8571677,5200.0,5200.0,19.0,PG/SG,PG/SG,SG
Zeke Nnaji,22200716,2023-01-24,0,0.017528174,4000.0,4000.0,11.0,C,C,C
Isaiah Jackson,22200713,2023-01-24,1,1.1474013,3300.0,3300.0,10.0,C,C,C
Gabe Vincent,22200714,2023-01-24,3,3.3457596,3800.0,3800.0,11.0,PG/SG,PG/SG,PG
Delon Wright,22200717,2023-01-24,6,2.9866147,4200.0,4200.0,13.0,PG,PG,PG
Mason Plumlee,22200718,2023-01-24,4,3.6985693,6800.0,6800.0,25.0,C,C,C
Marcus Morris Sr.,22200719,2023-01-24,0,0.41627175,4700.0,4700.0,15.0,PF,PF,PF
Bradley Beal,22200717,2023-01-24,4,2.7442865,7300.0,7300.0,29.0,SG,SG,SG
Anthony Gill,22200717,2023-01-24,1,0.6813632,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
Aaron Nesmith,22200713,2023-01-24,2,1.9263029,3800.0,3800.0,10.0,SF/PF,SF/PF,PF
Theo Maledon,22200718,2023-01-24,0,0.022755995,3000.0,3000.0,10.0,PG,PG,PG
Derrick Jones Jr.,22200713,2023-01-24,0,0.017528174,3400.0,3400.0,10.0,PF/C,PF/C,C
Patrick Williams,22200713,2023-01-24,0,0.06471372,4700.0,4700.0,13.0,SF/PF,SF/PF,PF
Bryce McGowens,22200718,2023-01-24,3,2.6798675,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Davis Bertans,22200717,2023-01-24,0,0.017528174,3000.0,3000.0,10.0,PF,PF,PF
Christian Braun,22200716,2023-01-24,1,0.6910268,3000.0,3000.0,10.0,SG,SG,SG
Garrett Temple,22200716,2023-01-24,2,1.803046,3000.0,3000.0,10.0,PG/SF,PG/SF,SG
Lamar Stevens,22200715,2023-01-24,0,0.017528174,3000.0,3000.0,10.0,SF,SF,SF
Ayo Dosunmu,22200713,2023-01-24,3,2.1439745,3700.0,3700.0,10.0,PG,PG,PG
Wenyen Gabriel,22200719,2023-01-24,0,0.02496069,4400.0,4400.0,10.0,PF/C,PF/C,C
Juan Toscano-Anderson,22200719,2023-01-24,1,1.16505,3100.0,3100.0,10.0,PF,PF,PF
Dennis Smith Jr.,22200718,2023-01-24,3,1.6670079,4600.0,4600.0,13.0,PG,PG,PG
JT Thor,22200718,2023-01-24,0,0.02496069,3000.0,3000.0,10.0,PF,PF,PF
Dennis Schroder,22200719,2023-01-24,0,1.46129,5500.0,5500.0,20.0,PG,PG,PG
Nicolas Batum,22200719,2023-01-24,6,3.8432143,3600.0,3600.0,10.0,PF/C,PF/C,PF
Amir Coffey,22200719,2023-01-24,0,0.21821484,3000.0,3000.0,10.0,SG,SG,SG
Patrick Beverley,22200719,2023-01-24,4,3.0775614,3500.0,3500.0,10.0,PG/SG,PG/SG,SG
Jaxson Hayes,22200716,2023-01-24,3,2.664357,3200.0,3200.0,10.0,PF/C,PF/C,PF
Ivica Zubac,22200719,2023-01-24,0,0.41322365,5600.0,5600.0,19.0,C,C,C
Jalen Smith,22200713,2023-01-24,0,0.071153045,3200.0,3200.0,10.0,PF/C,PF/C,C
Troy Brown Jr.,22200719,2023-01-24,3,2.3983932,3800.0,3800.0,10.0,SF/PF,SF/PF,SF
Ricky Rubio,22200715,2023-01-24,2,1.7454772,3500.0,3500.0,10.0,PG,PG,PG
Orlando Robinson,22200714,2023-01-24,0,0.017528174,3000.0,3000.0,10.0,C,C,C
Josh Okogie,22200718,2023-01-24,2,2.1073291,3400.0,3400.0,14.0,SF,SF,PF
Taj Gibson,22200717,2023-01-24,0,0.17516226,3000.0,3000.0,10.0,C,C,C
Alex Caruso,22200713,2023-01-24,1,1.4666715,4000.0,4000.0,14.0,PG/SG,PG/SG,PG
Max Christie,22200719,2023-01-24,0,0.049930513,3200.0,3200.0,10.0,SG/SF,SG/SF,SG
Jock Landale,22200718,2023-01-24,3,2.753215,3700.0,3700.0,10.0,C,C,C
Saben Lee,22200718,2023-01-24,6,5.410691,3500.0,3500.0,10.0,PG,PG,PG
Miles McBride,22200715,2023-01-24,3,1.2803166,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Kevin Love,22200715,2023-01-24,1,1.3570198,3600.0,3600.0,12.0,PF/C,PF/C,C
Justin Jackson,22200714,2023-01-24,0,-0.02464994,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
Trevelin Queen,22200713,2023-01-24,1,1.0773244,3000.0,3000.0,10.0,PG/SG,PG/SG,SG
Torrey Craig,22200718,2023-01-24,1,1.3944203,4700.0,4700.0,11.0,PF,PF,PF
Josh Green,22200717,2023-01-24,1,0.95637864,3100.0,3100.0,10.0,SF,SF,SF
Zach LaVine,22200713,2023-01-24,4,4.359765,9200.0,9200.0,36.0,SG/SF,SG/SF,SG
Jericho Sims,22200715,2023-01-24,0,0.37788844,3900.0,3900.0,10.0,PF/C,PF/C,C
Jeff Green,22200716,2023-01-24,1,0.606211,3200.0,3200.0,10.0,PF/C,PF/C,PF
Sam Hauser,22200714,2023-01-24,2,1.6607494,3000.0,3000.0,10.0,SF/PF,SF/PF,SF
Blake Griffin,22200714,2023-01-24,1,1.0199361,3000.0,3000.0,10.0,C,C,C
Thomas Bryant,22200719,2023-01-24,0,0.017528174,5700.0,5700.0,22.0,C,C,C
Devonte' Graham,22200716,2023-01-24,2,1.9053309,3200.0,3200.0,10.0,PG/SG,PG/SG,SG
Vlatko Cancar,22200716,2023-01-24,1,1.2236605,3100.0,3100.0,10.0,SF/PF,SF/PF,PF
Cole Swider,22200719,2023-01-24,0,-0.026084077,3000.0,3000.0,10.0,SF/PF,SF/PF,SF
Will Barton,22200717,2023-01-24,3,2.5807028,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
Obi Toppin,22200715,2023-01-24,0,0.017528174,3300.0,3300.0,10.0,PF/C,PF/C,PF
Julius Randle,22200715,2023-01-24,4,1.9340951,10000.0,10000.0,45.0,PF,PF,PF
DeMar DeRozan,22200713,2023-01-24,3,2.8085995,9000.0,9000.0,38.0,SF/PF,SF/PF,SF
Mikal Bridges,22200718,2023-01-24,3,3.8415785,7200.0,7200.0,29.0,SF,SF,SF
Jonas Valanciunas,22200716,2023-01-24,0,0.54967916,6900.0,6900.0,24.0,C,C,C
Deni Avdija,22200717,2023-01-24,3,2.6567407,4000.0,4000.0,11.0,SF,SF,SF
Kyle Lowry,22200714,2023-01-24,8,5.56125,4800.0,4800.0,18.0,PG,PG,PG
Jarrett Allen,22200715,2023-01-24,1,1.4814222,6400.0,6400.0,26.0,C,C,C
Robert Williams III,22200714,2023-01-24,0,0.66544694,5800.0,5800.0,19.0,C,C,C
Bismack Biyombo,22200718,2023-01-24,4,2.9935515,3600.0,3600.0,13.0,C,C,C
Larry Nance Jr.,22200716,2023-01-24,0,1.1469247,4000.0,4000.0,12.0,PF/C,PF/C,C
P.J. Washington,22200718,2023-01-24,2,2.10295,6300.0,6300.0,23.0,PF,PF,PF
Immanuel Quickley,22200715,2023-01-24,6,4.823543,5200.0,5200.0,19.0,PG/SG,PG/SG,SG
Robert Covington,22200719,2023-01-24,1,1.1269027,3500.0,3500.0,10.0,PF/C,PF/C,C
Corey Kispert,22200717,2023-01-24,1,0.75900716,3100.0,3100.0,10.0,SG,SG,SG
Duane Washington Jr.,22200718,2023-01-24,2,2.6951773,4600.0,4600.0,10.0,SG,SG,SG
Jalen McDaniels,22200718,2023-01-24,2,0.31972167,5200.0,5200.0,16.0,SF/PF,SF/PF,SF
Kawhi Leonard,22200719,2023-01-24,3,2.4775348,10100.0,10100.0,39.0,SF/PF,SF/PF,SF
Nikola Jokic,22200716,2023-01-24,10,9.172375,11600.0,11600.0,58.0,C,C,C
Trey Murphy III,22200716,2023-01-24,1,1.2241759,5100.0,5100.0,15.0,SG/SF,SG/SF,SG
Bam Adebayo,22200714,2023-01-24,1,0.8487057,8100.0,8100.0,36.0,C,C,C
Darius Garland,22200715,2023-01-24,6,6.266206,8700.0,8700.0,36.0,PG,PG,PG
Chris Paul,22200718,2023-01-24,11,7.344889,7500.0,7500.0,29.0,PG,PG,PG
T.J. McConnell,22200713,2023-01-24,10,8.923514,6100.0,6100.0,25.0,PG,PG,PG
Buddy Hield,22200713,2023-01-24,4,2.727835,6200.0,6200.0,24.0,SG/SF,SG/SF,SF
Donovan Mitchell,22200715,2023-01-24,8,6.837345,8800.0,8800.0,36.0,PG/SG,PG/SG,SG
Spencer Dinwiddie,22200717,2023-01-24,8,7.355708,6500.0,6500.0,24.0,PG/SG,PG/SG,SG
LeBron James,22200719,2023-01-24,7,8.507709,11500.0,11500.0,50.0,PF/C,PF/C,PF
Paul George,22200719,2023-01-24,4,4.1871095,8600.0,8600.0,35.0,SG/SF,SG/SF,SG
Myles Turner,22200713,2023-01-24,0,0.2241815,7100.0,7100.0,28.0,C,C,C
Jayson Tatum,22200714,2023-01-24,7,6.495957,11100.0,11100.0,48.0,SF/PF,SF/PF,PF
Derrick White,22200714,2023-01-24,6,6.698809,5400.0,5400.0,13.0,PG/SG,PG/SG,SG
Nikola Vucevic,22200713,2023-01-24,5,2.7811456,8900.0,8900.0,36.0,C,C,C
Kyle Kuzma,22200717,2023-01-24,2,0.95810586,7900.0,7900.0,33.0,SF/PF,SF/PF,SF
Norman Powell,22200719,2023-01-24,4,3.6240003,5900.0,5900.0,19.0,SG/SF,SG/SF,SF
Luka Doncic,22200717,2023-01-24,6,7.6598477,12600.0,12600.0,58.0,PG,PG,PG
Herbert Jones,22200716,2023-01-24,1,0.79303473,4300.0,4300.0,17.0,SF,SF,SF
Tyler Herro,22200714,2023-01-24,6,5.6314397,6800.0,6800.0,28.0,PG/SG,PG/SG,SG
Cameron Johnson,22200718,2023-01-24,3,2.7350364,5100.0,5100.0,17.0,SF/PF,SF/PF,PF
Russell Westbrook,22200719,2023-01-24,5,6.2191753,8300.0,8300.0,32.0,PG,PG,PG
