player_name,game_id,game_date,y,y_pred,fanduel_salary,draftkings_salary,yahoo_salary,fanduel_position,draftkings_position,yahoo_position
Otto Porter Jr.,22000050,2020-12-29,1,0.9159533,5400.0,5400.0,18.0,SF/PF,SF/PF,SF
Meyers Leonard,22000051,2020-12-29,0,0.092928246,3400.0,3400.0,10.0,PF/C,PF/C,PF
Terance Mann,22000054,2020-12-29,3,2.1140926,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Isaiah Hartenstein,22000055,2020-12-29,1,1.1540544,3000.0,3000.0,10.0,C,C,PF
Jake Layman,22000054,2020-12-29,1,1.1044648,3300.0,3300.0,10.0,PF,PF,PF
Frank Ntilikina,22000046,2020-12-29,3,2.1695065,3100.0,3100.0,10.0,PG/SF,PG/SF,PG
Jaden McDaniels,22000054,2020-12-29,0,0.17214267,3200.0,3200.0,10.0,PF,PF,PF
Avery Bradley,22000051,2020-12-29,1,1.6460818,4200.0,4200.0,11.0,SG/SF,SG/SF,SG
Luguentz Dort,22000052,2020-12-29,0,0.17214267,4600.0,4600.0,14.0,SG/SF,SG/SF,SF
Daniel Gafford,22000050,2020-12-29,0,0.07715958,3000.0,3000.0,10.0,C,C,C
Mason Plumlee,22000047,2020-12-29,2,5.202759,5700.0,5700.0,16.0,C,C,C
Matisse Thybulle,22000049,2020-12-29,0,0.07715958,3300.0,3300.0,10.0,SF,SF,SF
Markus Howard,22000055,2020-12-29,0,0.17214267,3000.0,3000.0,10.0,PG,PG,SG
Sindarius Thornwell,22000053,2020-12-29,0,0.17214267,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
Jevon Carter,22000053,2020-12-29,1,1.8967134,3100.0,3100.0,10.0,PG/SG,PG/SG,SG
Maurice Harkless,22000051,2020-12-29,0,0.17214267,3200.0,3200.0,10.0,SF/PF,SF/PF,PF
Cedi Osman,22000046,2020-12-29,3,1.956261,5100.0,5100.0,15.0,SF/PF,SF/PF,PF
Michael Porter Jr.,22000055,2020-12-29,1,1.0922453,6400.0,6400.0,25.0,SF/PF,SF/PF,SF
Deandre Ayton,22000053,2020-12-29,0,0.092928246,7400.0,7400.0,31.0,C,C,C
Khris Middleton,22000051,2020-12-29,5,4.1584945,7700.0,7700.0,33.0,SF,SF,SF
Dwayne Bacon,22000052,2020-12-29,0,0.07715958,3100.0,3100.0,10.0,SF,SF,SG
Deni Avdija,22000050,2020-12-29,4,2.6474767,4600.0,4600.0,12.0,SF/PF,SF/PF,PF
Nikola Jokic,22000055,2020-12-29,12,7.8498373,10200.0,10200.0,47.0,C,C,C
Andre Drummond,22000046,2020-12-29,2,3.211072,8700.0,8700.0,45.0,C,C,C
Isaiah Roby,22000052,2020-12-29,0,0.17214267,3000.0,3000.0,10.0,C,C,C
Nikola Vucevic,22000052,2020-12-29,5,3.4449034,8300.0,8300.0,38.0,C,C,C
Stephen Curry,22000047,2020-12-29,6,4.4403896,9600.0,9600.0,45.0,PG,PG,PG
Giannis Antetokounmpo,22000051,2020-12-29,6,3.898207,10800.0,10800.0,50.0,PF/C,PF/C,PF
Shai Gilgeous-Alexander,22000052,2020-12-29,7,3.8947663,8100.0,8100.0,35.0,PG,PG,PG
De'Aaron Fox,22000055,2020-12-29,9,5.436863,7600.0,7600.0,36.0,PG,PG,PG
Hamidou Diallo,22000052,2020-12-29,0,0.092928246,3800.0,3800.0,10.0,SG/SF,SG/SF,SG
Ricky Rubio,22000054,2020-12-29,5,4.5852647,5500.0,5500.0,18.0,PG,PG,PG
Damian Jones,22000053,2020-12-29,0,0.07715958,3000.0,3000.0,10.0,C,C,C
Buddy Hield,22000055,2020-12-29,3,2.631148,6800.0,6800.0,24.0,SG/SF,SG/SF,SG
Victor Oladipo,22000048,2020-12-29,6,2.2127492,6400.0,6400.0,22.0,PG/SG,PG/SG,SG
Russell Westbrook,22000050,2020-12-29,11,4.328212,9700.0,9700.0,45.0,PG,PG,PG
Zach LaVine,22000050,2020-12-29,6,2.653801,8400.0,8400.0,37.0,SG,SG,SG
Domantas Sabonis,22000048,2020-12-29,8,5.052198,8600.0,8600.0,42.0,PF/C,PF/C,PF
Jayson Tatum,22000048,2020-12-29,4,2.9239748,8800.0,8800.0,43.0,SF/PF,SF/PF,PF
Julius Randle,22000046,2020-12-29,11,7.7451706,8200.0,8200.0,32.0,PF/C,PF/C,PF
Seth Curry,22000049,2020-12-29,4,3.04931,5000.0,5000.0,14.0,SG,SG,SG
Joel Embiid,22000049,2020-12-29,4,2.1898694,9800.0,9800.0,47.0,C,C,C
OG Anunoby,22000049,2020-12-29,2,2.3003178,5200.0,5200.0,21.0,SF/PF,SF/PF,SF
Bradley Beal,22000050,2020-12-29,3,3.155305,9300.0,9300.0,40.0,SG,SG,SG
Jerami Grant,22000047,2020-12-29,1,0.97328275,6500.0,6500.0,20.0,SF/PF,SF/PF,SF
Andrew Wiggins,22000047,2020-12-29,3,2.6068463,6400.0,6400.0,24.0,SG/SF,SG/SF,SG
Jaylen Brown,22000048,2020-12-29,2,3.2368808,7500.0,7500.0,33.0,SG/SF,SG/SF,SF
Tobias Harris,22000049,2020-12-29,3,2.611741,7000.0,7000.0,27.0,SF/PF,SF/PF,PF
Thomas Bryant,22000050,2020-12-29,2,2.7193644,6800.0,6800.0,19.0,C,C,C
Bam Adebayo,22000051,2020-12-29,4,2.512575,8000.0,8000.0,34.0,C,C,C
Kyle Lowry,22000049,2020-12-29,9,6.062177,7500.0,7500.0,33.0,PG,PG,PG
Jrue Holiday,22000051,2020-12-29,7,5.42683,6700.0,6700.0,30.0,PG,PG,PG
Eric Bledsoe,22000053,2020-12-29,2,3.5950987,5900.0,5900.0,20.0,PG/SG,PG/SG,SG
Chuma Okeke,22000052,2020-12-29,1,0.9337175,3400.0,3400.0,10.0,PF/C,PF/C,PF
Thanasis Antetokounmpo,22000051,2020-12-29,4,2.1645947,3000.0,3000.0,10.0,PF,PF,SF
Patrick Beverley,22000054,2020-12-29,1,2.45957,4900.0,4900.0,10.0,PG,PG,PG
JaVale McGee,22000046,2020-12-29,0,0.092928246,3800.0,3800.0,10.0,C,C,C
Amir Coffey,22000054,2020-12-29,1,2.3568652,3000.0,3000.0,10.0,SF,SF,SF
Harrison Barnes,22000055,2020-12-29,8,4.835603,5300.0,5300.0,21.0,SF/PF,SF/PF,SF
Lou Williams,22000054,2020-12-29,5,2.0532184,5100.0,5100.0,18.0,PG/SG,PG/SG,SG
Lauri Markkanen,22000050,2020-12-29,0,0.13433684,6600.0,6600.0,25.0,PF,PF,PF
Juancho Hernangomez,22000054,2020-12-29,0,0.07715958,3600.0,3600.0,10.0,PF,PF,PF
Jordan Nwora,22000051,2020-12-29,0,0.07715958,3000.0,3000.0,10.0,SF/PF,SF/PF,SF
Garrett Temple,22000050,2020-12-29,2,1.1179848,3200.0,3200.0,10.0,SG/SF,SG/SF,SG
Norman Powell,22000049,2020-12-29,1,1.1714947,4400.0,4400.0,11.0,SG/SF,SG/SF,SF
Paul George,22000054,2020-12-29,5,4.23142,8500.0,8500.0,33.0,SG,SG,SG
Luke Kennard,22000054,2020-12-29,4,2.0278308,4500.0,4500.0,12.0,SG/SF,SG/SF,SF
Mitchell Robinson,22000046,2020-12-29,0,0.07715958,5600.0,5600.0,18.0,C,C,C
Malik Beasley,22000054,2020-12-29,0,0.092928246,5900.0,5900.0,18.0,SG/SF,SG/SF,SG
D'Angelo Russell,22000054,2020-12-29,4,4.0228324,7600.0,7600.0,30.0,PG/SG,PG/SG,SG
Monte Morris,22000055,2020-12-29,4,0.91547585,4000.0,4000.0,10.0,PG,PG,PG
Khem Birch,22000052,2020-12-29,0,0.092928246,3300.0,3300.0,10.0,C,C,PF
Cameron Johnson,22000053,2020-12-29,0,0.25751966,4400.0,4400.0,13.0,SF/PF,SF/PF,SF
Will Barton,22000055,2020-12-29,1,3.1623168,6000.0,6000.0,18.0,SG/SF,SG/SF,SF
Jaxson Hayes,22000053,2020-12-29,1,1.3722799,3200.0,3200.0,10.0,C,C,C
Brook Lopez,22000051,2020-12-29,0,0.07715958,4700.0,4700.0,18.0,C,C,C
Collin Sexton,22000046,2020-12-29,4,2.841246,6900.0,6900.0,30.0,PG/SG,PG/SG,SG
Tyler Herro,22000051,2020-12-29,7,3.7245762,5700.0,5700.0,21.0,PG/SG,PG/SG,SG
Marvin Bagley III,22000055,2020-12-29,1,1.1739397,5400.0,5400.0,25.0,PF/C,PF/C,PF
Mikal Bridges,22000053,2020-12-29,0,0.11559376,6200.0,6200.0,19.0,SF,SF,SF
Marcus Smart,22000048,2020-12-29,5,6.188408,6500.0,6500.0,22.0,PG,PG,SG
Aron Baynes,22000049,2020-12-29,1,2.0239003,4800.0,4800.0,16.0,C,C,C
Tristan Thompson,22000048,2020-12-29,1,1.3229167,4900.0,4900.0,19.0,C,C,C
Wendell Carter Jr.,22000050,2020-12-29,3,1.7965657,6100.0,6100.0,19.0,C,C,C
RJ Barrett,22000046,2020-12-29,2,3.8807428,7100.0,7100.0,21.0,SG/SF,SG/SF,SG
PJ Dozier,22000055,2020-12-29,1,1.958091,3800.0,3800.0,10.0,SG/SF,SG/SF,PG
Kendrick Nunn,22000051,2020-12-29,6,2.0078654,4000.0,4000.0,10.0,PG/SG,PG/SG,PG
Nickeil Alexander-Walker,22000053,2020-12-29,4,2.0712893,3500.0,3500.0,10.0,PG/SG,PG/SG,SG
Cameron Payne,22000053,2020-12-29,7,4.7613497,4800.0,4800.0,10.0,PG,PG,PG
Derrick Rose,22000047,2020-12-29,7,5.976039,6000.0,6000.0,22.0,PG,PG,PG
Evan Fournier,22000052,2020-12-29,2,2.9883282,5600.0,5600.0,20.0,SG,SG,SG
Josh Jackson,22000047,2020-12-29,3,2.0969563,4500.0,4500.0,10.0,SF,SF,PF
Dario Saric,22000053,2020-12-29,1,0.17214267,4100.0,4100.0,18.0,PF,PF,PF
Nicolo Melli,22000053,2020-12-29,1,2.0564542,3000.0,3000.0,10.0,PF,PF,PF
Ben Simmons,22000049,2020-12-29,7,6.6416554,8900.0,8900.0,39.0,PG/SF,PG/SF,PG
Kevin Knox II,22000046,2020-12-29,0,0.092928246,4000.0,4000.0,10.0,SF/PF,SF/PF,PF
Richaun Holmes,22000055,2020-12-29,3,2.03811,5000.0,5000.0,17.0,C,C,C
Aleksej Pokusevski,22000052,2020-12-29,3,2.0455844,3100.0,3100.0,11.0,PF,PF,PF
Jarrett Culver,22000054,2020-12-29,0,0.11559376,4500.0,4500.0,10.0,SG/SF,SG/SF,SF
Troy Brown Jr.,22000050,2020-12-29,2,1.8805486,4200.0,4200.0,12.0,SG/SF,SG/SF,SF
Mychal Mulder,22000047,2020-12-29,0,0.07715958,3000.0,3000.0,10.0,SG,SG,PG
Raul Neto,22000050,2020-12-29,0,0.18947034,4700.0,4700.0,12.0,PG/SG,PG/SG,PG
Goran Dragic,22000051,2020-12-29,1,5.996434,5800.0,5800.0,24.0,PG,PG,PG
Pascal Siakam,22000049,2020-12-29,0,3.0304036,8200.0,8200.0,31.0,PF,PF,PF
Josh Hart,22000053,2020-12-29,0,0.09062582,4800.0,4800.0,12.0,SF,SF,SF
Aaron Holiday,22000048,2020-12-29,2,2.1061704,3800.0,3800.0,12.0,PG/SG,PG/SG,PG
T.J. McConnell,22000048,2020-12-29,3,5.818209,3700.0,3700.0,10.0,PG,PG,PG
Gary Harris,22000055,2020-12-29,0,0.5024476,4300.0,4300.0,10.0,SG/SF,SG/SF,SG
Max Strus,22000051,2020-12-29,1,1.8867372,3000.0,3000.0,10.0,SG,SG,SG
Darius Garland,22000046,2020-12-29,6,4.757476,5900.0,5900.0,21.0,PG,PG,PG
Lonzo Ball,22000053,2020-12-29,1,2.2192233,6600.0,6600.0,26.0,PG,PG,PG
Brandon Ingram,22000053,2020-12-29,6,4.7548566,8200.0,8200.0,36.0,SF/PF,SF/PF,SF
Fred VanVleet,22000049,2020-12-29,6,5.7724957,7400.0,7400.0,32.0,PG/SG,PG/SG,SG
Kelly Oubre Jr.,22000047,2020-12-29,0,0.22626366,5700.0,5700.0,21.0,SF/PF,SF/PF,SF
Donte DiVincenzo,22000051,2020-12-29,2,2.4159074,4800.0,4800.0,12.0,PG/SG,PG/SG,SG
KZ Okpala,22000051,2020-12-29,0,0.17214267,3000.0,3000.0,10.0,SF,SF,SF
Myles Turner,22000048,2020-12-29,0,0.36541948,6000.0,6000.0,22.0,C,C,C
Chris Paul,22000053,2020-12-29,9,4.3425045,7100.0,7100.0,33.0,PG,PG,PG
Damyean Dotson,22000046,2020-12-29,2,1.839105,3100.0,3100.0,10.0,SG,SG,SG
T.J. Warren,22000048,2020-12-29,0,0.039353758,5900.0,5900.0,27.0,SF/PF,SF/PF,SF
Markelle Fultz,22000052,2020-12-29,10,7.1841793,6100.0,6100.0,21.0,PG,PG,PG
Nerlens Noel,22000046,2020-12-29,0,0.11559376,3200.0,3200.0,10.0,C,C,C
Juan Toscano-Anderson,22000047,2020-12-29,4,2.0700173,3100.0,3100.0,10.0,PF,PF,SF
Kelly Olynyk,22000051,2020-12-29,2,2.0052457,3800.0,3800.0,10.0,PF/C,PF/C,C
Damion Lee,22000047,2020-12-29,0,0.6440361,4100.0,4100.0,10.0,PG/SG,PG/SG,SG
Payton Pritchard,22000048,2020-12-29,5,2.0671992,3500.0,3500.0,10.0,PG,PG,PG
Ed Davis,22000054,2020-12-29,1,2.4518483,3400.0,3400.0,10.0,C,C,C
Matt Thomas,22000049,2020-12-29,0,0.17214267,3900.0,3900.0,10.0,SG,SG,SG
Anthony Edwards,22000054,2020-12-29,0,1.4852054,5400.0,5400.0,18.0,SG/SF,SG/SF,SF
Jarred Vanderbilt,22000054,2020-12-29,1,4.1012354,3900.0,3900.0,10.0,PF,PF,SF
Mike Scott,22000049,2020-12-29,0,0.039353758,3200.0,3200.0,10.0,PF,PF,PF
Steven Adams,22000053,2020-12-29,1,1.0558947,5800.0,5800.0,19.0,C,C,C
Cole Anthony,22000052,2020-12-29,3,4.807563,4200.0,4200.0,12.0,PG/SG,PG/SG,PG
D.J. Wilson,22000051,2020-12-29,0,0.11559376,3300.0,3300.0,10.0,PF/C,PF/C,PF
Josh Hall,22000052,2020-12-29,0,0.092928246,3000.0,3000.0,10.0,SG,SG,SF
Kira Lewis Jr.,22000053,2020-12-29,1,0.092928246,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Chandler Hutchison,22000050,2020-12-29,0,0.07715958,3300.0,3300.0,10.0,SF,SF,SF
Brad Wanamaker,22000047,2020-12-29,2,2.13418,3400.0,3400.0,10.0,PG,PG,PG
Shake Milton,22000049,2020-12-29,2,2.500007,4900.0,4900.0,10.0,PG/SG,PG/SG,PG
Justin Holiday,22000048,2020-12-29,0,0.11559376,3900.0,3900.0,11.0,SG/SF,SG/SF,SF
Zeke Nnaji,22000055,2020-12-29,0,0.17214267,3000.0,3000.0,10.0,PF/C,PF/C,PF
Alex Len,22000049,2020-12-29,2,2.1651833,3000.0,3000.0,10.0,C,C,C
Blake Griffin,22000047,2020-12-29,3,2.98552,6900.0,6900.0,29.0,PF/C,PF/C,PF
Isaiah Stewart,22000047,2020-12-29,1,1.0369986,3000.0,3000.0,10.0,C,C,C
Sekou Doumbouya,22000047,2020-12-29,0,0.4086672,3400.0,3400.0,10.0,SF/PF,SF/PF,SF
Jordan Poole,22000047,2020-12-29,0,0.15166451,3300.0,3300.0,10.0,PG/SG,PG/SG,PG
Robin Lopez,22000050,2020-12-29,0,0.07715958,3300.0,3300.0,10.0,C,C,C
Frank Kaminsky,22000053,2020-12-29,0,0.092928246,3000.0,3000.0,10.0,C,C,C
Aaron Gordon,22000052,2020-12-29,2,2.627946,6300.0,6300.0,27.0,PF,PF,PF
Devin Booker,22000053,2020-12-29,3,2.821984,9100.0,9100.0,41.0,SG,SG,SG
Isaac Bonga,22000050,2020-12-29,0,0.57327354,3600.0,3600.0,10.0,SF,SF,SF
Facundo Campazzo,22000055,2020-12-29,5,2.0922933,3000.0,3000.0,10.0,PG/SG,PG/SG,SG
Ivica Zubac,22000054,2020-12-29,1,1.3229167,5200.0,5200.0,15.0,C,C,C
Duncan Robinson,22000051,2020-12-29,1,1.8174567,5000.0,5000.0,13.0,SG,SG,SG
Ty-Shon Alexander,22000053,2020-12-29,1,2.0133135,3000.0,3000.0,10.0,PG/SG,PG/SG,SG
Theo Maledon,22000052,2020-12-29,3,2.237869,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Pat Connaughton,22000051,2020-12-29,3,1.7745905,3200.0,3200.0,10.0,SF,SF,SF
Javonte Green,22000048,2020-12-29,1,2.0028577,3000.0,3000.0,10.0,SG,SG,SG
Justin Jackson,22000052,2020-12-29,3,1.9683712,3000.0,3000.0,10.0,SF,SF,SF
Kevon Looney,22000047,2020-12-29,4,2.749166,3800.0,3800.0,10.0,C,C,C
Cory Joseph,22000055,2020-12-29,2,2.4953878,4200.0,4200.0,10.0,PG,PG,PG
Sam Merrill,22000051,2020-12-29,1,0.86838835,3000.0,3000.0,10.0,SG,SG,SG
Stanley Johnson,22000049,2020-12-29,0,0.17214267,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
Bol Bol,22000055,2020-12-29,0,0.07715958,3000.0,3000.0,10.0,C,C,PF
Daniel Theis,22000048,2020-12-29,1,2.0328264,4500.0,4500.0,14.0,PF/C,PF/C,C
JJ Redick,22000053,2020-12-29,0,0.34052885,4200.0,4200.0,10.0,SG/SF,SG/SF,SG
Daniel Oturu,22000054,2020-12-29,1,2.1474385,3000.0,3000.0,10.0,C,C,C
Garrison Mathews,22000050,2020-12-29,0,0.17214267,3000.0,3000.0,10.0,SG,SG,SG
Davis Bertans,22000050,2020-12-29,2,2.0767124,5000.0,5000.0,18.0,PF,PF,SF
James Wiseman,22000047,2020-12-29,1,2.1062999,5900.0,5900.0,22.0,C,C,C
Dante Exum,22000046,2020-12-29,2,3.7986763,3300.0,3300.0,10.0,PG,PG,SG
Doug McDermott,22000048,2020-12-29,1,2.6212454,4400.0,4400.0,10.0,SF/PF,SF/PF,PF
Hassan Whiteside,22000055,2020-12-29,0,0.17214267,3700.0,3700.0,17.0,C,C,C
Tyrese Haliburton,22000055,2020-12-29,6,4.253165,4800.0,4800.0,14.0,PG/SG,PG/SG,SG
Danny Green,22000049,2020-12-29,0,0.9334429,3500.0,3500.0,10.0,SG/SF,SG/SF,SG
Nicolas Batum,22000054,2020-12-29,3,4.319603,4500.0,4500.0,12.0,SF/PF,SF/PF,PF
Elfrid Payton,22000046,2020-12-29,7,4.9168897,5500.0,5500.0,16.0,PG,PG,PG
Dwight Howard,22000049,2020-12-29,0,0.07715958,4600.0,4600.0,11.0,C,C,C
Nemanja Bjelica,22000055,2020-12-29,1,1.4861075,4100.0,4100.0,12.0,PF/C,PF/C,PF
Jeff Teague,22000048,2020-12-29,2,2.7932749,4300.0,4300.0,16.0,PG/SG,PG/SG,PG
Paul Millsap,22000055,2020-12-29,2,2.6374345,5300.0,5300.0,13.0,PF/C,PF/C,PF
Saddiq Bey,22000047,2020-12-29,0,0.17214267,3200.0,3200.0,10.0,SF/PF,SF/PF,SF
Kenrich Williams,22000052,2020-12-29,0,0.20088093,3300.0,3300.0,10.0,PF,PF,PF
Svi Mykhailiuk,22000047,2020-12-29,0,0.76498926,3500.0,3500.0,10.0,SG,SG,SG
Tomas Satoransky,22000050,2020-12-29,6,5.8269043,3500.0,3500.0,13.0,PG,PG,PG
Reggie Jackson,22000054,2020-12-29,4,2.8494153,4000.0,4000.0,10.0,PG,PG,PG
Chris Boucher,22000049,2020-12-29,0,0.11559376,5800.0,5800.0,14.0,PF/C,PF/C,C
Larry Nance Jr.,22000046,2020-12-29,3,3.7882442,6300.0,6300.0,24.0,PF/C,PF/C,C
Terrence Ross,22000052,2020-12-29,1,1.9945153,5300.0,5300.0,19.0,SG/SF,SG/SF,SF
Jae Crowder,22000053,2020-12-29,1,1.0965388,4900.0,4900.0,16.0,SF/PF,SF/PF,PF
Mfiondu Kabengele,22000054,2020-12-29,0,0.07715958,3000.0,3000.0,10.0,PF/C,PF/C,C
D.J. Augustin,22000051,2020-12-29,2,2.0299613,3600.0,3600.0,10.0,PG,PG,PG
Dean Wade,22000046,2020-12-29,0,0.17214267,3000.0,3000.0,10.0,PF,PF,PG
R.J. Hampton,22000055,2020-12-29,0,0.17214267,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Coby White,22000050,2020-12-29,6,6.0037913,6500.0,6500.0,23.0,PG/SG,PG/SG,PG
Patrick Williams,22000050,2020-12-29,2,2.3919976,4800.0,4800.0,11.0,SF/PF,SF/PF,PF
Delon Wright,22000047,2020-12-29,3,3.9481714,4800.0,4800.0,11.0,PG/SG,PG/SG,SG
Naz Reid,22000054,2020-12-29,1,1.0394998,5100.0,5100.0,13.0,PF/C,PF/C,C
Tyrese Maxey,22000049,2020-12-29,1,2.0384598,3100.0,3100.0,10.0,PG,PG,PG
Jordan McLaughlin,22000054,2020-12-29,9,1.9656549,3000.0,3000.0,10.0,PG,PG,PG
Willy Hernangomez,22000053,2020-12-29,1,2.3619068,3000.0,3000.0,10.0,C,C,C
Carsen Edwards,22000056,2020-12-30,2,2.0455844,3000.0,3000.0,10.0,PG,PG,PG
Tyus Jones,22000056,2020-12-30,2,1.2983602,5200.0,5200.0,10.0,PG,PG,PG
Rudy Gay,22000060,2020-12-30,1,1.2276504,5200.0,5200.0,19.0,SF/PF,SF/PF,SF
Robert Covington,22000061,2020-12-30,1,2.6212454,4700.0,4700.0,21.0,PF,PF,PF
Patrick Patterson,22000061,2020-12-30,0,0.17214267,3600.0,3600.0,10.0,PF/C,PF/C,PF
Gordon Hayward,22000059,2020-12-30,3,5.297864,7200.0,7200.0,33.0,SF/PF,SF/PF,SF
Devonte' Graham,22000059,2020-12-30,5,6.420785,6600.0,6600.0,27.0,PG,PG,PG
Caris LeVert,22000057,2020-12-30,8,8.414762,6900.0,6900.0,27.0,PG/SG,PG/SG,SG
Kevin Huerter,22000057,2020-12-30,4,2.5194492,4600.0,4600.0,16.0,SG/SF,SG/SF,SG
Montrezl Harrell,22000060,2020-12-30,1,1.0381889,7000.0,7000.0,21.0,PF/C,PF/C,C
Tre Jones,22000060,2020-12-30,0,0.092928246,3000.0,3000.0,10.0,PG,PG,PG
Keita Bates-Diop,22000060,2020-12-30,0,0.17214267,3000.0,3000.0,10.0,SF,SF,SF
Reggie Jackson,22000061,2020-12-30,2,1.1436249,4000.0,4000.0,10.0,PG,PG,PG
Maurice Harkless,22000058,2020-12-30,0,0.17214267,3200.0,3200.0,10.0,SF/PF,SF/PF,PF
Luka Samanic,22000060,2020-12-30,0,0.092928246,3000.0,3000.0,10.0,PF,PF,PF
Aaron Nesmith,22000056,2020-12-30,1,2.0133135,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Brandon Clarke,22000056,2020-12-30,1,1.1673586,5100.0,5100.0,16.0,PF/C,PF/C,PF
Dorian Finney-Smith,22000059,2020-12-30,0,0.039353758,4500.0,4500.0,14.0,SF/PF,SF/PF,PF
Precious Achiuwa,22000058,2020-12-30,0,0.17214267,3000.0,3000.0,10.0,PF/C,PF/C,PF
Tremont Waters,22000056,2020-12-30,2,1.5871813,3000.0,3000.0,10.0,PG,PG,PG
Kyle Anderson,22000056,2020-12-30,9,3.1581006,6000.0,6000.0,17.0,SF/PF,SF/PF,SF
Derrick Jones Jr.,22000061,2020-12-30,0,0.11559376,3600.0,3600.0,10.0,SF,SF,SF
John Konchar,22000056,2020-12-30,5,1.877253,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Avery Bradley,22000058,2020-12-30,0,1.5499455,4000.0,4000.0,11.0,SG/SF,SG/SF,SG
Brook Lopez,22000058,2020-12-30,0,0.07715958,4700.0,4700.0,18.0,C,C,C
Kelly Olynyk,22000058,2020-12-30,4,2.1197593,3500.0,3500.0,10.0,PF/C,PF/C,C
Bruno Fernando,22000057,2020-12-30,0,0.07715958,3100.0,3100.0,10.0,C,C,C
Taurean Prince,22000057,2020-12-30,1,1.9594992,3500.0,3500.0,11.0,SF/PF,SF/PF,PF
Anfernee Simons,22000061,2020-12-30,0,0.092928246,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Quinn Cook,22000060,2020-12-30,0,0.07715958,3000.0,3000.0,10.0,PG,PG,PG
Kentavious Caldwell-Pope,22000060,2020-12-30,2,1.8872186,4900.0,4900.0,11.0,SG/SF,SG/SF,SF
Patrick Beverley,22000061,2020-12-30,0,0.05512242,5000.0,5000.0,10.0,PG,PG,PG
Luke Kennard,22000061,2020-12-30,1,2.521506,4700.0,4700.0,12.0,SG/SF,SG/SF,SF
Giannis Antetokounmpo,22000058,2020-12-30,10,4.0885777,10800.0,10800.0,50.0,PF/C,PF/C,PF
Nick Richards,22000059,2020-12-30,0,0.092928246,3000.0,3000.0,10.0,C,C,C
Harry Giles III,22000061,2020-12-30,0,0.11559376,3000.0,3000.0,10.0,C,C,C
Markieff Morris,22000060,2020-12-30,1,0.5058213,3700.0,3700.0,10.0,PF/C,PF/C,PF
Joe Harris,22000057,2020-12-30,2,2.0041075,5100.0,5100.0,13.0,SG/SF,SG/SF,SF
Bismack Biyombo,22000059,2020-12-30,4,3.4133098,4800.0,4800.0,11.0,C,C,C
Payton Pritchard,22000056,2020-12-30,3,2.5241497,3400.0,3400.0,10.0,PG,PG,PG
Clint Capela,22000057,2020-12-30,0,0.092928246,5900.0,5900.0,24.0,C,C,C
Bogdan Bogdanovic,22000057,2020-12-30,1,1.8531299,4800.0,4800.0,21.0,PG/SG,PG/SG,SG
Cam Reddish,22000057,2020-12-30,1,1.0034047,4400.0,4400.0,18.0,SG/SF,SG/SF,SF
Sean McDermott,22000056,2020-12-30,2,0.9870807,3000.0,3000.0,10.0,SF,SF,SG
