player_name,game_id,game_date,y,y_pred
Allen Crabbe,21600843,2017-02-15,0,0.069918185
Tony Snell,21600838,2017-02-15,3,3.044929
DeMarre Carroll,21600837,2017-02-15,4,4.1216755
JaMychal Green,21600840,2017-02-15,1,0.9494109
Solomon Hill,21600840,2017-02-15,1,1.4698724
Tyson Chandler,21600844,2017-02-15,0,0.0600193
Langston Galloway,21600840,2017-02-15,0,0.0821199
Jamal Crawford,21600846,2017-02-15,4,4.128852
Kevon Looney,21600847,2017-02-15,1,1.0440743
Toney Douglas,21600840,2017-02-15,3,2.7980382
Jeff Teague,21600835,2017-02-15,11,11.037415
Brandon Rush,21600842,2017-02-15,1,1.0583683
Ron Baker,21600845,2017-02-15,2,1.9286186
Jusuf Nurkic,21600843,2017-02-15,1,0.9824254
Andre Iguodala,21600847,2017-02-15,3,2.3562129
Victor Oladipo,21600845,2017-02-15,2,1.1610829
Kentavious Caldwell-Pope,21600839,2017-02-15,1,0.4471341
Trevor Booker,21600838,2017-02-15,3,2.526433
Chandler Parsons,21600840,2017-02-15,1,1.5547127
Kosta Koufos,21600847,2017-02-15,0,0.08183257
Justin Holiday,21600845,2017-02-15,2,2.034195
Dejounte Murray,21600834,2017-02-15,0,0.06625052
Jahlil Okafor,21600836,2017-02-15,2,2.0053396
Mike Dunleavy,21600846,2017-02-15,0,0.069918185
Mike Tobey,21600837,2017-02-15,0,0.165168
Brandon Bass,21600846,2017-02-15,0,0.06625052
James Jones,21600835,2017-02-15,0,0.06625052
Willie Cauley-Stein,21600847,2017-02-15,1,0.66127753
Danny Green,21600834,2017-02-15,0,0.13356005
Tyler Zeller,21600836,2017-02-15,1,1.1668459
Gerald Green,21600836,2017-02-15,1,1.1031243
Nerlens Noel,21600836,2017-02-15,3,2.9519868
Kay Felder,21600835,2017-02-15,0,0.06625052
Buddy Hield,21600840,2017-02-15,1,1.0572494
James Michael McAdoo,21600847,2017-02-15,0,0.06041656
Kevin Seraphin,21600835,2017-02-15,1,1.0440743
Michael Beasley,21600838,2017-02-15,0,0.06368697
Gary Harris,21600842,2017-02-15,2,2.184662
Randy Foye,21600838,2017-02-15,1,1.069156
Andre Drummond,21600839,2017-02-15,3,3.0168698
Anthony Davis,21600840,2017-02-15,2,1.9569237
Mason Plumlee,21600842,2017-02-15,3,3.2080643
Nemanja Bjelica,21600842,2017-02-15,1,1.11938
Jordan Clarkson,21600844,2017-02-15,0,0.39611506
Courtney Lee,21600845,2017-02-15,1,0.97832644
Rashad Vaughn,21600838,2017-02-15,1,0.82111675
Rakeem Christmas,21600835,2017-02-15,0,0.06625052
Austin Rivers,21600846,2017-02-15,4,4.1742244
Gordon Hayward,21600843,2017-02-15,7,6.1645265
Yogi Ferrell,21600839,2017-02-15,3,3.0124846
Gorgui Dieng,21600842,2017-02-15,2,2.0400863
D.J. Augustin,21600834,2017-02-15,1,1.2479172
Lamar Patterson,21600846,2017-02-15,3,2.9418561
Raul Neto,21600843,2017-02-15,0,0.051167954
Nene,21600841,2017-02-15,1,1.0431892
Boris Diaw,21600843,2017-02-15,0,0.25025624
Khris Middleton,21600838,2017-02-15,7,6.8507495
Joe Ingles,21600843,2017-02-15,3,3.3383024
Aron Baynes,21600839,2017-02-15,0,0.06041656
Kelly Olynyk,21600836,2017-02-15,3,2.6958685
Aaron Gordon,21600834,2017-02-15,2,1.7914755
Kris Humphries,21600846,2017-02-15,0,0.08795385
Derrick Williams,21600835,2017-02-15,2,1.9970798
James Young,21600836,2017-02-15,0,0.06625052
Tobias Harris,21600839,2017-02-15,1,1.0418086
Al Horford,21600836,2017-02-15,2,3.4718063
Brian Roberts,21600837,2017-02-15,0,0.27641603
Thon Maker,21600838,2017-02-15,1,1.1098965
Kyle Lowry,21600837,2017-02-15,6,5.665257
Tyreke Evans,21600840,2017-02-15,4,4.102071
Marcelo Huertas,21600844,2017-02-15,1,1.1763234
Spencer Dinwiddie,21600838,2017-02-15,8,6.9028883
Dorian Finney-Smith,21600839,2017-02-15,0,0.06041656
Dewayne Dedmon,21600834,2017-02-15,1,0.95612985
Marquese Chriss,21600844,2017-02-15,0,0.12231975
Shaun Livingston,21600847,2017-02-15,1,1.4427305
Malcolm Delaney,21600846,2017-02-15,1,1.5951939
Trevor Ariza,21600841,2017-02-15,2,1.7225254
Paul Millsap,21600846,2017-02-15,1,1.7072508
Kristaps Porzingis,21600845,2017-02-15,1,1.1326665
Kyle O'Quinn,21600845,2017-02-15,0,0.10919639
Paul George,21600835,2017-02-15,3,2.6712284
Sergio Rodriguez,21600836,2017-02-15,5,5.125823
Wesley Johnson,21600846,2017-02-15,0,0.06625052
Treveon Graham,21600837,2017-02-15,0,0.06625052
Kris Dunn,21600842,2017-02-15,5,5.9979944
Shabazz Napier,21600843,2017-02-15,2,1.9948132
Jeff Green,21600834,2017-02-15,2,2.004789
Dwight Howard,21600846,2017-02-15,0,0.13103625
Nick Young,21600844,2017-02-15,0,0.19419873
Brandan Wright,21600840,2017-02-15,0,0.06625052
Dwight Powell,21600839,2017-02-15,0,0.08349599
Luol Deng,21600844,2017-02-15,0,0.045334
Al Jefferson,21600835,2017-02-15,4,3.9331968
Andrew Bogut,21600839,2017-02-15,1,1.0683875
Luc Mbah a Moute,21600846,2017-02-15,1,1.0440743
Domantas Sabonis,21600845,2017-02-15,0,0.07653895
Alan Anderson,21600846,2017-02-15,1,1.0538104
Jared Dudley,21600844,2017-02-15,2,1.4334322
Pat Connaughton,21600843,2017-02-15,1,0.97533005
Justin Anderson,21600839,2017-02-15,0,0.083893254
Mirza Teletovic,21600838,2017-02-15,0,0.06041656
Shabazz Muhammad,21600842,2017-02-15,2,2.0606346
Matthew Dellavedova,21600838,2017-02-15,5,5.46515
Elfrid Payton,21600834,2017-02-15,3,3.5743804
Will Barton,21600842,2017-02-15,2,2.382735
Joel Anthony,21600834,2017-02-15,0,0.06625052
Delon Wright,21600837,2017-02-15,2,1.8490108
Tony Allen,21600840,2017-02-15,1,1.2216703
Kawhi Leonard,21600834,2017-02-15,1,1.3537819
Wesley Matthews,21600839,2017-02-15,3,1.2592921
DeAndre Liggins,21600835,2017-02-15,0,0.09162152
Ersan Ilyasova,21600836,2017-02-15,0,0.21139562
E'Twaun Moore,21600840,2017-02-15,1,1.3282661
DeMarcus Cousins,21600847,2017-02-15,6,7.140906
Wayne Ellington,21600841,2017-02-15,1,1.1417346
Tyler Johnson,21600841,2017-02-15,4,2.9677558
Patty Mills,21600834,2017-02-15,6,5.5722413
Jerami Grant,21600845,2017-02-15,2,1.9947178
DeAndre' Bembry,21600846,2017-02-15,3,2.8027892
Arron Afflalo,21600847,2017-02-15,2,2.1098104
Sean Kilpatrick,21600838,2017-02-15,2,1.8742628
Manu Ginobili,21600834,2017-02-15,2,1.8244182
Andre Roberson,21600845,2017-02-15,0,0.06041656
Aaron Brooks,21600835,2017-02-15,0,0.13032432
Damjan Rudez,21600834,2017-02-15,0,0.0821199
Corey Brewer,21600841,2017-02-15,2,2.0138392
Kyle Anderson,21600834,2017-02-15,1,1.0529056
Dario Saric,21600836,2017-02-15,0,0.59213835
Jae Crowder,21600836,2017-02-15,2,2.2714431
Iman Shumpert,21600835,2017-02-15,2,2.013754
Alex Abrines,21600845,2017-02-15,0,0.0600193
Tyus Jones,21600842,2017-02-15,0,0.111545116
Bismack Biyombo,21600834,2017-02-15,0,0.0853903
Tristan Thompson,21600835,2017-02-15,1,1.0014979
Ivica Zubac,21600844,2017-02-15,0,0.08172263
Terry Rozier,21600836,2017-02-15,2,1.7248416
Brandon Ingram,21600844,2017-02-15,0,0.26643008
Meyers Leonard,21600843,2017-02-15,0,0.19849268
Alec Burks,21600843,2017-02-15,1,1.0755681
Georges Niang,21600835,2017-02-15,0,0.06625052
Norman Powell,21600837,2017-02-15,0,0.19353828
Tim Hardaway Jr.,21600846,2017-02-15,3,3.3716147
Jamal Murray,21600842,2017-02-15,0,0.10726696
Mike Muscala,21600846,2017-02-15,0,0.13356005
Diamond Stone,21600846,2017-02-15,0,0.06625052
Ian Clark,21600847,2017-02-15,1,1.463053
Jordan McRae,21600835,2017-02-15,1,1.1369755
Harrison Barnes,21600839,2017-02-15,1,1.2198303
Ben McLemore,21600847,2017-02-15,2,1.8694289
CJ McCollum,21600843,2017-02-15,0,0.27993634
Jae Crowder,21600849,2017-02-16,0,0.6662905
Steven Adams,21600845,2017-02-15,1,0.96592784
Klay Thompson,21600847,2017-02-15,4,3.7916212
D'Angelo Russell,21600844,2017-02-15,4,3.5367186
Rudy Gobert,21600843,2017-02-15,0,0.10520093
Jon Leuer,21600839,2017-02-15,0,0.6609458
Giannis Antetokounmpo,21600838,2017-02-15,3,3.5649471
Michael Kidd-Gilchrist,21600837,2017-02-15,2,1.4809834
Robert Covington,21600836,2017-02-15,2,2.1434064
Marc Gasol,21600840,2017-02-15,9,7.253548
Eric Bledsoe,21600844,2017-02-15,13,11.826054
Trey Lyles,21600843,2017-02-15,1,1.0255524
Greg Monroe,21600838,2017-02-15,3,2.2829268
George Hill,21600843,2017-02-15,5,4.0544033
Kyrie Irving,21600835,2017-02-15,7,7.0086813
Isaiah Thomas,21600836,2017-02-15,3,3.5650737
Dion Waiters,21600841,2017-02-15,7,5.610874
Lou Williams,21600844,2017-02-15,3,3.388846
Derrick Rose,21600845,2017-02-15,7,7.067348
Alex Len,21600844,2017-02-15,2,1.9947178
Kyle Korver,21600835,2017-02-15,2,2.1868088
Jameer Nelson,21600842,2017-02-15,11,11.4681635
Frank Kaminsky,21600837,2017-02-15,3,2.4945807
Carmelo Anthony,21600845,2017-02-15,4,3.878811
LeBron James,21600835,2017-02-15,4,6.308273
Brook Lopez,21600838,2017-02-15,1,1.1123412
Andrew Wiggins,21600842,2017-02-15,2,2.177687
Russell Westbrook,21600845,2017-02-15,12,12.280991
Monta Ellis,21600835,2017-02-15,7,6.2697372
Karl-Anthony Towns,21600842,2017-02-15,2,2.0561862
Mike Conley,21600840,2017-02-15,4,4.13416
Dirk Nowitzki,21600839,2017-02-15,3,2.8530529
Myles Turner,21600835,2017-02-15,1,1.1677018
JJ Redick,21600846,2017-02-15,0,0.049082413
Devin Booker,21600844,2017-02-15,1,1.3147568
Jonas Valanciunas,21600837,2017-02-15,1,1.1670556
LaMarcus Aldridge,21600834,2017-02-15,3,3.083157
Jrue Holiday,21600840,2017-02-15,7,7.9022155
Matt Barnes,21600847,2017-02-15,3,2.4194274
Al Jefferson,21600848,2017-02-16,0,0.15797444
Tomas Satoransky,21600848,2017-02-16,0,0.10367948
Michael Carter-Williams,21600849,2017-02-16,3,2.6325765
John Wall,21600848,2017-02-16,12,10.7750225
Paul George,21600848,2017-02-16,3,2.1965282
Kevin Seraphin,21600848,2017-02-16,1,1.0790348
Jeff Teague,21600848,2017-02-16,5,5.738871
Cristiano Felicio,21600849,2017-02-16,0,0.0600193
Rodney Stuckey,21600848,2017-02-16,2,2.2570279
Myles Turner,21600848,2017-02-16,1,0.99917644
Jonas Jerebko,21600849,2017-02-16,0,0.051167954
Marcin Gortat,21600848,2017-02-16,0,0.053616267
CJ Miles,21600848,2017-02-16,1,1.0440743
Kelly Olynyk,21600849,2017-02-16,4,4.008383
Isaiah Thomas,21600849,2017-02-16,7,7.3182764
Bobby Portis,21600849,2017-02-16,0,0.0821199
Jimmy Butler,21600849,2017-02-16,7,6.196763
Malachi Richardson,21600847,2017-02-15,2,1.9790596
Al Horford,21600849,2017-02-16,3,3.8947182
Amir Johnson,21600849,2017-02-16,0,0.09162152
Doug McDermott,21600849,2017-02-16,0,0.035583727
Monta Ellis,21600848,2017-02-16,7,6.363889
Ian Mahinmi,21600848,2017-02-16,0,0.06625052
Terry Rozier,21600849,2017-02-16,3,2.9468434
James Young,21600849,2017-02-16,0,0.06625052
Jason Smith,21600848,2017-02-16,0,0.06625052
Jerian Grant,21600849,2017-02-16,1,0.75136906
Trey Burke,21600848,2017-02-16,2,1.5591809
Denzel Valentine,21600849,2017-02-16,0,0.11876203
Rajon Rondo,21600849,2017-02-16,8,7.578205
Gerald Green,21600849,2017-02-16,0,0.0821199
Markieff Morris,21600848,2017-02-16,2,1.7635123
Robin Lopez,21600849,2017-02-16,2,1.2892153
Tyler Zeller,21600849,2017-02-16,4,3.9585197
Taj Gibson,21600849,2017-02-16,2,2.071034
Bradley Beal,21600848,2017-02-16,4,3.6841705
Marcus Smart,21600849,2017-02-16,3,3.540415
Kemba Walker,21600837,2017-02-15,9,9.064794
Kevin Durant,21600847,2017-02-15,7,7.563153
Goran Dragic,21600841,2017-02-15,5,5.278666
Ish Smith,21600839,2017-02-15,3,2.9351768
Rondae Hollis-Jefferson,21600838,2017-02-15,4,4.014169
Stanley Johnson,21600839,2017-02-15,2,2.2113333
James Johnson,21600841,2017-02-15,5,4.7070036
Reggie Jackson,21600839,2017-02-15,4,3.798989
Devin Harris,21600839,2017-02-15,2,2.1442075
Joe Harris,21600838,2017-02-15,2,2.0464437
Malcolm Brogdon,21600838,2017-02-15,4,3.6666524
Justin Hamilton,21600838,2017-02-15,1,0.8618466
Tim Quarterman,21600843,2017-02-15,1,0.27453128
Patrick Beverley,21600841,2017-02-15,2,3.0959487
Marreese Speights,21600846,2017-02-15,1,1.13417
Derrick Favors,21600843,2017-02-15,1,1.0514083
Nik Stauskas,21600836,2017-02-15,1,1.2342256
Lance Thomas,21600845,2017-02-15,1,1.0908023
Brandon Knight,21600844,2017-02-15,4,4.116281
Patrick McCaw,21600847,2017-02-15,1,1.0167302
Dante Exum,21600843,2017-02-15,1,1.0703183
Jeremy Lamb,21600837,2017-02-15,0,0.122349516
Blake Griffin,21600846,2017-02-15,9,7.139984
Jake Layman,21600843,2017-02-15,0,0.08795385
Kent Bazemore,21600846,2017-02-15,1,1.2089435
Luke Babbitt,21600841,2017-02-15,1,1.127238
Willie Reed,21600841,2017-02-15,1,1.0198848
Cameron Payne,21600845,2017-02-15,3,2.9418979
Taurean Prince,21600846,2017-02-15,0,0.0821199
Damian Lillard,21600843,2017-02-15,7,6.4920425
Mike Scott,21600846,2017-02-15,1,1.0790348
Joffrey Lauvergne,21600845,2017-02-15,0,0.117827214
Deron Williams,21600839,2017-02-15,6,7.102866
DeMar DeRozan,21600837,2017-02-15,2,2.9409912
Cory Joseph,21600837,2017-02-15,2,1.868112
Alexis Ajinca,21600840,2017-02-15,0,0.0600193
T.J. McConnell,21600836,2017-02-15,8,8.46126
Tony Parker,21600834,2017-02-15,8,8.198029
Vince Carter,21600840,2017-02-15,2,2.0195081
Larry Nance Jr.,21600844,2017-02-15,5,4.354255
Bojan Bogdanovic,21600838,2017-02-15,2,1.9897375
Caris LeVert,21600838,2017-02-15,4,3.9513316
Alan Williams,21600844,2017-02-15,1,1.0440743
CJ Miles,21600835,2017-02-15,0,0.08795385
Anthony Tolliver,21600847,2017-02-15,3,2.8710654
Draymond Green,21600847,2017-02-15,3,3.2628026
Briante Weber,21600847,2017-02-15,1,1.1563298
Tarik Black,21600844,2017-02-15,0,0.11836477
Damian Jones,21600847,2017-02-15,0,0.06625052
Gerald Henderson,21600836,2017-02-15,0,0.105305284
Ricky Rubio,21600842,2017-02-15,5,5.794308
Hassan Whiteside,21600841,2017-02-15,1,1.0770621
Dennis Schroder,21600846,2017-02-15,7,7.5327163
Marcus Smart,21600836,2017-02-15,5,4.873922
Nicolas Batum,21600837,2017-02-15,5,4.9354606
Zach Randolph,21600840,2017-02-15,0,0.18770432
James Harden,21600841,2017-02-15,12,11.896608
Salah Mejri,21600839,2017-02-15,0,0.06625052
Timothe Luwawu-Cabarrot,21600836,2017-02-15,2,2.2008388
Marvin Williams,21600837,2017-02-15,1,1.0675505
Evan Fournier,21600834,2017-02-15,5,5.1839786
Tyler Ulis,21600844,2017-02-15,4,3.7256343
Seth Curry,21600839,2017-02-15,3,3.1640959
Sam Dekker,21600841,2017-02-15,0,0.077662036
Anthony Morrow,21600845,2017-02-15,1,1.0440743
Eric Gordon,21600841,2017-02-15,2,2.1845126
Noah Vonleh,21600843,2017-02-15,0,0.06041656
Marco Belinelli,21600837,2017-02-15,1,1.1557766
Jakob Poeltl,21600837,2017-02-15,2,2.0502331
Leandro Barbosa,21600844,2017-02-15,2,2.0478609
Julius Randle,21600844,2017-02-15,3,2.8447688
Skal Labissiere,21600847,2017-02-15,1,1.0440743
Stephen Curry,21600847,2017-02-15,9,9.300555
Montrezl Harrell,21600841,2017-02-15,0,0.12600327
Nikola Vucevic,21600834,2017-02-15,0,0.81338084
Isaiah Whitehead,21600838,2017-02-15,2,2.195367
Jeff Withey,21600843,2017-02-15,0,0.06625052
Donatas Motiejunas,21600840,2017-02-15,2,1.6951038
Rodney Stuckey,21600835,2017-02-15,0,0.13581464
Elfrid Payton,21600823,2017-02-13,4,3.8905122
Diamond Stone,21600828,2017-02-13,0,0.06625052
Maurice Harkless,21600830,2017-02-13,2,2.0464437
Ed Davis,21600830,2017-02-13,3,2.9978542
Tobias Harris,21600824,2017-02-13,0,0.07040773
Meyers Leonard,21600830,2017-02-13,3,2.9191291
Marvin Williams,21600821,2017-02-13,2,1.9505244
Ian Clark,21600827,2017-02-13,1,0.82158905
Kyle Singler,21600820,2017-02-13,1,1.0440743
Steven Adams,21600820,2017-02-13,0,0.069918185
Marreese Speights,21600828,2017-02-13,0,0.0600193
Willie Reed,21600823,2017-02-13,0,0.08795385
Matthew Dellavedova,21600824,2017-02-13,5,4.934997
Gerald Green,21600826,2017-02-13,2,2.0310137
Semaj Christon,21600820,2017-02-13,0,0.0545285
Andre Roberson,21600820,2017-02-13,0,0.06041656
Ersan Ilyasova,21600821,2017-02-13,4,3.8684225
Al-Farouq Aminu,21600830,2017-02-13,2,2.1676612
Sean Kilpatrick,21600822,2017-02-13,3,2.5630116
Mike Dunleavy,21600830,2017-02-13,0,0.0600193
Dante Exum,21600828,2017-02-13,3,3.0202374
Pat Connaughton,21600830,2017-02-13,1,1.2046766
Raymond Felton,21600828,2017-02-13,2,1.6834263
Michael Kidd-Gilchrist,21600821,2017-02-13,2,2.002263
Randy Foye,21600822,2017-02-13,2,2.3334253
Mike Muscala,21600830,2017-02-13,0,0.12366117
Boris Diaw,21600828,2017-02-13,4,3.7692168
Derrick Favors,21600828,2017-02-13,1,1.1834728
Kevin Seraphin,21600825,2017-02-13,1,1.0709105
Trey Lyles,21600828,2017-02-13,0,0.08795385
Rondae Hollis-Jefferson,21600822,2017-02-13,2,1.5989003
Jrue Holiday,21600829,2017-02-13,8,8.239166
Stephen Curry,21600827,2017-02-13,5,5.447641
Wesley Johnson,21600828,2017-02-13,0,0.06625052
Goran Dragic,21600823,2017-02-13,1,1.5584465
Evan Fournier,21600823,2017-02-13,4,3.7666025
Jeff Green,21600823,2017-02-13,0,0.10574016
James Young,21600826,2017-02-13,0,0.06625052
Caris LeVert,21600822,2017-02-13,2,2.0717692
Tony Parker,21600825,2017-02-13,4,3.5116265
Alan Anderson,21600828,2017-02-13,0,0.08795385
Nikola Vucevic,21600823,2017-02-13,3,2.89137
Tomas Satoransky,21600820,2017-02-13,2,2.002322
Andrew Nicholson,21600820,2017-02-13,0,0.06625052
Leandro Barbosa,21600829,2017-02-13,1,1.0275272
Jameer Nelson,21600827,2017-02-13,7,5.229323
Shabazz Napier,21600830,2017-02-13,0,0.08972721
Domantas Sabonis,21600820,2017-02-13,1,1.0456818
Miles Plumlee,21600821,2017-02-13,0,0.08795385
Wayne Ellington,21600823,2017-02-13,0,0.119049355
Vince Carter,21600822,2017-02-13,1,1.7474006
Joe Ingles,21600828,2017-02-13,0,0.51889217
Rodney McGruder,21600823,2017-02-13,1,0.94576395
Zach Randolph,21600822,2017-02-13,1,0.99427736
Jon Leuer,21600824,2017-02-13,0,0.102733105
Jared Dudley,21600829,2017-02-13,0,0.085927896
Joe Harris,21600822,2017-02-13,0,0.113423996
Giannis Antetokounmpo,21600824,2017-02-13,6,6.662002
David Lee,21600825,2017-02-13,1,1.2863097
Richaun Holmes,21600821,2017-02-13,0,0.0821199
Michael Beasley,21600824,2017-02-13,4,3.5827322
Devin Harris,21600826,2017-02-13,0,0.4547791
C.J. Watson,21600823,2017-02-13,1,1.1669345
Buddy Hield,21600829,2017-02-13,3,2.8545938
Andre Drummond,21600824,2017-02-13,0,0.08766653
Khris Middleton,21600824,2017-02-13,3,3.1371863
Gordon Hayward,21600828,2017-02-13,0,0.3655698
Allen Crabbe,21600830,2017-02-13,2,2.0314906
Mario Hezonja,21600823,2017-02-13,1,1.2939693
James Michael McAdoo,21600827,2017-02-13,0,0.06625052
Okaro White,21600823,2017-02-13,0,0.0821199
JJ Redick,21600828,2017-02-13,1,1.1891971
Trevor Booker,21600822,2017-02-13,0,0.38131946
Briante Weber,21600827,2017-02-13,3,3.008316
Tyreke Evans,21600829,2017-02-13,4,4.288804
Harrison Barnes,21600826,2017-02-13,3,2.9018013
Tyson Chandler,21600829,2017-02-13,2,1.9790596
Markieff Morris,21600820,2017-02-13,1,1.0123048
CJ Miles,21600825,2017-02-13,0,0.06041656
Chandler Parsons,21600822,2017-02-13,2,2.1850526
Trey Burke,21600820,2017-02-13,4,4.154944
Rashad Vaughn,21600824,2017-02-13,0,0.0821199
Nicolas Brussino,21600826,2017-02-13,0,0.069918185
Draymond Green,21600827,2017-02-13,6,6.531446
Amir Johnson,21600826,2017-02-13,5,4.935317
Cameron Payne,21600820,2017-02-13,2,1.7591375
D.J. Augustin,21600823,2017-02-13,1,1.3345655
Dewayne Dedmon,21600825,2017-02-13,1,1.120396
Alec Burks,21600828,2017-02-13,1,1.0370194
DeAndre Jordan,21600828,2017-02-13,1,1.4620692
Jeremy Lamb,21600821,2017-02-13,0,0.12366117
Jason Smith,21600820,2017-02-13,1,1.0440743
Patty Mills,21600825,2017-02-13,2,1.2225325
Aron Baynes,21600824,2017-02-13,0,0.06625052
Boban Marjanovic,21600824,2017-02-13,1,1.0443512
Seth Curry,21600826,2017-02-13,5,4.992131
Terry Rozier,21600826,2017-02-13,2,2.4930978
Troy Daniels,21600840,2017-02-15,1,1.0291636
Damian Lillard,21600830,2017-02-13,4,2.8894684
Manu Ginobili,21600825,2017-02-13,0,0.24353963
Spencer Dinwiddie,21600822,2017-02-13,1,1.311477
Luke Babbitt,21600823,2017-02-13,0,0.0821199
Ish Smith,21600824,2017-02-13,1,1.6968799
Malik Beasley,21600827,2017-02-13,0,0.06041656
Marcus Smart,21600826,2017-02-13,3,3.3310368
Alexis Ajinca,21600829,2017-02-13,0,0.06625052
Mike Miller,21600827,2017-02-13,0,0.11847749
Deron Williams,21600826,2017-02-13,1,2.3201525
Kent Bazemore,21600830,2017-02-13,6,6.5153093
Sergio Rodriguez,21600821,2017-02-13,3,2.9450161
Danny Green,21600825,2017-02-13,3,2.8765826
Ian Mahinmi,21600820,2017-02-13,0,0.06625052
Yogi Ferrell,21600826,2017-02-13,5,4.8951063
Brian Roberts,21600821,2017-02-13,2,2.0635934
Stanley Johnson,21600824,2017-02-13,0,0.069143355
LaMarcus Aldridge,21600825,2017-02-13,1,1.0666515
Anthony Morrow,21600820,2017-02-13,0,0.08795385
Nerlens Noel,21600821,2017-02-13,1,0.8620862
Jordan Mickey,21600826,2017-02-13,0,0.06625052
Tyler Johnson,21600823,2017-02-13,2,2.0666833
Troy Daniels,21600822,2017-02-13,1,1.0641241
Kyle Anderson,21600825,2017-02-13,1,1.120338
Alex Len,21600829,2017-02-13,0,0.08349599
Malcolm Brogdon,21600824,2017-02-13,5,5.4074874
Davis Bertans,21600825,2017-02-13,0,0.12488331
Chris McCullough,21600822,2017-02-13,0,0.06625052
E'Twaun Moore,21600829,2017-02-13,1,0.40881363
Marcin Gortat,21600820,2017-02-13,2,2.0449402
Timothe Luwawu-Cabarrot,21600821,2017-02-13,2,1.8144921
Jason Terry,21600824,2017-02-13,0,0.26422396
Monta Ellis,21600825,2017-02-13,4,3.8114703
Taurean Prince,21600830,2017-02-13,0,0.06041656
Wesley Matthews,21600826,2017-02-13,3,3.1110175
Solomon Hill,21600829,2017-02-13,0,0.14327693
Dorian Finney-Smith,21600826,2017-02-13,0,0.06625052
Jonas Jerebko,21600826,2017-02-13,0,0.051167954
Brook Lopez,21600822,2017-02-13,5,4.516538
Luis Scola,21600822,2017-02-13,4,3.9647233
Jae Crowder,21600826,2017-02-13,2,2.1530082
Victor Oladipo,21600820,2017-02-13,0,0.36594105
Toney Douglas,21600822,2017-02-13,5,4.7139106
Isaiah Whitehead,21600822,2017-02-13,2,1.8702018
JaMychal Green,21600822,2017-02-13,0,0.095381476
Salah Mejri,21600826,2017-02-13,0,0.06625052
Luc Mbah a Moute,21600828,2017-02-13,2,2.004789
DeAndre' Bembry,21600830,2017-02-13,0,0.13795464
Mirza Teletovic,21600824,2017-02-13,0,0.06625052
Jeff Withey,21600828,2017-02-13,0,0.06625052
Austin Rivers,21600828,2017-02-13,3,4.078998
Bojan Bogdanovic,21600822,2017-02-13,2,1.8083742
Patrick McCaw,21600827,2017-02-13,2,2.0717607
Noah Vonleh,21600830,2017-02-13,0,0.06625052
Justin Anderson,21600826,2017-02-13,0,0.069918185
Delon Wright,21600831,2017-02-14,1,1.1579634
James Jones,21600832,2017-02-14,0,0.06625052
Kyrie Irving,21600832,2017-02-14,7,6.698795
Anthony Tolliver,21600833,2017-02-14,1,1.0323366
Julius Randle,21600833,2017-02-14,2,2.0761797
Jakob Poeltl,21600831,2017-02-14,1,0.98506606
Robin Lopez,21600831,2017-02-14,0,0.11288258
DeMarre Carroll,21600831,2017-02-14,1,0.75957364
Luol Deng,21600833,2017-02-14,0,0.051167954
Timofey Mozgov,21600833,2017-02-14,0,0.06041656
Michael Carter-Williams,21600831,2017-02-14,3,3.0668383
Ben McLemore,21600833,2017-02-14,0,0.39287937
Denzel Valentine,21600831,2017-02-14,1,1.0375941
Isaiah Canaan,21600831,2017-02-14,0,0.07941766
Kris Dunn,21600832,2017-02-14,3,2.7442725
Rajon Rondo,21600831,2017-02-14,4,2.3911324
Willie Cauley-Stein,21600833,2017-02-14,0,0.122349516
Cory Joseph,21600831,2017-02-14,1,1.0505701
Lance Stephenson,21600832,2017-02-14,0,0.8161033
Matt Barnes,21600833,2017-02-14,3,2.4457204
DeMar DeRozan,21600831,2017-02-14,3,3.467713
Jordan Clarkson,21600833,2017-02-14,2,2.001051
Bobby Portis,21600831,2017-02-14,0,0.06041656
Nemanja Bjelica,21600832,2017-02-14,0,0.08090405
Gorgui Dieng,21600832,2017-02-14,1,0.93666977
Iman Shumpert,21600832,2017-02-14,1,0.97385037
Richard Jefferson,21600832,2017-02-14,2,1.7689644
Pascal Siakam,21600831,2017-02-14,0,0.06625052
Jerian Grant,21600831,2017-02-14,0,0.33296517
Jonas Valanciunas,21600831,2017-02-14,0,0.07588868
Kyle Korver,21600832,2017-02-14,1,1.3124143
Larry Nance Jr.,21600833,2017-02-14,3,2.833716
D'Angelo Russell,21600833,2017-02-14,1,1.9543978
Derrick Williams,21600832,2017-02-14,0,0.08972721
Arron Afflalo,21600833,2017-02-14,1,1.1798972
Nick Young,21600833,2017-02-14,4,3.9568708
Darren Collison,21600833,2017-02-14,8,7.522648
Doug McDermott,21600831,2017-02-14,1,1.0538104
Jonas Jerebko,21600836,2017-02-15,1,1.0291636
Joe Young,21600835,2017-02-15,1,1.0347955
Stephen Zimmerman,21600834,2017-02-15,1,1.0440743
Richard Jefferson,21600835,2017-02-15,2,1.5671937
Darren Collison,21600847,2017-02-15,3,3.2018406
Georgios Papagiannis,21600847,2017-02-15,0,0.06625052
Rodney McGruder,21600841,2017-02-15,2,1.7264597
Clint Capela,21600841,2017-02-15,0,0.06368697
David Lee,21600834,2017-02-15,2,1.9897375
Channing Frye,21600835,2017-02-15,2,2.0233598
Ryan Anderson,21600841,2017-02-15,1,1.0522012
