player_name,game_id,game_date,pts,pts_pred,fanduel_salary,draftkings_salary,yahoo_salary,fanduel_position,draftkings_position,yahoo_position
Kyle Lowry,22200599,2023-01-08,4,4.9045477,5400.0,5400.0,22.0,PG,PG,PG
Tre Mann,22200602,2023-01-08,6,6.4755588,3500.0,3500.0,14.0,PG/SG,PG/SG,PG
Landry Shamet,22200603,2023-01-08,11,10.35102,4600.0,4600.0,13.0,SG/SF,SG/SF,SG
Mark Williams,22200598,2023-01-08,7,4.5610356,3800.0,3800.0,12.0,C,C,C
T.J. McConnell,22200598,2023-01-08,0,0.81681854,3200.0,3200.0,10.0,PG,PG,PG
Keon Johnson,22200597,2023-01-08,0,1.9608268,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Dennis Smith Jr.,22200598,2023-01-08,7,6.8341475,4100.0,4100.0,17.0,PG,PG,PG
Kevin Knox II,22200596,2023-01-08,3,2.2473328,3000.0,3000.0,10.0,SF/PF,SF/PF,SF
Frank Kaminsky,22200604,2023-01-08,4,2.9371321,3000.0,3000.0,10.0,C,C,C
Eugene Omoruyi,22200602,2023-01-08,6,4.4356313,3000.0,3000.0,10.0,PF/C,PF/C,SF
Aaron Holiday,22200604,2023-01-08,0,1.9345858,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Precious Achiuwa,22200597,2023-01-08,4,3.02099,3300.0,3300.0,10.0,C,C,C
Haywood Highsmith,22200599,2023-01-08,10,5.370979,3300.0,3300.0,10.0,SF/PF,SF/PF,PF
Chris Duarte,22200598,2023-01-08,0,2.1327295,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
Tim Hardaway Jr.,22200602,2023-01-08,19,20.537079,5800.0,5800.0,18.0,SG/SF,SG/SF,SF
Xavier Tillman,22200600,2023-01-08,9,8.224965,3200.0,3200.0,10.0,C,C,C
JT Thor,22200598,2023-01-08,5,1.4797004,3100.0,3100.0,10.0,PF,PF,PF
Mike Conley,22200600,2023-01-08,7,8.057566,5900.0,5900.0,19.0,PG,PG,PG
Tobias Harris,22200596,2023-01-08,12,3.6162117,6700.0,6700.0,25.0,SF/PF,SF/PF,SF
Thaddeus Young,22200597,2023-01-08,4,3.048103,3000.0,3000.0,10.0,PF/C,PF/C,C
Royce O'Neale,22200599,2023-01-08,8,3.2161834,4300.0,4300.0,16.0,SG,SG,SG
Danuel House Jr.,22200596,2023-01-08,3,2.657868,3000.0,3000.0,10.0,SF/PF,SF/PF,SF
Bennedict Mathurin,22200598,2023-01-08,4,6.567417,4600.0,4600.0,15.0,SG/SF,SG/SF,SG
Nicolas Batum,22200604,2023-01-08,6,4.867294,4700.0,4700.0,10.0,PF/C,PF/C,PF
Tari Eason,22200601,2023-01-08,3,2.615133,4100.0,4100.0,11.0,PF,PF,PF
John Konchar,22200600,2023-01-08,5,3.666858,4300.0,4300.0,11.0,SG/SF,SG/SF,SG
Frank Ntilikina,22200602,2023-01-08,6,3.048103,3000.0,3000.0,10.0,PG/SG,PG/SG,SG
Christian Koloko,22200597,2023-01-08,8,4.2830815,3000.0,3000.0,10.0,C,C,C
Eric Gordon,22200601,2023-01-08,11,12.148851,3800.0,3800.0,10.0,SF,SF,SF
Gabe Vincent,22200599,2023-01-08,3,2.4651084,3300.0,3300.0,10.0,PG/SG,PG/SG,PG
Kevin Durant,22200599,2023-01-08,17,26.14659,10200.0,10200.0,46.0,SF/PF,SF/PF,SF
Kennedy Chandler,22200600,2023-01-08,2,2.988308,3000.0,3000.0,10.0,PG,PG,PG
Cedi Osman,22200603,2023-01-08,3,2.9011798,4000.0,4000.0,10.0,PF,PF,PF
Buddy Hield,22200598,2023-01-08,21,19.443626,6200.0,6200.0,25.0,SG/SF,SG/SF,SF
Rudy Gay,22200600,2023-01-08,6,4.880784,3200.0,3200.0,10.0,PF,PF,PF
JaVale McGee,22200602,2023-01-08,0,0.85443455,3000.0,3000.0,10.0,C,C,C
Mike Muscala,22200602,2023-01-08,4,2.0092747,3500.0,3500.0,10.0,C,C,C
Usman Garuba,22200601,2023-01-08,3,2.2653344,3000.0,3000.0,10.0,C,C,C
Malachi Flynn,22200597,2023-01-08,2,1.8371513,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Naz Reid,22200601,2023-01-08,6,6.005073,5200.0,5200.0,18.0,PF/C,PF/C,C
Furkan Korkmaz,22200596,2023-01-08,2,1.7946298,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Joe Harris,22200599,2023-01-08,4,3.6173544,3100.0,3100.0,10.0,SG/SF,SG/SF,SF
Nerlens Noel,22200596,2023-01-08,6,3.644731,3000.0,3000.0,10.0,C,C,C
Isaac Okoro,22200603,2023-01-08,14,9.906315,3100.0,3100.0,10.0,SG/SF,SG/SF,SF
Alec Burks,22200596,2023-01-08,12,11.120456,5100.0,5100.0,16.0,PG/SG,PG/SG,SG
David Roddy,22200600,2023-01-08,7,6.982014,3100.0,3100.0,10.0,SG,SG,SG
Matisse Thybulle,22200596,2023-01-08,5,4.5211434,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
Orlando Robinson,22200599,2023-01-08,6,4.4577436,3000.0,3000.0,10.0,C,C,C
McKinley Wright IV,22200602,2023-01-08,0,0.07866289,3000.0,3000.0,10.0,PG,PG,PG
Anfernee Simons,22200597,2023-01-08,22,21.937628,6600.0,6600.0,24.0,PG/SG,PG/SG,SG
Ish Wainright,22200603,2023-01-08,0,1.811372,3000.0,3000.0,10.0,PF,PF,PF
Aaron Wiggins,22200602,2023-01-08,6,4.9916244,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
Bam Adebayo,22200599,2023-01-08,10,11.998079,9200.0,9200.0,36.0,C,C,C
Jock Landale,22200603,2023-01-08,14,8.517389,3000.0,3000.0,10.0,C,C,C
Jalen Green,22200601,2023-01-08,9,14.518721,7200.0,7200.0,25.0,SG,SG,SG
Hamidou Diallo,22200596,2023-01-08,12,10.372951,3500.0,3500.0,11.0,SG/SF,SG/SF,SF
Jalen Smith,22200598,2023-01-08,7,3.210755,3600.0,3600.0,12.0,PF/C,PF/C,PF
Jabari Walker,22200597,2023-01-08,0,0.85419804,3300.0,3300.0,10.0,PF,PF,PF
Trendon Watford,22200597,2023-01-08,0,0.42506284,3000.0,3000.0,10.0,PF/C,PF/C,PF
Chris Boucher,22200597,2023-01-08,3,1.8781581,3200.0,3200.0,10.0,PF,PF,PF
Taurean Prince,22200601,2023-01-08,14,10.429215,3200.0,3200.0,10.0,SF/PF,SF/PF,SF
De'Anthony Melton,22200596,2023-01-08,0,4.76392,5500.0,5500.0,22.0,PG/SG,PG/SG,SG
Isaiah Joe,22200602,2023-01-08,5,6.8117,3400.0,3400.0,10.0,SG,SG,SG
Jaylen Nowell,22200601,2023-01-08,3,5.3594685,4900.0,4900.0,11.0,PG/SG,PG/SG,SG
Ochai Agbaji,22200600,2023-01-08,0,1.627678,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Alperen Sengun,22200601,2023-01-08,18,17.765293,6200.0,6200.0,22.0,C,C,C
Jae'Sean Tate,22200601,2023-01-08,3,3.1610215,3700.0,3700.0,15.0,PG/SF,PG/SF,SF
Shaedon Sharpe,22200597,2023-01-08,3,5.7300005,3100.0,3100.0,10.0,PG/SG,PG/SG,PG
Jalen McDaniels,22200598,2023-01-08,17,15.814228,4700.0,4700.0,17.0,SF/PF,SF/PF,SF
Bojan Bogdanovic,22200596,2023-01-08,20,21.96698,6000.0,6000.0,23.0,SF/PF,SF/PF,SF
Damion Lee,22200603,2023-01-08,7,4.3138037,3300.0,3300.0,10.0,SG/SF,SG/SF,SF
Jarred Vanderbilt,22200600,2023-01-08,12,10.206648,5300.0,5300.0,17.0,PF/C,PF/C,PF
Kevin Love,22200603,2023-01-08,4,5.5864453,5300.0,5300.0,18.0,PF/C,PF/C,C
Kenrich Williams,22200602,2023-01-08,14,10.633898,3600.0,3600.0,10.0,SF/PF,SF/PF,PF
Ziaire Williams,22200600,2023-01-08,9,4.0016,3000.0,3000.0,10.0,SF,SF,SF
Austin Rivers,22200601,2023-01-08,2,3.6812544,3600.0,3600.0,10.0,PG/SG,PG/SG,SG
Lamar Stevens,22200603,2023-01-08,2,1.6974684,3000.0,3000.0,10.0,SF,SF,SF
Saddiq Bey,22200596,2023-01-08,2,5.567401,4200.0,4200.0,18.0,SF,SF,SF
T.J. Warren,22200599,2023-01-08,10,7.3072834,3900.0,3900.0,12.0,SF/PF,SF/PF,PF
Jerami Grant,22200597,2023-01-08,14,19.931698,7600.0,7600.0,28.0,PF,PF,PF
Mamadi Diakite,22200603,2023-01-08,2,1.7946298,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
Yuta Watanabe,22200599,2023-01-08,3,2.7578616,3200.0,3200.0,10.0,SF/PF,SF/PF,PF
Theo Pinson,22200602,2023-01-08,3,2.9343214,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
Drew Eubanks,22200597,2023-01-08,0,2.2549133,3500.0,3500.0,10.0,C,C,C
Dario Saric,22200603,2023-01-08,3,1.5123628,3000.0,3000.0,10.0,PF/C,PF/C,PF
Dejounte Murray,22200604,2023-01-08,16,19.493734,8300.0,8300.0,34.0,PG/SG,PG/SG,SG
Raul Neto,22200603,2023-01-08,3,5.2147427,3200.0,3200.0,10.0,PG,PG,PG
Reggie Jackson,22200604,2023-01-08,0,1.5240809,4400.0,4400.0,14.0,PG,PG,PG
John Wall,22200604,2023-01-08,5,2.1588254,4600.0,4600.0,14.0,PG,PG,PG
Nickeil Alexander-Walker,22200600,2023-01-08,11,7.37307,3300.0,3300.0,10.0,PG/SG,PG/SG,PG
Josh Okogie,22200603,2023-01-08,4,2.1682756,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
Evan Mobley,22200603,2023-01-08,14,10.66783,6300.0,6300.0,24.0,PF/C,PF/C,PF
Aaron Nesmith,22200598,2023-01-08,15,10.707596,4000.0,4000.0,12.0,SF/PF,SF/PF,PF
Darius Garland,22200603,2023-01-08,22,20.804312,7900.0,7900.0,31.0,PG,PG,PG
Gary Trent Jr.,22200597,2023-01-08,19,15.63072,5900.0,5900.0,22.0,SG/SF,SG/SF,SG
Marcus Morris Sr.,22200604,2023-01-08,15,10.640945,5000.0,5000.0,16.0,PF,PF,PF
Terance Mann,22200604,2023-01-08,14,9.887139,3900.0,3900.0,10.0,PG/SG,PG/SG,SG
Andrew Nembhard,22200598,2023-01-08,19,11.668712,3900.0,3900.0,10.0,PG/SG,PG/SG,SG
Jalen Johnson,22200604,2023-01-08,13,7.288058,3000.0,3000.0,10.0,PF,PF,PF
Lauri Markkanen,22200600,2023-01-08,21,24.557667,9300.0,9300.0,34.0,SF/PF,SF/PF,SF
Norman Powell,22200604,2023-01-08,14,7.0879927,4900.0,4900.0,16.0,SG/SF,SG/SF,SF
D'Angelo Russell,22200601,2023-01-08,22,17.77538,7300.0,7300.0,27.0,PG,PG,PG
Torrey Craig,22200603,2023-01-08,5,1.8312678,4200.0,4200.0,14.0,PF/C,PF/C,PF
Jaden McDaniels,22200601,2023-01-08,12,11.107892,4800.0,4800.0,17.0,SF/PF,SF/PF,SF
LaMelo Ball,22200598,2023-01-08,13,9.629194,9800.0,9800.0,42.0,PG,PG,PG
Shake Milton,22200596,2023-01-08,8,6.874246,3400.0,3400.0,10.0,PG,PG,PG
Montrezl Harrell,22200596,2023-01-08,20,20.33373,4400.0,4400.0,12.0,C,C,C
Nic Claxton,22200599,2023-01-08,13,10.728084,6000.0,6000.0,25.0,C,C,C
Jaden Ivey,22200596,2023-01-08,10,7.3374443,5200.0,5200.0,17.0,PG/SG,PG/SG,SG
Davis Bertans,22200602,2023-01-08,9,5.268406,3000.0,3000.0,10.0,PF,PF,PF
Jordan Clarkson,22200600,2023-01-08,17,17.30885,7500.0,7500.0,24.0,PG/SG,PG/SG,SG
Mikal Bridges,22200603,2023-01-08,15,9.5787,5900.0,5900.0,23.0,SF,SF,SF
Kelly Olynyk,22200600,2023-01-08,19,9.983972,5400.0,5400.0,17.0,PF/C,PF/C,C
Jarrett Allen,22200603,2023-01-08,13,8.265611,6400.0,6400.0,25.0,C,C,C
AJ Griffin,22200604,2023-01-08,7,4.7639527,3300.0,3300.0,10.0,SF,SF,SF
Garrison Mathews,22200601,2023-01-08,3,3.954618,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Jalen Williams,22200602,2023-01-08,10,7.7121787,4900.0,4900.0,18.0,SF/PF,SF/PF,PF
Spencer Dinwiddie,22200602,2023-01-08,21,18.389952,6600.0,6600.0,23.0,PG/SG,PG/SG,SG
Tyrese Haliburton,22200598,2023-01-08,16,15.899975,9000.0,9000.0,37.0,PG,PG,PG
P.J. Washington,22200598,2023-01-08,22,21.01058,5300.0,5300.0,24.0,PF,PF,PF
Caris LeVert,22200603,2023-01-08,13,6.819882,6000.0,6000.0,24.0,SG/SF,SG/SF,SG
Rudy Gobert,22200601,2023-01-08,18,9.523313,6900.0,6900.0,26.0,C,C,C
Bogdan Bogdanovic,22200604,2023-01-08,4,5.4048686,5800.0,5800.0,23.0,SG/SF,SG/SF,SG
Max Strus,22200599,2023-01-08,10,3.0391157,4700.0,4700.0,12.0,SG/SF,SG/SF,SF
Santi Aldama,22200600,2023-01-08,12,8.221634,3600.0,3600.0,10.0,PF,PF,PF
Seth Curry,22200599,2023-01-08,14,18.472435,3400.0,3400.0,11.0,SG,SG,SG
Onyeka Okongwu,22200604,2023-01-08,5,5.471734,5700.0,5700.0,21.0,C,C,C
De'Andre Hunter,22200604,2023-01-08,20,18.621485,5000.0,5000.0,16.0,SF/PF,SF/PF,SF
Jabari Smith Jr.,22200601,2023-01-08,9,9.75264,5100.0,5100.0,18.0,PF/C,PF/C,PF
Josh Hart,22200597,2023-01-08,18,10.318019,6400.0,6400.0,20.0,SF/PF,SF/PF,SF
Ben Simmons,22200599,2023-01-08,4,3.8217845,5600.0,5600.0,23.0,PF/C,PF/C,PF
Dillon Brooks,22200600,2023-01-08,15,15.265651,5700.0,5700.0,17.0,SG/SF,SG/SF,SF
Josh Giddey,22200602,2023-01-08,10,14.859701,7000.0,7000.0,26.0,PG/SG,PG/SG,SG
Oshae Brissett,22200598,2023-01-08,5,4.0633254,3000.0,3000.0,10.0,PF,PF,PF
Kyle Anderson,22200601,2023-01-08,6,7.8885174,5300.0,5300.0,19.0,SF/PF,SF/PF,PF
Dwight Powell,22200602,2023-01-08,6,5.2480755,3400.0,3400.0,10.0,C,C,C
Tyus Jones,22200600,2023-01-08,21,18.924068,4600.0,4600.0,16.0,PG,PG,PG
Deandre Ayton,22200603,2023-01-08,14,5.5609245,7400.0,7400.0,27.0,C,C,C
Anthony Edwards,22200601,2023-01-08,21,20.959003,9100.0,9100.0,38.0,SG/SF,SG/SF,SG
Killian Hayes,22200596,2023-01-08,26,20.988083,5600.0,5600.0,21.0,PG,PG,PG
Pascal Siakam,22200597,2023-01-08,27,23.496136,10000.0,10000.0,43.0,C,C,C
Kyrie Irving,22200599,2023-01-08,29,23.960796,8700.0,8700.0,36.0,PG,PG,PG
James Harden,22200596,2023-01-08,20,21.730742,10200.0,10200.0,45.0,PG/SG,PG/SG,SG
Ivica Zubac,22200604,2023-01-08,17,9.659644,5100.0,5100.0,17.0,C,C,C
Donovan Mitchell,22200603,2023-01-08,22,27.367102,9500.0,9500.0,40.0,PG/SG,PG/SG,SG
Jusuf Nurkic,22200597,2023-01-08,14,8.528134,6100.0,6100.0,26.0,C,C,C
Desmond Bane,22200600,2023-01-08,24,21.250135,6700.0,6700.0,23.0,SG,SG,SG
Myles Turner,22200598,2023-01-08,29,20.760784,6900.0,6900.0,27.0,C,C,C
Walker Kessler,22200600,2023-01-08,10,8.206325,4900.0,4900.0,16.0,C,C,C
Jaren Jackson Jr.,22200600,2023-01-08,19,17.912687,7100.0,7100.0,31.0,PF/C,PF/C,PF
Shai Gilgeous-Alexander,22200602,2023-01-08,33,29.162802,10000.0,10000.0,46.0,PG,PG,PG
Jimmy Butler,22200599,2023-01-08,26,24.80367,8900.0,8900.0,37.0,PF,PF,PF
Mason Plumlee,22200598,2023-01-08,18,19.674353,5800.0,5800.0,22.0,C,C,C
Juancho Hernangomez,22200597,2023-01-08,0,0.024808444,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
Trae Young,22200604,2023-01-08,30,26.150616,9700.0,9700.0,42.0,PG,PG,PG
Kawhi Leonard,22200604,2023-01-08,29,19.156885,8200.0,8200.0,32.0,SF/PF,SF/PF,SF
Damian Lillard,22200597,2023-01-08,34,28.416325,9400.0,9400.0,39.0,PG,PG,PG
Christian Wood,22200602,2023-01-08,27,23.435682,8000.0,8000.0,30.0,PF/C,PF/C,C
Terry Rozier,22200598,2023-01-08,19,22.990017,6800.0,6800.0,26.0,PG/SG,PG/SG,SG
Moses Brown,22200604,2023-01-08,8,8.53455,3200.0,3200.0,10.0,C,C,C
Duane Washington Jr.,22200603,2023-01-08,25,13.039495,3600.0,3600.0,10.0,PG/SG,PG/SG,SG
Jaden Hardy,22200602,2023-01-08,9,6.3233542,3100.0,3100.0,10.0,PG/SG,PG/SG,SG
Malik Beasley,22200600,2023-01-08,15,11.2784605,5200.0,5200.0,15.0,SG/SF,SG/SF,SG
Luguentz Dort,22200602,2023-01-08,18,16.322824,4800.0,4800.0,17.0,SF,SF,SF
Paul Reed,22200596,2023-01-08,16,10.040408,3000.0,3000.0,10.0,C,C,C
Tyler Herro,22200599,2023-01-08,24,19.026278,8400.0,8400.0,31.0,PG/SG,PG/SG,SG
Tyrese Maxey,22200596,2023-01-08,23,17.005144,7000.0,7000.0,25.0,PG,PG,PG
Cody Martin,22200598,2023-01-08,3,2.1035619,3200.0,3200.0,10.0,SG/SF,SG/SF,SG
Lindy Waters III,22200602,2023-01-08,8,5.3456154,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
John Collins,22200604,2023-01-08,13,17.561863,6800.0,6800.0,26.0,PF/C,PF/C,PF
Georges Niang,22200596,2023-01-08,14,11.788461,3700.0,3700.0,11.0,PF,PF,PF
Victor Oladipo,22200599,2023-01-08,8,7.3700824,5000.0,5000.0,15.0,PG/SG,PG/SG,SG
Scottie Barnes,22200597,2023-01-08,22,20.112518,6500.0,6500.0,28.0,SF/PF,SF/PF,SF
Kevin Porter Jr.,22200601,2023-01-08,25,22.454132,7700.0,7700.0,30.0,PG,PG,PG
Fred VanVleet,22200597,2023-01-08,14,12.528584,8100.0,8100.0,32.0,PG,PG,PG
Isaiah Stewart,22200596,2023-01-08,20,14.08535,4900.0,4900.0,18.0,PF/C,PF/C,PF
Jalen Brunson,22200607,2023-01-09,44,35.95691,8100.0,8100.0,32.0,PG,PG,PG
Jayson Tatum,22200606,2023-01-09,32,28.338861,10700.0,10700.0,48.0,SF/PF,SF/PF,PF
Wendell Carter Jr.,22200610,2023-01-09,15,16.7452,6400.0,6400.0,24.0,C,C,C
John Konchar,22200608,2023-01-09,3,1.5486864,4300.0,4300.0,11.0,SG/SF,SG/SF,SG
Kristaps Porzingis,22200605,2023-01-09,23,17.908245,9400.0,9400.0,37.0,PF/C,PF/C,C
Kyle Kuzma,22200605,2023-01-09,19,11.148226,8400.0,8400.0,34.0,SF/PF,SF/PF,PF
Paolo Banchero,22200610,2023-01-09,17,11.739554,8200.0,8200.0,32.0,SF/PF,SF/PF,SF
Jonas Valanciunas,22200605,2023-01-09,27,22.391205,6600.0,6600.0,24.0,C,C,C
Jeremy Sochan,22200608,2023-01-09,7,4.444375,5000.0,5000.0,15.0,PF,PF,PF
Jalen Suggs,22200610,2023-01-09,14,8.716629,5000.0,5000.0,16.0,PG,PG,PG
Juan Toscano-Anderson,22200609,2023-01-09,5,3.4099405,3100.0,3100.0,10.0,PF,PF,PF
Rui Hachimura,22200605,2023-01-09,9,9.652158,4700.0,4700.0,13.0,PF,PF,PF
Nikola Vucevic,22200606,2023-01-09,21,20.756632,8000.0,8000.0,30.0,C,C,C
Domantas Sabonis,22200610,2023-01-09,12,9.709027,10500.0,10500.0,43.0,C,C,C
Jamal Murray,22200609,2023-01-09,34,20.908897,6800.0,6800.0,26.0,PG,PG,PG
Pat Connaughton,22200607,2023-01-09,11,13.82252,3600.0,3600.0,10.0,SG/SF,SG/SF,SF
Nikola Jokic,22200609,2023-01-09,14,11.829331,11700.0,11700.0,57.0,C,C,C
Derrick Jones Jr.,22200606,2023-01-09,4,4.493355,3000.0,3000.0,10.0,PF/C,PF/C,C
Malik Monk,22200610,2023-01-09,14,9.582286,4500.0,4500.0,13.0,SG,SG,SG
Davion Mitchell,22200610,2023-01-09,5,2.676632,3200.0,3200.0,10.0,PG/SG,PG/SG,PG
Romeo Langford,22200608,2023-01-09,13,12.166969,3700.0,3700.0,10.0,SG,SG,SG
Stanley Johnson,22200608,2023-01-09,6,4.2226686,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
De'Aaron Fox,22200610,2023-01-09,11,15.584049,8700.0,8700.0,34.0,PG,PG,PG
Harrison Barnes,22200610,2023-01-09,30,24.833067,5600.0,5600.0,17.0,SF/PF,SF/PF,SF
DeMar DeRozan,22200606,2023-01-09,13,15.701017,9000.0,9000.0,38.0,SF/PF,SF/PF,SF
Thomas Bryant,22200609,2023-01-09,17,11.818849,6300.0,6300.0,23.0,C,C,C
Xavier Tillman,22200608,2023-01-09,9,7.032468,3600.0,3600.0,10.0,C,C,C
Jaylen Brown,22200606,2023-01-09,19,20.540419,9500.0,9500.0,39.0,SG/SF,SG/SF,SF
Bruce Brown,22200609,2023-01-09,15,11.410001,5000.0,5000.0,16.0,SG/SF,SG/SF,SF
Julius Randle,22200607,2023-01-09,25,24.869436,10400.0,10400.0,44.0,PF,PF,PF
CJ McCollum,22200605,2023-01-09,34,30.474474,8500.0,8500.0,36.0,PG,PG,PG
Jose Alvarado,22200605,2023-01-09,10,9.9507675,4500.0,4500.0,13.0,PG,PG,PG
Coby White,22200606,2023-01-09,4,6.711169,3400.0,3400.0,10.0,PG/SG,PG/SG,SG
Zach LaVine,22200606,2023-01-09,27,27.010904,7500.0,7500.0,31.0,SG/SF,SG/SF,SG
Mitchell Robinson,22200607,2023-01-09,2,4.472763,5200.0,5200.0,19.0,C,C,C
Tre Jones,22200608,2023-01-09,18,19.653053,6000.0,6000.0,21.0,PG,PG,PG
Mo Bamba,22200610,2023-01-09,2,2.0293872,3700.0,3700.0,10.0,C,C,C
Bones Hyland,22200609,2023-01-09,12,14.618754,4900.0,4900.0,16.0,PG/SG,PG/SG,PG
Patrick Beverley,22200609,2023-01-09,0,3.3004718,4100.0,4100.0,10.0,PG/SG,PG/SG,SG
Richaun Holmes,22200610,2023-01-09,0,0.06691082,3000.0,3000.0,10.0,C,C,C
Al Horford,22200606,2023-01-09,8,7.6855574,4800.0,4800.0,16.0,PF/C,PF/C,C
Kira Lewis Jr.,22200605,2023-01-09,0,1.2739567,3000.0,3000.0,10.0,PG,PG,PG
Malaki Branham,22200608,2023-01-09,12,9.065458,3500.0,3500.0,10.0,PG/SG,PG/SG,SG
Davon Reed,22200609,2023-01-09,2,1.8476478,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
Alex Caruso,22200606,2023-01-09,6,4.13212,3600.0,3600.0,10.0,PG/SG,PG/SG,PG
Terrence Ross,22200610,2023-01-09,3,7.285266,3400.0,3400.0,11.0,SG/SF,SG/SF,SF
Zeke Nnaji,22200609,2023-01-09,6,5.938402,3000.0,3000.0,10.0,C,C,C
Christian Braun,22200609,2023-01-09,0,2.0028615,3000.0,3000.0,10.0,SG,SG,SG
Sam Hauser,22200606,2023-01-09,3,4.001793,3100.0,3100.0,10.0,SF/PF,SF/PF,SF
Anthony Gill,22200605,2023-01-09,2,2.2243333,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
Monte Morris,22200605,2023-01-09,13,10.133243,4800.0,4800.0,16.0,PG,PG,PG
Ziaire Williams,22200608,2023-01-09,11,11.09973,3000.0,3000.0,10.0,SF,SF,SF
Dillon Brooks,22200608,2023-01-09,15,16.24341,5800.0,5800.0,17.0,SG/SF,SG/SF,SF
Garrett Temple,22200605,2023-01-09,3,2.221082,3000.0,3000.0,10.0,PG/SF,PG/SF,SG
Payton Pritchard,22200606,2023-01-09,0,1.0460459,3300.0,3300.0,10.0,PG,PG,PG
Ish Smith,22200609,2023-01-09,0,0.024808444,3000.0,3000.0,10.0,PG,PG,PG
Herbert Jones,22200605,2023-01-09,5,2.2805977,4900.0,4900.0,18.0,SF,SF,SF
Santi Aldama,22200608,2023-01-09,13,7.428951,3600.0,3600.0,10.0,PF,PF,PF
Immanuel Quickley,22200607,2023-01-09,23,18.276737,6200.0,6200.0,25.0,PG/SG,PG/SG,PG
Derrick White,22200606,2023-01-09,8,8.410316,5100.0,5100.0,15.0,PG/SG,PG/SG,SG
Devonte' Graham,22200605,2023-01-09,11,5.2627783,3100.0,3100.0,10.0,PG/SG,PG/SG,SG
Damian Jones,22200609,2023-01-09,0,0.4812204,3000.0,3000.0,10.0,C,C,C
Vlatko Cancar,22200609,2023-01-09,2,2.7893472,3100.0,3100.0,10.0,SF/PF,SF/PF,PF
Doug McDermott,22200608,2023-01-09,9,6.984444,3200.0,3200.0,10.0,SG/SF,SG/SF,SF
Dereon Seabron,22200605,2023-01-09,2,1.7946298,3000.0,3000.0,10.0,SF,SF,SG
Corey Kispert,22200605,2023-01-09,17,10.959824,3900.0,3900.0,10.0,SG,SG,SG
Caleb Houstan,22200610,2023-01-09,0,0.82591164,3000.0,3000.0,10.0,SF/PF,SF/PF,SF
Franz Wagner,22200610,2023-01-09,16,9.680159,7100.0,7100.0,25.0,SG/SF,SG/SF,SG
Trey Murphy III,22200605,2023-01-09,6,6.9741383,5100.0,5100.0,14.0,SG/SF,SG/SF,SG
Steven Adams,22200608,2023-01-09,13,8.948666,6000.0,6000.0,26.0,C,C,C
PJ Dozier,22200610,2023-01-09,0,0.4812204,,,10.0,,,SF
Jakob Poeltl,22200608,2023-01-09,13,6.918622,5900.0,5900.0,23.0,C,C,C
Taj Gibson,22200605,2023-01-09,4,3.2712371,3200.0,3200.0,10.0,C,C,C
Delon Wright,22200605,2023-01-09,4,4.626887,3300.0,3300.0,10.0,PG,PG,PG
Sterling Brown,22200609,2023-01-09,0,0.024808444,3100.0,3100.0,10.0,SG,SG,SF
Keita Bates-Diop,22200608,2023-01-09,10,7.37307,3300.0,3300.0,10.0,PF,PF,PF
Patrick Williams,22200606,2023-01-09,10,12.241245,4400.0,4400.0,12.0,SF/PF,SF/PF,PF
Isaiah Hartenstein,22200607,2023-01-09,0,1.519078,3100.0,3100.0,10.0,C,C,C
Malcolm Brogdon,22200606,2023-01-09,11,3.227766,5300.0,5300.0,18.0,PG/SG,PG/SG,SG
Zach Collins,22200608,2023-01-09,9,6.9374986,4700.0,4700.0,13.0,C,C,C
Dyson Daniels,22200605,2023-01-09,4,3.8855798,3200.0,3200.0,10.0,SG/SF,SG/SF,SF
Jevon Carter,22200607,2023-01-09,0,-0.49013472,3700.0,3700.0,12.0,PG/SG,PG/SG,SG
KZ Okpala,22200610,2023-01-09,5,1.8922354,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
Jaxson Hayes,22200605,2023-01-09,6,4.896196,3400.0,3400.0,10.0,PF/C,PF/C,C
Trey Lyles,22200610,2023-01-09,14,9.932329,3300.0,3300.0,10.0,PF/C,PF/C,PF
Gary Harris,22200610,2023-01-09,8,8.346369,3800.0,3800.0,10.0,SG/SF,SG/SF,SF
Obi Toppin,22200607,2023-01-09,3,2.657868,3000.0,3000.0,10.0,PF/C,PF/C,PF
Cole Swider,22200609,2023-01-09,6,4.008987,3000.0,3000.0,10.0,PF,PF,SF
Desmond Bane,22200608,2023-01-09,15,11.062586,6600.0,6600.0,23.0,SG,SG,SG
