date,fanduel_player_pool_count,fanduel_GT_players,fanduel_predicted_players,fanduel_GT_points,fanduel_predicted_points,fanduel_predicted_lineup_GT_points,fanduel_GT_lineup_predicted_points,fanduel_GT_salary,fanduel_predicted_salary,fanduel_GT_duplicates,fanduel_predicted_duplicates,fanduel_overlap_players,fanduel_overlap_count,fanduel_overlap_GT_points,fanduel_overlap_predicted_points
2023-01-06,84,"['Zach LaVine', 'Mason Plumlee', ""De'Anthony Melton"", 'Jakob Poeltl', 'Kyle Anderson', 'John Wall', 'Terry Rozier', 'Terry Rozier', 'Myles Turner']","['Nic Claxton', 'Jamal Murray', 'Jonas Valanciunas', 'Dennis Schroder', 'Damian Lillard', 'Evan Mobley', 'Julius Randle', 'Kristaps Porzingis', 'Julius Randle']",376.00000381469727,,307.1000003814697,,58000.0,72500.0,1,1,[],0,0.0,0.0
2023-01-07,28,"['Mike Conley', 'Thomas Bryant', 'Kevin Huerter', 'Zach LaVine', 'Thomas Bryant', 'Russell Westbrook', 'Keegan Murray', 'Thomas Bryant', 'Zach LaVine']","['Christian Wood', 'Jarred Vanderbilt', 'Christian Wood', 'Russell Westbrook', 'Mike Conley', 'Harrison Barnes', 'Tim Hardaway Jr.', 'Domantas Sabonis', 'Kelly Olynyk']",370.8000011444092,,312.5999946594238,,59300.0,63500.0,3,1,"['Russell Westbrook', 'Mike Conley']",2,71.39999961853027,
2023-01-08,73,"['Scottie Barnes', 'Tim Hardaway Jr.', 'P.J. Washington', 'Josh Hart', 'Luguentz Dort', ""De'Andre Hunter"", 'Ben Simmons', 'Damian Lillard', 'Killian Hayes']","['Killian Hayes', 'Bennedict Mathurin', 'Nic Claxton', 'Tobias Harris', 'Scottie Barnes', 'Kyle Lowry', 'Myles Turner', 'Jimmy Butler', 'Evan Mobley']",338.19999504089355,,322.5999984741211,,58400.0,63000.0,0,0,"['Killian Hayes', 'Scottie Barnes']",2,99.5999984741211,
2023-01-09,44,"['Harrison Barnes', 'Tyus Jones', 'CJ McCollum', 'Russell Westbrook', 'Paolo Banchero', 'Bruce Brown', 'Dillon Brooks', 'Jonas Valanciunas', 'Cole Anthony']","['Zach Collins', 'Franz Wagner', 'Nikola Jokic', 'Russell Westbrook', 'Deni Avdija', 'Thomas Bryant', 'Kyle Kuzma', 'Tyus Jones', 'Monte Morris']",330.99999809265137,,275.39999294281006,,59900.0,62300.0,0,0,"['Tyus Jones', 'Russell Westbrook']",2,83.49999618530273,
2023-01-10,55,"['Anfernee Simons', 'Evan Mobley', 'Donovan Mitchell', 'Josh Giddey', 'Franz Wagner', 'Draymond Green', 'Walker Kessler', 'Saddiq Bey', 'Spencer Dinwiddie']","['Draymond Green', 'Klay Thompson', 'Jordan Poole', 'Josh Hart', 'Jalen McDaniels', 'Jarred Vanderbilt', 'Cole Anthony', 'Jarred Vanderbilt', 'Alec Burks']",344.7000045776367,,232.9000015258789,,59300.0,57200.0,0,1,['Draymond Green'],1,34.400001525878906,
2023-01-11,58,"['Mitchell Robinson', 'Keldon Johnson', 'Bojan Bogdanovic', 'Malcolm Brogdon', 'Jakob Poeltl', 'Monte Morris', 'Buddy Hield', 'Tre Jones', 'Rudy Gobert']","['Kyle Kuzma', 'Killian Hayes', 'Jaylen Brown', 'Kevin Porter Jr.', 'Keldon Johnson', 'Mikal Bridges', 'Brook Lopez', 'Jalen Brunson', 'Keldon Johnson']",356.49999046325684,,311.99999618530273,,57600.0,65200.0,0,1,['Keldon Johnson'],1,34.29999923706055,
2023-01-12,47,"['Ben Simmons', 'Marcus Smart', 'Jrue Holiday', 'Bobby Portis', 'Malcolm Brogdon', 'Jrue Holiday', 'Terry Rozier', 'Tim Hardaway Jr.', 'Scottie Barnes']","['Luguentz Dort', 'Nic Claxton', 'Luka Doncic', 'Josh Giddey', 'Jarrett Allen', 'Christian Wood', 'Derrick White', 'Fred VanVleet', 'Thomas Bryant']",339.39999771118164,,353.7999897003174,,59500.0,69300.0,1,0,[],0,0.0,0.0
2023-01-13,73,"['Michael Porter Jr.', 'Jalen Brunson', 'Bennedict Mathurin', 'Zach LaVine', 'Jaden McDaniels', 'Walker Kessler', 'Jalen Williams', 'Onyeka Okongwu', 'Onyeka Okongwu']","[""De'Andre Hunter"", 'Ivica Zubac', 'Bruce Brown', 'Josh Giddey', 'Zach Collins', 'Zach Collins', 'Daniel Gafford', 'Ivica Zubac', 'Jaden Ivey']",427.00000381469727,,194.7000026702881,,58100.0,54500.0,1,2,[],0,0.0,0.0
2023-01-14,52,"['Jordan Clarkson', ""De'Anthony Melton"", 'Evan Mobley', 'Damian Lillard', 'Kyle Anderson', 'Malcolm Brogdon', 'Josh Hart', 'Naz Reid', 'Jordan Clarkson']","['Tyus Jones', 'Jordan Clarkson', 'Fred VanVleet', 'Jaren Jackson Jr.', 'Derrick White', 'Tim Hardaway Jr.', 'Donovan Mitchell', 'Tim Hardaway Jr.', 'Evan Mobley']",343.3000087738037,,208.4000062942505,,58900.0,62700.0,1,1,"['Evan Mobley', 'Jordan Clarkson']",2,82.40000343322754,
2023-01-15,60,"['Luguentz Dort', 'Ivica Zubac', 'Saddiq Bey', 'Josh Giddey', 'Christian Wood', 'Keegan Murray', 'Jalen Brunson', 'Tre Jones', 'Bruce Brown']","['Jakob Poeltl', 'Jaden Ivey', 'Tre Jones', 'Kevin Huerter', 'Bruce Brown', 'Alec Burks', 'Jalen Williams', 'Mitchell Robinson', 'Isaiah Stewart']",319.8000030517578,,255.10000610351562,,59800.0,54800.0,0,0,"['Tre Jones', 'Bruce Brown']",2,68.60000228881836,
2023-01-16,77,"['Jaren Jackson Jr.', 'Mike Conley', 'Brook Lopez', 'Jordan Poole', 'Derrick White', 'Kyle Kuzma', 'Deni Avdija', ""D'Angelo Russell"", 'Alperen Sengun']","['Trae Young', ""D'Angelo Russell"", 'Evan Mobley', 'Jayson Tatum', 'Julius Randle', 'P.J. Washington', 'Kristaps Porzingis', 'Bogdan Bogdanovic', 'LaMelo Ball']",348.3000011444092,,367.70000648498535,,59700.0,73900.0,0,0,"[""D'Angelo Russell""]",1,34.70000076293945,
2023-01-17,34,"['Aaron Gordon', 'Keldon Johnson', 'Scottie Barnes', 'Zach Collins', 'Gary Trent Jr.', 'Jerami Grant', 'Ivica Zubac', 'Ben Simmons', 'Bruce Brown']","['Bones Hyland', 'Jakob Poeltl', 'Ivica Zubac', 'Ben Simmons', 'Jrue Holiday', 'Bones Hyland', 'Tre Jones', 'Bruce Brown', 'Zach Collins']",340.1000003814697,,259.1999988555908,,58300.0,55800.0,0,1,"['Ivica Zubac', 'Bruce Brown', 'Zach Collins', 'Ben Simmons']",4,118.5,
2023-01-18,80,"['Dejounte Murray', 'Luguentz Dort', 'John Collins', 'P.J. Washington', 'Max Strus', 'Jamal Murray', 'Kyle Anderson', 'Caris LeVert', 'Josh Giddey']","['Alperen Sengun', 'Nikola Jokic', 'Kevin Huerter', 'Victor Oladipo', 'Dillon Brooks', 'Aaron Gordon', 'Onyeka Okongwu', 'Jimmy Butler', 'Julius Randle']",374.700008392334,,299.00000858306885,,58400.0,68900.0,0,0,[],0,0.0,0.0
2023-01-19,32,"['Al Horford', 'Jordan Poole', 'Scottie Barnes', 'Jerami Grant', 'Josh Hart', 'Kyle Anderson', 'Kevon Looney', 'Fred VanVleet', 'Malcolm Brogdon']","['Nic Claxton', 'Kyrie Irving', 'Fred VanVleet', 'Kevon Looney', 'Jerami Grant', 'Klay Thompson', 'Anfernee Simons', 'Josh Hart', 'James Harden']",328.2000045776367,,322.7000045776367,,59500.0,67000.0,0,0,"['Josh Hart', 'Jerami Grant', 'Fred VanVleet', 'Kevon Looney']",4,113.50000190734863,
2023-01-20,83,"['Bruce Brown', 'Domantas Sabonis', 'Russell Westbrook', 'Michael Porter Jr.', 'Jarred Vanderbilt', 'Jamal Murray', 'Keegan Murray', 'Caris LeVert', 'Kevon Looney']","['Ja Morant', 'LeBron James', 'Harrison Barnes', 'Shai Gilgeous-Alexander', 'Jaren Jackson Jr.', 'Darius Garland', 'Zach Collins', 'Kentavious Caldwell-Pope', 'Caris LeVert']",362.20000076293945,,312.6999969482422,,59500.0,71100.0,0,0,['Caris LeVert'],1,36.0,
2023-01-21,47,"['Anthony Edwards', 'Onyeka Okongwu', 'Tyrese Maxey', ""D'Angelo Russell"", 'Evan Mobley', 'Anthony Edwards', 'P.J. Washington', 'Gordon Hayward', ""De'Andre Hunter""]","['Jaden McDaniels', 'Mason Plumlee', 'Trae Young', 'Jalen Green', 'Bobby Portis', 'Brook Lopez', 'Terry Rozier', 'Bennedict Mathurin', 'Jalen Green']",387.899995803833,,264.39999866485596,,59700.0,64400.0,1,1,[],0,0.0,0.0
2023-01-22,51,"['Josh Hart', 'Mikal Bridges', 'Kevon Looney', 'Aaron Gordon', 'Thomas Bryant', 'Anfernee Simons', 'Dennis Schroder', 'Steven Adams', 'Tim Hardaway Jr.']","['Luguentz Dort', 'Donte DiVincenzo', 'Kyle Lowry', 'Jalen Williams', 'Kevon Looney', 'Victor Oladipo', 'Jordan Poole', 'Damian Lillard', 'Josh Giddey']",357.79999923706055,,273.29999923706055,,55300.0,60600.0,0,0,['Kevon Looney'],1,35.0,
2023-01-23,63,"['Anthony Edwards', 'Jeremy Sochan', 'Jusuf Nurkic', 'Jalen Duren', 'Jalen Duren', 'Al Horford', 'Jusuf Nurkic', 'Saddiq Bey', 'Jalen Green']","['Gordon Hayward', 'Mike Conley', 'Cole Anthony', 'Bojan Bogdanovic', 'Paolo Banchero', 'Jaden McDaniels', 'Jerami Grant', 'Anthony Edwards', 'Jrue Holiday']",405.4000129699707,,261.6999988555908,,59300.0,60900.0,2,0,['Anthony Edwards'],1,51.10000228881836,
2023-01-24,54,"['Julius Randle', 'P.J. Washington', 'Jalen McDaniels', 'Derrick White', 'Derrick White', 'Bam Adebayo', 'Monte Morris', 'Herbert Jones', 'Bennedict Mathurin']","['Bam Adebayo', 'Zach LaVine', 'LeBron James', 'Jalen Smith', 'Bam Adebayo', 'Terance Mann', 'Jalen Smith', 'Julius Randle', 'CJ McCollum']",343.9000015258789,,313.0999929904938,,59100.0,70100.0,1,2,"['Bam Adebayo', 'Julius Randle']",2,108.0999984741211,
2023-01-25,87,"['Ja Morant', 'Myles Turner', 'Jalen Williams', 'John Collins', ""De'Anthony Melton"", 'Jalen Williams', 'Bogdan Bogdanovic', 'Daniel Gafford', 'Kevin Huerter']","['Naz Reid', 'Aaron Gordon', 'Paolo Banchero', 'Dejounte Murray', 'Jaden McDaniels', 'CJ McCollum', 'Aaron Gordon', 'Jusuf Nurkic', 'Damian Lillard']",363.8999938964844,,371.6999988555908,,58800.0,67500.0,1,1,[],0,0.0,0.0
2023-01-26,50,"['Gordon Hayward', 'Spencer Dinwiddie', 'Immanuel Quickley', 'Deandre Ayton', 'Al Horford', 'Deandre Ayton', 'Paul George', 'Evan Mobley', 'Isaiah Stewart']","['Killian Hayes', 'Norman Powell', 'Jayson Tatum', 'Malcolm Brogdon', 'Keldon Johnson', 'Jayson Tatum', 'Tim Hardaway Jr.', 'Jalen Duren', 'LaMelo Ball']",349.4999990463257,,315.49999809265137,,58400.0,69200.0,1,1,[],0,0.0,0.0
2023-01-27,45,"['Kevon Looney', 'Evan Mobley', 'Kyle Lowry', 'Scottie Barnes', 'Cole Anthony', 'Bennedict Mathurin', 'Draymond Green', 'Buddy Hield', 'Donte DiVincenzo']","['Myles Turner', 'Ja Morant', 'Anthony Edwards', 'Franz Wagner', 'Evan Mobley', 'Jordan Poole', 'Max Strus', 'Brook Lopez', 'Jordan Poole']",284.3000011444092,,277.49999618530273,,58400.0,69000.0,0,1,['Evan Mobley'],1,39.70000076293945,
2023-01-28,99,"['Mike Conley', 'Terance Mann', 'Ivica Zubac', 'Spencer Dinwiddie', 'Clint Capela', 'Paul George', 'Malcolm Brogdon', 'Jabari Smith Jr.', 'Jeremy Sochan']","['Scottie Barnes', 'Derrick White', 'Dennis Schroder', 'Cole Anthony', 'Bogdan Bogdanovic', ""Royce O'Neale"", 'Derrick White', 'Malcolm Brogdon', 'Bogdan Bogdanovic']",364.1000003814697,,250.2999973297119,,56700.0,55800.0,0,2,['Malcolm Brogdon'],1,46.20000076293945,
2023-01-29,20,"['Ja Morant', 'Jarrett Allen', 'Tyus Jones', 'Brook Lopez', 'Caris LeVert', 'Bennedict Mathurin', 'Jaren Jackson Jr.', 'Tyus Jones', 'Naji Marshall']","['Evan Mobley', 'Andrew Nembhard', 'Darius Garland', 'Naji Marshall', 'Ja Morant', 'Buddy Hield', 'Caris LeVert', 'Jrue Holiday', 'Bennedict Mathurin']",333.0,,281.3000030517578,,60000.0,63900.0,1,0,"['Caris LeVert', 'Naji Marshall', 'Bennedict Mathurin', 'Ja Morant']",4,151.30000114440918,
2023-01-30,74,"['Bogdan Bogdanovic', 'Stephen Curry', 'Anfernee Simons', 'Zach Collins', ""De'Andre Hunter"", 'Donte DiVincenzo', 'Jaden McDaniels', 'Dejounte Murray', 'Saddiq Bey']","['Zach Collins', 'Naz Reid', ""Royce O'Neale"", 'Dejounte Murray', 'Saddiq Bey', 'Jakob Poeltl', 'Franz Wagner', 'Clint Capela', 'Stephen Curry']",334.69999408721924,,332.8999948501587,,58400.0,61600.0,0,0,"['Stephen Curry', 'Zach Collins', 'Saddiq Bey', 'Dejounte Murray']",4,199.89999771118164,
2023-01-31,42,"['Russell Westbrook', 'Terry Rozier', 'Gordon Hayward', 'P.J. Washington', 'Jamal Murray', 'Jrue Holiday', 'Victor Oladipo', 'Norman Powell', 'Mason Plumlee']","['Terry Rozier', 'Zach LaVine', 'Michael Porter Jr.', 'Thomas Bryant', 'Kawhi Leonard', 'Donovan Mitchell', 'Norman Powell', 'Victor Oladipo', 'Immanuel Quickley']",333.49999618530273,,329.5999917984009,,59900.0,60100.0,0,0,"['Norman Powell', 'Terry Rozier', 'Victor Oladipo']",3,106.10000038146973,
2023-02-01,70,"['Derrick White', ""Royce O'Neale"", 'Draymond Green', 'Derrick White', 'Nic Claxton', 'Kyle Anderson', 'Jordan Poole', 'Gary Trent Jr.', 'Mikal Bridges']","['John Collins', 'Mike Conley', 'Cole Anthony', 'James Harden', 'James Harden', 'Dillon Brooks', 'Deandre Ayton', 'Kevin Huerter', 'Jordan Poole']",278.50000190734863,,262.50000381469727,,59600.0,62100.0,1,1,['Jordan Poole'],1,31.900001525878906,
2023-02-02,50,"['Kentavious Caldwell-Pope', 'Terry Rozier', 'Michael Porter Jr.', 'Jamal Murray', 'Tyus Jones', 'Herbert Jones', 'Bam Adebayo', 'Jordan Poole', 'Ivica Zubac']","['Terry Rozier', 'Stephen Curry', 'Tyrese Haliburton', 'LaMelo Ball', 'Russell Westbrook', 'Brook Lopez', 'Desmond Bane', 'Spencer Dinwiddie', 'Donovan Mitchell']",301.5,,282.00000190734863,,59100.0,72500.0,0,0,['Terry Rozier'],1,38.099998474121094,
2023-02-03,74,"['Fred VanVleet', 'Cole Anthony', ""De'Andre Hunter"", 'Deni Avdija', 'Tyrese Maxey', ""D'Angelo Russell"", 'Myles Turner', 'Mike Conley', 'Buddy Hield']","['Dejounte Murray', 'Chris Paul', 'Fred VanVleet', 'Bennedict Mathurin', 'Jayson Tatum', 'Killian Hayes', 'Trae Young', 'Mike Conley', 'Myles Turner']",353.80000019073486,,314.6999979019165,,59700.0,72000.0,0,0,"['Mike Conley', 'Fred VanVleet', 'Myles Turner']",3,124.49999618530273,
2023-02-04,78,"['Nikola Vucevic', 'Deni Avdija', 'Donte DiVincenzo', 'Patrick Williams', 'Josh Giddey', 'Jalen Brunson', 'Paul George', 'Norman Powell', 'Kevon Looney']","['Jonas Valanciunas', 'Draymond Green', 'Alperen Sengun', 'DeMar DeRozan', 'Ivica Zubac', 'Herbert Jones', 'Jimmy Butler', 'John Collins', 'Tyler Herro']",343.19999504089355,,306.60000801086426,,59800.0,62000.0,0,0,[],0,0.0,0.0
2023-02-05,62,"['P.J. Washington', 'Michael Porter Jr.', 'Bruce Brown', 'CJ McCollum', 'Desmond Bane', 'Jaden McDaniels', 'Myles Turner', 'Immanuel Quickley', 'Julius Randle']","['Tobias Harris', 'Franz Wagner', 'Wendell Carter Jr.', 'Desmond Bane', 'Rudy Gobert', 'Herbert Jones', 'Jarrett Allen', 'Kevin Huerter', 'Tyus Jones']",304.80000019073486,,267.6999969482422,,59900.0,56900.0,0,0,['Desmond Bane'],1,47.400001525878906,
2023-02-06,80,"['Nikola Vucevic', 'Jordan Poole', 'Lauri Markkanen', 'Ivica Zubac', 'Keegan Murray', 'Killian Hayes', 'Ivica Zubac', 'Brook Lopez', 'Derrick White']","['Norman Powell', 'Darius Garland', 'Donte DiVincenzo', 'Evan Mobley', 'Darius Garland', 'Harrison Barnes', ""Royce O'Neale"", 'Jordan Poole', 'Domantas Sabonis']",385.69998931884766,,289.100004196167,,58700.0,64200.0,0,0,[],0,0.0,0.0
2023-02-07,79,"['Bogdan Bogdanovic', 'Jonas Valanciunas', 'Jalen Brunson', 'Immanuel Quickley', 'Jalen Williams', 'Bruce Brown', 'Deandre Ayton', 'Aaron Gordon', 'Aaron Gordon']","['Anthony Edwards', 'CJ McCollum', 'Patrick Williams', 'Anthony Davis', ""D'Angelo Russell"", 'Naz Reid', 'Dillon Brooks', 'CJ McCollum', 'John Collins']",368.00000381469727,,234.50000190734863,,59200.0,63600.0,1,0,[],0,0.0,0.0
2023-02-08,103,"['Gordon Hayward', 'P.J. Washington', 'Daniel Gafford', 'Buddy Hield', 'Alperen Sengun', 'Jalen Duren', ""De'Anthony Melton"", ""De'Aaron Fox"", 'Jordan Poole']","['Jakob Poeltl', 'Fred VanVleet', 'Scottie Barnes', 'Deni Avdija', 'Keldon Johnson', 'Anthony Edwards', 'Derrick White', 'Scottie Barnes', 'Naz Reid']",361.09999656677246,,295.4000015258789,,59000.0,65000.0,0,0,[],0,0.0,0.0
2023-02-09,49,"['Dennis Schroder', 'Franz Wagner', 'Khris Middleton', 'Aaron Gordon', 'Aaron Gordon', 'Dennis Schroder', 'Clint Capela', 'Aaron Gordon', 'Dennis Schroder']","['Bruce Brown', 'Ben Simmons', 'Franz Wagner', 'Clint Capela', ""Royce O'Neale"", 'Wendell Carter Jr.', 'Markelle Fultz', 'Dejounte Murray', 'Aaron Gordon']",428.30001068115234,,284.40000915527344,,58000.0,59000.0,2,0,"['Franz Wagner', 'Clint Capela', 'Aaron Gordon']",3,126.40000534057617,
2023-02-10,141,"['Derrick White', 'Ivica Zubac', 'Brook Lopez', 'Jalen Duren', 'Pascal Siakam', 'Jerami Grant', 'Immanuel Quickley', 'Derrick White', 'Jalen Williams']","['Jalen Williams', 'Paul George', 'Dillon Brooks', 'Jalen Brunson', 'Naz Reid', 'Tim Hardaway Jr.', 'Dillon Brooks', ""De'Aaron Fox"", 'Terry Rozier']",411.200008392334,,290.20000076293945,,58000.0,59900.0,1,1,['Jalen Williams'],1,34.79999923706055,
2023-02-11,120,"['Lauri Markkanen', 'P.J. Washington', 'Bam Adebayo', 'Josh Hart', 'Clint Capela', ""De'Andre Hunter"", 'Daniel Gafford', 'Jordan Clarkson', ""De'Andre Hunter""]","['Tyler Herro', 'Kevin Huerter', 'Julius Randle', 'Keldon Johnson', 'Daniel Gafford', 'Nikola Vucevic', 'John Collins', 'Jeremy Sochan', 'Markelle Fultz']",348.19999504089355,,306.600004196167,,58700.0,62600.0,0,0,[],0,0.0,0.0
2023-02-12,29,"['Dillon Brooks', 'Bojan Bogdanovic', 'Jalen Duren', 'Isaiah Stewart', 'Derrick White', 'Fred VanVleet', 'Jaden Ivey', 'Santi Aldama', 'Pascal Siakam']","['Fred VanVleet', 'Jaren Jackson Jr.', 'Scottie Barnes', 'Robert Williams III', 'Jaden Ivey', 'Jaren Jackson Jr.', 'Killian Hayes', 'Derrick White', 'Fred VanVleet']",289.60000133514404,,306.30000400543213,,59100.0,66700.0,0,1,"['Fred VanVleet', 'Jaden Ivey']",2,81.50000381469727,
2023-02-13,71,"['Josh Hart', 'Jarrett Allen', ""De'Andre Hunter"", 'Kyrie Irving', 'Tyrese Maxey', 'Kevon Looney', 'Gordon Hayward', 'Markelle Fultz', 'Mike Conley']","['Paolo Banchero', 'P.J. Washington', 'Anfernee Simons', 'P.J. Washington', 'Markelle Fultz', 'Joel Embiid', 'Shai Gilgeous-Alexander', 'LaMelo Ball', 'Josh Hart']",376.0999927520752,,353.399995803833,,57600.0,71300.0,0,1,"['Josh Hart', 'Markelle Fultz']",2,84.29999923706055,
2023-02-14,36,"['Norman Powell', 'Jakob Poeltl', 'Precious Achiuwa', 'Kawhi Leonard', 'Keegan Murray', 'Markelle Fultz', 'Wendell Carter Jr.', 'Scottie Barnes', 'Ivica Zubac']","['Scottie Barnes', 'Keegan Murray', 'Domantas Sabonis', 'Chris Paul', 'Deandre Ayton', 'Daniel Gafford', 'Ivica Zubac', 'Harrison Barnes', 'Derrick White']",337.40000343322754,,324.80000042915344,,59700.0,63200.0,0,0,"['Ivica Zubac', 'Scottie Barnes', 'Keegan Murray']",3,84.10000228881836,
2023-02-15,64,"[""De'Andre Hunter"", ""D'Angelo Russell"", 'Myles Turner', 'Jabari Smith Jr.', 'Josh Hart', 'Keldon Johnson', 'Mikal Bridges', 'Bruce Brown', 'Jordan Clarkson']","['Keldon Johnson', 'Dejounte Murray', 'RJ Barrett', 'Jalen Green', 'Myles Turner', 'Nic Claxton', 'Tobias Harris', 'Jalen Williams', 'Jordan Clarkson']",341.40000343322754,,236.5999994277954,,58700.0,64300.0,0,0,"['Myles Turner', 'Jordan Clarkson', 'Keldon Johnson']",3,107.70000076293945,
2023-02-16,22,"['Daniel Gafford', 'Ivica Zubac', 'Anthony Edwards', 'Deni Avdija', 'Kyle Kuzma', 'Kyle Anderson', 'Mason Plumlee', 'Rudy Gobert', 'Mike Conley']","['Jrue Holiday', 'Kyle Anderson', 'Kawhi Leonard', 'Mike Conley', 'Daniel Gafford', 'Chris Paul', 'Daniel Gafford', 'Kristaps Porzingis', 'Anthony Edwards']",294.70000076293945,,298.9000072479248,,60000.0,68900.0,0,1,"['Daniel Gafford', 'Anthony Edwards', 'Mike Conley', 'Kyle Anderson']",4,133.10000228881836,
2023-02-23,68,"['Markelle Fultz', 'Tobias Harris', 'Klay Thompson', 'Wendell Carter Jr.', 'Kentavious Caldwell-Pope', 'Jakob Poeltl', 'Josh Giddey', 'Kevon Looney', 'Keldon Johnson']","['Robert Williams III', 'Kevin Huerter', ""D'Angelo Russell"", 'Gary Trent Jr.', 'Tyus Jones', 'Donte DiVincenzo', 'Derrick White', 'Jaden Ivey', 'Rui Hachimura']",339.8999881744385,,173.5999984741211,,59700.0,54500.0,0,0,[],0,0.0,0.0
2023-02-24,67,"['Gordon Hayward', 'Kawhi Leonard', 'Monte Morris', 'Dejounte Murray', 'Zach LaVine', 'Saddiq Bey', 'Onyeka Okongwu', 'Jaden McDaniels', 'Keegan Murray']","['Keegan Murray', 'Jrue Holiday', 'Mike Conley', 'Donovan Mitchell', 'Bam Adebayo', 'Tyler Herro', 'Bogdan Bogdanovic', 'Monte Morris', 'Bam Adebayo']",359.4000053405762,,234.79999351501465,,59800.0,65600.0,0,1,"['Keegan Murray', 'Monte Morris']",2,50.0,
2023-02-25,49,"['Jeremy Sochan', 'Tyus Jones', 'Tyler Herro', 'Gordon Hayward', 'Walker Kessler', 'Josh Richardson', 'Immanuel Quickley', 'Keldon Johnson', 'Ja Morant']","['Franz Wagner', 'Bam Adebayo', 'CJ McCollum', 'Jonas Valanciunas', 'Tyus Jones', 'Jalen Brunson', 'Gordon Hayward', 'Paolo Banchero', 'Trey Murphy III']",320.10000228881836,,238.80000495910645,,60000.0,60700.0,0,0,"['Gordon Hayward', 'Tyus Jones']",2,55.50000190734863,
2023-02-26,70,"['Naz Reid', 'Kyle Anderson', 'Keegan Murray', 'Nic Claxton', 'Jabari Smith Jr.', 'Nikola Vucevic', 'Josh Giddey', 'Cameron Johnson', 'Bogdan Bogdanovic']","['Darius Garland', 'Bruce Brown', 'Kawhi Leonard', 'Jarrett Allen', 'Jarrett Allen', 'Daniel Gafford', 'Kyle Kuzma', 'Patrick Williams', 'Onyeka Okongwu']",356.90000343322754,,272.3000011444092,,56900.0,63900.0,0,1,[],0,0.0,0.0
2023-02-27,33,"['Al Horford', 'Immanuel Quickley', 'Herbert Jones', 'Josh Hart', 'Killian Hayes', 'Markelle Fultz', 'James Harden', 'Killian Hayes', 'CJ McCollum']","['Tyrese Maxey', 'Jalen Brunson', 'Terry Rozier', 'RJ Barrett', 'Julius Randle', 'Bam Adebayo', 'Naji Marshall', 'Paolo Banchero', 'Joel Embiid']",311.8999996185303,,267.49999618530273,,58300.0,72100.0,1,0,[],0,0.0,0.0
2023-02-28,85,"['Jalen Williams', 'Zach Collins', 'Ja Morant', 'Bruce Brown', 'Mike Conley', 'Clint Capela', 'Keegan Murray', 'Russell Westbrook', 'Kentavious Caldwell-Pope']","['Ivica Zubac', 'Bradley Beal', 'Bennedict Mathurin', 'Clint Capela', 'Jaden McDaniels', 'Jarred Vanderbilt', 'Kevon Looney', 'Norman Powell', 'Anthony Edwards']",358.899995803833,,279.39999866485596,,58900.0,60300.0,0,0,['Clint Capela'],1,50.5,
2023-03-01,67,"['Brandon Ingram', 'Cole Anthony', 'Jaden Ivey', 'Desmond Bane', 'Bojan Bogdanovic', 'Killian Hayes', 'Al Horford', 'Desmond Bane', 'Tari Eason']","['Giannis Antetokounmpo', 'Jalen Williams', 'Gordon Hayward', 'Malcolm Brogdon', 'Terry Rozier', 'Wendell Carter Jr.', 'Jalen Brunson', 'Franz Wagner', 'Jarrett Allen']",382.6999988555908,,284.80000162124634,,59200.0,69300.0,1,0,[],0,0.0,0.0
2023-03-02,35,"['Draymond Green', 'Terance Mann', 'Zach Collins', 'Fred VanVleet', 'Buddy Hield', 'Jeremy Sochan', 'Donte DiVincenzo', 'Kyle Kuzma', 'Deni Avdija']","['Mason Plumlee', 'Deni Avdija', 'Joel Embiid', 'Zach Collins', 'Keita Bates-Diop', 'Tobias Harris', 'Tobias Harris', 'Myles Turner', 'Bennedict Mathurin']",307.9999942779541,,251.5999937057495,,58400.0,60600.0,0,1,"['Deni Avdija', 'Zach Collins']",2,60.00000190734863,
2023-03-03,86,"['Michael Porter Jr.', 'Dejounte Murray', 'Herbert Jones', 'Jaden McDaniels', 'Mason Plumlee', 'Harrison Barnes', 'Dejounte Murray', 'Paolo Banchero', 'Luguentz Dort']","['Bam Adebayo', 'Wendell Carter Jr.', 'Clint Capela', 'Patrick Williams', 'Domantas Sabonis', 'Naji Marshall', 'Kyle Anderson', 'Al Horford', 'Ja Morant']",345.100004196167,,265.3000020980835,,58900.0,65000.0,1,0,[],0,0.0,0.0
2023-03-04,45,"['Tre Jones', 'Zach Collins', 'Jeremy Sochan', 'Jimmy Butler', 'Kyle Anderson', 'Keita Bates-Diop', 'Tyrese Maxey', 'Tari Eason', 'Evan Mobley']","['Rudy Gobert', 'Bam Adebayo', 'Caris LeVert', 'Tre Jones', 'Keegan Murray', 'Jaden McDaniels', 'Keita Bates-Diop', 'Saddiq Bey', 'Harrison Barnes']",333.4000053405762,,256.50000381469727,,59000.0,56000.0,0,0,"['Tre Jones', 'Keita Bates-Diop']",2,51.80000305175781,
