player_name,game_id,game_date,reb,reb_pred,fanduel_salary,draftkings_salary,yahoo_salary,fanduel_position,draftkings_position,yahoo_position
Cedi Osman,22000159,2021-01-12,4,4.026018,6000.0,6000.0,20.0,SF/PF,SF/PF,PF
Sterling Brown,22000161,2021-01-12,2,1.8880507,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
JaMychal Green,22000158,2021-01-12,7,5.993572,4300.0,4300.0,10.0,PF,PF,PF
Damion Lee,22000163,2021-01-12,3,3.240737,3500.0,3500.0,10.0,PG/SG,PG/SG,SG
Donovan Mitchell,22000159,2021-01-12,3,2.5771525,8400.0,8400.0,33.0,PG/SG,PG/SG,SG
Justin Holiday,22000163,2021-01-12,2,1.5409327,5000.0,5000.0,11.0,SF,SF,SF
P.J. Tucker,22000161,2021-01-12,1,2.0855236,4000.0,4000.0,11.0,PF/C,PF/C,PF
Kelly Oubre Jr.,22000163,2021-01-12,5,4.680632,5300.0,5300.0,18.0,SF/PF,SF/PF,SF
Mike Conley,22000159,2021-01-12,6,4.6231823,7100.0,7100.0,26.0,PG,PG,PG
Devin Vassell,22000162,2021-01-12,7,5.00001,3200.0,3200.0,10.0,SG/SF,SG/SF,SG
Edmond Sumner,22000163,2021-01-12,4,3.5836887,3100.0,3100.0,10.0,SG/SF,SG/SF,SG
Bol Bol,22000158,2021-01-12,2,2.0224996,3000.0,3000.0,10.0,C,C,PF
Jeff Green,22000158,2021-01-12,2,1.2927438,3800.0,3800.0,10.0,PF/C,PF/C,PF
Christian Wood,22000161,2021-01-12,8,8.846723,7900.0,7900.0,37.0,C,C,C
Isaiah Roby,22000162,2021-01-12,6,5.6919217,3100.0,3100.0,10.0,PF/C,PF/C,C
LaMarcus Aldridge,22000162,2021-01-12,10,6.744779,6300.0,6300.0,25.0,PF/C,PF/C,C
Rudy Gobert,22000159,2021-01-12,10,10.708463,8200.0,8200.0,33.0,C,C,C
Shai Gilgeous-Alexander,22000162,2021-01-12,9,7.838564,8000.0,8000.0,32.0,PG,PG,PG
Mychal Mulder,22000163,2021-01-12,0,-0.011378266,3000.0,3000.0,10.0,SG,SG,PG
Luguentz Dort,22000162,2021-01-12,6,5.2711086,4100.0,4100.0,16.0,SG/SF,SG/SF,SF
Ben McLemore,22000161,2021-01-12,3,2.884222,3500.0,3500.0,10.0,SG,SG,SG
Georges Niang,22000159,2021-01-12,5,5.1217947,3200.0,3200.0,10.0,SF/PF,SF/PF,PF
Alfonzo McKinnie,22000161,2021-01-12,1,1.3878278,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
Jae'Sean Tate,22000161,2021-01-12,3,4.3062234,3400.0,3400.0,10.0,PF,PF,PF
Talen Horton-Tucker,22000161,2021-01-12,2,1.3479408,3600.0,3600.0,12.0,SF,SF,SF
Malcolm Brogdon,22000163,2021-01-12,2,2.6318939,8600.0,8600.0,37.0,PG,PG,PG
Jarrett Allen,22000158,2021-01-12,5,7.7748356,6500.0,6500.0,26.0,C,C,C
JaVale McGee,22000159,2021-01-12,9,8.324562,3800.0,3800.0,10.0,C,C,C
Isaac Okoro,22000159,2021-01-12,3,2.5148304,3400.0,3400.0,10.0,SF/PF,SF/PF,SF
Bruno Caboclo,22000161,2021-01-12,4,4.4328933,3000.0,3000.0,10.0,PF/C,PF/C,C
Trey Lyles,22000162,2021-01-12,4,3.579562,3300.0,3300.0,10.0,PF/C,PF/C,PF
Kenrich Williams,22000162,2021-01-12,0,0.56438196,3000.0,3000.0,10.0,SF,SF,SF
Dennis Schroder,22000161,2021-01-12,3,2.5471187,6100.0,6100.0,20.0,PG/SG,PG/SG,SG
James Harden,22000161,2021-01-12,7,6.3591475,10800.0,10800.0,54.0,PG/SG,PG/SG,SG
Mike Scott,22000157,2021-01-12,3,2.8519542,3800.0,3800.0,10.0,PF,PF,PF
Dakota Mathias,22000157,2021-01-12,1,1.3087732,3900.0,3900.0,10.0,SG,SG,PG
R.J. Hampton,22000158,2021-01-12,0,0.164405,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Max Strus,22000157,2021-01-12,1,1.7869844,3000.0,3000.0,10.0,SG,SG,SG
Alex Caruso,22000161,2021-01-12,6,5.307381,3200.0,3200.0,10.0,PG/SG,PG/SG,PG
PJ Dozier,22000158,2021-01-12,4,4.1308303,3700.0,3700.0,10.0,SG/SF,SG/SF,SF
Mason Jones,22000161,2021-01-12,3,2.9417074,3000.0,3000.0,10.0,SG,SG,SG
Justin Jackson,22000162,2021-01-12,0,0.90809727,3000.0,3000.0,10.0,SF/PF,SF/PF,SF
Bruce Brown,22000158,2021-01-12,6,5.6536283,3500.0,3500.0,10.0,SG,SG,SG
Lamar Stevens,22000159,2021-01-12,3,3.3808818,3000.0,3000.0,10.0,SF,SF,SF
Landry Shamet,22000158,2021-01-12,4,3.9603508,3400.0,3400.0,10.0,SG,SG,SG
Al Horford,22000162,2021-01-12,7,7.278907,5900.0,5900.0,19.0,C,C,C
Brad Wanamaker,22000163,2021-01-12,1,0.8504558,3400.0,3400.0,10.0,PG,PG,PG
Damyean Dotson,22000159,2021-01-12,2,1.5323696,5000.0,5000.0,12.0,PG/SG,PG/SG,SG
Mike Muscala,22000162,2021-01-12,2,2.3349652,3400.0,3400.0,10.0,C,C,C
Kevon Looney,22000163,2021-01-12,9,5.978969,3000.0,3000.0,10.0,C,C,C
Shaquille Harrison,22000159,2021-01-12,0,0.1427983,3000.0,3000.0,10.0,PG,PG,PG
Timothe Luwawu-Cabarrot,22000158,2021-01-12,2,2.0611877,3600.0,3600.0,10.0,SF,SF,SF
Kyle Kuzma,22000161,2021-01-12,11,6.7272935,5400.0,5400.0,11.0,SF/PF,SF/PF,PF
Theo Maledon,22000162,2021-01-12,2,1.3738159,3300.0,3300.0,10.0,PG/SG,PG/SG,PG
Montrezl Harrell,22000161,2021-01-12,4,4.8367033,6000.0,6000.0,19.0,C,C,C
Thon Maker,22000159,2021-01-12,2,2.8706527,3000.0,3000.0,10.0,PF/C,PF/C,C
Dwight Howard,22000157,2021-01-12,8,4.1951294,4800.0,4800.0,10.0,C,C,C
Darius Miller,22000162,2021-01-12,0,0.51910794,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
Joe Harris,22000158,2021-01-12,3,2.544183,5400.0,5400.0,18.0,SG/SF,SG/SF,SG
Royce O'Neale,22000159,2021-01-12,3,3.6839092,5700.0,5700.0,14.0,SF/PF,SF/PF,PF
Doug McDermott,22000163,2021-01-12,5,4.6919956,3900.0,3900.0,10.0,SF/PF,SF/PF,PF
Kelan Martin,22000163,2021-01-12,3,2.998794,3000.0,3000.0,10.0,PF,PF,SG
Darius Bazley,22000162,2021-01-12,6,7.6173344,5900.0,5900.0,21.0,SF/PF,SF/PF,PF
Chris Silva,22000157,2021-01-12,8,6.217055,3000.0,3000.0,10.0,C,C,C
JaKarr Sampson,22000163,2021-01-12,6,5.0666423,3000.0,3000.0,10.0,PF/C,PF/C,PF
Marc Gasol,22000161,2021-01-12,4,5.45694,4000.0,4000.0,10.0,C,C,C
Jarrell Brantley,22000159,2021-01-12,1,1.7142012,3000.0,3000.0,10.0,PF,PF,PF
Hamidou Diallo,22000162,2021-01-12,4,4.79048,5300.0,5300.0,15.0,SG/SF,SG/SF,SG
Precious Achiuwa,22000157,2021-01-12,13,7.2989745,3100.0,3100.0,10.0,PF/C,PF/C,PF
Elijah Hughes,22000159,2021-01-12,1,1.6486181,3000.0,3000.0,10.0,SF,SF,SG
Kelly Olynyk,22000157,2021-01-12,8,6.2952566,5300.0,5300.0,16.0,PF/C,PF/C,PF
David Nwaba,22000161,2021-01-12,1,1.8308561,3300.0,3300.0,10.0,SG/SF,SG/SF,SF
Rudy Gay,22000162,2021-01-12,6,6.0397496,4900.0,4900.0,17.0,PF,PF,PF
Dean Wade,22000159,2021-01-12,3,2.816121,3100.0,3100.0,10.0,PF,PF,PF
Aleksej Pokusevski,22000162,2021-01-12,5,4.5837007,3000.0,3000.0,10.0,PF,PF,PF
John Wall,22000161,2021-01-12,0,2.0800924,7400.0,7400.0,33.0,PG,PG,PG
Dejounte Murray,22000162,2021-01-12,5,6.2903404,7200.0,7200.0,28.0,PG,PG,PG
Facundo Campazzo,22000158,2021-01-12,0,0.17473483,3000.0,3000.0,10.0,PG/SG,PG/SG,SG
Quinn Cook,22000161,2021-01-12,0,0.13772961,3000.0,3000.0,10.0,PG,PG,PG
Andre Iguodala,22000157,2021-01-12,5,5.2060943,3300.0,3300.0,10.0,SF/PF,SF/PF,SF
Jamal Murray,22000158,2021-01-12,0,1.6806141,6900.0,6900.0,29.0,PG,PG,PG
Kent Bazemore,22000163,2021-01-12,2,1.7302717,3600.0,3600.0,10.0,SF,SF,SF
Bojan Bogdanovic,22000159,2021-01-12,2,1.6325132,5200.0,5200.0,12.0,SF/PF,SF/PF,SF
Eric Gordon,22000161,2021-01-12,0,0.861141,5600.0,5600.0,16.0,SG/SF,SG/SF,SF
Cassius Stanley,22000163,2021-01-12,0,0.5360954,3000.0,3000.0,10.0,SF,SF,SG
Udoka Azubuike,22000159,2021-01-12,2,2.1712556,3000.0,3000.0,10.0,C,C,C
Kentavious Caldwell-Pope,22000161,2021-01-12,3,2.2160425,3700.0,3700.0,11.0,SG/SF,SG/SF,SG
George Hill,22000162,2021-01-12,5,5.1921854,4700.0,4700.0,12.0,PG/SG,PG/SG,SG
James Wiseman,22000163,2021-01-12,9,6.81755,4400.0,4400.0,19.0,C,C,C
Aaron Holiday,22000163,2021-01-12,2,2.3443193,3300.0,3300.0,10.0,PG/SG,PG/SG,SG
Danny Green,22000157,2021-01-12,10,5.820921,4900.0,4900.0,11.0,SG/SF,SG/SF,SF
Tyler Herro,22000157,2021-01-12,7,5.165408,6700.0,6700.0,22.0,PG/SG,PG/SG,PG
Yogi Ferrell,22000159,2021-01-12,5,4.645051,3000.0,3000.0,10.0,PG/SG,PG/SG,SG
Larry Nance Jr.,22000159,2021-01-12,7,6.2452583,6800.0,6800.0,24.0,PF/C,PF/C,PF
Taurean Prince,22000158,2021-01-12,5,3.8201945,3900.0,3900.0,10.0,SF/PF,SF/PF,SF
Ben Simmons,22000157,2021-01-12,6,7.188815,8900.0,8900.0,39.0,PG/SF,PG/SF,PG
Caris LeVert,22000158,2021-01-12,5,3.4403732,7600.0,7600.0,33.0,PG/SF,PG/SF,PG
Draymond Green,22000163,2021-01-12,6,4.7072496,5600.0,5600.0,20.0,PF/C,PF/C,PF
LeBron James,22000161,2021-01-12,8,8.373635,10000.0,10000.0,48.0,PG/SF,PG/SF,SF
Domantas Sabonis,22000163,2021-01-12,14,11.88425,9300.0,9300.0,43.0,PF/C,PF/C,PF
Isaiah Joe,22000157,2021-01-12,5,4.5146375,4400.0,4400.0,10.0,SG,SG,SG
Marques Bolden,22000159,2021-01-12,2,1.4832599,3000.0,3000.0,10.0,C,C,C
Stephen Curry,22000163,2021-01-12,4,4.9911337,9800.0,9800.0,46.0,PG,PG,PG
Myles Turner,22000163,2021-01-12,12,9.133985,6200.0,6200.0,26.0,C,C,C
Monte Morris,22000158,2021-01-12,1,0.8694088,4200.0,4200.0,12.0,PG,PG,PG
Patty Mills,22000162,2021-01-12,1,1.7195116,5100.0,5100.0,11.0,PG/SG,PG/SG,SG
Nikola Jokic,22000158,2021-01-12,8,10.812439,11000.0,11000.0,51.0,C,C,C
Kevin Durant,22000158,2021-01-12,9,7.5815253,9400.0,9400.0,45.0,PF,PF,PF
Andrew Wiggins,22000163,2021-01-12,7,7.1159854,6300.0,6300.0,23.0,SG/SF,SG/SF,SG
Joel Embiid,22000157,2021-01-12,16,15.234753,9700.0,9700.0,48.0,C,C,C
Anthony Davis,22000161,2021-01-12,10,8.893333,9500.0,9500.0,48.0,PF/C,PF/C,PF
Lonnie Walker IV,22000162,2021-01-12,3,2.2055917,5400.0,5400.0,13.0,SG/SF,SG/SF,SG
Jordan Clarkson,22000159,2021-01-12,8,6.443614,5600.0,5600.0,19.0,PG/SG,PG/SG,SG
Gary Trent Jr.,22000173,2021-01-13,1,1.2600884,3600.0,3600.0,10.0,SG/SF,SG/SF,SG
Immanuel Quickley,22000168,2021-01-13,2,1.7010808,3100.0,3100.0,10.0,PG,PG,PG
Damian Lillard,22000173,2021-01-13,1,2.4977164,9500.0,9500.0,47.0,PG,PG,PG
Grayson Allen,22000169,2021-01-13,0,0.48474482,3200.0,3200.0,10.0,SG/SF,SG/SF,SG
Anthony Davis,22000170,2021-01-13,7,6.9332733,9000.0,9000.0,48.0,PF/C,PF/C,PF
Jrue Holiday,22000165,2021-01-13,6,5.3908463,6900.0,6900.0,29.0,PG,PG,PG
LeBron James,22000170,2021-01-13,6,6.1297617,9600.0,9600.0,48.0,PG/SF,PG/SF,SF
Karl-Anthony Towns,22000169,2021-01-13,14,12.575531,9800.0,9800.0,48.0,C,C,C
Jusuf Nurkic,22000173,2021-01-13,12,11.527188,6100.0,6100.0,24.0,C,C,C
Luka Doncic,22000164,2021-01-13,13,8.409946,10800.0,10800.0,53.0,PG,PG,PG
Richaun Holmes,22000173,2021-01-13,9,9.773105,6400.0,6400.0,24.0,C,C,C
Julius Randle,22000168,2021-01-13,7,7.559673,9100.0,9100.0,41.0,PF/C,PF/C,PF
Nickeil Alexander-Walker,22000172,2021-01-13,8,5.4286366,3100.0,3100.0,10.0,PG/SG,PG/SG,PG
Tyrese Haliburton,22000173,2021-01-13,5,4.7608833,6300.0,6300.0,20.0,PG/SG,PG/SG,SG
D'Angelo Russell,22000169,2021-01-13,3,2.839199,8100.0,8100.0,30.0,PG/SG,PG/SG,PG
Bismack Biyombo,22000164,2021-01-13,9,8.927205,4200.0,4200.0,13.0,C,C,C
Luguentz Dort,22000170,2021-01-13,1,1.0000777,4000.0,4000.0,16.0,SG/SF,SG/SF,SF
Shai Gilgeous-Alexander,22000170,2021-01-13,2,3.2403436,7700.0,7700.0,32.0,PG,PG,PG
DeAndre Jordan,22000168,2021-01-13,12,9.881923,3400.0,3400.0,10.0,C,C,C
Kyle Anderson,22000169,2021-01-13,7,7.5757613,6400.0,6400.0,23.0,SF/PF,SF/PF,SF
Sindarius Thornwell,22000172,2021-01-13,1,1.7554612,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
Jahlil Okafor,22000165,2021-01-13,3,3.1331606,3000.0,3000.0,10.0,C,C,C
Mitchell Robinson,22000168,2021-01-13,12,10.054433,5800.0,5800.0,21.0,C,C,C
Donte DiVincenzo,22000165,2021-01-13,10,5.941633,5400.0,5400.0,15.0,PG/SG,PG/SG,SG
Devonte' Graham,22000164,2021-01-13,0,1.6831982,6200.0,6200.0,20.0,PG,PG,PG
Mason Plumlee,22000165,2021-01-13,13,11.039801,5200.0,5200.0,19.0,C,C,C
Willie Cauley-Stein,22000164,2021-01-13,14,8.901834,4100.0,4100.0,10.0,C,C,C
Jerami Grant,22000165,2021-01-13,4,3.7324617,7900.0,7900.0,29.0,SF/PF,SF/PF,SF
Kristaps Porzingis,22000164,2021-01-13,4,3.7636294,8400.0,8400.0,23.0,PF/C,PF/C,C
Brandon Ingram,22000172,2021-01-13,6,5.694104,8500.0,8500.0,38.0,SF/PF,SF/PF,SF
Tyus Jones,22000169,2021-01-13,3,2.6194506,6200.0,6200.0,18.0,PG,PG,PG
P.J. Washington,22000164,2021-01-13,10,9.559348,6300.0,6300.0,23.0,PF/C,PF/C,PF
Terry Rozier,22000164,2021-01-13,6,4.384931,6400.0,6400.0,22.0,PG/SG,PG/SG,SG
Carmelo Anthony,22000173,2021-01-13,2,2.3604295,4200.0,4200.0,17.0,PF,PF,PF
Kawhi Leonard,22000172,2021-01-13,6,5.995606,9700.0,9700.0,46.0,SF,SF,SF
Buddy Hield,22000173,2021-01-13,6,5.685943,6500.0,6500.0,20.0,SG/SF,SG/SF,SG
Kevin Durant,22000168,2021-01-13,3,4.6778316,9400.0,9400.0,45.0,PF,PF,PF
Serge Ibaka,22000172,2021-01-13,3,3.8552773,6000.0,6000.0,19.0,C,C,C
Jalen McDaniels,22000164,2021-01-13,0,0.49154517,3000.0,3000.0,10.0,PF,PF,PF
Josh Hart,22000172,2021-01-13,7,4.8084726,5400.0,5400.0,12.0,SF,SF,SF
Luke Kennard,22000172,2021-01-13,1,0.572433,3700.0,3700.0,10.0,SG/SF,SG/SF,SF
Rodney Hood,22000173,2021-01-13,0,0.42175665,3100.0,3100.0,10.0,SG/SF,SG/SF,SF
Darius Bazley,22000170,2021-01-13,5,7.837542,5900.0,5900.0,21.0,SF/PF,SF/PF,PF
George Hill,22000170,2021-01-13,2,1.8270038,4500.0,4500.0,12.0,PG/SG,PG/SG,SG
Malik Monk,22000164,2021-01-13,0,1.1062135,3000.0,3000.0,10.0,SG,SG,SG
Jaxson Hayes,22000172,2021-01-13,10,5.838312,3000.0,3000.0,10.0,C,C,C
Nicolas Batum,22000172,2021-01-13,2,3.0644197,5300.0,5300.0,16.0,SF/PF,SF/PF,PF
Kevin Knox II,22000168,2021-01-13,2,2.2232883,3900.0,3900.0,10.0,SF/PF,SF/PF,SF
Caleb Martin,22000164,2021-01-13,5,4.659542,3300.0,3300.0,10.0,SG/SF,SG/SF,SG
LaMelo Ball,22000164,2021-01-13,7,3.6388547,7200.0,7200.0,30.0,PG,PG,PG
Tim Frazier,22000169,2021-01-13,1,1.7657875,3000.0,3000.0,10.0,PG,PG,PG
Obi Toppin,22000168,2021-01-13,0,1.1111939,4000.0,4000.0,16.0,PF,PF,PF
Boban Marjanovic,22000164,2021-01-13,5,4.4435973,3000.0,3000.0,10.0,C,C,C
Brook Lopez,22000165,2021-01-13,11,8.675018,5000.0,5000.0,15.0,C,C,C
JJ Redick,22000172,2021-01-13,5,4.2258177,3300.0,3300.0,10.0,SG/SF,SG/SF,SG
Xavier Tillman,22000169,2021-01-13,5,4.9059887,3300.0,3300.0,10.0,PF/C,PF/C,PF
Bryn Forbes,22000165,2021-01-13,0,0.31149912,3300.0,3300.0,10.0,PG/SG,PG/SG,SG
Pat Connaughton,22000165,2021-01-13,3,2.771674,3300.0,3300.0,10.0,SF,SF,SF
Derrick Jones Jr.,22000173,2021-01-13,4,3.7191875,3700.0,3700.0,10.0,SF/PF,SF/PF,SF
Dillon Brooks,22000169,2021-01-13,2,2.3139603,6600.0,6600.0,22.0,SG/SF,SG/SF,SG
Robert Covington,22000173,2021-01-13,6,4.528939,5000.0,5000.0,16.0,PF,PF,PF
Nicolo Melli,22000172,2021-01-13,3,5.452637,3000.0,3000.0,10.0,PF,PF,PF
Austin Rivers,22000168,2021-01-13,6,4.8912845,5300.0,5300.0,10.0,PG/SG,PG/SG,PG
Hamidou Diallo,22000170,2021-01-13,5,5.8510623,5100.0,5100.0,15.0,SG/SF,SG/SF,SG
D.J. Augustin,22000165,2021-01-13,1,1.1079606,3400.0,3400.0,10.0,PG,PG,PG
Cory Joseph,22000173,2021-01-13,2,2.0609064,3700.0,3700.0,10.0,PG,PG,PG
Ricky Rubio,22000169,2021-01-13,2,1.2221627,5100.0,5100.0,13.0,PG,PG,PG
Khris Middleton,22000165,2021-01-13,2,3.0623803,8200.0,8200.0,35.0,SF,SF,SF
Brandon Clarke,22000169,2021-01-13,9,8.213333,5800.0,5800.0,19.0,PF/C,PF/C,PF
Marcus Morris Sr.,22000172,2021-01-13,3,3.655537,3800.0,3800.0,10.0,SF/PF,SF/PF,PF
Saddiq Bey,22000165,2021-01-13,2,2.4079077,4700.0,4700.0,12.0,SF/PF,SF/PF,SF
Wes Iwundu,22000164,2021-01-13,3,2.92589,3200.0,3200.0,10.0,SF/PF,SF/PF,SF
Tim Hardaway Jr.,22000164,2021-01-13,2,2.591538,6900.0,6900.0,21.0,SG/SF,SG/SF,SG
Theo Maledon,22000170,2021-01-13,2,1.8844002,3200.0,3200.0,10.0,PG/SG,PG/SG,PG
Marvin Bagley III,22000173,2021-01-13,6,6.2672048,5500.0,5500.0,19.0,PF/C,PF/C,PF
Kenrich Williams,22000170,2021-01-13,5,4.9628525,3000.0,3000.0,10.0,SF,SF,SF
Patrick Beverley,22000172,2021-01-13,6,6.336659,4700.0,4700.0,12.0,PG,PG,PG
Timothe Luwawu-Cabarrot,22000168,2021-01-13,2,1.9718974,3500.0,3500.0,10.0,SF,SF,SF
Naz Reid,22000169,2021-01-13,3,1.5903293,4900.0,4900.0,15.0,C,C,C
Josh Jackson,22000165,2021-01-13,1,1.0850894,4500.0,4500.0,14.0,SG/SF,SG/SF,SG
Montrezl Harrell,22000170,2021-01-13,6,8.431554,5600.0,5600.0,19.0,C,C,C
Mike Muscala,22000170,2021-01-13,4,3.8416677,3300.0,3300.0,10.0,C,C,C
Blake Griffin,22000165,2021-01-13,7,5.9161067,6200.0,6200.0,23.0,PF/C,PF/C,PF
Juancho Hernangomez,22000169,2021-01-13,8,6.2331395,4500.0,4500.0,11.0,PF,PF,PF
Gordon Hayward,22000164,2021-01-13,4,5.049619,7800.0,7800.0,33.0,SF/PF,SF/PF,SF
Quinn Cook,22000170,2021-01-13,1,0.9621625,3000.0,3000.0,10.0,PG,PG,PG
Steven Adams,22000172,2021-01-13,6,6.316212,6500.0,6500.0,20.0,C,C,C
James Johnson,22000164,2021-01-13,5,4.8763227,3900.0,3900.0,10.0,PF,PF,SF
RJ Barrett,22000168,2021-01-13,5,4.7496986,7100.0,7100.0,26.0,SG/SF,SG/SF,SF
Harrison Barnes,22000173,2021-01-13,6,5.182333,6700.0,6700.0,23.0,SF/PF,SF/PF,SF
Talen Horton-Tucker,22000170,2021-01-13,2,1.4313356,4000.0,4000.0,12.0,SF,SF,SF
Josh Green,22000164,2021-01-13,5,3.9507353,3000.0,3000.0,10.0,SF,SF,SF
Trey Burke,22000164,2021-01-13,2,1.904116,4900.0,4900.0,11.0,PG/SG,PG/SG,SG
Landry Shamet,22000168,2021-01-13,1,0.88281685,3200.0,3200.0,10.0,SG,SG,SG
Miles Bridges,22000164,2021-01-13,6,6.4987726,4400.0,4400.0,15.0,SF/PF,SF/PF,SF
Cody Martin,22000164,2021-01-13,4,4.2074075,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Marc Gasol,22000170,2021-01-13,5,5.4711857,3900.0,3900.0,10.0,C,C,C
Chimezie Metu,22000173,2021-01-13,0,0.80874467,3100.0,3100.0,10.0,C,C,PF
Wayne Ellington,22000165,2021-01-13,1,1.8493009,3300.0,3300.0,10.0,SG,SG,SG
Kyle Kuzma,22000170,2021-01-13,6,3.8185942,5600.0,5600.0,11.0,SF/PF,SF/PF,PF
Tyler Bey,22000164,2021-01-13,0,1.1996561,3000.0,3000.0,10.0,PF,PF,SF
Jeff Green,22000168,2021-01-13,4,3.2099905,3600.0,3600.0,10.0,PF/C,PF/C,PF
Nate Hinton,22000164,2021-01-13,0,0.4422769,3000.0,3000.0,10.0,SF,SF,SG
Alfonzo McKinnie,22000170,2021-01-13,1,1.0392469,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
Bruce Brown,22000168,2021-01-13,14,6.38128,3300.0,3300.0,10.0,SG,SG,SG
Aleksej Pokusevski,22000170,2021-01-13,4,3.8775535,3000.0,3000.0,10.0,PF,PF,PF
Nerlens Noel,22000168,2021-01-13,3,3.7647629,3200.0,3200.0,10.0,C,C,C
Tyrell Terry,22000164,2021-01-13,1,1.1592697,3000.0,3000.0,10.0,PG/SG,PG/SG,SG
Jonas Valanciunas,22000169,2021-01-13,16,13.550439,6900.0,6900.0,26.0,C,C,C
CJ McCollum,22000173,2021-01-13,7,5.2818217,8600.0,8600.0,36.0,PG/SG,PG/SG,SG
Malik Beasley,22000169,2021-01-13,6,6.348727,6700.0,6700.0,20.0,SG,SG,SG
Dennis Schroder,22000170,2021-01-13,5,3.883185,6100.0,6100.0,20.0,PG/SG,PG/SG,SG
De'Aaron Fox,22000173,2021-01-13,6,4.4609976,7400.0,7400.0,31.0,PG,PG,PG
Paul George,22000172,2021-01-13,6,5.1626716,9300.0,9300.0,39.0,SG,SG,SG
De'Anthony Melton,22000169,2021-01-13,1,1.2000316,4000.0,4000.0,10.0,PG/SG,PG/SG,PG
Bobby Portis,22000165,2021-01-13,5,6.456437,5400.0,5400.0,17.0,PF/C,PF/C,C
Kira Lewis Jr.,22000172,2021-01-13,2,2.4967248,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Hassan Whiteside,22000173,2021-01-13,2,2.182947,3700.0,3700.0,10.0,C,C,C
Markieff Morris,22000170,2021-01-13,7,6.2422986,3300.0,3300.0,10.0,PF/C,PF/C,PF
Josh Okogie,22000169,2021-01-13,3,4.5952096,3400.0,3400.0,10.0,SF,SF,SF
Elfrid Payton,22000168,2021-01-13,6,4.2255483,6600.0,6600.0,21.0,PG,PG,PG
Lou Williams,22000172,2021-01-13,2,2.0202384,4600.0,4600.0,15.0,PG/SG,PG/SG,SG
Glenn Robinson III,22000173,2021-01-13,0,1.2500507,3300.0,3300.0,10.0,SF,SF,SF
Anthony Edwards,22000169,2021-01-13,3,2.3461542,4800.0,4800.0,16.0,SG/SF,SG/SF,SG
Justin Jackson,22000170,2021-01-13,0,1.0183746,3000.0,3000.0,10.0,SF/PF,SF/PF,SF
Kentavious Caldwell-Pope,22000170,2021-01-13,3,2.4169116,3600.0,3600.0,11.0,SG/SF,SG/SF,SG
Joe Harris,22000168,2021-01-13,2,1.0473855,5500.0,5500.0,18.0,SG/SF,SG/SF,SG
Desmond Bane,22000169,2021-01-13,3,2.8488822,3600.0,3600.0,10.0,PG/SG,PG/SG,SG
Saben Lee,22000165,2021-01-13,0,0.6528245,3000.0,3000.0,10.0,PG,PG,PG
Isaiah Stewart,22000165,2021-01-13,7,6.540552,3100.0,3100.0,10.0,C,C,C
Frank Jackson,22000165,2021-01-13,0,0.7727728,3000.0,3000.0,10.0,PG,PG,PG
Delon Wright,22000165,2021-01-13,8,6.3077717,5000.0,5000.0,11.0,PG/SG,PG/SG,SG
Alex Caruso,22000170,2021-01-13,1,0.90809727,3100.0,3100.0,10.0,PG/SG,PG/SG,PG
Moses Brown,22000170,2021-01-13,3,3.0048828,3000.0,3000.0,10.0,C,C,C
Josh Hall,22000170,2021-01-13,0,0.5728164,3000.0,3000.0,10.0,SF,SF,SF
Ivica Zubac,22000172,2021-01-13,7,5.86014,3900.0,3900.0,10.0,C,C,C
Reggie Perry,22000168,2021-01-13,5,4.5450535,3000.0,3000.0,10.0,PF/C,PF/C,PF
Jarrett Culver,22000169,2021-01-13,2,3.2173634,4100.0,4100.0,10.0,SG/SF,SG/SF,SF
Chris Chiozza,22000168,2021-01-13,3,2.419591,3000.0,3000.0,10.0,PG,PG,PG
Jarred Vanderbilt,22000169,2021-01-13,4,2.6446397,4100.0,4100.0,10.0,PF/C,PF/C,SF
Thanasis Antetokounmpo,22000165,2021-01-13,0,0.80938697,3000.0,3000.0,10.0,PF,PF,PF
Svi Mykhailiuk,22000165,2021-01-13,1,1.9542592,3500.0,3500.0,10.0,SG,SG,SG
Giannis Antetokounmpo,22000165,2021-01-13,10,11.468145,10600.0,10600.0,51.0,PF/C,PF/C,PF
Isaiah Roby,22000170,2021-01-13,9,6.2969384,3100.0,3100.0,10.0,PF/C,PF/C,C
Vernon Carey Jr.,22000164,2021-01-13,2,2.2262378,3000.0,3000.0,10.0,C,C,C
Sterling Brown,22000176,2021-01-14,7,5.5592613,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Chris Boucher,22000175,2021-01-14,10,7.8420515,6500.0,6500.0,22.0,PF/C,PF/C,C
Stephen Curry,22000177,2021-01-14,11,10.186761,9700.0,9700.0,46.0,PG,PG,PG
Keldon Johnson,22000176,2021-01-14,6,5.249503,6100.0,6100.0,22.0,SF/PF,SF/PF,PF
Danny Green,22000174,2021-01-14,6,3.9463947,5700.0,5700.0,14.0,SG/SF,SG/SF,SF
