player_name,game_id,game_date,pts,pts_pred,fanduel_salary,draftkings_salary,yahoo_salary,fanduel_position,draftkings_position,yahoo_position
Hassan Whiteside,22000173,2021-01-13,7,5.7441735,3700.0,3700.0,10.0,C,C,C
Markieff Morris,22000170,2021-01-13,11,8.944069,3300.0,3300.0,10.0,PF/C,PF/C,PF
Josh Okogie,22000169,2021-01-13,3,4.584389,3400.0,3400.0,10.0,SF,SF,SF
Elfrid Payton,22000168,2021-01-13,7,12.132288,6600.0,6600.0,21.0,PG,PG,PG
Lou Williams,22000172,2021-01-13,2,2.9419212,4600.0,4600.0,15.0,PG/SG,PG/SG,SG
Glenn Robinson III,22000173,2021-01-13,3,3.2289577,3300.0,3300.0,10.0,SF,SF,SF
Anthony Edwards,22000169,2021-01-13,2,4.4538407,4800.0,4800.0,16.0,SG/SF,SG/SF,SG
Justin Jackson,22000170,2021-01-13,1,1.4183189,3000.0,3000.0,10.0,SF/PF,SF/PF,SF
Kentavious Caldwell-Pope,22000170,2021-01-13,10,11.224856,3600.0,3600.0,11.0,SG/SF,SG/SF,SG
Joe Harris,22000168,2021-01-13,15,15.55952,5500.0,5500.0,18.0,SG/SF,SG/SF,SG
Desmond Bane,22000169,2021-01-13,3,7.1868067,3600.0,3600.0,10.0,PG/SG,PG/SG,SG
Saben Lee,22000165,2021-01-13,4,4.4631124,3000.0,3000.0,10.0,PG,PG,PG
Isaiah Stewart,22000165,2021-01-13,9,10.398522,3100.0,3100.0,10.0,C,C,C
Frank Jackson,22000165,2021-01-13,0,1.028287,3000.0,3000.0,10.0,PG,PG,PG
Delon Wright,22000165,2021-01-13,3,3.2078853,5000.0,5000.0,11.0,PG/SG,PG/SG,SG
Alex Caruso,22000170,2021-01-13,6,6.389732,3100.0,3100.0,10.0,PG/SG,PG/SG,PG
Moses Brown,22000170,2021-01-13,6,6.3241754,3000.0,3000.0,10.0,C,C,C
Josh Hall,22000170,2021-01-13,0,0.928139,3000.0,3000.0,10.0,SF,SF,SF
Ivica Zubac,22000172,2021-01-13,9,8.670994,3900.0,3900.0,10.0,C,C,C
Reggie Perry,22000168,2021-01-13,11,10.660671,3000.0,3000.0,10.0,PF/C,PF/C,PF
Jarrett Culver,22000169,2021-01-13,2,2.6575208,4100.0,4100.0,10.0,SG/SF,SG/SF,SF
Chris Chiozza,22000168,2021-01-13,3,4.854096,3000.0,3000.0,10.0,PG,PG,PG
Jarred Vanderbilt,22000169,2021-01-13,2,2.3267977,4100.0,4100.0,10.0,PF/C,PF/C,SF
Thanasis Antetokounmpo,22000165,2021-01-13,0,0.71805537,3000.0,3000.0,10.0,PF,PF,PF
Svi Mykhailiuk,22000165,2021-01-13,18,13.649678,3500.0,3500.0,10.0,SG,SG,SG
Giannis Antetokounmpo,22000165,2021-01-13,22,19.136648,10600.0,10600.0,51.0,PF/C,PF/C,PF
Isaiah Roby,22000170,2021-01-13,11,11.699669,3100.0,3100.0,10.0,PF/C,PF/C,C
Vernon Carey Jr.,22000164,2021-01-13,3,4.7126164,3000.0,3000.0,10.0,C,C,C
Sterling Brown,22000176,2021-01-14,23,15.058225,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Chris Boucher,22000175,2021-01-14,25,17.218485,6500.0,6500.0,22.0,PF/C,PF/C,C
Stephen Curry,22000177,2021-01-14,35,26.668621,9700.0,9700.0,46.0,PG,PG,PG
Keldon Johnson,22000176,2021-01-14,29,21.589865,6100.0,6100.0,22.0,SF/PF,SF/PF,PF
Danny Green,22000174,2021-01-14,12,12.11195,5700.0,5700.0,14.0,SG/SF,SG/SF,SF
Shake Milton,22000174,2021-01-14,31,23.006655,5200.0,5200.0,14.0,PG/SG,PG/SG,SG
Bismack Biyombo,22000175,2021-01-14,10,10.173551,4000.0,4000.0,13.0,C,C,C
LaMelo Ball,22000175,2021-01-14,14,14.087014,7600.0,7600.0,30.0,PG,PG,PG
Nikola Jokic,22000177,2021-01-14,23,24.485764,11000.0,11000.0,52.0,C,C,C
Christian Wood,22000176,2021-01-14,27,25.208124,7700.0,7700.0,34.0,C,C,C
Domantas Sabonis,22000178,2021-01-14,23,21.778006,9500.0,9500.0,47.0,PF/C,PF/C,PF
Kyle Lowry,22000175,2021-01-14,16,17.138794,8100.0,8100.0,31.0,PG,PG,PG
Malcolm Brogdon,22000178,2021-01-14,25,28.841694,8300.0,8300.0,37.0,PG,PG,PG
Malachi Flynn,22000175,2021-01-14,3,4.448825,3300.0,3300.0,10.0,PG,PG,PG
LaMarcus Aldridge,22000176,2021-01-14,11,10.561874,6700.0,6700.0,25.0,PF/C,PF/C,C
Duncan Robinson,22000174,2021-01-14,22,15.422235,5500.0,5500.0,16.0,SG,SG,SG
Jamal Murray,22000177,2021-01-14,17,17.978416,6900.0,6900.0,28.0,PG,PG,PG
DeMar DeRozan,22000176,2021-01-14,13,16.33466,8000.0,8000.0,35.0,SF/PF,SF/PF,SF
Fred VanVleet,22000175,2021-01-14,17,17.699884,8200.0,8200.0,35.0,PG/SG,PG/SG,SG
Draymond Green,22000177,2021-01-14,1,1.5556736,5400.0,5400.0,20.0,PF/C,PF/C,PF
Devonte' Graham,22000175,2021-01-14,15,12.909228,6000.0,6000.0,20.0,PG,PG,PG
Eric Paschall,22000177,2021-01-14,8,7.8312273,4100.0,4100.0,11.0,SF/PF,SF/PF,PF
P.J. Washington,22000175,2021-01-14,20,15.500087,6300.0,6300.0,23.0,PF/C,PF/C,PF
Kelly Olynyk,22000174,2021-01-14,12,10.803913,6400.0,6400.0,19.0,PF/C,PF/C,PF
DeMarcus Cousins,22000176,2021-01-14,9,8.872013,4700.0,4700.0,15.0,C,C,C
Malik Monk,22000175,2021-01-14,10,10.98402,3000.0,3000.0,10.0,SG,SG,SG
Paul Millsap,22000177,2021-01-14,12,11.080939,4300.0,4300.0,12.0,PF/C,PF/C,PF
Ben Simmons,22000174,2021-01-14,10,12.739476,8700.0,8700.0,36.0,PG/SF,PG/SF,PG
Myles Turner,22000178,2021-01-14,11,9.370288,6600.0,6600.0,28.0,C,C,C
Tyler Herro,22000174,2021-01-14,17,12.441672,7300.0,7300.0,26.0,PG/SG,PG/SG,PG
Dwight Howard,22000174,2021-01-14,8,7.030881,4800.0,4800.0,10.0,C,C,C
Terry Rozier,22000175,2021-01-14,22,24.32791,6200.0,6200.0,22.0,PG/SG,PG/SG,SG
James Wiseman,22000177,2021-01-14,18,13.310724,4300.0,4300.0,17.0,C,C,C
Max Strus,22000174,2021-01-14,11,9.702457,3100.0,3100.0,10.0,SG,SG,SG
Carmelo Anthony,22000178,2021-01-14,10,11.0082245,4400.0,4400.0,17.0,PF,PF,PF
Damion Lee,22000177,2021-01-14,2,3.4886308,3400.0,3400.0,10.0,PG/SG,PG/SG,SG
Andrew Wiggins,22000177,2021-01-14,16,14.375178,6800.0,6800.0,24.0,SG/SF,SG/SF,SG
JaKarr Sampson,22000178,2021-01-14,3,4.2893596,3000.0,3000.0,10.0,PF/C,PF/C,PF
Gary Trent Jr.,22000178,2021-01-14,7,6.634235,3700.0,3700.0,10.0,SG/SF,SG/SF,SG
Tobias Harris,22000174,2021-01-14,18,19.187664,7900.0,7900.0,32.0,SF/PF,SF/PF,PF
Kelly Oubre Jr.,22000177,2021-01-14,14,13.273761,5300.0,5300.0,18.0,SF/PF,SF/PF,SF
Aron Baynes,22000175,2021-01-14,2,5.1534514,3100.0,3100.0,10.0,C,C,C
Gabe Vincent,22000174,2021-01-14,21,11.260761,4200.0,4200.0,11.0,PG/SG,PG/SG,PG
Derrick Jones Jr.,22000178,2021-01-14,9,7.2453547,3600.0,3600.0,10.0,SF/PF,SF/PF,SF
JaMychal Green,22000177,2021-01-14,15,14.20423,4200.0,4200.0,10.0,PF,PF,PF
P.J. Tucker,22000176,2021-01-14,10,10.422286,3800.0,3800.0,10.0,PF/C,PF/C,PF
Dejounte Murray,22000176,2021-01-14,10,11.926047,7500.0,7500.0,30.0,PG,PG,PG
Chris Silva,22000174,2021-01-14,13,11.516078,3500.0,3500.0,10.0,C,C,C
CJ McCollum,22000178,2021-01-14,22,18.613462,8400.0,8400.0,36.0,PG/SG,PG/SG,SG
Miles Bridges,22000175,2021-01-14,12,11.749821,4700.0,4700.0,15.0,SF/PF,SF/PF,SF
Matisse Thybulle,22000174,2021-01-14,8,8.469992,3000.0,3000.0,10.0,SF,SF,SF
Caleb Martin,22000175,2021-01-14,5,3.348772,3300.0,3300.0,10.0,SG/SF,SG/SF,SG
Pascal Siakam,22000175,2021-01-14,15,16.36159,8500.0,8500.0,35.0,PF/C,PF/C,PF
Damian Lillard,22000178,2021-01-14,22,23.170546,9300.0,9300.0,47.0,PG,PG,PG
Jakob Poeltl,22000176,2021-01-14,2,4.208572,3400.0,3400.0,10.0,C,C,C
OG Anunoby,22000175,2021-01-14,13,10.626705,5800.0,5800.0,19.0,SF/PF,SF/PF,SF
Lonnie Walker IV,22000176,2021-01-14,16,12.68989,5600.0,5600.0,14.0,SG/SF,SG/SF,SG
Doug McDermott,22000178,2021-01-14,16,14.032217,4000.0,4000.0,11.0,SF/PF,SF/PF,PF
Dakota Mathias,22000174,2021-01-14,0,1.476539,3900.0,3900.0,10.0,SG,SG,PG
Isaiah Joe,22000174,2021-01-14,12,7.678362,4600.0,4600.0,11.0,SG,SG,SG
Monte Morris,22000177,2021-01-14,11,10.448217,4100.0,4100.0,12.0,PG,PG,PG
Mike Scott,22000174,2021-01-14,0,1.8399346,3900.0,3900.0,10.0,PF,PF,PF
Kelan Martin,22000178,2021-01-14,3,5.6070743,3000.0,3000.0,10.0,PF,PF,SG
Brad Wanamaker,22000177,2021-01-14,3,2.9175868,3200.0,3200.0,10.0,PG,PG,PG
Anfernee Simons,22000178,2021-01-14,0,0.4851498,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Tyrese Maxey,22000174,2021-01-14,15,12.2879715,5600.0,5600.0,21.0,PG,PG,PG
T.J. McConnell,22000178,2021-01-14,4,4.1332746,3000.0,3000.0,10.0,PG,PG,PG
Kent Bazemore,22000177,2021-01-14,4,4.2970257,3600.0,3600.0,10.0,SF,SF,SF
Andre Iguodala,22000174,2021-01-14,2,1.163624,4000.0,4000.0,10.0,SF/PF,SF/PF,SF
Bol Bol,22000177,2021-01-14,4,4.527138,3000.0,3000.0,10.0,C,C,PF
Edmond Sumner,22000178,2021-01-14,7,6.951493,3200.0,3200.0,10.0,SG/SF,SG/SF,SG
David Nwaba,22000176,2021-01-14,9,10.745688,3200.0,3200.0,10.0,SG/SF,SG/SF,SF
Facundo Campazzo,22000177,2021-01-14,3,2.4442677,3000.0,3000.0,10.0,PG/SG,PG/SG,SG
Cody Martin,22000175,2021-01-14,0,1.4070268,3100.0,3100.0,10.0,SG/SF,SG/SF,SG
Will Barton,22000177,2021-01-14,17,12.482459,5800.0,5800.0,19.0,SG/SF,SG/SF,SF
CJ Elleby,22000178,2021-01-14,3,3.670431,3000.0,3000.0,10.0,SG,SG,SF
Nassir Little,22000178,2021-01-14,0,0.5326649,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
Isaiah Hartenstein,22000177,2021-01-14,2,1.2672044,3000.0,3000.0,10.0,C,C,PF
Tony Bradley,22000174,2021-01-14,0,1.8948545,3200.0,3200.0,11.0,C,C,C
Jae'Sean Tate,22000176,2021-01-14,13,11.161271,3300.0,3300.0,10.0,PF,PF,PF
Joel Embiid,22000174,2021-01-14,9,15.6747675,10000.0,10000.0,50.0,C,C,C
Jordan Poole,22000177,2021-01-14,0,0.40939218,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Ben McLemore,22000176,2021-01-14,3,6.530358,3400.0,3400.0,10.0,SG,SG,SG
Robert Covington,22000178,2021-01-14,3,4.7985373,5000.0,5000.0,16.0,PF,PF,PF
Yuta Watanabe,22000175,2021-01-14,3,3.0360203,3100.0,3100.0,10.0,SF,SF,PF
Aaron Holiday,22000178,2021-01-14,6,5.9385495,4500.0,4500.0,12.0,PG/SG,PG/SG,SG
Patty Mills,22000176,2021-01-14,7,8.7520275,5200.0,5200.0,11.0,PG/SG,PG/SG,SG
Cassius Stanley,22000178,2021-01-14,2,3.9980311,3000.0,3000.0,10.0,SF,SF,SG
Norman Powell,22000175,2021-01-14,11,10.194157,4900.0,4900.0,10.0,SG/SF,SG/SF,SF
PJ Dozier,22000177,2021-01-14,10,10.266377,3800.0,3800.0,10.0,SG/SF,SG/SF,SF
Rodney Hood,22000178,2021-01-14,0,0.65497816,3100.0,3100.0,10.0,SG/SF,SG/SF,SF
Jusuf Nurkic,22000178,2021-01-14,5,5.397606,5300.0,5300.0,24.0,C,C,C
Devin Vassell,22000176,2021-01-14,12,12.204294,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Paul Reed,22000174,2021-01-14,2,2.3507118,3700.0,3700.0,10.0,PF,PF,PF
Mason Jones,22000176,2021-01-14,9,9.219221,3000.0,3000.0,10.0,SG,SG,SG
Precious Achiuwa,22000174,2021-01-14,10,8.663005,4400.0,4400.0,13.0,PF/C,PF/C,PF
Rudy Gay,22000176,2021-01-14,5,6.011553,5000.0,5000.0,17.0,PF,PF,PF
Harry Giles III,22000178,2021-01-14,2,3.529996,3000.0,3000.0,10.0,C,C,C
Mychal Mulder,22000177,2021-01-14,3,2.2040572,3000.0,3000.0,10.0,SG,SG,PG
Justin Holiday,22000178,2021-01-14,11,10.460689,4900.0,4900.0,12.0,SG/SF,SG/SF,SF
Stanley Johnson,22000175,2021-01-14,6,5.139652,3200.0,3200.0,10.0,SF/PF,SF/PF,PF
Terrance Ferguson,22000174,2021-01-14,0,0.3852607,3000.0,3000.0,10.0,SF,SF,SF
Kevon Looney,22000177,2021-01-14,0,0.62886643,3000.0,3000.0,10.0,C,C,C
Talen Horton-Tucker,22000187,2021-01-15,0,2.5147796,4100.0,4100.0,10.0,SF,SF,SF
Alex Caruso,22000187,2021-01-15,9,7.401856,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Rajon Rondo,22000186,2021-01-15,0,1.3988464,3000.0,3000.0,13.0,PG,PG,PG
Lauri Markkanen,22000184,2021-01-15,16,18.399227,5900.0,5900.0,22.0,PF,PF,PF
De'Andre Hunter,22000186,2021-01-15,14,16.32738,6000.0,6000.0,22.0,SF/PF,SF/PF,SF
Josh Green,22000182,2021-01-15,0,0.5204588,3000.0,3000.0,10.0,SF,SF,SF
Cory Joseph,22000188,2021-01-15,0,1.364885,3300.0,3300.0,10.0,PG,PG,PG
Damyean Dotson,22000181,2021-01-15,13,10.18762,5200.0,5200.0,14.0,PG/SG,PG/SG,SG
Steven Adams,22000187,2021-01-15,4,6.6588616,6400.0,6400.0,20.0,C,C,C
Javonte Green,22000180,2021-01-15,10,8.228544,3200.0,3200.0,10.0,SG,SG,SG
Jrue Holiday,22000182,2021-01-15,16,15.384395,7200.0,7200.0,29.0,PG,PG,PG
Obi Toppin,22000181,2021-01-15,2,3.5899847,4000.0,4000.0,16.0,PF,PF,PF
George Hill,22000184,2021-01-15,8,6.1822233,4700.0,4700.0,12.0,PG/SG,PG/SG,SG
Markieff Morris,22000187,2021-01-15,5,5.639387,3300.0,3300.0,10.0,PF/C,PF/C,PF
Mfiondu Kabengele,22000188,2021-01-15,2,5.348863,3000.0,3000.0,10.0,PF/C,PF/C,C
Serge Ibaka,22000188,2021-01-15,6,7.858772,6200.0,6200.0,19.0,C,C,C
Marvin Bagley III,22000188,2021-01-15,20,16.711296,5400.0,5400.0,19.0,PF/C,PF/C,PF
Grant Williams,22000180,2021-01-15,2,3.0806887,3500.0,3500.0,10.0,SF/PF,SF/PF,SF
Hamidou Diallo,22000184,2021-01-15,2,7.255637,4900.0,4900.0,15.0,SG/SF,SG/SF,SG
Alfonzo McKinnie,22000187,2021-01-15,0,0.72156155,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
Justin James,22000188,2021-01-15,4,2.899146,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Wes Iwundu,22000182,2021-01-15,3,6.1471615,3100.0,3100.0,10.0,SF/PF,SF/PF,SF
Shaquille Harrison,22000186,2021-01-15,0,1.5511405,3000.0,3000.0,10.0,PG,PG,PG
Austin Rivers,22000181,2021-01-15,2,3.7986455,5100.0,5100.0,10.0,PG/SG,PG/SG,PG
Aaron Nesmith,22000180,2021-01-15,5,6.051491,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Tacko Fall,22000180,2021-01-15,6,5.2793117,3300.0,3300.0,10.0,C,C,C
Elfrid Payton,22000181,2021-01-15,9,12.399438,6800.0,6800.0,20.0,PG,PG,PG
Marcus Smart,22000180,2021-01-15,14,13.498658,7600.0,7600.0,27.0,PG,PG,PG
Tony Snell,22000186,2021-01-15,3,4.728781,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
Jordan Clarkson,22000186,2021-01-15,16,13.170561,6100.0,6100.0,20.0,PG/SG,PG/SG,SG
Quinn Cook,22000187,2021-01-15,0,0.28621578,3000.0,3000.0,10.0,PG,PG,PG
Dwayne Bacon,22000180,2021-01-15,15,14.65188,3900.0,3900.0,10.0,SG/SF,SG/SF,SF
Kentavious Caldwell-Pope,22000187,2021-01-15,16,14.434367,3800.0,3800.0,10.0,SG/SF,SG/SF,SG
Kristaps Porzingis,22000182,2021-01-15,15,12.245822,8000.0,8000.0,26.0,PF/C,PF/C,C
Ivica Zubac,22000188,2021-01-15,6,7.2188754,4000.0,4000.0,10.0,C,C,C
Trey Burke,22000182,2021-01-15,13,11.775759,4900.0,4900.0,11.0,PG/SG,PG/SG,SG
Tyrell Terry,22000182,2021-01-15,2,5.180021,3000.0,3000.0,10.0,PG/SG,PG/SG,SG
Bryn Forbes,22000182,2021-01-15,3,5.5786796,3100.0,3100.0,10.0,PG/SG,PG/SG,SG
Eric Bledsoe,22000187,2021-01-15,7,7.087101,5700.0,5700.0,19.0,PG/SG,PG/SG,SG
Naji Marshall,22000187,2021-01-15,0,2.001648,3000.0,3000.0,10.0,SF/PF,SF/PF,SF
Darius Bazley,22000184,2021-01-15,9,10.2141905,5700.0,5700.0,19.0,SF/PF,SF/PF,PF
Georges Niang,22000186,2021-01-15,10,9.940625,3500.0,3500.0,10.0,SF/PF,SF/PF,PF
JJ Redick,22000187,2021-01-15,12,8.331913,3800.0,3800.0,10.0,SG/SF,SG/SF,SG
Thaddeus Young,22000184,2021-01-15,2,5.060295,5100.0,5100.0,11.0,PF,PF,PF
Paul George,22000188,2021-01-15,26,27.259258,9400.0,9400.0,39.0,SG,SG,SG
Elijah Hughes,22000186,2021-01-15,2,3.0479453,3000.0,3000.0,10.0,SF,SF,SG
Chimezie Metu,22000188,2021-01-15,10,10.344007,3000.0,3000.0,10.0,C,C,PF
Semi Ojeleye,22000180,2021-01-15,18,12.980037,3600.0,3600.0,10.0,PF,PF,PF
Bobby Portis,22000182,2021-01-15,8,6.5001116,5400.0,5400.0,15.0,PF/C,PF/C,C
Brandon Ingram,22000187,2021-01-15,20,19.809954,8600.0,8600.0,39.0,SF/PF,SF/PF,SF
Jordan Bone,22000180,2021-01-15,9,8.745777,3000.0,3000.0,10.0,PG,PG,PG
Kevin Knox II,22000181,2021-01-15,6,6.1171308,3700.0,3700.0,10.0,SF/PF,SF/PF,SF
Miye Oni,22000186,2021-01-15,6,6.804332,3000.0,3000.0,10.0,SG,SG,SG
Royce O'Neale,22000186,2021-01-15,7,8.0693865,5400.0,5400.0,14.0,SF/PF,SF/PF,PF
Gary Clark,22000180,2021-01-15,3,4.785235,3200.0,3200.0,10.0,PF/C,PF/C,PF
Garrett Temple,22000184,2021-01-15,8,5.4757137,4600.0,4600.0,11.0,SG/SF,SG/SF,SG
Solomon Hill,22000186,2021-01-15,2,2.3768373,3700.0,3700.0,10.0,PF,PF,PF
Nicolas Batum,22000188,2021-01-15,6,7.812653,5300.0,5300.0,16.0,SF/PF,SF/PF,PF
Harrison Barnes,22000188,2021-01-15,14,14.621605,6500.0,6500.0,22.0,SF/PF,SF/PF,SF
Lamar Stevens,22000181,2021-01-15,6,6.076399,3000.0,3000.0,10.0,SF,SF,SF
Jaylen Brown,22000180,2021-01-15,21,21.520168,8900.0,8900.0,38.0,SG/SF,SG/SF,SG
Aleksej Pokusevski,22000184,2021-01-15,5,3.1385684,3300.0,3300.0,10.0,PF,PF,PF
Isaiah Roby,22000184,2021-01-15,14,11.213785,3700.0,3700.0,10.0,PF/C,PF/C,C
Nicolo Melli,22000187,2021-01-15,0,1.3512683,3000.0,3000.0,10.0,PF,PF,PF
Robert Woodard II,22000188,2021-01-15,2,2.2764604,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Cedi Osman,22000181,2021-01-15,25,18.800497,6200.0,6200.0,20.0,SF/PF,SF/PF,PF
Khem Birch,22000180,2021-01-15,12,10.908749,4100.0,4100.0,10.0,C,C,C
Denzel Valentine,22000184,2021-01-15,4,4.4380345,4200.0,4200.0,10.0,SG,SG,SG
John Collins,22000186,2021-01-15,13,13.65449,7000.0,7000.0,30.0,PF/C,PF/C,PF
Dennis Schroder,22000187,2021-01-15,12,11.542192,6400.0,6400.0,20.0,PG/SG,PG/SG,SG
Cole Anthony,22000180,2021-01-15,15,12.936537,5500.0,5500.0,15.0,PG,PG,PG
Immanuel Quickley,22000181,2021-01-15,23,12.806022,3300.0,3300.0,10.0,PG,PG,PG
Brandon Goodwin,22000186,2021-01-15,4,2.4039712,3600.0,3600.0,11.0,PG/SG,PG/SG,PG
JaVale McGee,22000181,2021-01-15,2,3.3260732,4500.0,4500.0,10.0,C,C,C
Cam Reddish,22000186,2021-01-15,20,16.941793,4800.0,4800.0,15.0,SG,SG,SG
Jaxson Hayes,22000187,2021-01-15,8,7.8890266,3000.0,3000.0,10.0,C,C,C
Luke Kennard,22000188,2021-01-15,14,14.704891,3600.0,3600.0,10.0,SG/SF,SG/SF,SF
Aaron Gordon,22000180,2021-01-15,17,14.302207,7300.0,7300.0,26.0,PF,PF,PF
Patrick Williams,22000184,2021-01-15,14,13.423351,5000.0,5000.0,10.0,SF/PF,SF/PF,SF
James Ennis III,22000180,2021-01-15,2,2.6767268,3100.0,3100.0,10.0,SF,SF,SF
De'Aaron Fox,22000188,2021-01-15,14,12.288203,8100.0,8100.0,31.0,PG,PG,PG
Marcus Morris Sr.,22000188,2021-01-15,18,12.459773,3700.0,3700.0,10.0,SF/PF,SF/PF,PF
Daniel Oturu,22000188,2021-01-15,4,5.2699213,3000.0,3000.0,10.0,C,C,C
Rudy Gobert,22000186,2021-01-15,15,14.429592,7800.0,7800.0,31.0,C,C,C
Bruno Fernando,22000186,2021-01-15,2,2.6844478,3000.0,3000.0,10.0,C,C,C
Pat Connaughton,22000182,2021-01-15,0,2.8491387,3200.0,3200.0,10.0,SF,SF,SF
Tremont Waters,22000180,2021-01-15,3,4.931238,3000.0,3000.0,10.0,PG,PG,PG
Wendell Carter Jr.,22000184,2021-01-15,16,16.481329,6200.0,6200.0,19.0,C,C,C
Larry Nance Jr.,22000181,2021-01-15,14,12.909838,6600.0,6600.0,22.0,PF/C,PF/C,PF
Tyrese Haliburton,22000188,2021-01-15,5,7.0531716,6700.0,6700.0,20.0,PG/SG,PG/SG,SG
Isaac Okoro,22000181,2021-01-15,13,10.722722,3900.0,3900.0,10.0,SF,SF,SF
Clint Capela,22000186,2021-01-15,16,13.5723,6700.0,6700.0,26.0,C,C,C
Buddy Hield,22000188,2021-01-15,9,9.831129,6900.0,6900.0,20.0,SG/SF,SG/SF,SG
Andre Drummond,22000181,2021-01-15,33,27.056442,9300.0,9300.0,45.0,C,C,C
Donte DiVincenzo,22000182,2021-01-15,6,6.1387105,5500.0,5500.0,15.0,PG/SG,PG/SG,SG
Julius Randle,22000181,2021-01-15,28,26.040659,9100.0,9100.0,42.0,PF/C,PF/C,PF
Reggie Jackson,22000188,2021-01-15,11,10.17139,3000.0,3000.0,10.0,PG,PG,PG
Kevin Huerter,22000186,2021-01-15,10,9.565057,5300.0,5300.0,16.0,SG/SF,SG/SF,SF
Kira Lewis Jr.,22000187,2021-01-15,4,5.5472636,3300.0,3300.0,10.0,PG,PG,PG
Boban Marjanovic,22000182,2021-01-15,2,4.0863957,3400.0,3400.0,10.0,C,C,C
Daniel Theis,22000180,2021-01-15,8,7.49377,5500.0,5500.0,13.0,PF/C,PF/C,PF
Karim Mane,22000180,2021-01-15,3,3.7264793,3000.0,3000.0,10.0,PG,PG,PG
Shai Gilgeous-Alexander,22000184,2021-01-15,33,26.770258,7700.0,7700.0,32.0,PG,PG,PG
Bojan Bogdanovic,22000186,2021-01-15,17,14.452546,5300.0,5300.0,12.0,SF/PF,SF/PF,SF
Udoka Azubuike,22000186,2021-01-15,0,1.0265191,3000.0,3000.0,10.0,C,C,C
Terance Mann,22000188,2021-01-15,13,11.841614,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Montrezl Harrell,22000187,2021-01-15,16,12.563348,5600.0,5600.0,19.0,C,C,C
Nerlens Noel,22000181,2021-01-15,4,4.2196393,3100.0,3100.0,10.0,C,C,C
Wesley Matthews,22000187,2021-01-15,0,0.83785325,3000.0,3000.0,10.0,SG,SG,SG
Terrence Ross,22000180,2021-01-15,6,15.271929,6000.0,6000.0,19.0,SG/SF,SG/SF,SG
Richaun Holmes,22000188,2021-01-15,17,16.167551,6800.0,6800.0,24.0,C,C,C
Thanasis Antetokounmpo,22000182,2021-01-15,5,5.6373773,3000.0,3000.0,10.0,PF,PF,PF
Josh Hart,22000187,2021-01-15,7,5.610561,5200.0,5200.0,15.0,SF,SF,SF
Tristan Thompson,22000180,2021-01-15,4,5.0961027,4800.0,4800.0,17.0,C,C,C
Marc Gasol,22000187,2021-01-15,5,4.382393,4200.0,4200.0,10.0,C,C,C
D.J. Augustin,22000182,2021-01-15,7,6.4550004,3500.0,3500.0,10.0,PG,PG,PG
Onyeka Okongwu,22000186,2021-01-15,4,3.0593882,3000.0,3000.0,10.0,C,C,C
Kenrich Williams,22000184,2021-01-15,14,12.727666,3300.0,3300.0,10.0,SF,SF,SF
Theo Maledon,22000184,2021-01-15,10,9.953941,3200.0,3200.0,10.0,PG/SG,PG/SG,PG
Glenn Robinson III,22000188,2021-01-15,5,4.8707247,3100.0,3100.0,10.0,SF,SF,SF
Willie Cauley-Stein,22000182,2021-01-15,11,8.582018,4500.0,4500.0,11.0,C,C,C
Trae Young,22000186,2021-01-15,4,13.775169,8700.0,8700.0,40.0,PG,PG,PG
Dean Wade,22000181,2021-01-15,0,0.80077964,3300.0,3300.0,10.0,PF,PF,PF
Anthony Davis,22000187,2021-01-15,17,20.496561,9800.0,9800.0,45.0,PF/C,PF/C,PF
Mike Muscala,22000184,2021-01-15,11,10.897307,3300.0,3300.0,10.0,C,C,C
Jeff Teague,22000180,2021-01-15,17,11.842645,4400.0,4400.0,15.0,PG/SG,PG/SG,SG
Luka Doncic,22000182,2021-01-15,28,24.85923,11000.0,11000.0,54.0,PG,PG,PG
Nikola Vucevic,22000180,2021-01-15,15,16.942038,9000.0,9000.0,40.0,C,C,C
Giannis Antetokounmpo,22000182,2021-01-15,31,28.882574,10800.0,10800.0,51.0,PF/C,PF/C,PF
Donovan Mitchell,22000186,2021-01-15,26,24.791067,8400.0,8400.0,33.0,PG/SG,PG/SG,SG
Kawhi Leonard,22000188,2021-01-15,27,26.08743,9600.0,9600.0,46.0,SF,SF,SF
Otto Porter Jr.,22000184,2021-01-15,8,8.385232,5800.0,5800.0,19.0,SF/PF,SF/PF,SF
Khris Middleton,22000182,2021-01-15,25,23.271458,8200.0,8200.0,34.0,SF,SF,SF
Tim Hardaway Jr.,22000182,2021-01-15,22,17.979181,6900.0,6900.0,21.0,SG/SF,SG/SF,SG
Zach LaVine,22000184,2021-01-15,35,27.539722,9500.0,9500.0,38.0,SG,SG,SG
