player_name,game_id,game_date,stl,stl_pred,fanduel_salary,draftkings_salary,yahoo_salary,fanduel_position,draftkings_position,yahoo_position
Naz Reid,22000312,2021-02-01,0,0.020866323,5800.0,5800.0,18.0,C,C,C
Devin Vassell,22000320,2021-02-01,0,1.0035166,3400.0,3400.0,10.0,SG/SF,SG/SF,SG
Kevin Huerter,22000313,2021-02-01,0,0.1742615,5900.0,5900.0,19.0,SG/SF,SG/SF,SG
Eric Bledsoe,22000317,2021-02-01,0,0.020866323,6000.0,6000.0,20.0,PG/SG,PG/SG,SG
Cory Joseph,22000317,2021-02-01,0,0.020866323,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Hamidou Diallo,22000318,2021-02-01,1,0.9914736,4400.0,4400.0,14.0,SG/SF,SG/SF,SG
JaVale McGee,22000312,2021-02-01,0,0.020866323,3100.0,3100.0,10.0,C,C,C
E'Twaun Moore,22000319,2021-02-01,0,0.020866323,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Lonnie Walker IV,22000320,2021-02-01,1,0.9919301,4300.0,4300.0,10.0,SG/SF,SG/SF,SG
Kyle Kuzma,22000313,2021-02-01,0,0.020866323,4900.0,4900.0,12.0,SF/PF,SF/PF,PF
Bruno Fernando,22000313,2021-02-01,0,0.020866323,3000.0,3000.0,10.0,C,C,C
Denzel Valentine,22000315,2021-02-01,0,0.04549957,3400.0,3400.0,10.0,SG,SG,SG
Cody Zeller,22000314,2021-02-01,1,0.9914736,5300.0,5300.0,17.0,C,C,C
Gorgui Dieng,22000320,2021-02-01,0,0.020866323,4700.0,4700.0,11.0,C,C,C
Zach LaVine,22000315,2021-02-01,1,1.0169365,9000.0,9000.0,40.0,SG,SG,SG
Luka Doncic,22000319,2021-02-01,1,0.9914736,10800.0,10800.0,55.0,PG,PG,PG
LeBron James,22000313,2021-02-01,2,1.964457,10200.0,10200.0,49.0,PG/SF,PG/SF,SF
Richaun Holmes,22000317,2021-02-01,0,0.12525928,6400.0,6400.0,19.0,C,C,C
Danuel House Jr.,22000318,2021-02-01,1,0.9919301,4200.0,4200.0,10.0,SF/PF,SF/PF,SF
Jordan Nwora,22000316,2021-02-01,0,0.020866323,3000.0,3000.0,10.0,SF/PF,SF/PF,SF
Jalen Brunson,22000319,2021-02-01,1,0.99374783,4200.0,4200.0,10.0,PG/SG,PG/SG,PG
Rajon Rondo,22000313,2021-02-01,3,2.7640593,3800.0,3800.0,10.0,PG,PG,PG
Sam Merrill,22000316,2021-02-01,0,0.020866323,3000.0,3000.0,10.0,SG,SG,SG
Jarrett Allen,22000312,2021-02-01,0,0.020866323,5500.0,5500.0,20.0,C,C,C
Donte DiVincenzo,22000316,2021-02-01,2,2.008452,4800.0,4800.0,13.0,PG/SG,PG/SG,SG
Jeff Green,22000324,2021-02-02,1,0.9910883,5400.0,5400.0,12.0,PF/C,PF/C,PF
Davis Bertans,22000559,2021-02-02,0,0.020207075,4700.0,4700.0,12.0,PF,PF,PF
Cole Anthony,22000323,2021-02-02,1,0.9913167,5500.0,5500.0,17.0,PG,PG,PG
Goga Bitadze,22000322,2021-02-02,0,0.020207075,3000.0,3000.0,10.0,C,C,C
Kemba Walker,22000326,2021-02-02,0,0.061178118,6700.0,6700.0,23.0,PG,PG,PG
Georges Niang,22000325,2021-02-02,1,0.99127203,3200.0,3200.0,10.0,PF,PF,PF
Yuta Watanabe,22000323,2021-02-02,0,0.020207075,3700.0,3700.0,10.0,SF/PF,SF/PF,PF
Kent Bazemore,22000326,2021-02-02,2,1.4207137,3000.0,3000.0,10.0,SF,SF,SF
Ish Smith,22000559,2021-02-02,2,1.9191148,4500.0,4500.0,11.0,PG,PG,PG
Malcolm Brogdon,22000322,2021-02-02,1,0.997013,7900.0,7900.0,35.0,PG,PG,PG
Delon Wright,22000325,2021-02-02,4,3.0932157,6000.0,6000.0,19.0,PG/SG,PG/SG,PG
Evan Fournier,22000323,2021-02-02,0,-0.013423296,6300.0,6300.0,21.0,SG,SG,SG
Draymond Green,22000326,2021-02-02,2,0.44124568,4900.0,4900.0,19.0,PF/C,PF/C,PF
Jaylen Brown,22000326,2021-02-02,0,0.7427201,7800.0,7800.0,38.0,SF,SF,SF
Jeff Teague,22000326,2021-02-02,1,0.99127203,4500.0,4500.0,10.0,PG/SG,PG/SG,SG
JaKarr Sampson,22000322,2021-02-02,0,0.020207075,3000.0,3000.0,10.0,PF/C,PF/C,PF
Ja Morant,22000322,2021-02-02,2,1.831231,7500.0,7500.0,36.0,PG,PG,PG
Mason Plumlee,22000325,2021-02-02,1,0.9913167,5000.0,5000.0,16.0,C,C,C
Robert Covington,22000559,2021-02-02,1,1.0743078,5200.0,5200.0,15.0,PF,PF,PF
Alex Len,22000559,2021-02-02,0,0.020207075,3300.0,3300.0,10.0,C,C,C
Robert Williams III,22000326,2021-02-02,0,0.020207075,3500.0,3500.0,11.0,C,C,C
Tristan Thompson,22000326,2021-02-02,0,0.020207075,3900.0,3900.0,10.0,C,C,C
Jordan Bone,22000323,2021-02-02,0,0.020207075,3000.0,3000.0,10.0,PG,PG,PG
Fred VanVleet,22000323,2021-02-02,3,2.3278666,7400.0,7400.0,35.0,PG/SG,PG/SG,SG
Rui Hachimura,22000559,2021-02-02,0,0.020207075,5300.0,5300.0,18.0,PF/C,PF/C,PF
Pascal Siakam,22000323,2021-02-02,1,0.99175644,7700.0,7700.0,35.0,PF/C,PF/C,PF
Edmond Sumner,22000322,2021-02-02,0,0.020207075,3000.0,3000.0,10.0,PG/SG,PG/SG,SG
Myles Turner,22000322,2021-02-02,0,-0.002812827,6800.0,6800.0,30.0,C,C,C
Wayne Ellington,22000325,2021-02-02,0,0.020207075,5000.0,5000.0,10.0,SG,SG,SG
Xavier Tillman,22000322,2021-02-02,0,0.10297729,5100.0,5100.0,14.0,PF/C,PF/C,C
Jordan Clarkson,22000325,2021-02-02,0,0.009913752,5800.0,5800.0,24.0,PG/SG,PG/SG,SG
Kyle Anderson,22000322,2021-02-02,1,0.991133,5700.0,5700.0,21.0,SF/PF,SF/PF,SF
Paul Watson,22000323,2021-02-02,0,0.020207075,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
Landry Shamet,22000324,2021-02-02,0,0.020207075,3200.0,3200.0,10.0,SG,SG,SG
Khem Birch,22000323,2021-02-02,0,0.020207075,4200.0,4200.0,10.0,C,C,C
James Ennis III,22000323,2021-02-02,1,0.991133,3400.0,3400.0,10.0,SF,SF,SF
Terrence Ross,22000323,2021-02-02,0,0.008305376,5300.0,5300.0,15.0,SG/SF,SG/SF,SG
DeAndre Jordan,22000324,2021-02-02,1,0.9913167,4900.0,4900.0,15.0,C,C,C
Gorgui Dieng,22000322,2021-02-02,1,1.011591,4700.0,4700.0,11.0,C,C,C
Terence Davis,22000323,2021-02-02,0,0.020207075,4000.0,4000.0,10.0,PG/SG,PG/SG,SG
Robin Lopez,22000559,2021-02-02,0,0.020207075,3900.0,3900.0,10.0,C,C,C
Ivica Zubac,22000324,2021-02-02,0,0.020207075,5100.0,5100.0,10.0,C,C,C
Javonte Green,22000326,2021-02-02,1,1.0155454,3000.0,3000.0,10.0,SF,SF,SG
John Konchar,22000322,2021-02-02,2,1.9623221,3200.0,3200.0,10.0,SF,SF,SF
Kevon Looney,22000326,2021-02-02,0,0.020207075,3400.0,3400.0,10.0,C,C,C
Stanley Johnson,22000323,2021-02-02,0,0.020207075,3600.0,3600.0,10.0,PF,PF,PF
Sekou Doumbouya,22000325,2021-02-02,1,0.99127203,3100.0,3100.0,10.0,PF,PF,PF
Timothe Luwawu-Cabarrot,22000324,2021-02-02,1,0.991133,3700.0,3700.0,10.0,SF/PF,SF/PF,SF
Rodney Hood,22000559,2021-02-02,0,0.020207075,3500.0,3500.0,10.0,SG/SF,SG/SF,SG
Aaron Holiday,22000322,2021-02-02,0,0.020207075,3200.0,3200.0,10.0,PG/SG,PG/SG,SG
Rudy Gobert,22000325,2021-02-02,0,0.020207075,7200.0,7200.0,37.0,C,C,C
DeAndre' Bembry,22000323,2021-02-02,2,1.9205728,3300.0,3300.0,10.0,SG/SF,SG/SF,SG
Cassius Winston,22000559,2021-02-02,0,0.020207075,3000.0,3000.0,10.0,PG,PG,PG
Carmelo Anthony,22000559,2021-02-02,1,1.8625535,4700.0,4700.0,16.0,PF,PF,PF
Blake Griffin,22000325,2021-02-02,1,0.99122643,5700.0,5700.0,18.0,PF/C,PF/C,PF
Deni Avdija,22000559,2021-02-02,0,0.020207075,3700.0,3700.0,10.0,SF/PF,SF/PF,SF
Lou Williams,22000324,2021-02-02,2,1.8384515,4500.0,4500.0,12.0,PG/SG,PG/SG,PG
De'Anthony Melton,22000322,2021-02-02,0,0.21115217,4500.0,4500.0,11.0,PG/SG,PG/SG,PG
T.J. McConnell,22000322,2021-02-02,4,2.8569288,5000.0,5000.0,12.0,PG,PG,PG
Royce O'Neale,22000325,2021-02-02,3,2.89403,5200.0,5200.0,13.0,SF/PF,SF/PF,PF
Brad Wanamaker,22000326,2021-02-02,1,0.99127203,3300.0,3300.0,10.0,PG,PG,PG
Serge Ibaka,22000324,2021-02-02,0,0.020207075,6000.0,6000.0,18.0,C,C,C
Derrick Favors,22000325,2021-02-02,1,0.99127203,3600.0,3600.0,10.0,C,C,C
Norman Powell,22000323,2021-02-02,4,2.81925,6400.0,6400.0,19.0,SG/SF,SG/SF,SF
Justin Holiday,22000322,2021-02-02,0,0.05988688,4900.0,4900.0,16.0,SG/SF,SG/SF,SF
Bojan Bogdanovic,22000325,2021-02-02,1,0.9913167,5900.0,5900.0,17.0,SF/PF,SF/PF,SF
Josh Jackson,22000325,2021-02-02,0,0.145137,4900.0,4900.0,11.0,SG/SF,SG/SF,SG
Daniel Theis,22000326,2021-02-02,1,0.9911817,5000.0,5000.0,15.0,PF/C,PF/C,PF
Domantas Sabonis,22000322,2021-02-02,2,1.9609187,8700.0,8700.0,41.0,PF/C,PF/C,PF
Dwayne Bacon,22000323,2021-02-02,0,0.07178858,3800.0,3800.0,10.0,SG/SF,SG/SF,SF
Malachi Flynn,22000323,2021-02-02,0,0.020207075,3000.0,3000.0,10.0,PG,PG,PG
Luke Kennard,22000324,2021-02-02,0,0.020207075,3900.0,3900.0,10.0,SG/SF,SG/SF,SG
Kelan Martin,22000322,2021-02-02,0,0.020207075,3000.0,3000.0,10.0,SF/PF,SF/PF,SG
Doug McDermott,22000322,2021-02-02,0,0.020207075,4600.0,4600.0,11.0,SF/PF,SF/PF,SF
Anfernee Simons,22000559,2021-02-02,0,0.020207075,4300.0,4300.0,10.0,PG/SG,PG/SG,PG
Joe Harris,22000324,2021-02-02,0,0.020207075,6000.0,6000.0,18.0,SG/SF,SG/SF,SF
Dillon Brooks,22000322,2021-02-02,3,2.7955232,5800.0,5800.0,19.0,SG/SF,SG/SF,SG
Eric Paschall,22000326,2021-02-02,0,0.020207075,3500.0,3500.0,10.0,SF/PF,SF/PF,PF
Kyle Lowry,22000323,2021-02-02,4,3.1330602,7300.0,7300.0,31.0,PG,PG,PG
Juan Toscano-Anderson,22000326,2021-02-02,1,0.9913167,3000.0,3000.0,10.0,PF,PF,PF
Kyrie Irving,22000324,2021-02-02,1,0.9912233,8800.0,8800.0,45.0,PG,PG,PG
Damian Lillard,22000559,2021-02-02,0,0.1639243,10700.0,10700.0,49.0,PG,PG,PG
Jayson Tatum,22000326,2021-02-02,0,0.020207075,8600.0,8600.0,43.0,PF,PF,PF
Nicolas Batum,22000324,2021-02-02,1,1.0244588,5200.0,5200.0,15.0,SF/PF,SF/PF,PF
James Harden,22000324,2021-02-02,1,1.0079999,10900.0,10900.0,49.0,PG/SG,PG/SG,SG
Stephen Curry,22000326,2021-02-02,3,2.9377131,9600.0,9600.0,45.0,PG,PG,PG
Jerami Grant,22000325,2021-02-02,0,0.020207075,7000.0,7000.0,35.0,SF/PF,SF/PF,SF
Russell Westbrook,22000559,2021-02-02,0,0.008305376,9100.0,9100.0,41.0,PG,PG,PG
Andrew Wiggins,22000326,2021-02-02,0,0.020207075,6400.0,6400.0,25.0,SG/SF,SG/SF,SG
Desmond Bane,22000322,2021-02-02,0,0.043291703,3500.0,3500.0,10.0,SG,SG,SG
Bradley Beal,22000559,2021-02-02,0,0.0045752805,9900.0,9900.0,49.0,SG,SG,SG
Gary Trent Jr.,22000559,2021-02-02,2,1.9200877,6000.0,6000.0,14.0,SG/SF,SG/SF,SG
Mike Conley,22000325,2021-02-02,1,1.1919429,6400.0,6400.0,27.0,PG,PG,PG
Kawhi Leonard,22000324,2021-02-02,4,5.111406,9200.0,9200.0,42.0,SF,SF,SF
Jeremy Lamb,22000322,2021-02-02,1,0.9948144,5400.0,5400.0,16.0,SG/SF,SG/SF,SG
Grant Williams,22000326,2021-02-02,0,0.020207075,3000.0,3000.0,10.0,SF/PF,SF/PF,SF
Nikola Vucevic,22000323,2021-02-02,0,0.048768677,8200.0,8200.0,39.0,C,C,C
Kevin Durant,22000324,2021-02-02,0,0.020207075,10100.0,10100.0,50.0,SF/PF,SF/PF,PF
Damion Lee,22000326,2021-02-02,0,0.006183654,3400.0,3400.0,10.0,SG,SG,SG
Donovan Mitchell,22000325,2021-02-02,1,0.99043494,7600.0,7600.0,30.0,PG/SG,PG/SG,SG
Paul George,22000324,2021-02-02,2,1.9329633,8900.0,8900.0,36.0,SG,SG,SG
Reggie Jackson,22000324,2021-02-02,2,1.9328607,5100.0,5100.0,19.0,PG,PG,PG
Marcus Morris Sr.,22000324,2021-02-02,1,0.991133,4700.0,4700.0,12.0,SF/PF,SF/PF,SF
Isaac Bonga,22000559,2021-02-02,0,0.020207075,3000.0,3000.0,10.0,SF/PF,SF/PF,SF
Kelly Oubre Jr.,22000326,2021-02-02,0,0.048768677,5700.0,5700.0,20.0,SF/PF,SF/PF,SF
Rodney McGruder,22000325,2021-02-02,0,0.020207075,3000.0,3000.0,10.0,SF,SF,SF
Joe Ingles,22000325,2021-02-02,1,0.9912233,4800.0,4800.0,15.0,SG/SF,SG/SF,SF
Chris Boucher,22000323,2021-02-02,0,0.020207075,4900.0,4900.0,19.0,C,C,C
Chuma Okeke,22000323,2021-02-02,1,0.9912233,3000.0,3000.0,10.0,PF/C,PF/C,PF
Mychal Mulder,22000326,2021-02-02,0,0.020207075,3000.0,3000.0,10.0,SG,SG,PG
Harry Giles III,22000559,2021-02-02,0,0.020207075,3200.0,3200.0,10.0,C,C,C
Mo Bamba,22000323,2021-02-02,0,0.020207075,3100.0,3100.0,10.0,C,C,C
Svi Mykhailiuk,22000325,2021-02-02,0,0.020207075,3100.0,3100.0,10.0,SG,SG,SG
Gary Clark,22000323,2021-02-02,1,0.99122643,3300.0,3300.0,10.0,PF/C,PF/C,PF
Semi Ojeleye,22000326,2021-02-02,0,0.020207075,3200.0,3200.0,10.0,SF/PF,SF/PF,SF
Moritz Wagner,22000559,2021-02-02,0,0.020207075,3800.0,3800.0,11.0,C,C,C
Garrison Mathews,22000559,2021-02-02,0,0.076572716,3600.0,3600.0,10.0,SG/SF,SG/SF,SG
Isaiah Stewart,22000325,2021-02-02,0,0.020207075,3300.0,3300.0,10.0,C,C,C
CJ Elleby,22000559,2021-02-02,0,0.020207075,3000.0,3000.0,10.0,SG,SG,SF
Aron Baynes,22000323,2021-02-02,0,0.020207075,4300.0,4300.0,10.0,C,C,C
Saddiq Bey,22000325,2021-02-02,0,0.020207075,3200.0,3200.0,10.0,SF/PF,SF/PF,SF
Keljin Blevins,22000559,2021-02-02,0,0.020207075,3000.0,3000.0,10.0,SG,SG,PG
Tyus Jones,22000322,2021-02-02,0,0.27544153,4300.0,4300.0,16.0,PG,PG,PG
Bruce Brown,22000324,2021-02-02,1,0.99127203,4300.0,4300.0,10.0,SG/SF,SG/SF,SG
Matt Thomas,22000323,2021-02-02,0,0.020207075,3000.0,3000.0,10.0,SG,SG,SG
Brandon Clarke,22000322,2021-02-02,2,1.2239057,6200.0,6200.0,23.0,PF/C,PF/C,PF
Mikal Bridges,22000335,2021-02-03,1,0.9911817,5400.0,5400.0,21.0,SF,SF,SF
Lauri Markkanen,22000332,2021-02-03,0,0.020207075,7100.0,7100.0,25.0,PF/C,PF/C,PF
Jevon Carter,22000335,2021-02-03,0,0.020207075,3000.0,3000.0,10.0,PG/SG,PG/SG,SG
Edmond Sumner,22000329,2021-02-03,0,0.020207075,3000.0,3000.0,10.0,PG/SG,PG/SG,SG
Danuel House Jr.,22000333,2021-02-03,1,0.9911786,4200.0,4200.0,10.0,SF/PF,SF/PF,SF
Cory Joseph,22000336,2021-02-03,2,1.9728433,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Jalen Smith,22000335,2021-02-03,0,0.020207075,3000.0,3000.0,10.0,PF/C,PF/C,PF
Josh Hart,22000335,2021-02-03,0,0.020207075,4500.0,4500.0,15.0,SF,SF,SF
Mitchell Robinson,22000332,2021-02-03,2,1.9609187,5000.0,5000.0,19.0,C,C,C
Cody Martin,22000327,2021-02-03,0,0.020207075,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Lamar Stevens,22000328,2021-02-03,1,0.9913167,3000.0,3000.0,10.0,SF,SF,SF
Devin Booker,22000335,2021-02-03,0,0.05218891,8000.0,8000.0,29.0,SG,SG,SG
Semi Ojeleye,22000336,2021-02-03,1,0.9913167,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
Chris Paul,22000335,2021-02-03,1,1.2883247,8300.0,8300.0,36.0,PG,PG,PG
Jae'Sean Tate,22000333,2021-02-03,0,0.020207075,4700.0,4700.0,11.0,SF/PF,SF/PF,SF
Marcus Morris Sr.,22000328,2021-02-03,0,0.020207075,4500.0,4500.0,12.0,SF/PF,SF/PF,SF
Matisse Thybulle,22000327,2021-02-03,1,0.6253958,3200.0,3200.0,10.0,SF,SF,SF
Keldon Johnson,22000334,2021-02-03,1,1.0043525,6100.0,6100.0,22.0,SF/PF,SF/PF,PF
Solomon Hill,22000330,2021-02-03,1,0.9905335,3000.0,3000.0,10.0,PF,PF,PF
Sindarius Thornwell,22000335,2021-02-03,0,0.020207075,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
Josh Okogie,22000334,2021-02-03,0,0.05809263,3300.0,3300.0,10.0,SF,SF,SF
Richaun Holmes,22000336,2021-02-03,0,0.029760128,6400.0,6400.0,22.0,C,C,C
Rajon Rondo,22000330,2021-02-03,0,0.020207075,3400.0,3400.0,10.0,PG,PG,PG
Dean Wade,22000328,2021-02-03,0,0.020207075,3000.0,3000.0,10.0,PF,PF,PF
P.J. Tucker,22000333,2021-02-03,0,0.020207075,3600.0,3600.0,10.0,PF/C,PF/C,PF
Wenyen Gabriel,22000335,2021-02-03,0,0.020207075,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
Daniel Theis,22000336,2021-02-03,0,0.020207075,4800.0,4800.0,15.0,PF/C,PF/C,PF
Andre Iguodala,22000331,2021-02-03,2,1.9986382,3800.0,3800.0,10.0,SF/PF,SF/PF,PF
Bismack Biyombo,22000327,2021-02-03,1,0.9913167,3700.0,3700.0,10.0,C,C,C
Austin Rivers,22000332,2021-02-03,1,0.991133,3800.0,3800.0,10.0,PG/SG,PG/SG,SG
Alec Burks,22000332,2021-02-03,0,0.020207075,4700.0,4700.0,18.0,SG/SF,SG/SF,SF
Rodions Kurucs,22000333,2021-02-03,0,0.020207075,3000.0,3000.0,10.0,PF,PF,PF
Marvin Bagley III,22000336,2021-02-03,0,0.020207075,5500.0,5500.0,19.0,PF/C,PF/C,PF
Justin Holiday,22000329,2021-02-03,2,1.952909,5100.0,5100.0,16.0,SG/SF,SG/SF,SF
Sterling Brown,22000333,2021-02-03,2,1.4588071,3100.0,3100.0,10.0,SF,SF,SG
Nicolo Melli,22000335,2021-02-03,1,0.9912233,3000.0,3000.0,10.0,PF,PF,PF
Julius Randle,22000332,2021-02-03,2,1.9604323,9100.0,9100.0,42.0,PF/C,PF/C,PF
Jarrett Allen,22000328,2021-02-03,1,0.99122643,6500.0,6500.0,27.0,C,C,C
Kristaps Porzingis,22000330,2021-02-03,1,0.99127203,7500.0,7500.0,32.0,PF/C,PF/C,PF
Luka Doncic,22000330,2021-02-03,2,1.9623221,10800.0,10800.0,55.0,PG,PG,PG
Malik Beasley,22000334,2021-02-03,1,0.99240154,6400.0,6400.0,24.0,SG,SG,SG
Joel Embiid,22000327,2021-02-03,2,1.9665878,10000.0,10000.0,47.0,C,C,C
RJ Barrett,22000332,2021-02-03,0,0.020207075,6400.0,6400.0,24.0,SF,SF,SF
D'Angelo Russell,22000334,2021-02-03,0,0.078202635,6800.0,6800.0,27.0,PG/SG,PG/SG,PG
Coby White,22000332,2021-02-03,1,0.9913167,6100.0,6100.0,21.0,PG/SG,PG/SG,PG
Bam Adebayo,22000331,2021-02-03,2,1.9200877,9300.0,9300.0,39.0,C,C,C
Domantas Sabonis,22000329,2021-02-03,0,0.020207075,8300.0,8300.0,41.0,PF/C,PF/C,PF
Lou Williams,22000328,2021-02-03,1,0.99043494,4700.0,4700.0,12.0,PG/SG,PG/SG,SG
Tyler Herro,22000331,2021-02-03,0,0.020207075,6800.0,6800.0,22.0,PG/SG,PG/SG,PG
De'Aaron Fox,22000336,2021-02-03,2,1.9367707,8500.0,8500.0,36.0,PG,PG,PG
Paul George,22000328,2021-02-03,0,0.3089643,8700.0,8700.0,36.0,SG,SG,SG
Rui Hachimura,22000331,2021-02-03,1,0.9913167,5400.0,5400.0,18.0,PF/C,PF/C,PF
Ricky Rubio,22000334,2021-02-03,1,0.9914942,4500.0,4500.0,10.0,PG,PG,PG
Isaiah Roby,22000333,2021-02-03,0,0.020207075,3600.0,3600.0,10.0,PF/C,PF/C,C
John Collins,22000330,2021-02-03,0,0.020207075,7200.0,7200.0,27.0,PF/C,PF/C,PF
Giannis Antetokounmpo,22000329,2021-02-03,2,1.7935462,11000.0,11000.0,53.0,PF/C,PF/C,PF
Alex Len,22000331,2021-02-03,0,0.020207075,3200.0,3200.0,10.0,C,C,C
Bradley Beal,22000331,2021-02-03,1,0.99122643,9700.0,9700.0,49.0,SG,SG,SG
Jae Crowder,22000335,2021-02-03,0,0.13808806,5200.0,5200.0,14.0,PF,PF,PF
Zion Williamson,22000335,2021-02-03,1,0.99043494,8000.0,8000.0,37.0,PF/C,PF/C,PF
Ben Simmons,22000327,2021-02-03,1,0.48429537,8200.0,8200.0,35.0,PG/SF,PG/SF,PG
Bobby Portis,22000329,2021-02-03,3,3.063128,5000.0,5000.0,14.0,PF/C,PF/C,C
DeMar DeRozan,22000334,2021-02-03,0,-0.010977782,6900.0,6900.0,30.0,SF/PF,SF/PF,SF
Serge Ibaka,22000328,2021-02-03,0,0.020207075,5900.0,5900.0,18.0,C,C,C
Elfrid Payton,22000332,2021-02-03,0,0.020207075,3900.0,3900.0,10.0,PG,PG,PG
Jayson Tatum,22000336,2021-02-03,2,1.7525127,8900.0,8900.0,43.0,PF,PF,PF
Kevin Huerter,22000330,2021-02-03,2,1.9747126,5600.0,5600.0,19.0,SG/SF,SG/SF,SG
Nerlens Noel,22000332,2021-02-03,0,0.1411403,3700.0,3700.0,10.0,C,C,C
Jake Layman,22000334,2021-02-03,1,0.9913167,3200.0,3200.0,10.0,SF/PF,SF/PF,PF
Brook Lopez,22000329,2021-02-03,0,0.020207075,5300.0,5300.0,14.0,C,C,C
Kawhi Leonard,22000328,2021-02-03,1,1.0926105,9000.0,9000.0,42.0,SF,SF,SF
Christian Wood,22000333,2021-02-03,3,2.784706,8600.0,8600.0,38.0,C,C,C
Darius Bazley,22000333,2021-02-03,0,0.020207075,5200.0,5200.0,18.0,SF/PF,SF/PF,PF
Steven Adams,22000335,2021-02-03,1,0.99127203,5400.0,5400.0,18.0,C,C,C
Tobias Harris,22000327,2021-02-03,0,0.020207075,7300.0,7300.0,30.0,PF,PF,PF
Robert Williams III,22000336,2021-02-03,2,1.9200877,3500.0,3500.0,11.0,C,C,C
Davis Bertans,22000331,2021-02-03,2,1.9609187,5000.0,5000.0,12.0,PF,PF,PF
Duncan Robinson,22000331,2021-02-03,1,0.99122643,5500.0,5500.0,14.0,SG,SG,SG
Immanuel Quickley,22000332,2021-02-03,0,0.020207075,5500.0,5500.0,17.0,PG/SG,PG/SG,PG
Dejounte Murray,22000334,2021-02-03,2,1.9579358,6400.0,6400.0,26.0,PG,PG,PG
Thanasis Antetokounmpo,22000329,2021-02-03,2,1.9614037,3000.0,3000.0,10.0,PF,PF,PF
Reggie Jackson,22000328,2021-02-03,0,0.020207075,5400.0,5400.0,19.0,PG,PG,PG
Goran Dragic,22000331,2021-02-03,1,0.99127203,6100.0,6100.0,20.0,PG,PG,PG
Nickeil Alexander-Walker,22000335,2021-02-03,3,2.8247857,4500.0,4500.0,12.0,PG/SG,PG/SG,PG
Mike Muscala,22000333,2021-02-03,1,0.9913167,3200.0,3200.0,10.0,PF/C,PF/C,PF
Trae Young,22000330,2021-02-03,1,1.1108701,9500.0,9500.0,42.0,PG,PG,PG
Tremont Waters,22000336,2021-02-03,2,1.9616063,3600.0,3600.0,10.0,PG,PG,PG
Gordon Hayward,22000327,2021-02-03,0,0.11089055,7200.0,7200.0,33.0,SF/PF,SF/PF,SF
Jakob Poeltl,22000334,2021-02-03,1,0.99122643,4600.0,4600.0,10.0,C,C,C
Jrue Holiday,22000329,2021-02-03,3,2.7891355,7700.0,7700.0,30.0,PG,PG,PG
Damian Jones,22000335,2021-02-03,0,0.020207075,3000.0,3000.0,10.0,C,C,C
LaMelo Ball,22000327,2021-02-03,2,1.8240825,7000.0,7000.0,30.0,PG,PG,PG
JJ Redick,22000335,2021-02-03,0,0.020207075,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Ivica Zubac,22000328,2021-02-03,2,1.9614037,5000.0,5000.0,10.0,C,C,C
Danny Green,22000327,2021-02-03,2,1.9615353,4100.0,4100.0,14.0,SF,SF,SF
Kenrich Williams,22000333,2021-02-03,0,0.020207075,3000.0,3000.0,10.0,SF,SF,SF
Kelly Olynyk,22000331,2021-02-03,1,0.9912233,4800.0,4800.0,15.0,PF/C,PF/C,PF
Patty Mills,22000334,2021-02-03,0,0.07178858,4500.0,4500.0,13.0,PG/SG,PG/SG,PG
Harrison Barnes,22000336,2021-02-03,0,0.018300984,6300.0,6300.0,23.0,SF/PF,SF/PF,SF
Shake Milton,22000327,2021-02-03,0,0.020207075,3900.0,3900.0,12.0,PG/SG,PG/SG,PG
Trey Lyles,22000334,2021-02-03,0,0.020207075,3000.0,3000.0,10.0,PF/C,PF/C,PF
Donte DiVincenzo,22000329,2021-02-03,0,-0.002812827,4500.0,4500.0,13.0,PG/SG,PG/SG,SG
Isaac Okoro,22000328,2021-02-03,2,1.9874413,3700.0,3700.0,10.0,SG/SF,SG/SF,SF
Eric Gordon,22000333,2021-02-03,2,1.9614037,5400.0,5400.0,19.0,PG/SG,PG/SG,SG
Darius Miller,22000333,2021-02-03,1,0.9913167,3100.0,3100.0,10.0,SF/PF,SF/PF,PF
Torrey Craig,22000329,2021-02-03,3,2.8138978,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Tristan Thompson,22000336,2021-02-03,0,0.020207075,3700.0,3700.0,10.0,C,C,C
Tony Snell,22000330,2021-02-03,0,0.020207075,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
Deandre Ayton,22000335,2021-02-03,0,0.020207075,7400.0,7400.0,32.0,C,C,C
Willie Cauley-Stein,22000330,2021-02-03,0,0.020207075,4200.0,4200.0,10.0,C,C,C
Aaron Holiday,22000329,2021-02-03,0,0.020207075,3400.0,3400.0,10.0,PG/SG,PG/SG,SG
Tyrese Haliburton,22000336,2021-02-03,2,2.0308638,5400.0,5400.0,21.0,PG/SG,PG/SG,SG
