percentile,fp_fanduel_RMSE,fp_fanduel_MAE,fp_fanduel_Bias
top_20,7.931492328643799,6.055492877960205,-0.06800810247659683
top_10,8.688648223876953,6.687538146972656,-0.006121254060417414
all_pop,5.8876118659973145,4.284683704376221,-0.08647388219833374
