percentile,fp_fanduel_RMSE,fp_fanduel_MAE,fp_fanduel_Bias
top_20,8.248011031347527,6.232601452868111,-2.1170543207295855
top_10,8.349522116459207,6.160671642425397,-0.9914326564144326
all_pop,5.987295404943432,4.270493042083581,-0.6818720760899644
