percentile,fp_fanduel_RMSE,fp_fanduel_MAE,fp_fanduel_Bias
top_20,7.228874672785018,5.386847603408309,-1.723109658535099
top_10,7.297462277159863,5.351515677092041,-0.7431819086202237
all_pop,5.215511287992021,3.6236520498861835,-0.6065966439872218
