0,1,2,3
RotoGuru Menu Daily blurbs Message Forum Forum Keepers Sponsorship Troubleshooting Football Pickoff  Login  Standings MFL Site Football NFL Schedule Field Goals Player Lookup FanDuel Football Sortable Stats Weekly FDP DraftKings Football Sortable Stats Weekly DKP Yahoo DFS Football Sortable Stats Weekly YHP  Baseball MLB Schedule Base Advances Player Lookup DailyBaseballData Pitcher vs. Batter Weather Daily Live Stats FanDuel Baseball Sortable Stats Daily FDP DraftKings Baseball Sortable Stats Daily DKP Yahoo DFS Baseball Sortable Stats Daily YHP Basketball DailyHoopsData Stat Summarizer Player Lookup NBA Schedule Full Season Next 4 weeks FanDuel Hoops Sortable Stats Daily FDP DraftKings Hoops Sortable Stats Daily DKP Yahoo DFS Hoops Sortable Stats Daily YHP Market Madness Contest Site Rules Historical Stats Recap of Entries Unit Returns Standings General Home page Hall of Fame Gur-who?,,"(adsbygoogle = window.adsbygoogle || []).push({}); Fantasy Points for 8-Feb-2019 FanDuel Salary Cap NBA Basketball Select other gameFanDuelDraftKingsYahoo DFS Oct Nov Dec Jan Feb Mar Apr May Jun Jul Aug Sep  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  2021  2020  2019  2018  2017  2016  2015  2014  RotoGuru will not be producing stats for the 2021-22 NBA season. Prior season data will continue to be accessible for the forseeable future.Past week: 7-Feb | 6-Feb | 5-Feb | 4-Feb | 3-Feb | 2-Feb | 1-Feb |Starters are indicated by a ^ following the players name. Active players not appearing in a game are listed as DNP. Inactive players are denoted as NA. Player salaries are only for the 'Full Roster' game style at FanDuel. To sort players by game, click here For data in semi-colon delimited format, click here. Or try downloading this fuller set of season-long data.",(adsbygoogle = window.adsbygoogle || []).push({})
