date,max_num_of_players_yahoo,best_actual_lineup_yahoo,best_pred_lineup_yahoo,best_actual_score_yahoo,best_pred_score_yahoo,best_actual_cost_yahoo,best_pred_cost_yahoo,is_repeat_yahoo,is_repeat_pred_yahoo,max_num_of_players_fanduel,best_actual_lineup_fanduel,best_pred_lineup_fanduel,best_actual_score_fanduel,best_pred_score_fanduel,best_actual_cost_fanduel,best_pred_cost_fanduel,is_repeat_fanduel,is_repeat_pred_fanduel,max_num_of_players_draftkings,best_actual_lineup_draftkings,best_pred_lineup_draftkings,best_actual_score_draftkings,best_pred_score_draftkings,best_actual_cost_draftkings,best_pred_cost_draftkings,is_repeat_draftkings,is_repeat_pred_draftkings
2024-03-19,106,"['Jeremy Sochan', 'Kyrie Irving', 'Jaden McDaniels', 'Kyle Anderson', 'Aaron Holiday', 'Jaden McDaniels', 'Luka Garza', 'Luka Doncic']","['Jaden McDaniels', 'Jamal Murray', 'Tre Jones', 'Devin Vassell', ""Day'Ron Sharpe"", 'Jonathan Isaac', 'Luka Doncic', 'Mike Conley']",296.1,283.60061586834496,185.0,190.0,1,0,106,"['Jock Landale', 'Jalen Green', 'Kyle Anderson', 'Kyrie Irving', 'Jaden McDaniels', 'Dereck Lively II', 'Cam Thomas', 'Anthony Edwards', 'Tre Jones']","['Miles Bridges', 'Cole Anthony', 'Jalen Green', 'Cam Thomas', 'Kentavious Caldwell-Pope', 'Justin Champagnie', 'Victor Wembanyama', 'Jabari Smith Jr.', 'Amen Thompson']",361.6000000000001,299.8771666452289,58500.0,59800.0,0,0,106,"['Goga Bitadze', 'Jalen Green', 'Cole Anthony', 'Jaden McDaniels', 'Jeremy Sochan', 'Jabari Smith Jr.', 'Luka Doncic', 'Jock Landale']","['Amen Thompson', 'Richaun Holmes', 'Jules Bernard', 'Nikola Jokic', 'Dominick Barlow', ""Day'Ron Sharpe"", 'Jalen Green', 'Michael Porter Jr.']",314.5,256.4153094626963,50000.0,48200.0,0,0
2024-03-20,184,"['Andrew Wiggins', 'Santi Aldama', 'Gary Trent Jr.', 'Domantas Sabonis', 'Shai Gilgeous-Alexander', 'Grayson Allen', 'Payton Pritchard', 'Josh Giddey']","['Cade Cunningham', 'GG Jackson', 'Santi Aldama', 'Daniel Theis', 'Chet Holmgren', 'Tyrese Haliburton', 'Ivica Zubac', 'Jake LaRavia']",341.2,319.3923270523548,198.0,198.0,0,0,184,"['Keegan Murray', 'Grayson Allen', 'Ivica Zubac', 'Jarrett Allen', 'Khris Middleton', 'Devin Booker', 'Ben Sheppard', 'Paul Reed', 'Jimmy Butler']","['Patty Mills', 'Georges Niang', 'Jarrett Allen', 'Bobby Portis', 'Taylor Hendricks', 'Jayson Tatum', 'Caris LeVert', 'Jeff Dowtin Jr.', 'Chet Holmgren']",357.09999999999997,343.92307344228027,57100.0,54100.0,0,0,184,"['Kelly Oubre Jr.', 'Santi Aldama', 'Isaiah Jackson', 'Jarrett Allen', 'Khris Middleton', 'GG Jackson', 'Ivica Zubac', 'Cade Cunningham']","['Grayson Allen', 'Cade Cunningham', 'Jeff Dowtin Jr.', 'Josh Giddey', 'Kelly Oubre Jr.', 'Cade Cunningham', 'GG Jackson', 'Chet Holmgren']",358.25,329.59249580837786,49500.0,50000.0,0,1
2024-03-21,146,"['Malik Monk', 'Jamal Murray', 'Michael Porter Jr.', 'Omer Yurtseven', 'Kentavious Caldwell-Pope', 'Nikola Vucevic', 'Ayo Dosunmu', 'Kyle Kuzma']","['Nikola Vucevic', 'Kyle Kuzma', 'P.J. Washington', 'Bobby Portis', 'Lauri Markkanen', 'Chris Duarte', 'Eric Gordon', ""De'Andre Hunter""]",292.20000000000005,254.8461254768074,193.0,188.0,0,0,146,"['Nikola Vucevic', 'Jordan Poole', 'Jock Landale', 'Drew Eubanks', 'Jalen Brunson', 'Michael Porter Jr.', 'Ayo Dosunmu', 'Brice Sensabaugh', 'Fred VanVleet']","['AJ Green', 'Kessler Edwards', 'Nikola Vucevic', 'Walker Kessler', 'Lauri Markkanen', 'Luka Doncic', 'Dennis Schroder', 'Jeff Green', 'Fred VanVleet']",323.50000000000006,278.8947661273182,58700.0,59000.0,0,0,146,"['Keyonte George', 'Nikola Jokic', 'Herbert Jones', 'Luka Doncic', 'Vit Krejci', 'Luka Doncic', 'Nic Claxton', 'Nikola Jokic']","['Luka Doncic', 'Kyle Kuzma', 'Malik Monk', 'Paolo Banchero', 'Nikola Jokic', 'Bradley Beal', 'Jalen Green', 'Paolo Banchero']",378.5,371.57666017860174,,,2,1
2024-03-22,167,"['Larry Nance Jr.', 'Tyrese Haliburton', 'Derrick White', 'Victor Wembanyama', 'Kelly Oubre Jr.', 'Terance Mann', 'Naji Marshall', 'Jabari Walker']","['Jarrett Allen', 'Kelly Oubre Jr.', 'Gradey Dick', 'Tyrese Haliburton', 'Dalano Banton', 'Kris Murray', 'Paul George', 'Scoot Henderson']",328.9,312.49849397875374,199.0,198.0,0,0,167,"['Jose Alvarado', 'Tyrese Haliburton', 'Kelly Olynyk', 'Ochai Agbaji', 'Kelly Oubre Jr.', 'Derrick White', 'Daniel Theis', 'Anthony Davis', 'CJ McCollum']","['Paul George', 'Javon Freeman-Liberty', 'Victor Wembanyama', 'Kyle Anderson', 'Devin Vassell', 'Georges Niang', 'Shai Gilgeous-Alexander', 'Kris Murray', 'Scotty Pippen Jr.']",373.8,335.2714000262321,57400.0,59300.0,0,0,167,"['Jared Rhoden', 'Caris LeVert', 'Toumani Camara', 'Naji Marshall', 'Anthony Davis', 'Ochai Agbaji', 'Tyrese Haliburton', 'Pascal Siakam']","['Tosan Evbuomwan', 'Derrick White', 'Mo Bamba', 'Jarrett Allen', 'Garrett Temple', 'Tobias Harris', 'Shai Gilgeous-Alexander', 'Jontay Porter']",307.5,276.18548785336316,49300.0,48600.0,0,0
2024-03-23,168,"['Cam Thomas', 'Sam Hauser', 'Richaun Holmes', 'Kris Murray', 'Kelly Olynyk', 'Luke Kornet', ""De'Aaron Fox"", 'Dejounte Murray']","['Kelly Olynyk', ""De'Aaron Fox"", 'Blake Wesley', 'Jalen Green', 'Richaun Holmes', 'Keon Ellis', 'Scoot Henderson', 'DeMar DeRozan']",315.0,306.0568742260337,180.0,189.0,0,0,168,"[""De'Aaron Fox"", 'Bol Bol', 'Dejounte Murray', 'Keegan Murray', 'Donte DiVincenzo', 'Dejounte Murray', 'Garrison Mathews', 'Jordan Poole', 'Luke Kornet']","['Nick Richards', 'Jordan Poole', 'Aaron Gordon', 'Kelly Olynyk', 'Bruce Brown', ""De'Aaron Fox"", 'DeMar DeRozan', 'Aaron Gordon', 'Cole Anthony']",400.8000000000001,351.45702517256143,,58400.0,1,1,168,"['Aaron Gordon', 'Toumani Camara', 'Domantas Sabonis', 'Miles Bridges', 'Mikal Bridges', 'Dejounte Murray', 'Josh Hart', 'Isaiah Hartenstein']","['Jonathan Isaac', 'Collin Sexton', 'Bradley Beal', 'Dejounte Murray', 'Deni Avdija', 'Tre Jones', 'Jayson Tatum', 'Dennis Schroder']",345.75,295.5506165828556,,,0,0
2024-03-24,133,"['Cameron Payne', 'Austin Reaves', 'Zion Williamson', 'Mike Conley', 'Jamal Cain', 'T.J. McConnell', 'Pascal Siakam', 'Bam Adebayo']","['KJ Martin', 'Zion Williamson', 'Haywood Highsmith', 'Austin Reaves', 'Zion Williamson', 'James Harden', 'Craig Porter Jr.', 'T.J. McConnell']",320.2,283.57817295268177,198.0,192.0,0,1,133,"['Tristan Thompson', 'Haywood Highsmith', 'Marcus Morris Sr.', 'Bam Adebayo', 'Terry Rozier', 'Giannis Antetokounmpo', 'Anthony Davis', 'Spencer Dinwiddie', 'Tyrese Maxey']","['Myles Turner', 'Paul Reed', 'Darius Garland', 'Jordan McLaughlin', 'Bam Adebayo', 'Myles Turner', 'Pascal Siakam', 'Tobias Harris', 'Josh Giddey']",348.9,314.0513786163181,60000.0,58700.0,0,1,133,"['Josh Giddey', 'Paul Reed', 'Chimezie Metu', 'Austin Reaves', 'LeBron James', 'Cameron Payne', 'Khris Middleton', 'Naji Marshall']","['Aaron Nesmith', 'Tyrese Haliburton', 'Bam Adebayo', 'Bam Adebayo', 'Cameron Payne', 'Giannis Antetokounmpo', 'Anthony Davis', 'D.J. Wilson']",314.5,303.0491260085255,46500.0,,0,1
2024-03-25,242,"['Lauri Markkanen', 'Jock Landale', 'Jalen Green', 'Payton Pritchard', 'Santi Aldama', 'Vit Krejci', 'Vasilije Micic', 'Luka Doncic']","['Evan Mobley', 'Devin Booker', 'Ashton Hagans', 'Jusuf Nurkic', 'John Collins', 'Isaac Okoro', 'Bradley Beal', 'Jarace Walker']",295.7,265.1204331245273,199.0,198.0,0,0,242,"['Luka Doncic', 'Chimezie Metu', 'Justin Champagnie', 'Devin Booker', 'Dalano Banton', 'Donte DiVincenzo', 'Vit Krejci', 'Kevin Durant', 'Aleksej Pokusevski']","['Nic Claxton', 'Dorian Finney-Smith', 'Evan Mobley', 'Dalano Banton', 'Jalen Green', 'Jeremy Sochan', 'DeMar DeRozan', 'Daniel Gafford', 'Santi Aldama']",375.6,360.6632143601775,59900.0,59100.0,0,0,242,"['Jared Butler', 'Tyrese Haliburton', 'DeMar DeRozan', 'Tyrese Maxey', 'Richaun Holmes', 'Dalano Banton', 'Justin Holiday', 'Ivica Zubac']","['Domantas Sabonis', 'Alex Caruso', 'Clint Capela', 'Peyton Watson', 'Malik Monk', 'Keegan Murray', 'Kris Murray', 'Jeremy Sochan']",303.5,276.90558501333,49900.0,49200.0,0,0
2024-03-26,90,"['Bobby Portis', 'Zion Williamson', 'Malik Beasley', 'Khris Middleton', 'Klay Thompson', ""D'Angelo Russell"", 'Nikola Jovic', 'Rui Hachimura']","['Keon Ellis', 'Austin Reaves', 'Anthony Davis', ""D'Angelo Russell"", 'Bobby Portis', 'Andrew Wiggins', 'Rui Hachimura', 'Klay Thompson']",312.3,312.96483821980655,175.0,196.0,0,0,90,"['Delon Wright', 'Tim Hardaway Jr.', 'Giannis Antetokounmpo', 'Kyrie Irving', 'Daniel Gafford', 'Zion Williamson', 'Tim Hardaway Jr.', 'P.J. Washington', 'Bobby Portis']","['Isaiah Joe', 'Draymond Green', 'Malik Beasley', 'Andrew Wiggins', 'Shai Gilgeous-Alexander', 'P.J. Washington', 'Austin Reaves', 'Giannis Antetokounmpo', 'Jonathan Kuminga']",359.1000000000001,334.52167419977485,59200.0,59700.0,1,0,90,"['Jaylin Williams', 'Klay Thompson', 'Giannis Antetokounmpo', 'Alondes Williams', 'Keon Ellis', 'Haywood Highsmith', 'Anthony Davis', ""D'Angelo Russell""]","['Caleb Martin', 'Tim Hardaway Jr.', 'Klay Thompson', 'Bobby Portis', 'Zion Williamson', 'Keon Ellis', 'Stephen Curry', 'Josh Giddey']",323.75,263.5565004404634,48800.0,48800.0,0,0
2024-03-27,259,"['Desmond Bane', 'Precious Achiuwa', 'Rui Hachimura', 'Cedi Osman', 'Mikal Bridges', 'Vasilije Micic', 'Nikola Vucevic', 'Bogdan Bogdanovic']","['Cam Thomas', 'Darius Garland', 'Cole Anthony', 'Malaki Branham', 'Nick Richards', 'Victor Wembanyama', 'Nic Claxton', 'Miles McBride']",332.7,297.96613118276,194.0,200.0,0,0,259,"['Kyle Kuzma', 'Jalen Duren', 'Kawhi Leonard', 'Bruno Fernando', 'Cole Anthony', 'Nikola Vucevic', 'Brandon Miller', 'Aaron Wiggins', 'Darius Garland']","['Julian Champagnie', 'Desmond Bane', 'Amen Thompson', 'Isaiah Hartenstein', 'Jordan Poole', 'Nikola Jokic', 'Cedi Osman', 'Dylan Windler', 'Dejounte Murray']",333.8,312.10488328672943,58200.0,58900.0,0,0,259,"['Jalen Green', 'Jaren Jackson Jr.', 'Josh Giddey', 'Garrett Temple', 'Cam Thomas', 'Andre Drummond', 'Dennis Schroder', 'Julian Champagnie']","['Fred VanVleet', 'Kobi Simmons', 'Victor Wembanyama', 'Nikola Vucevic', 'Aaron Wiggins', 'Cade Cunningham', 'Bol Bol', 'Sam Merrill']",343.5,240.4496689606458,47800.0,49100.0,0,0
2024-03-28,37,"['Dejounte Murray', 'Herbert Jones', ""De'Andre Hunter"", 'CJ McCollum', 'Derrick White', 'Naji Marshall', 'Clint Capela', 'Herbert Jones']","['Kristaps Porzingis', 'Clint Capela', 'Malik Beasley', 'Xavier Tillman', 'Jayson Tatum', 'Herbert Jones', 'CJ McCollum', ""De'Andre Hunter""]",315.1,264.46277906931937,195.0,196.0,1,0,37,"['Bogdan Bogdanovic', 'Trey Murphy III', 'Jonas Valanciunas', 'Herbert Jones', 'Brook Lopez', 'Vit Krejci', 'Kristaps Porzingis', 'Jayson Tatum', 'Damian Lillard']","['Dejounte Murray', 'Herbert Jones', 'Giannis Antetokounmpo', 'Jonas Valanciunas', 'Bogdan Bogdanovic', 'Larry Nance Jr.', 'Trey Murphy III', 'Herbert Jones', 'Kristaps Porzingis']",317.0,368.48165778331463,57600.0,59900.0,0,1,37,"[""De'Andre Hunter"", 'Clint Capela', 'Garrison Mathews', 'Derrick White', 'Trey Murphy III', 'Bruno Fernando', 'CJ McCollum', 'Dejounte Murray']","['Herbert Jones', 'Trey Murphy III', 'Brook Lopez', 'Jayson Tatum', 'Jonas Valanciunas', 'Dejounte Murray', 'Trent Forrest', ""De'Andre Hunter""]",298.25,270.70777690783143,49900.0,49000.0,0,0
2024-03-29,258,"['Evan Mobley', 'Thomas Bryant', 'Tobias Harris', 'Jaden McDaniels', 'Aaron Nesmith', 'Haywood Highsmith', 'Dennis Schroder', 'Nikola Jokic']","['Keegan Murray', 'Jalen Suggs', 'Drew Eubanks', 'Coby White', 'Amen Thompson', 'Jabari Smith Jr.', 'Victor Wembanyama', 'Ibou Badji']",321.6,258.2766621887684,198.0,199.0,0,0,258,"['Kawhi Leonard', 'Kris Dunn', 'Rudy Gobert', 'Nikola Jokic', 'Davion Mitchell', 'Josh Hart', 'Marvin Bagley III', 'Moses Moody', 'Thomas Bryant']","['Anthony Edwards', 'Fred VanVleet', 'Chet Holmgren', 'Harrison Barnes', 'John Collins', 'Max Strus', 'Tyrese Haliburton', 'Josh Giddey', 'Trendon Watford']",371.2,337.5157746549696,55000.0,59400.0,0,0,258,"['Dereck Lively II', 'Andrew Wiggins', 'Devin Vassell', 'Thomas Bryant', 'Julian Champagnie', 'Pascal Siakam', 'Fred VanVleet', 'Tobias Harris']","['Jalen Green', 'Paolo Banchero', 'Draymond Green', 'Kyle Lowry', 'Davis Bertans', 'Chris Paul', 'Javonte Green', 'Victor Wembanyama']",318.5,283.7507997136563,47000.0,49800.0,0,0
2024-03-30,61,"['Jaylen Brown', 'Bogdan Bogdanovic', 'Jalen Suggs', 'Kristaps Porzingis', 'CJ McCollum', 'Patrick Beverley', 'Jordan Goodwin', 'Zion Williamson']","['Trey Murphy III', 'Bogdan Bogdanovic', 'Dyson Daniels', 'Kristaps Porzingis', 'Patrick Beverley', 'Jaylen Brown', 'Giannis Antetokounmpo', 'Jordan Goodwin']",335.0,307.9581767968834,194.0,198.0,0,0,61,"['Naji Marshall', 'Giannis Antetokounmpo', 'Bogdan Bogdanovic', 'GG Jackson', 'Jordan Goodwin', 'Paolo Banchero', 'Derrick White', 'Jaylen Brown', 'Markelle Fultz']","['Jrue Holiday', 'Dejounte Murray', 'Maozinha Pereira', 'Pat Connaughton', 'Paolo Banchero', 'Giannis Antetokounmpo', 'Bobby Portis', 'Jordan Goodwin', 'Jaylen Brown']",338.6,332.97678804732857,59500.0,59200.0,0,0,61,"['Kristaps Porzingis', 'Bogdan Bogdanovic', 'CJ McCollum', 'Scotty Pippen Jr.', 'Jalen Suggs', 'Giannis Antetokounmpo', 'Wesley Matthews', 'Caleb Houstan']","['Maozinha Pereira', 'Bruno Fernando', 'Giannis Antetokounmpo', 'Paolo Banchero', 'Larry Nance Jr.', 'Jordan Goodwin', 'GG Jackson', 'Bogdan Bogdanovic']",295.5,261.56424676440656,49700.0,47100.0,0,0
2024-03-31,215,"['Tre Jones', 'Kelly Oubre Jr.', 'Paul George', 'Josh Giddey', 'Isaiah Hartenstein', 'Daniel Gafford', 'Kelly Olynyk', 'Paul George']","['Trayce Jackson-Davis', 'Vasilije Micic', 'Caris LeVert', 'Kyle Lowry', 'Josh Hart', 'Kelly Oubre Jr.', 'Jordan Nwora', 'Luka Doncic']",372.0,309.08547385297715,198.0,200.0,1,0,215,"['Luka Doncic', 'Domantas Sabonis', 'Nikola Jokic', 'Josh Giddey', 'Coby White', 'Paul George', ""De'Aaron Fox"", 'Shai Gilgeous-Alexander', 'Jalen Williams']","['Victor Wembanyama', 'Anthony Davis', 'Draymond Green', 'Paul George', 'Christian Braun', 'Victor Wembanyama', 'Miles Bridges', 'LeBron James', 'Donte DiVincenzo']",474.0999999999999,394.0491794040427,,,0,1,215,"['Nikola Vucevic', ""De'Aaron Fox"", 'Deni Avdija', 'Miles Bridges', 'Cam Thomas', 'Nikola Jokic', 'Kentavious Caldwell-Pope', 'Brandon Miller']","['Jalen Brunson', 'Kelly Oubre Jr.', 'Victor Wembanyama', 'Walker Kessler', 'Luka Doncic', 'Nikola Jokic', 'Miles Bridges', 'Isaiah Hartenstein']",373.25,388.33598213642836,,,0,0
2024-04-01,124,"['Dyson Daniels', 'Wendell Carter Jr.', 'Cade Cunningham', 'Devin Booker', 'Grant Williams', 'CJ McCollum', 'Jusuf Nurkic', 'Obi Toppin']","['Tyrese Haliburton', 'Andre Drummond', 'Sam Hauser', 'Franz Wagner', 'Gary Harris', 'Luke Kennard', 'Wendell Carter Jr.', 'Jusuf Nurkic']",356.90000000000003,291.13101800717413,190.0,191.0,0,0,124,"['Myles Turner', 'Jared Rhoden', 'Cade Cunningham', 'Jaden Ivey', 'Miles Bridges', 'Grant Williams', 'Sam Hauser', 'Devin Booker', 'Jayson Tatum']","['Paolo Banchero', 'Dyson Daniels', 'Trey Murphy III', 'Jusuf Nurkic', 'Brandon Clarke', 'Derrick White', 'Jaren Jackson Jr.', 'Herbert Jones', 'Cade Cunningham']",361.0,338.29927719105035,59900.0,58300.0,0,0,124,"['Grant Williams', 'Scoot Henderson', 'Jalen Suggs', 'Jaren Jackson Jr.', 'Luke Kennard', 'Jaden Ivey', 'Bogdan Bogdanovic', 'Deandre Ayton']","['Devin Booker', 'Jalen Smith', 'Kris Murray', ""Day'Ron Sharpe"", 'Derrick White', 'Wendell Carter Jr.', 'Jaren Jackson Jr.', 'T.J. McConnell']",306.75,279.97839194349945,49900.0,46900.0,0,0
2024-04-02,182,"['Tristan Vukcevic', 'Fred VanVleet', ""De'Aaron Fox"", 'RJ Barrett', 'Kyle Anderson', 'Michael Porter Jr.', 'Brice Sensabaugh', 'Austin Reaves']","['Ivica Zubac', 'Kris Dunn', 'Pat Connaughton', 'Domantas Sabonis', 'Austin Reaves', 'Kelly Oubre Jr.', 'Jarrett Allen', 'Brice Sensabaugh']",316.29999999999995,281.60119087696074,200.0,184.0,0,0,182,"['Kyle Anderson', 'Evan Mobley', 'Victor Wembanyama', 'Tre Jones', ""De'Aaron Fox"", 'Miles McBride', 'Taurean Prince', 'Luguentz Dort', 'Jordan Poole']","['Daniel Gafford', 'Giannis Antetokounmpo', 'Deni Avdija', 'Kris Dunn', 'Nikola Jokic', 'Terry Rozier', 'Anthony Gill', 'Isaiah Joe', 'Taurean Prince']",400.90000000000003,341.74820804968476,57900.0,57800.0,0,0,182,"[""Devonte' Graham"", 'Isaiah Joe', 'Evan Mobley', 'Jalen Brunson', 'Giannis Antetokounmpo', 'Omer Yurtseven', 'Pat Connaughton', 'Kelly Olynyk']","['Evan Mobley', 'Kevin Love', 'Giannis Antetokounmpo', 'Jordan Poole', 'Jarrett Allen', 'Pat Connaughton', 'Isaiah Joe', 'Corey Kispert']",289.25,306.38727675005794,47700.0,50000.0,0,0
2024-04-03,189,"['Rui Hachimura', 'James Wiseman', 'Kristaps Porzingis', 'LeBron James', 'Malachi Flynn', 'Jordan Poole', 'Rudy Gobert', 'Jordan Goodwin']","['Nic Claxton', 'Bol Bol', 'Deandre Ayton', 'Scoot Henderson', 'Jaylen Brown', 'Garrett Temple', 'Jaren Jackson Jr.', 'Jordan Poole']",355.2,295.6025453882292,188.0,200.0,0,0,189,"['Jordan Nwora', 'Caris LeVert', 'Jayson Tatum', 'Paolo Banchero', ""Royce O'Neale"", 'Marcus Sasser', 'Malachi Flynn', 'Kevin Durant', 'Rudy Gobert']","['Marques Bolden', 'Bobby Portis', 'Kristaps Porzingis', 'Joe Ingles', 'Clint Capela', 'Justin Champagnie', 'Anthony Davis', 'LeBron James', 'Jordan Poole']",344.8,357.75237089172003,58900.0,58500.0,0,0,189,"['Kevin Durant', 'Jalen Johnson', 'Luka Garza', 'Anthony Edwards', 'Tyrese Haliburton', 'Malachi Flynn', 'Luka Garza', 'Grant Williams']","['Tosan Evbuomwan', 'Deandre Ayton', 'James Wiseman', 'Kristaps Porzingis', 'Pat Connaughton', 'Donovan Mitchell', 'Brook Lopez', 'Jordan Goodwin']",360.25,270.7561839874834,49400.0,47900.0,1,0
2024-04-04,110,"['Haywood Highsmith', 'Josh Hart', 'James Harden', 'Kevin Love', 'Isaiah Hartenstein', 'Luka Doncic', 'Haywood Highsmith', 'Garrison Mathews']","['Davion Mitchell', 'Kelly Oubre Jr.', 'Jeff Green', 'Kevon Looney', 'Paul George', 'Nikola Jokic', 'Kentavious Caldwell-Pope', ""De'Aaron Fox""]",316.5,249.69287939816712,196.0,200.0,1,0,110,"['Jaime Jaquez Jr.', 'Haywood Highsmith', 'Jalen Green', 'Kentavious Caldwell-Pope', 'P.J. Washington', 'Aaron Gordon', 'Aaron Gordon', 'Tyrese Maxey', 'Luka Doncic']","['Norman Powell', 'Isaiah Hartenstein', 'Jalen Brunson', 'Davion Mitchell', 'Nikola Jokic', 'Bruno Fernando', 'Josh Hart', 'P.J. Washington', 'Fred VanVleet']",370.9,307.4513228498399,59900.0,59800.0,1,0,110,"['Amir Coffey', 'Ivica Zubac', 'Aaron Gordon', 'Nikola Jokic', 'Kevin Love', 'Garrison Mathews', ""De'Aaron Fox"", 'Haywood Highsmith']","['Maxi Kleber', 'Jalen Johnson', 'Aaron Gordon', 'Trayce Jackson-Davis', 'Russell Westbrook', 'Tyrese Maxey', 'Kelly Oubre Jr.', 'Isaiah Hartenstein']",317.0,272.9095078743994,47000.0,47200.0,0,0
2024-04-05,253,"['Tristan Vukcevic', 'Brandon Miller', ""Devonte' Graham"", 'Immanuel Quickley', 'P.J. Washington', 'Jason Preston', 'Tyler Herro', 'Domantas Sabonis']","['Gary Trent Jr.', 'Kevin Durant', 'Jalen Green', 'Dyson Daniels', 'Ayo Dosunmu', 'Jaylen Nowell', 'Josh Giddey', 'Daniel Gafford']",340.7,291.3617762723938,197.0,194.0,0,0,253,"['Trey Murphy III', 'Jordan Hawkins', 'P.J. Washington', 'Keegan Murray', 'Daniel Gafford', 'Jordan Poole', 'Dillon Brooks', 'Anthony Edwards', 'Deandre Ayton']","['Markelle Fultz', 'Derrick Jones Jr.', 'CJ McCollum', 'Gary Trent Jr.', 'Herbert Jones', 'Deandre Ayton', 'Deandre Ayton', 'Kristaps Porzingis', 'James Harden']",355.6,379.2315814558416,56800.0,59700.0,0,1,253,"['Lamar Stevens', 'Eugene Omoruyi', 'Kyrie Irving', 'Darius Bazley', 'Jalen Brunson', 'Josh Giddey', 'T.J. McConnell', 'Deni Avdija']","['Dalano Banton', 'Khris Middleton', 'Daniel Gafford', 'Gary Trent Jr.', ""Devonte' Graham"", 'Scotty Pippen Jr.', 'Damian Lillard', 'Andre Drummond']",314.5,321.32426417060196,48500.0,49300.0,0,0
2024-04-06,89,"['Peyton Watson', 'Clint Capela', 'Zavier Simpson', 'Cam Thomas', 'Nikola Jokic', 'KJ Martin', 'Jaden Ivey', 'Cam Thomas']","['Jamal Murray', 'Chimezie Metu', 'Marcus Sasser', 'Paul Reed', 'Peyton Watson', 'Anthony Davis', 'LeBron James', 'Zavier Simpson']",331.09999999999997,303.0771107371896,194.0,197.0,1,0,89,"['Dejounte Murray', 'Nikola Jokic', 'Darius Garland', 'Jared Rhoden', 'Chimezie Metu', 'LeBron James', 'Dennis Schroder', 'Kentavious Caldwell-Pope', 'Jaden Ivey']","['Peyton Watson', 'Cameron Payne', 'Cam Thomas', 'Anthony Davis', 'Anthony Davis', 'Anthony Davis', 'Jaden Ivey', 'Anthony Davis', 'Anthony Davis']",353.59999999999997,452.2744308345019,,,0,4,89,"['Michael Porter Jr.', 'Anthony Davis', 'Malachi Flynn', 'Anthony Davis', 'Nikola Jokic', ""D'Angelo Russell"", 'Donovan Mitchell', 'Cam Thomas']","['Michael Porter Jr.', 'Joel Embiid', 'Caris LeVert', 'Jaden Ivey', 'Dejounte Murray', 'Anthony Davis', 'Darius Garland', 'Cam Thomas']",350.0,326.27145604789257,,,1,0
2024-04-07,273,"['Scoot Henderson', 'Aaron Wiggins', 'Jordan Poole', 'Caris LeVert', 'Kyrie Irving', 'Johnny Juzang', 'Jaxson Hayes', 'Jalen Brunson']","['Dalano Banton', 'Chet Holmgren', 'Myles Turner', 'Jaxson Hayes', 'Immanuel Quickley', 'Klay Thompson', 'Trey Lyles', 'Dyson Daniels']",368.4,302.06534052602944,194.0,168.0,0,0,273,"['Javonte Green', 'Tyrese Maxey', 'Aaron Wiggins', 'Deandre Ayton', 'Jordan Poole', 'Josh Giddey', 'Gary Trent Jr.', 'Larry Nance Jr.', 'Chet Holmgren']","['Darius Garland', 'Jordan Poole', 'Josh Giddey', 'Larry Nance Jr.', 'Caleb Martin', 'Naz Reid', 'Terance Mann', 'Kelly Oubre Jr.', 'Anthony Edwards']",453.20000000000005,338.74652997506774,58200.0,57800.0,0,0,273,"['Brandon Miller', 'Aaron Wiggins', 'Jaxson Hayes', 'Rudy Gobert', 'Maxi Kleber', 'Russell Westbrook', 'Immanuel Quickley', 'Naz Reid']","['Klay Thompson', 'Domantas Sabonis', 'Jordan Poole', 'Dante Exum', 'Malaki Branham', 'Josh Giddey', 'Henri Drell', 'Rui Hachimura']",335.5,285.79916125163436,47200.0,48500.0,0,0
2024-04-09,314,"['Bradley Beal', 'Austin Reaves', 'Zavier Simpson', 'Rui Hachimura', 'Dillon Brooks', 'Javon Freeman-Liberty', 'Joel Embiid', ""Royce O'Neale""]","['Anthony Gill', 'T.J. McConnell', 'DeMar DeRozan', 'Kyrie Irving', 'Peyton Watson', 'Patrick Baldwin Jr.', 'Aaron Wiggins', 'LeBron James']",324.6,277.9812863610685,188.0,200.0,0,0,314,"['Jabari Smith Jr.', 'Josh Hart', 'Justin Minaya', 'Russell Westbrook', 'Christian Braun', 'Jalen Brunson', 'Jalen Brunson', 'Deandre Ayton', 'Kelly Oubre Jr.']","['Patrick Baldwin Jr.', ""De'Andre Hunter"", 'Miles Bridges', 'Keon Ellis', 'LeBron James', 'Duop Reath', 'Dejounte Murray', 'Alex Caruso', 'Tyrese Haliburton']",385.1000000000001,364.9705803208053,59300.0,59600.0,1,0,314,"['Fred VanVleet', 'Nikola Jovic', 'Jalen Brunson', 'Brook Lopez', 'Russell Westbrook', 'Reggie Jackson', ""De'Anthony Melton"", 'Jaylen Brown']","['Grayson Allen', 'Nickeil Alexander-Walker', 'Paolo Banchero', 'Russell Westbrook', 'Grant Williams', 'Keegan Murray', ""Royce O'Neale"", ""De'Aaron Fox""]",325.75,266.5640852507204,48900.0,48100.0,0,0
