date,max_num_of_players_yahoo,best_actual_lineup_yahoo,best_pred_lineup_yahoo,best_actual_score_yahoo,best_pred_score_yahoo,best_actual_cost_yahoo,best_pred_cost_yahoo,is_repeat_yahoo,is_repeat_pred_yahoo,max_num_of_players_fanduel,best_actual_lineup_fanduel,best_pred_lineup_fanduel,best_actual_score_fanduel,best_pred_score_fanduel,best_actual_cost_fanduel,best_pred_cost_fanduel,is_repeat_fanduel,is_repeat_pred_fanduel,max_num_of_players_draftkings,best_actual_lineup_draftkings,best_pred_lineup_draftkings,best_actual_score_draftkings,best_pred_score_draftkings,best_actual_cost_draftkings,best_pred_cost_draftkings,is_repeat_draftkings,is_repeat_pred_draftkings
2024-02-27,239,"['Bobby Portis', 'Precious Achiuwa', 'Toumani Camara', 'Bogdan Bogdanovic', 'Jalen Williams', 'Jalen Williams', 'Rudy Gobert', 'Brandon Ingram']","['Corey Kispert', 'Kristaps Porzingis', 'Tyus Jones', 'Chris Paul', 'Anthony Edwards', ""De'Andre Hunter"", 'Rudy Gobert', 'Brandon Ingram']",309.7,317.71201891228554,196.0,200.0,1,0,239,"['Caleb Houstan', 'Jimmy Butler', 'Anthony Edwards', 'Derrick White', 'Jerami Grant', 'Luka Doncic', 'Davis Bertans', 'Danilo Gallinari', 'Evan Mobley']","['Ashton Hagans', 'Jayson Tatum', 'Jeremiah Robinson-Earl', 'Klay Thompson', 'Shai Gilgeous-Alexander', 'Naz Reid', 'Luka Doncic', 'Trendon Watford', 'Miles McBride']",362.59999999999997,302.7440617129207,58400.0,58100.0,0,0,239,"['Jordan McLaughlin', 'Chet Holmgren', 'Chris Paul', 'Luka Doncic', 'Victor Wembanyama', 'Kyle Lowry', ""Day'Ron Sharpe"", 'Caleb Houstan']","['Klay Thompson', 'Jimmy Butler', 'Chris Paul', 'Bobby Portis', 'Jericho Sims', 'Kyrie Irving', 'Donte DiVincenzo', 'Max Strus']",281.25,269.1939188912511,49600.0,49400.0,0,0
2024-02-28,120,"['Andre Drummond', 'P.J. Washington', 'RJ Barrett', 'Nikola Vucevic', 'Obi Toppin', 'Caris LeVert', 'Max Strus', 'DeMar DeRozan']","['Jakob Poeltl', 'Anthony Edwards', 'Ziaire Williams', 'Russell Westbrook', 'Pascal Siakam', 'Tim Hardaway Jr.', 'Evan Mobley', 'Ayo Dosunmu']",360.59999999999997,284.73559897467493,200.0,195.0,0,0,120,"['Immanuel Quickley', 'Evan Mobley', 'Naz Reid', 'Pascal Siakam', 'Kentavious Caldwell-Pope', 'Jakob Poeltl', 'Caris LeVert', 'Anthony Davis', 'Andre Drummond']","['Obi Toppin', 'Jamal Murray', 'Naz Reid', 'Nikola Vucevic', 'Vince Williams Jr.', 'Darius Garland', 'Caris LeVert', 'Anthony Edwards', 'Coby White']",437.29999999999995,333.9499732092023,58300.0,59400.0,0,0,120,"['Andre Drummond', 'Luka Doncic', 'Jordan Goodwin', 'Caris LeVert', 'Jordan Hawkins', 'Alex Len', 'Pascal Siakam', 'Jamal Murray']","['Brandon Ingram', 'Jakob Poeltl', 'Andre Drummond', 'Obi Toppin', 'Jaden McDaniels', 'Luka Doncic', 'Spencer Dinwiddie', 'RJ Barrett']",333.25,300.703819767572,49900.0,50000.0,0,0
2024-02-29,165,"['Cam Whitmore', ""D'Angelo Russell"", 'Michael Porter Jr.', 'Chet Holmgren', 'Devin Booker', 'Kentavious Caldwell-Pope', 'Jonathan Kuminga', 'Markelle Fultz']","['Jordan Poole', ""Royce O'Neale"", 'Dejounte Murray', 'Donte DiVincenzo', 'Grant Williams', 'Anthony Davis', 'Grant Williams', 'Tre Jones']",313.90000000000003,304.26481130346656,200.0,198.0,0,1,165,"[""Royce O'Neale"", 'Josh Hart', 'Bobby Portis', 'Brandon Miller', 'Tre Mann', 'Victor Wembanyama', 'Caleb Martin', 'Jalen Green', 'Devin Booker']","['John Collins', 'Devin Vassell', 'Josh Hart', 'Jordan Poole', 'Paolo Banchero', ""Royce O'Neale"", 'Tyus Jones', 'Luguentz Dort', ""D'Angelo Russell""]",390.40000000000003,331.65054136514664,59500.0,57000.0,0,0,165,"['Josh Hart', 'Grant Williams', 'Jusuf Nurkic', 'Jalen Williams', 'Collin Sexton', 'Tre Mann', ""Royce O'Neale"", 'Michael Porter Jr.']","['Malik Beasley', 'Gary Harris', 'Anthony Davis', 'Kyle Kuzma', 'Jalen Williams', 'Miles McBride', 'Michael Porter Jr.', 'Dennis Schroder']",312.75,301.283521194011,48700.0,49600.0,0,0
2024-03-01,207,"['Tobias Harris', 'Cade Cunningham', 'Rudy Gobert', 'Jarace Walker', 'Malik Monk', 'Norman Powell', 'Miles Bridges', 'Mike Conley']","['Tyrese Maxey', 'Giannis Antetokounmpo', 'Jarrett Allen', 'Grant Williams', 'Alex Caruso', 'Moses Moody', 'Dean Wade', 'Ausar Thompson']",333.3,294.4920247934759,194.0,198.0,0,0,207,"['Jordan Goodwin', 'Johnny Davis', 'Immanuel Quickley', 'Malik Monk', 'Domantas Sabonis', 'Kyle Kuzma', 'Giannis Antetokounmpo', 'Nicolas Batum', 'Dalano Banton']","['Jabari Walker', 'James Harden', 'Brandon Ingram', 'Coby White', 'Kyrie Irving', 'CJ McCollum', 'Isaiah Stewart', 'Oscar Tshiebwe', 'Evan Mobley']",371.1,333.49200316667554,56900.0,60000.0,0,0,207,"['Malik Monk', 'Tyrese Maxey', 'Jaden McDaniels', 'Domantas Sabonis', 'Naz Reid', 'Dalano Banton', 'Marvin Bagley III', 'Tobias Harris']","['Bobby Portis', 'Tobias Harris', 'Ashton Hagans', 'Ziaire Williams', 'Tobias Harris', 'Tyrese Maxey', 'Norman Powell', 'James Harden']",349.5,292.39376489818096,50000.0,48900.0,0,1
2024-03-02,102,"['Caleb Martin', 'Dorian Finney-Smith', 'LeBron James', 'Keyonte George', 'Mikal Bridges', 'Cameron Johnson', 'Austin Reaves', 'Clint Capela']","['Ashton Hagans', ""Royce O'Neale"", 'Jaxson Hayes', 'Nikola Jokic', 'Rui Hachimura', 'Christian Braun', 'Jalen Green', 'LeBron James']",306.29999999999995,276.7661386098713,195.0,193.0,0,0,102,"['Mikal Bridges', 'Caleb Martin', 'John Collins', 'Jimmy Butler', 'Nic Claxton', 'Jamal Murray', 'Jabari Walker', 'Jalen Green', 'Dorian Finney-Smith']","['Caleb Martin', 'Jalen Green', 'Nic Claxton', 'LeBron James', 'Anfernee Simons', 'John Konchar', 'Mikal Bridges', 'Jamal Murray', 'GG Jackson']",387.6,339.1224150843919,55200.0,59300.0,0,0,102,"['Jeff Green', 'Anfernee Simons', 'Jimmy Butler', 'Mikal Bridges', 'Jabari Walker', 'Austin Reaves', 'Vince Williams Jr.', 'Aaron Gordon']","['Jalen Green', 'Duop Reath', 'Omer Yurtseven', 'Michael Porter Jr.', 'Peyton Watson', 'LeBron James', 'Anfernee Simons', 'Michael Porter Jr.']",319.0,288.9974097330123,49800.0,49300.0,0,1
2024-03-03,167,"['Victor Wembanyama', 'Darius Garland', 'Bradley Beal', 'Wendell Carter Jr.', 'Josh Giddey', 'Evan Fournier', 'Josh Hart', 'Payton Pritchard']","['Grant Williams', 'Josh Giddey', 'Malaki Branham', 'Anthony Edwards', 'Josh Hart', 'Isaac Okoro', 'Victor Wembanyama', 'T.J. McConnell']",344.49999999999994,302.2271382328123,198.0,194.0,0,0,167,"['Luka Doncic', 'Shai Gilgeous-Alexander', 'Derrick Jones Jr.', 'Jerome Robinson', 'Payton Pritchard', 'Bradley Beal', 'Buddy Hield', 'Jusuf Nurkic', 'Vasilije Micic']","['Brandon Miller', 'Jaylen Brown', 'Simone Fontecchio', 'Nicolas Batum', 'Isaiah Hartenstein', 'Paolo Banchero', 'Tobias Harris', 'Payton Pritchard', 'Shai Gilgeous-Alexander']",370.40000000000003,352.44926075804983,56400.0,57800.0,0,0,167,"['Jeremy Sochan', 'Jaden McDaniels', 'Isaiah Hartenstein', 'Victor Wembanyama', 'RJ Barrett', 'Gary Harris', 'Oshae Brissett', 'Immanuel Quickley']","['Gary Payton II', 'Shai Gilgeous-Alexander', 'Cason Wallace', 'Jusuf Nurkic', 'Kyle Lowry', 'Bradley Beal', 'Kawhi Leonard', 'Grant Williams']",276.0,282.8919557426125,48100.0,49500.0,0,0
2024-03-04,122,"['Kris Dunn', 'Coby White', 'Keegan Murray', 'Duop Reath', 'John Collins', 'Jordan Clarkson', 'Ivica Zubac', 'LeBron James']","['Collin Sexton', 'John Collins', 'Mikal Bridges', 'Coby White', 'Rudy Gobert', 'Tyus Jones', 'Kris Murray', 'Kris Dunn']",327.2,300.06903264299035,185.0,192.0,0,0,122,"['Shai Gilgeous-Alexander', 'Patrick Beverley', 'Bobby Portis', 'DeMar DeRozan', ""D'Angelo Russell"", 'Anfernee Simons', 'Jordan Clarkson', 'Monte Morris', 'Duop Reath']","['Ayo Dosunmu', ""D'Angelo Russell"", 'Keegan Murray', 'Coby White', 'Domantas Sabonis', 'Jordan Clarkson', 'Johnny Juzang', 'Mike Conley', 'DeMar DeRozan']",401.4,335.5813607178629,57500.0,58800.0,0,0,122,"['Jaxson Hayes', 'Coby White', 'Vince Williams Jr.', 'Damian Lillard', 'Mike Conley', 'Dalano Banton', 'Collin Sexton', 'Jordan Clarkson']","['Rudy Gobert', 'Anthony Edwards', 'Eugene Omoruyi', 'Brook Lopez', 'Coby White', 'Luka Samanic', 'Collin Sexton', 'DeMar DeRozan']",333.5,265.49852526932955,48300.0,50000.0,0,0
2024-03-05,185,"['Jarrett Allen', 'Vasilije Micic', 'Kelly Olynyk', 'Zion Williamson', 'Alec Burks', 'Jamal Murray', 'Garrison Mathews', 'Alperen Sengun']","[""De'Andre Hunter"", 'Trent Forrest', 'Alperen Sengun', 'Kelly Oubre Jr.', 'Paul Reed', 'Tyrese Haliburton', 'Peyton Watson', 'Jarrett Allen']",326.3,264.7742775540799,195.0,199.0,0,0,185,"[""Jahmi'us Ramsey"", 'Derrick White', 'Zion Williamson', 'Luka Doncic', 'Alperen Sengun', 'Trey Murphy III', 'Jalen Johnson', 'Kelly Oubre Jr.', 'Kevin Durant']","['Bradley Beal', 'Pascal Siakam', 'Cole Anthony', 'Dean Wade', 'Luka Doncic', 'Keldon Johnson', 'Clint Capela', 'Alperen Sengun', 'Saddiq Bey']",424.2,327.4397205751389,,59200.0,0,0,185,"['Alperen Sengun', 'Grayson Allen', 'Duncan Robinson', 'Dorian Finney-Smith', 'Vasilije Micic', 'Daniel Gafford', 'Grayson Allen', 'Grayson Allen']","['Duncan Robinson', 'Nikola Jovic', 'Victor Wembanyama', 'Daniel Gafford', 'Kentavious Caldwell-Pope', 'Jalen Johnson', 'Vasilije Micic', 'Jamal Murray']",361.25,274.89816926792264,44600.0,49500.0,2,0
2024-03-06,165,"['Johnny Davis', 'Jaren Jackson Jr.', 'John Collins', 'Alperen Sengun', 'Kelly Oubre Jr.', 'Richaun Holmes', 'KJ Martin', 'Kyle Kuzma']","['Paolo Banchero', 'Goga Bitadze', 'Isaac Okoro', 'James Harden', 'Domantas Sabonis', 'Austin Reaves', 'Rui Hachimura', 'Jake LaRavia']",313.6,277.1920232500881,190.0,200.0,0,0,165,"['LeBron James', 'Jake LaRavia', 'Alperen Sengun', 'Georges Niang', 'Jeff Dowtin Jr.', 'Coby White', 'Bogdan Bogdanovic', 'Franz Wagner', 'Alperen Sengun']","['Rui Hachimura', 'Paul Reed', 'DeMar DeRozan', 'Paolo Banchero', 'Jalen Suggs', 'Jordan Clarkson', 'Jonathan Kuminga', 'Jake LaRavia', ""De'Aaron Fox""]",421.49999999999994,347.2555986914784,58200.0,58600.0,1,0,165,"['Jake LaRavia', 'Jaren Jackson Jr.', 'Anthony Black', 'Santi Aldama', 'John Collins', 'DeMar DeRozan', 'Cameron Payne', 'Kyle Kuzma']","['Domantas Sabonis', 'Gary Payton II', 'John Collins', 'Corey Kispert', 'Saddiq Bey', 'Paul Reed', ""De'Aaron Fox"", 'Terance Mann']",322.5,293.6111601740122,48100.0,49900.0,0,0
2024-03-07,138,"['Grayson Allen', 'Jaden McDaniels', 'Kristaps Porzingis', 'Javon Freeman-Liberty', 'Domantas Sabonis', 'Devin Vassell', 'Jaylen Brown', 'Ayo Dosunmu']","['Domantas Sabonis', 'Gary Trent Jr.', 'Draymond Green', 'Klay Thompson', 'Sam Hauser', 'Devin Vassell', 'Bam Adebayo', 'Ausar Thompson']",347.5,285.8800473641604,198.0,200.0,0,0,138,"['Maxi Kleber', 'Dennis Schroder', 'Jamal Murray', 'Jaylen Brown', 'Jaylen Brown', 'Jeremy Sochan', 'Chris Paul', 'Moses Moody', 'Domantas Sabonis']","['Terry Rozier', 'Aaron Nesmith', 'Mike Conley', 'Cade Cunningham', 'Immanuel Quickley', 'Jeremy Sochan', 'Klay Thompson', 'Keldon Johnson', 'Nikola Jokic']",374.9000000000001,324.8066481631249,57900.0,59800.0,1,0,138,"[""De'Aaron Fox"", 'Dennis Schroder', 'Davion Mitchell', 'Jaylen Brown', 'Jaylen Brown', 'Naz Reid', 'Jaylen Brown', 'Daniel Gafford']","['Grayson Allen', 'Zach Collins', 'Devin Vassell', 'Dante Exum', 'Aaron Gordon', 'Domantas Sabonis', 'Jarace Walker', 'Gary Trent Jr.']",364.75,253.80857617035508,49800.0,47100.0,2,0
2024-03-08,158,"['Miles Bridges', 'Zion Williamson', 'Trey Murphy III', 'John Konchar', 'Naz Reid', 'Jarrett Allen', 'Darius Garland', 'Dalano Banton']","['Jarrett Allen', 'Jonathan Isaac', 'Precious Achiuwa', 'Jimmy Butler', 'Dalano Banton', 'Darius Garland', 'Tobias Harris', 'Amen Thompson']",370.40000000000003,361.058270214498,188.0,198.0,0,0,158,"['Dalano Banton', 'Naz Reid', 'Zion Williamson', ""D'Angelo Russell"", 'Amen Thompson', 'Jake LaRavia', 'Giannis Antetokounmpo', 'Dejounte Murray', 'Davis Bertans']","['Jae Crowder', 'Paul Reed', 'Giannis Antetokounmpo', 'Jarrett Allen', 'Jordan Poole', 'Precious Achiuwa', 'Corey Kispert', ""D'Angelo Russell"", 'Dalano Banton']",471.3,388.28930111527444,59500.0,56600.0,0,0,158,"['T.J. Warren', 'Jarrett Allen', 'Cam Whitmore', 'Kris Murray', 'Dejounte Murray', 'Giannis Antetokounmpo', 'Kyle Kuzma', 'Shai Gilgeous-Alexander']","['Jarrett Allen', 'T.J. Warren', 'Damian Lillard', 'Trey Murphy III', 'Giannis Antetokounmpo', 'Jaren Jackson Jr.', ""D'Angelo Russell"", 'Clint Capela']",396.75,333.5133151821792,,,0,0
2024-03-09,152,"['Trayce Jackson-Davis', 'Paul George', 'Julian Champagnie', 'DeMar DeRozan', 'Jaylen Brown', 'Deandre Ayton', 'Keyonte George', 'James Wiseman']","['Gary Trent Jr.', 'Jalen McDaniels', 'James Harden', 'Peyton Watson', 'Luka Doncic', 'Cade Cunningham', 'Nick Richards', 'Bol Bol']",340.99999999999994,291.58595347441735,180.0,190.0,0,0,152,"['Kelly Olynyk', 'Gary Trent Jr.', 'Jaden Ivey', 'Keldon Johnson', 'Kentavious Caldwell-Pope', 'Deandre Ayton', 'Cam Thomas', 'Simone Fontecchio', 'Toumani Camara']","['Luka Doncic', 'Deandre Ayton', 'Peyton Watson', 'Luka Doncic', 'Luka Doncic', 'Jaden Ivey', 'Paul George', 'Anfernee Simons', 'Miles Bridges']",340.90000000000003,428.99497155770655,51000.0,,0,2,152,"['Kelly Olynyk', 'Paul George', 'Al Horford', 'Luka Doncic', 'Keyonte George', 'Kawhi Leonard', 'Brandon Miller', 'Dalano Banton']","['James Wiseman', 'Luka Doncic', 'Jaylen Brown', 'Josh Green', 'James Harden', 'Jordan Clarkson', 'Jayson Tatum', 'Luka Doncic']",355.75,352.7510775178671,,,0,1
2024-03-10,187,"['Obi Toppin', 'Joe Ingles', 'Domantas Sabonis', 'Amir Coffey', 'Jonathan Isaac', 'Fred VanVleet', 'Anthony Davis', 'Buddy Hield']","['Keegan Murray', 'Josh Giddey', 'Domantas Sabonis', 'Nikola Jovic', 'Larry Nance Jr.', 'Jabari Smith Jr.', 'Zion Williamson', 'Cole Anthony']",333.09999999999997,281.3479199871421,197.0,189.0,0,0,187,"['Obi Toppin', 'Giannis Antetokounmpo', 'Alperen Sengun', 'Mikal Bridges', 'Anthony Edwards', 'Fred VanVleet', 'LeBron James', 'Malik Monk', 'Cole Anthony']","['Giannis Antetokounmpo', 'Naz Reid', 'Brandon Boston Jr.', 'Anthony Davis', 'Zion Williamson', 'GG Jackson', 'Brandon Ingram', 'Nickeil Alexander-Walker', 'Cole Anthony']",372.2,353.50376739986245,,,0,0,187,"['Zion Williamson', 'Damian Lillard', 'Dejounte Murray', 'Domantas Sabonis', 'Anthony Davis', 'Alperen Sengun', 'GG Jackson', 'Giannis Antetokounmpo']","['T.J. McConnell', 'Giannis Antetokounmpo', 'Jimmy Butler', 'Paolo Banchero', 'Anthony Davis', ""De'Aaron Fox"", 'Shai Gilgeous-Alexander', 'Anthony Davis']",433.75,375.8210824653506,,,0,1
2024-03-11,123,"['Nikola Jokic', 'Caris LeVert', 'Isaac Okoro', 'Dereck Lively II', 'Jamal Murray', 'Simone Fontecchio', 'Kelly Olynyk', 'Brandin Podziemski']","['Payton Pritchard', 'Ayo Dosunmu', 'Vasilije Micic', 'Derrick White', 'Al Horford', 'Julian Champagnie', 'Daniel Gafford', 'Nikola Jokic']",374.7000000000001,285.11629082895814,189.0,184.0,0,0,123,"['Onuralp Bitim', 'Nikola Jokic', 'Brandon Miller', 'Chris Paul', 'Jeremy Sochan', 'Simone Fontecchio', 'Jaylen Brown', 'Julian Phillips', 'Jamal Murray']","['Chris Paul', 'Kevin Durant', 'Al Horford', 'Michael Porter Jr.', 'Devin Booker', 'Simone Fontecchio', 'Jamal Murray', 'Sam Hauser', 'P.J. Washington']",398.5,331.8754221934825,58600.0,59800.0,0,0,123,"['Nikola Jokic', 'Dereck Lively II', 'Caris LeVert', 'Derrick White', 'Darius Garland', 'Jalen McDaniels', 'Maxi Kleber', 'Isaiah Stewart']","['Sam Hauser', 'Al Horford', 'Vasilije Micic', 'Simone Fontecchio', 'Gradey Dick', 'Nikola Jokic', 'Onuralp Bitim', 'Victor Wembanyama']",308.25,296.0261819064617,49400.0,49500.0,0,0
2024-03-12,159,"['Domantas Sabonis', 'Julian Champagnie', 'Nickeil Alexander-Walker', 'GG Jackson', ""De'Aaron Fox"", 'Josh Hart', 'Jordan Goodwin', 'Jrue Holiday']","['Pascal Siakam', 'Patrick Beverley', 'Josh Hart', 'Buddy Hield', 'Corey Kispert', 'Victor Wembanyama', 'Myles Turner', 'Jock Landale']",320.7,280.8253032226116,200.0,195.0,0,0,159,"['Xavier Tillman', 'Jalen Brunson', 'John Collins', 'Pascal Siakam', 'Malik Monk', 'Jalen Smith', 'Josh Hart', 'Fred VanVleet', 'Jordan Goodwin']","['Mike Conley', 'Myles Turner', 'Victor Wembanyama', 'Chet Holmgren', 'Jabari Smith Jr.', 'Keyonte George', 'Josh Hart', 'Jake LaRavia', 'Amir Coffey']",338.79999999999995,322.29487375020983,59000.0,59700.0,0,0,159,"['Corey Kispert', 'Myles Turner', 'Bilal Coulibaly', 'Shai Gilgeous-Alexander', 'Pascal Siakam', 'Gordon Hayward', 'Luke Kennard', 'Josh Hart']","['Aaron Wiggins', 'Luguentz Dort', 'Collin Sexton', 'Derrick White', 'Trey Jemison', 'Myles Turner', 'Tyrese Haliburton', 'Kyle Kuzma']",319.0,261.96135533601046,49500.0,49000.0,0,0
2024-03-13,192,"['Keegan Murray', 'DeMar DeRozan', 'Sam Merrill', 'Deandre Ayton', 'Jalen Duren', 'Dejounte Murray', 'Bruce Brown', 'Alex Caruso']","['Trey Jemison', 'Domantas Sabonis', 'Anfernee Simons', 'Brandin Podziemski', 'Jimmy Butler', 'Vasilije Micic', 'Matisse Thybulle', 'Deandre Ayton']",390.79999999999995,326.68179516494274,202.0,199.0,0,0,192,"['Jaden Ivey', 'Deandre Ayton', 'LeBron James', 'Cam Thomas', 'Trey Jemison', 'Patty Mills', 'Miles Bridges', 'Jalen Duren', 'Vasilije Micic']","['Keegan Murray', 'Dante Exum', 'Donovan Mitchell', 'DeMar DeRozan', 'Kelly Olynyk', 'Aleksej Pokusevski', 'Domantas Sabonis', 'Moses Moody', 'P.J. Washington']",365.2,326.1294729083776,59300.0,57000.0,0,0,192,"['Vit Krejci', 'Terry Rozier', 'Deandre Ayton', 'Bruce Brown', 'DeMar DeRozan', 'Darius Garland', 'Isaiah Stewart', 'Keegan Murray']","['Clint Capela', 'Jalen Duren', 'Trey Jemison', 'John Konchar', 'Deandre Ayton', 'Markelle Fultz', 'Michael Porter Jr.', 'Deandre Ayton']",329.75,314.0973875299096,49700.0,47600.0,0,1
2024-03-14,129,"['Aaron Wiggins', 'Daniel Gafford', 'Al Horford', 'Jalen Brunson', 'Kyrie Irving', 'Amen Thompson', 'Jalen Williams', 'Bol Bol']","['Jalen Brunson', 'Amen Thompson', 'Bol Bol', 'Amir Coffey', 'Jaylen Brown', 'Amen Thompson', 'Jalen Williams', 'Deandre Ayton']",313.6,296.25740553438663,199.0,191.0,0,1,129,"['Pat Connaughton', 'Grayson Allen', 'Deandre Ayton', 'Kyrie Irving', 'Amen Thompson', 'Bradley Beal', 'Al Horford', 'Jalen Williams', 'Kyrie Irving']","['Jordan Poole', 'Kawhi Leonard', 'Jalen Williams', 'Jusuf Nurkic', 'Jaylen Brown', 'Deni Avdija', 'Reggie Bullock Jr.', 'Kyrie Irving', 'Brook Lopez']",390.3,353.78984242975713,58800.0,60000.0,1,0,129,"['Amen Thompson', 'Brook Lopez', 'Bones Hyland', 'Josh Hart', 'Jalen Williams', 'Brook Lopez', 'Jrue Holiday', 'Bradley Beal']","['Torrey Craig', 'Brook Lopez', 'Jusuf Nurkic', 'Jalen Williams', 'Jaylen Brown', 'Daniel Gafford', 'Amen Thompson', 'Fred VanVleet']",327.5,297.6457908861339,47100.0,49000.0,1,0
2024-03-15,124,"['Jordan Nwora', 'Paul George', 'Grant Williams', 'Gary Trent Jr.', 'Simone Fontecchio', 'Keyonte George', 'Zion Williamson', ""Jahmi'us Ramsey""]","['Tre Mann', 'Keyonte George', 'Grant Williams', 'Collin Sexton', 'Dejounte Murray', 'Gary Trent Jr.', 'Wendell Carter Jr.', 'Victor Wembanyama']",291.9,283.9976144023239,143.0,200.0,0,0,124,"['David Roddy', 'Bones Hyland', 'Keyonte George', 'Collin Sexton', 'Gary Trent Jr.', 'Nikola Jokic', 'Devin Vassell', 'Jamal Murray', 'Simone Fontecchio']","['Caleb Martin', 'Collin Sexton', 'Grayson Allen', 'Nikola Jokic', 'Jamal Murray', 'Markelle Fultz', 'Moritz Wagner', 'Keldon Johnson', 'Clint Capela']",299.0,273.1687760870904,59500.0,57500.0,0,0,124,"['Clint Capela', 'Vasilije Micic', 'Terry Rozier', 'Keyonte George', 'Jusuf Nurkic', 'Caleb Martin', 'Jalen Johnson', 'Brice Sensabaugh']","['Jalen Duren', 'Wesley Matthews', 'Brice Sensabaugh', 'Justin Holiday', 'Dejounte Murray', 'Jalen Duren', 'Zion Williamson', 'Terry Rozier']",282.75,272.99672168679535,49800.0,49500.0,0,1
2024-03-16,192,"['LeBron James', 'Caris LeVert', 'Naz Reid', 'Ayo Dosunmu', 'Jalen Williams', 'Aaron Nesmith', 'Taylor Hendricks', 'Brandin Podziemski']","['Chet Holmgren', 'Ayo Dosunmu', 'Josh Hart', 'Naz Reid', 'Kyle Kuzma', 'Chet Holmgren', 'Andrew Wiggins', 'Scoot Henderson']",352.9,298.02510257363326,187.0,199.0,0,1,192,"['Naz Reid', 'Zion Williamson', 'Anfernee Simons', 'Stephen Curry', 'Aaron Nesmith', 'LeBron James', 'Jalen Green', 'Jaxson Hayes', ""De'Aaron Fox""]","['Stephen Curry', 'Rui Hachimura', 'Ayo Dosunmu', 'Dalano Banton', 'Nikola Vucevic', 'Mo Bamba', 'Anthony Edwards', 'Justin Champagnie', 'Pascal Siakam']",408.7999999999999,365.8256399620324,,58200.0,0,0,192,"['Anthony Edwards', 'Jalen Green', 'LeBron James', 'Richaun Holmes', 'Fred VanVleet', ""De'Aaron Fox"", 'Zion Williamson', 'Caris LeVert']","['Jonathan Kuminga', 'Isaiah Hartenstein', 'Domantas Sabonis', 'Stephen Curry', 'Pascal Siakam', 'Klay Thompson', 'Jalen Green', 'Jabari Smith Jr.']",379.0,321.38704819977283,,,0,0
2024-03-17,149,"['Paul George', 'Victor Wembanyama', ""Royce O'Neale"", 'Bobby Portis', 'Bradley Beal', 'Aaron Gordon', 'Sam Hauser', 'Duncan Robinson']","[""Royce O'Neale"", 'Delon Wright', 'Grayson Allen', 'Aaron Gordon', 'Jayson Tatum', 'Luka Doncic', 'Jared Butler', 'Johnny Davis']",364.6,263.6249558608979,193.0,198.0,0,0,149,"['Dennis Schroder', 'Kyrie Irving', 'Johnny Davis', 'Jalen Johnson', 'Grayson Allen', 'Markelle Fultz', 'Dejounte Murray', 'Bradley Beal', 'Isaiah Stewart']","['AJ Green', 'James Harden', 'Devin Vassell', 'Dennis Schroder', 'Luke Kornet', 'Duncan Robinson', 'Evan Fournier', 'Jayson Tatum', 'Victor Wembanyama']",328.7,330.0783978924156,58200.0,59300.0,0,0,149,"['Jalen Johnson', 'Bobby Portis', 'Bobby Portis', 'Jeremy Sochan', 'Terry Rozier', 'Cam Thomas', 'Simone Fontecchio', 'Payton Pritchard']","['Sam Hauser', 'Payton Pritchard', 'Victor Wembanyama', 'Jamal Murray', 'Duncan Robinson', 'Grayson Allen', 'Marcus Sasser', 'Bobby Portis']",346.75,290.51500177383423,48800.0,48800.0,1,0
2024-03-18,156,"['Caleb Martin', 'LeBron James', 'Cameron Payne', 'Kelly Oubre Jr.', 'Caris LeVert', 'Deandre Ayton', 'Isaiah Hartenstein', 'Nickeil Alexander-Walker']","['Nickeil Alexander-Walker', 'Kelly Oubre Jr.', 'James Wiseman', 'Malik Monk', 'Jaren Jackson Jr.', 'Walker Kessler', ""De'Aaron Fox"", 'Caleb Martin']",322.7,309.606143181026,191.0,186.0,0,0,156,"['Luke Kornet', 'GG Jackson', 'Jaylen Brown', 'Jabari Walker', 'Derrick White', 'Anthony Davis', 'Lauri Markkanen', 'Kelly Oubre Jr.', 'Miles McBride']","['DeMar DeRozan', 'Jaden Ivey', 'Tyrese Maxey', 'Terry Rozier', 'Domantas Sabonis', 'Taylor Hendricks', 'Marcus Morris Sr.', 'Malik Monk', 'Dejounte Murray']",376.09999999999997,334.6801813144237,59600.0,,0,0,156,"['Keegan Murray', 'Tristan Thompson', ""De'Aaron Fox"", 'Klay Thompson', 'Derrick White', 'GG Jackson', 'Tyrese Maxey', 'James Wiseman']","['Jake LaRavia', 'Dalano Banton', 'Ayo Dosunmu', 'Jaren Jackson Jr.', 'Trayce Jackson-Davis', 'Derrick White', 'Caris LeVert', 'Payton Pritchard']",322.25,295.81307938694954,49900.0,49100.0,0,0
