date,max_num_of_players_yahoo,best_actual_lineup_yahoo,best_pred_lineup_yahoo,best_actual_score_yahoo,best_pred_score_yahoo,best_actual_score_pred_lineupyahoo,best_actual_cost_yahoo,best_pred_cost_yahoo,is_repeat_yahoo,is_repeat_pred_yahoo,max_num_of_players_fanduel,best_actual_lineup_fanduel,best_pred_lineup_fanduel,best_actual_score_fanduel,best_pred_score_fanduel,best_actual_score_pred_lineupfanduel,best_actual_cost_fanduel,best_pred_cost_fanduel,is_repeat_fanduel,is_repeat_pred_fanduel,max_num_of_players_draftkings,best_actual_lineup_draftkings,best_pred_lineup_draftkings,best_actual_score_draftkings,best_pred_score_draftkings,best_actual_score_pred_lineupdraftkings,best_actual_cost_draftkings,best_pred_cost_draftkings,is_repeat_draftkings,is_repeat_pred_draftkings
2/27/23,78,"['James Harden', 'Alec Burks', 'Mitchell Robinson', 'Wendell Carter Jr.', 'Jimmy Butler', 'Killian Hayes', 'Marcus Smart', 'Hamidou Diallo']","['Jimmy Butler', 'Hamidou Diallo', 'Malcolm Brogdon', 'Franz Wagner', 'Killian Hayes', 'Marvin Bagley III', 'Terry Rozier', 'Gabe Vincent']",314.20000000000005,260.5757938794792,294.1,177,157,0,0,78,"['Tyrese Maxey', 'Franz Wagner', 'James Harden', 'James Wiseman', 'Cory Joseph', 'Kevin Love', 'Josh Hart', 'Killian Hayes', 'Jimmy Butler']","['Jimmy Butler', 'Jimmy Butler', 'Killian Hayes', 'Victor Oladipo', 'Paolo Banchero', 'Marvin Bagley III', 'Cody Zeller', 'Derrick White', 'Tyrese Maxey']",298,294.20559120699767,330.69999999999993,59000,60000,0,1,78,"['Killian Hayes', 'Marvin Bagley III', 'Mitchell Robinson', 'Mark Williams', 'Herbert Jones', 'Jimmy Butler', 'Victor Oladipo', 'James Harden']","['Paolo Banchero', 'Cody Zeller', 'Jimmy Butler', 'Herbert Jones', 'Terry Rozier', 'Jimmy Butler', 'Marvin Bagley III', 'Gordon Hayward']",304.25,272.36685353145003,302.25,47800,49500,0,1
2/28/23,213,"['Draymond Green', 'Lonnie Walker IV', 'Domantas Sabonis', 'Klay Thompson', 'Clint Capela', 'Xavier Tillman', 'Ja Morant', 'Mike Conley']","['Bradley Beal', 'Dorian Finney-Smith', 'Davion Mitchell', 'Khris Middleton', 'Tyrese Haliburton', 'Jakob Poeltl', 'Bogdan Bogdanovic', 'Ja Morant']",349,240.60745005980132,303.9,199,196,0,0,213,"['Patrick Beverley', 'Keldon Johnson', 'Draymond Green', 'Myles Turner', 'Myles Turner', 'Donte DiVincenzo', 'Scottie Barnes', 'Jalen Williams', 'Xavier Tillman']","['Jevon Carter', 'Walker Kessler', 'Daniel Gafford', 'Marcus Morris Sr.', 'Domantas Sabonis', 'Mike Conley', 'Josh Giddey', 'Myles Turner', ""De'Andre Hunter""]",359.40000000000003,248.08873941842467,279.2,59600,58800,1,0,213,"['Kyle Anderson', 'Rui Hachimura', 'Harrison Barnes', 'Jaden McDaniels', 'Anthony Davis', 'Charles Bassey', 'Jordan Poole', 'Russell Westbrook']","['Kevon Looney', 'Aaron Wiggins', 'Jalen Williams', 'Jalen Williams', 'Bogdan Bogdanovic', 'Ja Morant', 'Jakob Poeltl', 'Bradley Beal']",301.75,272.91369561105967,321.25,48100,48500,0,1
3/1/23,189,"['Matisse Thybulle', 'Tyrese Maxey', 'Zach LaVine', 'Jaren Jackson Jr.', 'Jayson Tatum', 'Dennis Schroder', 'Hamidou Diallo', 'Trey Murphy III']","['Darius Garland', 'Devin Booker', 'Deandre Ayton', 'Robert Williams III', 'Patrick Beverley', 'Tari Eason', 'Josh Hart', 'Brandon Ingram']",324.7,278.25982520617544,355.59999999999997,190,194,0,0,189,"['Desmond Bane', 'Damian Lillard', 'Coby White', 'Jaxson Hayes', 'CJ McCollum', 'Brandon Ingram', 'Paul Reed', 'Matisse Thybulle', 'Bojan Bogdanovic']","['Brook Lopez', 'Patrick Beverley', 'Dennis Schroder', 'Coby White', 'Al Horford', 'Isaiah Hartenstein', 'Cameron Johnson', 'Cameron Johnson', 'Darius Garland']",401.30000000000007,302.03830599021165,340.6,58100,52700,0,1,189,"['Dennis Schroder', 'Jaxson Hayes', 'Matisse Thybulle', 'Darius Garland', 'Devin Booker', 'Wenyen Gabriel', 'Bojan Bogdanovic', 'Deandre Ayton']","['Josh Giddey', 'Jayson Tatum', 'Aaron Wiggins', 'Cameron Johnson', 'Dennis Schroder', 'Trendon Watford', 'Nikola Vucevic', 'Robert Williams III']",334.75,258.89938763715327,303.75,46300,49600,0,0
3/2/23,81,"['Jeremy Sochan', 'James Harden', 'Mason Plumlee', 'Jakob Poeltl', 'Chris Duarte', ""De'Anthony Melton"", 'Joel Embiid', 'Tyrese Maxey']","['Luka Doncic', 'Kyrie Irving', 'Delon Wright', 'Jonathan Kuminga', 'Jeremy Sochan', 'Chris Boucher', 'Donte DiVincenzo', 'Jakob Poeltl']",348.7,303.9428853720426,358.70000000000005,196,200,0,0,81,"[""Devonte' Graham"", ""De'Anthony Melton"", 'Kyle Kuzma', 'Zach Collins', 'Klay Thompson', 'Kyrie Irving', 'Buddy Hield', 'Jakob Poeltl', 'Danuel House Jr.']","['James Harden', 'Delon Wright', 'Mason Plumlee', 'Buddy Hield', 'Kyle Kuzma', 'Maxi Kleber', ""De'Anthony Melton"", 'Kevon Looney', 'Jakob Poeltl']",366.20000000000005,275.0211690068245,355.1,60000,57700,0,0,81,"[""De'Anthony Melton"", 'Buddy Hield', 'Kyle Kuzma', 'Buddy Hield', 'Luka Doncic', 'Corey Kispert', 'Jakob Poeltl', 'T.J. McConnell']","['Pascal Siakam', ""De'Anthony Melton"", 'Zach Collins', 'Donte DiVincenzo', 'Kevon Looney', 'Jeremy Sochan', 'Kyrie Irving', 'Maxi Kleber']",339,243.52032613381743,289,47600,48200,1,0
3/3/23,212,"['Josh Giddey', 'Cole Anthony', 'Jaren Jackson Jr.', 'Rudy Gobert', 'Troy Brown Jr.', 'Russell Westbrook', 'Kelly Oubre Jr.', 'Paul George']","['Rudy Gay', 'Mason Plumlee', 'Simone Fontecchio', 'Tyler Herro', 'Dejounte Murray', 'Spencer Dinwiddie', 'Josh Giddey', 'Devin Booker']",331.29999999999995,265.5607850940898,322.7,199,189,0,0,212,"['Aaron Wiggins', 'JaMychal Green', 'Luguentz Dort', 'Julius Randle', 'Jaylen Brown', 'Dorian Finney-Smith', 'Paolo Banchero', 'Jerami Grant', 'CJ McCollum']","['Dorian Finney-Smith', 'Kelly Oubre Jr.', 'Willy Hernangomez', 'Josh Giddey', 'Jonathan Kuminga', 'Shaedon Sharpe', 'Jimmy Butler', 'Dejounte Murray', 'Caleb Martin']",386.4,299.1551041521132,348.3,59900,55700,0,0,212,"['Tyler Herro', 'Michael Porter Jr.', 'Paolo Banchero', 'Kris Dunn', 'Jalen Williams', 'Drew Eubanks', 'Devin Booker', 'Aaron Wiggins']","['Jonathan Kuminga', 'Tyler Herro', 'Jock Landale', 'Cole Anthony', ""De'Aaron Fox"", 'Dorian Finney-Smith', 'Mikal Bridges', 'Jimmy Butler']",321.5,272.24668276309967,336.5,48100,48700,0,0
3/4/23,124,"['Fred VanVleet', 'Zach Collins', 'Bogdan Bogdanovic', 'Delon Wright', 'James Harden', 'Fred VanVleet', 'Hamidou Diallo', ""Devonte' Graham""]","['Kristaps Porzingis', 'Gary Trent Jr.', 'Fred VanVleet', 'Ricky Rubio', 'Darius Garland', 'Terence Davis', 'Bam Adebayo', 'Marvin Bagley III']",350.9,280.7787901069969,331.6,188,193,1,0,124,"['Usman Garuba', 'Fred VanVleet', 'Delon Wright', 'Fred VanVleet', 'Brook Lopez', 'Tari Eason', 'Charles Bassey', 'Usman Garuba', 'James Harden']","['Nickeil Alexander-Walker', 'Josh Christopher', 'Anthony Edwards', 'Marvin Bagley III', ""Devonte' Graham"", 'Zach Collins', 'Kyle Anderson', 'Bam Adebayo', 'Kevin Porter Jr.']",378.1000000000001,296.2627619311214,352.9,57000,56500,2,0,124,"['Marvin Bagley III', 'Bam Adebayo', 'Trae Young', 'Jrue Holiday', 'Delon Wright', 'Bam Adebayo', 'James Harden', 'Hamidou Diallo']","['Darius Garland', 'Evan Mobley', 'Zach Collins', 'Delon Wright', 'James Harden', 'Anthony Edwards', 'Gary Trent Jr.', 'Domantas Sabonis']",392.25,292.2322182096541,375,,,1,0
3/5/23,197,"['Immanuel Quickley', 'Alperen Sengun', 'Jayson Tatum', 'Cameron Payne', 'Immanuel Quickley', 'Immanuel Quickley', 'Kristaps Porzingis', 'Immanuel Quickley']","['Drew Eubanks', 'Immanuel Quickley', 'Kevin Porter Jr.', 'Trendon Watford', 'Jaren Jackson Jr.', 'Giannis Antetokounmpo', 'Franz Wagner', 'Markelle Fultz']",471.70000000000005,276.39832117781043,345.29999999999995,199,198,3,0,197,"['Mason Plumlee', 'Shai Gilgeous-Alexander', 'Jalen Suggs', 'Drew Eubanks', 'Immanuel Quickley', 'Jaylen Brown', 'Moritz Wagner', 'Tyus Jones', 'Tari Eason']","['Tyus Jones', 'Immanuel Quickley', 'Jaylen Brown', 'Santi Aldama', 'Damian Jones', 'Xavier Tillman', 'Josh Giddey', 'RJ Barrett', 'Kevin Durant']",392.5,301.4792632300407,391.29999999999995,58300,59600,0,0,197,"['Immanuel Quickley', 'Dorian Finney-Smith', 'Jayson Tatum', 'Desmond Bane', 'Jordan Goodwin', 'Nikola Vucevic', 'Drew Eubanks', 'Jalen Williams']","['Tyrese Haliburton', 'Bol Bol', 'Jarred Vanderbilt', 'Jalen Williams', 'Patrick Beverley', 'Jordan Clarkson', 'Zach LaVine', 'Immanuel Quickley']",339.5,267.1018882095814,351.75,49100,49000,0,0
3/6/23,116,"['Alec Burks', 'Victor Oladipo', 'Damian Lillard', 'Jalen McDaniels', 'Dejounte Murray', 'Fred VanVleet', 'Jonas Valanciunas', 'Evan Mobley']","['Tyrese Haliburton', 'Damian Lillard', 'Kevin Huerter', 'Chris Duarte', 'Malcolm Brogdon', 'Jalen McDaniels', 'Mike Muscala', 'Evan Mobley']",345.0999999999999,265.0666101284325,337.9,200,187,0,0,116,"['Victor Oladipo', 'Hamidou Diallo', 'Tyrese Haliburton', 'Precious Achiuwa', 'Jaylen Brown', 'Drew Eubanks', 'R.J. Hampton', 'Joel Embiid', 'Kevin Huerter']","['Kevin Huerter', 'Chris Duarte', 'Chris Boucher', 'Pascal Siakam', 'Jamal Murray', 'Malcolm Brogdon', 'Mike Muscala', 'Jaylen Brown', 'Aaron Gordon']",374.79999999999995,277.36059338003395,310.7,59300,58000,0,0,116,"['Trey Murphy III', 'Domantas Sabonis', 'Cam Reddish', 'Chris Boucher', 'Tyrese Haliburton', 'Jonas Valanciunas', 'Evan Mobley', 'Jalen McDaniels']","['Cory Joseph', 'Aaron Gordon', 'Fred VanVleet', 'Precious Achiuwa', 'Bennedict Mathurin', 'Evan Mobley', 'Jonas Valanciunas', 'Kevin Huerter']",339,244.49248093087226,299,49800,45800,0,0
3/7/23,158,"['Jevon Carter', 'Lauri Markkanen', 'Moritz Wagner', 'Tobias Harris', 'Kelly Oubre Jr.', 'Lauri Markkanen', 'Talen Horton-Tucker', 'Xavier Tillman']","['Bobby Portis', 'Brook Lopez', 'RJ Barrett', 'Austin Reaves', 'Talen Horton-Tucker', 'Jalen Green', 'Khris Middleton', 'Luka Doncic']",336.4,290.04503500591966,313.3,180,196,1,0,158,"['Isaiah Livers', 'Nic Claxton', 'Mikal Bridges', 'Jevon Carter', 'Jaylin Williams', 'RJ Barrett', 'Cory Joseph', 'Josh Giddey', 'Anthony Davis']","['Justin Holiday', 'Jevon Carter', 'Jalen Green', 'Luguentz Dort', 'Kyrie Irving', 'Kelly Oubre Jr.', 'Kelly Olynyk', 'Jaren Jackson Jr.', 'Rudy Gay']",356,276.86374111305923,323.2,59500,58200,0,0,158,"['RJ Barrett', 'Brook Lopez', 'Jordan Goodwin', 'Jonathan Kuminga', 'Lauri Markkanen', 'Kevin Porter Jr.', 'Josh Giddey', 'Kris Dunn']","['Jaylin Williams', 'Talen Horton-Tucker', 'Bobby Portis', 'Dennis Schroder', 'Bradley Beal', 'Khris Middleton', 'Talen Horton-Tucker', 'Gordon Hayward']",296.75,281.15137461572886,320.75,49300,49900,0,1
3/8/23,148,"['Clint Capela', 'Devin Booker', 'Jarrett Allen', 'Trey Murphy III', 'Tyler Herro', 'Grant Williams', 'CJ McCollum', 'DeMar DeRozan']","['Devin Booker', 'Jaxson Hayes', 'Kawhi Leonard', 'Nikola Vucevic', 'Tre Mann', 'Ivica Zubac', 'Trey Murphy III', 'Dejounte Murray']",292.5,255.95490240082148,304.5,198,194,0,0,148,"['Kyle Kuzma', 'Dyson Daniels', 'Kristaps Porzingis', 'Tre Mann', 'DeMar DeRozan', 'Zach LaVine', 'Kyrie Irving', 'Cameron Payne', 'Lamar Stevens']","['Terrence Ross', 'Kristaps Porzingis', 'Jarrett Allen', 'Tre Mann', 'Derrick White', 'Clint Capela', 'Reggie Jackson', 'Zach LaVine', 'Scottie Barnes']",321.6,273.2762635,305.70000000000005,59300,58000,0,0,148,"['Jimmy Butler', 'Bogdan Bogdanovic', 'Tre Mann', 'Chris Paul', 'Jaxson Hayes', 'Herbert Jones', 'Devin Booker', 'CJ McCollum']","['Trae Young', 'Terance Mann', 'Evan Mobley', 'Patrick Williams', 'Al Horford', 'Matisse Thybulle', 'Dejounte Murray', 'Bradley Beal']",306.75,242.22081376612186,260.5,49100,49500,0,0
3/9/23,123,"['Jalen Suggs', 'Lauri Markkanen', 'Malik Monk', 'Myles Turner', 'Jalen Brunson', 'Jabari Smith Jr.', 'Quentin Grimes', 'Tyrese Haliburton']","['Simone Fontecchio', 'Terry Rozier', 'Bobby Portis', 'Paolo Banchero', 'Chris Duarte', 'Domantas Sabonis', 'James Wiseman', 'Brook Lopez']",328,277.67662463299934,352.09999999999997,195,172,0,0,123,"['Tyrese Haliburton', 'Bobby Portis', 'Jabari Smith Jr.', 'Desmond Bane', 'Josh Hart', 'Jalen Suggs', 'Aaron Nesmith', 'Grayson Allen', 'Myles Turner']","['Jabari Smith Jr.', ""Jae'Sean Tate"", 'Nick Richards', 'Jalen Brunson', 'Tyrese Haliburton', 'RJ Barrett', 'Jabari Smith Jr.', 'James Wiseman', 'Markelle Fultz']",382.2,294.60857370272277,367.30000000000007,60000,59700,0,1,123,"['Nick Richards', 'Dillon Brooks', 'P.J. Washington', 'Josh Hart', 'Jabari Smith Jr.', 'Tyrese Haliburton', ""Day'Ron Sharpe"", 'Terry Rozier']","['Jalen Green', 'Simone Fontecchio', 'Jaden Ivey', 'Dru Smith', 'Alperen Sengun', 'Tyrese Haliburton', 'Brook Lopez', 'Jordan Nwora']",335.5,255.86088641174138,308,46300,47900,0,0
3/10/23,112,"['Jamal Murray', ""D'Angelo Russell"", 'Doug McDermott', 'Jarrett Allen', 'Donovan Mitchell', 'Dennis Schroder', 'Scottie Barnes', 'Jeremy Sochan']","['Jamal Murray', 'Monte Morris', 'Tre Jones', 'Dejounte Murray', 'Taurean Prince', 'Kyle Anderson', 'Scottie Barnes', 'Rudy Gobert']",349,269.4136379,324.40000000000003,192,180,0,0,112,"['Ricky Rubio', 'Jamal Murray', 'Zach Collins', 'Isaac Okoro', 'Spencer Dinwiddie', 'Scottie Barnes', 'Caris LeVert', 'Monte Morris', 'Anthony Edwards']","['Dennis Schroder', 'Kevin Love', 'Anfernee Simons', 'Max Strus', 'Rudy Gobert', 'Dorian Finney-Smith', 'Jimmy Butler', 'Anthony Edwards', 'Malaki Branham']",348.7,275.3413203094155,328.5,59400,58400,0,0,112,"[""Royce O'Neale"", ""Royce O'Neale"", 'Jimmy Butler', 'Jamal Murray', 'Austin Reaves', 'Bogdan Bogdanovic', 'Nikola Jokic', 'Tre Jones']","['Joel Embiid', 'Anfernee Simons', 'Dorian Finney-Smith', 'Max Strus', 'Spencer Dinwiddie', 'Monte Morris', 'Jakob Poeltl', 'Doug McDermott']",334.5,270.6012379620224,306.75,50000,49100,1,0
3/11/23,194,"['Gary Harris', 'Kevon Looney', 'Deandre Ayton', 'Kawhi Leonard', 'Jabari Smith Jr.', 'Isaiah Jackson', 'Brook Lopez', 'DeMar DeRozan']","['Kevon Looney', 'Markelle Fultz', 'DeMar DeRozan', 'Jalen Williams', 'Jalen Suggs', 'Killian Hayes', 'Bam Adebayo', 'Zach LaVine']",349.8999999999999,265.32493110168724,328.2,181,194,0,0,194,"['CJ McCollum', 'Talen Horton-Tucker', 'Isaiah Livers', 'Max Strus', 'Terry Rozier', 'Victor Oladipo', 'Jalen Suggs', 'Kawhi Leonard', 'Nick Richards']","['Julius Randle', 'DeMar DeRozan', 'Andrew Nembhard', 'Wendell Carter Jr.', 'Kawhi Leonard', 'Isaiah Livers', 'Isaiah Jackson', 'Khris Middleton', 'Patrick Beverley']",365.8,309.2764212310314,369.70000000000005,57200,59300,0,0,194,"['Killian Hayes', 'Naji Marshall', 'Jayson Tatum', 'Khris Middleton', 'Mitchell Robinson', 'Talen Horton-Tucker', 'Zach LaVine', 'Deandre Ayton']","['DeMar DeRozan', 'Marcus Smart', 'Jayson Tatum', 'Jalen Williams', 'Brook Lopez', 'Julius Randle', 'Shai Gilgeous-Alexander', 'Patrick Beverley']",364.5,266.9435057044029,330.5,,,0,0
3/12/23,127,"['Nikola Jokic', 'Lindy Waters III', 'Caris LeVert', 'Nick Richards', ""D'Angelo Russell"", 'CJ McCollum', 'Terry Rozier', 'Josh Richardson']","['Julius Randle', 'Bruce Brown', 'CJ McCollum', 'Jaylin Williams', 'Trey Murphy III', 'Dario Saric', 'Nikola Jokic', 'Josh Richardson']",352.8,244.30219509378077,361.1,191,196,0,0,127,"['Miles McBride', ""D'Angelo Russell"", 'Nikola Jokic', 'P.J. Washington', 'Nick Richards', 'Malik Beasley', ""D'Angelo Russell"", 'Kevin Knox II', 'Josh Giddey']","['Terry Rozier', ""D'Angelo Russell"", 'Lindy Waters III', 'Zach Collins', 'Josh Richardson', 'Kevin Knox II', 'Evan Mobley', 'RJ Barrett', 'Monte Morris']",349.90000000000003,260.78172937929634,306.3,59800,55900,1,0,127,"['Nic Claxton', 'Trendon Watford', 'Trey Murphy III', 'Doug McDermott', 'Nikola Jokic', 'Ryan Arcidiacono', 'Josh Giddey', 'RJ Barrett']","['Nic Claxton', 'Dario Saric', 'Herbert Jones', 'RJ Barrett', 'Zach Collins', ""D'Angelo Russell"", 'Immanuel Quickley', 'Miles McBride']",313,229.45262104272842,270,48600,45100,0,0
3/13/23,150,"['Onyeka Okongwu', 'Jaden Hardy', 'James Wiseman', 'Domantas Sabonis', 'Jimmy Butler', 'Damion Lee', 'Josh Green', 'Giannis Antetokounmpo']","['Draymond Green', 'Jalen Duren', 'Lauri Markkanen', 'Kevin Huerter', 'Jaden Hardy', 'Jrue Holiday', 'Jabari Smith Jr.', 'Lauri Markkanen']",363.1,290.2459435921162,346.8,195,199,0,1,150,"['Jaden Hardy', 'Johnny Juzang', 'Santi Aldama', ""De'Aaron Fox"", 'Lauri Markkanen', 'Giannis Antetokounmpo', 'Jabari Smith Jr.', 'Gabe Vincent', 'Onyeka Okongwu']","['Jordan Nwora', 'Jaylen Brown', 'Malcolm Brogdon', 'Draymond Green', 'Simone Fontecchio', 'Anthony Edwards', 'Khris Middleton', 'Blake Griffin', 'Kevin Porter Jr.']",363.8,278.65073226802053,339.59999999999997,59300,59800,0,0,150,"['Sam Hauser', ""De'Aaron Fox"", 'Josh Green', 'Jaden Hardy', 'Santi Aldama', 'Kyle Anderson', 'Deandre Ayton', 'Trae Young']","['Jordan Poole', ""De'Aaron Fox"", 'Kyle Anderson', 'Jalen Duren', 'Rodney McGruder', 'Harrison Barnes', 'Jalen Green', 'Klay Thompson']",327.75,260.25049432367086,314.25,48200,49200,0,0
3/14/23,171,"['Jeremy Sochan', 'Immanuel Quickley', 'Caris LeVert', 'Kristaps Porzingis', 'Luguentz Dort', 'Daniel Gafford', 'Killian Hayes', 'Jalen Williams']","['Miles McBride', 'Mikal Bridges', 'Damian Lillard', 'Doug McDermott', 'Luguentz Dort', 'Jusuf Nurkic', 'Josh Giddey', 'Fred VanVleet']",349.5,293.81604585126036,333.30000000000007,173,198,0,0,171,"['Zach Collins', 'Josh Giddey', 'Caris LeVert', 'Kai Jones', 'Malik Beasley', 'Doug McDermott', 'Jalen Williams', 'Terry Rozier', 'Josh Hart']","['Monte Morris', 'Josh Okogie', 'Kristaps Porzingis', 'Malik Beasley', 'Caris LeVert', ""Devonte' Graham"", 'Mikal Bridges', 'Bobby Portis', ""Royce O'Neale""]",354.30000000000007,284.4261895563453,312.50000000000006,56800,56900,0,0,171,"['Brook Lopez', 'Fred VanVleet', 'JT Thor', 'Caris LeVert', 'Isaiah Hartenstein', 'Bradley Beal', 'Zach Collins', 'Jeremy Sochan']","['Miles McBride', 'Jalen Williams', 'Daniel Gafford', 'Kelly Oubre Jr.', 'Miles McBride', 'Cameron Johnson', 'Bradley Beal', 'Jakob Poeltl']",344.25,277.57982058264315,308,47900,46900,0,1
3/15/23,136,"['Caris LeVert', 'Kevin Porter Jr.', 'Coby White', 'Alperen Sengun', 'Russell Westbrook', 'Jaden Hardy', 'Stephen Curry', 'Zach LaVine']","['Evan Mobley', 'Tre Jones', 'Coby White', 'Christian Wood', 'Jimmy Butler', 'Dwight Powell', 'Kevin Porter Jr.', 'Bam Adebayo']",332.79999999999995,270.0046255309135,320.5,188,185,0,0,136,"['Al Horford', 'Joel Embiid', 'Keldon Johnson', 'Dennis Schroder', 'Malik Monk', ""Jae'Sean Tate"", 'Patrick Williams', 'Stephen Curry', 'Blake Wesley']","['Bam Adebayo', 'Christian Wood', 'Jarred Vanderbilt', 'Alperen Sengun', 'Patrick Williams', 'Austin Reaves', 'Jaren Jackson Jr.', 'Darius Garland', 'Malik Monk']",338.7,297.4858784904703,345.1,59700,59400,0,0,136,"['Josh Green', 'Evan Mobley', 'Austin Reaves', 'Jaden Hardy', 'Joel Embiid', 'Austin Reaves', 'Naz Reid', 'Coby White']","['Patrick Williams', 'Kyle Anderson', 'Coby White', 'Alperen Sengun', 'Kevin Porter Jr.', 'Kenneth Lofton Jr.', 'Donovan Mitchell', 'Evan Mobley']",316.75,256.90625539794564,282,48600,48800,1,0
3/16/23,107,"['Domantas Sabonis', 'Jrue Holiday', 'Jalen Duren', 'Jakob Poeltl', 'Josh Okogie', 'Aaron Gordon', 'Rodney McGruder', 'Deandre Ayton']","['Torrey Craig', 'Domantas Sabonis', 'Cole Anthony', 'Deandre Ayton', 'Markelle Fultz', 'Michael Porter Jr.', 'Rodney McGruder', 'Domantas Sabonis']",334,272.08804024271666,336.3,196,193,0,1,107,"['Domantas Sabonis', 'Eugene Omoruyi', 'Markelle Fultz', 'Gary Trent Jr.', 'Scottie Barnes', 'Pascal Siakam', 'Kentavious Caldwell-Pope', 'Joe Wieskamp', 'Cole Anthony']","['Harrison Barnes', 'Bobby Portis', 'Michael Porter Jr.', 'Josh Okogie', 'Markelle Fultz', 'Scottie Barnes', 'Pat Connaughton', 'Josh Giddey', 'Fred VanVleet']",323.8,280.5513768214732,312.9,58500,59200,0,0,107,"['Nic Claxton', 'Mikal Bridges', 'Domantas Sabonis', 'Jock Landale', 'Yuta Watanabe', 'Jalen Smith', 'Jordan Nwora', 'Fred VanVleet']","[""De'Aaron Fox"", 'Michael Porter Jr.', 'Jalen Duren', 'Jamal Murray', 'Andrew Nembhard', 'Malik Monk', 'Cameron Johnson', 'Torrey Craig']",260.5,217.7327313274145,253.25,49500,48400,0,0
3/17/23,168,"['Mike Conley', 'James Harden', 'Al Horford', 'Kevon Looney', 'Marcus Smart', 'Donte DiVincenzo', 'Anfernee Simons', 'DeMar DeRozan']","['Alperen Sengun', 'Onyeka Okongwu', 'Jonas Valanciunas', 'Klay Thompson', 'AJ Griffin', 'Brandon Ingram', 'DeMar DeRozan', 'Terry Rozier']",357.9,286.3543300382793,344.29999999999995,189,193,0,0,168,"['Tre Jones', 'DeMar DeRozan', 'Jalen Green', 'Caris LeVert', 'Trendon Watford', ""Jae'Sean Tate"", 'Sandro Mamukelashvili', 'Mike Conley', 'Bradley Beal']","['Caris LeVert', 'Kyle Anderson', 'Luke Kennard', 'Brandon Ingram', 'Damian Lillard', 'Keita Bates-Diop', 'Devin Vassell', 'Jonas Valanciunas', 'Trendon Watford']",381.80000000000007,295.73969258107246,364.4,57100,59500,0,0,168,"['Kenneth Lofton Jr.', 'Kyle Anderson', 'Johnny Davis', 'Mike Conley', 'Evan Mobley', 'Tyus Jones', 'Kevon Looney', 'Joel Embiid']","['Lamar Stevens', 'DeMar DeRozan', 'Shake Milton', 'Desmond Bane', 'Anthony Davis', 'Onyeka Okongwu', 'Cam Reddish', 'Caris LeVert']",348.25,240.83013471961021,302.25,49600,48200,0,0
3/18/23,173,"['Dillon Brooks', 'Max Strus', 'Wendell Carter Jr.', 'Jimmy Butler', 'DeMar DeRozan', 'Talen Horton-Tucker', 'Jonathan Kuminga', 'Fred VanVleet']","['Kevon Looney', 'Jamal Murray', 'Paul George', 'Kyle Kuzma', 'Jakob Poeltl', 'Chris Boucher', 'Markelle Fultz', 'Max Strus']",323.1,253.88664430491625,289.20000000000005,188,181,0,0,173,"['Markelle Fultz', 'Keegan Murray', ""De'Anthony Melton"", 'Talen Horton-Tucker', 'Max Strus', 'Jaren Jackson Jr.', 'Jaden McDaniels', 'DeMar DeRozan', 'Jeff Green']","[""De'Anthony Melton"", 'Jaren Jackson Jr.', 'Corey Kispert', 'Terence Davis', 'Nikola Jokic', 'Kyle Kuzma', 'Gary Trent Jr.', 'Shake Milton', 'DeMar DeRozan']",356.29999999999995,294.14039710722864,375.2,54600,59700,0,0,173,"['Kelly Olynyk', 'Jaden McDaniels', 'Keegan Murray', 'Tyrese Maxey', 'Walker Kessler', 'Kyle Kuzma', ""De'Anthony Melton"", 'Pascal Siakam']","['Aaron Nesmith', ""De'Anthony Melton"", 'Gary Trent Jr.', 'Cole Anthony', 'Domantas Sabonis', 'Markelle Fultz', 'Keegan Murray', 'Monte Morris']",324,240.28667077235878,306.5,48900,45600,0,0
3/19/23,155,"['Devin Vassell', 'CJ McCollum', 'Rodney McGruder', 'Jusuf Nurkic', 'Jonas Valanciunas', 'Killian Hayes', 'Jimmy Butler', 'Cameron Johnson']","['Rodney McGruder', 'Devin Vassell', 'CJ McCollum', 'AJ Griffin', 'Chris Paul', 'Michael Porter Jr.', 'Austin Reaves', 'Nikola Jokic']",349.29999999999995,295.3009979,366.9,184,199,0,0,155,"['Jamal Murray', 'Chris Paul', 'Devin Vassell', 'Torrey Craig', 'Cole Anthony', ""Royce O'Neale"", 'Zach Collins', 'Clint Capela', 'Tyler Herro']","['Caleb Martin', 'Darius Bazley', 'Paul George', 'Austin Reaves', 'Dejounte Murray', 'Jimmy Butler', ""Royce O'Neale"", 'Devin Vassell', 'Cameron Johnson']",334,296.0353099878878,349.7,58900,60000,0,0,155,"['Onyeka Okongwu', 'Caleb Martin', 'Goga Bitadze', 'Keldon Johnson', 'CJ McCollum', 'Chris Paul', 'Jonas Valanciunas', 'Franz Wagner']","['Caleb Martin', 'Marvin Bagley III', 'Dejounte Murray', 'Jusuf Nurkic', 'Keldon Johnson', 'Wendell Carter Jr.', 'Jaylin Williams', 'Keldon Johnson']",318,265.22312975581735,308.5,47400,49600,0,1
