date,max_num_of_players_yahoo,best_actual_lineup_yahoo,best_pred_lineup_yahoo,best_actual_score_yahoo,best_pred_score_yahoo,best_actual_score_pred_lineupyahoo,best_actual_cost_yahoo,best_pred_cost_yahoo,is_repeat_yahoo,is_repeat_pred_yahoo,max_num_of_players_fanduel,best_actual_lineup_fanduel,best_pred_lineup_fanduel,best_actual_score_fanduel,best_pred_score_fanduel,best_actual_score_pred_lineupfanduel,best_actual_cost_fanduel,best_pred_cost_fanduel,is_repeat_fanduel,is_repeat_pred_fanduel,max_num_of_players_draftkings,best_actual_lineup_draftkings,best_pred_lineup_draftkings,best_actual_score_draftkings,best_pred_score_draftkings,best_actual_score_pred_lineupdraftkings,best_actual_cost_draftkings,best_pred_cost_draftkings,is_repeat_draftkings,is_repeat_pred_draftkings
1/31/23,94,"['Jalen McDaniels', 'Zach LaVine', 'Evan Mobley', 'Kawhi Leonard', 'Jalen McDaniels', 'Norman Powell', 'Isaiah Hartenstein', 'LaMelo Ball']","['Caris LeVert', 'Herbert Jones', 'Zach LaVine', 'LaMelo Ball', 'Ricky Rubio', 'Mason Plumlee', 'LaMelo Ball', 'Terance Mann']",347.3,297.03454860560595,334.4,196,190,1,1,94,"['Kawhi Leonard', 'Russell Westbrook', 'Orlando Robinson', 'LaMelo Ball', 'Quentin Grimes', 'Troy Brown Jr.', 'Herbert Jones', 'Kawhi Leonard', 'Immanuel Quickley']","['Jalen McDaniels', 'Grayson Allen', 'Jalen Brunson', 'LaMelo Ball', 'P.J. Washington', 'Zach LaVine', 'Ivica Zubac', 'Caris LeVert', 'Mason Plumlee']",385.6,321.7506734,352.59999999999997,55900,56600,1,0,94,"['Wesley Matthews', 'Kentavious Caldwell-Pope', 'Jalen Brunson', 'Grayson Allen', 'Isaiah Hartenstein', 'Nikola Jokic', 'LaMelo Ball', 'Caleb Martin']","['Trey Murphy III', 'Zach LaVine', 'Grayson Allen', 'Joe Ingles', 'Quentin Grimes', 'Nicolas Batum', 'Norman Powell', 'LaMelo Ball']",342.75,241.55159990489483,262.5,48600,45100,0,0
2/1/23,170,"['Torrey Craig', 'Jalen Suggs', 'James Harden', 'Andrew Wiggins', ""De'Aaron Fox"", 'Fred VanVleet', 'Naz Reid', 'Josh Richardson']","['Georges Niang', 'Josh Giddey', 'Tari Eason', 'Bogdan Bogdanovic', 'James Harden', 'Fred VanVleet', 'Daishen Nix', 'Domantas Sabonis']",344.6,289.2154074374586,345.49999999999994,171,198,0,0,170,"['Walker Kessler', 'Xavier Tillman', 'Wendell Carter Jr.', 'Patty Mills', 'Domantas Sabonis', 'Naz Reid', 'Lauri Markkanen', 'Fred VanVleet', 'Gary Trent Jr.']","['Tobias Harris', 'Jordan Poole', 'Dario Saric', 'Gary Payton II', 'Walker Kessler', 'Harrison Barnes', 'Ja Morant', 'Malik Monk', 'Fred VanVleet']",390.6,309.79059887528416,355,59900,58400,0,0,170,"['Jordan Clarkson', 'Austin Rivers', 'Eric Gordon', 'Jalen Suggs', 'Domantas Sabonis', 'Ja Morant', 'Naz Reid', 'Fred VanVleet']","['Klay Thompson', ""De'Aaron Fox"", 'Kevon Looney', 'Jalen Suggs', 'Fred VanVleet', 'Lauri Markkanen', 'Tari Eason', 'Austin Rivers']",370.5,271.28458690829575,334.25,50000,47800,0,0
2/2/23,137,"['Giannis Antetokounmpo', 'Tyus Jones', 'Brandon Ingram', 'Jonathan Kuminga', 'Santi Aldama', 'Terry Rozier', 'Marcus Morris Sr.', 'RJ Barrett']","['Darius Garland', 'Spencer Dinwiddie', 'Jamal Murray', 'Jamal Murray', 'Marcus Morris Sr.', 'Brandon Ingram', 'Myles Turner', 'Pat Connaughton']",317.40000000000003,300.1202808760106,340.90000000000003,189,200,0,1,137,"['Alex Caruso', 'Norman Powell', 'Evan Mobley', 'Cedi Osman', 'RJ Barrett', 'Ricky Rubio', 'Anthony Davis', 'LaMelo Ball', 'Bam Adebayo']","['Josh Green', 'Jarrett Allen', 'Bam Adebayo', 'Derrick Jones Jr.', 'Russell Westbrook', 'Naji Marshall', 'Jamal Murray', 'LaMelo Ball', 'Tyler Herro']",347.50000000000006,283.9418718573637,316.6,59900,58700,0,0,137,"['Vlatko Cancar', 'Anthony Davis', 'Giannis Antetokounmpo', 'Jonathan Kuminga', 'Terry Rozier', 'Spencer Dinwiddie', 'Coby White', 'Evan Fournier']","['Jamal Murray', 'Dennis Schroder', 'Bam Adebayo', 'Brandon Ingram', 'Jarrett Allen', 'John Konchar', 'RJ Barrett', 'JT Thor']",311.5,269.77005549892783,306.5,49500,46800,0,0
2/3/23,164,"['Kristaps Porzingis', 'Jock Landale', 'Tyrese Haliburton', ""D'Angelo Russell"", 'Buddy Hield', 'Stanley Johnson', 'LaMelo Ball', 'Cole Anthony']","['Chris Paul', 'Tyrese Maxey', 'Jaylen Brown', 'Jock Landale', 'Trendon Watford', 'Andrew Nembhard', 'Kristaps Porzingis', 'Kyle Kuzma']",332.40000000000003,250.59935340620578,298.9,200,197,0,0,164,"['Jabari Smith Jr.', 'Aaron Nesmith', 'Anfernee Simons', 'Isaiah Stewart', 'Myles Turner', 'Kristaps Porzingis', 'Jordan Clarkson', 'Jaylen Brown', 'Tyrese Maxey']","['LaMelo Ball', 'Mo Bamba', 'Jaylen Brown', 'Jock Landale', 'Jaden McDaniels', 'Cole Anthony', 'Jalen Duren', 'Scottie Barnes', 'Chris Paul']",366.40000000000003,263.4167496670038,315.59999999999997,59000,58600,0,0,164,"['Jaylen Brown', 'Luka Garza', 'Myles Turner', ""D'Angelo Russell"", 'Ish Wainright', 'Chris Paul', 'Onyeka Okongwu', 'Mikal Bridges']","['Josh Hart', 'Jakob Poeltl', 'Tyrese Maxey', 'Jordan Clarkson', 'Anfernee Simons', 'Jaden Ivey', 'Shake Milton', 'Kristaps Porzingis']",298,266.8500078469515,308.75,49000,48000,0,0
2/4/23,176,"['Dorian Finney-Smith', 'Shai Gilgeous-Alexander', 'Kawhi Leonard', 'Cam Thomas', 'Grayson Allen', 'Dorian Finney-Smith', 'Larry Nance Jr.', 'Tyler Herro']","['Kenrich Williams', 'JaMychal Green', 'Brandon Ingram', 'Shai Gilgeous-Alexander', 'Josh Giddey', ""De'Andre Hunter"", 'Nic Claxton', 'Jaden Ivey']",345.3,289.87139395177365,329.2,179,195,1,0,176,"['Cam Thomas', 'Jonas Valanciunas', 'Cameron Johnson', 'Deandre Ayton', 'Josh Hart', 'Zach LaVine', 'Dejounte Murray', 'Spencer Dinwiddie', 'Saddiq Bey']","['Trey Murphy III', 'Mike Muscala', 'Anthony Davis', 'Brandon Ingram', 'Jamal Murray', 'Josh Giddey', 'Norman Powell', 'Kevon Looney', 'Isaiah Joe']",403.6,309.75641343295575,361.9,59300,57400,0,0,176,"['Tre Mann', 'Cam Thomas', 'Dejounte Murray', 'Jamal Murray', 'Khris Middleton', 'Bruno Fernando', 'Giannis Antetokounmpo', 'Cam Thomas']","['Deandre Ayton', 'Dejounte Murray', 'Cam Thomas', 'Jimmy Butler', 'Michael Porter Jr.', 'Josh Hart', 'Jalen Brunson', 'Isaiah Hartenstein']",385.5,278.3404048793018,376.25,46400,50000,1,0
2/5/23,128,"['Terry Rozier', 'Trey Murphy III', 'LaMelo Ball', 'Scottie Barnes', 'Jalen McDaniels', 'Evan Mobley', 'Thaddeus Young', 'Paolo Banchero']","['Tyrese Haliburton', 'Desmond Bane', 'Bol Bol', 'James Harden', 'Dennis Smith Jr.', 'Tyus Jones', 'Pascal Siakam', 'Trey Murphy III']",315.5,255.6539851740003,268.5,196,190,0,0,128,"['Willy Hernangomez', 'LaMelo Ball', 'James Harden', 'Jaden McDaniels', 'Jalen Brunson', 'Taurean Prince', 'Desmond Bane', ""D'Angelo Russell"", 'Trey Murphy III']","['Markelle Fultz', 'Terry Rozier', 'Desmond Bane', ""De'Anthony Melton"", 'Julius Randle', 'Paolo Banchero', 'Ish Smith', 'Naji Marshall', 'LaMelo Ball']",367.90000000000003,290.06272584572434,346.30000000000007,59200,59500,0,0,128,"['LaMelo Ball', 'P.J. Washington', 'Myles Turner', 'Willy Hernangomez', 'Christian Braun', 'Davion Mitchell', 'Desmond Bane', 'Tobias Harris']","['Paolo Banchero', 'CJ McCollum', 'Cole Anthony', 'Trey Murphy III', 'Terry Rozier', 'Taurean Prince', 'Larry Nance Jr.', 'LaMelo Ball']",303.75,234.74661093950272,283,45900,49600,0,0
2/6/23,176,"['Eric Gordon', 'Cam Thomas', 'Domantas Sabonis', 'Andre Drummond', 'Josh Green', 'Klay Thompson', 'Darius Garland', 'Caris LeVert']","['Nikola Vucevic', 'Cam Thomas', 'Darius Garland', 'Andrew Wiggins', 'Nic Claxton', 'Grant Williams', 'Jrue Holiday', 'Derrick White']",330,255.0034356769174,301.69999999999993,180,196,0,0,176,"['Damian Lillard', 'Keegan Murray', 'Killian Hayes', 'Tim Hardaway Jr.', 'Norman Powell', 'Domantas Sabonis', 'Paul George', 'Andre Drummond', 'Jaden Hardy']","['Jalen Williams', 'Saddiq Bey', 'Keegan Murray', 'Darius Garland', 'Josh Richardson', 'Nikola Vucevic', 'Jordan Poole', 'Jaden Hardy', 'Andrew Wiggins']",353.1,277.83962690755726,333.40000000000003,58300,57100,0,0,176,"['Killian Hayes', 'Nic Claxton', 'Jordan Poole', 'Nic Claxton', 'Evan Mobley', 'Walker Kessler', 'Eric Gordon', 'Andre Drummond']","['Nikola Vucevic', 'Cam Thomas', 'Jarrett Allen', 'Brook Lopez', 'Jayson Tatum', 'Josh Giddey', 'Ivica Zubac', 'Malaki Branham']",321.75,262.19480810686946,354,47800,,1,0
2/7/23,123,"['Nic Claxton', 'John Collins', 'Brandon Ingram', 'Davon Reed', 'Nikola Vucevic', 'Jaylin Williams', 'Aaron Gordon', 'Russell Westbrook']","['Deandre Ayton', 'Nikola Vucevic', 'Vlatko Cancar', 'Michael Porter Jr.', 'Zach LaVine', 'John Collins', 'Desmond Bane', 'Jericho Sims']",341.90000000000003,266.54696515873076,310.8,184,185,0,0,123,"['Michael Porter Jr.', 'Aaron Gordon', 'Gary Harris', 'Lonnie Walker IV', 'Jonas Valanciunas', 'Nikola Jokic', 'Herbert Jones', 'Nikola Vucevic', 'Cam Thomas']","['Chris Paul', 'Jonas Valanciunas', 'Nikola Vucevic', 'Franz Wagner', 'Aaron Gordon', 'Trey Murphy III', 'Chris Paul', 'Jalen Williams', 'Brandon Clarke']",381.29999999999995,303.77142994068566,388.29999999999995,59800,60000,0,1,123,"['Aaron Gordon', 'Nikola Jokic', 'Devin Booker', 'Cam Thomas', 'LeBron James', 'Jaren Jackson Jr.', 'Brandon Clarke', 'Davon Reed']","['Brandon Ingram', 'Cameron Johnson', 'Cam Thomas', 'Isaiah Joe', 'LeBron James', 'Deandre Ayton', 'Russell Westbrook', 'Shai Gilgeous-Alexander']",350.75,292.80555095896125,355.5,,,0,0
2/8/23,177,"['Zach Collins', ""De'Aaron Fox"", 'Raul Neto', 'Anthony Edwards', 'Chris Boucher', 'Buddy Hield', 'Pascal Siakam', 'Ivica Zubac']","['Anfernee Simons', 'Anthony Edwards', 'Marcus Morris Sr.', 'Taurean Prince', 'Pascal Siakam', 'Klay Thompson', 'Delon Wright', 'Jalen Duren']",346.29999999999995,280.99018020946534,310.1,193,177,0,0,177,"['Blake Wesley', 'Andrew Wiggins', 'Tyler Herro', 'P.J. Washington', 'Norman Powell', 'James Harden', 'Bam Adebayo', 'Kristaps Porzingis', 'Jaylen Nowell']","['Caris LeVert', 'T.J. McConnell', 'Pascal Siakam', 'Damian Lillard', ""De'Anthony Melton"", 'Chris Boucher', ""De'Aaron Fox"", 'Grant Williams', ""Jae'Sean Tate""]",387.6,313.00587456729266,370.90000000000003,60000,56500,0,0,177,"['Luka Garza', 'Collin Sexton', 'Anthony Edwards', 'Jalen Green', 'Tim Hardaway Jr.', 'Isaiah Stewart', 'Pascal Siakam', 'Josh Minott']","['Chris Boucher', 'Alperen Sengun', 'Keldon Johnson', 'Collin Sexton', 'Jarrett Allen', 'Pascal Siakam', 'Isaiah Roby', 'Anfernee Simons']",323.5,281.2079939749092,318.25,47100,49600,0,0
2/9/23,75,"['Torrey Craig', 'Nikola Jokic', 'Troy Brown Jr.', 'Ish Wainright', 'Aaron Gordon', 'Brook Lopez', 'Spencer Dinwiddie', 'Cole Anthony']","['Jalen Suggs', 'Patrick Williams', 'Brook Lopez', 'Ish Wainright', 'Dejounte Murray', 'Trae Young', 'Ish Wainright', 'Nikola Jokic']",316.29999999999995,255.57741882763804,287.7,188,197,0,1,75,"['Chris Paul', 'Spencer Dinwiddie', 'Aaron Gordon', 'Cole Anthony', 'John Collins', 'Dennis Schroder', 'Zach LaVine', 'Lonnie Walker IV', 'Brook Lopez']","['Andre Drummond', 'Ish Wainright', 'Aaron Gordon', 'Rui Hachimura', 'Trae Young', 'Aaron Gordon', 'Brook Lopez', 'Dejounte Murray', 'Cole Anthony']",366.1,298.8712399,365.6,59100,58700,0,1,75,"['Lonnie Walker IV', 'Chris Paul', 'John Collins', 'Nikola Vucevic', 'Aaron Gordon', 'Dennis Schroder', 'Trae Young', 'Josh Okogie']","['Jrue Holiday', 'Deandre Ayton', 'Dejounte Murray', 'Onyeka Okongwu', ""Day'Ron Sharpe"", ""De'Andre Hunter"", 'Khris Middleton', 'Aaron Gordon']",344.25,243.00190770998597,278.5,48500,48800,0,0
2/10/23,229,"['Jalen Brunson', 'Danuel House Jr.', 'Caris LeVert', 'Tyler Herro', 'Mark Williams', 'Derrick White', 'Shai Gilgeous-Alexander', 'Jaden Ivey']","['Gary Trent Jr.', 'Kelly Olynyk', 'Deandre Ayton', 'James Harden', 'Collin Sexton', 'MarJon Beauchamp', 'Brandon Ingram', 'Donovan Mitchell']",339.1,268.4205284900964,325.3,189,194,0,0,229,"['Evan Mobley', ""Devonte' Graham"", 'James Harden', 'Giannis Antetokounmpo', 'Donovan Mitchell', 'Collin Sexton', 'Kelly Olynyk', 'Damion Lee', 'Shaedon Sharpe']","['Isaiah Hartenstein', 'Keita Bates-Diop', 'Julius Randle', 'Robert Covington', 'Mark Williams', 'Talen Horton-Tucker', 'Jarrett Allen', 'LaMelo Ball', 'Terry Rozier']",376.9,275.7895269073546,317.6,59900,58000,0,0,229,"['Isaiah Stewart', 'Mark Williams', 'Malaki Branham', 'Talen Horton-Tucker', 'Keita Bates-Diop', 'Terry Rozier', 'Collin Sexton', ""De'Aaron Fox""]","['Jrue Holiday', 'Jalen Duren', 'Caris LeVert', 'Derrick White', 'Joel Embiid', 'Chris Duarte', 'Kelly Olynyk', 'Robert Covington']",305,271.46866414137185,341.75,41600,47200,0,0
2/11/23,186,"['John Collins', 'Draymond Green', 'LaMelo Ball', 'Clint Capela', 'Caleb Martin', 'Jordan Poole', 'Jeremy Sochan', 'Lauri Markkanen']","['Patrick Williams', 'Joel Embiid', 'Lauri Markkanen', 'Jordan Poole', 'Collin Sexton', 'Caleb Martin', 'Jordan Clarkson', 'Talen Horton-Tucker']",329.4,270.42315259203315,315.2,200,194,0,0,186,"['Kevon Looney', 'Monte Morris', 'Deni Avdija', 'Terence Davis', 'Lauri Markkanen', ""De'Aaron Fox"", 'Donovan Mitchell', 'Nic Claxton', 'Bennedict Mathurin']","['Jordan Poole', 'Draymond Green', ""Devonte' Graham"", 'Joel Embiid', 'Talen Horton-Tucker', 'John Collins', 'Jonathan Kuminga', 'Terence Davis', 'Donovan Mitchell']",343.6,311.7564076848328,364.7,58800,58300,0,0,186,"['Jalen Brunson', ""Devonte' Graham"", 'Kevin Huerter', 'Talen Horton-Tucker', 'Bam Adebayo', 'Joel Embiid', 'James Harden', 'Julius Randle']","['Jordan Poole', 'Bennedict Mathurin', 'Jalen Brunson', 'Lauri Markkanen', 'Cameron Johnson', 'Jimmy Butler', 'Bam Adebayo', 'Buddy Hield']",349.75,287.81823082175106,328.25,,,0,0
2/12/23,37,"['Hamidou Diallo', 'Bojan Bogdanovic', 'Fred VanVleet', 'Al Horford', 'Robert Williams III', 'Pascal Siakam', 'Derrick White', 'Scottie Barnes']","['Fred VanVleet', 'Derrick White', 'Desmond Bane', 'Pascal Siakam', 'Jakob Poeltl', 'Bojan Bogdanovic', 'Al Horford', 'Thaddeus Young']",315.20000000000005,247.9818560540676,306,200,194,0,0,37,"['John Konchar', 'Robert Williams III', 'Bojan Bogdanovic', 'Desmond Bane', 'Fred VanVleet', 'Fred VanVleet', 'Tyus Jones', 'Al Horford', 'Jaden Ivey']","['Derrick White', 'Santi Aldama', 'Hamidou Diallo', 'Desmond Bane', 'Sam Hauser', 'Fred VanVleet', 'Dillon Brooks', 'Al Horford', 'Jayson Tatum']",303.79999999999995,255.2468639150262,309.8,58100,58900,1,0,37,"['Ja Morant', 'Fred VanVleet', 'Bojan Bogdanovic', 'Al Horford', 'Hamidou Diallo', 'Alec Burks', 'Jaden Ivey', 'Bojan Bogdanovic']","['Scottie Barnes', 'Al Horford', 'Robert Williams III', 'Derrick White', 'Jaden Ivey', 'Fred VanVleet', 'Alec Burks', 'Bojan Bogdanovic']",312,249.59448774904013,300.25,49500,49300,1,0
2/13/23,226,"['Tyrese Haliburton', 'Isaiah Jackson', 'Gordon Hayward', 'Kelly Olynyk', 'Josh Hart', 'Anthony Davis', 'LaMelo Ball', 'Onyeka Okongwu']","['James Harden', 'Jalen Green', 'Tyrese Maxey', 'Bogdan Bogdanovic', 'Bennedict Mathurin', 'Bradley Beal', 'Rudy Gobert', 'Paolo Banchero']",358.09999999999997,271.8319053605199,314.8,197,193,0,0,226,"['Max Strus', 'Jimmy Butler', 'Donovan Mitchell', 'Jalen Williams', 'Terry Rozier', 'Kelly Olynyk', 'Paul Reed', 'Spencer Dinwiddie', 'Aaron Nesmith']","['Christian Wood', 'Terry Rozier', 'Jarrett Allen', 'Franz Wagner', ""De'Andre Hunter"", 'Kyrie Irving', 'Andrew Wiggins', 'Josh Richardson', 'JaMychal Green']",362.3,296.9073920808732,347.49999999999994,56800,59900,0,0,226,"['Damian Lillard', 'Vlatko Cancar', 'Clint Capela', 'Tyrese Maxey', 'Keldon Johnson', 'Gordon Hayward', ""De'Andre Hunter"", 'Daniel Gafford']","['Shaedon Sharpe', 'Mark Williams', ""De'Andre Hunter"", 'Matisse Thybulle', 'Paolo Banchero', 'Jalen Williams', 'Nikola Jokic', 'Bradley Beal']",302.25,254.31325270608068,301.25,48300,48000,0,0
2/14/23,110,"['Jakob Poeltl', 'Kevon Looney', 'Kevin Huerter', 'Moritz Wagner', 'Jakob Poeltl', 'Domantas Sabonis', 'Pascal Siakam', 'Jrue Holiday']","['Eric Gordon', 'Scottie Barnes', 'Pascal Siakam', 'Deandre Ayton', 'Wendell Carter Jr.', 'Markelle Fultz', 'Caleb Houstan', 'Derrick White']",356.4,263.04653111211957,310.29999999999995,188,189,1,0,110,"['Jock Landale', 'Blake Griffin', 'Deandre Ayton', 'Jrue Holiday', 'Kristaps Porzingis', 'Jonathan Kuminga', 'Kendrick Nunn', 'Markelle Fultz', 'Kyle Kuzma']","['Damian Lillard', 'Grayson Allen', 'Deandre Ayton', 'Wendell Carter Jr.', 'Malcolm Brogdon', 'Derrick White', 'Donte DiVincenzo', 'Trey Lyles', 'Markelle Fultz']",330.40000000000003,284.3701273575425,341.19999999999993,55000,58400,0,0,110,"['Josh Okogie', 'Deandre Ayton', 'Jalen Suggs', 'Jrue Holiday', 'Wendell Carter Jr.', 'Mike Muscala', 'Giannis Antetokounmpo', 'Kevon Looney']","['Jakob Poeltl', 'Chris Paul', 'Pat Connaughton', 'Joe Ingles', 'Grant Williams', 'Jrue Holiday', 'Jordan Poole', 'Derrick White']",355.75,250.7429314367473,340.25,50000,48600,0,0
2/15/23,212,"['Zach Collins', 'Coby White', 'Trae Young', 'Desmond Bane', 'Bam Adebayo', ""De'Andre Hunter"", 'Malaki Branham', 'Jaren Jackson Jr.']","['Brandon Clarke', 'Garrison Mathews', 'Luka Doncic', 'Christian Wood', ""D'Angelo Russell"", ""De'Anthony Melton"", 'Aaron Nesmith', 'Michael Porter Jr.']",348.8,238.56647622287272,272.5,194,178,0,0,212,"['Michael Porter Jr.', 'Mikal Bridges', 'Trey Murphy III', 'Zach Collins', 'Jaylin Williams', 'Nikola Jokic', 'Damian Jones', 'Zach LaVine', 'Coby White']","['Alex Caruso', 'Tyrese Haliburton', ""De'Andre Hunter"", 'Trae Young', 'Bam Adebayo', 'Bojan Bogdanovic', 'Chris Duarte', 'Brandon Clarke', 'Marcus Smart']",337.40000000000003,280.6275221016258,328.2,58000,59900,0,0,212,"['Gabe Vincent', 'Kelly Olynyk', 'Coby White', 'Marcus Smart', ""De'Andre Hunter"", 'Luguentz Dort', 'Anthony Davis', 'Zach LaVine']","['Donovan Mitchell', 'Willy Hernangomez', 'Jarred Vanderbilt', 'Dario Saric', 'Malaki Branham', 'Luka Doncic', 'Patrick Williams', 'Jordan Clarkson']",330.25,242.40931641682982,276.5,49400,47800,0,0
2/16/23,63,"['Kyle Anderson', 'Bradley Beal', 'Brook Lopez', 'Jevon Carter', 'Jevon Carter', 'Bradley Beal', 'Kawhi Leonard', 'Brook Lopez']","['Kyle Anderson', 'Dalen Terry', 'Eric Gordon', 'Rudy Gobert', 'Paul George', 'Delon Wright', 'Bradley Beal', 'Anthony Edwards']",378.4,281.35734059214593,331.20000000000005,188,186,3,0,63,"['Terance Mann', 'Rudy Gobert', 'Josh Okogie', 'Patrick Williams', 'Jrue Holiday', 'Kyle Anderson', 'Nikola Vucevic', 'Terrence Ross', 'Anthony Edwards']","['Anthony Edwards', 'Bradley Beal', 'Jevon Carter', 'Jevon Carter', 'Kristaps Porzingis', 'Dalen Terry', 'Zach LaVine', 'Deni Avdija', 'Eric Gordon']",351.8,296.91329626664515,343.3,,58500,0,1,63,"['Jevon Carter', 'Kristaps Porzingis', 'Bradley Beal', 'Terrence Ross', 'Anthony Edwards', 'Rudy Gobert', 'Ivica Zubac', 'Brook Lopez']","['Anthony Edwards', 'Josh Okogie', 'Rudy Gobert', 'Jaden McDaniels', 'Terance Mann', 'Bradley Beal', 'Nikola Vucevic', 'Jevon Carter']",335,258.41234961152077,338.25,,49300,0,0
2/23/23,185,"['Nassir Little', 'Al Horford', 'Walker Kessler', 'Markelle Fultz', 'Lauri Markkanen', 'Klay Thompson', 'Malik Beasley', 'Joel Embiid']","['Jonathan Isaac', 'Pascal Siakam', 'Evan Mobley', 'Nassir Little', 'Bennedict Mathurin', 'Joel Embiid', 'Jaden Ivey', 'Jakob Poeltl']",361.3,302.0429980468005,367.29999999999995,195,199,0,0,185,"['Nassir Little', 'Lamar Stevens', 'Ryan Arcidiacono', 'Jonas Valanciunas', 'Walker Kessler', 'Bennedict Mathurin', 'Domantas Sabonis', 'Jamal Murray', 'Nikola Jokic']","['Troy Brown Jr.', 'Joel Embiid', 'Nassir Little', 'Justin Holiday', 'Domantas Sabonis', 'Cam Reddish', 'Wendell Carter Jr.', 'Jose Alvarado', 'Shai Gilgeous-Alexander']",361.19999999999993,308.5989021752029,374.9,59200,58000,0,0,185,"['Matisse Thybulle', 'Shai Gilgeous-Alexander', 'Markelle Fultz', 'Joel Embiid', 'Nassir Little', 'Malaki Branham', 'Walker Kessler', 'Kentavious Caldwell-Pope']","['Cam Reddish', 'Walker Kessler', 'P.J. Tucker', 'Jayson Tatum', 'Desmond Bane', 'Dwight Powell', 'Jakob Poeltl', 'Malcolm Brogdon']",341.75,249.18746727705002,325.75,49400,46700,0,0
2/24/23,174,"['Kevin Huerter', 'Kristaps Porzingis', 'Caleb Martin', ""De'Aaron Fox"", 'Khris Middleton', 'Nicolas Batum', 'Delon Wright', 'Trae Young']","['Kawhi Leonard', 'Kyle Anderson', 'Onyeka Okongwu', 'Delon Wright', 'Damion Lee', 'Deni Avdija', 'Anthony Edwards', ""De'Aaron Fox""]",317.1,270.9672015760094,349.9,196,195,0,0,174,"['Patrick Williams', ""De'Andre Hunter"", 'Domantas Sabonis', 'LaMelo Ball', 'Onyeka Okongwu', 'Naz Reid', 'Isaiah Joe', ""De'Aaron Fox"", 'Malik Monk']","['Dejounte Murray', 'Jevon Carter', 'Deandre Ayton', 'Deni Avdija', 'Nicolas Batum', 'Paul George', 'Austin Rivers', 'Kawhi Leonard', 'Jaden McDaniels']",391.9,269.50594158228483,324.59999999999997,59900,59400,0,0,174,"['Julius Randle', 'Luguentz Dort', 'Jrue Holiday', 'Gordon Hayward', 'Nickeil Alexander-Walker', 'Rudy Gobert', 'Gordon Hayward', 'Kenrich Williams']","['Jaylin Williams', 'Gordon Hayward', 'Nicolas Batum', 'Mitchell Robinson', 'Klay Thompson', 'Cedi Osman', 'Max Strus', 'LaMelo Ball']",329.25,254.43448109552264,295.5,49900,45100,1,0
2/25/23,153,"['RJ Barrett', 'Jakob Poeltl', 'Bennedict Mathurin', 'Keita Bates-Diop', 'Jimmy Butler', 'Kevin Love', 'LaMelo Ball', 'Tyler Herro']","['Tyler Herro', 'Mark Williams', 'RJ Barrett', 'Paolo Banchero', 'Kris Dunn', 'Walker Kessler', 'Pascal Siakam', 'Derrick White']",301.8,282.3045862160623,339.5,193,199,0,0,153,"['Franz Wagner', 'Julius Randle', 'Josh Richardson', 'Walker Kessler', 'Derrick White', 'Kris Dunn', 'Marvin Bagley III', 'Cole Anthony', 'Mitchell Robinson']","['Pascal Siakam', 'Jimmy Butler', 'Kevin Love', 'Paolo Banchero', 'Markelle Fultz', 'Tyler Herro', 'Andrew Nembhard', 'Xavier Tillman', 'Jaden Ivey']",318.00000000000006,308.99622960016137,328.59999999999997,55100,60000,0,0,153,"['Gary Trent Jr.', 'Kevin Love', 'Joel Embiid', 'Immanuel Quickley', 'Mark Williams', 'Joel Embiid', 'Bojan Bogdanovic', 'Pascal Siakam']","['Pascal Siakam', 'Markelle Fultz', 'Joel Embiid', 'Marvin Bagley III', 'Tyrese Haliburton', 'Jayson Tatum', 'Jayson Tatum', 'Tyler Herro']",360,319.7580260075629,381.75,,,1,1
2/26/23,188,"['Eric Gordon', 'Pascal Siakam', 'Damian Lillard', 'Brook Lopez', 'Cameron Johnson', 'Donte DiVincenzo', 'Jamal Murray', 'Anthony Lamb']","['Bogdan Bogdanovic', ""Royce O'Neale"", 'Keegan Murray', 'Russell Westbrook', 'Naz Reid', 'Donovan Mitchell', 'Nic Claxton', 'Cam Thomas']",341.09999999999997,284.7506162095815,334.79999999999995,196,171,0,0,188,"['Jock Landale', 'Malik Monk', 'Naz Reid', 'Dean Wade', 'Cameron Johnson', 'Domantas Sabonis', 'Coby White', 'Anthony Davis', 'Donovan Mitchell']","['Isaiah Joe', 'Daniel Gafford', 'Donovan Mitchell', 'Brook Lopez', 'Nic Claxton', 'Bogdan Bogdanovic', 'Josh Okogie', 'Naz Reid', 'Evan Mobley']",346.8,302.01776931472125,381.9,58900,59700,0,0,188,"['Ty Jerome', 'Damian Lillard', 'Bogdan Bogdanovic', 'Cam Thomas', 'Anthony Davis', 'Jeremiah Robinson-Earl', 'Jarred Vanderbilt', 'Michael Porter Jr.']","['Kawhi Leonard', 'DeMar DeRozan', 'Josh Giddey', 'Jrue Holiday', 'Jarred Vanderbilt', 'Nikola Jokic', 'Naz Reid', 'Michael Porter Jr.']",343.5,302.3636185172945,405.75,48200,,0,0
