percentile,fp_fanduel_RMSE,fp_fanduel_MAE,fp_fanduel_Bias
top_20,10.029277801513672,7.963517665863037,-0.44435760378837585
top_10,10.561707496643066,8.388001441955566,-0.5023701190948486
all_pop,8.55359172821045,6.765474319458008,0.12489372491836548
