percentile,fp_fanduel_RMSE,fp_fanduel_MAE,fp_fanduel_Bias
top_20,7.269163042498977,5.442377389093977,-1.7370212823972238
top_10,7.349001285786661,5.4338965934553345,-0.7676517825383824
all_pop,5.2378885866450275,3.64156186969828,-0.6158624330169661
