player_name,game_date,tov,tov_pred
Andre Drummond,2017-12-15,1.0,2.325925
Andre Drummond,2017-12-17,0.0,1.4325385
Anthony Davis,2017-12-01,2.0,3.2023752
Anthony Davis,2017-12-08,2.0,2.4743094
Anthony Davis,2017-12-10,3.0,2.6781285
Anthony Davis,2017-12-13,2.0,1.1665809
Anthony Davis,2017-12-15,3.0,2.156112
Anthony Davis,2017-12-19,2.0,1.0780944
Ben Simmons,2017-12-02,4.0,2.9376044
Ben Simmons,2017-12-04,3.0,3.8101225
Ben Simmons,2017-12-07,4.0,4.1034946
Ben Simmons,2017-12-09,7.0,5.7494
Ben Simmons,2017-12-10,5.0,5.0127077
Ben Simmons,2017-12-12,7.0,4.8209243
Ben Simmons,2017-12-15,3.0,4.784803
Ben Simmons,2017-12-18,3.0,2.4870784
Ben Simmons,2017-12-19,4.0,3.2052455
Bradley Beal,2017-12-01,7.0,3.562369
Bradley Beal,2017-12-04,1.0,2.685948
Bradley Beal,2017-12-05,2.0,1.7914734
Bradley Beal,2017-12-07,0.0,-0.12376006
Bradley Beal,2017-12-09,1.0,0.23638222
Bradley Beal,2017-12-12,2.0,1.6026626
Bradley Beal,2017-12-13,1.0,1.2185532
Bradley Beal,2017-12-15,1.0,1.4521338
Bradley Beal,2017-12-17,1.0,0.9536457
Bradley Beal,2017-12-19,1.0,0.44967818
Chris Paul,2017-12-07,2.0,2.252848
Chris Paul,2017-12-09,3.0,2.7662547
Chris Paul,2017-12-11,2.0,1.7142918
Chris Paul,2017-12-13,3.0,3.4443178
Chris Paul,2017-12-15,3.0,3.572298
Chris Paul,2017-12-16,6.0,4.238118
Chris Paul,2017-12-18,2.0,3.043508
Damian Lillard,2017-11-30,5.0,2.2676034
Damian Lillard,2017-12-02,1.0,1.9592414
Damian Lillard,2017-12-05,4.0,3.037547
Damian Lillard,2017-12-09,5.0,3.0201097
Damian Lillard,2017-12-11,0.0,2.3781009
Damian Lillard,2017-12-13,1.0,2.773696
Damian Lillard,2017-12-15,4.0,2.9756663
Damian Lillard,2017-12-16,6.0,3.5947561
Damian Lillard,2017-12-18,6.0,3.9732766
DeAndre Jordan,2017-12-03,2.0,2.2122095
DeAndre Jordan,2017-12-06,3.0,2.3749409
DeAndre Jordan,2017-12-09,1.0,2.1094942
DeAndre Jordan,2017-12-11,1.0,0.63864714
DeAndre Jordan,2017-12-13,1.0,1.0213846
DeAndre Jordan,2017-12-15,2.0,1.041254
DeAndre Jordan,2017-12-16,0.0,0.52146614
DeAndre Jordan,2017-12-18,1.0,1.0180782
DeMar DeRozan,2017-12-08,4.0,2.3062143
DeMar DeRozan,2017-12-10,1.0,1.1714436
DeMar DeRozan,2017-12-11,2.0,1.5697516
DeMar DeRozan,2017-12-13,1.0,0.9236847
DeMar DeRozan,2017-12-15,1.0,1.9378425
DeMar DeRozan,2017-12-17,2.0,1.3043181
DeMarcus Cousins,2017-12-01,1.0,2.1893725
DeMarcus Cousins,2017-12-02,2.0,2.290473
DeMarcus Cousins,2017-12-04,7.0,4.930567
DeMarcus Cousins,2017-12-06,6.0,4.870586
DeMarcus Cousins,2017-12-08,8.0,6.224584
DeMarcus Cousins,2017-12-10,2.0,4.409732
DeMarcus Cousins,2017-12-11,4.0,5.1750116
DeMarcus Cousins,2017-12-13,9.0,6.548026
DeMarcus Cousins,2017-12-15,9.0,7.385913
DeMarcus Cousins,2017-12-19,2.0,5.309324
Dennis Schroder,2017-12-12,0.0,1.0367837
Dennis Schroder,2017-12-14,2.0,1.6296432
Dennis Schroder,2017-12-15,3.0,1.7057238
Dennis Schroder,2017-12-18,2.0,1.2767999
Draymond Green,2017-12-03,0.0,1.9823787
Draymond Green,2017-12-04,2.0,1.5956049
Draymond Green,2017-12-08,2.0,1.9584298
Dwight Howard,2017-12-08,2.0,4.32213
Dwight Howard,2017-12-09,5.0,3.6163757
Dwight Howard,2017-12-11,1.0,2.1910858
Dwight Howard,2017-12-13,4.0,1.7837083
Dwight Howard,2017-12-15,0.0,2.0991726
Dwight Howard,2017-12-16,3.0,2.0117075
Dwight Howard,2017-12-18,2.0,0.9184848
Giannis Antetokounmpo,2017-12-04,4.0,3.4021869
Giannis Antetokounmpo,2017-12-06,6.0,3.7514148
Giannis Antetokounmpo,2017-12-08,4.0,3.3037314
Giannis Antetokounmpo,2017-12-09,2.0,2.386389
Giannis Antetokounmpo,2017-12-13,2.0,1.1508653
Giannis Antetokounmpo,2017-12-15,1.0,0.8531661
Giannis Antetokounmpo,2017-12-16,3.0,2.933703
Giannis Antetokounmpo,2017-12-19,3.0,2.746712
James Harden,2017-12-07,3.0,3.4977174
James Harden,2017-12-09,2.0,2.8251204
James Harden,2017-12-11,3.0,3.4335093
James Harden,2017-12-13,3.0,4.0958624
James Harden,2017-12-15,5.0,4.88655
James Harden,2017-12-16,3.0,3.857098
James Harden,2017-12-18,5.0,4.37206
Jimmy Butler,2017-11-29,2.0,1.8285348
Jimmy Butler,2017-12-01,3.0,1.9398084
Jimmy Butler,2017-12-03,1.0,1.5346279
Jimmy Butler,2017-12-04,2.0,1.6087594
Jimmy Butler,2017-12-06,1.0,-0.16257347
Jimmy Butler,2017-12-10,1.0,1.5483348
Jimmy Butler,2017-12-12,1.0,1.6144346
Jimmy Butler,2017-12-14,0.0,0.70630044
Jimmy Butler,2017-12-16,1.0,0.98289907
Jimmy Butler,2017-12-18,0.0,1.5168701
Joel Embiid,2017-12-02,6.0,2.6163876
Joel Embiid,2017-12-04,0.0,1.9265332
Joel Embiid,2017-12-07,4.0,2.6072917
Joel Embiid,2017-12-12,2.0,3.368484
Joel Embiid,2017-12-15,7.0,4.8512454
John Wall,2017-12-19,5.0,2.5311084
Karl-Anthony Towns,2017-11-29,6.0,3.60974
Karl-Anthony Towns,2017-12-01,2.0,2.4847836
Karl-Anthony Towns,2017-12-03,3.0,2.4785523
Karl-Anthony Towns,2017-12-04,0.0,0.7451446
Karl-Anthony Towns,2017-12-06,4.0,2.8537793
Karl-Anthony Towns,2017-12-10,7.0,2.3364203
Karl-Anthony Towns,2017-12-12,1.0,0.9102698
Karl-Anthony Towns,2017-12-14,0.0,0.6289866
Karl-Anthony Towns,2017-12-16,1.0,1.2336258
Karl-Anthony Towns,2017-12-18,4.0,2.348418
Kemba Walker,2017-12-06,1.0,1.565804
Kemba Walker,2017-12-08,1.0,1.3223956
Kemba Walker,2017-12-09,1.0,2.0243788
Kemba Walker,2017-12-11,4.0,2.6090477
Kemba Walker,2017-12-13,1.0,2.045691
Kemba Walker,2017-12-15,4.0,3.4912121
Kemba Walker,2017-12-16,2.0,1.6891842
Kemba Walker,2017-12-18,2.0,2.0053134
Kevin Durant,2017-12-06,3.0,3.9363365
Kevin Durant,2017-12-08,2.0,2.9727678
Kevin Durant,2017-12-11,4.0,2.0528102
Kevin Durant,2017-12-14,5.0,2.2079437
Kevin Durant,2017-12-18,2.0,1.1791781
Kevin Love,2017-11-30,5.0,3.016026
Kevin Love,2017-12-02,1.0,1.7238166
Kevin Love,2017-12-04,0.0,0.8580489
Kevin Love,2017-12-06,2.0,1.703979
Kevin Love,2017-12-08,0.0,1.4062407
Kevin Love,2017-12-12,2.0,1.0186309
Kevin Love,2017-12-14,2.0,0.90889543
Kevin Love,2017-12-16,0.0,1.0059569
Kevin Love,2017-12-17,1.0,0.88100195
Kevin Love,2017-12-19,2.0,0.42629427
Khris Middleton,2017-12-19,5.0,2.2297714
Kristaps Porzingis,2017-12-06,1.0,1.9537787
Kristaps Porzingis,2017-12-09,2.0,2.029355
Kristaps Porzingis,2017-12-10,2.0,2.1999726
Kristaps Porzingis,2017-12-12,3.0,2.4173918
Kristaps Porzingis,2017-12-14,2.0,2.1483648
Kyle Lowry,2017-12-05,4.0,3.2678392
Kyle Lowry,2017-12-08,1.0,2.0628123
Kyle Lowry,2017-12-10,2.0,2.4710672
Kyle Lowry,2017-12-11,5.0,2.3028731
Kyle Lowry,2017-12-13,0.0,1.2157812
Kyle Lowry,2017-12-15,1.0,1.0447859
Kyle Lowry,2017-12-17,2.0,2.2477815
Kyrie Irving,2017-11-30,2.0,2.9059763
Kyrie Irving,2017-12-02,3.0,3.3295062
Kyrie Irving,2017-12-04,3.0,3.4605277
Kyrie Irving,2017-12-06,4.0,3.1593518
Kyrie Irving,2017-12-08,1.0,1.5449427
Kyrie Irving,2017-12-10,2.0,1.9396718
Kyrie Irving,2017-12-13,3.0,1.9703815
Kyrie Irving,2017-12-15,2.0,2.4506142
Kyrie Irving,2017-12-16,3.0,2.4594662
Kyrie Irving,2017-12-18,3.0,2.651831
LaMarcus Aldridge,2017-12-01,1.0,1.5710893
LaMarcus Aldridge,2017-12-04,3.0,1.9583671
LaMarcus Aldridge,2017-12-06,1.0,1.701721
LaMarcus Aldridge,2017-12-08,2.0,1.3590413
LaMarcus Aldridge,2017-12-09,0.0,0.51365757
LaMarcus Aldridge,2017-12-12,3.0,1.5254862
LaMarcus Aldridge,2017-12-15,0.0,0.9847543
LaMarcus Aldridge,2017-12-16,2.0,0.93273556
LaMarcus Aldridge,2017-12-18,0.0,0.47196856
LeBron James,2017-11-30,3.0,4.4891396
LeBron James,2017-12-02,5.0,3.637796
LeBron James,2017-12-04,2.0,2.9331548
LeBron James,2017-12-06,7.0,4.841333
LeBron James,2017-12-08,3.0,3.5426035
LeBron James,2017-12-09,6.0,4.1093802
LeBron James,2017-12-12,2.0,1.8069744
LeBron James,2017-12-14,5.0,3.7274702
LeBron James,2017-12-16,5.0,4.5784373
LeBron James,2017-12-17,6.0,4.2963114
LeBron James,2017-12-19,7.0,4.43986
Lou Williams,2017-12-11,2.0,2.1462984
Lou Williams,2017-12-13,3.0,3.42591
Lou Williams,2017-12-15,4.0,3.10365
Lou Williams,2017-12-16,7.0,5.294198
Marc Gasol,2017-12-01,2.0,2.0897093
Marc Gasol,2017-12-02,3.0,2.408382
Marc Gasol,2017-12-04,2.0,2.0596077
Marc Gasol,2017-12-06,3.0,3.1322365
Marc Gasol,2017-12-08,3.0,2.8690042
Marc Gasol,2017-12-09,2.0,2.5735078
Marc Gasol,2017-12-11,4.0,2.8889656
Marc Gasol,2017-12-13,3.0,3.640126
Marc Gasol,2017-12-15,8.0,5.2314014
Marc Gasol,2017-12-16,2.0,3.081771
Myles Turner,2017-12-08,0.0,0.9000115
Myles Turner,2017-12-10,0.0,1.1019831
Myles Turner,2017-12-13,0.0,0.48513806
Myles Turner,2017-12-15,1.0,1.0617856
Myles Turner,2017-12-17,4.0,2.2779014
Myles Turner,2017-12-18,1.0,1.3036656
Nikola Jokic,2017-12-15,1.0,1.8158998
Nikola Jokic,2017-12-18,1.0,1.2689852
Nikola Vucevic,2017-12-01,0.0,1.0464306
Nikola Vucevic,2017-12-03,1.0,1.92518
Nikola Vucevic,2017-12-04,2.0,2.1664536
Nikola Vucevic,2017-12-06,2.0,2.7749932
Nikola Vucevic,2017-12-08,4.0,2.4237697
Nikola Vucevic,2017-12-09,2.0,2.1128995
Nikola Vucevic,2017-12-13,2.0,2.0368116
Nikola Vucevic,2017-12-15,3.0,2.32494
Nikola Vucevic,2017-12-17,2.0,1.5853113
Paul George,2017-12-01,2.0,3.8798199
Paul George,2017-12-03,6.0,4.7368336
Paul George,2017-12-05,6.0,4.678805
Paul George,2017-12-11,4.0,3.383613
Paul George,2017-12-13,4.0,2.9053745
Paul George,2017-12-15,2.0,1.9211676
Paul George,2017-12-16,2.0,1.6241052
Paul George,2017-12-18,3.0,2.2114336
Russell Westbrook,2017-12-01,7.0,5.6385093
Russell Westbrook,2017-12-03,7.0,5.8548565
Russell Westbrook,2017-12-05,7.0,5.2620487
Russell Westbrook,2017-12-07,3.0,4.1323986
Russell Westbrook,2017-12-09,3.0,3.92923
Russell Westbrook,2017-12-11,2.0,4.096933
Russell Westbrook,2017-12-13,5.0,3.8748643
Russell Westbrook,2017-12-15,6.0,5.8262925
Russell Westbrook,2017-12-16,4.0,3.9956932
Russell Westbrook,2017-12-18,3.0,4.431872
Spencer Dinwiddie,2017-12-04,0.0,0.88149166
Spencer Dinwiddie,2017-12-14,2.0,1.3977209
Spencer Dinwiddie,2017-12-17,0.0,0.45197165
Stephen Curry,2017-12-03,0.0,1.0412998
Stephen Curry,2017-12-04,2.0,0.85230297
Tyreke Evans,2017-12-08,2.0,1.7786653
Tyreke Evans,2017-12-11,2.0,2.3979182
Tyreke Evans,2017-12-15,1.0,0.8282545
Tyreke Evans,2017-12-16,1.0,1.6225414
Victor Oladipo,2017-12-04,4.0,3.0529437
Victor Oladipo,2017-12-06,5.0,2.7859476
Victor Oladipo,2017-12-08,3.0,2.2327044
Victor Oladipo,2017-12-10,4.0,2.9395208
Victor Oladipo,2017-12-13,4.0,3.064818
Victor Oladipo,2017-12-15,1.0,1.7787248
Victor Oladipo,2017-12-17,2.0,1.8380942
Victor Oladipo,2017-12-18,0.0,2.0015862
Aaron Gordon,2017-12-06,2.0,1.9504449
Aaron Gordon,2017-12-08,1.0,1.4661014
Aaron Gordon,2017-12-15,3.0,2.14182
Al Horford,2017-12-16,3.0,1.5939302
Al Horford,2017-12-18,1.0,0.872443
Al Horford,2017-12-20,1.0,1.0263491
Andre Drummond,2017-12-04,2.0,0.7005226
Andre Drummond,2017-12-06,1.0,1.6306634
Andre Drummond,2017-12-08,3.0,2.0003257
Andre Drummond,2017-12-10,1.0,1.949093
Andre Drummond,2017-12-12,6.0,2.4611292
Andre Drummond,2017-12-14,3.0,1.7023609
Andre Drummond,2017-12-15,1.0,1.7991457
Andre Drummond,2017-12-17,0.0,1.5011778
Andre Drummond,2017-12-20,2.0,2.0707588
Anthony Davis,2017-12-08,2.0,2.2794123
Anthony Davis,2017-12-10,3.0,2.8325465
Anthony Davis,2017-12-13,2.0,1.5816548
Anthony Davis,2017-12-15,3.0,2.3761165
Anthony Davis,2017-12-19,2.0,1.8644938
Ben Simmons,2017-12-04,3.0,4.002683
Ben Simmons,2017-12-07,4.0,4.2390904
Ben Simmons,2017-12-09,7.0,6.0631685
Ben Simmons,2017-12-10,5.0,5.954378
Ben Simmons,2017-12-12,7.0,5.3485575
Ben Simmons,2017-12-15,3.0,4.5155096
Ben Simmons,2017-12-18,3.0,3.6717262
Ben Simmons,2017-12-19,4.0,4.516645
Bradley Beal,2017-12-04,1.0,2.377174
Bradley Beal,2017-12-05,2.0,2.7477283
Bradley Beal,2017-12-07,0.0,0.79397786
Bradley Beal,2017-12-09,1.0,1.7248672
Bradley Beal,2017-12-12,2.0,2.294723
Bradley Beal,2017-12-13,1.0,1.5077981
Bradley Beal,2017-12-15,1.0,1.4262316
Bradley Beal,2017-12-17,1.0,1.2712548
Bradley Beal,2017-12-19,1.0,2.276809
Chris Paul,2017-12-07,2.0,2.4649868
Chris Paul,2017-12-09,3.0,1.875551
Chris Paul,2017-12-11,2.0,2.219792
Chris Paul,2017-12-13,3.0,2.5619273
Chris Paul,2017-12-15,3.0,3.2486708
Chris Paul,2017-12-16,6.0,3.568502
Chris Paul,2017-12-18,2.0,2.2810097
Chris Paul,2017-12-20,3.0,2.7026303
Damian Lillard,2017-12-02,1.0,2.2104855
Damian Lillard,2017-12-05,4.0,2.5392075
Damian Lillard,2017-12-09,5.0,2.6813657
Damian Lillard,2017-12-11,0.0,2.7852283
Damian Lillard,2017-12-13,1.0,3.0365763
Damian Lillard,2017-12-15,4.0,3.2829528
Damian Lillard,2017-12-16,6.0,4.2211776
Damian Lillard,2017-12-18,6.0,3.580697
Damian Lillard,2017-12-20,2.0,3.28966
DeAndre Jordan,2017-12-06,3.0,2.0742273
DeAndre Jordan,2017-12-09,1.0,1.6560788
DeAndre Jordan,2017-12-11,1.0,0.87894535
DeAndre Jordan,2017-12-13,1.0,0.95502084
DeAndre Jordan,2017-12-15,2.0,0.78507257
DeAndre Jordan,2017-12-16,0.0,0.92727053
DeAndre Jordan,2017-12-18,1.0,1.2149004
DeAndre Jordan,2017-12-20,1.0,0.8182548
DeMar DeRozan,2017-12-08,4.0,2.2668238
DeMar DeRozan,2017-12-10,1.0,1.3677267
DeMar DeRozan,2017-12-11,2.0,1.6298602
DeMar DeRozan,2017-12-13,1.0,1.3154906
DeMar DeRozan,2017-12-15,1.0,1.2291077
DeMar DeRozan,2017-12-17,2.0,1.6736122
DeMar DeRozan,2017-12-20,5.0,1.4917983
DeMarcus Cousins,2017-12-02,2.0,4.129237
DeMarcus Cousins,2017-12-04,7.0,3.859492
DeMarcus Cousins,2017-12-06,6.0,5.3753314
DeMarcus Cousins,2017-12-08,8.0,5.1778197
DeMarcus Cousins,2017-12-10,2.0,3.5198038
DeMarcus Cousins,2017-12-11,4.0,5.0343165
DeMarcus Cousins,2017-12-13,9.0,6.424953
DeMarcus Cousins,2017-12-15,9.0,6.798101
DeMarcus Cousins,2017-12-19,2.0,5.8967032
Dennis Schroder,2017-12-12,0.0,0.6706536
Dennis Schroder,2017-12-14,2.0,1.5866609
Dennis Schroder,2017-12-15,3.0,1.9847205
Dennis Schroder,2017-12-18,2.0,1.8612764
Dennis Schroder,2017-12-20,1.0,1.7869794
Draymond Green,2017-12-03,0.0,1.168137
Draymond Green,2017-12-04,2.0,2.1563122
Draymond Green,2017-12-08,2.0,2.1366622
Dwight Howard,2017-12-09,5.0,2.1766055
Dwight Howard,2017-12-11,1.0,1.2986312
Dwight Howard,2017-12-13,4.0,1.8322173
Dwight Howard,2017-12-15,0.0,1.9822091
Dwight Howard,2017-12-16,3.0,2.762054
Dwight Howard,2017-12-18,2.0,2.9165742
Dwight Howard,2017-12-20,2.0,2.2147622
Giannis Antetokounmpo,2017-12-06,6.0,4.7103667
Giannis Antetokounmpo,2017-12-08,4.0,4.0245333
Giannis Antetokounmpo,2017-12-09,2.0,2.7094128
Giannis Antetokounmpo,2017-12-13,2.0,2.1252444
Giannis Antetokounmpo,2017-12-15,1.0,1.803021
Giannis Antetokounmpo,2017-12-16,3.0,2.1325805
Giannis Antetokounmpo,2017-12-19,3.0,2.0891438
James Harden,2017-12-07,3.0,3.844554
James Harden,2017-12-09,2.0,3.1822925
James Harden,2017-12-11,3.0,3.7753358
James Harden,2017-12-13,3.0,3.838069
James Harden,2017-12-15,5.0,4.45216
James Harden,2017-12-16,3.0,3.5319886
James Harden,2017-12-18,5.0,4.316254
James Harden,2017-12-20,6.0,2.871326
Jimmy Butler,2017-12-01,3.0,1.8076911
Jimmy Butler,2017-12-03,1.0,1.7523248
Jimmy Butler,2017-12-04,2.0,1.9344556
Jimmy Butler,2017-12-06,1.0,0.73778844
Jimmy Butler,2017-12-10,1.0,1.7179074
Jimmy Butler,2017-12-12,1.0,1.2949102
Jimmy Butler,2017-12-14,0.0,0.9498702
Jimmy Butler,2017-12-16,1.0,1.3523605
Jimmy Butler,2017-12-18,0.0,1.5304854
Jimmy Butler,2017-12-20,3.0,2.1327446
Joel Embiid,2017-12-04,0.0,1.8816652
Joel Embiid,2017-12-07,4.0,2.3383744
Joel Embiid,2017-12-12,2.0,3.797776
Joel Embiid,2017-12-15,7.0,5.1325397
Karl-Anthony Towns,2017-12-01,2.0,3.4580188
Karl-Anthony Towns,2017-12-03,3.0,2.675765
Karl-Anthony Towns,2017-12-04,0.0,2.1702745
Karl-Anthony Towns,2017-12-06,4.0,2.6340923
Karl-Anthony Towns,2017-12-10,7.0,2.4112926
Karl-Anthony Towns,2017-12-12,1.0,1.2604067
Karl-Anthony Towns,2017-12-14,0.0,0.99080217
Karl-Anthony Towns,2017-12-16,1.0,2.1322744
Karl-Anthony Towns,2017-12-18,4.0,2.6788342
Karl-Anthony Towns,2017-12-20,1.0,3.4001935
Kemba Walker,2017-12-08,1.0,1.2936604
Kemba Walker,2017-12-09,1.0,1.0087239
Kemba Walker,2017-12-11,4.0,2.5396473
Kemba Walker,2017-12-13,1.0,2.0440824
Kemba Walker,2017-12-15,4.0,2.5064645
Kemba Walker,2017-12-16,2.0,1.6795895
Kemba Walker,2017-12-18,2.0,2.149943
Kemba Walker,2017-12-20,2.0,1.5514739
Kevin Durant,2017-12-06,3.0,2.679241
Kevin Durant,2017-12-08,2.0,2.2867446
Kevin Durant,2017-12-11,4.0,3.512045
Kevin Durant,2017-12-14,5.0,3.1651947
Kevin Durant,2017-12-18,2.0,3.1421475
Kevin Durant,2017-12-20,4.0,2.8351438
Kevin Love,2017-12-02,1.0,1.721648
Kevin Love,2017-12-04,0.0,0.5939739
Kevin Love,2017-12-06,2.0,1.7078017
Kevin Love,2017-12-08,0.0,1.3857864
Kevin Love,2017-12-12,2.0,1.3551817
Kevin Love,2017-12-14,2.0,0.58720255
Kevin Love,2017-12-16,0.0,0.6829435
Kevin Love,2017-12-17,1.0,1.35883
Kevin Love,2017-12-19,2.0,2.007894
Khris Middleton,2017-12-19,5.0,3.2796888
Kristaps Porzingis,2017-12-09,2.0,2.007567
Kristaps Porzingis,2017-12-10,2.0,2.4289918
Kristaps Porzingis,2017-12-12,3.0,2.189888
Kristaps Porzingis,2017-12-14,2.0,2.2892745
Kyle Lowry,2017-12-05,4.0,2.9510484
Kyle Lowry,2017-12-08,1.0,2.548188
Kyle Lowry,2017-12-10,2.0,3.2423773
Kyle Lowry,2017-12-11,5.0,2.43531
Kyle Lowry,2017-12-13,0.0,1.3410575
Kyle Lowry,2017-12-15,1.0,0.6793758
Kyle Lowry,2017-12-17,2.0,1.2980082
Kyle Lowry,2017-12-20,3.0,2.1610842
Kyrie Irving,2017-12-02,3.0,1.781641
Kyrie Irving,2017-12-04,3.0,2.8053493
Kyrie Irving,2017-12-06,4.0,2.4320025
Kyrie Irving,2017-12-08,1.0,1.7208138
Kyrie Irving,2017-12-10,2.0,1.7108936
Kyrie Irving,2017-12-13,3.0,2.1817145
Kyrie Irving,2017-12-15,2.0,2.6345258
Kyrie Irving,2017-12-16,3.0,2.3787766
Kyrie Irving,2017-12-18,3.0,3.0184822
Kyrie Irving,2017-12-20,3.0,2.904549
LaMarcus Aldridge,2017-12-04,3.0,2.1716897
LaMarcus Aldridge,2017-12-06,1.0,1.2904712
LaMarcus Aldridge,2017-12-08,2.0,1.1954743
LaMarcus Aldridge,2017-12-09,0.0,0.043960307
LaMarcus Aldridge,2017-12-12,3.0,1.3327323
LaMarcus Aldridge,2017-12-15,0.0,0.5285777
LaMarcus Aldridge,2017-12-16,2.0,0.90684646
LaMarcus Aldridge,2017-12-18,0.0,0.4961782
LaMarcus Aldridge,2017-12-20,5.0,1.2057288
LeBron James,2017-12-02,5.0,2.3592846
LeBron James,2017-12-04,2.0,2.9334154
LeBron James,2017-12-06,7.0,4.297885
LeBron James,2017-12-08,3.0,3.7504888
LeBron James,2017-12-09,6.0,4.8857245
LeBron James,2017-12-12,2.0,3.189617
LeBron James,2017-12-14,5.0,4.4758797
LeBron James,2017-12-16,5.0,4.1927943
LeBron James,2017-12-17,6.0,4.891541
LeBron James,2017-12-19,7.0,5.052051
Lou Williams,2017-12-11,2.0,1.9163886
Lou Williams,2017-12-13,3.0,2.5417287
Lou Williams,2017-12-15,4.0,3.4195538
Lou Williams,2017-12-16,7.0,5.265661
Lou Williams,2017-12-20,2.0,5.0034122
Marc Gasol,2017-12-02,3.0,3.6114645
Marc Gasol,2017-12-04,2.0,3.6230555
Marc Gasol,2017-12-06,3.0,4.322364
Marc Gasol,2017-12-08,3.0,3.8254218
Marc Gasol,2017-12-09,2.0,3.1017108
Marc Gasol,2017-12-11,4.0,3.9775193
Marc Gasol,2017-12-13,3.0,4.085929
Marc Gasol,2017-12-15,8.0,5.8433504
Marc Gasol,2017-12-16,2.0,3.7104497
Marc Gasol,2017-12-20,3.0,5.6960344
Myles Turner,2017-12-10,0.0,0.53622097
Myles Turner,2017-12-13,0.0,0.8144697
Myles Turner,2017-12-15,1.0,1.4008367
Myles Turner,2017-12-17,4.0,1.4890809
Myles Turner,2017-12-18,1.0,0.96340233
Myles Turner,2017-12-20,2.0,0.57383543
Nikola Jokic,2017-12-18,1.0,1.1293422
Nikola Jokic,2017-12-20,10.0,0.51213884
Nikola Vucevic,2017-12-03,1.0,1.9419494
Nikola Vucevic,2017-12-04,2.0,1.9210489
Nikola Vucevic,2017-12-06,2.0,2.3569653
Nikola Vucevic,2017-12-08,4.0,2.7784
Nikola Vucevic,2017-12-09,2.0,2.4164188
Nikola Vucevic,2017-12-13,2.0,1.9634202
Nikola Vucevic,2017-12-15,3.0,2.2073581
Nikola Vucevic,2017-12-17,2.0,1.54984
Nikola Vucevic,2017-12-20,2.0,2.1149466
Paul George,2017-12-03,6.0,4.3647695
Paul George,2017-12-05,6.0,4.4006705
Paul George,2017-12-11,4.0,2.8643823
Paul George,2017-12-13,4.0,2.342898
Paul George,2017-12-15,2.0,1.3680716
Paul George,2017-12-16,2.0,1.7622048
Paul George,2017-12-18,3.0,2.4613793
Paul George,2017-12-20,2.0,2.951484
Russell Westbrook,2017-12-03,7.0,5.766105
Russell Westbrook,2017-12-05,7.0,5.2200594
Russell Westbrook,2017-12-07,3.0,3.93199
Russell Westbrook,2017-12-09,3.0,4.670362
Russell Westbrook,2017-12-11,2.0,3.4156225
Russell Westbrook,2017-12-13,5.0,4.14648
Russell Westbrook,2017-12-15,6.0,5.076662
Russell Westbrook,2017-12-16,4.0,4.373226
Russell Westbrook,2017-12-18,3.0,3.7369177
Russell Westbrook,2017-12-20,1.0,4.3394156
Spencer Dinwiddie,2017-12-04,0.0,0.77380604
Spencer Dinwiddie,2017-12-14,2.0,1.5207893
Spencer Dinwiddie,2017-12-17,0.0,0.424832
Stephen Curry,2017-12-03,0.0,0.41874012
Stephen Curry,2017-12-04,2.0,1.6793516
Tyreke Evans,2017-12-11,2.0,1.4672133
Tyreke Evans,2017-12-15,1.0,0.74265975
Tyreke Evans,2017-12-16,1.0,1.7152743
Tyreke Evans,2017-12-20,2.0,2.0055585
Victor Oladipo,2017-12-06,5.0,2.7932467
Victor Oladipo,2017-12-08,3.0,1.7044252
Victor Oladipo,2017-12-10,4.0,2.853979
Victor Oladipo,2017-12-13,4.0,2.7960405
Victor Oladipo,2017-12-15,1.0,1.8845814
Victor Oladipo,2017-12-17,2.0,1.4364367
Victor Oladipo,2017-12-18,0.0,0.85979134
Victor Oladipo,2017-12-20,2.0,0.5252303
Aaron Gordon,2017-12-06,2.0,1.586555
Aaron Gordon,2017-12-08,1.0,1.5122645
Aaron Gordon,2017-12-15,3.0,2.2303548
Al Horford,2017-12-16,3.0,2.1384473
Al Horford,2017-12-18,1.0,1.3500893
Al Horford,2017-12-20,1.0,1.3689603
Al Horford,2017-12-21,2.0,1.346275
Andre Drummond,2017-12-04,2.0,1.5001098
Andre Drummond,2017-12-06,1.0,2.4539204
Andre Drummond,2017-12-08,3.0,2.1451354
Andre Drummond,2017-12-10,1.0,3.023798
Andre Drummond,2017-12-12,6.0,3.0145419
Andre Drummond,2017-12-14,3.0,2.2525268
Andre Drummond,2017-12-15,1.0,2.4735272
Andre Drummond,2017-12-17,0.0,2.2952874
Andre Drummond,2017-12-20,2.0,2.698907
Anthony Davis,2017-12-08,2.0,3.171373
Anthony Davis,2017-12-10,3.0,3.3101263
Anthony Davis,2017-12-13,2.0,2.5082865
Anthony Davis,2017-12-15,3.0,3.3134098
Anthony Davis,2017-12-19,2.0,3.783994
Ben Simmons,2017-12-04,3.0,4.8118668
Ben Simmons,2017-12-07,4.0,4.7572737
Ben Simmons,2017-12-09,7.0,5.655389
Ben Simmons,2017-12-10,5.0,5.3375273
Ben Simmons,2017-12-12,7.0,5.08778
Ben Simmons,2017-12-15,3.0,4.3873973
Ben Simmons,2017-12-18,3.0,4.0366755
Ben Simmons,2017-12-19,4.0,4.420458
Ben Simmons,2017-12-21,7.0,4.0108724
Bradley Beal,2017-12-04,1.0,3.7536929
Bradley Beal,2017-12-05,2.0,3.6880393
