player_name,game_date,reb,reb_pred
Ben Simmons,2017-11-15,9.0,7.6547995
Ben Simmons,2017-11-18,8.0,7.8164673
Ben Simmons,2017-11-20,10.0,7.3623667
Ben Simmons,2017-11-22,8.0,7.408649
Ben Simmons,2017-11-27,8.0,7.2138734
Ben Simmons,2017-11-29,18.0,8.000742
Blake Griffin,2017-11-13,6.0,6.616401
Blake Griffin,2017-11-17,12.0,7.6912336
Blake Griffin,2017-11-18,8.0,7.343741
Blake Griffin,2017-11-20,4.0,7.0508137
Blake Griffin,2017-11-22,10.0,7.2425036
Blake Griffin,2017-11-25,4.0,7.5581865
Blake Griffin,2017-11-27,11.0,7.6970015
Bradley Beal,2017-11-13,7.0,4.9590225
Bradley Beal,2017-11-15,7.0,5.041462
Bradley Beal,2017-11-17,10.0,4.785204
Bradley Beal,2017-11-19,4.0,5.385784
Bradley Beal,2017-11-20,0.0,5.028143
Bradley Beal,2017-11-22,4.0,4.1747503
Bradley Beal,2017-11-25,1.0,4.496063
Bradley Beal,2017-11-28,2.0,4.546584
Bradley Beal,2017-11-29,4.0,4.921176
Chris Paul,2017-11-29,6.0,3.6272078
Damian Lillard,2017-11-13,5.0,5.434452
Damian Lillard,2017-11-15,11.0,5.897305
Damian Lillard,2017-11-17,1.0,5.799778
Damian Lillard,2017-11-18,2.0,5.446956
Damian Lillard,2017-11-20,3.0,5.1831007
Damian Lillard,2017-11-22,3.0,5.2827177
Damian Lillard,2017-11-24,4.0,5.912472
Damian Lillard,2017-11-25,6.0,5.512774
Damian Lillard,2017-11-27,1.0,4.9755116
DeAndre Jordan,2017-11-20,9.0,12.508802
DeAndre Jordan,2017-11-22,16.0,13.006888
DeAndre Jordan,2017-11-25,16.0,12.104975
DeAndre Jordan,2017-11-27,9.0,12.073116
DeMar DeRozan,2017-11-12,3.0,4.1145315
DeMar DeRozan,2017-11-14,6.0,4.792788
DeMar DeRozan,2017-11-15,9.0,4.63202
DeMar DeRozan,2017-11-17,6.0,4.495598
DeMar DeRozan,2017-11-19,8.0,4.757888
DeMar DeRozan,2017-11-22,6.0,5.008705
DeMar DeRozan,2017-11-24,3.0,4.1466713
DeMar DeRozan,2017-11-25,2.0,4.761445
DeMarcus Cousins,2017-11-11,15.0,13.188868
DeMarcus Cousins,2017-11-13,16.0,13.05377
DeMarcus Cousins,2017-11-15,9.0,13.08519
DeMarcus Cousins,2017-11-17,6.0,13.896759
DeMarcus Cousins,2017-11-20,9.0,13.567511
DeMarcus Cousins,2017-11-22,15.0,13.414362
DeMarcus Cousins,2017-11-24,10.0,12.798715
DeMarcus Cousins,2017-11-25,7.0,12.894297
DeMarcus Cousins,2017-11-29,10.0,13.312162
Dennis Schroder,2017-11-11,7.0,4.3759804
Devin Booker,2017-11-17,3.0,2.4964023
Devin Booker,2017-11-19,1.0,2.2282193
Draymond Green,2017-11-13,4.0,8.290938
Draymond Green,2017-11-16,8.0,8.0437
Draymond Green,2017-11-18,7.0,8.218635
Draymond Green,2017-11-19,7.0,8.017811
Draymond Green,2017-11-22,4.0,8.525644
Draymond Green,2017-11-25,7.0,8.500861
Draymond Green,2017-11-27,4.0,8.2518635
Draymond Green,2017-11-29,11.0,8.568567
Dwight Howard,2017-11-20,20.0,12.403125
Dwight Howard,2017-11-22,13.0,12.493803
Dwight Howard,2017-11-24,13.0,11.925943
Dwight Howard,2017-11-25,11.0,12.158726
Giannis Antetokounmpo,2017-11-11,15.0,9.890739
Giannis Antetokounmpo,2017-11-13,9.0,9.785088
Giannis Antetokounmpo,2017-11-15,6.0,10.178459
Giannis Antetokounmpo,2017-11-18,17.0,10.657593
Giannis Antetokounmpo,2017-11-20,8.0,10.2776785
Giannis Antetokounmpo,2017-11-25,13.0,10.407886
Giannis Antetokounmpo,2017-11-28,5.0,10.135891
Hassan Whiteside,2017-11-10,19.999998,11.56959
Hassan Whiteside,2017-11-12,12.0,11.234265
Hassan Whiteside,2017-11-15,21.0,12.026625
Hassan Whiteside,2017-11-17,16.0,12.521557
Hassan Whiteside,2017-11-19,7.0,11.842827
Hassan Whiteside,2017-11-22,10.0,12.022879
Hassan Whiteside,2017-11-24,10.0,11.559166
Hassan Whiteside,2017-11-26,9.0,11.477774
Hassan Whiteside,2017-11-28,14.0,11.58826
James Harden,2017-11-12,5.0,6.278351
James Harden,2017-11-14,6.0,6.2332187
James Harden,2017-11-16,2.0,5.682652
James Harden,2017-11-18,5.0,5.9716797
James Harden,2017-11-22,8.0,6.1402297
James Harden,2017-11-25,2.0,5.720874
James Harden,2017-11-27,10.0,6.8755145
James Harden,2017-11-29,8.0,6.3341236
Jimmy Butler,2017-11-17,8.0,6.3833847
Jimmy Butler,2017-11-19,10.0,6.159188
Jimmy Butler,2017-11-20,7.0,6.2780437
Jimmy Butler,2017-11-22,3.0,5.971172
Jimmy Butler,2017-11-24,6.0,6.035874
Jimmy Butler,2017-11-26,4.0,5.7651205
Jimmy Butler,2017-11-28,7.0,5.9234114
Jimmy Butler,2017-11-29,4.0,6.4198003
Joel Embiid,2017-11-15,15.0,11.220968
Joel Embiid,2017-11-18,8.0,11.1423025
Joel Embiid,2017-11-20,11.0,10.598276
Joel Embiid,2017-11-22,12.0,11.481391
Joel Embiid,2017-11-25,14.0,12.020655
Joel Embiid,2017-11-27,11.0,11.12996
Joel Embiid,2017-11-29,14.0,11.580455
John Wall,2017-11-13,2.0,4.4546328
John Wall,2017-11-15,4.0,4.2404604
John Wall,2017-11-17,3.0,4.0044537
John Wall,2017-11-20,1.0,4.0003076
John Wall,2017-11-22,1.0,4.3834386
Jusuf Nurkic,2017-11-17,7.0,6.5437336
Jusuf Nurkic,2017-11-18,7.0,6.4224315
Karl-Anthony Towns,2017-11-13,13.0,10.517416
Karl-Anthony Towns,2017-11-15,16.0,10.590903
Karl-Anthony Towns,2017-11-17,11.0,9.851164
Karl-Anthony Towns,2017-11-19,9.0,10.290482
Karl-Anthony Towns,2017-11-20,12.0,10.87116
Karl-Anthony Towns,2017-11-22,13.0,10.94504
Karl-Anthony Towns,2017-11-24,11.0,10.69516
Karl-Anthony Towns,2017-11-26,12.0,11.092359
Karl-Anthony Towns,2017-11-28,17.0,10.571063
Karl-Anthony Towns,2017-11-29,10.0,10.427413
Kemba Walker,2017-11-17,6.0,3.377022
Kemba Walker,2017-11-18,2.0,2.3690536
Kemba Walker,2017-11-20,4.0,2.6176465
Kemba Walker,2017-11-22,5.0,2.5890384
Kemba Walker,2017-11-24,6.0,2.8055327
Kemba Walker,2017-11-25,3.0,2.879301
Kevin Durant,2017-11-16,3.0,5.4501877
Kevin Durant,2017-11-18,4.0,5.5854473
Kevin Durant,2017-11-22,5.0,5.3619533
Kevin Durant,2017-11-29,7.0,5.4038663
Kevin Love,2017-11-22,10.0,7.639857
Kevin Love,2017-11-24,13.0,8.104545
Kevin Love,2017-11-27,3.0,7.6696234
Kevin Love,2017-11-28,9.0,8.263691
Kristaps Porzingis,2017-11-13,7.0,7.6863346
Kristaps Porzingis,2017-11-15,8.0,7.806554
Kristaps Porzingis,2017-11-17,4.0,7.6666937
Kristaps Porzingis,2017-11-20,7.0,8.093618
Kristaps Porzingis,2017-11-22,12.0,8.020596
Kristaps Porzingis,2017-11-24,4.0,7.986342
Kristaps Porzingis,2017-11-27,7.0,7.512401
Kristaps Porzingis,2017-11-29,0.0,7.600403
Kyle Lowry,2017-11-17,7.9999995,6.8662653
Kyle Lowry,2017-11-19,5.0,6.1285706
Kyle Lowry,2017-11-22,10.0,6.431083
Kyle Lowry,2017-11-24,10.0,6.511261
Kyle Lowry,2017-11-25,13.0,6.736744
Kyle Lowry,2017-11-29,5.0,5.927498
Kyrie Irving,2017-11-10,0.0,2.6949391
Kyrie Irving,2017-11-14,3.0,2.785038
Kyrie Irving,2017-11-16,5.0,2.7608879
Kyrie Irving,2017-11-18,4.0,2.8288774
Kyrie Irving,2017-11-20,3.0,2.5660744
Kyrie Irving,2017-11-22,1.0,2.6515567
Kyrie Irving,2017-11-24,4.0,2.9297798
Kyrie Irving,2017-11-25,4.0,3.1077218
Kyrie Irving,2017-11-27,4.0,3.0142708
LaMarcus Aldridge,2017-11-11,7.0,7.612562
LaMarcus Aldridge,2017-11-14,5.0,7.659837
LaMarcus Aldridge,2017-11-15,10.0,7.439807
LaMarcus Aldridge,2017-11-17,9.0,7.939628
LaMarcus Aldridge,2017-11-20,11.0,7.989649
LaMarcus Aldridge,2017-11-22,4.0,7.706046
LaMarcus Aldridge,2017-11-25,7.0,7.7236857
LaMarcus Aldridge,2017-11-27,10.0,7.7889214
LaMarcus Aldridge,2017-11-29,6.0,7.3537
LeBron James,2017-11-11,11.0,8.74307
LeBron James,2017-11-13,9.0,8.19805
LeBron James,2017-11-15,6.0,8.61672
LeBron James,2017-11-17,14.0,9.092777
LeBron James,2017-11-20,2.0,8.429862
LeBron James,2017-11-22,6.0,7.8380375
LeBron James,2017-11-24,16.0,8.610999
LeBron James,2017-11-27,14.0,8.388519
LeBron James,2017-11-28,12.0,8.891364
Marc Gasol,2017-11-15,13.0,8.880059
Marc Gasol,2017-11-18,9.0,8.898637
Marc Gasol,2017-11-20,12.0,8.498804
Marc Gasol,2017-11-22,10.0,8.883096
Marc Gasol,2017-11-24,6.0,8.797911
Marc Gasol,2017-11-26,5.0,8.750121
Marc Gasol,2017-11-29,6.0,8.738326
Myles Turner,2017-11-15,5.0,6.9287996
Myles Turner,2017-11-17,5.0,7.0267677
Myles Turner,2017-11-19,7.0,6.5802884
Myles Turner,2017-11-20,5.0,6.810532
Myles Turner,2017-11-24,10.0,6.9268303
Myles Turner,2017-11-25,6.0,6.768152
Myles Turner,2017-11-27,4.0,6.83732
Nikola Jokic,2017-11-11,17.0,11.255592
Nikola Jokic,2017-11-13,7.0,11.378736
Nikola Jokic,2017-11-17,11.0,11.405944
Nikola Jokic,2017-11-19,6.0,11.205942
Nikola Jokic,2017-11-20,14.0,11.62801
Nikola Jokic,2017-11-22,6.0,11.11582
Nikola Jokic,2017-11-24,12.999999,11.502798
Nikola Jokic,2017-11-28,6.0,11.077249
Nikola Vucevic,2017-11-13,5.0,7.845216
Nikola Vucevic,2017-11-15,10.0,7.563902
Nikola Vucevic,2017-11-18,2.0,6.9972997
Nikola Vucevic,2017-11-20,13.0,8.044134
Nikola Vucevic,2017-11-22,14.0,8.298857
Nikola Vucevic,2017-11-24,11.0,7.365093
Nikola Vucevic,2017-11-27,12.0,7.1453094
Nikola Vucevic,2017-11-29,7.0,6.8162003
Paul George,2017-11-10,9.0,6.2264547
Paul George,2017-11-12,8.0,5.7500563
Paul George,2017-11-15,5.0,5.8103905
Paul George,2017-11-17,7.0,6.0598187
Paul George,2017-11-20,5.0,5.960356
Paul George,2017-11-22,11.0,5.8789268
Paul George,2017-11-24,2.0,6.0041137
Paul George,2017-11-25,6.0,6.2470417
Paul George,2017-11-29,5.0,6.2743564
Russell Westbrook,2017-11-10,3.0,8.794795
Russell Westbrook,2017-11-12,6.0,9.429995
Russell Westbrook,2017-11-15,5.0,8.623794
Russell Westbrook,2017-11-17,9.0,8.67209
Russell Westbrook,2017-11-20,16.0,9.286396
Russell Westbrook,2017-11-22,10.0,9.726637
Russell Westbrook,2017-11-24,11.0,9.110939
Russell Westbrook,2017-11-25,12.0,9.316096
Russell Westbrook,2017-11-29,11.0,9.518324
Stephen Curry,2017-11-16,6.0,5.1590405
Stephen Curry,2017-11-18,5.0,6.1210437
Stephen Curry,2017-11-19,11.0,5.507571
Stephen Curry,2017-11-22,5.0,5.808377
Stephen Curry,2017-11-24,7.0,5.3177342
Stephen Curry,2017-11-25,4.0,5.402457
Stephen Curry,2017-11-29,5.0,5.606062
Victor Oladipo,2017-11-17,15.0,7.7286425
Victor Oladipo,2017-11-19,4.0,7.353487
Victor Oladipo,2017-11-20,9.000001,7.171067
Victor Oladipo,2017-11-24,1.0,7.189831
Victor Oladipo,2017-11-27,6.0,7.308237
Victor Oladipo,2017-11-29,3.0,8.132348
Aaron Gordon,2017-11-11,3.0,8.122147
Aaron Gordon,2017-11-20,12.0,7.587609
Aaron Gordon,2017-11-22,9.0,8.933295
Aaron Gordon,2017-11-29,15.0,8.129019
Andre Drummond,2017-11-15,17.0,14.3128605
Andre Drummond,2017-11-17,15.0,13.5370655
Andre Drummond,2017-11-19,16.0,14.86845
Andre Drummond,2017-11-20,8.0,13.1678505
Andre Drummond,2017-11-24,14.0,14.337286
Andre Drummond,2017-11-27,22.0,13.859903
Andre Drummond,2017-11-29,7.0,12.2401285
Anthony Davis,2017-11-11,10.0,8.533849
Anthony Davis,2017-11-13,10.0,9.105152
Anthony Davis,2017-11-15,5.0,9.700488
Anthony Davis,2017-11-17,5.0,10.197931
Anthony Davis,2017-11-20,15.0,10.3250675
Anthony Davis,2017-11-22,11.0,10.925113
Anthony Davis,2017-11-24,9.0,10.702584
Anthony Davis,2017-11-25,15.0,10.891065
Anthony Davis,2017-11-29,5.0,10.501516
Ben Simmons,2017-11-13,12.0,9.539832
Ben Simmons,2017-11-15,9.0,9.99577
Ben Simmons,2017-11-18,8.0,8.350688
Ben Simmons,2017-11-20,10.0,8.927606
Ben Simmons,2017-11-22,8.0,8.90633
Ben Simmons,2017-11-27,8.0,8.9284725
Ben Simmons,2017-11-29,18.0,12.00793
Ben Simmons,2017-11-30,6.0,11.76259
Blake Griffin,2017-11-13,6.0,7.136138
Blake Griffin,2017-11-17,12.0,9.042117
Blake Griffin,2017-11-18,8.0,8.44423
Blake Griffin,2017-11-20,4.0,7.8042636
Blake Griffin,2017-11-22,10.0,6.8447933
Blake Griffin,2017-11-25,4.0,7.596668
Blake Griffin,2017-11-27,11.0,7.898877
Bradley Beal,2017-11-13,7.0,5.6677017
Bradley Beal,2017-11-15,7.0,6.1291842
Bradley Beal,2017-11-17,10.0,6.344237
Bradley Beal,2017-11-19,4.0,5.722921
Bradley Beal,2017-11-20,0.0,5.1201477
Bradley Beal,2017-11-22,4.0,3.222346
Bradley Beal,2017-11-25,1.0,3.3846207
Bradley Beal,2017-11-28,2.0,3.7142491
Bradley Beal,2017-11-29,4.0,4.2623034
Chris Paul,2017-11-29,6.0,4.3324947
Damian Lillard,2017-11-13,5.0,5.115027
Damian Lillard,2017-11-15,11.0,6.3004866
Damian Lillard,2017-11-17,1.0,5.833315
Damian Lillard,2017-11-18,2.0,5.0721893
Damian Lillard,2017-11-20,3.0,4.6933074
Damian Lillard,2017-11-22,3.0,5.0231705
Damian Lillard,2017-11-24,4.0,4.42444
Damian Lillard,2017-11-25,6.0,4.6356387
Damian Lillard,2017-11-27,1.0,5.3080564
Damian Lillard,2017-11-30,7.0000005,5.6829934
DeAndre Jordan,2017-11-20,9.0,12.683315
DeAndre Jordan,2017-11-22,16.0,12.42271
DeAndre Jordan,2017-11-25,16.0,13.253468
DeAndre Jordan,2017-11-27,9.0,11.187014
DeMar DeRozan,2017-11-12,3.0,4.546048
DeMar DeRozan,2017-11-14,6.0,5.416747
DeMar DeRozan,2017-11-15,9.0,5.172543
DeMar DeRozan,2017-11-17,6.0,4.876524
DeMar DeRozan,2017-11-19,8.0,4.557314
DeMar DeRozan,2017-11-22,6.0,4.555254
DeMar DeRozan,2017-11-24,3.0,4.184468
DeMar DeRozan,2017-11-25,2.0,4.4326353
DeMarcus Cousins,2017-11-11,15.0,11.925604
DeMarcus Cousins,2017-11-13,16.0,10.805525
DeMarcus Cousins,2017-11-15,9.0,11.000708
DeMarcus Cousins,2017-11-17,6.0,12.02042
DeMarcus Cousins,2017-11-20,9.0,12.222908
DeMarcus Cousins,2017-11-22,15.0,12.502917
DeMarcus Cousins,2017-11-24,10.0,12.459646
DeMarcus Cousins,2017-11-25,7.0,12.96364
DeMarcus Cousins,2017-11-29,10.0,11.339766
Dennis Schroder,2017-11-11,7.0,4.5629196
Devin Booker,2017-11-17,3.0,2.3849046
Devin Booker,2017-11-19,1.0,2.2060442
Draymond Green,2017-11-13,4.0,7.13822
Draymond Green,2017-11-16,8.0,6.5835342
Draymond Green,2017-11-18,7.0,7.3579407
Draymond Green,2017-11-19,7.0,7.052688
Draymond Green,2017-11-22,4.0,6.7376304
Draymond Green,2017-11-25,7.0,7.0261908
Draymond Green,2017-11-27,4.0,6.6870847
Draymond Green,2017-11-29,11.0,7.616783
Dwight Howard,2017-11-20,20.0,14.530975
Dwight Howard,2017-11-22,13.0,12.190187
Dwight Howard,2017-11-24,13.0,12.265511
Dwight Howard,2017-11-25,11.0,12.518232
Giannis Antetokounmpo,2017-11-13,9.0,9.075913
Giannis Antetokounmpo,2017-11-15,6.0,11.148828
Giannis Antetokounmpo,2017-11-18,17.0,11.325795
Giannis Antetokounmpo,2017-11-20,8.0,11.034346
Giannis Antetokounmpo,2017-11-25,13.0,11.958904
Giannis Antetokounmpo,2017-11-28,5.0,9.098179
Giannis Antetokounmpo,2017-11-30,9.0,9.871587
Hassan Whiteside,2017-11-10,19.999998,12.038664
Hassan Whiteside,2017-11-12,12.0,12.975738
Hassan Whiteside,2017-11-15,21.0,14.708313
Hassan Whiteside,2017-11-17,16.0,13.471488
Hassan Whiteside,2017-11-19,7.0,11.84596
Hassan Whiteside,2017-11-22,10.0,11.4897995
Hassan Whiteside,2017-11-24,10.0,10.273403
Hassan Whiteside,2017-11-26,9.0,11.31543
Hassan Whiteside,2017-11-28,14.0,14.203021
James Harden,2017-11-12,5.0,6.674358
James Harden,2017-11-14,6.0,6.078931
James Harden,2017-11-16,2.0,6.7912827
James Harden,2017-11-18,5.0,6.256016
James Harden,2017-11-22,8.0,7.2029076
James Harden,2017-11-25,2.0,6.7768545
James Harden,2017-11-27,10.0,6.2545686
James Harden,2017-11-29,8.0,7.3055205
Jimmy Butler,2017-11-17,8.0,6.667966
Jimmy Butler,2017-11-19,10.0,7.160323
Jimmy Butler,2017-11-20,7.0,6.5200167
Jimmy Butler,2017-11-22,3.0,6.2895966
Jimmy Butler,2017-11-24,6.0,5.6704903
Jimmy Butler,2017-11-26,4.0,5.9644637
Jimmy Butler,2017-11-28,7.0,6.6610055
Jimmy Butler,2017-11-29,4.0,5.8975034
Joel Embiid,2017-11-15,15.0,12.283815
Joel Embiid,2017-11-18,8.0,11.10495
Joel Embiid,2017-11-20,11.0,10.606335
Joel Embiid,2017-11-22,12.0,11.552768
Joel Embiid,2017-11-25,14.0,11.974576
Joel Embiid,2017-11-27,11.0,11.179612
Joel Embiid,2017-11-29,14.0,12.070076
John Wall,2017-11-13,2.0,3.8681598
John Wall,2017-11-15,4.0,4.395074
John Wall,2017-11-17,3.0,4.01697
John Wall,2017-11-20,1.0,3.55961
John Wall,2017-11-22,1.0,4.120722
Jusuf Nurkic,2017-11-17,7.0,6.4075413
Jusuf Nurkic,2017-11-18,7.0,6.7762985
Karl-Anthony Towns,2017-11-13,13.0,10.984269
Karl-Anthony Towns,2017-11-15,16.0,12.006693
Karl-Anthony Towns,2017-11-17,11.0,10.2600155
Karl-Anthony Towns,2017-11-19,9.0,10.664928
Karl-Anthony Towns,2017-11-20,12.0,10.468132
Karl-Anthony Towns,2017-11-22,13.0,10.7151375
Karl-Anthony Towns,2017-11-24,11.0,10.299463
Karl-Anthony Towns,2017-11-26,12.0,10.669241
Karl-Anthony Towns,2017-11-28,17.0,11.0065155
Karl-Anthony Towns,2017-11-29,10.0,9.863768
Kemba Walker,2017-11-17,6.0,3.3339162
Kemba Walker,2017-11-18,2.0,2.855195
Kemba Walker,2017-11-20,4.0,2.9933722
Kemba Walker,2017-11-22,5.0,2.9512148
Kemba Walker,2017-11-24,6.0,2.8649473
Kemba Walker,2017-11-25,3.0,2.9475164
Kevin Durant,2017-11-16,3.0,5.4026103
Kevin Durant,2017-11-18,4.0,5.578043
Kevin Durant,2017-11-22,5.0,5.264908
Kevin Durant,2017-11-29,7.0,5.6482153
Kevin Love,2017-11-22,10.0,8.8609085
Kevin Love,2017-11-24,13.0,8.022734
Kevin Love,2017-11-27,3.0,7.1560807
Kevin Love,2017-11-28,9.0,7.302716
Kevin Love,2017-11-30,15.999999,7.4203835
Kristaps Porzingis,2017-11-13,7.0,5.9862194
Kristaps Porzingis,2017-11-15,8.0,6.256757
Kristaps Porzingis,2017-11-17,4.0,5.9735065
Kristaps Porzingis,2017-11-20,7.0,6.813053
Kristaps Porzingis,2017-11-22,12.0,6.0138845
Kristaps Porzingis,2017-11-24,4.0,6.545816
Kristaps Porzingis,2017-11-27,7.0,5.4583416
Kristaps Porzingis,2017-11-29,0.0,5.3264847
Kyle Lowry,2017-11-17,7.9999995,7.0376472
Kyle Lowry,2017-11-19,5.0,7.159588
Kyle Lowry,2017-11-22,10.0,6.304749
Kyle Lowry,2017-11-24,10.0,7.8544455
Kyle Lowry,2017-11-25,13.0,7.3808775
Kyle Lowry,2017-11-29,5.0,6.480402
Kyrie Irving,2017-11-10,0.0,2.3831513
Kyrie Irving,2017-11-14,3.0,2.815549
Kyrie Irving,2017-11-16,5.0,3.6224203
Kyrie Irving,2017-11-18,4.0,3.3355758
Kyrie Irving,2017-11-20,3.0,2.954861
Kyrie Irving,2017-11-22,1.0,2.4861856
Kyrie Irving,2017-11-24,4.0,3.0748405
Kyrie Irving,2017-11-25,4.0,3.0069788
Kyrie Irving,2017-11-27,4.0,3.08995
Kyrie Irving,2017-11-30,4.0,2.8740568
LaMarcus Aldridge,2017-11-11,7.0,7.1326227
LaMarcus Aldridge,2017-11-14,5.0,6.687975
LaMarcus Aldridge,2017-11-15,10.0,7.91095
LaMarcus Aldridge,2017-11-17,9.0,7.672839
LaMarcus Aldridge,2017-11-20,11.0,8.941212
LaMarcus Aldridge,2017-11-22,4.0,8.425423
LaMarcus Aldridge,2017-11-25,7.0,7.8561525
LaMarcus Aldridge,2017-11-27,10.0,8.177281
LaMarcus Aldridge,2017-11-29,6.0,7.879454
LeBron James,2017-11-11,11.0,8.670216
LeBron James,2017-11-13,9.0,7.586104
LeBron James,2017-11-15,6.0,9.063026
LeBron James,2017-11-17,14.0,9.407056
LeBron James,2017-11-20,2.0,8.334812
LeBron James,2017-11-22,6.0,7.9500837
LeBron James,2017-11-24,16.0,9.766551
LeBron James,2017-11-27,14.0,9.324516
LeBron James,2017-11-28,12.0,9.945471
LeBron James,2017-11-30,6.0,9.689843
Marc Gasol,2017-11-15,13.0,9.804186
Marc Gasol,2017-11-18,9.0,9.770964
Marc Gasol,2017-11-20,12.0,9.176809
Marc Gasol,2017-11-22,10.0,9.326072
Marc Gasol,2017-11-24,6.0,8.633705
Marc Gasol,2017-11-26,5.0,7.9719043
Marc Gasol,2017-11-29,6.0,8.235738
Myles Turner,2017-11-15,5.0,6.634967
Myles Turner,2017-11-17,5.0,6.1591573
Myles Turner,2017-11-19,7.0,6.465707
Myles Turner,2017-11-20,5.0,7.023744
Myles Turner,2017-11-24,10.0,7.21163
Myles Turner,2017-11-25,6.0,7.2235723
Myles Turner,2017-11-27,4.0,6.6260977
Nikola Jokic,2017-11-11,17.0,10.890775
Nikola Jokic,2017-11-13,7.0,11.267353
Nikola Jokic,2017-11-17,11.0,11.218752
Nikola Jokic,2017-11-19,6.0,10.071676
Nikola Jokic,2017-11-20,14.0,11.783964
Nikola Jokic,2017-11-22,6.0,9.606935
Nikola Jokic,2017-11-24,12.999999,10.680144
Nikola Jokic,2017-11-28,6.0,10.488714
Nikola Jokic,2017-11-30,3.9999998,10.623025
Nikola Vucevic,2017-11-13,5.0,6.7240634
Nikola Vucevic,2017-11-15,10.0,6.839595
Nikola Vucevic,2017-11-18,2.0,6.1321006
Nikola Vucevic,2017-11-20,13.0,8.343034
Nikola Vucevic,2017-11-22,14.0,9.276371
Nikola Vucevic,2017-11-24,11.0,7.96028
Nikola Vucevic,2017-11-27,12.0,7.707301
Nikola Vucevic,2017-11-29,7.0,6.5761857
Paul George,2017-11-12,8.0,6.8653636
Paul George,2017-11-15,5.0,6.7191944
Paul George,2017-11-17,7.0,6.5427217
Paul George,2017-11-20,5.0,6.4327164
Paul George,2017-11-22,11.0,5.3440776
Paul George,2017-11-24,2.0,4.9438033
Paul George,2017-11-25,6.0,4.9690733
Paul George,2017-11-29,5.0,5.4112043
Russell Westbrook,2017-11-12,6.0,9.657014
Russell Westbrook,2017-11-15,5.0,9.538245
Russell Westbrook,2017-11-17,9.0,9.882029
Russell Westbrook,2017-11-20,16.0,9.902656
Russell Westbrook,2017-11-22,10.0,9.698838
Russell Westbrook,2017-11-24,11.0,9.516953
Russell Westbrook,2017-11-25,12.0,9.022875
Russell Westbrook,2017-11-29,11.0,10.082255
Stephen Curry,2017-11-16,6.0,4.84242
Stephen Curry,2017-11-18,5.0,5.7280145
Stephen Curry,2017-11-19,11.0,6.127406
Stephen Curry,2017-11-22,5.0,5.0691953
Stephen Curry,2017-11-24,7.0,5.368798
Stephen Curry,2017-11-25,4.0,4.8061953
Stephen Curry,2017-11-29,5.0,4.810514
Victor Oladipo,2017-11-19,4.0,6.951776
Victor Oladipo,2017-11-20,9.000001,8.165886
Victor Oladipo,2017-11-24,1.0,7.3449144
Victor Oladipo,2017-11-27,6.0,7.088843
Victor Oladipo,2017-11-29,3.0,6.922392
Aaron Gordon,2017-11-20,12.0,8.927334
Aaron Gordon,2017-11-22,9.0,9.9712105
Aaron Gordon,2017-11-29,15.0,8.439048
Aaron Gordon,2017-12-01,7.0000005,8.071956
Andre Drummond,2017-11-15,17.0,16.502281
Andre Drummond,2017-11-17,15.0,12.259587
Andre Drummond,2017-11-19,16.0,14.667053
Andre Drummond,2017-11-20,8.0,10.904981
Andre Drummond,2017-11-24,14.0,15.566891
Andre Drummond,2017-11-27,22.0,16.383596
Andre Drummond,2017-11-29,7.0,11.272636
Andre Drummond,2017-12-01,17.0,13.693601
Anthony Davis,2017-11-13,10.0,6.7446747
Anthony Davis,2017-11-15,5.0,6.6282234
Anthony Davis,2017-11-17,5.0,8.491621
Anthony Davis,2017-11-20,15.0,10.803981
Anthony Davis,2017-11-22,11.0,9.223145
Anthony Davis,2017-11-24,9.0,9.278094
Anthony Davis,2017-11-25,15.0,10.985552
Anthony Davis,2017-11-29,5.0,7.4294047
Anthony Davis,2017-12-01,10.0,8.852451
Ben Simmons,2017-11-15,9.0,10.037498
Ben Simmons,2017-11-18,8.0,7.618868
Ben Simmons,2017-11-20,10.0,7.497839
Ben Simmons,2017-11-22,8.0,8.2682085
Ben Simmons,2017-11-27,8.0,10.561209
Ben Simmons,2017-11-29,18.0,12.869608
Ben Simmons,2017-11-30,6.0,7.0552554
Blake Griffin,2017-11-17,12.0,8.778549
Blake Griffin,2017-11-18,8.0,7.2735705
Blake Griffin,2017-11-20,4.0,5.9105825
Blake Griffin,2017-11-22,10.0,7.037252
Blake Griffin,2017-11-25,4.0,7.1893044
Blake Griffin,2017-11-27,11.0,9.979656
Bradley Beal,2017-11-13,7.0,6.426878
Bradley Beal,2017-11-15,7.0,6.15312
Bradley Beal,2017-11-17,10.0,6.3512588
Bradley Beal,2017-11-19,4.0,3.270885
Bradley Beal,2017-11-20,0.0,1.3791728
Bradley Beal,2017-11-22,4.0,1.1319233
Bradley Beal,2017-11-25,1.0,0.46476603
Bradley Beal,2017-11-28,2.0,1.682128
Bradley Beal,2017-11-29,4.0,2.203332
Bradley Beal,2017-12-01,2.0,1.4890752
Chris Paul,2017-11-29,6.0,4.6586056
Damian Lillard,2017-11-15,11.0,7.900509
Damian Lillard,2017-11-17,1.0,3.6834865
Damian Lillard,2017-11-18,2.0,5.0250297
Damian Lillard,2017-11-20,3.0,1.5330667
Damian Lillard,2017-11-22,3.0,3.8682392
Damian Lillard,2017-11-24,4.0,4.8506613
Damian Lillard,2017-11-25,6.0,4.6029234
Damian Lillard,2017-11-27,1.0,4.648636
Damian Lillard,2017-11-30,7.0000005,5.14252
DeAndre Jordan,2017-11-22,16.0,14.429152
