player_name,game_date,pts,pts_pred
Kyrie Irving,2017-11-16,15.999999,23.437485
Kyrie Irving,2017-11-18,30.0,27.252808
Kyrie Irving,2017-11-20,47.0,30.756796
Kyrie Irving,2017-11-22,23.0,23.232466
Kyrie Irving,2017-11-24,30.0,25.08343
Kyrie Irving,2017-11-25,25.0,22.472414
Kyrie Irving,2017-11-27,18.0,22.842817
Kyrie Irving,2017-11-30,36.0,23.442995
Kyrie Irving,2017-12-02,19.0,18.551363
LaMarcus Aldridge,2017-11-15,15.000001,23.403845
LaMarcus Aldridge,2017-11-17,26.0,22.50142
LaMarcus Aldridge,2017-11-20,22.0,21.939966
LaMarcus Aldridge,2017-11-22,16.0,20.008158
LaMarcus Aldridge,2017-11-25,17.0,21.918983
LaMarcus Aldridge,2017-11-27,33.0,25.413374
LaMarcus Aldridge,2017-11-29,41.0,27.121222
LaMarcus Aldridge,2017-12-01,22.0,25.856266
LeBron James,2017-11-15,31.0,36.971447
LeBron James,2017-11-17,39.0,34.594707
LeBron James,2017-11-20,18.0,36.100903
LeBron James,2017-11-22,33.0,30.027256
LeBron James,2017-11-24,27.0,33.168495
LeBron James,2017-11-27,30.0,32.582523
LeBron James,2017-11-28,21.000002,32.67439
LeBron James,2017-11-30,24.0,29.924706
LeBron James,2017-12-02,34.0,30.683867
Marc Gasol,2017-11-18,15.000001,20.104977
Marc Gasol,2017-11-20,19.0,17.99431
Marc Gasol,2017-11-22,14.0,18.716557
Marc Gasol,2017-11-24,15.000001,16.656136
Marc Gasol,2017-11-26,18.0,17.149069
Marc Gasol,2017-11-29,10.0,13.539585
Marc Gasol,2017-12-01,16.0,15.274535
Marc Gasol,2017-12-02,27.000002,20.637693
Myles Turner,2017-11-17,7.0,13.156715
Myles Turner,2017-11-19,25.0,13.509044
Myles Turner,2017-11-20,8.0,12.977817
Myles Turner,2017-11-24,7.0,12.799714
Myles Turner,2017-11-25,19.0,12.178549
Myles Turner,2017-11-27,18.0,15.032881
Nikola Jokic,2017-11-17,13.0,14.974166
Nikola Jokic,2017-11-19,6.0,18.827057
Nikola Jokic,2017-11-20,16.0,17.150105
Nikola Jokic,2017-11-22,17.0,18.011112
Nikola Jokic,2017-11-24,28.0,22.930037
Nikola Jokic,2017-11-28,7.0,14.641287
Nikola Jokic,2017-11-30,8.0,16.020367
Nikola Vucevic,2017-11-18,8.0,14.726002
Nikola Vucevic,2017-11-20,25.0,16.724606
Nikola Vucevic,2017-11-22,11.0,14.057392
Nikola Vucevic,2017-11-24,12.0,14.532874
Nikola Vucevic,2017-11-27,16.0,13.763231
Nikola Vucevic,2017-11-29,15.000001,13.394571
Nikola Vucevic,2017-12-01,6.0,14.090879
Nikola Vucevic,2017-12-03,34.0,15.086889
Paul George,2017-11-15,13.000001,17.479671
Paul George,2017-11-17,18.0,17.501644
Paul George,2017-11-20,26.000002,20.081947
Paul George,2017-11-22,20.0,14.474697
Paul George,2017-11-24,16.0,19.575878
Paul George,2017-11-25,2.0,19.22274
Paul George,2017-11-29,22.0,18.903246
Paul George,2017-12-01,36.0,18.976887
Paul George,2017-12-03,8.0,19.670303
Russell Westbrook,2017-11-15,21.0,22.103355
Russell Westbrook,2017-11-17,15.0,22.259142
Russell Westbrook,2017-11-20,22.0,26.356438
Russell Westbrook,2017-11-22,34.0,23.553368
Russell Westbrook,2017-11-24,27.0,24.43979
Russell Westbrook,2017-11-25,28.0,24.849937
Russell Westbrook,2017-11-29,37.0,23.76411
Russell Westbrook,2017-12-01,15.0,18.578598
Russell Westbrook,2017-12-03,22.0,23.591934
Stephen Curry,2017-11-18,35.0,24.040741
Stephen Curry,2017-11-19,39.0,25.993046
Stephen Curry,2017-11-22,24.0,25.309898
Stephen Curry,2017-11-24,33.0,28.17485
Stephen Curry,2017-11-25,27.000002,27.375145
Stephen Curry,2017-11-29,28.0,27.229906
Stephen Curry,2017-12-01,23.0,26.238358
Stephen Curry,2017-12-03,30.0,19.380096
Victor Oladipo,2017-11-20,29.0,27.174831
Victor Oladipo,2017-11-24,21.0,21.649868
Victor Oladipo,2017-11-27,26.0,22.47133
Victor Oladipo,2017-11-29,19.0,22.104065
Victor Oladipo,2017-12-01,36.0,23.7111
Aaron Gordon,2017-11-22,26.0,24.830605
Aaron Gordon,2017-11-29,40.0,26.510143
Aaron Gordon,2017-12-01,29.0,23.141022
Aaron Gordon,2017-12-03,10.0,20.375456
Aaron Gordon,2017-12-04,14.0,16.199886
Andre Drummond,2017-11-19,20.0,15.032896
Andre Drummond,2017-11-20,8.0,11.438504
Andre Drummond,2017-11-24,17.0,12.742999
Andre Drummond,2017-11-27,26.0,17.470825
Andre Drummond,2017-11-29,13.0,14.75296
Andre Drummond,2017-12-01,14.0,13.033518
Andre Drummond,2017-12-02,14.0,12.355338
Andre Drummond,2017-12-04,11.0,13.577621
Anthony Davis,2017-11-17,17.0,19.279396
Anthony Davis,2017-11-20,36.0,24.24127
Anthony Davis,2017-11-22,29.0,24.364563
Anthony Davis,2017-11-24,23.0,23.293037
Anthony Davis,2017-11-25,30.0,20.162823
Anthony Davis,2017-11-29,17.0,23.581078
Anthony Davis,2017-12-01,19.0,21.659472
Ben Simmons,2017-11-18,23.0,16.609251
Ben Simmons,2017-11-20,27.0,19.73376
Ben Simmons,2017-11-22,16.0,15.617907
Ben Simmons,2017-11-27,10.0,13.083775
Ben Simmons,2017-11-29,31.0,14.4927635
Ben Simmons,2017-11-30,15.0,17.04083
Ben Simmons,2017-12-02,5.0,14.661922
Ben Simmons,2017-12-04,20.0,16.374401
Blake Griffin,2017-11-17,23.0,21.820261
Blake Griffin,2017-11-18,19.0,20.917505
Blake Griffin,2017-11-20,21.0,22.646936
Blake Griffin,2017-11-22,26.0,24.832926
Blake Griffin,2017-11-25,33.0,25.241999
Blake Griffin,2017-11-27,26.0,20.342976
Bradley Beal,2017-11-15,26.0,22.372128
Bradley Beal,2017-11-17,26.0,22.026175
Bradley Beal,2017-11-19,27.0,21.391577
Bradley Beal,2017-11-20,23.0,18.94829
Bradley Beal,2017-11-22,22.0,22.856098
Bradley Beal,2017-11-25,26.0,22.574358
Bradley Beal,2017-11-28,8.0,17.10455
Bradley Beal,2017-11-29,21.0,19.6167
Bradley Beal,2017-12-01,10.0,19.437944
Bradley Beal,2017-12-04,11.0,15.116691
Chris Paul,2017-11-29,13.0,12.679452
Chris Paul,2017-12-03,21.0,17.159323
Damian Lillard,2017-11-17,28.999998,21.708427
Damian Lillard,2017-11-18,22.0,20.034834
Damian Lillard,2017-11-20,21.0,21.684826
Damian Lillard,2017-11-22,30.0,26.464502
Damian Lillard,2017-11-24,34.0,26.140228
Damian Lillard,2017-11-25,28.999998,23.40643
Damian Lillard,2017-11-27,31.999998,24.5102
Damian Lillard,2017-11-30,18.0,21.09694
Damian Lillard,2017-12-02,28.999998,24.332172
DeAndre Jordan,2017-11-22,14.0,10.56487
DeAndre Jordan,2017-11-25,5.0,8.015755
DeAndre Jordan,2017-11-27,9.0,9.930457
DeAndre Jordan,2017-12-02,14.0,9.628605
DeAndre Jordan,2017-12-03,17.0,10.640454
DeMar DeRozan,2017-11-15,25.0,19.161896
DeMar DeRozan,2017-11-17,22.0,18.573118
DeMar DeRozan,2017-11-19,33.0,19.281351
DeMar DeRozan,2017-11-22,18.000002,18.764229
DeMar DeRozan,2017-11-24,13.0,8.627386
DeMar DeRozan,2017-11-25,2.0,8.7731285
DeMar DeRozan,2017-12-01,26.0,13.573559
DeMarcus Cousins,2017-11-17,14.0,18.421436
DeMarcus Cousins,2017-11-20,18.0,20.038397
DeMarcus Cousins,2017-11-22,24.0,20.589424
DeMarcus Cousins,2017-11-24,19.0,20.358665
DeMarcus Cousins,2017-11-25,15.0,20.803122
DeMarcus Cousins,2017-11-29,17.0,18.280476
DeMarcus Cousins,2017-12-01,23.0,22.823105
DeMarcus Cousins,2017-12-02,38.0,25.762432
DeMarcus Cousins,2017-12-04,19.0,23.33523
Dennis Schroder,2017-12-04,19.0,18.249052
Devin Booker,2017-11-19,15.000001,16.55315
Draymond Green,2017-11-18,8.0,9.525036
Draymond Green,2017-11-19,5.0,6.413683
Draymond Green,2017-11-22,4.0,7.5269513
Draymond Green,2017-11-25,6.0,8.844776
Draymond Green,2017-11-27,14.0,9.825481
Draymond Green,2017-11-29,15.0,10.646768
Draymond Green,2017-12-01,12.0,9.407528
Draymond Green,2017-12-03,4.0,7.2591066
Draymond Green,2017-12-04,19.0,10.991593
Dwight Howard,2017-11-22,26.0,18.116516
Dwight Howard,2017-11-24,20.0,15.30637
Dwight Howard,2017-11-25,10.0,13.094894
Dwight Howard,2017-12-01,10.0,12.239442
Giannis Antetokounmpo,2017-11-18,24.0,23.009266
Giannis Antetokounmpo,2017-11-20,23.0,24.646935
Giannis Antetokounmpo,2017-11-25,27.0,27.24371
Giannis Antetokounmpo,2017-11-28,32.0,29.728031
Giannis Antetokounmpo,2017-11-30,20.0,26.313969
Giannis Antetokounmpo,2017-12-02,33.0,28.029966
Giannis Antetokounmpo,2017-12-04,40.0,26.909695
Hassan Whiteside,2017-11-15,14.0,10.56468
Hassan Whiteside,2017-11-17,22.0,15.6751175
Hassan Whiteside,2017-11-19,15.0,14.586893
Hassan Whiteside,2017-11-22,8.0,9.889664
Hassan Whiteside,2017-11-24,15.999999,12.825537
Hassan Whiteside,2017-11-26,11.0,11.117041
Hassan Whiteside,2017-11-28,11.0,11.421173
James Harden,2017-11-16,48.0,35.037373
James Harden,2017-11-18,29.0,25.552515
James Harden,2017-11-22,21.0,31.37032
James Harden,2017-11-25,37.0,37.393982
James Harden,2017-11-27,37.0,33.557926
James Harden,2017-11-29,29.0,34.15412
James Harden,2017-12-03,36.000004,30.414974
Jimmy Butler,2017-11-20,14.000001,17.473108
Jimmy Butler,2017-11-22,26.0,21.714691
Jimmy Butler,2017-11-24,18.0,16.336258
Jimmy Butler,2017-11-26,25.0,17.715101
Jimmy Butler,2017-11-28,17.0,19.417332
Jimmy Butler,2017-11-29,19.0,18.286453
Jimmy Butler,2017-12-01,22.0,17.040575
Jimmy Butler,2017-12-03,33.0,17.402504
Jimmy Butler,2017-12-04,29.999998,17.580814
Joel Embiid,2017-11-20,15.0,20.604626
Joel Embiid,2017-11-22,28.0,25.393505
Joel Embiid,2017-11-25,18.0,20.972794
Joel Embiid,2017-11-27,30.0,22.293013
Joel Embiid,2017-11-29,25.0,18.292618
Joel Embiid,2017-12-02,25.0,20.967993
Joel Embiid,2017-12-04,22.0,19.373354
John Wall,2017-11-17,8.0,15.745684
John Wall,2017-11-20,14.999999,15.741269
John Wall,2017-11-22,31.0,19.182373
Jusuf Nurkic,2017-11-17,4.0,10.461995
Jusuf Nurkic,2017-11-18,14.0,13.103682
Jusuf Nurkic,2017-12-02,8.0,13.09454
Karl-Anthony Towns,2017-11-17,15.0,18.060417
Karl-Anthony Towns,2017-11-19,16.0,17.14972
Karl-Anthony Towns,2017-11-20,18.0,17.72984
Karl-Anthony Towns,2017-11-22,18.0,21.95423
Karl-Anthony Towns,2017-11-24,18.0,20.260569
Karl-Anthony Towns,2017-11-26,32.0,21.339035
Karl-Anthony Towns,2017-11-28,20.0,18.656448
Karl-Anthony Towns,2017-11-29,11.000001,18.349127
Karl-Anthony Towns,2017-12-01,23.0,22.934761
Karl-Anthony Towns,2017-12-03,15.0,18.839785
Karl-Anthony Towns,2017-12-04,7.0,19.819782
Kemba Walker,2017-11-20,14.0,20.38503
Kemba Walker,2017-11-22,24.000002,22.199188
Kemba Walker,2017-11-24,14.999999,15.865743
Kemba Walker,2017-11-25,18.0,20.723885
Kemba Walker,2017-12-04,29.0,30.14365
Kevin Durant,2017-11-22,21.0,22.801384
Kevin Durant,2017-11-29,29.0,26.456535
Kevin Durant,2017-12-01,25.0,24.554708
Kevin Durant,2017-12-03,24.0,23.25392
Kevin Durant,2017-12-04,19.0,24.290655
Kevin Love,2017-11-27,13.0,13.60617
Kevin Love,2017-11-28,38.0,15.276941
Kevin Love,2017-11-30,25.0,14.632675
Kevin Love,2017-12-02,20.0,16.22596
Kevin Love,2017-12-04,24.0,12.929457
Kristaps Porzingis,2017-11-17,13.0,17.188852
Kristaps Porzingis,2017-11-20,25.0,20.817627
Kristaps Porzingis,2017-11-22,22.0,17.19587
Kristaps Porzingis,2017-11-24,28.0,20.743359
Kristaps Porzingis,2017-11-27,22.0,19.216537
Kristaps Porzingis,2017-11-29,4.0,14.422252
Kyle Lowry,2017-11-19,10.0,18.130959
Kyle Lowry,2017-11-22,25.0,22.054424
Kyle Lowry,2017-11-24,24.0,24.75654
Kyle Lowry,2017-11-25,15.0,19.497753
Kyle Lowry,2017-11-29,36.0,24.06184
Kyle Lowry,2017-12-01,11.0,15.792145
Kyrie Irving,2017-11-16,15.999999,21.237059
Kyrie Irving,2017-11-18,30.0,25.558628
Kyrie Irving,2017-11-20,47.0,25.1002
Kyrie Irving,2017-11-22,23.0,17.679714
Kyrie Irving,2017-11-24,30.0,19.883652
Kyrie Irving,2017-11-25,25.0,17.011486
Kyrie Irving,2017-11-27,18.0,19.66806
Kyrie Irving,2017-11-30,36.0,19.595856
Kyrie Irving,2017-12-02,19.0,19.630697
Kyrie Irving,2017-12-04,31.999998,18.026276
LaMarcus Aldridge,2017-11-15,15.000001,20.81586
LaMarcus Aldridge,2017-11-17,26.0,28.196678
LaMarcus Aldridge,2017-11-20,22.0,21.076946
LaMarcus Aldridge,2017-11-22,16.0,20.387377
LaMarcus Aldridge,2017-11-25,17.0,20.411812
LaMarcus Aldridge,2017-11-27,33.0,26.260643
LaMarcus Aldridge,2017-11-29,41.0,29.323612
LaMarcus Aldridge,2017-12-01,22.0,22.611454
LaMarcus Aldridge,2017-12-04,17.0,22.844112
LeBron James,2017-11-15,31.0,30.597876
LeBron James,2017-11-17,39.0,29.670946
LeBron James,2017-11-20,18.0,30.881086
LeBron James,2017-11-22,33.0,30.966867
LeBron James,2017-11-24,27.0,26.428574
LeBron James,2017-11-27,30.0,31.08838
LeBron James,2017-11-28,21.000002,30.182436
LeBron James,2017-11-30,24.0,29.195854
LeBron James,2017-12-02,34.0,30.085503
LeBron James,2017-12-04,23.0,32.49269
Marc Gasol,2017-11-18,15.000001,19.548483
Marc Gasol,2017-11-20,19.0,16.6469
Marc Gasol,2017-11-22,14.0,18.883547
Marc Gasol,2017-11-24,15.000001,17.5706
Marc Gasol,2017-11-26,18.0,18.272308
Marc Gasol,2017-11-29,10.0,14.966152
Marc Gasol,2017-12-01,16.0,18.677734
Marc Gasol,2017-12-02,27.000002,23.16431
Marc Gasol,2017-12-04,21.0,15.280993
Myles Turner,2017-11-17,7.0,13.207434
Myles Turner,2017-11-19,25.0,13.748567
Myles Turner,2017-11-20,8.0,11.84175
Myles Turner,2017-11-24,7.0,11.297524
Myles Turner,2017-11-25,19.0,15.704568
Myles Turner,2017-11-27,18.0,14.01268
Nikola Jokic,2017-11-19,6.0,17.77644
Nikola Jokic,2017-11-20,16.0,17.758326
Nikola Jokic,2017-11-22,17.0,15.675803
Nikola Jokic,2017-11-24,28.0,21.503761
Nikola Jokic,2017-11-28,7.0,15.102829
Nikola Jokic,2017-11-30,8.0,13.929067
Nikola Vucevic,2017-11-18,8.0,15.324211
Nikola Vucevic,2017-11-20,25.0,18.589289
Nikola Vucevic,2017-11-22,11.0,14.482403
Nikola Vucevic,2017-11-24,12.0,14.387307
Nikola Vucevic,2017-11-27,16.0,16.847713
Nikola Vucevic,2017-11-29,15.0,15.729764
Nikola Vucevic,2017-12-01,6.0,14.135277
Nikola Vucevic,2017-12-03,34.0,21.148495
Nikola Vucevic,2017-12-04,10.0,18.5372
Paul George,2017-11-15,13.000001,14.7627735
Paul George,2017-11-17,18.0,16.504656
Paul George,2017-11-20,26.000002,19.76388
Paul George,2017-11-22,20.0,13.96756
Paul George,2017-11-24,16.0,16.74518
Paul George,2017-11-25,2.0,16.124823
Paul George,2017-11-29,22.0,19.48639
Paul George,2017-12-01,36.0,17.323679
Paul George,2017-12-03,8.0,14.15214
Russell Westbrook,2017-11-15,21.0,19.908285
Russell Westbrook,2017-11-17,15.0,22.493124
Russell Westbrook,2017-11-20,22.0,26.039345
Russell Westbrook,2017-11-22,34.0,26.172987
Russell Westbrook,2017-11-24,27.0,24.553665
Russell Westbrook,2017-11-25,28.0,25.56177
Russell Westbrook,2017-11-29,37.0,27.791193
Russell Westbrook,2017-12-01,15.0,21.784895
Russell Westbrook,2017-12-03,22.0,19.78869
Spencer Dinwiddie,2017-12-04,13.0,13.383273
Stephen Curry,2017-11-19,39.0,29.597445
Stephen Curry,2017-11-22,24.0,24.708189
Stephen Curry,2017-11-24,33.0,26.832916
Stephen Curry,2017-11-25,27.000002,27.714657
Stephen Curry,2017-11-29,28.0,22.696238
Stephen Curry,2017-12-01,23.0,25.235552
Stephen Curry,2017-12-03,30.0,22.544617
Stephen Curry,2017-12-04,31.0,25.801859
Victor Oladipo,2017-11-20,29.0,24.377005
Victor Oladipo,2017-11-24,21.0,21.944017
Victor Oladipo,2017-11-27,26.0,22.755508
Victor Oladipo,2017-11-29,19.0,23.032845
Victor Oladipo,2017-12-01,36.0,22.95501
Victor Oladipo,2017-12-04,16.0,21.876408
Aaron Gordon,2017-11-29,40.0,24.631258
Aaron Gordon,2017-12-01,29.0,24.17931
Aaron Gordon,2017-12-03,10.0,21.876648
Aaron Gordon,2017-12-04,14.0,19.871246
Andre Drummond,2017-11-19,20.0,15.483661
Andre Drummond,2017-11-20,8.0,13.544908
Andre Drummond,2017-11-24,17.0,13.969833
Andre Drummond,2017-11-27,26.0,16.60229
Andre Drummond,2017-11-29,13.0,13.850302
Andre Drummond,2017-12-01,14.0,14.487238
Andre Drummond,2017-12-02,14.0,13.538711
Andre Drummond,2017-12-04,11.0,16.31943
Anthony Davis,2017-11-17,17.0,23.755547
Anthony Davis,2017-11-20,36.0,25.598263
Anthony Davis,2017-11-22,29.0,24.180832
Anthony Davis,2017-11-24,23.0,23.951622
Anthony Davis,2017-11-25,30.0,22.556393
Anthony Davis,2017-11-29,17.0,22.942192
Anthony Davis,2017-12-01,19.0,21.297964
Ben Simmons,2017-11-18,23.0,18.215199
Ben Simmons,2017-11-20,27.0,18.437672
Ben Simmons,2017-11-22,16.0,17.388847
Ben Simmons,2017-11-27,10.0,15.376627
Ben Simmons,2017-11-29,31.0,17.914553
Ben Simmons,2017-11-30,15.0,17.505926
Ben Simmons,2017-12-02,5.0,15.455373
Ben Simmons,2017-12-04,20.0,19.332966
Blake Griffin,2017-11-18,19.0,22.700321
Blake Griffin,2017-11-20,21.0,22.278694
Blake Griffin,2017-11-22,26.0,25.546074
Blake Griffin,2017-11-25,33.0,25.673029
Blake Griffin,2017-11-27,26.0,22.799358
Bradley Beal,2017-11-17,26.0,22.995142
Bradley Beal,2017-11-19,27.0,21.396208
Bradley Beal,2017-11-20,23.0,22.294945
Bradley Beal,2017-11-22,22.0,21.010172
Bradley Beal,2017-11-25,26.0,25.089193
Bradley Beal,2017-11-28,8.0,18.712807
Bradley Beal,2017-11-29,21.0,21.651525
Bradley Beal,2017-12-01,10.0,24.164602
Bradley Beal,2017-12-04,11.0,16.631773
Bradley Beal,2017-12-05,50.999996,22.501886
Chris Paul,2017-11-29,13.0,13.544094
Chris Paul,2017-12-03,21.0,16.646715
Damian Lillard,2017-11-18,22.0,23.477577
Damian Lillard,2017-11-20,21.0,23.01411
Damian Lillard,2017-11-22,30.0,23.94027
Damian Lillard,2017-11-24,34.0,23.990929
Damian Lillard,2017-11-25,28.999998,23.822773
Damian Lillard,2017-11-27,31.999998,23.829247
Damian Lillard,2017-11-30,18.0,20.41075
Damian Lillard,2017-12-02,28.999998,23.738443
Damian Lillard,2017-12-05,30.0,23.468197
DeAndre Jordan,2017-11-25,5.0,9.649122
DeAndre Jordan,2017-11-27,9.0,9.102502
DeAndre Jordan,2017-12-02,14.0,9.868141
DeAndre Jordan,2017-12-03,17.0,10.704883
DeMar DeRozan,2017-11-17,22.0,16.570347
DeMar DeRozan,2017-11-19,33.0,16.396982
DeMar DeRozan,2017-11-22,18.0,18.489643
DeMar DeRozan,2017-11-24,13.0,14.685104
DeMar DeRozan,2017-11-25,2.0,14.507671
DeMar DeRozan,2017-12-01,26.0,14.108628
DeMar DeRozan,2017-12-05,20.0,14.756121
DeMarcus Cousins,2017-11-17,14.0,21.042253
DeMarcus Cousins,2017-11-20,18.0,23.986912
DeMarcus Cousins,2017-11-22,24.0,24.622953
DeMarcus Cousins,2017-11-24,19.0,23.627266
DeMarcus Cousins,2017-11-25,15.0,24.28392
DeMarcus Cousins,2017-11-29,17.0,21.665491
DeMarcus Cousins,2017-12-01,23.0,22.756283
DeMarcus Cousins,2017-12-02,38.0,23.811962
DeMarcus Cousins,2017-12-04,19.0,24.70562
Draymond Green,2017-11-18,8.0,10.163259
Draymond Green,2017-11-19,5.0,9.5168705
Draymond Green,2017-11-22,4.0,9.952782
Draymond Green,2017-11-25,6.0,9.5928
Draymond Green,2017-11-27,14.0,11.682914
Draymond Green,2017-11-29,15.0,12.965432
Draymond Green,2017-12-01,12.0,11.021573
Draymond Green,2017-12-03,4.0,9.042265
Draymond Green,2017-12-04,19.0,12.670568
Dwight Howard,2017-11-24,20.0,16.451813
Dwight Howard,2017-11-25,10.0,14.444849
Dwight Howard,2017-12-01,10.0,16.99866
Giannis Antetokounmpo,2017-11-18,24.0,27.669987
Giannis Antetokounmpo,2017-11-20,23.0,29.389645
Giannis Antetokounmpo,2017-11-25,27.0,29.150963
Giannis Antetokounmpo,2017-11-28,32.0,29.18031
Giannis Antetokounmpo,2017-11-30,20.0,27.214918
Giannis Antetokounmpo,2017-12-02,33.0,28.752089
Giannis Antetokounmpo,2017-12-04,40.0,29.568815
Hassan Whiteside,2017-11-17,22.0,14.648656
Hassan Whiteside,2017-11-19,15.0,13.198769
Hassan Whiteside,2017-11-22,8.0,12.03894
Hassan Whiteside,2017-11-24,15.999999,12.519758
Hassan Whiteside,2017-11-26,11.0,13.114714
Hassan Whiteside,2017-11-28,11.0,11.376514
James Harden,2017-11-18,29.0,32.850624
James Harden,2017-11-22,21.0,32.92426
James Harden,2017-11-25,37.0,34.708412
James Harden,2017-11-27,37.0,35.18001
James Harden,2017-11-29,29.0,37.706505
James Harden,2017-12-03,36.000004,35.239628
Jimmy Butler,2017-11-22,26.0,19.840025
Jimmy Butler,2017-11-24,18.0,17.489857
Jimmy Butler,2017-11-26,25.0,17.052963
Jimmy Butler,2017-11-28,17.0,17.383907
Jimmy Butler,2017-11-29,19.0,18.13673
Jimmy Butler,2017-12-01,22.0,17.23253
Jimmy Butler,2017-12-03,33.0,18.674545
Jimmy Butler,2017-12-04,29.999998,19.783377
Joel Embiid,2017-11-20,15.0,24.393044
Joel Embiid,2017-11-22,28.0,29.438244
Joel Embiid,2017-11-25,18.0,25.443237
Joel Embiid,2017-11-27,30.0,26.473091
Joel Embiid,2017-11-29,25.0,27.258497
Joel Embiid,2017-12-02,25.0,24.87927
Joel Embiid,2017-12-04,22.0,22.375692
John Wall,2017-11-17,8.0,15.645897
John Wall,2017-11-20,14.999999,15.546945
John Wall,2017-11-22,31.0,19.57932
Jusuf Nurkic,2017-11-18,14.0,13.21559
Jusuf Nurkic,2017-12-02,8.0,13.986824
Karl-Anthony Towns,2017-11-19,16.0,19.460644
Karl-Anthony Towns,2017-11-20,18.0,18.56785
Karl-Anthony Towns,2017-11-22,18.0,18.03429
Karl-Anthony Towns,2017-11-24,18.0,17.313343
Karl-Anthony Towns,2017-11-26,32.0,18.976603
Karl-Anthony Towns,2017-11-28,19.999998,20.496048
Karl-Anthony Towns,2017-11-29,11.0,15.169169
Karl-Anthony Towns,2017-12-01,22.999998,21.759304
Karl-Anthony Towns,2017-12-03,14.999999,17.54413
Karl-Anthony Towns,2017-12-04,7.0,17.579342
Kemba Walker,2017-11-22,24.000002,28.818838
Kemba Walker,2017-11-24,14.999999,23.876078
Kemba Walker,2017-11-25,18.0,23.229862
Kemba Walker,2017-12-04,29.0,28.83972
Kevin Durant,2017-11-22,21.0,22.762682
Kevin Durant,2017-11-29,29.0,24.45362
Kevin Durant,2017-12-01,25.0,24.139828
Kevin Durant,2017-12-03,24.0,22.779488
Kevin Durant,2017-12-04,19.0,22.73021
Kevin Love,2017-11-28,38.0,19.272993
Kevin Love,2017-11-30,25.0,17.93358
Kevin Love,2017-12-02,20.0,22.78502
Kevin Love,2017-12-04,24.0,20.551504
Kristaps Porzingis,2017-11-20,25.0,19.870869
Kristaps Porzingis,2017-11-22,22.0,21.000095
Kristaps Porzingis,2017-11-24,28.0,25.625628
Kristaps Porzingis,2017-11-27,22.0,21.339846
Kristaps Porzingis,2017-11-29,4.0,17.092155
Kyle Lowry,2017-11-19,10.0,18.429047
Kyle Lowry,2017-11-22,25.0,22.209553
Kyle Lowry,2017-11-24,24.0,22.291452
Kyle Lowry,2017-11-25,15.0,20.798607
Kyle Lowry,2017-11-29,36.0,23.286875
Kyle Lowry,2017-12-01,11.0,19.028746
Kyle Lowry,2017-12-05,20.0,19.409174
Kyrie Irving,2017-11-18,30.0,24.206274
Kyrie Irving,2017-11-20,47.0,25.249975
Kyrie Irving,2017-11-22,23.0,18.661259
Kyrie Irving,2017-11-24,30.0,21.064548
Kyrie Irving,2017-11-25,25.0,19.005503
Kyrie Irving,2017-11-27,18.0,20.54931
Kyrie Irving,2017-11-30,36.0,20.519003
Kyrie Irving,2017-12-02,19.0,20.95325
Kyrie Irving,2017-12-04,31.999998,19.95592
LaMarcus Aldridge,2017-11-17,26.0,28.6703
LaMarcus Aldridge,2017-11-20,22.0,26.825207
LaMarcus Aldridge,2017-11-22,16.0,23.531404
LaMarcus Aldridge,2017-11-25,17.0,23.908884
LaMarcus Aldridge,2017-11-27,33.0,28.824677
LaMarcus Aldridge,2017-11-29,41.0,27.742468
LaMarcus Aldridge,2017-12-01,22.0,22.953352
LaMarcus Aldridge,2017-12-04,17.0,24.317184
LeBron James,2017-11-17,39.0,28.137606
LeBron James,2017-11-20,18.0,26.846739
LeBron James,2017-11-22,33.0,27.406118
LeBron James,2017-11-24,27.0,28.383509
LeBron James,2017-11-27,30.0,27.883177
LeBron James,2017-11-28,21.0,27.61744
LeBron James,2017-11-30,24.000002,27.47951
LeBron James,2017-12-02,34.0,28.39921
LeBron James,2017-12-04,23.0,27.287024
Marc Gasol,2017-11-20,19.0,17.700066
Marc Gasol,2017-11-22,14.0,21.522505
Marc Gasol,2017-11-24,15.000001,19.520658
Marc Gasol,2017-11-26,18.0,21.763163
Marc Gasol,2017-11-29,10.0,18.17687
Marc Gasol,2017-12-01,16.0,18.182858
Marc Gasol,2017-12-02,27.000002,23.608799
Marc Gasol,2017-12-04,21.0,19.05996
Myles Turner,2017-11-19,25.0,15.801928
Myles Turner,2017-11-20,8.0,14.250433
Myles Turner,2017-11-24,7.0,12.937793
Myles Turner,2017-11-25,19.0,16.061789
Myles Turner,2017-11-27,18.0,14.981515
Nikola Jokic,2017-11-19,6.0,24.277468
Nikola Jokic,2017-11-20,16.0,19.977377
Nikola Jokic,2017-11-22,17.0,23.495928
Nikola Jokic,2017-11-24,28.0,25.61057
Nikola Jokic,2017-11-28,7.0,17.53896
Nikola Jokic,2017-11-30,8.0,19.503515
Nikola Vucevic,2017-11-18,8.0,16.26393
Nikola Vucevic,2017-11-20,25.0,18.563288
Nikola Vucevic,2017-11-22,11.0,15.609186
Nikola Vucevic,2017-11-24,12.0,15.451357
Nikola Vucevic,2017-11-27,16.0,18.259613
Nikola Vucevic,2017-11-29,15.0,14.082343
Nikola Vucevic,2017-12-01,6.0,17.823961
Nikola Vucevic,2017-12-03,34.0,23.289886
Nikola Vucevic,2017-12-04,10.0,15.595337
Paul George,2017-11-17,18.0,14.700821
