player_name,game_date,blk,blk_pred
Chris Paul,2017-11-29,0.0,0.22223088
Chris Paul,2017-12-03,0.0,0.058794066
Chris Paul,2017-12-07,1.0,0.46382862
Chris Paul,2017-12-09,0.0,0.061842002
Chris Paul,2017-12-11,1.0,0.26526433
Chris Paul,2017-12-13,0.0,0.22501776
Damian Lillard,2017-11-24,1.0,0.7072354
Damian Lillard,2017-11-25,1.0,0.5941458
Damian Lillard,2017-11-27,0.0,0.27109775
Damian Lillard,2017-11-30,0.0,0.038078703
Damian Lillard,2017-12-02,0.0,0.2159285
Damian Lillard,2017-12-05,0.0,0.09336824
Damian Lillard,2017-12-09,0.0,-0.08721844
Damian Lillard,2017-12-11,0.0,0.13935208
Damian Lillard,2017-12-13,0.0,0.07895231
DeAndre Jordan,2017-12-03,2.0,1.1140437
DeAndre Jordan,2017-12-06,0.0,0.36017644
DeAndre Jordan,2017-12-09,1.0,0.80247384
DeAndre Jordan,2017-12-11,2.0,1.4669503
DeAndre Jordan,2017-12-13,2.0,1.0166388
DeMar DeRozan,2017-11-25,0.0,0.10719476
DeMar DeRozan,2017-12-01,1.0,0.26818898
DeMar DeRozan,2017-12-05,0.0,0.3644956
DeMar DeRozan,2017-12-08,0.0,0.066392
DeMar DeRozan,2017-12-10,0.0,-0.12867516
DeMar DeRozan,2017-12-11,0.0,-0.15294442
DeMar DeRozan,2017-12-13,0.0,0.11658452
DeMarcus Cousins,2017-11-25,5.0,3.9095104
DeMarcus Cousins,2017-11-29,1.0,2.0647697
DeMarcus Cousins,2017-12-01,1.0,1.4574348
DeMarcus Cousins,2017-12-02,1.0,1.4806746
DeMarcus Cousins,2017-12-04,3.0,1.7084581
DeMarcus Cousins,2017-12-06,4.0,3.7833328
DeMarcus Cousins,2017-12-08,0.0,1.1519549
DeMarcus Cousins,2017-12-10,1.0,0.9506242
DeMarcus Cousins,2017-12-11,0.0,0.7767913
DeMarcus Cousins,2017-12-13,1.0,-0.2322979
Dennis Schroder,2017-12-12,0.0,-0.06281871
Dennis Schroder,2017-12-14,0.0,0.23126289
Draymond Green,2017-11-27,0.0,0.30977023
Draymond Green,2017-11-29,0.0,-0.17405994
Draymond Green,2017-12-01,1.0,0.422903
Draymond Green,2017-12-03,0.0,1.5500962
Draymond Green,2017-12-04,2.0,1.6689048
Draymond Green,2017-12-08,6.0,4.01157
Dwight Howard,2017-11-25,0.0,1.0646231
Dwight Howard,2017-12-01,1.0,1.8398302
Dwight Howard,2017-12-08,6.0,3.7131176
Dwight Howard,2017-12-09,2.0,2.256966
Dwight Howard,2017-12-11,2.0,1.7737674
Dwight Howard,2017-12-13,3.0,1.6357437
Giannis Antetokounmpo,2017-11-30,3.0,2.15823
Giannis Antetokounmpo,2017-12-02,1.0,0.8643395
Giannis Antetokounmpo,2017-12-04,0.0,0.22535402
Giannis Antetokounmpo,2017-12-06,2.0,1.5538083
Giannis Antetokounmpo,2017-12-08,2.0,1.3400654
Giannis Antetokounmpo,2017-12-09,0.0,0.7243215
Giannis Antetokounmpo,2017-12-13,1.0,0.63668764
Hassan Whiteside,2017-11-26,0.0,-0.2424442
Hassan Whiteside,2017-11-28,1.0,0.7136277
James Harden,2017-11-29,0.0,0.25338322
James Harden,2017-12-03,0.0,0.07775772
James Harden,2017-12-07,0.0,0.25215295
James Harden,2017-12-09,0.0,0.295779
James Harden,2017-12-11,0.0,0.47059762
James Harden,2017-12-13,1.0,0.8657592
Jimmy Butler,2017-11-24,0.0,0.57048357
Jimmy Butler,2017-11-26,1.0,0.45949906
Jimmy Butler,2017-11-28,0.0,0.43628764
Jimmy Butler,2017-11-29,0.0,0.035310365
Jimmy Butler,2017-12-01,2.0,1.1069022
Jimmy Butler,2017-12-03,1.0,0.8935504
Jimmy Butler,2017-12-04,0.0,-0.09971291
Jimmy Butler,2017-12-06,0.0,0.13965954
Jimmy Butler,2017-12-10,0.0,0.049366668
Jimmy Butler,2017-12-12,0.0,0.30528647
Jimmy Butler,2017-12-14,2.0,-0.19613005
Joel Embiid,2017-11-27,0.0,2.007223
Joel Embiid,2017-11-29,4.0,3.5360684
Joel Embiid,2017-12-02,0.0,0.2769145
Joel Embiid,2017-12-04,4.0,2.9188225
Joel Embiid,2017-12-07,5.0,3.239183
Joel Embiid,2017-12-12,1.0,1.6570222
Karl-Anthony Towns,2017-11-24,1.0,0.6280223
Karl-Anthony Towns,2017-11-26,1.0,-0.11129013
Karl-Anthony Towns,2017-11-28,0.0,0.2476959
Karl-Anthony Towns,2017-11-29,0.0,0.32512733
Karl-Anthony Towns,2017-12-01,1.0,1.7570102
Karl-Anthony Towns,2017-12-03,0.0,0.48575258
Karl-Anthony Towns,2017-12-04,1.0,0.6920448
Karl-Anthony Towns,2017-12-06,4.0,1.7876384
Karl-Anthony Towns,2017-12-10,0.0,1.2836081
Karl-Anthony Towns,2017-12-12,3.0,1.9701176
Karl-Anthony Towns,2017-12-14,5.0,0.9961878
Kemba Walker,2017-11-24,0.0,0.13308677
Kemba Walker,2017-11-25,1.0,0.49766874
Kemba Walker,2017-12-04,1.0,0.4332872
Kemba Walker,2017-12-06,0.0,0.087190285
Kemba Walker,2017-12-08,0.0,0.21778268
Kemba Walker,2017-12-09,0.0,-0.09658829
Kemba Walker,2017-12-11,0.0,-0.08942083
Kemba Walker,2017-12-13,0.0,0.20640638
Kevin Durant,2017-12-03,0.0,-0.19037884
Kevin Durant,2017-12-04,1.0,0.34062225
Kevin Durant,2017-12-06,2.0,2.988057
Kevin Durant,2017-12-08,5.0,3.3614593
Kevin Durant,2017-12-11,3.0,1.9470906
Kevin Durant,2017-12-14,2.0,0.74611783
Kevin Love,2017-11-30,0.0,0.113347426
Kevin Love,2017-12-02,0.0,0.21936235
Kevin Love,2017-12-04,1.0,0.43797135
Kevin Love,2017-12-06,0.0,0.13543579
Kevin Love,2017-12-08,0.0,0.06940269
Kevin Love,2017-12-12,0.0,-0.0010179207
Kevin Love,2017-12-14,1.0,0.14576592
Kristaps Porzingis,2017-11-27,1.0,0.92779803
Kristaps Porzingis,2017-11-29,0.0,0.7305831
Kristaps Porzingis,2017-12-06,1.0,1.0401477
Kristaps Porzingis,2017-12-09,1.0,1.7506268
Kristaps Porzingis,2017-12-10,3.0,2.4384494
Kristaps Porzingis,2017-12-12,5.0,3.8156426
Kristaps Porzingis,2017-12-14,0.0,2.6749406
Kyle Lowry,2017-11-29,0.0,0.10582609
Kyle Lowry,2017-12-01,0.0,0.20806876
Kyle Lowry,2017-12-05,0.0,0.08034914
Kyle Lowry,2017-12-08,0.0,0.11513982
Kyle Lowry,2017-12-10,0.0,0.20126209
Kyle Lowry,2017-12-11,0.0,0.0018864982
Kyle Lowry,2017-12-13,0.0,0.11990395
Kyrie Irving,2017-11-25,0.0,0.16266677
Kyrie Irving,2017-11-27,0.0,0.01606381
Kyrie Irving,2017-11-30,0.0,0.29991585
Kyrie Irving,2017-12-02,0.0,0.10464038
Kyrie Irving,2017-12-04,0.0,-0.2380624
Kyrie Irving,2017-12-06,2.0,0.54052246
Kyrie Irving,2017-12-08,0.0,0.13812901
Kyrie Irving,2017-12-10,0.0,0.42444485
Kyrie Irving,2017-12-13,2.0,1.024945
LaMarcus Aldridge,2017-11-27,3.0,1.6868216
LaMarcus Aldridge,2017-11-29,1.0,0.6012776
LaMarcus Aldridge,2017-12-01,0.0,0.70702446
LaMarcus Aldridge,2017-12-04,0.0,0.21757671
LaMarcus Aldridge,2017-12-06,1.0,0.9421129
LaMarcus Aldridge,2017-12-08,0.0,0.6679424
LaMarcus Aldridge,2017-12-09,3.0,1.7790792
LaMarcus Aldridge,2017-12-12,0.0,0.92901754
LeBron James,2017-11-27,0.0,0.8136047
LeBron James,2017-11-28,1.0,1.3457155
LeBron James,2017-11-30,2.0,0.83650637
LeBron James,2017-12-02,1.0,1.1629114
LeBron James,2017-12-04,0.0,0.3904996
LeBron James,2017-12-06,2.0,1.1369314
LeBron James,2017-12-08,2.0,1.5842502
LeBron James,2017-12-09,0.0,0.63689613
LeBron James,2017-12-12,0.0,0.82336974
LeBron James,2017-12-14,2.0,0.36671916
Lou Williams,2017-12-09,0.0,0.0050904974
Lou Williams,2017-12-11,0.0,0.40219492
Lou Williams,2017-12-13,0.0,-0.078770675
Marc Gasol,2017-11-26,1.0,0.35798368
Marc Gasol,2017-11-29,0.0,0.6436202
Marc Gasol,2017-12-01,1.0,0.6689623
Marc Gasol,2017-12-02,2.0,2.3412237
Marc Gasol,2017-12-04,1.0,1.0669067
Marc Gasol,2017-12-06,2.0,1.4545237
Marc Gasol,2017-12-08,0.0,-0.35547
Marc Gasol,2017-12-09,1.0,0.9500599
Marc Gasol,2017-12-11,0.0,1.0415664
Marc Gasol,2017-12-13,1.0,0.5768617
Myles Turner,2017-11-25,1.0,1.6604187
Myles Turner,2017-11-27,2.0,1.9832022
Myles Turner,2017-12-06,4.0,3.3757815
Myles Turner,2017-12-08,3.0,2.1068196
Myles Turner,2017-12-10,1.0,2.0971336
Myles Turner,2017-12-13,3.0,2.3646986
Nikola Jokic,2017-11-28,1.0,0.5678919
Nikola Jokic,2017-11-30,0.0,0.16033155
Nikola Vucevic,2017-11-27,3.0,2.0324233
Nikola Vucevic,2017-11-29,0.0,1.4243214
Nikola Vucevic,2017-12-01,0.0,0.3791816
Nikola Vucevic,2017-12-03,2.0,2.3669844
Nikola Vucevic,2017-12-04,2.0,2.5893602
Nikola Vucevic,2017-12-06,4.0,2.2298598
Nikola Vucevic,2017-12-08,4.0,1.9866123
Nikola Vucevic,2017-12-09,1.0,1.3756702
Nikola Vucevic,2017-12-13,2.0,1.3364896
Paul George,2017-11-25,0.0,0.4336689
Paul George,2017-11-29,0.0,0.7885319
Paul George,2017-12-01,3.0,1.482573
Paul George,2017-12-03,1.0,0.39334783
Paul George,2017-12-05,0.0,-0.4053567
Paul George,2017-12-11,0.0,0.32006457
Paul George,2017-12-13,0.0,0.077797115
Russell Westbrook,2017-11-25,0.0,0.2236118
Russell Westbrook,2017-11-29,0.0,0.0694589
Russell Westbrook,2017-12-01,0.0,0.038965
Russell Westbrook,2017-12-03,0.0,0.08994448
Russell Westbrook,2017-12-05,1.0,0.5404879
Russell Westbrook,2017-12-07,0.0,0.19425148
Russell Westbrook,2017-12-09,0.0,0.028547756
Russell Westbrook,2017-12-11,0.0,-0.030136786
Russell Westbrook,2017-12-13,0.0,0.13417947
Spencer Dinwiddie,2017-12-04,0.0,0.33005768
Spencer Dinwiddie,2017-12-14,1.0,0.04990328
Stephen Curry,2017-11-25,0.0,-0.19053766
Stephen Curry,2017-11-29,0.0,-0.1439498
Stephen Curry,2017-12-01,0.0,-0.034863763
Stephen Curry,2017-12-03,0.0,-0.079920195
Stephen Curry,2017-12-04,0.0,0.1386577
Tyreke Evans,2017-12-08,0.0,0.065280825
Tyreke Evans,2017-12-11,0.0,0.11232598
Victor Oladipo,2017-11-29,2.0,1.604533
Victor Oladipo,2017-12-01,3.0,1.5953639
Victor Oladipo,2017-12-04,2.0,1.6560005
Victor Oladipo,2017-12-06,0.0,0.3247457
Victor Oladipo,2017-12-08,0.0,-0.033857226
Victor Oladipo,2017-12-10,1.0,-0.15270334
Victor Oladipo,2017-12-13,0.0,0.37934896
Aaron Gordon,2017-12-04,1.0,0.89881045
Aaron Gordon,2017-12-06,1.0,1.1811686
Aaron Gordon,2017-12-08,0.0,0.6429828
Aaron Gordon,2017-12-15,0.0,1.0189065
Al Horford,2017-12-15,0.0,1.203048
Andre Drummond,2017-11-29,1.0,1.490487
Andre Drummond,2017-12-01,4.0,2.2648213
Andre Drummond,2017-12-02,1.0,1.95104
Andre Drummond,2017-12-04,1.0,1.2712972
Andre Drummond,2017-12-06,0.0,0.9731388
Andre Drummond,2017-12-08,1.0,0.56761634
Andre Drummond,2017-12-10,0.0,1.0467002
Andre Drummond,2017-12-12,1.0,1.4517874
Andre Drummond,2017-12-14,2.0,1.7373611
Andre Drummond,2017-12-15,3.0,0.84325075
Anthony Davis,2017-11-29,0.0,1.5722976
Anthony Davis,2017-12-01,1.0,1.3185384
Anthony Davis,2017-12-08,0.0,1.8800344
Anthony Davis,2017-12-10,5.0,3.8305073
Anthony Davis,2017-12-13,4.0,4.382781
Anthony Davis,2017-12-15,5.0,2.6448703
Ben Simmons,2017-11-30,0.0,0.6673896
Ben Simmons,2017-12-02,2.0,1.2507482
Ben Simmons,2017-12-04,0.0,0.93689716
Ben Simmons,2017-12-07,1.0,1.3770862
Ben Simmons,2017-12-09,1.0,1.1909715
Ben Simmons,2017-12-10,1.0,0.7338903
Ben Simmons,2017-12-12,0.0,0.5547615
Ben Simmons,2017-12-15,0.0,1.1459191
Blake Griffin,2017-11-27,0.0,0.30680895
Bradley Beal,2017-11-28,1.0,1.222811
Bradley Beal,2017-11-29,0.0,0.7639761
Bradley Beal,2017-12-01,1.0,0.5908016
Bradley Beal,2017-12-04,0.0,0.17162444
Bradley Beal,2017-12-05,0.0,0.48296705
Bradley Beal,2017-12-07,1.0,1.3130612
Bradley Beal,2017-12-09,0.0,0.50781834
Bradley Beal,2017-12-12,0.0,0.18787667
Bradley Beal,2017-12-13,0.0,0.19074474
Bradley Beal,2017-12-15,1.0,0.369112
Chris Paul,2017-11-29,0.0,0.47828144
Chris Paul,2017-12-03,0.0,0.29728866
Chris Paul,2017-12-07,1.0,0.7086619
Chris Paul,2017-12-09,0.0,0.38474232
Chris Paul,2017-12-11,1.0,0.42865458
Chris Paul,2017-12-13,0.0,0.24728972
Chris Paul,2017-12-15,1.0,0.053631384
Damian Lillard,2017-11-25,1.0,0.720703
Damian Lillard,2017-11-27,0.0,0.289146
Damian Lillard,2017-11-30,0.0,0.039911035
Damian Lillard,2017-12-02,0.0,0.21120849
Damian Lillard,2017-12-05,0.0,0.38470367
Damian Lillard,2017-12-09,0.0,0.03578122
Damian Lillard,2017-12-11,0.0,0.22788316
Damian Lillard,2017-12-13,0.0,0.1239572
Damian Lillard,2017-12-15,1.0,0.10171783
DeAndre Jordan,2017-12-03,2.0,1.5923569
DeAndre Jordan,2017-12-06,0.0,0.81617904
DeAndre Jordan,2017-12-09,1.0,1.4407098
DeAndre Jordan,2017-12-11,2.0,1.6061796
DeAndre Jordan,2017-12-13,2.0,1.9559944
DeAndre Jordan,2017-12-15,1.0,1.5311077
DeMar DeRozan,2017-12-01,1.0,0.58220536
DeMar DeRozan,2017-12-05,0.0,0.50425947
DeMar DeRozan,2017-12-08,0.0,0.20563176
DeMar DeRozan,2017-12-10,0.0,0.18298383
DeMar DeRozan,2017-12-11,0.0,0.018008493
DeMar DeRozan,2017-12-13,0.0,0.009018876
DeMar DeRozan,2017-12-15,0.0,-0.033754468
DeMarcus Cousins,2017-11-29,1.0,1.650752
DeMarcus Cousins,2017-12-01,1.0,1.3052378
DeMarcus Cousins,2017-12-02,1.0,2.7171855
DeMarcus Cousins,2017-12-04,3.0,2.8866124
DeMarcus Cousins,2017-12-06,4.0,3.44911
DeMarcus Cousins,2017-12-08,0.0,0.54753137
DeMarcus Cousins,2017-12-10,1.0,2.2105453
DeMarcus Cousins,2017-12-11,0.0,1.34673
DeMarcus Cousins,2017-12-13,1.0,1.0606184
DeMarcus Cousins,2017-12-15,1.0,1.7886454
Dennis Schroder,2017-12-12,0.0,0.22239766
Dennis Schroder,2017-12-14,0.0,0.06741807
Dennis Schroder,2017-12-15,1.0,0.19737193
Draymond Green,2017-11-27,0.0,0.75488716
Draymond Green,2017-11-29,0.0,0.36952004
Draymond Green,2017-12-01,1.0,1.7380614
Draymond Green,2017-12-03,0.0,1.4994359
Draymond Green,2017-12-04,2.0,3.2940502
Draymond Green,2017-12-08,6.0,4.3583536
Dwight Howard,2017-12-01,1.0,2.9007251
Dwight Howard,2017-12-08,6.0,4.4725695
Dwight Howard,2017-12-09,2.0,2.782311
Dwight Howard,2017-12-11,2.0,3.190404
Dwight Howard,2017-12-13,3.0,2.7218943
Dwight Howard,2017-12-15,0.0,0.61668867
Giannis Antetokounmpo,2017-12-02,1.0,2.1199698
Giannis Antetokounmpo,2017-12-04,0.0,0.64952356
Giannis Antetokounmpo,2017-12-06,2.0,1.9003452
Giannis Antetokounmpo,2017-12-08,2.0,1.9170196
Giannis Antetokounmpo,2017-12-09,0.0,1.5924137
Giannis Antetokounmpo,2017-12-13,1.0,1.1170092
Giannis Antetokounmpo,2017-12-15,1.0,2.1142802
Hassan Whiteside,2017-11-28,1.0,0.9478035
James Harden,2017-11-29,0.0,0.8238193
James Harden,2017-12-03,0.0,0.55841386
James Harden,2017-12-07,0.0,0.570065
James Harden,2017-12-09,0.0,0.5614376
James Harden,2017-12-11,0.0,0.79142547
James Harden,2017-12-13,1.0,0.9209222
James Harden,2017-12-15,1.0,1.0473595
Jimmy Butler,2017-11-26,1.0,0.99960923
Jimmy Butler,2017-11-28,0.0,0.90337646
Jimmy Butler,2017-11-29,0.0,0.7476335
Jimmy Butler,2017-12-01,2.0,1.2390645
Jimmy Butler,2017-12-03,1.0,1.2089788
Jimmy Butler,2017-12-04,0.0,0.3684039
Jimmy Butler,2017-12-06,0.0,0.6244353
Jimmy Butler,2017-12-10,0.0,0.80437994
Jimmy Butler,2017-12-12,0.0,0.7478263
Jimmy Butler,2017-12-14,2.0,1.5447369
Joel Embiid,2017-11-29,4.0,4.556835
Joel Embiid,2017-12-02,0.0,0.7684524
Joel Embiid,2017-12-04,4.0,2.8450518
Joel Embiid,2017-12-07,5.0,4.0418143
Joel Embiid,2017-12-12,1.0,3.1241539
Joel Embiid,2017-12-15,2.0,3.545556
Karl-Anthony Towns,2017-11-26,1.0,0.844229
Karl-Anthony Towns,2017-11-28,0.0,0.8122882
Karl-Anthony Towns,2017-11-29,0.0,0.7579305
Karl-Anthony Towns,2017-12-01,1.0,1.7943065
Karl-Anthony Towns,2017-12-03,0.0,1.3644814
Karl-Anthony Towns,2017-12-04,1.0,1.5006564
Karl-Anthony Towns,2017-12-06,4.0,2.146154
Karl-Anthony Towns,2017-12-10,0.0,1.6224326
Karl-Anthony Towns,2017-12-12,3.0,2.982278
Karl-Anthony Towns,2017-12-14,5.0,3.2262251
Kemba Walker,2017-11-25,1.0,0.7888872
Kemba Walker,2017-12-04,1.0,0.65818024
Kemba Walker,2017-12-06,0.0,0.17621715
Kemba Walker,2017-12-08,0.0,0.38773417
Kemba Walker,2017-12-09,0.0,0.30460447
Kemba Walker,2017-12-11,0.0,0.10521732
Kemba Walker,2017-12-13,0.0,0.07246138
Kemba Walker,2017-12-15,0.0,0.31748044
Kevin Durant,2017-12-03,0.0,0.749484
Kevin Durant,2017-12-04,1.0,0.4321563
Kevin Durant,2017-12-06,2.0,2.690747
Kevin Durant,2017-12-08,5.0,4.222928
Kevin Durant,2017-12-11,3.0,2.0419266
Kevin Durant,2017-12-14,2.0,1.197906
Kevin Love,2017-11-30,0.0,0.14450325
Kevin Love,2017-12-02,0.0,0.27213198
Kevin Love,2017-12-04,1.0,0.5798308
Kevin Love,2017-12-06,0.0,0.30931115
Kevin Love,2017-12-08,0.0,0.14895397
Kevin Love,2017-12-12,0.0,0.17670883
Kevin Love,2017-12-14,1.0,0.8024188
Kristaps Porzingis,2017-11-29,0.0,1.2221216
Kristaps Porzingis,2017-12-06,1.0,1.4806919
Kristaps Porzingis,2017-12-09,1.0,1.9312471
Kristaps Porzingis,2017-12-10,3.0,3.290416
Kristaps Porzingis,2017-12-12,5.0,3.160168
Kristaps Porzingis,2017-12-14,0.0,1.2323402
Kyle Lowry,2017-11-29,0.0,0.05862815
Kyle Lowry,2017-12-01,0.0,0.07898602
Kyle Lowry,2017-12-05,0.0,-0.13644016
Kyle Lowry,2017-12-08,0.0,0.18473849
Kyle Lowry,2017-12-10,0.0,0.20642701
Kyle Lowry,2017-12-11,0.0,0.23873787
Kyle Lowry,2017-12-13,0.0,0.21457155
Kyle Lowry,2017-12-15,0.0,0.60147905
Kyrie Irving,2017-11-25,0.0,0.32827067
Kyrie Irving,2017-11-27,0.0,0.31955945
Kyrie Irving,2017-11-30,0.0,0.5833356
Kyrie Irving,2017-12-02,0.0,0.47355255
Kyrie Irving,2017-12-04,0.0,0.40464607
Kyrie Irving,2017-12-06,2.0,0.88346696
Kyrie Irving,2017-12-08,0.0,0.39187053
Kyrie Irving,2017-12-10,0.0,0.54147017
Kyrie Irving,2017-12-13,2.0,1.1817958
Kyrie Irving,2017-12-15,0.0,1.0516562
LaMarcus Aldridge,2017-11-29,1.0,1.4168062
LaMarcus Aldridge,2017-12-01,0.0,0.9505747
LaMarcus Aldridge,2017-12-04,0.0,0.49519628
LaMarcus Aldridge,2017-12-06,1.0,1.3088899
LaMarcus Aldridge,2017-12-08,0.0,1.2891006
LaMarcus Aldridge,2017-12-09,3.0,2.2916071
LaMarcus Aldridge,2017-12-12,0.0,1.0290366
LaMarcus Aldridge,2017-12-15,0.0,1.6051165
LeBron James,2017-11-28,1.0,1.0082994
LeBron James,2017-11-30,2.0,1.391926
LeBron James,2017-12-02,1.0,1.6179719
LeBron James,2017-12-04,0.0,0.6151182
LeBron James,2017-12-06,2.0,1.3812141
LeBron James,2017-12-08,2.0,1.3446264
LeBron James,2017-12-09,0.0,0.98252857
LeBron James,2017-12-12,0.0,0.983477
LeBron James,2017-12-14,2.0,1.5129029
Lou Williams,2017-12-09,0.0,0.16088353
Lou Williams,2017-12-11,0.0,0.3346372
Lou Williams,2017-12-13,0.0,0.31836706
Lou Williams,2017-12-15,0.0,0.5250725
Marc Gasol,2017-11-29,0.0,1.4953043
Marc Gasol,2017-12-01,1.0,1.1573224
Marc Gasol,2017-12-02,2.0,2.26128
Marc Gasol,2017-12-04,1.0,1.3820574
Marc Gasol,2017-12-06,2.0,1.87873
Marc Gasol,2017-12-08,0.0,0.36299294
Marc Gasol,2017-12-09,1.0,0.67508966
Marc Gasol,2017-12-11,0.0,1.6471691
Marc Gasol,2017-12-13,1.0,1.7396904
Marc Gasol,2017-12-15,2.0,2.971589
Myles Turner,2017-11-27,2.0,2.1044054
Myles Turner,2017-12-06,4.0,2.9352136
Myles Turner,2017-12-08,3.0,2.7576575
Myles Turner,2017-12-10,1.0,2.415442
Myles Turner,2017-12-13,3.0,2.5797997
Myles Turner,2017-12-15,2.0,2.7743812
Nikola Jokic,2017-11-28,1.0,0.7479371
Nikola Jokic,2017-11-30,0.0,0.27181923
Nikola Jokic,2017-12-15,0.0,0.5109978
Nikola Vucevic,2017-11-29,0.0,1.3549162
Nikola Vucevic,2017-12-01,0.0,1.02936
Nikola Vucevic,2017-12-03,2.0,2.5913162
Nikola Vucevic,2017-12-04,2.0,2.4354148
Nikola Vucevic,2017-12-06,4.0,2.6343908
Nikola Vucevic,2017-12-08,4.0,2.9737
Nikola Vucevic,2017-12-09,1.0,1.3491588
Nikola Vucevic,2017-12-13,2.0,2.6045892
Nikola Vucevic,2017-12-15,1.0,0.81754833
Paul George,2017-11-29,0.0,1.2219876
Paul George,2017-12-01,3.0,1.8983749
Paul George,2017-12-03,1.0,1.1970971
Paul George,2017-12-05,0.0,-0.13047615
Paul George,2017-12-11,0.0,0.67924076
Paul George,2017-12-13,0.0,0.95182395
Paul George,2017-12-15,0.0,1.5240574
Russell Westbrook,2017-11-29,0.0,0.18727727
Russell Westbrook,2017-12-01,0.0,-0.024071723
Russell Westbrook,2017-12-03,0.0,0.044579767
Russell Westbrook,2017-12-05,1.0,0.38077956
Russell Westbrook,2017-12-07,0.0,0.23973197
Russell Westbrook,2017-12-09,0.0,0.30370334
Russell Westbrook,2017-12-11,0.0,0.2073951
Russell Westbrook,2017-12-13,0.0,0.2665836
Russell Westbrook,2017-12-15,0.0,0.3167505
Spencer Dinwiddie,2017-12-04,0.0,1.0486088
Spencer Dinwiddie,2017-12-14,1.0,0.80853367
Stephen Curry,2017-11-25,0.0,0.048323438
Stephen Curry,2017-11-29,0.0,0.038045928
Stephen Curry,2017-12-01,0.0,0.022187717
Stephen Curry,2017-12-03,0.0,-0.00997182
Stephen Curry,2017-12-04,0.0,0.12160912
Tyreke Evans,2017-12-08,0.0,0.23240963
Tyreke Evans,2017-12-11,0.0,0.15126985
Tyreke Evans,2017-12-15,0.0,0.56617916
Victor Oladipo,2017-11-29,2.0,2.8083863
Victor Oladipo,2017-12-01,3.0,2.1453125
Victor Oladipo,2017-12-04,2.0,1.7718563
Victor Oladipo,2017-12-06,0.0,0.81262374
Victor Oladipo,2017-12-08,0.0,0.3737332
Victor Oladipo,2017-12-10,1.0,0.58795273
Victor Oladipo,2017-12-13,0.0,0.9276625
Victor Oladipo,2017-12-15,1.0,1.4403814
Aaron Gordon,2017-12-04,1.0,0.36501712
Aaron Gordon,2017-12-06,1.0,0.8662311
Aaron Gordon,2017-12-08,0.0,0.25286028
Aaron Gordon,2017-12-15,0.0,0.27617934
Al Horford,2017-12-16,1.0,0.952827
Andre Drummond,2017-11-29,1.0,0.8335912
Andre Drummond,2017-12-01,4.0,1.3275051
Andre Drummond,2017-12-02,1.0,0.8867826
Andre Drummond,2017-12-04,1.0,0.9379618
Andre Drummond,2017-12-06,0.0,-0.06031549
Andre Drummond,2017-12-08,1.0,0.71097404
Andre Drummond,2017-12-10,0.0,1.178098
Andre Drummond,2017-12-12,1.0,1.1437018
Andre Drummond,2017-12-14,2.0,1.9749563
Andre Drummond,2017-12-15,3.0,2.268161
Anthony Davis,2017-11-29,0.0,1.4744198
Anthony Davis,2017-12-01,1.0,1.4499158
Anthony Davis,2017-12-08,0.0,1.8192089
Anthony Davis,2017-12-10,5.0,3.1071892
Anthony Davis,2017-12-13,4.0,3.9915907
Anthony Davis,2017-12-15,5.0,2.6011255
Ben Simmons,2017-11-30,0.0,0.6194439
Ben Simmons,2017-12-02,2.0,0.8377944
Ben Simmons,2017-12-04,0.0,0.50791
Ben Simmons,2017-12-07,1.0,0.87424445
Ben Simmons,2017-12-09,1.0,0.5909128
Ben Simmons,2017-12-10,1.0,0.6839067
Ben Simmons,2017-12-12,0.0,0.2071284
Ben Simmons,2017-12-15,0.0,0.26909232
Blake Griffin,2017-11-27,0.0,0.39208746
Bradley Beal,2017-11-28,1.0,0.9127698
Bradley Beal,2017-11-29,0.0,0.20802265
Bradley Beal,2017-12-01,1.0,0.13967437
Bradley Beal,2017-12-04,0.0,-0.21264955
Bradley Beal,2017-12-05,0.0,0.3255663
Bradley Beal,2017-12-07,1.0,0.59297943
Bradley Beal,2017-12-09,0.0,0.4234881
Bradley Beal,2017-12-12,0.0,0.1456407
Bradley Beal,2017-12-13,0.0,0.076213956
Bradley Beal,2017-12-15,1.0,0.3117322
Chris Paul,2017-12-03,0.0,0.13881503
Chris Paul,2017-12-07,1.0,0.36575386
Chris Paul,2017-12-09,0.0,0.4261678
Chris Paul,2017-12-11,1.0,0.40279126
Chris Paul,2017-12-13,0.0,0.36816305
Chris Paul,2017-12-15,1.0,0.5129487
Chris Paul,2017-12-16,0.0,0.5328347
Damian Lillard,2017-11-25,1.0,0.6330621
Damian Lillard,2017-11-27,0.0,0.3496982
Damian Lillard,2017-11-30,0.0,0.1268606
Damian Lillard,2017-12-02,0.0,0.2685413
Damian Lillard,2017-12-05,0.0,0.18685271
Damian Lillard,2017-12-09,0.0,0.08686118
Damian Lillard,2017-12-11,0.0,0.3012396
Damian Lillard,2017-12-13,0.0,0.1940802
Damian Lillard,2017-12-15,1.0,0.39271364
Damian Lillard,2017-12-16,0.0,0.34920213
DeAndre Jordan,2017-12-03,2.0,1.496626
DeAndre Jordan,2017-12-06,0.0,0.7802522
DeAndre Jordan,2017-12-09,1.0,0.9824612
DeAndre Jordan,2017-12-11,2.0,1.3156968
DeAndre Jordan,2017-12-13,2.0,1.0554037
DeAndre Jordan,2017-12-15,1.0,0.9461831
DeAndre Jordan,2017-12-16,0.0,0.7775575
