player_name,game_date,ast,ast_pred
Ben Simmons,2017-12-09,10.0,8.201077
Ben Simmons,2017-12-10,10.0,8.581439
Ben Simmons,2017-12-12,8.0,8.065352
Blake Griffin,2017-11-27,6.0,7.594181
Bradley Beal,2017-11-25,7.0,4.2436733
Bradley Beal,2017-11-28,6.0,4.376444
Bradley Beal,2017-11-29,1.0,4.4035797
Bradley Beal,2017-12-01,2.0,4.0534368
Bradley Beal,2017-12-04,1.0,4.184878
Bradley Beal,2017-12-05,2.0,3.640582
Bradley Beal,2017-12-07,4.0,4.2451725
Bradley Beal,2017-12-09,3.0,4.251598
Bradley Beal,2017-12-12,4.0,4.2733283
Bradley Beal,2017-12-13,7.0,4.504132
Chris Paul,2017-11-29,7.0,9.662554
Chris Paul,2017-12-03,6.0,10.349658
Chris Paul,2017-12-07,13.0,10.173744
Chris Paul,2017-12-09,7.0,8.8979225
Chris Paul,2017-12-11,6.0,9.520591
Chris Paul,2017-12-13,11.0,10.016434
Damian Lillard,2017-11-24,9.0,6.039488
Damian Lillard,2017-11-25,6.0,5.178499
Damian Lillard,2017-11-27,5.0,5.481058
Damian Lillard,2017-11-30,7.0,6.544866
Damian Lillard,2017-12-02,8.0,6.864067
Damian Lillard,2017-12-05,9.0,6.7372856
Damian Lillard,2017-12-09,6.0,5.5883007
Damian Lillard,2017-12-11,2.0,5.486478
Damian Lillard,2017-12-13,6.0,5.751488
DeAndre Jordan,2017-12-03,0.0,1.9815571
DeAndre Jordan,2017-12-06,2.0,2.4372993
DeAndre Jordan,2017-12-09,2.0,2.3418393
DeAndre Jordan,2017-12-11,4.0,2.0921283
DeAndre Jordan,2017-12-13,3.0,1.5929892
DeMar DeRozan,2017-11-24,2.0,6.0027494
DeMar DeRozan,2017-11-25,8.0,6.124549
DeMar DeRozan,2017-12-01,5.0,6.136233
DeMar DeRozan,2017-12-05,8.0,6.33438
DeMar DeRozan,2017-12-08,6.0,5.9613147
DeMar DeRozan,2017-12-10,9.0,5.9127836
DeMar DeRozan,2017-12-11,8.0,6.2518964
DeMar DeRozan,2017-12-13,4.0,5.8578634
DeMarcus Cousins,2017-11-25,4.0,5.6242323
DeMarcus Cousins,2017-11-29,6.0,5.8501515
DeMarcus Cousins,2017-12-01,4.0,5.5007887
DeMarcus Cousins,2017-12-02,0.0,4.835119
DeMarcus Cousins,2017-12-04,7.0,5.008601
DeMarcus Cousins,2017-12-06,4.0,4.2298946
DeMarcus Cousins,2017-12-08,4.0,4.055871
DeMarcus Cousins,2017-12-10,2.0,3.9651399
DeMarcus Cousins,2017-12-11,8.0,4.587868
DeMarcus Cousins,2017-12-13,7.0,3.986329
Dennis Schroder,2017-12-12,5.0,4.7906904
Draymond Green,2017-11-27,8.0,9.045536
Draymond Green,2017-11-29,9.0,9.295958
Draymond Green,2017-12-01,10.0,9.789484
Draymond Green,2017-12-03,9.0,9.136749
Draymond Green,2017-12-04,7.0,9.219041
Draymond Green,2017-12-08,13.0,9.861834
Dwight Howard,2017-11-25,0.0,1.5738147
Dwight Howard,2017-12-01,0.0,1.3563464
Dwight Howard,2017-12-08,2.0,1.884392
Dwight Howard,2017-12-09,0.0,1.5700325
Dwight Howard,2017-12-11,1.0,1.7625507
Dwight Howard,2017-12-13,1.0,1.365659
Giannis Antetokounmpo,2017-11-30,5.0,4.668319
Giannis Antetokounmpo,2017-12-02,5.0,4.53211
Giannis Antetokounmpo,2017-12-04,4.0,4.800729
Giannis Antetokounmpo,2017-12-06,4.0,4.2915077
Giannis Antetokounmpo,2017-12-08,3.0,4.230652
Giannis Antetokounmpo,2017-12-09,7.0,5.203137
Giannis Antetokounmpo,2017-12-13,4.0,4.682937
Hassan Whiteside,2017-11-26,0.0,0.4921444
Hassan Whiteside,2017-11-28,0.0,0.5182198
James Harden,2017-11-27,8.0,12.22029
James Harden,2017-11-29,10.0,10.679855
James Harden,2017-12-03,9.0,10.878353
James Harden,2017-12-07,3.0,9.84136
James Harden,2017-12-09,3.0,9.119408
James Harden,2017-12-11,17.0,10.816652
James Harden,2017-12-13,8.0,9.75009
Jimmy Butler,2017-11-24,4.0,5.991578
Jimmy Butler,2017-11-26,5.0,6.3414946
Jimmy Butler,2017-11-28,10.0,6.0883956
Jimmy Butler,2017-11-29,3.0,5.9346414
Jimmy Butler,2017-12-01,7.0,5.665426
Jimmy Butler,2017-12-03,4.0,4.97504
Jimmy Butler,2017-12-04,5.0,5.8151317
Jimmy Butler,2017-12-06,8.0,4.981334
Jimmy Butler,2017-12-10,5.0,5.962042
Jimmy Butler,2017-12-12,3.0,4.554673
Joel Embiid,2017-11-27,0.0,4.5266314
Joel Embiid,2017-11-29,4.0,3.7369537
Joel Embiid,2017-12-02,0.0,4.1960554
Joel Embiid,2017-12-04,2.0,3.4796467
Joel Embiid,2017-12-07,6.0,4.923008
Joel Embiid,2017-12-12,8.0,5.2751174
Karl-Anthony Towns,2017-11-24,3.0,2.4379716
Karl-Anthony Towns,2017-11-26,2.0,2.363555
Karl-Anthony Towns,2017-11-28,0.0,2.3549273
Karl-Anthony Towns,2017-11-29,3.0,2.2682023
Karl-Anthony Towns,2017-12-01,0.0,1.8989143
Karl-Anthony Towns,2017-12-03,1.0,2.1467075
Karl-Anthony Towns,2017-12-04,3.0,2.2243853
Karl-Anthony Towns,2017-12-06,4.0,2.311091
Karl-Anthony Towns,2017-12-10,4.0,2.2587838
Karl-Anthony Towns,2017-12-12,2.0,2.297184
Kemba Walker,2017-11-24,7.9999995,6.5457416
Kemba Walker,2017-11-25,5.0,5.9953327
Kemba Walker,2017-12-04,7.0000005,6.2190585
Kemba Walker,2017-12-06,5.0,5.944481
Kemba Walker,2017-12-08,5.0,6.4118423
Kemba Walker,2017-12-09,4.0,6.579378
Kemba Walker,2017-12-11,9.0,6.8051643
Kemba Walker,2017-12-13,3.0,5.960199
Kevin Durant,2017-12-03,7.0,6.487316
Kevin Durant,2017-12-04,5.0,6.6376843
Kevin Durant,2017-12-06,10.0,7.140704
Kevin Durant,2017-12-08,7.0,6.644618
Kevin Durant,2017-12-11,5.0,5.935318
Kevin Love,2017-11-30,2.0,2.4088945
Kevin Love,2017-12-02,2.0,2.095164
Kevin Love,2017-12-04,0.0,1.987494
Kevin Love,2017-12-06,1.0,2.0057487
Kevin Love,2017-12-08,3.0,2.5536985
Kevin Love,2017-12-12,2.0,2.502843
Kristaps Porzingis,2017-11-27,1.0,1.0217044
Kristaps Porzingis,2017-11-29,0.0,0.93980145
Kristaps Porzingis,2017-12-06,0.0,1.040486
Kristaps Porzingis,2017-12-09,2.0,1.2895095
Kristaps Porzingis,2017-12-10,2.0,1.3815447
Kristaps Porzingis,2017-12-12,1.0,0.9109664
Kyle Lowry,2017-11-25,6.0,7.6180024
Kyle Lowry,2017-11-29,6.0,7.6326094
Kyle Lowry,2017-12-01,8.0,8.281061
Kyle Lowry,2017-12-05,10.0,8.231884
Kyle Lowry,2017-12-08,8.0,7.8872023
Kyle Lowry,2017-12-10,6.0,7.7614603
Kyle Lowry,2017-12-11,5.0,7.2873588
Kyle Lowry,2017-12-13,7.0,7.5915747
Kyrie Irving,2017-11-24,3.0,5.6376457
Kyrie Irving,2017-11-25,6.0,5.482815
Kyrie Irving,2017-11-27,9.0,5.390644
Kyrie Irving,2017-11-30,3.0,5.1220827
Kyrie Irving,2017-12-02,5.0,5.253234
Kyrie Irving,2017-12-04,1.0,5.338703
Kyrie Irving,2017-12-06,5.0,6.5168705
Kyrie Irving,2017-12-08,1.0,6.271304
Kyrie Irving,2017-12-10,3.0,5.527146
Kyrie Irving,2017-12-13,7.0,5.3935537
LaMarcus Aldridge,2017-11-25,4.0,2.5709834
LaMarcus Aldridge,2017-11-27,3.0,2.0409293
LaMarcus Aldridge,2017-11-29,1.0,2.0473785
LaMarcus Aldridge,2017-12-01,1.0,2.2086647
LaMarcus Aldridge,2017-12-04,4.0,2.1279256
LaMarcus Aldridge,2017-12-06,0.0,2.0630913
LaMarcus Aldridge,2017-12-08,1.0,1.9883885
LaMarcus Aldridge,2017-12-09,2.0,2.0833085
LaMarcus Aldridge,2017-12-12,2.0,1.8569512
LeBron James,2017-11-27,6.0,10.5419035
LeBron James,2017-11-28,6.0,10.649784
LeBron James,2017-11-30,12.0,12.434598
LeBron James,2017-12-02,12.0,10.867837
LeBron James,2017-12-04,6.0,9.75191
LeBron James,2017-12-06,9.0,11.085092
LeBron James,2017-12-08,8.0,11.3173275
LeBron James,2017-12-09,13.0,11.494784
LeBron James,2017-12-12,17.0,11.481803
Lou Williams,2017-12-09,8.0,7.736547
Lou Williams,2017-12-11,5.0,6.8030033
Lou Williams,2017-12-13,8.0,6.115698
Marc Gasol,2017-11-26,1.0,7.6709185
Marc Gasol,2017-11-29,7.0000005,8.1750765
Marc Gasol,2017-12-01,4.0,7.586843
Marc Gasol,2017-12-02,4.0,7.1485124
Marc Gasol,2017-12-04,5.0,7.978694
Marc Gasol,2017-12-06,3.0,7.5891886
Marc Gasol,2017-12-08,4.0,7.298524
Marc Gasol,2017-12-09,6.0,7.3182626
Marc Gasol,2017-12-11,2.0,6.917195
Marc Gasol,2017-12-13,-3.7252903e-08,7.178235
Myles Turner,2017-11-25,0.0,2.5905743
Myles Turner,2017-11-27,0.0,2.760085
Myles Turner,2017-12-06,6.0,3.2563186
Myles Turner,2017-12-08,3.0,2.8882227
Myles Turner,2017-12-10,3.0,3.0622878
Myles Turner,2017-12-13,2.0,3.1350625
Nikola Jokic,2017-11-28,6.0,4.744601
Nikola Jokic,2017-11-30,4.0,4.707789
Nikola Vucevic,2017-11-27,3.0,6.0231657
Nikola Vucevic,2017-11-29,7.0,7.0025024
Nikola Vucevic,2017-12-01,2.0,5.97076
Nikola Vucevic,2017-12-03,3.0,6.1331525
Nikola Vucevic,2017-12-04,5.0,6.0972385
Nikola Vucevic,2017-12-06,4.0,5.020178
Nikola Vucevic,2017-12-08,2.0,5.197498
Nikola Vucevic,2017-12-09,10.0,6.7265387
Nikola Vucevic,2017-12-13,3.0,6.1033707
Paul George,2017-11-25,10.0,4.2827263
Paul George,2017-11-29,5.0,5.4828043
Paul George,2017-12-01,9.0,5.221959
Paul George,2017-12-03,4.0,4.713622
Paul George,2017-12-05,1.0,3.9820826
Paul George,2017-12-11,1.0,5.485871
Paul George,2017-12-13,5.0,5.5027795
Russell Westbrook,2017-11-25,9.0,9.197729
Russell Westbrook,2017-11-29,5.0,9.634924
Russell Westbrook,2017-12-01,14.0,10.251739
Russell Westbrook,2017-12-03,10.0,10.223266
Russell Westbrook,2017-12-05,14.0,10.575055
Russell Westbrook,2017-12-07,6.0,9.919058
Russell Westbrook,2017-12-09,14.0,9.867343
Russell Westbrook,2017-12-11,7.0,9.079222
Russell Westbrook,2017-12-13,12.0,9.431326
Spencer Dinwiddie,2017-12-04,6.0,7.409874
Stephen Curry,2017-11-25,6.0,6.647086
Stephen Curry,2017-11-29,7.0,7.3646164
Stephen Curry,2017-12-01,10.0,7.541065
Stephen Curry,2017-12-03,3.0,6.324541
Stephen Curry,2017-12-04,11.0,7.9481397
Tyreke Evans,2017-12-08,4.0,3.9143658
Tyreke Evans,2017-12-11,3.0,4.071297
Victor Oladipo,2017-11-29,5.0,4.4489393
Victor Oladipo,2017-12-01,6.0,4.3913136
Victor Oladipo,2017-12-04,4.0,4.2778134
Victor Oladipo,2017-12-06,2.0,4.09087
Victor Oladipo,2017-12-08,5.0,4.450918
Victor Oladipo,2017-12-10,6.0,4.4877768
Victor Oladipo,2017-12-13,6.0,4.0675697
Aaron Gordon,2017-12-04,3.0,3.0093133
Aaron Gordon,2017-12-06,2.0,2.5289116
Aaron Gordon,2017-12-08,2.0,2.4975352
Andre Drummond,2017-11-27,6.0,5.474671
Andre Drummond,2017-11-29,7.0,5.169857
Andre Drummond,2017-12-01,7.0,5.044783
Andre Drummond,2017-12-02,6.0,4.0843115
Andre Drummond,2017-12-04,2.0,3.5067043
Andre Drummond,2017-12-06,6.0,3.1455078
Andre Drummond,2017-12-08,4.0,3.5844934
Andre Drummond,2017-12-10,1.0,2.916645
Andre Drummond,2017-12-12,3.0,3.2645817
Andre Drummond,2017-12-14,7.9999995,3.4456887
Anthony Davis,2017-11-25,2.0,2.6488295
Anthony Davis,2017-11-29,0.0,2.4676888
Anthony Davis,2017-12-01,1.0,1.9139528
Anthony Davis,2017-12-08,2.0,2.9941514
Anthony Davis,2017-12-10,4.0,2.873376
Anthony Davis,2017-12-13,2.0,3.097002
Ben Simmons,2017-11-29,4.0,8.047321
Ben Simmons,2017-11-30,7.0000005,7.557564
Ben Simmons,2017-12-02,6.0,7.998353
Ben Simmons,2017-12-04,7.0000005,8.420347
Ben Simmons,2017-12-07,15.0,11.297346
Ben Simmons,2017-12-09,10.0,9.959275
Ben Simmons,2017-12-10,10.0,8.745005
Ben Simmons,2017-12-12,8.0,9.363612
Blake Griffin,2017-11-27,6.0,7.0434046
Bradley Beal,2017-11-25,7.0,4.572848
Bradley Beal,2017-11-28,6.0,3.6598973
Bradley Beal,2017-11-29,1.0,3.226914
Bradley Beal,2017-12-01,2.0,3.0493948
Bradley Beal,2017-12-04,1.0,3.6757672
Bradley Beal,2017-12-05,2.0,2.6329584
Bradley Beal,2017-12-07,4.0,3.2766302
Bradley Beal,2017-12-09,3.0,4.2829046
Bradley Beal,2017-12-12,4.0,3.9939187
Bradley Beal,2017-12-13,7.0,4.700927
Chris Paul,2017-11-29,7.0,9.055351
Chris Paul,2017-12-03,6.0,8.529022
Chris Paul,2017-12-07,13.0,11.131931
Chris Paul,2017-12-09,7.0,9.583267
Chris Paul,2017-12-11,6.0,9.371643
Chris Paul,2017-12-13,11.0,10.561951
Damian Lillard,2017-11-24,9.0,6.5802145
Damian Lillard,2017-11-25,6.0,6.030936
Damian Lillard,2017-11-27,5.0,5.055935
Damian Lillard,2017-11-30,7.0,6.410579
Damian Lillard,2017-12-02,8.0,6.443169
Damian Lillard,2017-12-05,9.0,6.5948486
Damian Lillard,2017-12-09,6.0,5.553274
Damian Lillard,2017-12-11,2.0,4.9814177
Damian Lillard,2017-12-13,6.0,6.0935297
DeAndre Jordan,2017-12-03,0.0,1.9396161
DeAndre Jordan,2017-12-06,2.0,1.9262868
DeAndre Jordan,2017-12-09,2.0,1.9944625
DeAndre Jordan,2017-12-11,4.0,2.2591648
DeAndre Jordan,2017-12-13,3.0,1.9150825
DeMar DeRozan,2017-11-25,8.0,5.4609194
DeMar DeRozan,2017-12-01,5.0,5.9704027
DeMar DeRozan,2017-12-05,8.0,6.7710104
DeMar DeRozan,2017-12-08,6.0,6.039653
DeMar DeRozan,2017-12-10,9.0,6.2011175
DeMar DeRozan,2017-12-11,8.0,6.0133305
DeMar DeRozan,2017-12-13,4.0,5.2291822
DeMarcus Cousins,2017-11-25,4.0,4.9480553
DeMarcus Cousins,2017-11-29,6.0,5.305613
DeMarcus Cousins,2017-12-01,4.0,4.1440277
DeMarcus Cousins,2017-12-02,0.0,4.1289463
DeMarcus Cousins,2017-12-04,7.0,4.9411182
DeMarcus Cousins,2017-12-06,4.0,5.4060764
DeMarcus Cousins,2017-12-08,4.0,4.454791
DeMarcus Cousins,2017-12-10,2.0,4.8982496
DeMarcus Cousins,2017-12-11,8.0,4.739896
DeMarcus Cousins,2017-12-13,7.0,4.738702
Dennis Schroder,2017-12-12,5.0,5.3699946
Dennis Schroder,2017-12-14,10.0,4.4921217
Draymond Green,2017-11-27,8.0,9.1056795
Draymond Green,2017-11-29,9.0,8.673727
Draymond Green,2017-12-01,10.0,9.272777
Draymond Green,2017-12-03,9.0,8.819571
Draymond Green,2017-12-04,7.0,8.854011
Draymond Green,2017-12-08,13.0,10.554033
Dwight Howard,2017-11-25,0.0,1.2696686
Dwight Howard,2017-12-01,0.0,1.2529812
Dwight Howard,2017-12-08,2.0,1.2535179
Dwight Howard,2017-12-09,0.0,1.3504261
Dwight Howard,2017-12-11,1.0,1.5535923
Dwight Howard,2017-12-13,1.0,1.6419258
Giannis Antetokounmpo,2017-11-30,5.0,4.772187
Giannis Antetokounmpo,2017-12-02,5.0,5.4584355
Giannis Antetokounmpo,2017-12-04,4.0,4.944957
Giannis Antetokounmpo,2017-12-06,4.0,3.8768973
Giannis Antetokounmpo,2017-12-08,3.0,3.8206496
Giannis Antetokounmpo,2017-12-09,7.0,4.6579466
Giannis Antetokounmpo,2017-12-13,4.0,4.8046613
Hassan Whiteside,2017-11-26,0.0,0.44432053
Hassan Whiteside,2017-11-28,0.0,0.48375466
James Harden,2017-11-29,10.0,11.010155
James Harden,2017-12-03,9.0,8.216483
James Harden,2017-12-07,3.0,9.270543
James Harden,2017-12-09,3.0,6.52336
James Harden,2017-12-11,17.0,12.460874
James Harden,2017-12-13,8.0,8.989922
Jimmy Butler,2017-11-24,4.0,4.7781687
Jimmy Butler,2017-11-26,5.0,4.6003494
Jimmy Butler,2017-11-28,10.0,6.770222
Jimmy Butler,2017-11-29,3.0,4.3821793
Jimmy Butler,2017-12-01,7.0,4.8288484
Jimmy Butler,2017-12-03,4.0,5.5827036
Jimmy Butler,2017-12-04,5.0,4.137787
Jimmy Butler,2017-12-06,8.0,6.36869
Jimmy Butler,2017-12-10,5.0,5.741042
Jimmy Butler,2017-12-12,3.0,4.4380426
Jimmy Butler,2017-12-14,9.0,5.043857
Joel Embiid,2017-11-27,0.0,3.9316564
Joel Embiid,2017-11-29,4.0,4.2353787
Joel Embiid,2017-12-02,0.0,3.6737094
Joel Embiid,2017-12-04,2.0,2.7597008
Joel Embiid,2017-12-07,6.0,5.03795
Joel Embiid,2017-12-12,8.0,5.430548
Karl-Anthony Towns,2017-11-24,3.0,2.1071033
Karl-Anthony Towns,2017-11-26,2.0,2.0876086
Karl-Anthony Towns,2017-11-28,0.0,2.331862
Karl-Anthony Towns,2017-11-29,3.0,2.8591802
Karl-Anthony Towns,2017-12-01,0.0,1.8891786
Karl-Anthony Towns,2017-12-03,1.0,2.2177634
Karl-Anthony Towns,2017-12-04,3.0,2.265328
Karl-Anthony Towns,2017-12-06,4.0,2.046717
Karl-Anthony Towns,2017-12-10,4.0,2.3568964
Karl-Anthony Towns,2017-12-12,2.0,1.9052682
Karl-Anthony Towns,2017-12-14,5.0,1.7650949
Kemba Walker,2017-11-24,7.9999995,6.629694
Kemba Walker,2017-11-25,5.0,6.313491
Kemba Walker,2017-12-04,7.0000005,6.8136935
Kemba Walker,2017-12-06,5.0,6.4444284
Kemba Walker,2017-12-08,5.0,6.1612988
Kemba Walker,2017-12-09,4.0,5.6227
Kemba Walker,2017-12-11,9.0,7.0747476
Kemba Walker,2017-12-13,3.0,5.616072
Kevin Durant,2017-12-03,7.0,7.770228
Kevin Durant,2017-12-04,5.0,6.8058643
Kevin Durant,2017-12-06,10.0,7.33945
Kevin Durant,2017-12-08,7.0,5.4536066
Kevin Durant,2017-12-11,5.0,4.757457
Kevin Durant,2017-12-14,7.0,5.0595446
Kevin Love,2017-11-30,2.0,2.2724018
Kevin Love,2017-12-02,2.0,2.3734415
Kevin Love,2017-12-04,0.0,1.5883459
Kevin Love,2017-12-06,1.0,1.5671313
Kevin Love,2017-12-08,3.0,2.041295
Kevin Love,2017-12-12,2.0,2.055025
Kevin Love,2017-12-14,3.0,2.2231295
Kristaps Porzingis,2017-11-27,1.0,1.042086
Kristaps Porzingis,2017-11-29,0.0,0.9428549
Kristaps Porzingis,2017-12-06,0.0,0.78566015
Kristaps Porzingis,2017-12-09,2.0,1.5374992
Kristaps Porzingis,2017-12-10,2.0,1.5064534
Kristaps Porzingis,2017-12-12,1.0,1.2094626
Kristaps Porzingis,2017-12-14,4.0,1.1961507
Kyle Lowry,2017-11-29,6.0,7.0904207
Kyle Lowry,2017-12-01,8.0,7.8821
Kyle Lowry,2017-12-05,10.0,8.259834
Kyle Lowry,2017-12-08,8.0,7.7460294
Kyle Lowry,2017-12-10,6.0,7.476898
Kyle Lowry,2017-12-11,5.0,7.2779665
Kyle Lowry,2017-12-13,7.0,7.8394537
Kyrie Irving,2017-11-25,6.0,3.8865957
Kyrie Irving,2017-11-27,9.0,5.702146
Kyrie Irving,2017-11-30,3.0,4.8782196
Kyrie Irving,2017-12-02,5.0,3.7200541
Kyrie Irving,2017-12-04,1.0,4.2965097
Kyrie Irving,2017-12-06,5.0,5.5165396
Kyrie Irving,2017-12-08,1.0,4.9158406
Kyrie Irving,2017-12-10,3.0,5.5134087
Kyrie Irving,2017-12-13,7.0,4.9801183
LaMarcus Aldridge,2017-11-27,3.0,1.8781842
LaMarcus Aldridge,2017-11-29,1.0,1.7803969
LaMarcus Aldridge,2017-12-01,1.0,1.3299551
LaMarcus Aldridge,2017-12-04,4.0,1.4640839
LaMarcus Aldridge,2017-12-06,0.0,2.064107
LaMarcus Aldridge,2017-12-08,1.0,1.5942404
LaMarcus Aldridge,2017-12-09,2.0,1.4181874
LaMarcus Aldridge,2017-12-12,2.0,1.6060427
LeBron James,2017-11-27,6.0,10.779099
LeBron James,2017-11-28,6.0,9.458599
LeBron James,2017-11-30,12.0,10.531844
LeBron James,2017-12-02,12.0,10.779168
LeBron James,2017-12-04,6.0,10.663964
LeBron James,2017-12-06,9.0,12.13138
LeBron James,2017-12-08,8.0,12.65625
LeBron James,2017-12-09,13.0,13.584751
LeBron James,2017-12-12,17.0,13.378263
LeBron James,2017-12-14,12.0,11.18263
Lou Williams,2017-12-09,8.0,7.8945565
Lou Williams,2017-12-11,5.0,6.7915382
Lou Williams,2017-12-13,8.0,7.530592
Marc Gasol,2017-11-26,1.0,4.570624
Marc Gasol,2017-11-29,7.0,5.1210537
Marc Gasol,2017-12-01,4.0,4.8012056
Marc Gasol,2017-12-02,4.0,5.0959234
Marc Gasol,2017-12-04,5.0,7.221011
Marc Gasol,2017-12-06,3.0,5.6455398
Marc Gasol,2017-12-08,4.0,7.5549994
Marc Gasol,2017-12-09,6.0,7.1805916
Marc Gasol,2017-12-11,2.0,6.229313
Marc Gasol,2017-12-13,0.0,6.460544
Myles Turner,2017-11-25,0.0,2.770785
Myles Turner,2017-11-27,0.0,2.3674486
Myles Turner,2017-12-06,6.0,3.4819293
Myles Turner,2017-12-08,3.0,2.7648442
Myles Turner,2017-12-10,3.0,3.3173783
Myles Turner,2017-12-13,2.0,3.2260494
Nikola Jokic,2017-11-28,6.0,4.3374176
Nikola Jokic,2017-11-30,4.0,4.4955635
Nikola Vucevic,2017-11-27,3.0,6.035281
Nikola Vucevic,2017-11-29,7.0,6.711144
Nikola Vucevic,2017-12-01,2.0,5.501683
Nikola Vucevic,2017-12-03,3.0,6.134408
Nikola Vucevic,2017-12-04,5.0,5.4030857
Nikola Vucevic,2017-12-06,4.0,5.0194235
Nikola Vucevic,2017-12-08,2.0,5.1412206
Nikola Vucevic,2017-12-09,10.0,7.137928
Nikola Vucevic,2017-12-13,3.0,5.8823814
Paul George,2017-11-25,10.0,6.0929384
Paul George,2017-11-29,5.0,4.964133
Paul George,2017-12-01,9.0,6.32606
Paul George,2017-12-03,4.0,4.5807843
Paul George,2017-12-05,1.0,3.6236417
Paul George,2017-12-11,1.0,4.961739
Paul George,2017-12-13,5.0,4.9817553
Russell Westbrook,2017-11-25,9.0,9.380679
Russell Westbrook,2017-11-29,5.0,8.768749
Russell Westbrook,2017-12-01,14.0,10.950093
Russell Westbrook,2017-12-03,10.0,10.005921
Russell Westbrook,2017-12-05,14.0,9.238372
Russell Westbrook,2017-12-07,6.0,8.813618
Russell Westbrook,2017-12-09,14.0,10.792784
Russell Westbrook,2017-12-11,7.0,7.142371
Russell Westbrook,2017-12-13,12.0,10.847504
Spencer Dinwiddie,2017-12-04,6.0,7.543108
Spencer Dinwiddie,2017-12-14,7.0,7.637372
Stephen Curry,2017-11-25,6.0,8.255182
Stephen Curry,2017-11-29,7.0,7.534777
Stephen Curry,2017-12-01,10.0,8.003605
Stephen Curry,2017-12-03,3.0,6.4389315
Stephen Curry,2017-12-04,11.0,8.358366
Tyreke Evans,2017-12-08,4.0,3.766096
Tyreke Evans,2017-12-11,3.0,3.8767076
Victor Oladipo,2017-11-29,5.0,4.454924
Victor Oladipo,2017-12-01,6.0,4.634983
Victor Oladipo,2017-12-04,4.0,4.1367426
Victor Oladipo,2017-12-06,2.0,3.8497825
Victor Oladipo,2017-12-08,5.0,4.48203
Victor Oladipo,2017-12-10,6.0,4.8007145
Victor Oladipo,2017-12-13,6.0,4.071199
Aaron Gordon,2017-12-04,3.0,2.842721
Aaron Gordon,2017-12-06,2.0,1.899595
Aaron Gordon,2017-12-08,2.0,1.5081522
Aaron Gordon,2017-12-15,2.0,2.0552635
Al Horford,2017-12-15,7.0,5.0228987
Andre Drummond,2017-11-29,7.0,4.3139477
Andre Drummond,2017-12-01,7.0,4.2704606
Andre Drummond,2017-12-02,6.0,3.727962
Andre Drummond,2017-12-04,2.0,3.2148693
Andre Drummond,2017-12-06,6.0,3.4008198
Andre Drummond,2017-12-08,4.0,3.3245022
Andre Drummond,2017-12-10,1.0,3.593529
Andre Drummond,2017-12-12,3.0,2.9584136
Andre Drummond,2017-12-14,8.0,3.568701
Andre Drummond,2017-12-15,1.0,3.231635
Anthony Davis,2017-11-29,0.0,1.3208374
Anthony Davis,2017-12-01,1.0,1.4049441
Anthony Davis,2017-12-08,2.0,1.1880325
Anthony Davis,2017-12-10,4.0,2.2194684
Anthony Davis,2017-12-13,2.0,1.8420621
Anthony Davis,2017-12-15,1.0,1.8752296
Ben Simmons,2017-11-30,7.0000005,5.918152
Ben Simmons,2017-12-02,6.0,6.6491313
Ben Simmons,2017-12-04,7.0000005,7.2827406
Ben Simmons,2017-12-07,15.0,8.515588
Ben Simmons,2017-12-09,10.0,6.5985074
Ben Simmons,2017-12-10,10.0,6.4629707
Ben Simmons,2017-12-12,8.0,6.639538
Ben Simmons,2017-12-15,11.0,6.879257
Blake Griffin,2017-11-27,6.0,7.394278
Bradley Beal,2017-11-28,6.0,3.392974
Bradley Beal,2017-11-29,1.0,2.4883442
Bradley Beal,2017-12-01,2.0,2.811594
Bradley Beal,2017-12-04,1.0,2.9544392
Bradley Beal,2017-12-05,2.0,2.4095416
Bradley Beal,2017-12-07,4.0,3.1389894
Bradley Beal,2017-12-09,3.0,3.2607293
Bradley Beal,2017-12-12,4.0,3.4405446
Bradley Beal,2017-12-13,7.0,3.9750803
Bradley Beal,2017-12-15,4.0,3.0787132
Chris Paul,2017-11-29,7.0,8.438257
Chris Paul,2017-12-03,6.0,8.872448
Chris Paul,2017-12-07,13.0,9.799835
Chris Paul,2017-12-09,7.0,8.144557
Chris Paul,2017-12-11,6.0,8.139994
Chris Paul,2017-12-13,11.0,9.349123
Chris Paul,2017-12-15,8.0,9.32222
Damian Lillard,2017-11-25,6.0,5.311024
Damian Lillard,2017-11-27,5.0,4.965292
Damian Lillard,2017-11-30,7.0,4.9977436
Damian Lillard,2017-12-02,8.0,5.830001
Damian Lillard,2017-12-05,9.0,5.8290195
Damian Lillard,2017-12-09,6.0,4.145465
Damian Lillard,2017-12-11,2.0,4.2439237
Damian Lillard,2017-12-13,6.0,5.2148542
Damian Lillard,2017-12-15,4.0,4.519795
DeAndre Jordan,2017-12-03,0.0,1.1734055
DeAndre Jordan,2017-12-06,2.0,1.9593601
DeAndre Jordan,2017-12-09,2.0,1.2988015
DeAndre Jordan,2017-12-11,4.0,1.8678297
DeAndre Jordan,2017-12-13,3.0,1.5173808
DeAndre Jordan,2017-12-15,1.0,2.172709
DeMar DeRozan,2017-12-01,5.0,4.972123
DeMar DeRozan,2017-12-05,8.0,4.965855
DeMar DeRozan,2017-12-08,6.0,4.3829823
DeMar DeRozan,2017-12-10,9.0,5.0948186
DeMar DeRozan,2017-12-11,8.0,4.4204607
DeMar DeRozan,2017-12-13,4.0,4.666845
