player_name,game_date,y_true,y_pred
Al Horford,2017-11-01,26.4,34.006245
Al Horford,2017-11-03,33.6,33.734203
Al Horford,2017-11-05,26.0,30.247543
Al Horford,2017-11-12,34.6,35.441986
Al-Farouq Aminu,2017-10-28,31.0,27.255692
Al-Farouq Aminu,2017-10-30,18.9,26.208551
Al-Farouq Aminu,2017-11-01,18.199999,25.223913
Alex Len,2017-11-10,41.1,35.52906
Alex Len,2017-11-11,17.1,15.9408
Alex Len,2017-11-13,15.699999,21.917776
Alex Len,2017-11-16,24.6,13.157299
Allen Crabbe,2017-10-31,11.2,18.653069
Allen Crabbe,2017-11-06,25.800001,19.46438
Allen Crabbe,2017-11-10,26.0,20.27361
Allen Crabbe,2017-11-11,11.999999,13.223972
Allen Crabbe,2017-11-14,28.1,18.553549
Andrew Wiggins,2017-10-27,27.099998,26.388723
Andrew Wiggins,2017-10-30,34.899998,33.660515
Andrew Wiggins,2017-11-01,25.2,32.36036
Andrew Wiggins,2017-11-04,30.6,32.459267
Andrew Wiggins,2017-11-05,28.6,29.964073
Andrew Wiggins,2017-11-08,37.7,29.9424
Andrew Wiggins,2017-11-11,34.2,33.027805
Andrew Wiggins,2017-11-13,29.800001,33.134224
Andrew Wiggins,2017-11-15,17.9,31.126907
Austin Rivers,2017-11-05,32.9,33.569042
Austin Rivers,2017-11-07,33.899998,33.375824
Austin Rivers,2017-11-10,19.0,24.454521
Austin Rivers,2017-11-11,29.6,29.657656
Austin Rivers,2017-11-13,22.6,27.297647
Avery Bradley,2017-10-28,31.0,28.348417
Avery Bradley,2017-10-29,33.2,26.247643
Avery Bradley,2017-10-31,14.000001,22.101582
Avery Bradley,2017-11-03,37.399998,34.40529
Avery Bradley,2017-11-04,31.9,32.157944
Avery Bradley,2017-11-08,19.6,24.227518
Avery Bradley,2017-11-10,25.8,31.86781
Avery Bradley,2017-11-12,35.699997,32.955917
Avery Bradley,2017-11-15,35.9,33.677673
Bojan Bogdanovic,2017-11-12,13.9,17.959179
Bojan Bogdanovic,2017-11-15,20.1,19.662453
Brandon Ingram,2017-10-28,31.2,33.48812
Brandon Ingram,2017-10-31,38.0,25.701637
Brandon Ingram,2017-11-02,27.1,29.36136
Brandon Ingram,2017-11-03,40.0,29.211525
Brandon Ingram,2017-11-05,28.9,31.438787
Brandon Ingram,2017-11-08,32.9,32.264816
Brandon Ingram,2017-11-09,15.3,22.310019
Brandon Ingram,2017-11-11,18.2,25.793291
Brandon Ingram,2017-11-13,14.6,21.449429
Brandon Ingram,2017-11-15,47.699997,25.31152
Brook Lopez,2017-10-31,20.2,34.15847
Brook Lopez,2017-11-02,33.1,37.166557
Brook Lopez,2017-11-03,55.0,50.664562
Brook Lopez,2017-11-05,35.7,33.336746
Brook Lopez,2017-11-08,19.300001,25.918455
Brook Lopez,2017-11-09,27.8,31.085373
Brook Lopez,2017-11-11,21.9,32.262085
Brook Lopez,2017-11-13,29.499998,26.233885
Brook Lopez,2017-11-15,13.400001,26.69055
Buddy Hield,2017-10-29,11.099999,17.936134
Buddy Hield,2017-11-09,21.8,20.419212
Buddy Hield,2017-11-11,30.400002,24.591852
Buddy Hield,2017-11-13,27.1,23.451527
Buddy Hield,2017-11-15,19.4,26.096031
CJ McCollum,2017-11-15,39.3,44.280075
Caris LeVert,2017-10-29,22.7,25.852129
Caris LeVert,2017-10-31,19.9,20.991692
Caris LeVert,2017-11-03,19.800001,21.024128
Caris LeVert,2017-11-06,20.800001,25.184807
Caris LeVert,2017-11-07,23.6,28.668325
Caris LeVert,2017-11-10,14.700001,21.392498
Caris LeVert,2017-11-11,15.8,22.944992
Caris LeVert,2017-11-14,22.2,21.544367
Carmelo Anthony,2017-11-10,28.7,34.77352
Carmelo Anthony,2017-11-15,31.2,33.968227
Clint Capela,2017-11-09,43.100002,36.78564
Clint Capela,2017-11-11,41.300003,33.024395
Clint Capela,2017-11-12,42.9,33.741184
Clint Capela,2017-11-16,33.0,37.67947
Courtney Lee,2017-11-03,25.5,25.856197
Courtney Lee,2017-11-05,21.3,28.126745
Courtney Lee,2017-11-07,21.1,30.011175
Courtney Lee,2017-11-08,24.9,28.003483
Courtney Lee,2017-11-11,26.9,27.730478
Courtney Lee,2017-11-13,26.3,22.799297
Courtney Lee,2017-11-15,29.9,30.7892
D'Angelo Russell,2017-11-11,34.7,33.619205
Danilo Gallinari,2017-10-30,25.400002,20.196959
Danilo Gallinari,2017-11-01,30.199999,20.717146
Danilo Gallinari,2017-11-05,7.7,16.808617
Danny Green,2017-10-30,12.900001,18.628128
Danny Green,2017-11-02,22.6,28.826757
Danny Green,2017-11-03,10.0,19.134624
Danny Green,2017-11-05,22.4,24.557966
Danny Green,2017-11-07,33.2,15.534392
Danny Green,2017-11-10,8.3,18.417212
Danny Green,2017-11-14,17.1,30.007616
Danny Green,2017-11-15,18.4,17.292458
Dario Saric,2017-11-15,23.2,23.24165
Darren Collison,2017-10-29,24.6,29.726051
Darren Collison,2017-10-31,8.0,25.576176
Darren Collison,2017-11-01,45.0,41.76825
Darren Collison,2017-11-03,11.9,21.066538
Darren Collison,2017-11-05,39.0,33.82791
Darren Collison,2017-11-07,21.2,18.378933
Darren Collison,2017-11-08,16.9,20.918411
Darren Collison,2017-11-10,19.1,23.196934
Darren Collison,2017-11-12,15.400001,27.543283
Darren Collison,2017-11-15,43.399998,21.925682
De'Aaron Fox,2017-11-04,17.0,22.900616
De'Aaron Fox,2017-11-07,22.4,26.064472
De'Aaron Fox,2017-11-09,25.300001,22.181467
De'Aaron Fox,2017-11-11,15.200001,20.18514
De'Aaron Fox,2017-11-13,19.1,27.859346
De'Aaron Fox,2017-11-15,10.2,17.246384
DeMarre Carroll,2017-10-31,35.5,30.529282
DeMarre Carroll,2017-11-03,31.599998,30.452085
DeMarre Carroll,2017-11-06,25.2,30.464588
DeMarre Carroll,2017-11-07,14.7,25.653374
DeMarre Carroll,2017-11-10,33.100002,28.325857
DeMarre Carroll,2017-11-11,24.4,23.521847
DeMarre Carroll,2017-11-14,17.9,27.311333
Dejounte Murray,2017-10-30,23.0,25.882143
Dejounte Murray,2017-11-02,14.2,16.294817
Dejounte Murray,2017-11-03,18.7,27.525854
Dejounte Murray,2017-11-14,18.4,25.221176
Dejounte Murray,2017-11-15,9.3,23.891703
Dennis Smith Jr.,2017-11-04,25.5,35.05109
Dennis Smith Jr.,2017-11-07,44.6,43.176964
Dennis Smith Jr.,2017-11-11,48.499996,32.406586
Dennis Smith Jr.,2017-11-12,31.9,27.550272
Dennis Smith Jr.,2017-11-14,31.2,27.339478
Denzel Valentine,2017-11-10,14.6,21.582335
Denzel Valentine,2017-11-11,20.599998,21.929224
Denzel Valentine,2017-11-15,22.599998,21.185673
Derrick Favors,2017-10-28,29.5,29.502577
Derrick Favors,2017-10-30,21.0,21.651663
Derrick Favors,2017-11-01,11.0,23.794054
Derrick Favors,2017-11-03,24.4,29.98942
Derrick Favors,2017-11-05,21.4,30.105328
Derrick Favors,2017-11-07,13.4,21.698702
Derrick Favors,2017-11-10,11.7,27.05131
Derrick Favors,2017-11-11,46.4,43.32906
Derrick Favors,2017-11-13,26.0,23.137104
Derrick Favors,2017-11-15,34.5,31.030144
Derrick Rose,2017-11-07,10.2,16.067898
Devin Booker,2017-10-28,46.199997,52.41482
Devin Booker,2017-10-31,42.399998,43.60454
Devin Booker,2017-11-01,33.7,37.011864
Devin Booker,2017-11-08,45.600002,45.89074
Devin Booker,2017-11-11,53.8,46.602226
Devin Booker,2017-11-13,41.1,33.611526
Dewayne Dedmon,2017-10-29,12.0,30.822435
Dewayne Dedmon,2017-11-01,20.800001,30.482538
Dewayne Dedmon,2017-11-03,20.4,33.676125
Dewayne Dedmon,2017-11-05,20.4,30.495361
Dewayne Dedmon,2017-11-06,40.4,33.443783
Dewayne Dedmon,2017-11-10,28.3,23.59502
Dewayne Dedmon,2017-11-11,20.6,24.195807
Dewayne Dedmon,2017-11-13,18.699999,29.745214
Dewayne Dedmon,2017-11-15,56.3,36.913372
Dion Waiters,2017-10-30,49.0,37.791843
Dion Waiters,2017-11-01,27.9,31.049377
Dion Waiters,2017-11-03,20.099998,27.445553
Dion Waiters,2017-11-08,18.1,28.703135
Dion Waiters,2017-11-10,20.9,32.356785
Dion Waiters,2017-11-12,33.3,40.59985
Dion Waiters,2017-11-15,23.9,34.78316
Dirk Nowitzki,2017-10-26,28.400002,25.217094
Dirk Nowitzki,2017-10-28,23.5,17.273314
Dirk Nowitzki,2017-10-30,23.5,16.565742
Dirk Nowitzki,2017-11-01,29.099998,27.705269
Dirk Nowitzki,2017-11-03,13.2,24.191904
Dirk Nowitzki,2017-11-04,13.6,20.288612
Dirk Nowitzki,2017-11-07,11.5,17.365875
Dirk Nowitzki,2017-11-11,26.0,25.707932
Dirk Nowitzki,2017-11-12,7.7000003,15.662933
Dirk Nowitzki,2017-11-14,31.400002,23.69209
Domantas Sabonis,2017-11-01,38.4,32.495983
Domantas Sabonis,2017-11-03,23.699999,24.731333
Domantas Sabonis,2017-11-05,27.1,32.458473
Domantas Sabonis,2017-11-10,17.3,29.226892
Domantas Sabonis,2017-11-12,27.0,30.593508
Domantas Sabonis,2017-11-15,23.2,26.018614
Donovan Mitchell,2017-11-13,47.8,46.624035
Donovan Mitchell,2017-11-15,24.3,25.560247
Dwyane Wade,2017-11-01,11.2,19.94734
Dwyane Wade,2017-11-03,17.6,26.685217
Dwyane Wade,2017-11-05,49.2,27.324293
Dwyane Wade,2017-11-07,26.099998,24.749708
Dwyane Wade,2017-11-09,14.400001,24.954044
Dwyane Wade,2017-11-11,10.3,25.360102
Dwyane Wade,2017-11-13,35.1,28.547825
Dwyane Wade,2017-11-15,25.9,29.268475
Emmanuel Mudiay,2017-11-13,2.2,14.913022
Eric Gordon,2017-10-30,27.0,29.310116
Eric Gordon,2017-11-01,24.400002,33.22968
Eric Gordon,2017-11-03,40.899998,34.0418
Eric Gordon,2017-11-05,27.2,27.188742
Eric Gordon,2017-11-09,23.400002,24.4333
Eric Gordon,2017-11-11,29.4,30.10467
Eric Gordon,2017-11-12,34.2,32.822617
Eric Gordon,2017-11-14,17.7,27.466028
Eric Gordon,2017-11-16,23.900002,33.230423
Evan Fournier,2017-11-01,37.1,36.996326
Evan Fournier,2017-11-03,31.5,25.132029
Evan Fournier,2017-11-05,11.799999,30.292295
Evan Fournier,2017-11-08,46.899998,30.630985
Evan Fournier,2017-11-10,21.2,29.302782
Evan Fournier,2017-11-11,24.7,34.897285
Evan Fournier,2017-11-13,27.4,24.7469
Evan Fournier,2017-11-15,28.6,28.904507
Evan Turner,2017-10-28,17.0,22.203857
Evan Turner,2017-10-30,22.499998,23.998745
Evan Turner,2017-11-01,27.7,24.605053
Evan Turner,2017-11-02,17.9,16.086721
Evan Turner,2017-11-05,15.3,17.03357
Evan Turner,2017-11-10,19.9,21.850163
Evan Turner,2017-11-13,26.099998,22.423988
Evan Turner,2017-11-15,7.7000003,15.02877
Frank Kaminsky,2017-11-01,19.6,24.556246
Frank Kaminsky,2017-11-03,13.3,20.971016
Gary Harris,2017-10-29,28.7,27.90118
Gary Harris,2017-10-30,34.9,32.136383
Gary Harris,2017-11-01,21.199999,28.389898
Gary Harris,2017-11-03,20.2,25.712738
Gary Harris,2017-11-04,18.6,26.991566
Gary Harris,2017-11-07,38.3,36.626587
Gary Harris,2017-11-09,18.5,20.346846
George Hill,2017-10-31,16.2,20.82257
George Hill,2017-11-01,15.000001,18.027357
Goran Dragic,2017-10-30,29.699999,34.733967
Goran Dragic,2017-11-01,36.0,29.710873
Goran Dragic,2017-11-03,42.1,38.289394
Goran Dragic,2017-11-05,26.8,30.876125
Goran Dragic,2017-11-06,28.6,32.93492
Goran Dragic,2017-11-08,44.800003,42.589054
Goran Dragic,2017-11-10,22.9,31.543917
Goran Dragic,2017-11-12,34.3,31.942154
Goran Dragic,2017-11-15,28.8,28.516586
Harrison Barnes,2017-10-26,35.7,28.560188
Harrison Barnes,2017-10-28,30.800001,34.778408
Harrison Barnes,2017-10-30,13.900001,25.973703
Harrison Barnes,2017-11-01,25.8,34.662342
Harrison Barnes,2017-11-03,42.7,40.49682
Harrison Barnes,2017-11-04,22.8,28.417358
Harrison Barnes,2017-11-07,46.3,40.709557
Harrison Barnes,2017-11-11,35.9,28.530828
Harrison Barnes,2017-11-12,35.100002,30.634027
Harrison Barnes,2017-11-14,35.6,33.440098
J.J. Barea,2017-11-12,20.4,21.354464
JJ Redick,2017-11-07,25.6,31.124296
JJ Redick,2017-11-09,26.300001,30.126858
