player_name,game_date,y_true,y_pred
Aaron Gordon,2017-11-01,38.4,35.13297
Aaron Gordon,2017-11-03,23.4,32.79494
Aaron Gordon,2017-11-05,40.4,34.96518
Aaron Gordon,2017-11-08,30.300001,29.542725
Aaron Gordon,2017-11-10,39.9,45.365116
Aaron Gordon,2017-11-11,25.099998,37.956142
Aaron Gordon,2017-11-13,23.5,31.86732
Aaron Gordon,2017-11-15,23.5,33.800278
Al Horford,2017-10-30,42.1,42.16786
Al Horford,2017-11-01,26.4,29.250952
Al Horford,2017-11-03,33.6,35.698032
Al Horford,2017-11-05,26.0,30.433064
Al Horford,2017-11-06,42.500004,38.84783
Al Horford,2017-11-12,34.6,34.927437
Al Horford,2017-11-14,32.7,33.721413
Al Horford,2017-11-16,29.2,34.51638
Andrew Wiggins,2017-10-27,27.099998,30.033009
Andrew Wiggins,2017-10-30,34.899998,34.048008
Andrew Wiggins,2017-11-01,25.2,26.51246
Andrew Wiggins,2017-11-04,30.6,37.377155
Andrew Wiggins,2017-11-05,28.6,26.702765
Andrew Wiggins,2017-11-08,37.7,35.726986
Andrew Wiggins,2017-11-11,34.2,38.404495
Andrew Wiggins,2017-11-13,29.800001,31.921417
Andrew Wiggins,2017-11-15,17.9,25.590437
Bradley Beal,2017-10-29,23.599998,23.878733
Bradley Beal,2017-11-01,49.199997,42.206097
Bradley Beal,2017-11-03,45.8,41.424465
Bradley Beal,2017-11-05,49.0,32.86807
Bradley Beal,2017-11-07,28.800001,24.773487
Bradley Beal,2017-11-09,34.5,28.749136
Bradley Beal,2017-11-11,35.8,34.34013
Bradley Beal,2017-11-13,32.9,25.645855
Bradley Beal,2017-11-15,39.9,35.626328
Brook Lopez,2017-10-28,14.599999,20.065737
Brook Lopez,2017-11-05,35.7,33.143433
Brook Lopez,2017-11-08,19.3,20.933447
Brook Lopez,2017-11-09,27.8,26.352863
Brook Lopez,2017-11-11,21.9,22.512423
Brook Lopez,2017-11-15,13.4,17.439014
CJ McCollum,2017-10-30,24.6,27.045885
CJ McCollum,2017-11-01,25.0,30.686615
CJ McCollum,2017-11-02,32.9,34.83698
CJ McCollum,2017-11-05,24.1,32.088512
CJ McCollum,2017-11-07,47.899998,40.602207
CJ McCollum,2017-11-10,30.6,32.38645
CJ McCollum,2017-11-13,25.9,32.280334
CJ McCollum,2017-11-15,39.3,34.50312
Carmelo Anthony,2017-10-28,30.0,31.323153
Carmelo Anthony,2017-10-31,34.1,29.104252
Carmelo Anthony,2017-11-03,33.3,32.649933
Carmelo Anthony,2017-11-05,20.199999,21.132027
Carmelo Anthony,2017-11-07,29.4,29.230436
Carmelo Anthony,2017-11-09,41.0,33.791615
Carmelo Anthony,2017-11-10,28.7,30.234827
Carmelo Anthony,2017-11-15,31.199999,36.860424
Clint Capela,2017-10-28,31.9,40.798172
Clint Capela,2017-10-30,38.0,35.935772
Clint Capela,2017-11-01,41.6,36.369316
Clint Capela,2017-11-03,19.7,23.318127
Clint Capela,2017-11-05,32.600002,35.090137
Clint Capela,2017-11-09,43.1,43.925053
Clint Capela,2017-11-11,41.3,31.777388
Clint Capela,2017-11-12,42.9,29.571457
Clint Capela,2017-11-14,31.7,28.3055
Clint Capela,2017-11-16,33.0,24.60703
D'Angelo Russell,2017-10-29,21.6,27.48733
D'Angelo Russell,2017-10-31,45.2,39.302773
D'Angelo Russell,2017-11-03,40.899998,37.82581
D'Angelo Russell,2017-11-06,46.199997,38.573334
D'Angelo Russell,2017-11-07,20.800001,23.495167
D'Angelo Russell,2017-11-10,37.3,43.126553
D'Angelo Russell,2017-11-11,34.7,37.882744
Danilo Gallinari,2017-10-30,25.400002,23.737383
Danilo Gallinari,2017-11-01,30.199999,28.286291
Danilo Gallinari,2017-11-05,7.7,14.041808
Darren Collison,2017-11-03,11.9,19.834862
Darren Collison,2017-11-07,21.2,22.205923
Darren Collison,2017-11-08,16.9,24.942755
DeAndre Jordan,2017-10-30,22.2,27.560936
DeAndre Jordan,2017-11-01,29.8,33.761936
DeAndre Jordan,2017-11-05,39.300003,21.966656
DeAndre Jordan,2017-11-07,17.900002,21.883375
DeAndre Jordan,2017-11-10,23.9,25.069784
DeAndre Jordan,2017-11-11,33.8,36.48828
DeAndre Jordan,2017-11-13,8.0,19.622723
DeMar DeRozan,2017-11-03,41.2,40.46658
DeMar DeRozan,2017-11-05,33.300003,27.168354
DeMar DeRozan,2017-11-07,31.800001,44.373524
DeMar DeRozan,2017-11-09,48.399998,43.06384
DeMar DeRozan,2017-11-12,33.600002,31.630033
DeMar DeRozan,2017-11-14,41.699997,45.23644
DeMar DeRozan,2017-11-15,47.8,38.044662
Dennis Schroder,2017-11-03,20.4,23.88233
Dennis Schroder,2017-11-05,39.1,33.8518
Dennis Schroder,2017-11-06,38.4,30.319134
Dennis Schroder,2017-11-10,41.3,33.177822
Dennis Schroder,2017-11-11,18.9,23.603918
Dennis Schroder,2017-11-13,22.900002,25.753082
Dennis Schroder,2017-11-15,27.999998,30.948627
Devin Booker,2017-10-28,46.2,44.081234
Devin Booker,2017-10-31,42.399998,35.283043
Devin Booker,2017-11-01,33.7,37.52605
Devin Booker,2017-11-03,40.9,36.40119
Devin Booker,2017-11-05,11.599999,26.470726
Devin Booker,2017-11-06,23.9,25.636955
Devin Booker,2017-11-08,45.6,40.068775
Devin Booker,2017-11-10,22.3,29.732887
Devin Booker,2017-11-11,53.8,46.37785
Devin Booker,2017-11-13,41.100002,30.538776
Devin Booker,2017-11-16,30.400002,50.871674
Dion Waiters,2017-11-08,18.1,22.57382
Draymond Green,2017-10-30,42.8,46.253872
Draymond Green,2017-11-02,31.0,41.38728
Draymond Green,2017-11-04,44.399998,38.022896
Draymond Green,2017-11-06,31.800001,33.26617
Draymond Green,2017-11-08,25.2,31.776365
Draymond Green,2017-11-11,52.5,42.95372
Draymond Green,2017-11-13,35.300003,28.020002
Draymond Green,2017-11-16,36.1,43.805416
Dwight Howard,2017-10-29,35.3,22.83594
