player_name,game_date,y_true,y_pred
Andre Drummond,2017-11-04,54.8,47.172615
Andre Drummond,2017-11-08,44.2,45.90226
Andre Drummond,2017-11-10,50.499996,47.243526
Andre Drummond,2017-11-12,34.4,42.53214
Andre Drummond,2017-11-15,38.4,42.33864
Anthony Davis,2017-11-01,55.0,54.452778
Anthony Davis,2017-11-03,59.600002,50.782337
Anthony Davis,2017-11-04,53.2,52.580585
Anthony Davis,2017-11-07,66.8,44.87231
Anthony Davis,2017-11-09,41.4,49.98531
Anthony Davis,2017-11-11,55.5,48.068317
Anthony Davis,2017-11-13,48.5,43.986706
Anthony Davis,2017-11-15,36.5,36.308487
Ben Simmons,2017-11-07,52.600002,48.558758
Ben Simmons,2017-11-09,31.400002,40.286354
Ben Simmons,2017-11-11,33.0,38.911964
Ben Simmons,2017-11-13,43.399998,44.226547
Ben Simmons,2017-11-15,60.800003,51.012833
Blake Griffin,2017-10-30,25.599998,34.892517
Blake Griffin,2017-11-01,38.7,36.24625
Blake Griffin,2017-11-05,42.600002,38.791492
Damian Lillard,2017-10-28,47.9,46.569515
Damian Lillard,2017-10-30,44.4,48.601105
Damian Lillard,2017-11-01,61.0,49.797672
Damian Lillard,2017-11-02,44.7,46.0936
Damian Lillard,2017-11-05,62.5,49.62442
Damian Lillard,2017-11-07,25.0,44.17558
Damian Lillard,2017-11-10,36.8,39.988495
Damian Lillard,2017-11-13,39.5,44.1367
Damian Lillard,2017-11-15,47.699997,43.19641
DeMarcus Cousins,2017-10-30,42.9,60.853836
DeMarcus Cousins,2017-11-01,73.8,59.764816
DeMarcus Cousins,2017-11-03,55.9,52.106785
DeMarcus Cousins,2017-11-04,47.199997,43.78652
DeMarcus Cousins,2017-11-07,60.6,55.687828
DeMarcus Cousins,2017-11-09,44.5,54.813824
DeMarcus Cousins,2017-11-11,55.5,52.622826
DeMarcus Cousins,2017-11-13,53.7,56.705624
DeMarcus Cousins,2017-11-15,52.3,50.941277
Giannis Antetokounmpo,2017-10-29,54.2,52.808838
Giannis Antetokounmpo,2017-10-31,41.100002,52.337826
Giannis Antetokounmpo,2017-11-01,46.1,53.46258
Giannis Antetokounmpo,2017-11-03,50.3,52.88003
Giannis Antetokounmpo,2017-11-07,57.300003,58.119728
Giannis Antetokounmpo,2017-11-10,63.899998,59.02939
Giannis Antetokounmpo,2017-11-11,58.5,56.80732
Giannis Antetokounmpo,2017-11-13,58.3,57.219814
Giannis Antetokounmpo,2017-11-15,47.7,52.409813
Hassan Whiteside,2017-11-08,48.500004,38.904095
Hassan Whiteside,2017-11-10,47.000004,44.67831
Hassan Whiteside,2017-11-12,43.4,33.49891
Hassan Whiteside,2017-11-15,39.2,34.455917
James Harden,2017-10-28,39.8,47.430794
James Harden,2017-10-30,52.3,46.93301
James Harden,2017-11-01,43.5,53.813663
James Harden,2017-11-03,50.100002,51.085308
