percentile,fp_fanduel_RMSE,fp_fanduel_MAE,fp_fanduel_Bias
top_20,7.201200990935083,5.374678483227122,-1.731758358729418
top_10,7.271357350526851,5.351480244764415,-0.7496849057227299
all_pop,5.209485783460263,3.6187807498646696,-0.6286518097676312
