player_name,minutes_played,game_id,game_date,y,y_pred,fanduel_salary,draftkings_salary,yahoo_salary,fanduel_position,draftkings_position,yahoo_position
Chris Paul,20.75,21700216,2017-11-16,35.8,33.626277923583984,8900.0,7100.0,41.0,PG,PG/SG,PG
James Harden,34.61666666666667,21700216,2017-11-16,64.9,52.25163650512695,12500.0,12700.0,57.0,SG,PG/SG,SG
Kyrie Irving,33.78,21700215,2017-11-16,36.0,42.11752700805664,8300.0,8100.0,43.0,PG,PG,PG
Stephen Curry,31.065,21700215,2017-11-16,31.700000000000003,32.144901275634766,9700.0,8700.0,50.0,PG,PG/SG,PG
Devin Booker,30.3,21700216,2017-11-16,30.4,39.953128814697266,7600.0,7500.0,34.0,SG,SG/SF,SG
Al Horford,35.135,21700215,2017-11-16,29.200000000000003,33.09345245361328,7500.0,7600.0,29.0,C,PF/C,C
Kevin Durant,34.971666666666664,21700215,2017-11-16,38.1,34.614280700683594,10500.0,9700.0,50.0,SF,SF/PF,SF
Draymond Green,38.28333333333333,21700215,2017-11-16,36.1,38.871646881103516,8200.0,7300.0,36.0,PF,PF/C,PF
Lou Williams,37.13333333333333,21700220,2017-11-17,24.9,33.695831298828125,7700.0,6600.0,21.0,SG,PG/SG,SG
Paul George,42.13333333333333,21700223,2017-11-17,41.4,36.37655258178711,8500.0,8300.0,38.0,SF,SF,SF
Russell Westbrook,37.833333333333336,21700223,2017-11-17,37.3,37.9421272277832,10000.0,10300.0,58.0,PG,PG,PG
Jimmy Butler,37.333333333333336,21700224,2017-11-17,41.6,41.672393798828125,8000.0,7300.0,31.0,SF,SG,SG
Karl-Anthony Towns,37.473333333333336,21700224,2017-11-17,32.2,30.696144104003906,9900.0,9400.0,47.0,C,C,C
LeBron James,46.13,21700220,2017-11-17,58.8,48.737770080566406,11400.0,11200.0,56.0,SF,SF/PF,SF
Andre Drummond,35.416666666666664,21700217,2017-11-17,43.5,38.26287078857422,9100.0,8900.0,41.0,C,C,C
Kemba Walker,38.083333333333336,21700222,2017-11-17,60.7,46.0390510559082,8000.0,7900.0,39.0,PG,PG,PG
Nikola Jokic,26.516666666666666,21700226,2017-11-17,36.2,35.07037353515625,9300.0,8100.0,45.0,C,C,C
LaMarcus Aldridge,35.65,21700223,2017-11-17,37.3,35.75169372558594,8300.0,8000.0,41.0,PF,PF/C,PF
Blake Griffin,42.03333333333333,21700220,2017-11-17,52.9,48.51750946044922,8600.0,8800.0,42.0,PF,PF/C,PF
John Wall,35.25,21700218,2017-11-17,20.6,30.216110229492188,9700.0,9200.0,47.0,PG,PG,PG
DeMar DeRozan,34.2,21700221,2017-11-17,41.7,43.39164733886719,8000.0,7900.0,35.0,SG,SG/SF,SG
Kyle Lowry,31.966666666666665,21700221,2017-11-17,44.6,42.643768310546875,8000.0,7700.0,32.0,PG,PG,PG
Jusuf Nurkic,27.433333333333337,21700225,2017-11-17,15.899999999999999,25.86326789855957,7700.0,7000.0,31.0,C,C,C
Damian Lillard,36.85,21700225,2017-11-17,41.2,44.378684997558594,9500.0,8900.0,46.0,PG,PG,PG
Devin Booker,33.17333333333333,21700227,2017-11-17,38.6,36.84098434448242,7600.0,7800.0,34.0,SG,SG/SF,SG
DeMarcus Cousins,24.816666666666663,21700226,2017-11-17,24.2,23.741825103759766,11600.0,10900.0,58.0,C,PF/C,C
Anthony Davis,21.23333333333333,21700226,2017-11-17,29.0,29.947463989257812,11000.0,10200.0,58.0,PF,PF/C,PF
Kristaps Porzingis,34.81666666666667,21700221,2017-11-17,26.8,22.457618713378906,9000.0,9000.0,49.0,PF,PF/C,PF
Victor Oladipo,39.13333333333333,21700217,2017-11-17,47.0,44.2284049987793,7700.0,7600.0,33.0,SG,PG/SG,SG
Myles Turner,23.666666666666668,21700217,2017-11-17,23.5,22.305391311645508,7800.0,7200.0,31.0,C,C,C
Hassan Whiteside,31.141666666666666,21700218,2017-11-17,46.7,45.32187271118164,8800.0,8400.0,39.0,C,C,C
Bradley Beal,39.53333333333333,21700218,2017-11-17,46.0,45.58274459838867,7700.0,7500.0,37.0,SG,SG,SG
Kyrie Irving,31.425,21700230,2017-11-18,41.3,38.85274887084961,8200.0,8500.0,43.0,PG,PG,PG
Blake Griffin,35.39333333333333,21700228,2017-11-18,34.6,32.26866149902344,8600.0,8900.0,42.0,PF,PF/C,PF
Chris Paul,24.2,21700232,2017-11-18,34.4,38.524261474609375,7600.0,7500.0,41.0,PG,PG/SG,PG
James Harden,35.78333333333333,21700232,2017-11-18,51.5,39.16228103637695,11800.0,11100.0,57.0,SG,PG/SG,SG
Giannis Antetokounmpo,39.71666666666667,21700233,2017-11-18,53.4,42.91495132446289,12100.0,11400.0,60.0,SF,SF/PF,PF
Kemba Walker,35.85,21700228,2017-11-18,37.4,36.30655288696289,7900.0,7700.0,39.0,PG,PG,PG
