player_name,game_date,y_true,y_pred
Aaron Gordon,2017-11-03,23.4,31.896957
Aaron Gordon,2017-11-05,40.4,34.970467
Aaron Gordon,2017-11-08,30.300001,33.701286
Aaron Gordon,2017-11-10,39.9,42.525906
Aaron Gordon,2017-11-11,25.099998,29.398777
Andre Drummond,2017-10-28,48.9,46.364204
Andre Drummond,2017-10-29,48.100002,46.9064
Andre Drummond,2017-10-31,34.9,42.366154
Andre Drummond,2017-11-03,49.8,43.97141
Andre Drummond,2017-11-04,54.8,48.139202
Andre Drummond,2017-11-08,44.2,42.819073
Andre Drummond,2017-11-10,50.5,37.615158
Andre Drummond,2017-11-12,34.399998,33.931274
Andre Drummond,2017-11-15,38.4,37.319107
Anthony Davis,2017-11-01,55.0,44.904686
Anthony Davis,2017-11-03,59.600002,36.09925
Anthony Davis,2017-11-04,53.2,39.140858
Anthony Davis,2017-11-07,66.8,36.153873
Anthony Davis,2017-11-09,41.4,47.548782
Anthony Davis,2017-11-11,55.5,53.44121
Anthony Davis,2017-11-13,48.5,42.560455
Anthony Davis,2017-11-15,36.5,35.174545
Ben Simmons,2017-11-03,53.7,44.35128
Ben Simmons,2017-11-07,52.600002,43.55865
Ben Simmons,2017-11-09,31.400002,38.14434
Ben Simmons,2017-11-11,33.0,39.29408
Ben Simmons,2017-11-13,43.399998,42.054665
Ben Simmons,2017-11-15,60.800003,56.499516
Blake Griffin,2017-10-30,25.599998,32.72107
Blake Griffin,2017-11-01,38.7,39.05585
Blake Griffin,2017-11-05,42.600002,38.990204
Blake Griffin,2017-11-07,33.8,32.866184
Blake Griffin,2017-11-10,32.7,33.36014
Blake Griffin,2017-11-11,39.8,38.29128
Blake Griffin,2017-11-13,41.7,35.93324
Bradley Beal,2017-11-03,45.8,34.754494
Bradley Beal,2017-11-05,49.0,36.54653
Bradley Beal,2017-11-07,28.800001,35.68294
Bradley Beal,2017-11-09,34.5,27.13774
Bradley Beal,2017-11-11,35.8,26.373621
Bradley Beal,2017-11-13,32.9,38.116737
Bradley Beal,2017-11-15,39.9,33.302116
CJ McCollum,2017-11-02,32.9,29.426292
CJ McCollum,2017-11-05,24.1,30.299343
Carmelo Anthony,2017-10-28,29.999998,33.241894
Clint Capela,2017-11-14,31.7,34.819824
D'Angelo Russell,2017-11-06,46.199997,36.589817
Damian Lillard,2017-10-28,47.9,44.82914
Damian Lillard,2017-10-30,44.4,47.84101
Damian Lillard,2017-11-01,61.0,52.16929
Damian Lillard,2017-11-02,44.7,42.821472
Damian Lillard,2017-11-05,62.5,47.85317
Damian Lillard,2017-11-07,25.0,40.87226
Damian Lillard,2017-11-10,36.8,37.83914
Damian Lillard,2017-11-13,39.5,35.92136
Damian Lillard,2017-11-15,47.699997,45.255867
DeAndre Jordan,2017-10-30,22.199999,25.692974
DeAndre Jordan,2017-11-01,29.800001,28.384752
DeAndre Jordan,2017-11-05,39.300003,34.076656
DeAndre Jordan,2017-11-07,17.9,24.167057
DeAndre Jordan,2017-11-10,23.9,32.209988
DeAndre Jordan,2017-11-11,33.8,29.785896
DeMar DeRozan,2017-11-01,12.2,18.354176
DeMar DeRozan,2017-11-03,41.2,34.471794
DeMar DeRozan,2017-11-05,33.300003,32.24267
DeMar DeRozan,2017-11-07,31.800001,33.058132
DeMar DeRozan,2017-11-09,48.399998,34.52967
DeMar DeRozan,2017-11-12,33.600002,28.769602
DeMar DeRozan,2017-11-14,41.699997,42.9464
DeMar DeRozan,2017-11-15,47.8,36.757473
DeMarcus Cousins,2017-10-30,42.9,58.482315
DeMarcus Cousins,2017-11-01,73.8,63.351635
DeMarcus Cousins,2017-11-03,55.9,47.469257
DeMarcus Cousins,2017-11-04,47.199997,48.73525
DeMarcus Cousins,2017-11-07,60.6,59.017784
DeMarcus Cousins,2017-11-09,44.5,48.41042
