percentile,fp_fanduel_RMSE,fp_fanduel_MAE,fp_fanduel_Bias
top_20,7.136620044708252,5.4220757484436035,0.0226290263235569
top_10,7.86968469619751,6.024306774139404,0.267143577337265
all_pop,5.652241230010986,4.234809398651123,0.0039614285342395306
