id,site,league,slate,site_id,name,period,max_entries,max_entrants,cost,prizepool,places_paid,total_entrants,winning_score,mincash_score,startdate,winning_payout,mincash_payout,DateTime,Title,game_cnt,winner_cnt,winner,has_lineups
953878234,fanduel,NBA,73416,73416-255818035,$300K Thu NBA Shot ($50K to 1st),2022-03-24,150,35750,9.99,300000.0,8956,35750,399.8,314.1,1648164600,50000.0,16.0,2022-03-24 19:30:00,Main,5.0,0,fields2855,0
953878237,fanduel,NBA,73416,73416-255817988,$30K Thu NBA Pick 'n Roll ($3K to 1st),2022-03-24,20,16087,2.22,30000.0,4025,16087,384.5,315.5,1648164600,3000.0,4.0,2022-03-24 19:30:00,Main,5.0,0,sullybrochill,0
953878228,fanduel,NBA,73416,73416-255818010,$50K Thu NBA Shot ($10K to 1st),2022-03-24,150,10725,5.55,50000.0,2500,10725,394.1,317.8,1648164600,10000.0,9.0,2022-03-24 19:30:00,Main,5.0,0,craftylefty,0
953878231,fanduel,NBA,73416,73416-255817970,$5K Thu NBA Dribbler (Single Entry),2022-03-24,1,5952,1.0,5000.0,1500,5952,382.5,312.3,1648164600,250.0,2.0,2022-03-24 19:30:00,Main,5.0,0,pe_martin,0
953878233,fanduel,NBA,73416,73416-255817980,$4K Thu NBA Swat (3 Entries Max),2022-03-24,3,4761,1.0,4000.0,1150,4761,392.7,317.4,1648164600,200.0,2.0,2022-03-24 19:30:00,Main,5.0,0,deadlifters,0
953878263,fanduel,NBA,73416,73416-255818119,$7K Thu NBA BIG $2 Double Up (Top 1750 Win),2022-03-24,120,4022,2.0,7000.0,1750,4022,366.2,320.0,1648164600,4.0,4.0,2022-03-24 19:30:00,Main,5.0,0,"wutrang,williamhaas",0
953878235,fanduel,NBA,73416,73416-255817984,$4K Thu NBA Block (Single Entry),2022-03-24,1,2380,2.0,4000.0,600,2380,390.1,317.4,1648164600,400.0,4.0,2022-03-24 19:30:00,Main,5.0,0,ivaldry,0
953878232,fanduel,NBA,73416,73416-255818027,$7K Thu NBA Assist (Single Entry),2022-03-24,1,1666,5.0,7000.0,415,1666,393.2,318.9,1648164600,700.0,10.0,2022-03-24 19:30:00,Main,5.0,0,thedr,0
953878253,fanduel,NBA,73416,73416-255818121,$2K Thu NBA BIG $2 Quintuple Up (Top 200 Win),2022-03-24,34,1149,2.0,2000.0,200,1149,366.2,320.0,1648164600,10.0,10.0,2022-03-24 19:30:00,Main,5.0,0,brewer01,0
953878240,fanduel,NBA,73416,73416-255817990,$3K Thu NBA EPE Shot (No Experienced Players),2022-03-24,25,1111,3.0,3000.0,325,1111,375.0,318.1,1648164600,300.0,6.0,2022-03-24 19:30:00,Main,5.0,0,tymey24,0
953878262,fanduel,NBA,73416,73416-255818127,$4K Thu NBA BIG $5 Quintuple Up (Top 160 Win),2022-03-24,27,919,5.0,4000.0,160,919,366.2,320.0,1648164600,25.0,25.0,2022-03-24 19:30:00,Main,5.0,0,"clem822,cdknisal,dallasboy1948,logbert",0
953878218,fanduel,NBA,73416,73416-255818069,$50K Thu NBA Slam ($10K to 1st),2022-03-24,26,891,66.0,50000.0,216,891,390.5,317.4,1648164600,10000.0,110.0,2022-03-24 19:30:00,Main,5.0,0,mazwa,0
953878236,fanduel,NBA,73416,73416-255818038,$7K Thu NBA Dime (Single Entry),2022-03-24,1,823,10.0,7000.0,190,823,369.4,320.0,1648164600,700.0,20.0,2022-03-24 19:30:00,Main,5.0,0,shirvb,0
953878241,fanduel,NBA,73416,73416-255818045,$8K Thu NBA Swingman ($1K to 1st),2022-03-24,3,627,15.0,8000.0,155,627,366.2,319.8,1648164600,1000.0,30.0,2022-03-24 19:30:00,Main,5.0,0,reugene81,0
953878254,fanduel,NBA,73416,73416-255824447,$1K NBA Quintuple Up - 5x ($2),2022-03-24,15,568,2.0,1000.0,100,568,366.2,320.0,1648164600,10.0,10.0,2022-03-24 19:30:00,Main,5.0,0,"da_banditz,dallasboy1948,williamhaas,brewer01",0
953878239,fanduel,NBA,73416,73416-255818047,$10K Thu NBA And One (Single Entry),2022-03-24,1,470,25.0,10000.0,109,470,370.7,320.0,1648164600,1000.0,50.0,2022-03-24 19:30:00,Main,5.0,0,mjcne81,0
953878249,fanduel,NBA,73416,73416-255818131,$2K Thu NBA BIG $5 Double Up (Top 200 Win),2022-03-24,13,459,5.0,2000.0,200,459,366.2,320.0,1648164600,10.0,10.0,2022-03-24 19:30:00,Main,5.0,0,"gmann33,williamhaas",0
953878247,fanduel,NBA,73416,73416-255824452,$1K NBA Small Shot,2022-03-24,11,396,3.0,1000.0,88,396,377.5,320.0,1648164600,100.0,5.0,2022-03-24 19:30:00,Main,5.0,0,yngdon,0
953878246,fanduel,NBA,73416,73416-255824451,$250 NBA Small Dribbler (Single Entry),2022-03-24,1,297,1.0,250.0,69,297,366.2,320.0,1648164600,25.0,2.0,2022-03-24 19:30:00,Main,5.0,0,kogrey,0
953878248,fanduel,NBA,73416,73416-255824450,$250 NBA Small Swat,2022-03-24,8,297,1.0,250.0,69,297,366.2,320.0,1648164600,25.0,2.0,2022-03-24 19:30:00,Main,5.0,0,"marshallmaniac,kashman100",0
953878238,fanduel,NBA,73416,73416-255818042,$3K Thu NBA Rebound (5 Entries Max),2022-03-24,5,294,12.0,3000.0,68,294,366.2,320.0,1648164600,350.0,25.0,2022-03-24 19:30:00,Main,5.0,0,"bigpapagates,mbriggsy31",0
953878217,fanduel,NBA,73416,73416-255818064,$10K Thu NBA Swish (Single Entry),2022-03-24,1,227,50.0,10000.0,56,227,380.2,320.0,1648164600,1500.0,100.0,2022-03-24 19:30:00,Main,5.0,0,thedr,0
953878220,fanduel,NBA,73416,73416-255824462,NBA Beginner Mini Swat (Top 60 Win),2022-03-24,5,220,1.0,200.0,60,220,372.0,302.3,1648164600,20.0,2.0,2022-03-24 19:30:00,Main,5.0,0,jerzeyboy74,0
953878223,fanduel,NBA,73416,73416-255818108,$100K Thu NBA Monster ($25K to 1st),2022-03-24,6,200,555.0,100000.0,44,200,366.2,320.0,1648164600,25000.0,1000.0,2022-03-24 19:30:00,Main,5.0,0,ragingphilip,0
953878227,fanduel,NBA,73416,73416-255818092,$10K Thu NBA Charge (3 Entries Max),2022-03-24,3,174,65.0,10000.0,40,174,366.2,320.0,1648164600,2000.0,125.0,2022-03-24 19:30:00,Main,5.0,0,rickya,0
953878251,fanduel,NBA,73416,73416-255824446,$300 NBA Triple Up ($2),2022-03-24,1,170,2.0,300.0,50,170,351.9,320.0,1648164600,6.0,6.0,2022-03-24 19:30:00,Main,5.0,0,nater7877,0
953878226,fanduel,NBA,73416,73416-255818095,$12K Thu NBA Windmill (Single Entry),2022-03-24,1,136,100.0,12000.0,32,136,354.0,320.0,1648164600,2000.0,200.0,2022-03-24 19:30:00,Main,5.0,0,"deadlifters,dwilliamsmma",0
953878219,fanduel,NBA,73416,73416-255818102,$25K Thu NBA Putback (Single Entry),2022-03-24,1,125,222.0,25000.0,31,125,366.2,320.0,1648164600,5000.0,400.0,2022-03-24 19:30:00,Main,5.0,0,wg2403,0
