id,site,league,slate,site_id,name,period,max_entries,max_entrants,cost,prizepool,places_paid,total_entrants,winning_score,mincash_score,startdate,winning_payout,mincash_payout,DateTime,Title,game_cnt,winner_cnt,winner,has_lineups
1390794131,fanduel,NBA,96796,96796-267374951,$150K Sat NBA Shot ($30K to 1st),2023-12-02,150,19841,9.0,150000.0,4995,19754,414.0,321.1,1701561600,30000.0,18.0,2023-12-02 19:00:00,Main,10.0,0,GHO2,1
1390794136,fanduel,NBA,96796,96796-267374947,$50K Sat NBA Layup ($10K to 1st),2023-12-02,150,19841,3.0,50000.0,4960,19841,414.0,320.5,1701561600,10000.0,6.0,2023-12-02 19:00:00,Main,10.0,0,GHO2,0
1390794135,fanduel,NBA,96796,96796-267374946,$15K Sat NBA Pick 'N Roll (20 Entries Max),2023-12-02,20,8043,2.22,15000.0,2000,8043,390.3,319.0,1701561600,1500.0,4.0,2023-12-02 19:00:00,Main,10.0,0,connectingdots,0
1390794141,fanduel,NBA,96796,96796-267374938,$3K Sat NBA Dribbler (Single Entry),2023-12-02,1,3571,1.0,3000.0,890,3571,396.2,312.8,1701561600,150.0,2.0,2023-12-02 19:00:00,Main,10.0,0,thrdrn,0
1390794134,fanduel,NBA,96796,96796-267374943,$2K Sat NBA Swat (3 Entries Max),2023-12-02,3,2380,1.0,2000.0,600,2380,393.9,316.0,1701561600,200.0,2.0,2023-12-02 19:00:00,Main,10.0,0,schladz,1
1390794167,fanduel,NBA,96796,96796-267375012,$3K Sat NBA Big $2 Double Up (Top 750 Win),2023-12-02,51,1724,2.0,3000.0,750,1724,371.1,319.9,1701561600,4.0,4.0,2023-12-02 19:00:00,Main,10.0,0,"jonasdash,grandpadots",1
1390794137,fanduel,NBA,96796,96796-267374945,$2.5K Sat NBA Block (Single Entry),2023-12-02,1,1488,2.0,2500.0,350,1488,379.7,319.1,1701561600,200.0,4.0,2023-12-02 19:00:00,Main,10.0,0,bigbeachmomma,1
1390794133,fanduel,NBA,96796,96796-267374948,$5K Sat NBA Assist (Single Entry),2023-12-02,1,1190,5.0,5000.0,300,1190,378.0,319.1,1701561600,500.0,10.0,2023-12-02 19:00:00,Main,10.0,0,thatstunna,1
1390794152,fanduel,NBA,96796,96796-267374971,$30K Sat NBA Slam ($5K to 1st),2023-12-02,24,802,44.0,30000.0,204,743,414.0,324.2,1701561600,5000.0,80.0,2023-12-02 19:00:00,Main,10.0,0,GHO2,1
1390794172,fanduel,NBA,96796,96796-267375013,$1K Sat NBA Big $2 Quintuple Up (Top 100 Win),2023-12-02,17,574,2.0,1000.0,100,574,376.3,336.4,1701561600,10.0,10.0,2023-12-02 19:00:00,Main,10.0,0,solgood2315,1
1390794161,fanduel,NBA,96796,96796-267374959,$4K Sat NBA Dime (Single Entry),2023-12-02,1,470,10.0,4000.0,120,470,378.0,319.6,1701561600,400.0,20.0,2023-12-02 19:00:00,Main,10.0,0,thatstunna,1
1390794147,fanduel,NBA,96796,96796-267380937,$1K NBA Small Shot,2023-12-02,11,396,3.0,1000.0,88,396,378.0,326.9,1701561600,100.0,5.0,2023-12-02 19:00:00,Main,10.0,0,thatstunna,1
1390794171,fanduel,NBA,96796,96796-267375015,$1.5K Sat NBA Big $5 Double Up (Top 150 Win),2023-12-02,10,344,5.0,1500.0,150,344,371.1,319.6,1701561600,10.0,10.0,2023-12-02 19:00:00,Main,10.0,0,"kirketters68,jonasdash",1
1390794145,fanduel,NBA,96796,96796-267380936,$250 NBA Small Dribbler (Single Entry),2023-12-02,1,297,1.0,250.0,69,297,391.6,319.6,1701561600,25.0,2.0,2023-12-02 19:00:00,Main,10.0,0,,0
1390794150,fanduel,NBA,96796,96796-267380935,$250 NBA Small Swat,2023-12-02,8,297,1.0,250.0,69,297,367.8,319.1,1701561600,25.0,2.0,2023-12-02 19:00:00,Main,10.0,0,,0
1390794155,fanduel,NBA,96796,96796-267374965,$6K Sat NBA And One (Single Entry),2023-12-02,1,282,25.0,6000.0,65,282,388.2,324.9,1701561600,750.0,50.0,2023-12-02 19:00:00,Main,10.0,0,jones4567,1
1390794157,fanduel,NBA,96796,96796-267374963,$3K Sat NBA Swingman (3 Entries Max),2023-12-02,3,235,15.0,3000.0,60,235,414.0,326.2,1701561600,500.0,30.0,2023-12-02 19:00:00,Main,10.0,0,GHO2,1
1390794163,fanduel,NBA,96796,96796-267375017,$1K Sat NBA Big $5 Quintuple Up (Top 40 Win),2023-12-02,6,229,5.0,1000.0,40,229,378.0,334.9,1701561600,25.0,25.0,2023-12-02 19:00:00,Main,10.0,0,thatstunna,1
1390794156,fanduel,NBA,96796,96796-267380947,NBA Beginner Mini Swat (Top 60 Win),2023-12-02,5,220,1.0,200.0,60,102,360.4,276.7,1701561600,20.0,2.0,2023-12-02 19:00:00,Main,10.0,0,,0
1390794160,fanduel,NBA,96796,96796-267374961,$2K Sat NBA Rebound (5 Entries Max),2023-12-02,5,196,12.0,2000.0,50,196,378.0,326.9,1701561600,250.0,25.0,2023-12-02 19:00:00,Main,10.0,0,thatstunna,1
1390794132,fanduel,NBA,96796,96796-267374990,$50K Sat NBA Monster ($10K to 1st),2023-12-02,5,167,333.0,50000.0,34,160,371.1,331.5,1701561600,10000.0,750.0,2023-12-02 19:00:00,Main,10.0,0,b0bbysw0rld007,1
1390794146,fanduel,NBA,96796,96796-267374974,$7K Sat NBA Swish (Single Entry),2023-12-02,1,159,50.0,7000.0,37,159,382.1,327.0,1701561600,1500.0,100.0,2023-12-02 19:00:00,Main,10.0,0,noahmagz,1
1390794143,fanduel,NBA,96796,96796-267374976,$6K Sat NBA Charge (3 Entries Max),2023-12-02,3,105,65.0,6000.0,26,105,414.0,322.9,1701561600,1200.0,125.0,2023-12-02 19:00:00,Main,10.0,0,GHO2,1
1390794174,fanduel,NBA,96796,96796-267380837,50/50 League ($2 - Top 50% Win),2023-12-02,1,100,2.0,180.0,50,100,364.6,319.1,1701561600,3.6,3.6,2023-12-02 19:00:00,Main,10.0,0,,0
1390794175,fanduel,NBA,96796,96796-267380859,50/50 League ($10 - Top 50% Win),2023-12-02,1,100,10.0,900.0,50,100,371.1,319.1,1701561600,18.0,18.0,2023-12-02 19:00:00,Main,10.0,0,,0
1390794192,fanduel,NBA,96796,96796-267380828,50/50 League ($1 - Top 50% Win),2023-12-02,1,100,1.0,90.0,50,100,354.7,316.9,1701561600,1.8,1.8,2023-12-02 19:00:00,Main,10.0,0,,0
1390794193,fanduel,NBA,96796,96796-267380849,50/50 League ($5 - Top 50% Win),2023-12-02,1,100,5.0,450.0,50,100,371.1,319.1,1701561600,9.0,9.0,2023-12-02 19:00:00,Main,10.0,0,,0
1390794265,fanduel,NBA,96796,96796-267380808,100-Player League ($1 - Top 12 Win),2023-12-02,3,100,1.0,90.0,12,100,366.8,328.3,1701561600,25.0,3.0,2023-12-02 19:00:00,Main,10.0,0,,0
1390794270,fanduel,NBA,96796,96796-267380810,100-Player League ($2 - Top 12 Win),2023-12-02,3,100,2.0,180.0,12,100,371.1,335.3,1701561600,50.0,6.0,2023-12-02 19:00:00,Main,10.0,0,,0
1390794275,fanduel,NBA,96796,96796-267380817,100-Player League ($10 - Top 12 Win),2023-12-02,3,100,10.0,900.0,12,100,378.0,335.3,1701561600,250.0,30.0,2023-12-02 19:00:00,Main,10.0,0,,0
1390794277,fanduel,NBA,96796,96796-267380815,100-Player League ($5 - Top 12 Win),2023-12-02,3,100,5.0,450.0,12,100,378.0,334.5,1701561600,125.0,15.0,2023-12-02 19:00:00,Main,10.0,0,,0
1390794278,fanduel,NBA,96796,96796-267380813,100-Player League ($5 - Top 12 Win),2023-12-02,3,100,5.0,450.0,12,100,378.0,336.9,1701561600,125.0,15.0,2023-12-02 19:00:00,Main,10.0,0,,0
1390794280,fanduel,NBA,96796,96796-267380814,100-Player League ($5 - Top 12 Win),2023-12-02,3,100,5.0,450.0,12,100,378.0,343.1,1701561600,125.0,15.0,2023-12-02 19:00:00,Main,10.0,0,,0
1390815290,fanduel,NBA,96796,96796-267380839,50/50 League ($2 - Top 50% Win),2023-12-02,1,100,2.0,180.0,50,100,371.1,319.1,1701561600,3.6,3.6,2023-12-02 19:00:00,Main,10.0,0,,0
1390815291,fanduel,NBA,96796,96796-267380838,50/50 League ($2 - Top 50% Win),2023-12-02,1,100,2.0,180.0,50,100,371.1,319.1,1701561600,3.6,3.6,2023-12-02 19:00:00,Main,10.0,0,,0
