Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Ty Lawson,25.0,DEN,Point,2502,63,25.0%,71,110.0,43,29.5%,33,1.18,78,12.5%
Courtney Lee,27.1,BOS,Wing,1861,35,15.5%,67,109.1,60,11.5%,71,0.74,34,13.3%
David Lee,29.5,GSW,Big,2898,87,22.3%,71,112.0,96,15.8%,85,0.71,49,14.4%
Malcolm Lee,22.4,MIN,Combo,279,8,14.3%,23,93.8,2,11.2%,14,0.78,86,11.0%
Kawhi Leonard,21.3,SAS,Forward,1799,33,15.6%,92,118.1,42,7.6%,46,0.49,75,10.1%
Meyers Leonard,20.7,POR,Big,1133,16,12.2%,88,119.2,21,4.3%,39,0.35,28,16.4%
Rashard Lewis,33.2,MIA,Forward,711,42,16.4%,63,108.9,23,6.5%,23,0.39,48,12.6%
DeAndre Liggins,24.6,OKC,Wing,178,1,9.1%,19,96.4,4,4.7%,26,0.52,1,22.9%
Damian Lillard,22.3,POR,Combo,3157,88,26.5%,76,110.3,83,27.9%,58,1.05,61,13.3%
Jeremy Lin,24.2,HOU,Point,2624,53,23.7%,61,108.0,41,28.9%,39,1.22,27,16.6%
Shaun Livingston,27.1,CLE,Combo,1096,14,17.1%,79,111.3,61,23.5%,86,1.37,47,14.0%
Shaun Livingston,27.1,WAS,Combo,312,11,15.2%,9,86.3,42,20.7%,83,1.35,36,14.7%
Brook Lopez,24.6,BKN,Big,2248,98,25.6%,74,113.5,44,6.1%,11,0.24,86,10.3%
Robin Lopez,24.6,NOP,Big,2117,63,18.1%,80,114.5,31,5.1%,19,0.28,58,13.3%
Kevin Love,24.2,MIN,Big,616,99,27.0%,11,90.4,83,11.7%,59,0.43,89,9.5%
Kyle Lowry,26.6,TOR,Combo,2011,71,23.6%,74,109.4,95,33.6%,89,1.42,29,15.1%
John Lucas III,29.9,TOR,Combo,742,58,22.3%,30,98.0,56,22.7%,53,1.02,98,6.3%
Shelvin Mack,22.5,ATL,Combo,229,68,23.5%,95,117.1,80,27.0%,74,1.15,44,14.1%
Shelvin Mack,22.5,WAS,Point,138,24,19.3%,12,92.5,33,27.1%,67,1.40,61,14.2%
Corey Maggette,33.0,DET,Wing,254,75,20.8%,23,97.9,64,12.1%,39,0.58,18,14.7%
Ian Mahinmi,26.0,IND,Big,1282,51,16.3%,31,99.0,17,3.8%,10,0.23,11,20.3%
Shawn Marion,34.5,DAL,Forward,2005,56,17.7%,75,110.8,73,12.9%,81,0.73,40,13.2%
Kendall Marshall,21.2,PHX,Point,632,8,16.7%,16,93.3,49,30.0%,90,1.80,8,20.9%
Cartier Martin,27.9,WAS,Wing,674,56,17.7%,42,103.8,3,4.5%,3,0.26,54,11.9%
Kenyon Martin,34.8,NYK,Big,412,20,12.5%,86,118.9,6,2.7%,8,0.22,49,14.4%
Kevin Martin,29.7,OKC,Wing,2079,69,19.2%,93,120.9,27,8.1%,12,0.42,70,10.9%
Roger Mason Jr.,32.1,NOP,Wing,1204,13,13.3%,89,117.4,38,9.3%,61,0.70,20,14.6%
Wesley Matthews,26.1,POR,Wing,2398,64,18.5%,86,115.0,60,11.5%,48,0.62,64,11.2%
Jason Maxiell,29.7,DET,Big,1782,34,14.5%,19,94.7,28,4.9%,38,0.34,48,14.4%
Eric Maynor,25.4,OKC,Point,298,31,20.5%,10,86.2,47,29.7%,69,1.45,20,17.5%
Eric Maynor,25.4,POR,Point,567,45,21.9%,39,102.2,37,28.7%,57,1.31,16,18.1%
O.J. Mayo,25.0,DAL,Wing,2903,82,21.8%,75,111.6,92,19.1%,89,0.88,15,15.0%
Luc Mbah a Moute,26.1,MIL,Forward,1311,38,15.9%,15,88.6,21,6.3%,25,0.40,25,14.6%
JaVale McGee,24.8,DEN,Big,1408,64,18.3%,86,118.9,7,2.7%,2,0.15,43,14.9%
Dominic McGuire,27.0,NOP,Wing,143,2,9.5%,4,86.4,47,10.0%,95,1.06,3,17.9%
Dominic McGuire,27.0,TOR,Wing,216,0,8.7%,6,87.5,14,6.9%,78,0.79,10,15.8%
Josh McRoberts,25.7,CHA,Big,783,33,14.4%,81,115.6,91,14.8%,98,1.03,37,15.3%
Josh McRoberts,25.7,ORL,Forward,682,19,14.0%,25,93.9,90,15.4%,100,1.10,35,13.6%
Jodie Meeks,25.2,LAL,Wing,1612,31,15.0%,72,110.6,11,6.5%,15,0.43,87,9.4%
Khris Middleton,21.2,DET,Wing,387,17,13.8%,76,111.7,21,7.6%,30,0.55,84,9.5%
CJ Miles,25.6,CLE,Wing,1311,80,21.6%,74,111.6,31,8.4%,9,0.39,73,10.8%
Andre Miller,36.6,DEN,Combo,2073,59,22.4%,77,110.5,94,32.5%,94,1.45,24,15.7%
Darius Miller,22.6,NOP,Wing,629,2,9.3%,60,107.1,50,10.4%,98,1.11,6,17.0%
Mike Miller,32.7,MIA,Wing,841,30,15.0%,97,122.8,83,16.3%,97,1.08,44,12.3%
Patty Mills,24.2,SAS,Combo,530,26,18.8%,82,111.7,12,14.8%,18,0.79,45,14.0%
Paul Millsap,27.7,UTA,Big,2367,88,22.4%,63,109.1,90,14.3%,82,0.64,72,12.0%
Nazr Mohammed,35.2,CHI,Big,606,31,14.2%,7,83.2,37,5.8%,52,0.41,89,9.9%
Greg Monroe,22.4,DET,Big,2671,96,25.0%,51,105.8,98,19.0%,89,0.76,34,15.8%
E'Twaun Moore,23.7,ORL,Combo,1604,41,20.3%,21,93.8,36,19.3%,38,0.95,56,13.4%
Darius Morris,21.8,LAL,Combo,639,12,16.5%,24,93.9,24,16.6%,48,1.01,9,18.1%
Marcus Morris,23.2,HOU,Big,1111,55,16.9%,61,108.3,51,6.7%,50,0.40,65,12.5%
Marcus Morris,23.2,PHX,Forward,349,65,18.2%,17,89.3,35,7.4%,31,0.40,10,15.7%
Markieff Morris,23.2,PHX,Big,1791,66,18.9%,19,94.3,78,9.7%,70,0.51,60,13.2%
Anthony Morrow,27.1,ATL,Wing,279,49,16.8%,63,108.3,5,4.8%,4,0.28,100,4.0%
Donatas Motiejunas,22.1,HOU,Big,468,77,20.4%,46,105.3,76,9.5%,63,0.46,39,15.1%
Arnett Moultrie,22.0,PHI,Big,442,18,12.3%,93,122.6,5,2.6%,8,0.21,66,12.5%
Timofey Mozgov,26.3,DEN,Big,264,28,13.9%,79,114.1,17,3.8%,17,0.27,8,23.0%
Byron Mullens,23.7,CHA,Big,1410,73,20.1%,14,91.5,80,10.1%,69,0.50,81,11.3%
Troy Murphy,32.5,DAL,Big,249,20,12.5%,31,100.0,27,4.7%,46,0.38,84,10.6%
Steve Nash,38.7,LAL,Point,1623,39,20.8%,98,124.0,57,31.1%,78,1.50,29,16.4%
Gary Neal,28.1,SAS,Combo,1439,52,21.2%,55,102.8,8,13.3%,3,0.63,95,10.3%
Jameer Nelson,30.7,ORL,Point,1972,69,26.2%,31,100.5,65,32.5%,45,1.24,63,13.7%
Andrew Nicholson,22.9,ORL,Big,1171,72,19.8%,69,111.7,39,6.0%,27,0.30,51,14.3%
Joakim Noah,27.7,CHI,Big,2422,61,17.9%,53,106.4,96,17.5%,96,0.98,20,18.4%
Steve Novak,29.4,NYK,Forward,1539,6,11.0%,94,122.1,0,3.2%,4,0.29,100,3.1%
Dirk Nowitzki,34.4,DAL,Big,1651,90,23.4%,72,112.9,87,13.2%,77,0.56,96,8.4%
Jermaine O'Neal,34.1,PHX,Big,1014,81,21.1%,57,107.4,61,7.5%,40,0.35,36,15.5%
Kyle O'Quinn,22.6,ORL,Big,527,56,16.9%,70,111.8,88,13.3%,91,0.78,46,14.6%
Lamar Odom,33.0,LAC,Big,1518,25,13.6%,8,86.3,84,12.0%,93,0.89,27,17.3%
Emeka Okafor,30.1,WAS,Big,2045,64,18.1%,30,98.6,64,7.7%,56,0.43,62,13.1%
Travis Outlaw,28.1,SAC,Forward,377,73,20.6%,31,95.8,44,7.9%,21,0.38,90,9.2%
Zaza Pachulia,28.7,ATL,Big,1114,34,14.4%,58,108.0,81,10.7%,89,0.74,16,19.7%
Jannero Pargo,33.0,ATL,Combo,112,48,20.8%,26,94.6,86,28.8%,88,1.38,91,10.6%
Jannero Pargo,33.0,CHA,Combo,284,92,27.3%,73,108.8,47,21.5%,15,0.79,15,16.9%
Jeremy Pargo,26.6,CLE,Combo,426,86,26.2%,18,93.3,79,26.8%,55,1.03,32,14.8%
Jeremy Pargo,26.6,PHI,Combo,187,44,20.4%,20,93.8,59,23.2%,71,1.14,85,11.3%
Tony Parker,30.5,SAS,Point,2165,96,31.7%,90,117.7,90,39.5%,47,1.24,92,11.4%
Chandler Parsons,24.0,HOU,Forward,2750,60,17.9%,88,117.3,92,15.7%,92,0.88,38,13.2%
Patrick Patterson,23.6,HOU,Big,1209,49,16.2%,77,113.9,49,6.6%,53,0.41,92,9.3%
Patrick Patterson,23.6,SAC,Big,510,32,14.2%,75,113.7,70,8.3%,80,0.58,90,9.3%
Chris Paul,27.5,LAC,Point,2323,88,28.2%,92,119.4,98,44.2%,82,1.57,96,11.0%
Sasha Pavlovic,29.0,POR,Wing,522,7,11.5%,8,89.6,40,9.3%,80,0.81,72,10.9%
Nikola Pekovic,26.8,MIN,Big,1956,73,20.2%,76,113.7,27,4.8%,10,0.24,81,11.3%
Kendrick Perkins,28.0,OKC,Big,1950,7,10.7%,20,95.4,65,7.8%,87,0.73,6,23.5%
Johan Petro,26.8,ATL,Big,318,48,16.1%,29,98.0,55,7.1%,60,0.44,10,20.7%
Paul Pierce,35.1,BOS,Wing,2566,98,28.2%,77,112.2,97,24.4%,88,0.87,30,13.8%
Mickael Pietrus,30.7,TOR,Wing,385,20,14.0%,16,94.3,1,3.4%,2,0.24,22,14.3%
Quincy Pondexter,24.6,MEM,Forward,1205,13,13.1%,83,113.1,38,7.5%,60,0.57,56,11.6%
A.J. Price,26.1,WAS,Combo,1251,39,20.2%,41,100.9,82,27.4%,82,1.35,83,11.4%
Ronnie Price,29.4,POR,Combo,489,20,18.0%,8,81.4,53,22.1%,77,1.23,12,17.3%
Pablo Prigioni,35.5,NYK,Point,1148,4,15.8%,96,120.5,29,26.3%,86,1.67,10,19.9%
Tayshaun Prince,32.7,DET,Wing,1452,61,18.2%,31,100.6,69,13.2%,69,0.72,85,9.5%
Tayshaun Prince,32.7,MEM,Wing,1172,36,15.6%,11,92.0,56,11.2%,65,0.71,90,9.1%
Anthony Randolph,23.3,DEN,Big,238,77,20.4%,60,108.2,30,5.1%,11,0.25,5,23.6%
Shavlik Randolph,28.9,BOS,Big,187,43,15.4%,78,114.0,8,2.9%,6,0.19,33,15.9%
Zach Randolph,31.3,MEM,Big,2601,86,21.9%,38,101.7,59,7.3%,35,0.33,70,12.1%
JJ Redick,28.4,MIL,Wing,776,66,18.8%,66,108.7,76,14.4%,74,0.76,88,9.3%
JJ Redick,28.4,ORL,Wing,1570,81,21.6%,91,119.7,94,22.1%,93,1.02,23,14.2%
Jason Richardson,31.8,PHI,Wing,934,54,17.4%,27,99.1,28,8.1%,18,0.47,97,7.4%
Luke Ridnour,31.7,MIN,Combo,2462,30,19.1%,70,107.5,44,20.9%,64,1.10,76,12.2%
Austin Rivers,20.3,NOP,Wing,1357,63,18.4%,3,85.6,73,13.8%,73,0.75,31,13.4%
Brian Roberts,26.9,NOP,Combo,1248,80,24.3%,48,102.2,91,30.0%,79,1.23,88,10.9%
Nate Robinson,28.4,CHI,Point,2052,78,27.0%,65,108.5,55,31.0%,29,1.15,86,11.8%
Thomas Robinson,21.6,HOU,Big,194,69,19.4%,3,74.0,46,6.4%,34,0.33,33,15.9%
Thomas Robinson,21.6,SAC,Big,735,63,18.1%,10,89.4,62,7.5%,54,0.42,15,19.7%
Rajon Rondo,26.7,BOS,Point,1417,84,27.7%,37,101.8,100,49.1%,88,1.77,18,17.7%
Terrence Ross,21.7,TOR,Wing,1152,57,17.9%,17,95.7,15,7.1%,11,0.40,86,9.4%
Brandon Roy,28.3,MIN,Wing,121,79,21.3%,2,72.5,98,26.7%,100,1.25,39,12.6%
Ricky Rubio,22.0,MIN,Point,1673,73,26.3%,22,96.0,88,39.3%,76,1.49,22,17.4%
Robert Sacre,23.4,LAL,Big,154,21,12.5%,5,76.9,16,3.7%,26,0.30,13,20.0%
John Salmons,32.9,SAC,Wing,2269,31,15.3%,34,102.1,74,14.0%,91,0.92,67,11.0%
Samardo Samuels,23.8,CLE,Big,182,54,16.8%,4,76.6,57,7.2%,57,0.43,95,8.8%
Larry Sanders,23.9,MIL,Big,1924,45,15.7%,43,104.4,51,6.7%,57,0.43,64,12.6%
Luis Scola,32.5,PHX,Big,2173,86,21.9%,42,103.1,89,14.0%,81,0.64,77,11.7%
Mike Scott,24.3,ATL,Big,279,79,20.6%,36,101.5,40,6.0%,21,0.29,90,9.3%
Thabo Sefolosha,28.5,OKC,Wing,2222,4,10.9%,98,123.3,24,7.9%,69,0.73,55,11.8%
Kevin Seraphin,22.9,WAS,Big,1685,83,21.5%,18,93.9,43,6.1%,19,0.28,30,16.2%
Ramon Sessions,26.6,CHA,Combo,1636,89,26.6%,67,105.3,76,26.4%,44,0.99,92,10.6%
Iman Shumpert,22.4,NYK,Wing,967,40,16.1%,38,103.1,63,12.0%,72,0.74,69,11.0%
Alexey Shved,23.9,MIN,Wing,1736,86,22.8%,15,94.3,96,24.4%,96,1.07,9,15.8%
Kyle Singler,24.5,DET,Wing,2246,23,14.4%,47,104.3,7,5.2%,8,0.36,28,13.9%
Chris Singleton,22.9,WAS,Forward,904,27,15.2%,8,86.1,19,6.3%,35,0.41,27,14.4%
Donald Sloan,24.8,CLE,Point,246,33,20.6%,14,93.1,35,28.6%,63,1.39,90,11.6%
Greg Smith,21.8,HOU,Big,1023,22,12.7%,96,126.2,15,3.7%,22,0.29,69,12.2%
Ish Smith,24.3,MIL,Point,121,43,21.0%,6,84.2,67,33.7%,84,1.61,37,15.7%
Ish Smith,24.3,ORL,Point,317,37,20.6%,0,69.5,14,22.1%,16,1.07,39,15.4%
JR Smith,27.1,NYK,Wing,2630,95,26.7%,52,105.0,80,14.8%,31,0.55,93,8.8%
Jason Smith,26.7,NOP,Big,860,82,21.2%,63,108.9,54,6.9%,33,0.33,47,14.4%
Josh Smith,26.9,ATL,Forward,2675,90,26.3%,42,100.8,96,20.3%,88,0.77,23,14.7%
Nolan Smith,24.3,POR,Combo,216,65,22.8%,15,90.7,41,20.6%,29,0.90,2,20.9%
Marreese Speights,25.2,CLE,Big,666,94,24.4%,36,101.4,63,7.5%,28,0.31,83,10.7%
Marreese Speights,25.2,MEM,Big,542,89,22.4%,17,93.5,42,6.1%,17,0.27,69,12.2%
Tiago Splitter,27.8,SAS,Big,1974,57,17.1%,89,121.2,78,9.8%,80,0.57,57,13.6%
Jerry Stackhouse,38.0,BKN,Wing,514,43,16.4%,35,102.3,49,10.0%,45,0.61,56,11.8%
Lance Stephenson,22.2,IND,Wing,2259,37,15.7%,58,106.4,81,14.9%,92,0.95,29,13.9%
DeShawn Stevenson,31.6,ATL,Wing,1152,6,11.0%,56,106.4,10,6.3%,36,0.58,95,8.4%
Greg Stiemsma,27.1,MIN,Big,1140,17,12.3%,31,100.0,13,3.5%,20,0.28,22,18.0%
Amar'e Stoudemire,30.0,NYK,Big,668,91,23.6%,96,125.2,16,3.7%,3,0.16,50,14.3%
Rodney Stuckey,26.5,DET,Combo,2119,56,22.1%,59,103.5,38,20.6%,30,0.93,70,12.6%
Jared Sullinger,20.7,BOS,Big,858,30,14.0%,54,106.6,45,6.3%,61,0.45,87,10.2%
Jeff Taylor,23.4,CHA,Wing,1418,21,14.0%,51,104.8,21,7.6%,28,0.54,74,10.7%
Tyshawn Taylor,22.6,BKN,Point,147,55,23.9%,27,98.1,2,16.5%,0,0.69,6,21.6%
Jeff Teague,24.4,ATL,Point,2595,76,27.0%,67,109.1,76,34.8%,55,1.29,49,15.2%
Marquis Teague,19.7,CHI,Point,310,41,21.0%,4,77.2,27,26.2%,49,1.25,14,18.2%
Mirza Teletovic,27.1,BKN,Big,401,67,19.3%,22,95.8,63,7.6%,49,0.39,92,9.2%
Sebastian Telfair,27.4,PHX,Point,774,35,20.6%,41,102.3,16,22.7%,20,1.10,53,14.9%
Sebastian Telfair,27.4,TOR,Point,160,61,24.2%,6,84.2,80,35.4%,71,1.47,100,10.0%
Garrett Temple,26.5,WAS,Combo,1130,5,14.1%,29,96.7,17,15.2%,62,1.07,14,17.2%
Jason Terry,35.1,BOS,Combo,2108,15,17.5%,89,114.9,18,15.3%,24,0.88,62,13.0%
Hasheem Thabeet,25.7,OKC,Big,619,2,9.3%,87,119.0,0,1.2%,0,0.13,2,29.0%
Isaiah Thomas,23.7,SAC,Point,2067,59,24.0%,86,116.3,22,24.1%,8,1.01,84,11.9%
Kurt Thomas,40.1,NYK,Big,373,7,10.5%,44,104.9,72,8.9%,92,0.85,95,8.5%
Lance Thomas,24.5,NOP,Forward,592,2,9.9%,90,117.4,6,4.3%,40,0.44,67,10.9%
Tyrus Thomas,26.2,CHA,Big,346,75,20.2%,7,84.2,75,9.4%,63,0.46,85,10.5%
Jason Thompson,26.3,SAC,Big,2253,53,16.7%,51,106.1,40,6.0%,42,0.36,74,11.8%
Klay Thompson,22.7,GSW,Wing,2925,73,20.0%,60,106.9,45,9.9%,22,0.49,52,12.0%
Tristan Thompson,21.6,CLE,Big,2546,58,17.6%,41,102.9,53,6.9%,48,0.39,67,12.3%
Marcus Thornton,25.4,SAC,Wing,1683,78,21.3%,68,109.3,36,9.1%,14,0.43,94,8.5%
Jamaal Tinsley,34.7,UTA,Point,1186,18,18.2%,18,94.2,78,34.9%,94,1.92,4,22.4%
Anthony Tolliver,27.4,ATL,Forward,874,10,12.6%,60,108.9,10,4.6%,17,0.37,19,14.9%
PJ Tucker,27.5,PHX,Wing,1865,8,12.3%,53,105.4,34,8.7%,64,0.71,41,12.4%
Ronny Turiaf,29.8,LAC,Big,608,5,9.6%,27,97.1,56,7.1%,88,0.74,18,18.8%
Hedo Turkoglu,33.6,ORL,Forward,188,69,19.6%,2,58.2,94,20.0%,96,1.02,8,15.8%
Evan Turner,24.0,PHI,Combo,2846,61,22.5%,27,95.9,33,19.2%,23,0.85,59,13.3%
Ekpe Udoh,25.5,MIL,Big,1280,14,11.8%,33,100.3,23,4.4%,45,0.37,72,12.1%
Beno Udrih,30.3,MIL,Combo,663,50,20.9%,64,104.3,92,31.0%,95,1.48,26,15.3%
Beno Udrih,30.3,ORL,Combo,703,70,23.5%,39,99.6,97,33.9%,91,1.44,38,14.5%
Jonas Valanciunas,20.5,TOR,Big,1427,46,15.7%,91,121.7,31,5.1%,32,0.32,21,18.1%
Anderson Varejao,30.1,CLE,Big,899,59,17.8%,49,105.7,95,15.7%,93,0.88,73,11.8%
Greivis Vasquez,25.8,NOP,Point,2674,86,27.8%,33,101.0,94,43.1%,80,1.55,41,15.4%
Jan Vesely,22.5,WAS,Big,566,13,11.5%,28,97.6,48,6.5%,77,0.57,20,18.5%
Charlie Villanueva,28.2,DET,Big,1028,74,20.2%,25,96.3,67,8.1%,51,0.40,99,7.2%
Nikola Vucevic,22.0,ORL,Big,2552,61,18.0%,54,106.9,75,9.3%,72,0.52,53,14.1%
Dwyane Wade,30.8,MIA,Combo,2363,100,30.2%,88,114.2,70,24.7%,21,0.82,68,12.7%
Dion Waiters,20.9,CLE,Wing,1739,96,26.8%,24,98.0,87,17.8%,56,0.66,59,11.5%
Kemba Walker,22.5,CHA,Point,2848,82,27.6%,45,104.8,53,30.9%,22,1.12,94,11.4%
John Wall,22.2,WAS,Point,1593,98,32.8%,49,105.0,92,40.7%,43,1.24,69,13.4%
Gerald Wallace,30.3,BKN,Forward,2069,29,15.2%,33,97.1,79,13.2%,90,0.87,6,16.0%
Rasheed Wallace,38.1,NYK,Big,271,93,24.2%,26,97.1,13,3.6%,2,0.15,99,7.5%
Luke Walton,32.6,CLE,Big,830,49,16.2%,12,90.9,100,28.0%,100,1.73,16,19.6%
Hakim Warrick,30.3,CHA,Big,447,80,20.8%,16,92.5,73,9.0%,58,0.43,55,13.7%
CJ Watson,28.5,BKN,Combo,1446,21,18.0%,83,111.7,27,18.0%,45,1.00,77,12.1%
Earl Watson,33.4,UTA,Point,772,2,14.4%,2,70.0,61,32.3%,100,2.25,0,24.4%
Maalik Wayns,21.5,PHI,Combo,127,85,24.9%,3,71.4,65,24.0%,39,0.96,82,11.5%
Martell Webster,25.9,WAS,Wing,2184,38,15.9%,96,121.6,52,10.4%,55,0.66,58,11.5%
David West,32.2,IND,Big,2429,92,23.7%,61,108.5,95,15.7%,83,0.66,67,12.3%
Russell Westbrook,24.0,OKC,Point,2854,100,35.8%,53,105.7,86,37.1%,10,1.04,82,12.0%
James White,30.0,NYK,Wing,348,26,14.7%,69,109.5,59,11.4%,77,0.78,50,12.0%
Chris Wilcox,30.2,BOS,Big,799,5,10.1%,100,146.5,18,3.8%,47,0.38,19,18.7%
Damien Wilkins,32.8,PHI,Forward,1030,54,17.6%,65,109.0,83,13.4%,85,0.76,50,12.5%
Deron Williams,28.4,BKN,Point,2834,80,27.1%,82,116.0,84,36.4%,59,1.35,71,13.0%
Derrick Williams,21.4,MIN,Forward,1875,81,21.2%,52,102.0,4,4.1%,0,0.19,63,11.5%
Lou Williams,26.0,ATL,Combo,1097,83,24.7%,86,112.2,52,21.6%,26,0.88,73,12.4%
Marvin Williams,26.4,UTA,Wing,1704,25,14.5%,41,103.6,17,7.3%,23,0.50,62,11.3%
Mo Williams,29.9,UTA,Point,1414,67,25.3%,51,105.3,63,32.5%,53,1.28,33,15.9%
Reggie Williams,26.1,CHA,Wing,281,51,17.1%,64,108.6,77,14.5%,86,0.85,26,14.1%
Terrence Williams,25.3,BOS,Wing,288,69,19.1%,81,114.4,88,18.1%,93,0.95,2,17.9%
Metta World Peace,33.0,LAL,Forward,2525,44,16.6%,56,103.5,25,6.6%,27,0.40,79,10.0%
Brandan Wright,25.1,DAL,Big,1086,46,15.8%,95,124.8,34,5.3%,36,0.33,93,9.2%
Dorell Wright,26.9,PHI,Forward,1708,58,17.7%,77,110.9,75,13.1%,83,0.74,88,9.4%
Tony Wroten,19.6,MEM,Combo,219,67,23.3%,12,88.3,67,24.3%,56,1.04,3,20.4%
Nick Young,27.4,PHI,Wing,1351,71,19.5%,45,104.1,37,9.2%,19,0.47,96,8.3%
Sam Young,27.4,IND,Wing,612,14,13.4%,10,91.4,55,10.9%,83,0.81,4,17.8%
Thaddeus Young,24.4,PHI,Big,2622,60,17.8%,60,108.3,64,7.8%,60,0.44,93,8.9%
Tyler Zeller,22.8,CLE,Big,2027,37,14.8%,23,96.2,61,7.5%,69,0.50,54,14.1%
