Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Courtney Lee,31.1,NYK,Wing,2454,28,14.3%,66,111.8,54,10.4%,75,0.73,82,8.6%
David Lee,33.5,SAS,Big,1437,45,15.8%,86,123.7,78,12.4%,86,0.79,29,15.7%
Alex Len,23.4,PHX,Big,1540,47,16.3%,44,110.4,13,4.4%,10,0.27,21,16.8%
Kawhi Leonard,25.3,SAS,Wing,2464,99,30.6%,96,122.8,89,18.2%,51,0.59,70,9.2%
Meyers Leonard,24.7,POR,Big,1146,32,14.7%,13,99.2,51,7.8%,61,0.53,92,9.0%
Jon Leuer,27.5,DET,Big,1852,43,15.7%,43,110.0,55,8.2%,60,0.52,85,10.1%
DeAndre Liggins,28.6,CLE,Combo,646,2,11.0%,34,100.0,6,8.9%,35,0.81,3,19.6%
Damian Lillard,26.3,POR,Point,2682,94,32.6%,85,118.4,38,27.5%,8,0.85,96,9.7%
Jeremy Lin,28.2,BKN,Point,880,77,28.8%,71,113.2,79,33.8%,54,1.17,46,14.1%
Shaun Livingston,31.1,GSW,Combo,1214,5,14.1%,87,113.3,23,14.6%,60,1.04,26,14.6%
Shawn Long,23.8,PHI,Big,204,86,22.3%,76,118.7,53,8.0%,25,0.36,84,10.1%
Kevon Looney,20.7,GSW,Big,277,8,11.2%,90,125.4,54,8.2%,82,0.73,53,13.6%
Brook Lopez,28.6,BKN,Big,2213,96,27.3%,66,116.2,84,14.3%,59,0.52,59,12.9%
Robin Lopez,28.6,CHI,Big,2267,44,15.8%,17,101.9,28,5.4%,23,0.34,80,10.8%
Kevin Love,28.2,CLE,Big,1880,90,23.9%,60,114.6,65,9.3%,35,0.39,73,11.5%
Kyle Lowry,30.6,TOR,Point,2236,69,27.5%,96,126.5,58,29.3%,40,1.07,73,12.5%
Timothe Luwawu-Cabarrot,21.5,PHI,Wing,1073,46,17.3%,32,103.5,41,9.2%,40,0.53,5,16.5%
Trey Lyles,21.0,UTA,Big,1101,79,20.6%,6,93.4,68,9.9%,51,0.48,63,12.6%
Shelvin Mack,26.5,UTA,Point,1171,31,21.2%,37,103.7,15,20.4%,29,0.96,15,16.9%
Ian Mahinmi,30.0,WAS,Big,543,19,13.1%,77,119.3,26,5.4%,39,0.41,4,21.6%
Thon Maker,19.7,MIL,Big,501,47,16.2%,45,110.5,42,6.8%,41,0.42,89,9.4%
Boban Marjanovic,28.2,DET,Big,202,75,19.5%,93,126.6,18,5.0%,9,0.25,89,9.8%
Jarell Martin,22.4,MEM,Big,528,38,15.2%,8,95.8,3,2.6%,2,0.17,32,15.2%
Wesley Matthews,30.1,DAL,Wing,2489,67,19.8%,45,106.9,76,13.8%,68,0.70,63,9.9%
Luc Mbah a Moute,30.1,LAC,Forward,1779,2,10.2%,80,117.2,2,3.0%,5,0.29,42,11.8%
James Michael McAdoo,23.8,GSW,Big,328,11,11.6%,84,122.6,30,5.8%,56,0.50,84,10.4%
Patrick McCaw,21.0,GSW,Wing,906,4,10.6%,64,111.1,36,8.8%,85,0.83,65,9.8%
Sheldon McClellan,23.9,WAS,Wing,233,18,13.1%,59,110.6,18,6.3%,31,0.48,95,5.8%
CJ McCollum,25.1,POR,Combo,2783,90,27.4%,94,117.7,45,17.4%,15,0.63,92,9.9%
TJ McConnell,24.6,PHI,Point,2098,12,19.1%,25,101.5,88,37.5%,100,1.96,17,16.7%
KJ McDaniels,23.7,HOU,Forward,141,27,13.0%,42,106.4,0,2.1%,0,0.16,93,7.1%
KJ McDaniels,23.7,BKN,Wing,259,63,19.1%,60,110.7,11,5.0%,2,0.26,4,16.7%
Doug McDermott,24.8,OKC,Wing,387,9,11.9%,75,114.7,3,3.5%,4,0.29,98,4.7%
Doug McDermott,24.8,CHI,Wing,1036,37,15.7%,51,108.5,19,6.9%,20,0.44,83,8.6%
JaVale McGee,28.8,GSW,Big,668,59,17.6%,97,135.0,4,2.9%,1,0.16,78,11.1%
Rodney McGruder,25.3,MIA,Wing,1930,11,12.3%,30,102.1,37,8.8%,72,0.71,49,10.6%
Ben McLemore,23.7,SAC,Wing,1143,56,18.4%,57,110.4,16,6.2%,9,0.34,24,13.5%
Jordan McRae,25.6,CLE,Combo,292,39,18.6%,27,98.2,0,6.1%,2,0.33,98,7.7%
Josh McRoberts,29.7,MIA,Big,375,69,18.7%,2,88.2,93,19.7%,96,1.05,34,15.0%
Jodie Meeks,29.2,ORL,Wing,700,54,18.1%,74,114.5,38,8.9%,33,0.49,31,12.7%
Salah Mejri,30.4,DAL,Big,884,2,9.4%,96,133.5,2,2.4%,8,0.25,2,23.1%
Jordan Mickey,22.3,BOS,Big,112,22,13.6%,2,89.3,72,10.4%,84,0.77,5,20.3%
Khris Middleton,25.2,MIL,Wing,885,87,23.2%,81,115.8,87,17.3%,79,0.75,11,14.9%
CJ Miles,29.6,IND,Wing,1739,39,15.9%,88,120.0,4,4.0%,1,0.26,94,6.2%
Patty Mills,28.2,SAS,Point,1738,15,20.0%,83,117.5,29,23.6%,56,1.18,67,12.8%
Paul Millsap,31.7,ATL,Big,2334,93,24.4%,33,108.1,91,17.3%,79,0.71,67,12.3%
Nikola Mirotic,25.7,CHI,Big,1642,59,17.7%,48,111.0,41,6.8%,34,0.38,74,11.4%
Greg Monroe,26.4,MIL,Big,1798,89,23.7%,62,115.1,90,16.5%,77,0.70,38,14.9%
E'Twaun Moore,27.7,NOP,Wing,1777,52,17.5%,46,107.2,77,13.9%,84,0.79,79,8.7%
Marcus Morris,27.2,DET,Wing,2553,66,19.7%,28,101.8,45,9.5%,32,0.48,88,7.6%
Markieff Morris,27.2,WAS,Big,2369,73,19.2%,32,107.8,49,7.6%,37,0.39,69,12.2%
Anthony Morrow,31.1,OKC,Wing,611,29,14.5%,18,99.6,8,4.7%,7,0.33,100,3.3%
Donatas Motiejunas,26.1,NOP,Big,432,53,16.9%,5,92.3,73,10.7%,72,0.63,24,16.3%
Timofey Mozgov,30.3,LAL,Big,1101,43,15.6%,41,109.6,34,6.1%,35,0.39,13,18.2%
Emmanuel Mudiay,20.7,DEN,Point,1368,56,24.0%,19,97.2,23,22.3%,23,0.93,29,15.3%
Shabazz Muhammad,24.0,MIN,Forward,1439,71,18.1%,63,112.4,5,3.5%,2,0.20,80,8.8%
Dejounte Murray,20.1,SAS,Combo,236,79,23.0%,48,102.3,74,22.4%,50,0.98,2,21.1%
Jamal Murray,19.7,DEN,Combo,1658,61,21.1%,66,106.0,16,14.1%,16,0.67,42,13.0%
Mike Muscala,25.3,ATL,Big,1181,27,13.8%,66,116.2,75,11.4%,87,0.82,42,14.5%
Larry Nance Jr.,23.8,LAL,Big,1431,17,12.9%,54,112.8,66,9.7%,83,0.75,57,13.1%
Shabazz Napier,25.3,POR,Point,415,42,22.2%,63,110.7,8,18.1%,4,0.82,10,17.2%
Maurice Ndour,24.4,NYK,Big,273,20,13.4%,19,102.6,10,3.9%,13,0.29,28,15.8%
Jameer Nelson,34.7,DEN,Combo,2026,37,18.5%,76,108.3,89,25.9%,94,1.40,27,14.4%
Raul Neto,24.5,UTA,Point,301,0,15.6%,31,102.5,0,12.3%,0,0.79,48,13.9%
Andrew Nicholson,26.9,WAS,Big,207,52,16.8%,3,90.5,14,4.5%,10,0.27,60,12.9%
Joakim Noah,31.7,NYK,Big,1013,22,13.7%,11,98.3,84,13.8%,95,1.01,14,18.1%
Nerlens Noel,22.6,PHI,Big,561,46,16.1%,90,125.4,59,8.6%,62,0.54,49,13.8%
Nerlens Noel,22.6,DAL,Big,481,42,15.6%,83,122.1,41,6.8%,44,0.44,47,14.1%
Lucas Nogueira,24.3,TOR,Big,1042,1,8.7%,100,142.3,23,5.2%,67,0.60,3,22.5%
Dirk Nowitzki,38.4,DAL,Big,1421,86,22.7%,30,106.8,69,9.9%,45,0.44,97,7.4%
Jusuf Nurkic,22.2,DEN,Big,792,83,21.6%,18,102.3,77,11.8%,64,0.55,7,20.1%
Jusuf Nurkic,22.2,POR,Big,582,94,25.0%,38,109.4,89,16.3%,74,0.65,13,18.2%
David Nwaba,23.8,LAL,Wing,391,7,11.2%,97,122.9,5,4.6%,17,0.41,44,11.1%
Kyle O'Quinn,26.6,NYK,Big,1199,65,18.0%,50,111.3,86,14.7%,86,0.81,36,15.0%
Jahlil Okafor,20.9,PHI,Big,1100,90,23.7%,39,109.4,69,9.9%,40,0.42,39,14.8%
Victor Oladipo,24.5,OKC,Wing,2187,71,20.6%,46,107.3,61,12.1%,50,0.59,46,10.8%
Kelly Olynyk,25.5,BOS,Big,1502,66,18.2%,80,120.3,89,16.0%,91,0.88,33,15.1%
Kelly Oubre,20.9,WAS,Wing,1545,24,13.5%,37,105.0,4,4.3%,6,0.32,54,10.4%
Zaza Pachulia,32.7,GSW,Big,1260,40,15.3%,71,117.0,81,13.0%,89,0.85,8,19.5%
Georgios Papagiannis,19.3,SAC,Big,334,49,16.4%,53,111.8,63,8.9%,63,0.54,9,19.1%
Jabari Parker,21.6,MIL,Forward,1712,90,24.4%,64,112.8,85,13.7%,61,0.56,59,9.9%
Tony Parker,34.5,SAS,Point,1581,54,23.7%,33,102.7,40,27.6%,48,1.16,85,11.0%
Chandler Parsons,28.0,MEM,Wing,673,61,18.7%,2,86.8,63,12.2%,63,0.65,74,9.0%
Patrick Patterson,27.6,TOR,Big,1582,12,11.8%,32,107.4,38,6.6%,66,0.56,93,8.4%
Chris Paul,31.5,LAC,Point,1915,81,29.8%,90,123.4,96,44.5%,87,1.49,81,11.5%
Cameron Payne,22.2,CHI,Combo,126,82,25.6%,13,86.4,26,15.2%,10,0.59,23,15.7%
Cameron Payne,22.2,OKC,Combo,292,65,21.2%,6,80.7,52,19.2%,44,0.91,87,10.5%
Elfrid Payton,22.7,ORL,Point,2370,63,25.2%,44,104.7,77,33.0%,73,1.31,63,12.9%
Paul Pierce,39.1,LAC,Forward,257,34,13.4%,14,95.5,7,4.2%,7,0.31,3,17.1%
Marshall Plumlee,24.3,NYK,Big,151,16,12.8%,13,100.0,64,9.1%,78,0.71,4,21.7%
Mason Plumlee,26.7,DEN,Big,616,67,18.4%,37,109.0,88,15.9%,90,0.87,19,17.0%
Mason Plumlee,26.7,POR,Big,1511,71,18.9%,47,110.6,94,19.8%,96,1.05,54,13.6%
Miles Plumlee,28.2,CHA,Big,161,0,8.2%,95,129.2,4,2.7%,22,0.33,1,28.6%
Miles Plumlee,28.2,MIL,Big,281,30,14.2%,13,100.0,61,8.8%,71,0.62,6,20.2%
Jakob Poeltl,21.0,TOR,Big,560,6,10.4%,86,123.6,6,3.3%,19,0.31,16,17.7%
Otto Porter,23.4,WAS,Forward,2599,29,13.2%,97,126.9,37,6.5%,44,0.49,98,5.3%
Bobby Portis,21.7,CHI,Big,913,51,16.7%,36,108.6,19,5.0%,16,0.30,93,8.7%
Kristaps Porzingis,21.3,NYK,Big,2159,84,22.1%,40,109.4,46,7.3%,21,0.33,81,10.8%
Dwight Powell,25.3,DAL,Big,1244,29,14.1%,63,115.7,23,5.2%,29,0.37,90,9.2%
Norman Powell,23.4,TOR,Wing,1275,70,20.5%,49,108.2,40,9.2%,23,0.45,46,10.8%
Alex Poythress,23.2,PHI,Big,150,39,15.3%,27,105.4,28,5.4%,24,0.36,100,5.6%
Ronnie Price,33.4,PHX,Combo,119,3,11.4%,0,45.8,58,20.0%,98,1.76,100,5.9%
Taurean Prince,22.6,ATL,Forward,869,54,16.0%,19,102.1,51,7.7%,39,0.48,5,16.5%
Chasson Randle,23.7,NYK,Point,211,21,20.6%,50,109.0,4,17.8%,12,0.86,60,13.2%
Julius Randle,21.9,LAL,Big,2112,85,22.2%,37,108.8,93,19.5%,90,0.88,28,15.9%
Zach Randolph,35.3,MEM,Big,1765,97,27.4%,10,98.3,82,13.2%,53,0.48,91,9.0%
JJ Redick,32.4,LAC,Wing,2188,62,19.0%,91,121.1,26,7.4%,16,0.39,56,10.3%
Willie Reed,26.5,MIA,Big,1001,23,13.7%,72,117.5,12,4.1%,16,0.30,83,10.5%
Josh Richardson,23.1,MIA,Wing,1584,44,16.9%,24,100.8,68,12.7%,80,0.75,48,10.6%
Malachi Richardson,20.8,SAC,Wing,168,53,17.9%,41,106.6,30,7.6%,18,0.43,34,12.2%
Austin Rivers,24.3,LAC,Combo,1922,63,21.1%,77,108.4,24,14.8%,19,0.70,58,12.3%
Andre Roberson,24.9,OKC,Wing,2366,0,9.2%,26,101.6,6,4.6%,35,0.50,61,9.9%
Brian Roberts,30.9,CHA,Point,344,13,19.8%,13,95.7,17,20.6%,38,1.04,54,13.7%
Thomas Robinson,25.6,LAL,Big,513,75,19.6%,34,108.3,62,8.8%,47,0.45,20,16.9%
Glenn Robinson III,22.8,IND,Wing,1334,5,11.0%,72,114.1,9,4.8%,18,0.43,58,10.2%
Sergio Rodriguez,30.4,PHI,Point,1449,48,23.1%,17,97.1,83,35.1%,88,1.52,19,16.1%
Rajon Rondo,30.7,CHI,Point,1833,37,22.0%,6,92.4,87,35.9%,96,1.63,8,18.1%
Derrick Rose,28.1,NYK,Combo,2077,89,27.4%,71,106.6,71,21.6%,32,0.79,79,11.1%
Terrence Ross,25.7,ORL,Wing,747,41,16.5%,53,108.7,32,8.1%,34,0.49,37,12.2%
Terrence Ross,25.7,TOR,Wing,1173,54,18.0%,68,112.0,12,5.6%,5,0.31,90,6.9%
Terry Rozier,22.6,BOS,Combo,1202,34,18.2%,16,91.1,31,16.1%,42,0.89,94,9.3%
Ricky Rubio,26.0,MIN,Point,2464,44,22.4%,56,109.6,92,38.4%,98,1.72,25,15.7%
Damjan Rudez,30.4,ORL,Big,169,4,10.3%,20,102.8,47,7.3%,80,0.71,61,12.8%
Brandon Rush,31.3,MIN,Wing,1011,1,9.4%,25,101.5,11,5.6%,52,0.60,30,12.8%
D'Angelo Russell,20.7,LAL,Point,1788,75,28.7%,42,104.5,37,26.8%,25,0.93,38,14.5%
Domantas Sabonis,20.5,OKC,Big,1544,33,14.7%,7,95.3,43,7.0%,51,0.48,35,15.0%
Dario Saric,22.6,PHI,Big,2073,91,24.0%,14,101.2,86,14.6%,69,0.61,31,15.4%
Tomas Satoransky,25.0,WAS,Combo,653,6,14.2%,26,97.1,48,18.4%,85,1.29,19,16.3%
Dennis Schroder,23.1,ATL,Point,2473,87,30.4%,46,107.6,81,34.1%,44,1.12,35,14.8%
Luis Scola,36.5,BKN,Big,420,57,17.6%,21,102.9,80,12.6%,80,0.72,15,18.0%
Mike Scott,28.3,ATL,Big,138,44,15.7%,0,64.1,87,15.1%,95,0.96,64,12.6%
Thabo Sefolosha,32.5,ATL,Forward,1568,31,13.2%,34,103.8,69,9.9%,88,0.75,37,12.1%
Wayne Selden,22.1,MEM,Wing,181,42,16.9%,20,100.0,56,11.0%,61,0.65,14,14.5%
Kevin Seraphin,26.9,IND,Big,482,50,16.7%,68,116.6,36,6.4%,33,0.38,53,13.6%
Ramon Sessions,30.6,CHA,Combo,782,71,21.8%,32,99.7,82,24.1%,65,1.11,76,11.5%
Iman Shumpert,26.4,CLE,Combo,1881,8,14.2%,60,104.4,3,8.0%,6,0.56,47,12.7%
Pascal Siakam,22.6,TOR,Big,783,11,11.7%,23,104.0,5,2.9%,8,0.25,52,13.6%
Jonathon Simmons,27.1,SAS,Wing,1275,51,17.5%,16,99.0,75,13.7%,83,0.78,17,14.2%
Kyle Singler,28.5,OKC,Wing,343,2,10.3%,5,91.0,1,2.9%,3,0.29,35,12.2%
Marcus Smart,22.7,BOS,Wing,2373,68,20.2%,12,98.2,97,22.5%,96,1.11,20,14.0%
Ish Smith,28.3,DET,Point,1900,58,24.6%,15,95.8,73,32.1%,71,1.31,90,10.4%
JR Smith,31.1,CLE,Wing,1174,25,13.7%,11,97.5,21,7.1%,38,0.51,89,7.2%
Jason Smith,30.7,WAS,Big,1033,31,14.6%,75,118.5,20,5.1%,23,0.35,22,16.7%
Tony Snell,25.0,MIL,Wing,2329,6,11.1%,89,120.5,14,5.8%,39,0.52,68,9.6%
Marreese Speights,29.2,LAC,Big,1162,84,21.7%,69,116.7,58,8.4%,34,0.39,72,11.9%
Nik Stauskas,23.1,PHI,Wing,2088,40,16.4%,54,109.8,67,12.4%,81,0.76,8,15.8%
Lance Stephenson,26.2,NOP,Combo,149,69,21.7%,42,101.8,92,30.7%,95,1.41,24,14.7%
Lance Stephenson,26.2,IND,Wing,129,82,22.1%,6,95.6,99,26.3%,99,1.19,9,15.6%
Rodney Stuckey,30.5,IND,Wing,677,91,24.1%,7,96.8,89,17.9%,77,0.74,18,14.1%
Jared Sullinger,24.7,TOR,Big,110,72,19.0%,1,69.4,7,3.3%,3,0.18,99,6.4%
Jeff Teague,28.4,IND,Point,2651,67,26.8%,79,115.7,85,35.9%,79,1.34,56,13.6%
Mirza Teletovic,31.1,MIL,Forward,1073,66,17.7%,27,103.1,31,6.4%,12,0.36,75,8.9%
Garrett Temple,30.5,SAC,Combo,1701,11,14.8%,79,108.4,21,14.5%,52,0.98,32,14.0%
Jason Terry,39.1,MIL,Combo,1326,0,9.9%,97,123.1,8,9.9%,53,0.99,50,12.5%
Isaiah Thomas,27.7,BOS,Point,2562,96,34.8%,94,126.2,63,30.5%,13,0.88,92,10.3%
Lance Thomas,28.5,NYK,Forward,963,22,12.7%,24,102.6,17,5.3%,24,0.42,69,9.0%
Hollis Thompson,25.6,PHI,Wing,528,14,12.8%,29,101.9,22,7.1%,44,0.55,96,5.3%
Hollis Thompson,25.6,NOP,Wing,189,4,10.8%,1,77.3,20,6.9%,61,0.64,99,4.3%
Klay Thompson,26.7,GSW,Wing,2604,88,23.2%,84,118.4,39,8.9%,15,0.39,71,9.1%
Tristan Thompson,25.6,CLE,Big,2329,5,10.3%,74,117.8,16,4.6%,46,0.45,72,11.9%
Marcus Thornton,29.4,WAS,Wing,567,59,18.5%,18,99.5,52,10.3%,45,0.56,52,10.5%
Anthony Tolliver,31.4,SAC,Big,1456,14,12.7%,77,118.8,51,7.8%,69,0.61,54,13.4%
Karl-Anthony Towns,21.0,MIN,Big,3010,95,25.2%,88,124.2,80,12.7%,56,0.50,68,12.2%
PJ Tucker,31.5,TOR,Forward,600,3,10.4%,25,103.0,29,6.2%,69,0.60,63,9.4%
PJ Tucker,31.5,PHX,Forward,1617,10,11.2%,32,103.6,34,6.4%,66,0.58,41,11.9%
Evan Turner,28.0,POR,Wing,1638,73,20.6%,14,98.8,92,19.6%,91,0.95,29,13.0%
Myles Turner,20.6,IND,Big,2536,57,17.4%,72,117.2,38,6.6%,31,0.38,81,10.8%
Beno Udrih,34.3,DET,Point,478,65,25.5%,67,112.0,90,37.9%,85,1.48,69,12.7%
Tyler Ulis,20.8,PHX,Point,1066,50,23.6%,10,95.2,60,29.4%,62,1.24,75,12.3%
Jarrod Uthoff,23.5,DAL,Forward,106,61,17.0%,7,89.2,81,13.6%,90,0.80,92,7.7%
Jonas Valanciunas,24.5,TOR,Big,2060,58,17.6%,78,119.8,13,4.3%,7,0.25,58,13.0%
Denzel Valentine,23.0,CHI,Wing,881,32,14.9%,19,99.6,42,9.3%,57,0.62,23,13.5%
Fred VanVleet,22.7,TOR,Combo,221,55,20.8%,29,98.8,32,16.2%,29,0.78,52,12.5%
Rashad Vaughn,20.2,MIL,Wing,393,35,15.3%,4,90.8,32,7.9%,37,0.51,91,6.8%
Noah Vonleh,21.2,POR,Big,1167,13,12.2%,20,102.8,8,3.6%,14,0.29,17,17.6%
Nikola Vucevic,26.0,ORL,Big,2138,88,23.5%,11,98.7,87,15.8%,76,0.67,87,9.9%
Sasha Vujacic,32.7,NYK,Combo,359,29,17.4%,8,81.7,40,17.0%,48,0.98,97,8.5%
Dwyane Wade,34.8,CHI,Wing,1775,98,30.1%,27,101.7,96,22.0%,74,0.73,42,11.2%
Dion Waiters,24.9,MIA,Combo,1376,92,27.9%,44,102.1,77,23.5%,37,0.84,65,11.9%
Kemba Walker,26.5,CHA,Point,2735,90,30.9%,75,114.5,48,28.3%,21,0.92,98,9.0%
John Wall,26.2,WAS,Point,2830,98,35.5%,52,109.1,98,44.9%,63,1.26,50,13.9%
TJ Warren,23.2,PHX,Forward,2026,64,17.5%,51,108.2,24,5.7%,10,0.33,95,6.8%
CJ Watson,32.5,ORL,Combo,865,16,15.2%,56,103.8,47,17.4%,71,1.15,53,12.5%
Briante Weber,23.8,CHA,Point,132,4,15.9%,35,102.8,12,18.5%,50,1.17,100,6.9%
David West,36.2,GSW,Big,803,81,20.8%,55,113.0,99,26.7%,99,1.28,8,20.0%
Russell Westbrook,28.0,OKC,Point,2788,100,45.8%,65,111.5,100,54.3%,58,1.19,42,14.2%
Okaro White,24.2,MIA,Forward,434,7,10.7%,31,103.4,19,5.6%,51,0.52,2,17.5%
Isaiah Whitehead,21.7,BKN,Combo,1580,47,19.7%,40,100.2,39,16.9%,39,0.86,5,19.3%
Hassan Whiteside,27.4,MIA,Big,2506,78,20.4%,65,116.1,9,3.7%,4,0.18,55,13.4%
Andrew Wiggins,21.7,MIN,Wing,3039,96,27.9%,44,106.8,54,10.5%,14,0.38,67,9.7%
Alan Williams,23.8,PHX,Big,658,63,18.0%,43,110.1,25,5.3%,15,0.29,71,12.0%
Deron Williams,32.4,CLE,Point,467,27,21.0%,69,113.0,35,26.7%,67,1.27,12,17.1%
Deron Williams,32.4,DAL,Point,1168,71,27.7%,48,108.3,94,38.4%,83,1.39,40,14.3%
Derrick Williams,25.4,CLE,Big,356,25,13.7%,89,124.5,19,5.1%,28,0.37,66,12.4%
Derrick Williams,25.4,MIA,Big,362,74,19.5%,4,91.7,32,6.0%,19,0.31,96,7.6%
Lou Williams,30.0,LAL,Combo,1382,97,30.7%,98,123.3,73,21.8%,23,0.71,73,11.7%
Lou Williams,30.0,HOU,Wing,579,92,24.3%,55,110.3,79,14.1%,48,0.58,45,10.8%
Marvin Williams,30.4,CHA,Big,2287,35,15.0%,44,110.3,43,7.1%,50,0.47,96,7.9%
Troy Williams,21.8,HOU,Forward,130,46,13.9%,86,122.7,39,6.6%,36,0.47,47,11.2%
Troy Williams,21.8,MEM,Wing,408,43,16.9%,8,96.9,29,7.6%,24,0.45,4,16.8%
Justise Winslow,20.6,MIA,Forward,623,86,21.2%,3,79.4,90,14.9%,85,0.70,49,11.2%
Jeff Withey,26.7,UTA,Big,367,16,12.8%,82,122.0,1,1.7%,1,0.13,62,12.7%
Metta World Peace,37.0,LAL,Forward,134,88,22.4%,2,76.9,68,9.9%,29,0.44,97,5.9%
Brandan Wright,29.1,MEM,Big,425,24,13.7%,87,124.1,31,5.9%,44,0.43,95,8.1%
Delon Wright,24.5,TOR,Combo,417,42,18.8%,63,104.7,69,21.3%,68,1.13,37,13.2%
James Young,21.2,BOS,Wing,179,8,11.4%,80,115.7,0,2.8%,0,0.25,82,8.6%
Nick Young,31.4,LAL,Wing,1551,48,17.3%,86,118.8,13,5.7%,8,0.33,96,5.6%
Thaddeus Young,28.4,IND,Big,2223,35,15.0%,53,112.5,54,8.1%,63,0.54,65,12.6%
Cody Zeller,24.1,CHA,Big,1715,29,14.2%,80,120.5,60,8.7%,70,0.62,70,12.0%
Tyler Zeller,26.8,BOS,Big,498,37,15.2%,15,101.2,78,12.4%,87,0.82,77,11.1%
Paul Zipser,22.7,CHI,Forward,780,32,13.3%,37,105.9,27,6.1%,32,0.46,10,15.6%
Ivica Zubac,19.6,LAL,Big,560,64,18.0%,40,109.5,50,7.7%,43,0.43,74,11.4%
