Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Chandler Parsons,29.0,MEM,Forward,689,69,18.7%,78,117.4,92,15.8%,94,0.84,24,12.5%
Patrick Patterson,28.6,OKC,Big,1211,5,10.9%,33,110.9,23,6.4%,64,0.59,71,11.0%
Brandon Paul,26.5,SAS,Wing,466,22,13.5%,15,95.8,48,9.2%,70,0.68,9,16.1%
Chris Paul,32.5,HOU,Point,1822,82,29.6%,89,121.9,95,38.9%,77,1.32,82,10.6%
Cameron Payne,23.2,CHI,Point,558,34,21.6%,18,96.2,69,30.1%,80,1.39,66,12.3%
Elfrid Payton,23.7,ORL,Point,1230,56,24.8%,72,113.9,82,32.4%,75,1.31,25,15.9%
Elfrid Payton,23.7,PHX,Point,548,66,25.9%,21,96.9,89,34.2%,79,1.32,21,16.1%
Alec Peters,22.6,PHX,Big,172,29,14.1%,65,119.0,35,7.1%,45,0.51,98,7.2%
Mason Plumlee,27.7,DEN,Big,1389,55,16.7%,57,116.7,87,14.6%,90,0.87,8,19.3%
Miles Plumlee,29.2,ATL,Big,861,10,12.1%,51,115.2,42,7.6%,73,0.63,2,25.2%
Jakob Poeltl,22.0,TOR,Big,1444,16,12.8%,98,133.0,13,5.5%,28,0.43,10,18.8%
Quincy Pondexter,29.6,CHI,Forward,123,33,14.3%,2,78.4,29,6.8%,45,0.48,29,12.3%
Otto Porter,24.4,WAS,Forward,2418,59,17.1%,90,120.9,63,9.5%,63,0.56,88,7.9%
Bobby Portis,22.7,CHI,Big,1573,90,24.1%,31,110.3,80,12.6%,51,0.52,68,11.2%
Kristaps Porzingis,22.3,NYK,Big,1526,97,27.8%,27,108.6,20,6.3%,2,0.23,86,9.5%
Dwight Powell,26.3,DAL,Big,1618,24,13.6%,97,132.4,47,8.3%,69,0.61,66,11.5%
Norman Powell,24.4,TOR,Wing,964,64,18.7%,24,100.3,68,11.9%,63,0.64,16,14.4%
Taurean Prince,23.6,ATL,Forward,2424,86,21.7%,53,109.5,84,13.1%,69,0.60,4,15.5%
Rodney Purvis,23.7,ORL,Wing,259,59,17.8%,6,86.9,33,7.9%,20,0.44,85,7.8%
Ivan Rabb,20.7,MEM,Big,475,47,15.8%,81,123.7,55,9.1%,63,0.58,16,17.8%
Julius Randle,22.9,LAL,Big,2169,92,25.0%,76,122.2,91,15.8%,74,0.63,21,16.7%
Zach Randolph,36.3,SAC,Big,1481,96,26.7%,18,106.7,88,14.6%,56,0.55,52,13.0%
Xavier Rathan-Mayes,23.5,MEM,Wing,109,87,23.8%,0,68.3,99,26.1%,98,1.10,4,16.8%
JJ Redick,33.4,PHI,Wing,2107,70,20.1%,94,124.7,79,14.9%,81,0.74,64,10.3%
Davon Reed,22.4,PHX,Wing,200,47,16.3%,3,79.4,47,9.2%,42,0.56,55,10.7%
Willie Reed,27.5,LAC,Big,392,36,14.5%,94,130.4,2,3.5%,3,0.24,39,14.2%
Josh Richardson,24.1,MIA,Wing,2643,61,18.1%,61,110.9,73,12.9%,77,0.72,33,12.8%
Malachi Richardson,21.8,SAC,Forward,225,45,14.8%,0,76.3,14,4.9%,6,0.33,94,7.6%
Austin Rivers,25.3,LAC,Wing,2036,81,22.4%,39,105.4,87,18.0%,88,0.80,63,10.3%
Andre Roberson,25.9,OKC,Wing,1025,1,8.3%,51,108.4,12,5.8%,73,0.70,12,15.2%
Glenn Robinson III,23.8,IND,Wing,316,11,11.8%,50,108.1,19,6.4%,36,0.54,95,5.9%
Rajon Rondo,31.7,NOP,Point,1669,39,22.5%,48,104.3,97,40.3%,98,1.79,16,16.8%
Derrick Rose,29.1,CLE,Point,288,59,25.4%,41,103.4,2,13.0%,0,0.51,30,15.5%
Derrick Rose,29.1,MIN,Wing,110,90,25.0%,13,94.5,79,15.1%,54,0.60,50,11.4%
Terrence Ross,26.7,ORL,Wing,598,45,16.2%,29,102.5,46,8.8%,36,0.54,29,13.0%
Terry Rozier,23.6,BOS,Combo,1991,57,21.2%,38,102.8,43,18.2%,38,0.86,98,8.5%
Ricky Rubio,27.0,UTA,Point,2226,61,25.4%,61,108.1,66,28.4%,48,1.12,20,16.4%
D'Angelo Russell,21.7,BKN,Point,1231,95,33.0%,36,102.8,90,34.9%,44,1.06,31,15.4%
Domantas Sabonis,21.5,IND,Big,1740,77,20.7%,41,113.3,80,12.8%,69,0.62,25,16.0%
JaKarr Sampson,24.6,SAC,Big,325,5,11.1%,72,121.3,3,3.8%,12,0.34,79,10.1%
Dario Saric,23.6,PHI,Big,2280,71,19.8%,58,117.0,82,12.9%,76,0.65,44,13.9%
Tomas Satoransky,26.0,WAS,Combo,1571,13,16.0%,98,122.5,71,24.5%,96,1.53,41,13.9%
Dennis Schroder,24.1,ATL,Point,2062,97,33.4%,46,104.0,92,35.3%,43,1.06,75,11.6%
Mike Scott,29.3,WAS,Big,1336,60,18.0%,69,120.0,58,9.5%,52,0.53,43,13.9%
Thabo Sefolosha,33.5,UTA,Forward,775,49,15.1%,86,120.0,27,6.8%,35,0.45,55,11.2%
Wayne Selden,23.1,MEM,Combo,655,63,21.7%,57,107.6,27,14.9%,16,0.69,18,15.3%
Ramon Sessions,31.6,NYK,Point,141,41,22.6%,2,71.4,57,27.6%,66,1.22,5,18.1%
Ramon Sessions,31.6,WAS,Point,186,43,22.6%,31,100.0,77,31.8%,82,1.41,62,12.6%
Iman Shumpert,27.4,CLE,Combo,259,5,11.9%,4,88.7,4,8.3%,18,0.69,4,19.9%
Pascal Siakam,23.6,TOR,Big,1534,44,15.3%,35,111.1,79,12.4%,86,0.81,58,12.0%
Ben Simmons,21.3,PHI,Combo,2713,86,25.9%,75,111.5,96,36.2%,86,1.40,13,16.7%
Jonathon Simmons,28.1,ORL,Wing,1984,76,22.0%,62,111.5,74,13.2%,53,0.60,16,14.4%
Kobi Simmons,20.3,MEM,Combo,597,25,17.4%,39,103.3,25,14.9%,34,0.85,11,17.8%
Marcus Smart,23.7,BOS,Wing,1590,73,21.4%,17,97.0,96,23.3%,97,1.09,6,16.4%
Ish Smith,29.3,DET,Point,1994,49,23.5%,51,105.0,56,27.4%,54,1.17,90,9.9%
JR Smith,32.1,CLE,Wing,2212,24,13.7%,47,107.8,44,8.7%,64,0.64,41,12.0%
Jason Smith,31.7,WAS,Big,202,63,18.4%,3,92.7,46,8.0%,29,0.43,51,13.0%
Dennis Smith Jr.,19.9,DAL,Combo,1996,98,31.5%,11,93.7,91,30.0%,50,0.95,39,13.9%
Tony Snell,26.0,MIL,Wing,2021,4,10.0%,83,115.9,18,6.4%,64,0.64,83,8.1%
Marreese Speights,30.2,ORL,Big,592,92,24.6%,25,108.3,68,10.4%,26,0.42,77,10.4%
Nik Stauskas,24.1,BKN,Wing,405,43,15.9%,58,109.4,64,11.3%,73,0.71,42,11.8%
Lance Stephenson,27.2,IND,Wing,1791,85,23.3%,21,100.0,88,18.5%,87,0.80,22,13.7%
Julyan Stone,28.9,CHA,Point,102,0,5.9%,98,128.6,0,8.6%,87,1.47,0,35.7%
Caleb Swanigan,20.5,POR,Big,161,66,19.0%,2,86.0,73,11.2%,66,0.59,7,20.1%
Jayson Tatum,19.7,BOS,Forward,2409,65,18.5%,71,116.8,39,8.1%,33,0.44,53,11.4%
Isaiah Taylor,23.3,ATL,Combo,1089,68,23.0%,14,96.0,82,26.7%,77,1.16,34,14.1%
Jeff Teague,29.4,MIN,Point,2303,51,24.4%,66,110.4,67,29.8%,67,1.22,52,13.8%
Mirza Teletovic,32.1,MIL,Big,149,45,15.4%,94,129.4,29,6.8%,32,0.44,57,12.4%
Garrett Temple,31.5,SAC,Wing,1588,47,16.4%,49,107.9,67,11.6%,74,0.71,23,13.7%
Milos Teodosic,30.6,LAC,Point,1122,26,20.6%,70,112.3,38,25.1%,62,1.22,8,17.7%
Jason Terry,40.1,MIL,Combo,795,2,10.2%,54,107.2,5,9.5%,48,0.93,43,13.8%
Daniel Theis,25.6,BOS,Big,874,38,14.7%,77,122.3,60,9.7%,77,0.66,12,18.4%
Isaiah Thomas,28.7,LAL,Point,455,90,31.1%,38,103.1,54,27.4%,13,0.88,26,15.7%
Isaiah Thomas,28.7,CLE,Point,399,84,30.2%,30,99.5,46,26.2%,11,0.87,46,14.5%
Lance Thomas,29.5,NYK,Forward,1318,8,10.5%,29,101.7,4,4.4%,27,0.42,22,12.8%
Klay Thompson,27.7,GSW,Wing,2484,73,21.2%,89,120.0,61,10.9%,34,0.51,59,10.5%
Tristan Thompson,26.6,CLE,Big,1027,6,11.2%,43,113.8,8,4.4%,20,0.39,47,13.4%
Sindarius Thornwell,23.0,LAC,Wing,1083,10,11.7%,34,104.1,24,7.3%,60,0.62,2,17.9%
Anthony Tolliver,32.4,DET,Big,1714,21,13.5%,98,133.1,43,7.7%,60,0.57,80,10.1%
Karl-Anthony Towns,22.0,MIN,Big,2882,80,21.0%,92,129.2,69,10.5%,43,0.50,64,11.6%
PJ Tucker,32.5,HOU,Forward,2226,6,9.9%,39,107.1,10,4.7%,41,0.47,10,14.7%
Evan Turner,29.0,POR,Wing,2017,49,16.5%,33,103.8,73,12.8%,83,0.77,32,12.8%
Myles Turner,21.6,IND,Big,1821,62,18.4%,40,113.3,33,7.1%,18,0.38,54,12.7%
Ekpe Udoh,30.5,UTA,Big,716,1,9.4%,27,109.2,65,10.2%,97,1.08,53,12.9%
Tyler Ulis,21.8,PHX,Point,1613,36,21.9%,11,93.1,64,28.4%,72,1.30,41,14.8%
Jonas Valanciunas,25.5,TOR,Big,1723,74,20.4%,84,125.3,40,7.5%,15,0.37,41,14.1%
Denzel Valentine,24.0,CHI,Wing,1965,59,17.8%,42,107.0,84,17.6%,94,0.99,45,11.5%
Fred VanVleet,23.7,TOR,Combo,1404,55,21.2%,73,110.9,61,22.8%,64,1.08,80,10.7%
Rashad Vaughn,21.2,MIL,Wing,143,24,13.6%,56,109.3,54,9.8%,78,0.72,99,2.4%
Noah Vonleh,22.2,POR,Big,430,2,10.0%,38,112.8,5,4.0%,23,0.40,29,15.6%
Noah Vonleh,22.2,CHI,Big,344,56,16.9%,3,93.9,41,7.5%,33,0.44,79,10.1%
Nikola Vucevic,27.0,ORL,Big,1678,91,24.4%,17,106.7,93,18.4%,85,0.75,64,11.6%
Dwyane Wade,35.8,MIA,Combo,465,95,30.7%,9,93.6,77,25.3%,30,0.82,21,14.7%
Dwyane Wade,35.8,CLE,Combo,1031,82,25.6%,48,104.9,66,23.8%,46,0.93,23,14.6%
Dion Waiters,25.9,MIA,Wing,914,92,26.7%,19,97.7,95,21.0%,85,0.79,28,13.1%
Kemba Walker,27.5,CHA,Point,2710,80,29.3%,75,116.2,48,26.4%,23,0.90,92,9.7%
John Wall,27.2,WAS,Point,1395,98,33.6%,43,103.7,98,42.5%,70,1.26,44,14.6%
Tyrone Wallace,23.4,LAC,Combo,821,20,16.5%,36,102.5,13,11.5%,21,0.70,30,14.3%
Derrick Walton Jr.,22.6,MIA,Point,111,2,10.1%,97,127.8,16,17.8%,95,1.76,98,8.3%
TJ Warren,24.2,PHX,Wing,2119,79,22.3%,52,108.5,21,7.0%,7,0.31,88,7.6%
Travis Wear,27.1,LAL,Forward,224,43,14.6%,20,97.4,6,4.6%,2,0.31,98,6.8%
James Webb III,24.2,BKN,Big,116,2,9.9%,1,66.7,9,4.4%,34,0.45,65,11.5%
David West,37.2,GSW,Big,970,86,22.3%,67,119.3,95,22.0%,93,0.99,22,16.5%
Russell Westbrook,29.0,OKC,Point,2888,100,37.9%,52,105.4,100,46.3%,64,1.22,48,14.4%
Andrew White,24.4,ATL,Wing,179,33,14.8%,16,96.8,5,4.0%,2,0.27,48,11.5%
Isaiah Whitehead,22.7,BKN,Combo,160,93,30.4%,77,111.6,54,21.2%,20,0.70,9,17.9%
Hassan Whiteside,28.4,MIA,Big,1332,84,21.9%,53,115.3,29,6.8%,9,0.31,47,13.5%
Andrew Wiggins,22.7,MIN,Wing,2944,77,22.1%,25,101.1,35,8.0%,9,0.36,75,9.3%
C.J. Williams,27.7,LAC,Wing,663,21,13.2%,33,104.1,31,7.8%,52,0.59,73,9.3%
Lou Williams,31.0,LAC,Combo,2554,96,30.7%,86,115.0,75,25.2%,27,0.82,64,12.5%
Marvin Williams,31.4,CHA,Big,1992,22,13.5%,72,121.0,31,6.9%,46,0.51,75,10.6%
Troy Williams,22.8,NYK,Wing,270,63,18.4%,79,115.0,26,7.5%,15,0.41,13,14.8%
Jamil Wilson,26.9,LAC,Big,259,13,12.5%,82,123.8,17,5.7%,36,0.45,87,9.3%
Justise Winslow,21.6,MIA,Forward,1623,57,16.2%,24,100.0,86,13.2%,92,0.81,43,11.8%
Brandan Wright,30.1,MEM,Big,356,17,12.9%,64,118.8,14,5.6%,30,0.43,96,7.8%
Delon Wright,25.5,TOR,Combo,1312,39,18.9%,91,115.5,50,20.5%,66,1.08,57,12.9%
Guerschon Yabusele,21.9,BOS,Big,186,25,13.6%,54,115.7,81,12.8%,92,0.94,31,15.4%
Joe Young,25.3,IND,Wing,459,34,14.9%,31,103.5,41,8.5%,44,0.57,67,10.3%
Nick Young,32.4,GSW,Wing,1251,32,14.7%,68,113.1,2,3.3%,1,0.22,84,7.9%
Thaddeus Young,29.4,IND,Big,2572,54,16.5%,14,105.9,50,8.5%,47,0.52,75,10.7%
Cody Zeller,25.1,CHA,Big,604,31,14.3%,61,117.8,39,7.4%,50,0.52,20,16.8%
Tyler Zeller,27.8,MIL,Big,383,9,11.9%,80,123.1,25,6.5%,58,0.55,69,11.2%
Tyler Zeller,27.8,BKN,Big,672,47,15.8%,64,118.6,23,6.4%,23,0.41,46,13.8%
Paul Zipser,23.7,CHI,Forward,759,53,15.7%,4,85.8,51,8.5%,57,0.55,2,15.7%
Ante Zizic,20.8,CLE,Big,170,38,14.8%,100,150.8,2,2.9%,0,0.19,91,8.5%
Ivica Zubac,20.6,LAL,Big,361,58,17.3%,44,113.8,66,10.3%,67,0.59,33,15.1%
