Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Damien Inglis,20.5,MIL,Forward,117,33,14.5%,42,106.7,74,10.6%,81,0.73,9,17.1%
Kyrie Irving,23.6,CLE,Combo,1652,96,30.7%,75,109.6,82,25.2%,36,0.82,84,10.8%
Jarrett Jack,32.0,BKN,Combo,1024,82,25.3%,36,102.0,96,34.1%,100,1.34,15,15.8%
Reggie Jackson,25.5,DET,Point,2419,89,32.3%,72,108.0,75,34.4%,21,1.06,79,12.3%
LeBron James,30.8,CLE,Forward,2704,100,32.8%,98,119.0,100,33.9%,96,1.03,49,12.6%
Al Jefferson,30.8,CHA,Big,1093,88,23.2%,23,101.6,75,11.4%,55,0.49,99,6.1%
Richard Jefferson,35.4,CLE,Forward,1173,16,12.5%,96,119.0,19,6.6%,46,0.53,65,11.3%
John Jenkins,24.7,DAL,Wing,144,36,15.3%,6,91.8,1,3.6%,1,0.24,40,12.4%
John Jenkins,24.7,PHX,Wing,272,35,15.1%,82,114.1,81,14.0%,96,0.92,13,15.1%
Brandon Jennings,26.1,DET,Point,406,41,21.0%,36,100.0,36,27.0%,59,1.29,89,11.4%
Brandon Jennings,26.1,ORL,Point,434,51,23.6%,28,97.6,67,32.3%,66,1.37,59,14.1%
Jonas Jerebko,28.7,BOS,Forward,1098,21,13.0%,53,107.7,39,7.5%,58,0.58,21,14.6%
Amir Johnson,28.5,BOS,Big,1796,24,13.4%,83,119.5,73,11.0%,88,0.82,21,16.8%
Chris Johnson,25.5,UTA,Wing,778,21,13.9%,11,93.4,40,8.5%,56,0.61,15,14.8%
James Johnson,28.7,TOR,Forward,907,60,16.5%,46,106.8,77,11.2%,75,0.68,18,15.8%
Joe Johnson,34.3,BKN,Wing,1930,68,19.3%,33,102.6,92,17.7%,95,0.92,24,14.0%
Joe Johnson,34.3,MIA,Wing,763,70,19.4%,95,120.9,89,16.1%,88,0.83,30,13.1%
Stanley Johnson,19.4,DET,Wing,1623,73,19.7%,9,92.9,67,11.2%,48,0.57,16,14.7%
Tyler Johnson,23.5,MIA,Combo,818,22,16.7%,91,117.1,27,15.4%,49,0.92,40,14.0%
Wesley Johnson,28.3,LAC,Forward,1569,28,13.8%,33,103.4,5,4.6%,5,0.34,68,10.4%
Nikola Jokic,20.7,DEN,Big,1697,72,19.8%,72,116.3,95,17.8%,94,0.90,50,13.3%
James Jones,35.1,CLE,Wing,343,15,13.3%,39,105.1,12,5.9%,23,0.44,67,10.0%
Terrence Jones,23.8,HOU,Big,997,48,17.0%,38,106.0,34,6.7%,32,0.40,73,11.3%
Tyus Jones,19.5,MIN,Point,508,18,18.5%,13,91.5,43,27.7%,80,1.50,57,14.3%
DeAndre Jordan,27.3,LAC,Big,2590,28,14.1%,90,122.7,19,5.1%,23,0.36,52,13.2%
Cory Joseph,24.2,TOR,Combo,2007,38,19.0%,40,103.3,56,19.8%,80,1.04,64,12.2%
Frank Kaminsky,22.6,CHA,Big,1600,42,16.4%,28,103.8,61,9.1%,64,0.56,89,9.5%
Enes Kanter,23.4,OKC,Big,1592,76,20.6%,94,124.2,5,3.4%,1,0.16,53,13.1%
Sergey Karasev,22.0,BKN,Wing,346,6,12.5%,86,115.6,66,11.2%,93,0.89,6,17.4%
Ryan Kelly,24.6,LAL,Forward,344,30,14.1%,4,78.5,7,4.8%,7,0.34,74,9.9%
Michael Kidd-Gilchrist,22.1,CHA,Wing,204,43,16.4%,96,122.5,21,6.9%,18,0.42,59,10.8%
Sean Kilpatrick,25.8,BKN,Wing,510,82,22.2%,87,115.7,25,7.3%,5,0.33,66,10.0%
Brandon Knight,23.9,PHX,Combo,1862,87,27.7%,49,105.1,80,23.3%,42,0.84,29,14.5%
Kyle Korver,34.6,ATL,Wing,2390,7,12.6%,90,117.5,52,9.5%,82,0.76,20,14.2%
Kosta Koufos,26.7,SAC,Big,1477,24,13.5%,45,108.0,6,3.4%,7,0.25,84,10.3%
Zach LaVine,20.6,MIN,Combo,2240,69,23.6%,78,110.1,49,18.9%,29,0.80,51,12.8%
Jeremy Lamb,23.4,CHA,Wing,1189,79,21.0%,41,105.9,64,11.0%,39,0.52,81,8.8%
Carl Landry,32.1,PHI,Big,530,81,21.5%,81,119.0,68,10.1%,50,0.47,95,8.5%
Shane Larkin,23.1,BKN,Point,1678,39,21.0%,51,103.8,54,30.3%,72,1.44,18,18.0%
Joffrey Lauvergne,24.1,DEN,Big,1009,62,18.3%,62,112.7,60,9.1%,56,0.49,55,12.8%
Ty Lawson,28.0,HOU,Point,1140,11,17.4%,20,96.2,25,23.7%,62,1.36,23,17.5%
Ty Lawson,28.0,IND,Point,228,33,20.1%,11,91.0,77,34.8%,93,1.73,87,11.5%
Courtney Lee,30.1,CHA,Wing,841,17,13.6%,58,109.2,60,10.2%,81,0.75,75,9.3%
Courtney Lee,30.1,MEM,Wing,1460,26,14.4%,84,115.3,38,8.2%,47,0.57,57,10.9%
David Lee,32.5,BOS,Big,460,92,23.8%,19,99.5,98,20.5%,90,0.86,36,14.3%
David Lee,32.5,DAL,Big,425,53,17.5%,98,132.3,79,11.9%,81,0.68,25,16.2%
