fp_fanduel_RMSE,fp_fanduel_MAE,fp_fanduel_Bias,num_contests_raw,ga_pred_win_rate,ga_pred_cash_rate,ga_total_profit,ga_avg_profit,ilp_pred_win_rate,ilp_pred_cash_rate,ilp_total_profit,ilp_avg_profit,pulp_pred_win_rate,pulp_pred_cash_rate,pulp_total_profit,pulp_avg_profit,rows_dropped_dup
7.531781196594238,5.863385200500488,-0.12211974710226059,8933,0.16411060114183365,0.6736818538005149,3612393.7600000002,410.5926074107752,0.7775663271017575,0.9772752714653532,25433556.759999998,2900.063484606613,0.7775663271017575,0.9772752714653532,25433556.759999998,2900.063484606613,0
