player_name,minutes_played,game_id,game_date,y,y_pred,fanduel_salary,draftkings_salary,yahoo_salary,fanduel_position,draftkings_position,yahoo_position
Giannis Antetokounmpo,26.251666666666665,21700302,2017-11-28,61.5,44.174957275390625,11800.0,11200.0,58.0,SF,SF/PF,PF
Nikola Jokic,26.266666666666666,21700301,2017-11-28,27.2,30.45710563659668,9300.0,8700.0,45.0,C,C,C
LeBron James,28.433333333333337,21700298,2017-11-28,60.4,42.82822799682617,12000.0,11300.0,59.0,SF,SF/PF,SF
Kevin Love,25.466666666666665,21700298,2017-11-28,54.8,60.7679443359375,7900.0,7200.0,36.0,C,PF/C,C
Bradley Beal,34.35,21700300,2017-11-28,21.4,28.25943946838379,8300.0,7900.0,38.0,SG,SG,SG
Hassan Whiteside,18.7,21700298,2017-11-28,35.8,38.71372985839844,8400.0,8500.0,39.0,C,C,C
Jimmy Butler,38.46666666666667,21700300,2017-11-28,42.4,43.31196212768555,8800.0,7600.0,33.0,SF,SG,SG
Karl-Anthony Towns,39.8,21700300,2017-11-28,39.4,40.34440994262695,9500.0,9100.0,41.0,C,C,C
LaMarcus Aldridge,36.781666666666666,21700311,2017-11-29,52.7,39.1824836730957,8700.0,8100.0,39.0,PF,PF/C,PF
Chris Paul,29.55,21700308,2017-11-29,28.7,30.847688674926758,8700.0,8100.0,39.0,PG,PG/SG,PG
Andre Drummond,27.866666666666667,21700303,2017-11-29,35.9,41.20376205444336,9400.0,9200.0,42.0,C,C,C
Stephen Curry,39.39666666666667,21700312,2017-11-29,39.5,36.41554641723633,9800.0,9600.0,49.0,PG,PG/SG,PG
Aaron Gordon,43.95,21700304,2017-11-29,78.0,59.51520538330078,7700.0,7000.0,34.0,PF,SF/PF,PF
Clint Capela,28.1,21700308,2017-11-29,43.1,43.13987350463867,7600.0,7400.0,31.0,C,C,C
Nikola Vucevic,30.92833333333333,21700304,2017-11-29,33.9,31.33604621887207,8200.0,7300.0,30.0,C,C,C
James Harden,35.31666666666667,21700308,2017-11-29,55.6,39.80393981933594,12200.0,11600.0,58.0,SG,PG/SG,SG
Kevin Durant,42.31666666666667,21700312,2017-11-29,44.9,46.13374328613281,10500.0,9300.0,50.0,SF,SF/PF,SF
Draymond Green,38.333333333333336,21700312,2017-11-29,49.7,52.719879150390625,7800.0,7300.0,38.0,PF,PF/C,PF
Kristaps Porzingis,2.5,21700306,2017-11-29,3.0,22.44576072692871,8900.0,8200.0,47.0,PF,PF/C,PF
Ben Simmons,40.6,21700305,2017-11-29,64.6,49.93991470336914,10100.0,9700.0,50.0,PF,PG/SF,PG
DeMarcus Cousins,39.06666666666667,21700309,2017-11-29,40.0,39.229469299316406,10900.0,11000.0,58.0,C,PF/C,C
Anthony Davis,17.616666666666667,21700309,2017-11-29,21.0,31.302921295166016,10800.0,10800.0,58.0,PF,PF/C,PF
Jimmy Butler,32.95,21700309,2017-11-29,29.3,30.206863403320312,8600.0,7400.0,35.0,SF,SG,SG
Karl-Anthony Towns,20.731666666666666,21700309,2017-11-29,21.5,25.937185287475586,9500.0,8700.0,42.0,C,C,C
Bradley Beal,22.95,21700305,2017-11-29,30.3,33.326725006103516,8300.0,8100.0,38.0,SG,SG,SG
Russell Westbrook,37.78333333333333,21700304,2017-11-29,65.7,50.31889343261719,11000.0,11200.0,55.0,PG,PG,PG
Paul George,40.61666666666667,21700304,2017-11-29,36.5,41.371788024902344,8600.0,8600.0,40.0,SF,SF,SF
Tyreke Evans,30.715,21700311,2017-11-29,29.1,32.69871139526367,7500.0,6600.0,29.0,SG,SG/SF,SG
Marc Gasol,35.711666666666666,21700311,2017-11-29,25.7,36.4364013671875,9000.0,8300.0,41.0,C,C,C
Victor Oladipo,34.166666666666664,21700308,2017-11-29,49.1,40.62908172607422,8400.0,8400.0,37.0,SG,PG/SG,SG
Joel Embiid,32.18333333333333,21700305,2017-11-29,59.8,52.92204666137695,9900.0,9800.0,50.0,C,C,C
Kyle Lowry,36.7,21700307,2017-11-29,51.0,47.736053466796875,8200.0,7800.0,34.0,PG,PG,PG
Giannis Antetokounmpo,36.57,21700316,2017-11-30,56.3,41.707637786865234,11800.0,11100.0,58.0,SF,SF/PF,PF
Ben Simmons,39.93333333333333,21700314,2017-11-30,42.7,43.48493194580078,9900.0,9300.0,50.0,PF,PG/SF,PG
Damian Lillard,39.645,21700316,2017-11-30,31.9,36.306880950927734,9100.0,8500.0,45.0,PG,PG,PG
Eric Bledsoe,28.07,21700316,2017-11-30,39.2,35.38956069946289,7500.0,6800.0,32.0,PG,PG/SG,PG
Kyrie Irving,32.515,21700314,2017-11-30,43.3,38.318756103515625,8200.0,8400.0,44.0,PG,PG,PG
LeBron James,37.56666666666667,21700313,2017-11-30,58.2,42.89986801147461,12000.0,11700.0,60.0,SF,SF/PF,SF
Kevin Love,33.42333333333333,21700313,2017-11-30,42.2,45.49167251586914,7800.0,8000.0,35.0,C,PF/C,C
Lou Williams,36.93333333333333,21700317,2017-11-30,33.9,32.72392654418945,8000.0,7300.0,29.0,SG,PG/SG,SG
Nikola Jokic,15.908333333333331,21700315,2017-11-30,18.8,27.75428009033203,9500.0,9100.0,45.0,C,C,C
DeMarcus Cousins,39.17166666666667,21700325,2017-12-01,46.6,45.075862884521484,10700.0,10900.0,58.0,C,PF/C,C
Anthony Davis,31.511666666666667,21700325,2017-12-01,39.5,46.7620735168457,10400.0,10400.0,58.0,PF,PF/C,PF
Andre Drummond,36.72,21700320,2017-12-01,56.9,48.253883361816406,8800.0,8800.0,42.0,C,C,C
DeMar DeRozan,33.705,21700319,2017-12-01,46.5,44.81365203857422,7800.0,7900.0,35.0,SG,SG/SF,SG
Bradley Beal,32.75,21700320,2017-12-01,17.4,36.427459716796875,8000.0,7900.0,39.0,SG,SG,SG
Kyle Lowry,35.11666666666667,21700319,2017-12-01,28.4,23.5390682220459,8500.0,8100.0,34.0,PG,PG,PG
Nikola Vucevic,25.75,21700318,2017-12-01,17.4,17.962778091430664,7900.0,7200.0,30.0,C,C,C
Stephen Curry,33.05,21700318,2017-12-01,50.2,40.51415252685547,9700.0,9900.0,49.0,PG,PG/SG,PG
Draymond Green,33.97,21700318,2017-12-01,38.8,41.90201950073242,8100.0,7400.0,38.0,PF,PF/C,PF
Kevin Durant,30.383333333333333,21700318,2017-12-01,48.9,46.12327575683594,10100.0,9600.0,50.0,SF,SF/PF,SF
Jimmy Butler,41.03333333333333,21700324,2017-12-01,48.1,43.95979690551758,8100.0,7300.0,35.0,SF,SG,SG
Aaron Gordon,36.5,21700318,2017-12-01,44.9,32.01761245727539,7900.0,7600.0,34.0,PF,SF/PF,PF
LaMarcus Aldridge,31.933333333333337,21700323,2017-12-01,29.7,27.50035858154297,8900.0,8500.0,39.0,PF,PF/C,PF
Karl-Anthony Towns,35.416666666666664,21700324,2017-12-01,40.8,38.86699676513672,8900.0,8600.0,42.0,C,C,C
Carmelo Anthony,29.296666666666667,21700324,2017-12-01,16.7,29.99010467529297,7500.0,6700.0,29.0,PF,SF/PF,PF
Marc Gasol,34.233333333333334,21700323,2017-12-01,44.6,42.600311279296875,8700.0,7800.0,41.0,C,C,C
Victor Oladipo,38.96666666666667,21700319,2017-12-01,69.4,56.32506561279297,8600.0,8000.0,37.0,SG,PG/SG,SG
Russell Westbrook,36.85333333333333,21700324,2017-12-01,45.8,36.93733215332031,11300.0,11400.0,55.0,PG,PG,PG
Paul George,42.083333333333336,21700324,2017-12-01,61.3,69.54745483398438,8500.0,8200.0,40.0,SF,SF,SF
Dwight Howard,16.55,21700321,2017-12-01,14.799999999999997,25.53592872619629,7900.0,7500.0,30.0,C,C,C
Kyrie Irving,31.03333333333333,21700326,2017-12-02,29.5,34.93368148803711,9200.0,9200.0,44.0,PG,PG,PG
Al Horford,32.20166666666667,21700326,2017-12-02,38.5,40.50053405761719,7700.0,8100.0,28.0,C,PF/C,C
Andre Drummond,35.016666666666666,21700330,2017-12-02,53.2,35.305118560791016,9100.0,8600.0,45.0,C,C,C
Damian Lillard,40.1,21700333,2017-12-02,49.0,38.08019256591797,8800.0,8900.0,45.0,PG,PG,PG
Dennis Schroder,31.1,21700328,2017-12-02,38.6,42.11754608154297,8200.0,8500.0,33.0,PG,PG,PG
Eric Bledsoe,32.6,21700331,2017-12-02,29.799999999999997,25.148300170898438,7600.0,7100.0,32.0,PG,PG/SG,PG
Giannis Antetokounmpo,33.94166666666667,21700331,2017-12-02,66.1,54.29735565185547,12400.0,11600.0,58.0,SF,SF/PF,PF
Khris Middleton,34.416666666666664,21700331,2017-12-02,27.9,33.68403625488281,7600.0,6900.0,34.0,SG,SG/SF,SF
Spencer Dinwiddie,30.05,21700328,2017-12-02,41.7,45.88377380371094,7600.0,7000.0,28.0,PG,PG/SG,PG
Rondae Hollis-Jefferson,21.28333333333333,21700328,2017-12-02,17.3,26.96110725402832,7700.0,6300.0,24.0,PF,SF/PF,PF
Marc Gasol,40.78333333333333,21700329,2017-12-02,52.2,54.884063720703125,8400.0,7900.0,38.0,C,C,C
Kevin Love,30.06,21700329,2017-12-02,35.2,38.05248260498047,8100.0,7700.0,35.0,C,PF/C,C
LeBron James,39.15,21700329,2017-12-02,52.4,44.88359451293945,12100.0,11400.0,60.0,SF,SF/PF,SF
Ben Simmons,39.18333333333333,21700330,2017-12-02,28.0,33.5137939453125,10400.0,9600.0,48.0,PF,PG/SF,PG
Joel Embiid,31.801666666666662,21700330,2017-12-02,34.0,40.41038131713867,10500.0,9700.0,50.0,C,C,C
DeAndre Jordan,30.63833333333333,21700327,2017-12-02,39.4,42.129188537597656,7700.0,7300.0,29.0,C,C,C
DeMarcus Cousins,34.21666666666667,21700333,2017-12-02,48.6,45.166969299316406,10700.0,10400.0,58.0,C,PF/C,C
Jusuf Nurkic,24.156666666666663,21700333,2017-12-02,13.3,25.917652130126953,7600.0,7000.0,31.0,C,C,C
Lou Williams,32.95,21700327,2017-12-02,26.0,26.1282901763916,8000.0,7800.0,31.0,SG,PG/SG,SG
Jimmy Butler,39.5,21700336,2017-12-03,53.6,46.21247482299805,8700.0,7400.0,35.0,SF,SG,SG
Karl-Anthony Towns,37.46666666666667,21700336,2017-12-03,30.9,36.473876953125,9000.0,8300.0,41.0,C,C,C
DeAndre Jordan,34.76166666666666,21700336,2017-12-03,35.4,40.69321823120117,7500.0,6800.0,29.0,C,C,C
Lou Williams,35.035,21700336,2017-12-03,40.0,42.03937911987305,8100.0,7000.0,31.0,SG,PG/SG,SG
Stephen Curry,30.311666666666667,21700335,2017-12-03,42.9,41.877830505371094,9900.0,9400.0,49.0,PG,PG/SG,PG
Nikola Vucevic,34.915,21700334,2017-12-03,57.9,50.91455841064453,7500.0,7200.0,29.0,C,C,C
Chris Paul,32.95,21700338,2017-12-03,35.8,40.953983306884766,8400.0,8400.0,39.0,PG,PG/SG,PG
Clint Capela,22.55,21700338,2017-12-03,33.6,27.876588821411133,7800.0,7100.0,31.0,C,C,C
James Harden,35.3,21700338,2017-12-03,56.3,45.48451232910156,12200.0,11900.0,58.0,SG,PG/SG,SG
Paul George,33.25,21700337,2017-12-03,20.6,25.27818489074707,9000.0,8200.0,41.0,SF,SF,SF
Russell Westbrook,38.516666666666666,21700337,2017-12-03,43.8,42.60013961791992,10800.0,10100.0,57.0,PG,PG,PG
Kevin Durant,28.416666666666668,21700335,2017-12-03,37.1,35.47243881225586,10300.0,9100.0,50.0,SF,SF/PF,SF
Draymond Green,32.016666666666666,21700335,2017-12-03,25.9,28.831607818603516,8000.0,7300.0,38.0,PF,PF/C,PF
Aaron Gordon,38.58,21700334,2017-12-03,25.8,27.46900177001953,8100.0,7800.0,36.0,PF,SF/PF,PF
Spencer Dinwiddie,30.361666666666668,21700342,2017-12-04,28.0,38.60443115234375,7500.0,7000.0,28.0,PG,PG/SG,PG
Al Horford,34.656666666666666,21700343,2017-12-04,43.8,37.71567916870117,7500.0,7600.0,29.0,C,PF/C,C
Andre Drummond,31.7,21700348,2017-12-04,42.0,35.809688568115234,9600.0,8800.0,46.0,C,C,C
Derrick Favors,24.73333333333333,21700349,2017-12-04,23.6,22.4021053314209,7600.0,6700.0,30.0,PF,PF/C,PF
Donovan Mitchell,25.9,21700349,2017-12-04,24.6,31.997020721435547,7500.0,6900.0,29.0,SG,PG/SG,SG
Rudy Gobert,21.15,21700349,2017-12-04,27.5,34.05012893676758,8800.0,7500.0,36.0,C,C,C
Victor Oladipo,29.516666666666666,21700340,2017-12-04,33.0,29.097150802612305,9200.0,8700.0,40.0,SG,PG/SG,SG
Giannis Antetokounmpo,39.10666666666667,21700343,2017-12-04,52.8,41.65184783935547,12400.0,10600.0,59.0,SF,SF/PF,PF
LaMarcus Aldridge,35.096666666666664,21700348,2017-12-04,35.0,34.12638854980469,8400.0,8300.0,41.0,PF,PF/C,PF
Kyrie Irving,33.71666666666667,21700343,2017-12-04,41.3,38.23604965209961,8500.0,8500.0,44.0,PG,PG,PG
Stephen Curry,34.44833333333333,21700346,2017-12-04,54.5,49.88801574707031,9900.0,9400.0,49.0,PG,PG/SG,PG
Kevin Durant,34.6,21700346,2017-12-04,36.9,34.258819580078125,10400.0,9000.0,50.0,SF,SF/PF,SF
Draymond Green,38.11666666666667,21700346,2017-12-04,56.3,53.12607192993164,8000.0,7400.0,38.0,PF,PF/C,PF
Jimmy Butler,40.0,21700345,2017-12-04,49.9,36.72240447998047,8400.0,6900.0,35.0,SF,SG,SG
Karl-Anthony Towns,37.61666666666667,21700345,2017-12-04,27.7,29.459863662719727,8800.0,8300.0,41.0,C,C,C
Bradley Beal,27.78333333333333,21700349,2017-12-04,12.7,32.649818420410156,7600.0,7400.0,36.0,SG,SG,SG
Dennis Schroder,30.466666666666665,21700342,2017-12-04,30.0,40.82600784301758,8400.0,8000.0,33.0,PG,PG,PG
Nikola Vucevic,27.4,21700339,2017-12-04,37.1,34.181846618652344,7600.0,7100.0,29.0,C,C,C
Aaron Gordon,35.458333333333336,21700339,2017-12-04,29.7,36.208343505859375,8400.0,7900.0,36.0,PF,SF/PF,PF
Marc Gasol,34.96666666666667,21700345,2017-12-04,37.9,42.27088928222656,8800.0,8100.0,36.0,C,C,C
Kemba Walker,34.233333333333334,21700339,2017-12-04,53.9,48.22209548950195,7800.0,7500.0,37.0,PG,PG,PG
Ben Simmons,36.21666666666667,21700341,2017-12-04,55.1,46.52061462402344,10500.0,9800.0,50.0,PF,PG/SF,PG
Joel Embiid,34.03333333333333,21700341,2017-12-04,51.4,37.519500732421875,10400.0,9800.0,49.0,C,C,C
DeMarcus Cousins,31.96333333333333,21700346,2017-12-04,59.7,48.96699142456055,11000.0,11000.0,59.0,C,PF/C,C
Kevin Love,22.883333333333333,21700344,2017-12-04,42.6,52.17950439453125,8000.0,8200.0,35.0,C,PF/C,C
LeBron James,34.266666666666666,21700344,2017-12-04,44.4,36.28444290161133,12000.0,11800.0,60.0,SF,SF/PF,SF
Paul George,39.8,21700351,2017-12-05,26.1,28.823030471801758,8600.0,8400.0,41.0,SF,SF,SF
Russell Westbrook,38.25,21700351,2017-12-05,68.4,47.471900939941406,10700.0,11000.0,57.0,PG,PG,PG
DeMar DeRozan,34.281666666666666,21700350,2017-12-05,49.4,46.43607711791992,8700.0,8500.0,33.0,SG,SG/SF,SG
Rudy Gobert,26.883333333333333,21700351,2017-12-05,17.2,25.261394500732422,8000.0,7300.0,36.0,C,C,C
Bradley Beal,43.083333333333336,21700352,2017-12-05,55.6,66.5030746459961,7600.0,7600.0,36.0,SG,SG,SG
Kyle Lowry,35.14833333333333,21700350,2017-12-05,44.2,48.89155197143555,8500.0,8700.0,37.0,PG,PG,PG
Damian Lillard,42.86666666666667,21700352,2017-12-05,49.1,47.82106399536133,9100.0,9400.0,45.0,PG,PG,PG
Myles Turner,31.856666666666666,21700354,2017-12-06,37.4,44.377166748046875,7600.0,6200.0,28.0,C,C,C
Victor Oladipo,38.766666666666666,21700354,2017-12-06,43.6,37.960540771484375,9400.0,8900.0,43.0,SG,PG/SG,SG
LeBron James,41.05166666666667,21700353,2017-12-06,66.7,53.39120101928711,11800.0,11600.0,60.0,SF,SF/PF,SF
Giannis Antetokounmpo,37.73333333333333,21700359,2017-12-06,47.2,41.44058609008789,12300.0,11100.0,59.0,SF,SF/PF,PF
LaMarcus Aldridge,32.63333333333333,21700361,2017-12-06,24.8,30.04852867126465,8300.0,8100.0,41.0,PF,PF/C,PF
Kevin Love,29.87,21700353,2017-12-06,36.1,42.817359924316406,8200.0,8400.0,35.0,C,PF/C,C
DeMarcus Cousins,39.556666666666665,21700360,2017-12-06,78.4,59.610107421875,11300.0,11300.0,59.0,C,PF/C,C
Andre Drummond,37.21833333333333,21700359,2017-12-06,59.0,52.24885559082031,9500.0,9100.0,46.0,C,C,C
Dennis Schroder,39.35,21700355,2017-12-06,46.5,47.362548828125,8100.0,8200.0,35.0,PG,PG,PG
Kevin Durant,35.906666666666666,21700358,2017-12-06,66.2,57.534786224365234,10000.0,10100.0,50.0,SF,SF/PF,SF
Jimmy Butler,42.75,21700362,2017-12-06,39.6,33.923431396484375,8900.0,7600.0,36.0,SF,SG,SG
Karl-Anthony Towns,39.05,21700362,2017-12-06,55.4,45.775611877441406,8400.0,8100.0,39.0,C,C,C
DeAndre Jordan,34.32833333333333,21700362,2017-12-06,43.2,44.201236724853516,7600.0,6900.0,30.0,C,C,C
Lou Williams,36.57666666666667,21700362,2017-12-06,40.6,42.471309661865234,8000.0,7100.0,31.0,SG,PG/SG,SG
Khris Middleton,36.63333333333333,21700359,2017-12-06,35.0,33.710113525390625,7500.0,6700.0,32.0,SG,SG/SF,SF
Kristaps Porzingis,34.09,21700357,2017-12-06,29.0,34.8647346496582,9000.0,8100.0,47.0,PF,PF/C,PF
Kemba Walker,36.86666666666667,21700358,2017-12-06,43.7,39.96310043334961,8200.0,7800.0,38.0,PG,PG,PG
Kyrie Irving,32.07666666666667,21700356,2017-12-06,34.9,36.3327751159668,8900.0,8500.0,44.0,PG,PG,PG
Al Horford,32.65,21700356,2017-12-06,53.6,43.89471435546875,7600.0,7400.0,29.0,C,PF/C,C
Will Barton,34.38166666666667,21700360,2017-12-06,26.4,39.805843353271484,7500.0,6900.0,26.0,SG,SG/SF,SG
Elfrid Payton,39.78833333333333,21700355,2017-12-06,26.0,33.29520797729492,7600.0,6500.0,27.0,PG,PG,PG
Nikola Vucevic,39.66666666666666,21700355,2017-12-06,63.2,51.176727294921875,8100.0,7500.0,31.0,C,C,C
Aaron Gordon,45.16666666666666,21700355,2017-12-06,46.0,49.23057174682617,8300.0,8100.0,36.0,PF,SF/PF,PF
Tyreke Evans,32.983333333333334,21700357,2017-12-06,21.7,28.369384765625,7800.0,7600.0,30.0,SG,SG/SF,SG
Marc Gasol,34.43,21700357,2017-12-06,34.1,33.570411682128906,8500.0,8000.0,36.0,C,C,C
Rudy Gobert,27.683333333333337,21700366,2017-12-07,22.299999999999997,31.465635299682617,7600.0,6200.0,34.0,C,C,C
Bradley Beal,36.6,21700364,2017-12-07,45.4,47.0672492980957,8600.0,8100.0,34.0,SG,SG,SG
Russell Westbrook,35.55,21700365,2017-12-07,46.6,41.94034194946289,11500.0,12000.0,57.0,PG,PG,PG
Joel Embiid,36.348333333333336,21700363,2017-12-07,64.4,42.09395217895508,10800.0,10100.0,50.0,C,C,C
Ben Simmons,42.568333333333335,21700363,2017-12-07,47.9,55.836097717285156,10500.0,9900.0,51.0,PF,PG/SF,PG
Chris Paul,36.71666666666667,21700366,2017-12-07,58.3,49.025691986083984,8300.0,7600.0,39.0,PG,PG/SG,PG
Clint Capela,17.366666666666667,21700366,2017-12-07,21.6,25.75458526611328,7500.0,6500.0,31.0,C,C,C
James Harden,35.15,21700366,2017-12-07,40.7,32.90922164916992,11500.0,11000.0,59.0,SG,PG/SG,SG
Donovan Mitchell,35.348333333333336,21700366,2017-12-07,37.8,34.75813674926758,7500.0,7200.0,29.0,SG,PG/SG,SG
Kevin Love,26.043333333333333,21700369,2017-12-08,32.9,45.03986358642578,8000.0,8500.0,35.0,C,PF/C,C
Aaron Gordon,28.55,21700370,2017-12-08,19.6,27.318632125854492,9200.0,8400.0,36.0,PF,SF/PF,PF
